Entity,Year,GDP per capita in 1990 Int. GK$ (Maddison-Project 2013) 
France,1984,15381.9
France,1985,15530.3
France,1986,15833
France,1987,16157.9
France,1988,16789.6
France,1989,17299.7
France,1990,17647
France,1991,17724.1
France,1992,17879.5
France,1993,17666
France,1994,17978.2
France,1995,18262
France,1996,18373.4
France,1997,18690.4
France,1998,19233.3
France,1999,19771.4
France,2000,20391.9
France,2001,20648
France,2002,20719.5
France,2003,20789
France,2004,21193.4
France,2005,21450
France,2006,21841.6
France,2007,22202.2
France,2008,22057.4
France,2009,21244.2
France,2010,21477.5
Germany,1950,3880.9
Germany,1951,4205.8
Germany,1952,4552.6
Germany,1953,4905.1
Germany,1954,5246.8
Germany,1955,5797
Germany,1956,6176.6
Germany,1957,6492.2
Germany,1958,6736.8
Germany,1959,7176.7
Germany,1960,7705.2
Germany,1961,7952.2
Germany,1962,8222.1
Germany,1963,8385.5
Germany,1964,8822.4
Germany,1965,9185.7
Germany,1966,9387.6
Germany,1967,9396.7
Germany,1968,9864.5
Germany,1969,10440.4
Germany,1970,10839.1
Germany,1971,11076.8
Germany,1972,11480.8
Germany,1973,11966.5
Germany,1974,12063
Germany,1975,12040.6
Germany,1976,12683.8
Germany,1977,13071.9
Germany,1978,13455.3
Germany,1979,13993.3
Germany,1980,14114
Germany,1981,14148.6
Germany,1982,14039.6
Germany,1983,14328.9
Germany,1984,14783.2
Germany,1985,15139.8
Germany,1986,15469
Germany,1987,15701.4
Germany,1988,16160.1
Germany,1989,16558.1
Germany,1990,15928.8
Germany,1991,16649.5
Germany,1992,16890.6
Germany,1993,16644.7
Germany,1994,17027.8
Germany,1995,17298.8
Germany,1996,17420.2
Germany,1997,17708.5
Germany,1998,18028.9
Germany,1999,18380
Germany,2000,18943.5
Germany,2001,19156.7
Germany,2002,19140.4
Germany,2003,19087.6
Germany,2004,19283.7
Germany,2005,19417.1
Germany,2006,20040.6
Germany,2007,20546.9
Germany,2008,20801.4
Germany,2009,19789.8
Germany,2010,20661.4
Ghana,1960,1378.4
Ghana,1961,1388.2
Ghana,1962,1415.5
Ghana,1963,1424.4
Ghana,1964,1414.3
Ghana,1965,1392.6
Ghana,1966,1354.2
Ghana,1967,1339
Ghana,1968,1318.4
Ghana,1969,1325.2
Ghana,1970,1424
Ghana,1971,1490.7
Ghana,1972,1401.5
Ghana,1973,1397.4
Ghana,1974,1454.9
Ghana,1975,1246.9
Ghana,1976,1177.8
Ghana,1977,1181.4
Ghana,1978,1259.9
Ghana,1979,1210
Ghana,1980,1157.1
Ghana,1981,1142
Ghana,1982,1041.8
Ghana,1983,933
Ghana,1984,960
Ghana,1985,978.4
Ghana,1986,988.3
Ghana,1987,1007
Ghana,1988,1034.3
Ghana,1989,1057.1
Ghana,1990,1062.2
Ghana,1991,1091.5
Ghana,1992,1112.3
Ghana,1993,1135.9
Ghana,1994,1148.8
Ghana,1995,1174.6
Ghana,1996,1207.3
Ghana,1997,1248.4
Ghana,1998,1288.2
Ghana,1999,1323.2
Ghana,2000,1351.8
Ghana,2001,1384.5
Ghana,2002,1418.7
Ghana,2003,1459.3
Ghana,2004,1504.2
Ghana,2005,1560.3
Ghana,2006,1619.3
Ghana,2007,1685.9
Ghana,2008,1788.7
Ghana,2009,1820
Ghana,2010,1922.4
India,1950,619
India,1951,622.9
India,1952,629.4
India,1953,656.9
India,1954,671.7
India,1955,675.6
India,1956,700.7
India,1957,679.5
India,1958,715.6
India,1959,717.1
India,1960,753.2
India,1961,758.4
India,1962,758.2
India,1963,779
India,1964,821.2
India,1965,770.8
India,1966,762
India,1967,807
India,1968,808.7
India,1969,844.7
India,1970,868
India,1971,856.2
India,1972,833.8
India,1973,853.2
India,1974,843.4
India,1975,897.3
India,1976,889.4
India,1977,936.6
India,1978,965.6
India,1979,895.3
India,1980,938.4
India,1981,976.7
India,1982,985.5
India,1983,1042.8
India,1984,1059.6
India,1985,1078.6
India,1986,1101.2
India,1987,1124.6
India,1988,1215.9
India,1989,1270
India,1990,1308.8
India,1991,1304.6
India,1992,1350.3
India,1993,1401.5
India,1994,1464.2
India,1995,1542.5
India,1996,1635.4
India,1997,1675
India,1998,1755.1
India,1999,1835.3
India,2000,1882.4
India,2001,1956.8
India,2002,1996.5
India,2003,2129.7
India,2004,2273.2
India,2005,2423.8
India,2006,2612.4
India,2007,2810
India,2008,2951.6
India,2009,3154.1
India,2010,3371.6
Indonesia,1950,817.3
Indonesia,1951,864
Indonesia,1952,900.9
Indonesia,1953,913.2
Indonesia,1954,962.2
Indonesia,1955,948.2
Indonesia,1956,955.3
Indonesia,1957,977.4
Indonesia,1958,946.7
Indonesia,1959,986.7
Indonesia,1960,1014.7
Indonesia,1961,1047.7
Indonesia,1962,1024.8
Indonesia,1963,951.4
Indonesia,1964,977.7
Indonesia,1965,990.4
Indonesia,1966,964.7
Indonesia,1967,934.4
Indonesia,1968,1017.9
Indonesia,1969,1105
Indonesia,1970,1230.7
Indonesia,1971,1247.2
Indonesia,1972,1364
Indonesia,1973,1544.3
Indonesia,1974,1548.9
Indonesia,1975,1514.8
Indonesia,1976,1616.3
Indonesia,1977,1698.2
Indonesia,1978,1740.4
Indonesia,1979,1786.2
Indonesia,1980,1897.8
Indonesia,1981,1969.5
Indonesia,1982,1860
Indonesia,1983,1879.8
Indonesia,1984,1971.2
Indonesia,1985,1984.1
Indonesia,1986,2068.9
Indonesia,1987,2138.4
Indonesia,1988,2226.9
Indonesia,1989,2387.6
Indonesia,1990,2514.5
Indonesia,1991,2694.3
Indonesia,1992,2841.6
Indonesia,1993,2997.7
Indonesia,1994,3170.3
Indonesia,1995,3373.6
Indonesia,1996,3576.2
Indonesia,1997,3684.2
Indonesia,1998,3151
Indonesia,1999,3126.6
Indonesia,2000,3229.2
Indonesia,2001,3299
Indonesia,2002,3399.2
Indonesia,2003,3512.7
Indonesia,2004,3639.7
Indonesia,2005,3799.2
Indonesia,2006,3957.2
Indonesia,2007,4156.3
Indonesia,2008,4353.7
Indonesia,2009,4500.4
Indonesia,2010,4722
Italy,1950,3171.7
Italy,1951,3450.7
Italy,1952,3590.6
Italy,1953,3829.8
Italy,1954,3947.2
Italy,1955,4189.7
Italy,1956,4368
Italy,1957,4591
Italy,1958,4822.9
Italy,1959,5130.8
Italy,1960,5456.2
Italy,1961,5852.7
Italy,1962,6203
Italy,1963,6531.9
Italy,1964,6727.9
Italy,1965,6963.9
Italy,1966,7366
Italy,1967,7872.3
Italy,1968,8382.4
Italy,1969,8879.4
Italy,1970,9366.6
Italy,1971,9489.2
Italy,1972,9795.1
Italy,1973,10413.5
Italy,1974,10913.9
Italy,1975,10619
Italy,1976,11307.7
Italy,1977,11541.9
Italy,1978,11869.5
Italy,1979,12532.3
Italy,1980,12927
Italy,1981,13018.3
Italy,1982,13064
Italy,1983,13208.6
Italy,1984,13634.1
Italy,1985,14009.8
Italy,1986,14408.1
Italy,1987,14867.9
Italy,1988,15484.7
Italy,1989,15996.9
Italy,1990,16313.1
Italy,1991,16562.9
Italy,1992,16634
Italy,1993,16440.8
Italy,1994,16761.7
Italy,1995,17216.6
Italy,1996,17378.1
Italy,1997,17675.7
Italy,1998,17908.5
Italy,1999,18140.5
Italy,2000,18761.4
Italy,2001,19062.4
Italy,2002,19100.5
Italy,2003,19006.7
Italy,2004,19210.5
Italy,2005,19283.7
Italy,2006,19629.6
Italy,2007,19841.5
Italy,2008,19460.5
Italy,2009,18278.6
Italy,2010,18520.4
Japan,1800,641.1
Japan,1850,681.2
Japan,1870,737.4
Japan,1871,742
Japan,1872,746
Japan,1873,751
Japan,1874,756.2
Japan,1875,809.9
Japan,1876,784.6
Japan,1877,802.7
Japan,1878,793.7
Japan,1879,835.4
Japan,1880,863.4
Japan,1881,829.3
Japan,1882,844.2
Japan,1883,837.2
Japan,1884,835.7
Japan,1885,860.1
Japan,1886,916.4
Japan,1887,951.5
Japan,1888,899.6
Japan,1889,932.7
Japan,1890,1011.9
Japan,1891,956.4
Japan,1892,1012.7
Japan,1893,1008.4
Japan,1894,1119.4
Japan,1895,1123.5
Japan,1896,1051.1
Japan,1897,1061.9
Japan,1898,1248.9
Japan,1899,1143.1
Japan,1900,1179.5
Japan,1901,1206.5
Japan,1902,1128.9
Japan,1903,1192.6
Japan,1904,1188.1
Japan,1905,1156.8
Japan,1906,1297.2
Japan,1907,1325.2
Japan,1908,1318.4
Japan,1909,1300.5
Japan,1910,1303.8
Japan,1911,1355.6
Japan,1912,1384.1
Japan,1913,1386.7
Japan,1914,1326.5
Japan,1915,1429.7
Japan,1916,1629.7
Japan,1917,1665.1
Japan,1918,1668.4
Japan,1919,1827.2
Japan,1920,1695.8
Japan,1921,1859.5
Japan,1922,1831.1
Japan,1923,1809.4
Japan,1924,1836.3
Japan,1925,1885.2
Japan,1926,1871.6
Japan,1927,1869.8
Japan,1928,1992.4
Japan,1929,2025.7
Japan,1930,1850.4
Japan,1931,1837.3
Japan,1932,1961.6
Japan,1933,2122.4
Japan,1934,2098.3
Japan,1935,2120.5
Japan,1936,2244.4
Japan,1937,2315.1
Japan,1938,2449.3
Japan,1939,2816.1
Japan,1940,2874.3
Japan,1941,2872.7
Japan,1942,2818.2
Japan,1943,2821.6
Japan,1944,2659
Japan,1945,1346.1
Japan,1946,1444.2
Japan,1947,1540.9
Japan,1948,1725.3
Japan,1949,1799.8
Japan,1950,1920.7
Japan,1951,2125.6
Japan,1952,2336.4
Japan,1953,2474.3
Japan,1954,2581.9
Japan,1955,2770.7
Japan,1956,2947.9
Japan,1957,3135.9
Japan,1958,3288.9
Japan,1959,3553.9
Japan,1960,3986.4
Japan,1961,4426.3
Japan,1962,4776.5
Japan,1963,5128.6
Japan,1964,5667.7
Japan,1965,5933.7
Japan,1966,6505.5
Japan,1967,7152.3
Japan,1968,7983.3
Japan,1969,8874.1
Japan,1970,9714
Japan,1971,10040.3
Japan,1972,10733.6
Japan,1973,11433.8
Japan,1974,11144.5
Japan,1975,11343.8
Japan,1976,11669
Japan,1977,12063.9
Japan,1978,12584.9
Japan,1979,13163.1
Japan,1980,13427.7
Japan,1981,13754.5
Japan,1982,14078.4
Japan,1983,14306.9
Japan,1984,14772.6
Japan,1985,15331.3
Japan,1986,15679.4
Japan,1987,16251.3
Japan,1988,17184.6
Japan,1989,17942.5
Japan,1990,18789.1
Japan,1991,19347.1
Japan,1992,19440.3
Japan,1993,19417.4
Japan,1994,19536.8
Japan,1995,19871.7
Japan,1996,20343.4
Japan,1997,20617.4
Japan,1998,20154.5
Japan,1999,20070.4
Japan,2000,20481
Japan,2001,20499.9
Japan,2002,20516.8
Japan,2003,20833
Japan,2004,21301.2
Japan,2005,21575
Japan,2006,21938.2
Japan,2007,22410.1
Japan,2008,22175.1
Japan,2009,20963.2
Japan,2010,21934.9
Kenya,1960,725.5
Kenya,1961,686.5
Kenya,1962,701.2
Kenya,1963,713.6
Kenya,1964,758.4
Kenya,1965,742.8
Kenya,1966,811.5
Kenya,1967,826.1
Kenya,1968,857.2
Kenya,1969,880.8
Kenya,1970,915
Kenya,1971,940.7
Kenya,1972,955.5
Kenya,1973,969.9
Kenya,1974,981.4
Kenya,1975,941.8
Kenya,1976,943.4
Kenya,1977,990.9
Kenya,1978,1038.7
Kenya,1979,1035.8
Kenya,1980,1050.8
Kenya,1981,1033.4
Kenya,1982,1054
Kenya,1983,1020.8
Kenya,1984,1000.3
Kenya,1985,1005.8
Kenya,1986,1040.3
Kenya,1987,1064.8
Kenya,1988,1091.7
Kenya,1989,1105.3
Kenya,1990,1117.3
Kenya,1991,1096
Kenya,1992,1044.9
Kenya,1993,1011.4
Kenya,1994,1011.8
Kenya,1995,1029
Kenya,1996,1044.3
Kenya,1997,1021.8
Kenya,1998,1031.4
Kenya,1999,1032
Kenya,2000,1013.4
Kenya,2001,1033.6
Kenya,2002,1008.2
Kenya,2003,1007.2
Kenya,2004,1023.6
Kenya,2005,1053.3
Kenya,2006,1087
Kenya,2007,1129
Kenya,2008,1112.6
Kenya,2009,1109.4
Kenya,2010,1140.7
Malawi,1960,394.1
Malawi,1961,404.2
Malawi,1962,393.4
Malawi,1963,376.5
Malawi,1964,358.8
Malawi,1965,397.1
Malawi,1966,426.1
Malawi,1967,455.1
Malawi,1968,437.3
Malawi,1969,452.5
Malawi,1970,447.5
Malawi,1971,498.3
Malawi,1972,534.1
Malawi,1973,562.5
Malawi,1974,582.4
Malawi,1975,586.2
Malawi,1976,591.1
Malawi,1977,602.8
Malawi,1978,637.2
Malawi,1979,646.1
Malawi,1980,630.3
Malawi,1981,579.9
Malawi,1982,567.4
Malawi,1983,573.1
Malawi,1984,580.3
Malawi,1985,606.5
Malawi,1986,586.6
Malawi,1987,568
Malawi,1988,546.6
Malawi,1989,542.1
Malawi,1990,539.6
Malawi,1991,564
Malawi,1992,503.4
Malawi,1993,542.5
Malawi,1994,494.8
Malawi,1995,566.3
Malawi,1996,607.2
Malawi,1997,628.6
Malawi,1998,617.3
Malawi,1999,621.2
Malawi,2000,608.8
Malawi,2001,567.8
Malawi,2002,562.1
Malawi,2003,577.6
Malawi,2004,593.5
Malawi,2005,592.9
Malawi,2006,589.2
Malawi,2007,628.1
Malawi,2008,662.2
Malawi,2009,702.6
Malawi,2010,728.2
Malaysia,1950,1559.3
Malaysia,1951,1440
Malaysia,1952,1471.5
Malaysia,1953,1439.9
Malaysia,1954,1490.3
Malaysia,1955,1460.3
Malaysia,1956,1505.4
Malaysia,1957,1454.5
Malaysia,1958,1413
Malaysia,1959,1467.4
Malaysia,1960,1530.4
Malaysia,1961,1592.2
Malaysia,1962,1636.8
Malaysia,1963,1669.2
Malaysia,1964,1727.6
Malaysia,1965,1804.1
Malaysia,1966,1846.3
Malaysia,1967,1830.4
Malaysia,1968,1942.2
Malaysia,1969,2005.4
Malaysia,1970,2079.2
Malaysia,1971,2180.5
Malaysia,1972,2289.5
Malaysia,1973,2560
Malaysia,1974,2688.2
Malaysia,1975,2648.4
Malaysia,1976,2910.3
Malaysia,1977,3076
Malaysia,1978,3270.5
Malaysia,1979,3456.5
Malaysia,1980,3656.8
Malaysia,1981,3823.8
Malaysia,1982,3954.1
Malaysia,1983,4095.8
Malaysia,1984,4307.5
Malaysia,1985,4156.7
Malaysia,1986,4104.5
Malaysia,1987,4218.3
Malaysia,1988,4481.5
Malaysia,1989,4789.3
Malaysia,1990,5130.6
Malaysia,1991,5469.2
Malaysia,1992,5801.8
Malaysia,1993,6218.8
Malaysia,1994,6621.6
Malaysia,1995,7092.3
Malaysia,1996,7608
Malaysia,1997,7955.2
Malaysia,1998,7178.5
Malaysia,1999,7424.5
Malaysia,2000,7873.5
Malaysia,2001,7718.9
Malaysia,2002,7952.3
Malaysia,2003,8210.5
Malaysia,2004,8562.7
Malaysia,2005,8848.2
Malaysia,2006,9179.6
Malaysia,2007,9589.8
Malaysia,2008,9880.3
Malaysia,2009,9571.1
Malaysia,2010,10094.5
Mauritius,1960,2776.9
Mauritius,1961,3318.9
Mauritius,1962,3249.4
Mauritius,1963,3629.2
Mauritius,1964,3283
Mauritius,1965,3302
Mauritius,1966,3108
Mauritius,1967,3180.4
Mauritius,1968,2907
Mauritius,1969,3005.8
Mauritius,1970,2945.4
Mauritius,1971,3047.3
Mauritius,1972,3309
Mauritius,1973,3680
Mauritius,1974,4020.3
Mauritius,1975,3969.1
Mauritius,1976,4551.1
Mauritius,1977,4767.9
Mauritius,1978,4863.3
Mauritius,1979,4942.9
Mauritius,1980,4366.7
Mauritius,1981,4550.4
Mauritius,1982,4738.4
Mauritius,1983,4708.5
Mauritius,1984,4881.6
Mauritius,1985,5179.1
Mauritius,1986,5657.7
Mauritius,1987,6183.9
Mauritius,1988,6550
Mauritius,1989,6782.9
Mauritius,1990,7208
Mauritius,1991,7596.9
Mauritius,1992,7865.5
Mauritius,1993,8286.8
Mauritius,1994,8553.1
Mauritius,1995,8758.7
Mauritius,1996,9115.3
Mauritius,1997,9552.8
Mauritius,1998,10018.4
Mauritius,1999,10437
Mauritius,2000,10593.4
Mauritius,2001,11232.4
Mauritius,2002,11501.4
Mauritius,2003,12182.6
Mauritius,2004,12640.6
Mauritius,2005,12957.6
Mauritius,2006,13297.2
Mauritius,2007,13740.8
Mauritius,2008,14529.2
Mexico,1950,2365
Mexico,1951,2477.4
Mexico,1952,2504
Mexico,1953,2439.1
Mexico,1954,2605.1
Mexico,1955,2742.4
Mexico,1956,2842.8
Mexico,1957,2964.7
Mexico,1958,3025.1
Mexico,1959,3016.4
Mexico,1960,3155.2
Mexico,1961,3172.1
Mexico,1962,3210.9
Mexico,1963,3342.6
Mexico,1964,3593.7
Mexico,1965,3702
Mexico,1966,3812.5
Mexico,1967,3922.4
Mexico,1968,4072.6
Mexico,1969,4185.5
Mexico,1970,4319.6
Mexico,1971,4364.9
Mexico,1972,4601.9
Mexico,1973,4852.6
Mexico,1974,5012.8
Mexico,1975,5158.3
Mexico,1976,5243.8
Mexico,1977,5293.3
Mexico,1978,5595.1
Mexico,1979,5967.6
Mexico,1980,6320.4
Mexico,1981,6716.8
Mexico,1982,6513.7
Mexico,1983,6087.6
Mexico,1984,6162.5
Mexico,1985,6194.1
Mexico,1986,5834.3
Mexico,1987,5817.9
Mexico,1988,5770.9
Mexico,1989,5898.8
Mexico,1990,6084.9
Mexico,1991,6226.4
Mexico,1992,6333.5
Mexico,1993,6339.2
Mexico,1994,6503.9
Mexico,1995,6001.5
Mexico,1996,6209.2
Mexico,1997,6526.3
Mexico,1998,6753.9
Mexico,1999,6915.8
Mexico,2000,7275
Mexico,2001,7177.8
Mexico,2002,7146.1
Mexico,2003,7159
Mexico,2004,7362.2
Mexico,2005,7514.3
Mexico,2006,7802.9
Mexico,2007,7972.5
Mexico,2008,7977.5
Mexico,2009,7391.8
Mexico,2010,7715.7
Morocco,1950,1455.4
Morocco,1951,1458
Morocco,1952,1459.8
Morocco,1953,1468.5
Morocco,1954,1476.3
Morocco,1955,1483.2
Morocco,1956,1451.3
Morocco,1957,1419.8
Morocco,1958,1388.9
Morocco,1959,1358.4
Morocco,1960,1328.7
Morocco,1961,1341.4
Morocco,1962,1354.4
Morocco,1963,1367.4
Morocco,1964,1380.5
Morocco,1965,1394
Morocco,1966,1436
Morocco,1967,1479.5
Morocco,1968,1524.1
Morocco,1969,1569.6
Morocco,1970,1616.2
Morocco,1971,1664.5
Morocco,1972,1669
Morocco,1973,1694.3
Morocco,1974,1750.8
Morocco,1975,1831
Morocco,1976,1992.5
Morocco,1977,2049.9
Morocco,1978,2068.8
Morocco,1979,2121.9
Morocco,1980,2272.1
Morocco,1981,2169.4
Morocco,1982,2336.9
Morocco,1983,2261.7
Morocco,1984,2293.8
Morocco,1985,2373.9
Morocco,1986,2494.6
Morocco,1987,2377.9
Morocco,1988,2557.9
Morocco,1989,2554.8
Morocco,1990,2590.8
Morocco,1991,2720.3
Morocco,1992,2565.8
Morocco,1993,2496.5
Morocco,1994,2708.9
Morocco,1995,2489.6
Morocco,1996,2750
Morocco,1997,2648.4
Morocco,1998,2810.8
Morocco,1999,2786.8
Morocco,2000,2793.9
Morocco,2001,2966.4
Morocco,2002,3026.3
Morocco,2003,3178
Morocco,2004,3290.7
Morocco,2005,3349.1
Morocco,2006,3567.6
Morocco,2007,3622.6
Morocco,2008,3782.3
Morocco,2009,3925.7
Morocco,2010,4026.9
Netherlands,1800,2609
Netherlands,1801,2562.8
Netherlands,1802,2704.2
Netherlands,1803,2645.7
Netherlands,1804,2771.6
Netherlands,1805,2608.8
Netherlands,1806,2628.2
Netherlands,1807,1839.8
Netherlands,1808,1639.6
Netherlands,1815,1876.5
Netherlands,1816,1787.6
Netherlands,1817,1805.1
Netherlands,1818,1833.6
Netherlands,1819,1749.2
Netherlands,1820,1873.5
Netherlands,1821,1836.3
Netherlands,1822,1853.3
Netherlands,1823,1944.6
Netherlands,1824,1931.2
Netherlands,1825,1882.5
Netherlands,1826,1912.2
Netherlands,1827,2024.7
Netherlands,1828,2068.1
Netherlands,1829,2071.6
Netherlands,1830,1892.7
Netherlands,1831,2033.7
Netherlands,1832,2128.9
Netherlands,1833,2081.4
Netherlands,1834,2099.8
Netherlands,1835,2093.8
Netherlands,1836,2162.7
Netherlands,1837,2213.4
Netherlands,1838,2236.6
Netherlands,1839,2235.8
Netherlands,1840,2257.2
Netherlands,1841,2279.4
Netherlands,1842,2223.8
Netherlands,1843,2185.2
Netherlands,1844,2205.7
Netherlands,1845,2189.7
Netherlands,1846,2193.4
Netherlands,1847,2208.2
Netherlands,1848,2244.6
Netherlands,1849,2311.2
Netherlands,1850,2354.7
Netherlands,1851,2388.4
Netherlands,1852,2361.3
Netherlands,1853,2308.2
Netherlands,1854,2449
Netherlands,1855,2382.1
Netherlands,1856,2477.4
Netherlands,1857,2434.1
Netherlands,1858,2367.4
Netherlands,1859,2282.9
Netherlands,1860,2392.2
Netherlands,1861,2326.7
Netherlands,1862,2418.4
Netherlands,1863,2463.4
Netherlands,1864,2560.9
Netherlands,1865,2565.7
Netherlands,1866,2661.8
Netherlands,1867,2571.2
Netherlands,1868,2587
Netherlands,1869,2670.8
Netherlands,1870,2755.2
Netherlands,1871,2738.4
Netherlands,1872,2768.5
Netherlands,1873,2825.3
Netherlands,1874,2720.9
Netherlands,1875,2876.3
Netherlands,1876,2883.4
Netherlands,1877,2917.7
Netherlands,1878,2909.4
Netherlands,1879,2769
Netherlands,1880,2927.4
Netherlands,1881,2944.7
Netherlands,1882,2985.2
Netherlands,1883,3170
Netherlands,1884,3190.5
Netherlands,1885,3222.9
Netherlands,1886,3234.6
Netherlands,1887,3276.9
Netherlands,1888,3281.9
Netherlands,1889,3356.4
Netherlands,1890,3186.2
Netherlands,1891,3158.5
Netherlands,1892,3218.7
Netherlands,1893,3149.3
Netherlands,1894,3292.2
Netherlands,1895,3270.3
Netherlands,1896,3362.2
Netherlands,1897,3400.6
Netherlands,1898,3407
Netherlands,1899,3410.5
Netherlands,1900,3329
Netherlands,1901,3440.4
Netherlands,1902,3532.3
Netherlands,1903,3478
Netherlands,1904,3476
Netherlands,1905,3597.7
Netherlands,1906,3620.1
Netherlands,1907,3508.3
Netherlands,1908,3530.8
Netherlands,1909,3671.3
Netherlands,1910,3782.9
Netherlands,1911,3862.7
Netherlands,1912,3918.1
Netherlands,1913,4048.5
Netherlands,1914,3868.3
Netherlands,1915,3925.7
Netherlands,1916,3956.2
Netherlands,1917,3626.6
Netherlands,1918,3352.2
Netherlands,1919,4121.9
Netherlands,1920,4219.9
Netherlands,1921,4431.4
Netherlands,1922,4599.2
Netherlands,1923,4635
Netherlands,1924,4895.5
Netherlands,1925,5031
Netherlands,1926,5357.8
Netherlands,1927,5504.2
Netherlands,1928,5719.6
Netherlands,1929,5688.8
Netherlands,1930,5602.5
Netherlands,1931,5185
Netherlands,1932,5035.2
Netherlands,1933,4956.5
Netherlands,1934,4804.9
Netherlands,1935,4929.5
Netherlands,1936,5189.7
Netherlands,1937,5432.7
Netherlands,1938,5249.6
Netherlands,1939,5544
Netherlands,1940,4831.4
Netherlands,1941,4531.2
Netherlands,1942,4106.7
Netherlands,1943,3980.5
Netherlands,1944,2649.2
Netherlands,1945,2686.3
Netherlands,1946,4456.6
Netherlands,1947,5048.1
Netherlands,1948,5490.2
Netherlands,1949,5880.5
Netherlands,1950,5996.1
Netherlands,1951,6032
Netherlands,1952,6083.8
Netherlands,1953,6542.5
Netherlands,1954,6906.9
Netherlands,1955,7325.8
Netherlands,1956,7498.5
Netherlands,1957,7613.6
Netherlands,1958,7482.1
Netherlands,1959,7736.7
Netherlands,1960,8286.6
Netherlands,1961,8201.5
Netherlands,1962,8639.3
Netherlands,1963,8832.2
Netherlands,1964,9437.2
Netherlands,1965,9797.8
Netherlands,1966,9936.2
Netherlands,1967,10341.3
Netherlands,1968,10894.3
Netherlands,1969,11462.1
Netherlands,1970,11966.8
Netherlands,1971,12319.4
Netherlands,1972,12597.2
Netherlands,1973,13081.2
Netherlands,1974,13497.4
Netherlands,1975,13373.6
Netherlands,1976,13884.9
Netherlands,1977,14176.9
Netherlands,1978,14424
Netherlands,1979,14647.3
Netherlands,1980,14704.5
Netherlands,1981,14525.1
Netherlands,1982,14291.5
Netherlands,1983,14483.3
Netherlands,1984,14899.7
Netherlands,1985,15282.9
Netherlands,1986,15617.1
Netherlands,1987,15737
Netherlands,1988,16043.5
Netherlands,1989,16695.2
Netherlands,1990,17262.1
Netherlands,1991,17547.9
Netherlands,1992,17719.7
Netherlands,1993,17823.7
Netherlands,1994,18222.9
Netherlands,1995,18696.7
Netherlands,1996,19247.9
Netherlands,1997,19972.7
Netherlands,1998,20630.9
Netherlands,1999,21456.9
Netherlands,2000,22148.2
Netherlands,2001,22410.7
Netherlands,2002,22290.7
Netherlands,2003,22267.4
Netherlands,2004,22695.8
Netherlands,2005,23113.7
Netherlands,2006,23867
Netherlands,2007,24756.4
Netherlands,2008,25112.3
Netherlands,2009,24073.4
Netherlands,2010,24302.6
Nigeria,1960,820.3
Nigeria,1961,823.7
Nigeria,1962,845.7
Nigeria,1963,898.5
Nigeria,1964,910.1
Nigeria,1965,943.6
Nigeria,1966,886.9
Nigeria,1967,727.6
Nigeria,1968,699.1
Nigeria,1969,861.3
Nigeria,1970,1094.1
Nigeria,1971,1187.6
Nigeria,1972,1196.6
Nigeria,1973,1261.7
Nigeria,1974,1366.9
Nigeria,1975,1286.9
Nigeria,1976,1384.6
Nigeria,1977,1392.5
Nigeria,1978,1272
Nigeria,1979,1320.5
Nigeria,1980,1305.1
Nigeria,1981,1164.2
Nigeria,1982,1119.4
Nigeria,1983,1022.6
Nigeria,1984,958.5
Nigeria,1985,1016.6
Nigeria,1986,1009.6
Nigeria,1987,976.3
Nigeria,1988,1045.6
Nigeria,1989,1084.8
Nigeria,1990,1112.4
Nigeria,1991,1077.3
Nigeria,1992,1054.5
Nigeria,1993,1049.4
Nigeria,1994,1032.5
Nigeria,1995,1003.8
Nigeria,1996,1028.2
Nigeria,1997,1031.4
Nigeria,1998,1034.1
Nigeria,1999,1014
Nigeria,2000,1041.4
Nigeria,2001,1097.7
Nigeria,2002,1295.5
Nigeria,2003,1391.3
Nigeria,2004,1497.5
Nigeria,2005,1536.9
Nigeria,2006,1590.1
Nigeria,2007,1657
Nigeria,2008,1711
Nigeria,2009,1783.1
Nigeria,2010,1876.1
Peru,1950,2307.6
Peru,1951,2425.7
Peru,1952,2487.4
Peru,1953,2578.6
Peru,1954,2582.8
Peru,1955,2703
Peru,1956,2751.3
Peru,1957,2809.5
Peru,1958,2743
Peru,1959,2682.5
Peru,1960,2969.1
Peru,1961,3142.2
Peru,1962,3280.6
Peru,1963,3334.4
Peru,1964,3465.2
Peru,1965,3594
Peru,1966,3788.4
Peru,1967,3830.6
Peru,1968,3685.5
Peru,1969,3676.5
Peru,1970,3854.2
Peru,1971,3915.8
Peru,1972,3929.6
Peru,1973,4022.8
Peru,1974,4119.3
Peru,1975,4326
Peru,1976,4270.6
Peru,1977,4156.9
Peru,1978,4049.1
Peru,1979,4180.8
Peru,1980,4262.8
Peru,1981,4342.4
Peru,1982,4247.1
Peru,1983,3594.1
Peru,1984,3675.7
Peru,1985,3666.1
Peru,1986,3946
Peru,1987,4192.2
Peru,1988,3766.4
Peru,1989,3237
Peru,1990,3008.3
Peru,1991,3028.2
Peru,1992,2952.7
Peru,1993,3030
Peru,1994,3351.2
Peru,1995,3572.7
Peru,1996,3598.8
Peru,1997,3782.7
Peru,1998,3699.8
Peru,1999,3679.9
Peru,2000,3736.8
Peru,2001,3695.4
Peru,2002,3831.4
Peru,2003,3936.9
Peru,2004,4084.1
Peru,2005,4313.1
Peru,2006,4595.6
Peru,2007,4949.6
Peru,2008,5375.6
Peru,2009,5364.6
Peru,2010,5773.6
