Entity,Year,CO2 from gas (CDIAC (2017))
Oceania,2013,321.17271
World,1751,0
World,1752,0
World,1753,0
World,1754,0
World,1755,0
World,1756,0
World,1757,0
World,1758,0
World,1759,0
World,1760,0
World,1761,0
World,1762,0
World,1763,0
World,1764,0
World,1765,0
World,1766,0
World,1767,0
World,1768,0
World,1769,0
World,1770,0
World,1771,0
World,1772,0
World,1773,0
World,1774,0
World,1775,0
World,1776,0
World,1777,0
World,1778,0
World,1779,0
World,1780,0
World,1781,0
World,1782,0
World,1783,0
World,1784,0
World,1785,0
World,1786,0
World,1787,0
World,1788,0
World,1789,0
World,1790,0
World,1791,0
World,1792,0
World,1793,0
World,1794,0
World,1795,0
World,1796,0
World,1797,0
World,1798,0
World,1799,0
World,1800,0
World,1801,0
World,1802,0
World,1803,0
World,1804,0
World,1805,0
World,1806,0
World,1807,0
World,1808,0
World,1809,0
World,1810,0
World,1811,0
World,1812,0
World,1813,0
World,1814,0
World,1815,0
World,1816,0
World,1817,0
World,1818,0
World,1819,0
World,1820,0
World,1821,0
World,1822,0
World,1823,0
World,1824,0
World,1825,0
World,1826,0
World,1827,0
World,1828,0
World,1829,0
World,1830,0
World,1831,0
World,1832,0
World,1833,0
World,1834,0
World,1835,0
World,1836,0
World,1837,0
World,1838,0
World,1839,0
World,1840,0
World,1841,0
World,1842,0
World,1843,0
World,1844,0
World,1845,0
World,1846,0
World,1847,0
World,1848,0
World,1849,0
World,1850,0
World,1851,0
World,1852,0
World,1853,0
World,1854,0
World,1855,0
World,1856,0
World,1857,0
World,1858,0
World,1859,0
World,1860,0
World,1861,0
World,1862,0
World,1863,0
World,1864,0
World,1865,0
World,1866,0
World,1867,0
World,1868,0
World,1869,0
World,1870,0
World,1871,0
World,1872,0
World,1873,0
World,1874,0
World,1875,0
World,1876,0
World,1877,0
World,1878,0
World,1879,0
World,1880,0
World,1881,0
World,1882,0
World,1883,0
World,1884,0
World,1885,3.667
World,1886,7.334
World,1887,11.001
World,1888,18.335
World,1889,11.001
World,1890,11.001
World,1891,7.334
World,1892,7.334
World,1893,7.334
World,1894,7.334
World,1895,7.334
World,1896,7.334
World,1897,7.334
World,1898,7.334
World,1899,11.001
World,1900,11.001
World,1901,14.668
World,1902,14.668
World,1903,14.668
World,1904,14.668
World,1905,18.335
World,1906,18.335
World,1907,18.335
World,1908,18.335
World,1909,22.002
World,1910,25.669
World,1911,25.669
World,1912,29.336
World,1913,29.336
World,1914,29.336
World,1915,33.003
World,1916,36.67
World,1917,40.337
World,1918,36.67
World,1919,36.67
World,1920,40.337
World,1921,36.67
World,1922,40.337
World,1923,51.338
World,1924,58.672
World,1925,62.339
World,1926,69.673
World,1927,77.007
World,1928,84.341
World,1929,102.676
World,1930,102.676
World,1931,91.675
World,1932,88.008
World,1933,91.675
World,1934,102.676
World,1935,110.01
World,1936,124.678
World,1937,139.346
World,1938,135.679
World,1939,139.346
World,1940,154.014
World,1941,154.014
World,1942,165.015
World,1943,183.35
World,1944,198.018
World,1945,216.353
World,1946,223.687
World,1947,245.689
World,1948,278.692
World,1949,297.027
World,1950,355.699
World,1951,421.705
World,1952,454.708
World,1953,480.377
World,1954,506.046
World,1955,550.05
World,1956,590.387
World,1957,652.726
World,1958,704.064
World,1959,755.402
World,1960,832.409
World,1961,880.08
World,1962,964.421
World,1963,1048.762
World,1964,1158.772
World,1965,1235.779
World,1966,1334.788
World,1967,1437.464
World,1968,1554.808
World,1969,1712.489
World,1970,1807.831
World,1971,1943.51
World,1972,2053.52
World,1973,2156.196
World,1974,2189.199
World,1975,2214.868
World,1976,2310.21
World,1977,2383.55
World,1978,2493.56
World,1979,2643.907
World,1980,2702.579
World,1981,2768.585
World,1982,2706.246
World,1983,2709.913
World,1984,2959.269
World,1985,3061.945
World,1986,3043.61
World,1987,3270.964
World,1988,3428.645
World,1989,3600.994
World,1990,3755.008
World,1991,3850.35
World,1992,3975.028
World,1993,4096.039
World,1994,4154.711
World,1995,4224.384
World,1996,4400.4
World,1997,4382.065
World,1998,4492.075
World,1999,4613.086
World,2000,4712.095
World,2001,4811.104
World,2002,4932.115
World,2003,5097.13
World,2004,5262.145
World,2005,5416.159
World,2006,5610.51
World,2007,5724.187
World,2008,5962.542
World,2009,5793.86
World,2010,6233.9
World,2011,6461.254
World,2012,6552.929
World,2013,6622.602
