Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Italy,1890,64,0.8,0.3,56.4,42.9,0.4,0.3,1.36,1.32,0.04,0.01,66.5,1.7,0.6,0.77124183,
Italy,1895,65.7,1.1,0.4,52.5,46.7,0.6,0.3,1.51,1.45,0.05,0.01,68.1,2.2,0.7,0.807228916,
Italy,1900,68.3,1.2,0.4,48.2,49.8,1.6,0.5,1.73,1.61,0.1,0.01,70.6,2.3,0.8,0.815789474,
Italy,1905,71.1,1.3,0.4,44.7,52.6,2.1,0.6,1.89,1.74,0.14,0.02,72.7,2.6,0.7,0.843902439,
Italy,1910,78.9,1.9,0.4,43.3,53.9,2.3,0.5,1.98,1.82,0.14,0.01,80.8,3.9,0.8,0.833333333,
Italy,1915,79.9,3.2,0.4,38.6,57.7,3.2,0.5,2.24,2.04,0.19,0.02,82.1,4,0.7,0.836734694,
Italy,1920,79.1,3.9,0.7,33.7,61.4,4.3,0.6,2.55,2.28,0.25,0.02,70.5,4.7,1.3,0.848375451,
Italy,1925,78.3,3,0.5,29.1,64.9,5.4,0.7,2.85,2.53,0.3,0.02,80.8,4.3,1,0.854368932,
Italy,1930,96.8,3.2,0.5,26.4,67.1,5.9,0.7,3.08,2.72,0.34,0.02,99.5,4.5,0.9,0.878419453,
Italy,1935,100,6,0.8,23,69.1,7,0.9,3.36,2.92,0.41,0.03,100,7.4,1.3,0.849315068,
Italy,1940,100,8.9,1.4,18.2,72.4,8.4,1,3.72,3.2,0.49,0.03,100,10.9,2.3,0.828850856,
Italy,1945,94.8,9,2.1,13.7,74.8,10.2,1.2,4.15,3.5,0.62,0.04,97.8,9.9,3.1,0.828947368,
Italy,1950,98.6,11,1.5,11.6,75.8,11.4,1.2,4.4,3.71,0.65,0.04,100,13.5,2.3,0.849056604,
Italy,1955,92.7,15.1,1.5,9.9,73.9,14.5,1.7,4.71,3.85,0.81,0.05,94.3,18.2,2.1,0.850980392,
Italy,1960,100,32.1,6.6,7.8,72.3,18.1,1.8,5.07,4.03,0.98,0.06,100,36,9.7,0.860805861,
Italy,1965,100,44.3,10.7,5.9,70,21.9,2.3,5.43,4.18,1.17,0.07,100,47.8,14.1,0.872413793,
Italy,1970,100,57.5,16.7,4.1,66,27.5,2.3,5.87,4.35,1.44,0.08,100,61.6,20.6,0.881410256,
Italy,1975,98,66,25.6,4.9,56.6,35,3.5,6.45,4.45,1.89,0.11,97,67.9,31.2,0.886131387,
Italy,1980,96.7,67.5,27.7,5.3,45.6,45.4,3.7,7.09,4.54,2.43,0.12,96.2,65.7,31.7,0.907258065,
Italy,1985,97,70,25.5,5.9,38,51.1,4.9,7.63,4.57,2.9,0.16,96,69,27.2,0.923173804,
Italy,1990,92.1,70,30.8,4.8,30.8,57.8,6.7,8.32,4.67,3.44,0.21,92,66.2,31.8,0.947368421,
Italy,1995,98,81.8,41.4,3.8,23.2,64.5,8.5,9.04,4.73,4.04,0.27,98,81.8,38.1,0.965217391,
Italy,2000,100,90,49,2.6,16.6,71.5,9.3,9.73,4.82,4.6,0.31,100,91.2,43.2,0.982670744,
Italy,2005,100,95.8,64,2,13.1,74.2,10.7,10.2,4.87,4.98,0.35,100,94.9,54.4,0.987329435,
Italy,2010,100,95.8,64,1.5,9,76.7,12.9,10.71,4.91,5.37,0.43,100,94.9,52.4,1.007497657,
Jamaica,1820,6.2,0,0,,,,,,,,,7.8,0,0, ,
Jamaica,1825,7.5,0,0,,,,,,,,,9.2,0,0, ,
Jamaica,1830,9,0,0,,,,,,,,,10.9,0,0, ,
Jamaica,1835,10.8,0,0,,,,,,,,,12.9,0,0, ,
Jamaica,1840,12.9,0,0,,,,,,,,,15.1,0,0, ,
Jamaica,1845,15.3,0,0,,,,,,,,,17.6,0,0, ,
Jamaica,1850,18,0,0,,,,,,,,,20.4,0,0, ,
Jamaica,1855,21.2,0,0,,,,,,,,,23.6,0,0, ,
Jamaica,1860,24.7,0,0,,,,,,,,,27,0,0, ,
Jamaica,1865,28.7,0,0,,,,,,,,,30.8,0,0, ,
Jamaica,1870,32.9,0,0,82.4,17.6,0,0,0.68,0.68,0,0,34.8,0,0,0.875,
Jamaica,1875,46.7,0,0,79.5,20.4,0,0,0.78,0.78,0,0,57.9,0,0,0.902439024,
Jamaica,1880,60.5,0.1,0,75.9,24.1,0,0,0.92,0.91,0,0,80.9,0.1,0,0.895833333,
Jamaica,1885,69.6,0.1,0,69.9,30.1,0.1,0,1.13,1.13,0,0,94.2,0.1,0,0.844262295,
Jamaica,1890,78.7,0.1,0,62.4,37.5,0.1,0,1.42,1.41,0,0,100,0.1,0,0.696428571,
Jamaica,1895,79.5,0.1,0,54.6,45.3,0.1,0,1.71,1.71,0.01,0,100,0.1,0,0.61971831,
Jamaica,1900,80.3,0.2,0,48.8,50.6,0.7,0,1.97,1.95,0.03,0,100,0.2,0,0.729257642,
Jamaica,1905,74.6,0.2,0,41.4,57.8,0.7,0.1,2.27,2.23,0.03,0,84.9,0.3,0,0.65942029,
Jamaica,1910,68.9,0.3,0,37.2,61.5,1.2,0.1,2.47,2.41,0.05,0,68.9,0.3,0,0.720689655,
Jamaica,1915,68.7,0.4,0,34.7,63.5,1.7,0.1,2.61,2.53,0.08,0,64.7,0.5,0,0.810996564,
Jamaica,1920,63.8,0.6,0,32.1,65.5,2.3,0.1,2.76,2.65,0.1,0,50.9,0.6,0,0.841059603,
Jamaica,1925,79.6,0.7,0,30.4,66.7,2.7,0.2,2.87,2.74,0.12,0.01,78.5,0.8,0,0.942567568,
Jamaica,1930,84.1,1,0,28.7,68.2,3,0.2,2.98,2.83,0.14,0.01,83.8,1.1,0,1.003367003,
Jamaica,1935,88.5,1.3,0,24.5,71.8,3.4,0.2,3.18,3.02,0.16,0.01,88.7,1.5,0.1,0.996865204,
Jamaica,1940,90.7,1.7,0.1,21.3,74.7,3.8,0.3,3.36,3.18,0.17,0.01,89,2.1,0.1,0.98816568,
Jamaica,1945,80.4,1.7,0.1,19,76.5,4.2,0.3,3.5,3.3,0.19,0.01,67.7,1.8,0.1,1.020231214,
Jamaica,1950,100,3.4,0.2,17.6,77.8,4.3,0.4,3.64,3.43,0.2,0.01,100,3.3,0.2,1.033519553,
Jamaica,1955,100,3.8,0.3,16.4,78.5,4.7,0.4,3.74,3.51,0.22,0.01,100,3.6,0.3,1.029891304,
Jamaica,1960,85.4,43.4,1.7,15.3,77.6,6.8,0.3,3.93,3.62,0.3,0.01,71.7,36.1,2.1,1.052219321,
Jamaica,1965,100,49.2,3.4,9.2,79.6,10.4,0.8,4.48,4,0.46,0.02,100,50.4,4.2,1.034090909,
Jamaica,1970,100,44.4,5.5,3.4,82.7,12.8,1.1,4.96,4.34,0.58,0.03,100,44.6,6.3,1.010141988,
Jamaica,1975,90,56,6.7,2.5,76,20,1.5,5.54,4.58,0.91,0.05,90,50.9,7.8,1.031192661,
Jamaica,1980,94,57,6.2,2.1,65.8,30.5,1.6,6.27,4.84,1.38,0.05,93,54,6.6,1.037398374,
Jamaica,1985,93.7,57.5,4.4,4,54.2,39.4,2.4,6.86,4.94,1.84,0.08,87.7,50.2,5,1.034124629,
Jamaica,1990,100,61,6,3.9,46.3,46.5,3.3,7.48,5.09,2.28,0.1,100,56.9,6.7,1.039563438,
Jamaica,1995,100,64.7,7.5,4.9,32.9,53.8,8.5,8.55,5.25,3.04,0.26,100,60.7,8.3,1.069007264,
Jamaica,2000,92.1,85.6,15,5.2,20.1,61.3,13.3,9.59,5.4,3.77,0.42,91.6,84.1,9.9,1.073593074,
Jamaica,2005,93.3,91.6,20,4.9,15,65.7,14.4,10.09,5.5,4.14,0.45,93.8,91.2,20.7,1.061287028,
Jamaica,2010,94.6,89.9,29,5.3,11.2,67.9,15.6,10.33,5.53,4.31,0.49,94.9,89.6,17.1,1.054726368,
Japan,1820,7.2,0,0,,,,,,,,,11.4,0,0, ,
Japan,1825,8.8,0,0,,,,,,,,,13.9,0,0, ,
Japan,1830,10.8,0,0,,,,,,,,,16.8,0,0, ,
Japan,1835,13.1,0,0,,,,,,,,,20.2,0,0, ,
Japan,1840,15.8,0,0,,,,,,,,,24.1,0,0, ,
Japan,1845,19,0,0,,,,,,,,,28.6,0,0, ,
Japan,1850,22.6,0,0,,,,,,,,,33.6,0,0, ,
Japan,1855,26.7,0,0,,,,,,,,,39,0,0, ,
Japan,1860,31.2,0,0,,,,,,,,,44.9,0,0, ,
Japan,1865,36.2,0,0,,,,,,,,,50.9,0,0, ,
Japan,1870,41.4,0,0,80.5,19.5,0,0,0.53,0.53,0,0,57,0,0,0.346153846,
Japan,1875,59.4,0.1,0.1,77.1,22.8,0,0,0.63,0.62,0.01,0,87.6,0.1,0.2,0.362637363,
Japan,1880,70.8,0.2,0.1,73.2,26.7,0.1,0,0.75,0.74,0.01,0,100,0,0.2,0.39047619,
Japan,1885,93.2,0.2,0.1,66.9,33,0.1,0,0.93,0.91,0.01,0,100,0.2,0.3,0.389312977,
Japan,1890,86.8,0.2,0.2,55.5,44.4,0.1,0.1,1.26,1.24,0.02,0,100,0.1,0.3,0.201970443,
Japan,1895,100,0.4,0.2,51.5,46.8,1.6,0.1,1.55,1.38,0.16,0,100,0.4,0.3,0.675824176,
Japan,1900,86.2,2,0.5,43.5,54.3,2.1,0.1,1.85,1.63,0.22,0,100,2.5,0.9,0.697674419,
Japan,1905,90.5,3.1,0.7,35.2,62.4,2.1,0.3,2.13,1.88,0.24,0.01,99.7,1.7,1.4,0.673306773,
Japan,1910,96.6,12.2,0.8,29.2,68.2,2,0.5,2.47,2.26,0.2,0.01,95.2,18,1.6,0.550632911,
Japan,1915,96.6,15,0.9,24.2,71.1,3.9,0.8,2.95,2.66,0.27,0.02,93.4,21,1.7,0.608219178,
Japan,1920,97.5,18.1,1.2,18.2,67.7,12.6,1.6,3.92,3.2,0.68,0.04,95.1,23.4,2.3,0.604887984,
Japan,1925,97,24.6,1.8,15.4,66.9,15.5,2.1,4.46,3.52,0.88,0.06,94,29.8,3.3,0.735009671,
Japan,1930,100,11.8,2.1,11.6,68,17.9,2.6,4.96,3.87,1.02,0.07,100,1.9,3.6,0.777183601,
Japan,1935,100,12.2,2.1,8.5,70.6,17.8,3.1,5.34,4.16,1.09,0.09,100,0.4,3.6,0.852430556,
Japan,1940,100,16,2.6,5.7,72.5,18.1,3.6,5.66,4.45,1.11,0.1,100,0.4,4.4,0.903878583,
Japan,1945,100,16.3,3.1,3.5,69.3,22.9,4.3,6.19,4.77,1.3,0.12,100,2.9,5.5,0.913178295,
Japan,1950,100,58.4,3.7,3.5,58.7,33.2,4.7,6.86,5.14,1.59,0.13,100,63,6.9,0.820816864,
Japan,1955,100,64.9,4.8,2.1,53.7,38.6,5.5,7.4,5.29,1.95,0.16,100,67.9,8,0.830258303,
Japan,1960,100,74,9.5,1.1,50.7,42.1,6.1,7.77,5.39,2.2,0.18,100,72.9,15.1,0.858333333,
Japan,1965,100,82,12.9,0.8,50.1,43.5,5.6,7.8,5.46,2.16,0.17,100,83,19.5,0.895883777,
Japan,1970,99,85,17,0.3,47.2,44.4,8.2,8.25,5.56,2.44,0.25,99,85,24.4,0.917728853,
Japan,1975,99,90.5,24.6,0.2,40.9,46.5,12.4,8.85,5.63,2.84,0.38,98,89.5,33.1,0.92,
Japan,1980,100,93,30.5,0.2,33.7,48.8,17.3,9.6,5.7,3.37,0.52,100,92,40.6,0.927855711,
Japan,1985,100,96,27.8,0.2,28,51.4,20.4,10.12,5.76,3.72,0.65,100,95,35.5,0.960309777,
Japan,1990,100,97,29.1,0.1,22.3,53.4,24.1,10.71,5.82,4.12,0.77,100,96,35.1,0.971481141,
Japan,1995,100,99,40.3,0.1,17,54.9,28,11.26,5.87,4.5,0.89,100,98,44.2,0.988526037,
Japan,2000,100,99,49,0.1,13,54.9,32,11.77,5.9,4.84,1.03,100,98,52.8,1.00170068,
Japan,2005,100,99,55,0.1,10.2,54.1,35.6,12.12,5.92,5.05,1.15,100,99,57.9,1.010779436,
Japan,2010,100,99,58,0.1,7.7,54,38.1,12.44,5.94,5.25,1.25,100,99,60.9,1.01946472,
Jordan,1820,0,0,0,,,,,,,,,0,0,0, ,
Jordan,1825,0,0,0,,,,,,,,,0,0,0, ,
Jordan,1830,0,0,0,,,,,,,,,0,0,0, ,
Jordan,1835,0,0,0,,,,,,,,,0.1,0,0, ,
Jordan,1840,0,0,0,,,,,,,,,0.1,0,0, ,
Jordan,1845,0.1,0,0,,,,,,,,,0.1,0,0, ,
Jordan,1850,0.1,0,0,,,,,,,,,0.2,0,0, ,
Jordan,1855,0.1,0,0,,,,,,,,,0.2,0,0, ,
Jordan,1860,0.2,0,0,,,,,,,,,0.3,0,0, ,
Jordan,1865,0.3,0,0,,,,,,,,,0.4,0,0, ,
Jordan,1870,0.4,0,0,99.9,0.1,0,0,0.01,0.01,0,0,0.6,0,0,1,
Jordan,1875,0.5,0,0,99.8,0.2,0,0,0.01,0.01,0,0,0.8,0,0,0.5,
Jordan,1880,0.7,0,0,99.8,0.2,0,0,0.02,0.01,0,0,1.1,0,0,0.5,
Jordan,1885,0.9,0,0,99.7,0.3,0,0,0.02,0.02,0,0,1.5,0,0,0.333333333,
Jordan,1890,1.3,0,0,99.6,0.4,0,0,0.02,0.02,0,0,2.1,0,0,0.333333333,
Jordan,1895,1.8,0,0,99.5,0.5,0,0,0.03,0.03,0,0,2.8,0,0,0.25,
Jordan,1900,2.4,0,0,99.3,0.7,0,0,0.04,0.04,0,0,3.9,0,0,0.333333333,
Jordan,1905,3.3,0,0,98.2,1.5,0.3,0.1,0.11,0.09,0.02,0,5.4,0,0,0.294117647,
Jordan,1910,4.5,0,0,97.2,2.1,0.6,0.2,0.19,0.14,0.04,0,7.3,0,0,0.285714286,
Jordan,1915,6.2,0,0,96.4,2.7,0.8,0.2,0.24,0.18,0.06,0.01,9.9,0,0,0.27027027,
Jordan,1920,8.4,0,0,90.1,5.7,3.8,0.4,0.74,0.51,0.21,0.01,13.4,0,0,0.265486726,
Jordan,1925,8.2,0,0,89.1,6.5,3.9,0.4,0.8,0.56,0.22,0.01,12.1,0,0,0.262295082,
Jordan,1930,8.1,0.1,0,88.2,7.3,4,0.5,0.85,0.61,0.23,0.01,10.5,0.2,0,0.259541985,
Jordan,1935,9.2,0.3,0,87.7,7.6,4.2,0.5,0.89,0.63,0.24,0.02,10.6,0.4,0,0.266666667,
Jordan,1940,12.7,0.5,0,85.9,8.8,4.8,0.6,1.02,0.73,0.28,0.02,15,0.8,0,0.277419355,
Jordan,1945,11.2,0.9,0,84,10,5.3,0.6,1.15,0.82,0.31,0.02,8.9,1.5,0,0.294797688,
Jordan,1950,34.5,5.2,0,80.8,11.4,7.1,0.7,1.48,1.05,0.4,0.02,50,8.5,0,0.30941704,
Jordan,1955,65.3,21.1,0.2,74.9,13.4,11,0.7,2.08,1.46,0.6,0.02,84.4,30.9,0.3,0.304761905,
Jordan,1960,68.9,22.4,0.6,65.9,18,15.3,0.8,2.92,2.07,0.82,0.03,81,33.7,0.9,0.344988345,
Jordan,1965,85,34,1.8,58.5,20.6,19.2,1.7,3.67,2.54,1.07,0.06,91.9,47.8,2.3,0.388461538,
Jordan,1970,79.6,33.1,2.2,53.5,23.2,20.3,3.1,4.23,2.9,1.24,0.1,95.8,44.8,2.9,0.448873484,
Jordan,1975,78.7,44.7,9,49,22.4,23.3,5.2,4.67,3.08,1.44,0.16,82.1,59.2,14.3,0.493548387,
Jordan,1980,93,68,26.6,44.8,20.9,28,6.3,5.18,3.37,1.63,0.19,94.8,74.9,28.7,0.588597843,
Jordan,1985,91.6,61.7,37.4,37,18.5,34.5,9.9,6.3,3.83,2.2,0.27,84,56.2,40.9,0.700542005,
Jordan,1990,91,60.7,24.5,28.1,18.7,43.9,9.3,7.23,4.3,2.67,0.26,90.1,76.1,22.7,0.763190184,
Jordan,1995,89.3,63.7,27,21.8,17.9,50,10.3,8.06,4.66,3.11,0.29,88.4,80.7,27,0.803833145,
Jordan,2000,100,85.1,28,16.4,15.3,57,11.4,8.85,4.98,3.56,0.31,100,83.1,26.2,0.849947534,
Jordan,2005,100,90.1,40,10.7,13.2,62.4,13.7,9.52,5.32,3.85,0.36,100,89.9,39.1,0.9,
Jordan,2010,98.4,88.8,40,4.8,12.7,69,13.5,10,5.67,3.98,0.35,99.3,88.9,37.1,0.941690962,
Kenya,1820,0,0,0,,,,,,,,,0,0,0, ,
Kenya,1825,0,0,0,,,,,,,,,0,0,0, ,
Kenya,1830,0,0,0,,,,,,,,,0,0,0, ,
Kenya,1835,0,0,0,,,,,,,,,0,0,0, ,
Kenya,1840,0,0,0,,,,,,,,,0.1,0,0, ,
Kenya,1845,0.1,0,0,,,,,,,,,0.1,0,0, ,
Kenya,1850,0.1,0,0,,,,,,,,,0.1,0,0, ,
Kenya,1855,0.1,0,0,,,,,,,,,0.1,0,0, ,
Kenya,1860,0.1,0,0,,,,,,,,,0.2,0,0, ,
Kenya,1865,0.2,0,0,,,,,,,,,0.3,0,0, ,
Kenya,1870,0.3,0,0,99.9,0.1,0,0,0.01,0.01,0,0,0.4,0,0,1,
Kenya,1875,0.4,0,0,99.9,0.1,0,0,0.01,0.01,0,0,0.5,0,0,1,
Kenya,1880,0.5,0,0,99.8,0.2,0,0,0.01,0.01,0,0,0.7,0,0,1,
Kenya,1885,0.7,0,0,99.8,0.2,0,0,0.02,0.01,0,0,0.9,0,0,0.5,
Kenya,1890,0.9,0,0,99.7,0.3,0,0,0.02,0.02,0,0,1.3,0,0,0.5,
Kenya,1895,1.2,0,0,99.6,0.4,0,0,0.02,0.02,0,0,1.7,0,0,0.666666667,
Kenya,1900,1.7,0,0,99.5,0.5,0,0,0.03,0.03,0,0,2.3,0,0,0.5,
Kenya,1905,2.3,0,0,97.3,2.5,0.2,0.1,0.14,0.13,0.01,0,3.1,0,0,0.318181818,
Kenya,1910,3.1,0,0,95.4,4.2,0.4,0.1,0.25,0.22,0.02,0,4.2,0,0,0.282051282,
Kenya,1915,4.1,0,0,93.9,5.4,0.5,0.1,0.33,0.29,0.03,0,5.7,0,0,0.288461538,
Kenya,1920,5.5,0,0,87.2,11.8,0.9,0.2,0.67,0.61,0.05,0.01,7.6,0,0,0.353535354,
Kenya,1925,7.4,0,0,85.9,12.9,1,0.2,0.73,0.67,0.06,0.01,10.1,0,0,0.345454545,
Kenya,1930,9.8,0,0,84.5,14.1,1.1,0.2,0.8,0.74,0.06,0.01,13.3,0,0,0.347107438,
Kenya,1935,11.3,0.1,0,83.2,15.3,1.2,0.2,0.88,0.8,0.07,0.01,14.2,0.1,0,0.351145038,
Kenya,1940,13.3,0.1,0,81.9,16.6,1.3,0.3,0.95,0.87,0.07,0.01,15.5,0.2,0,0.352112676,
Kenya,1945,23.8,0.2,0,79.5,18.8,1.5,0.3,1.08,0.99,0.08,0.01,33.1,0.3,0,0.364779874,
Kenya,1950,34.7,1.6,0,77.5,20.5,1.8,0.3,1.2,1.1,0.09,0.01,50.6,2.6,0,0.371428571,
Kenya,1955,36.8,1.1,0,74.7,23,2,0.3,1.35,1.24,0.1,0.01,54.4,1.5,0.1,0.365,
Kenya,1960,41.6,1.7,0.1,70.8,26.6,2.4,0.3,1.56,1.44,0.12,0.01,57.2,0.7,0.2,0.384279476,
Kenya,1965,47.7,3.4,0.3,68.2,28.3,3.1,0.4,1.77,1.6,0.15,0.01,60.9,4.1,0.5,0.395348837,
Kenya,1970,51.3,7.6,0.9,62.7,31.7,5.2,0.4,2.28,2.03,0.24,0.01,59.2,9.9,1.6,0.464968153,
Kenya,1975,84,11,0.8,53.7,37.4,8.1,0.9,2.82,2.41,0.39,0.03,89,14,1.3,0.480519481,
Kenya,1980,86,15.2,0.9,43.6,43.4,11.6,1.4,3.61,3,0.56,0.04,88,17.1,1.4,0.542372881,
Kenya,1985,77.7,16.9,1.2,34,49.7,14.4,1.9,4.33,3.56,0.71,0.06,74,19.6,1.7,0.617100372,
Kenya,1990,78.6,24.5,1.6,26.8,53.1,17.4,2.6,5.05,4.07,0.89,0.08,78.2,26.9,2.3,0.681063123,
Kenya,1995,73.9,23.8,2,23.5,52.7,20.2,3.5,5.5,4.36,1.04,0.11,73.9,25.7,2.8,0.726134585,
Kenya,2000,90.4,33,3,20.8,51.1,23.4,4.6,5.91,4.54,1.23,0.14,91.1,33,4,0.757800892,
Kenya,2005,100,41,3,18,49.2,27,5.7,6.48,4.8,1.5,0.18,100,41,4,0.801112656,
Kenya,2010,100,50,4,15.2,54.2,23.8,6.7,6.47,4.72,1.53,0.22,100,52,5,0.853658537,
Kuwait,1820,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1825,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1830,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1835,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1840,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1845,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1850,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1855,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1860,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1865,0,0,0,,,,,,,,,0,0,0, ,
Kuwait,1870,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1875,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1880,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1885,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1890,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1895,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1900,0,0,0,100,0,0,0,0.01,0,0,0,0,0,0,1,
Kuwait,1905,0,0,0,100,0,0,0,0.01,0,0,0,0,0.1,0,1,
Kuwait,1910,5.1,0,0,98,1.8,0.1,0.1,0.07,0.05,0.01,0,9.5,0.1,0,0.222222222,
Kuwait,1915,9.5,0.1,0,96,3.6,0.3,0.1,0.12,0.09,0.02,0,17.4,0.1,0,0.235294118,
Kuwait,1920,13.8,0.1,0,93.8,5.7,0.4,0.1,0.18,0.14,0.03,0,25,0.2,0,0.2,
Kuwait,1925,18.2,0.1,0,91.9,7.4,0.5,0.2,0.24,0.19,0.04,0.01,32.3,0.2,0,0.181818182,
Kuwait,1930,22.6,0.2,0,83.9,12.3,2.7,1.1,0.71,0.43,0.24,0.03,38.7,0.3,0,0.351648352,
Kuwait,1935,26.9,0.3,0,79.4,16,3.2,1.4,0.9,0.56,0.3,0.04,44,0.4,0,0.313559322,
Kuwait,1940,31.3,0.4,0,75.7,19.2,3.6,1.7,1.05,0.66,0.34,0.05,47.5,0.6,0,0.302158273,
Kuwait,1945,38.1,0.5,0,70,23.3,4.6,2.1,1.34,0.83,0.45,0.06,53.8,0.9,0,0.297752809,
Kuwait,1950,45,0.7,0,65.5,26.6,5.5,2.4,1.6,0.98,0.54,0.08,58,1.1,0,0.331730769,
Kuwait,1955,64.6,1.8,0,59.9,29.8,7.2,3.1,1.96,1.16,0.71,0.1,76.8,2.5,0,0.39516129,
Kuwait,1960,55,20,0,53.6,31.6,11,3.7,2.51,1.41,0.99,0.12,49.1,21.4,0,0.532423208,
Kuwait,1965,52,23,0,47.6,34.1,14.2,4,2.96,1.64,1.19,0.13,53,22.3,0,0.651651652,
Kuwait,1970,61,54,3.7,43.4,33.4,19.6,3.6,3.35,1.79,1.44,0.11,67.7,58.3,3.3,0.771117166,
Kuwait,1975,68,57,9,57.5,12.5,25,5,3.58,1.57,1.84,0.16,71.9,60.7,7.1,0.82642487,
Kuwait,1980,85,67.4,10.9,49.6,10.4,32.4,7.7,4.67,1.91,2.52,0.25,89.8,73.9,8,0.953781513,
Kuwait,1985,85,71.7,16.6,44.2,8.8,36,11,5.55,2.12,3.08,0.36,86.9,73.2,15.5,1.060885609,
Kuwait,1990,69.8,73.4,15,40.2,8.5,40.4,11,5.92,2.28,3.29,0.36,72.3,76.1,12.8,1.02559727,
Kuwait,1995,70.8,56.3,25.4,38.7,7.3,43.1,10.9,6.15,2.34,3.44,0.36,71.7,56.3,23.1,0.982229402,
Kuwait,2000,100,100,23,22.4,27,41.4,9.1,6.12,2.66,3.16,0.3,100,100,16.7,1.061769616,
Kuwait,2005,100,100,22,5.9,46.6,40.6,6.9,6.14,3.03,2.88,0.23,100,100,15.1,1.15862069,
Kuwait,2010,100,100,26.6,5.6,44.1,43.1,7.2,6.39,3.1,3.05,0.24,100,100,19.4,1.152317881,
Latin America and the Caribbean,1870,,,,,,,,,,,,,,,,27.27766
Latin America and the Caribbean,1875,,,,,,,,,,,,,,,,28.63011
Latin America and the Caribbean,1880,,,,,,,,,,,,,,,,30.24433
Latin America and the Caribbean,1885,,,,,,,,,,,,,,,,33.03899
Latin America and the Caribbean,1890,,,,,,,,,,,,,,,,36.90656
Latin America and the Caribbean,1895,,,,,,,,,,,,,,,,40.99727
Latin America and the Caribbean,1900,,,,,,,,,,,,,,,,53.16052
Latin America and the Caribbean,1905,,,,,,,,,,,,,,,,62.69036
Latin America and the Caribbean,1910,,,,,,,,,,,,,,,,78.58886
Latin America and the Caribbean,1915,,,,,,,,,,,,,,,,76.83069
Latin America and the Caribbean,1920,,,,,,,,,,,,,,,,81.36664
Latin America and the Caribbean,1925,,,,,,,,,,,,,,,,82.57318
Latin America and the Caribbean,1930,,,,,,,,,,,,,,,,83.15327
Latin America and the Caribbean,1935,,,,,,,,,,,,,,,,82.30816
Latin America and the Caribbean,1940,,,,,,,,,,,,,,,,82.0479
Latin America and the Caribbean,1945,,,,,,,,,,,,,,,,83.45732
Latin America and the Caribbean,1950,,,,,,,,,,,,,,,,85.35374
Latin America and the Caribbean,1955,,,,,,,,,,,,,,,,86.44909
Latin America and the Caribbean,1960,,,,,,,,,,,,,,,,87.43106
Latin America and the Caribbean,1965,,,,,,,,,,,,,,,,88.16351
Latin America and the Caribbean,1970,,,,,,,,,,,,,,,,89.91409
Latin America and the Caribbean,1975,,,,,,,,,,,,,,,,90.13137
Latin America and the Caribbean,1980,,,,,,,,,,,,,,,,91.87546
Latin America and the Caribbean,1985,,,,,,,,,,,,,,,,95.5341
Latin America and the Caribbean,1990,,,,,,,,,,,,,,,,98.41012
Latin America and the Caribbean,1995,,,,,,,,,,,,,,,,98.65272
Latin America and the Caribbean,2000,,,,,,,,,,,,,,,,99.1202
Latin America and the Caribbean,2005,,,,,,,,,,,,,,,,99.37784
Latin America and the Caribbean,2010,,,,,,,,,,,,,,,,101.2789
Lesotho,1820,0,0,0,,,,,,,,,0,0,0, ,
Lesotho,1825,0,0,0,,,,,,,,,0,0,0, ,
Lesotho,1830,0,0,0,,,,,,,,,0.1,0,0, ,
Lesotho,1835,0.1,0,0,,,,,,,,,0.2,0,0, ,
Lesotho,1840,0.2,0,0,,,,,,,,,0.3,0,0, ,
Lesotho,1845,0.3,0,0,,,,,,,,,0.6,0,0, ,
Lesotho,1850,0.5,0,0,,,,,,,,,0.9,0,0, ,
