Entity,Year,Mobile cellular subscriptions (World Bank (2015))
Cambodia,1999,0.745096324
Cambodia,2000,1.068055124
Cambodia,2001,1.791593179
Cambodia,2002,2.989928034
Cambodia,2003,3.853206909
Cambodia,2004,6.551636708
Cambodia,2005,7.95123006
Cambodia,2006,12.70116666
Cambodia,2007,18.79147363
Cambodia,2008,30.39341867
Cambodia,2009,44.31490591
Cambodia,2010,56.74071111
Cambodia,2011,94.18821019
Cambodia,2012,128.5272115
Cambodia,2013,133.8902393
Cameroon,1980,0
Cameroon,1981,0
Cameroon,1982,0
Cameroon,1983,0
Cameroon,1984,0
Cameroon,1985,0
Cameroon,1986,0
Cameroon,1987,0
Cameroon,1988,0
Cameroon,1989,0
Cameroon,1990,0
Cameroon,1991,0
Cameroon,1992,0
Cameroon,1993,0
Cameroon,1994,0.011810778
Cameroon,1995,0.020101116
Cameroon,1996,0.024446549
Cameroon,1997,0.02855312
Cameroon,1998,0.033095248
Cameroon,1999,0.03867561
Cameroon,2000,0.648423286
Cameroon,2001,2.552194314
Cameroon,2002,4.18010464
Cameroon,2003,6.253165411
Cameroon,2004,8.661224693
Cameroon,2005,12.41890525
Cameroon,2006,16.84911141
Cameroon,2007,23.75158108
Cameroon,2008,31.44110653
Cameroon,2009,39.81367836
Cameroon,2010,41.8760103
Cameroon,2011,49.56740015
Cameroon,2012,60.40682443
Cameroon,2013,70.3904685
Canada,1980,0
Canada,1981,0
Canada,1982,0
Canada,1983,0
Canada,1984,0
Canada,1985,0.046433382
Canada,1986,0.229211886
Canada,1987,0.370663166
Canada,1988,0.752880479
Canada,1989,1.264765577
Canada,1990,2.110674786
Canada,1991,2.769888481
Canada,1992,3.621301434
Canada,1993,4.648371087
Canada,1994,6.435664704
Canada,1995,8.840378661
Canada,1996,11.82226558
Canada,1997,14.04583637
Canada,1998,17.73689555
Canada,1999,22.72196984
Canada,2000,28.42909462
Canada,2001,34.36625958
Canada,2002,37.94941948
Canada,2003,42.07126881
Canada,2004,47.06386648
Canada,2005,52.75959279
Canada,2006,57.49320536
Canada,2007,61.47310755
Canada,2008,66.20487722
Canada,2009,70.54830532
Canada,2010,75.676078
Canada,2011,77.82549309
Canada,2012,79.56833775
Canada,2013,80.61008074
Cape Verde,1980,0
Cape Verde,1981,0
Cape Verde,1982,0
Cape Verde,1983,0
Cape Verde,1984,0
Cape Verde,1985,0
Cape Verde,1986,0
Cape Verde,1987,0
Cape Verde,1988,0
Cape Verde,1989,0
Cape Verde,1990,0
Cape Verde,1991,0
Cape Verde,1992,0
Cape Verde,1993,0
Cape Verde,1994,0
Cape Verde,1995,0
Cape Verde,1996,0
Cape Verde,1997,0.004789708
Cape Verde,1998,0.239474846
Cape Verde,1999,1.858266846
Cape Verde,2000,4.459276806
Cape Verde,2001,6.988944394
Cape Verde,2002,9.354227469
Cape Verde,2003,11.42376199
Cape Verde,2004,13.89003267
Cape Verde,2005,17.07319111
Cape Verde,2006,22.58745902
Cape Verde,2007,31.46741973
Cape Verde,2008,57.29277356
Cape Verde,2009,59.83377049
Cape Verde,2010,76.26543014
Cape Verde,2011,80.81218046
Cape Verde,2012,86.02531144
Cape Verde,2013,100.1124481
Cayman Islands,1980,0
Cayman Islands,1981,0
Cayman Islands,1982,0
Cayman Islands,1983,0
Cayman Islands,1984,0
Cayman Islands,1985,0
Cayman Islands,1986,0
Cayman Islands,1990,0
Cayman Islands,1991,2.132692381
Cayman Islands,1992,3.605576235
Cayman Islands,1993,4.397598771
Cayman Islands,1994,6.032274164
Cayman Islands,1995,8.000757767
Cayman Islands,1997,11.54343185
Cayman Islands,1998,13.69826718
Cayman Islands,1999,21.12534539
Cayman Islands,2000,25.66870577
Cayman Islands,2001,39.24556179
Cayman Islands,2002,42.46569219
Cayman Islands,2003,45.70733403
Cayman Islands,2004,71.46028457
Cayman Islands,2005,166.4747136
Cayman Islands,2006,185.0217887
Cayman Islands,2007,197.1887628
Cayman Islands,2008,185.8047324
Cayman Islands,2009,200.2745279
Cayman Islands,2010,181.174224
Cayman Islands,2011,170.9810781
Cayman Islands,2012,171.6762203
Cayman Islands,2013,167.7693163
Central African Republic,1980,0
Central African Republic,1981,0
Central African Republic,1982,0
Central African Republic,1983,0
Central African Republic,1984,0
Central African Republic,1985,0
Central African Republic,1986,0
Central African Republic,1987,0
Central African Republic,1988,0
Central African Republic,1989,0
Central African Republic,1990,0
Central African Republic,1991,0
Central African Republic,1992,0
Central African Republic,1993,0
Central African Republic,1994,0
Central African Republic,1995,0.001343226
Central African Republic,1996,0.031967296
Central African Republic,1997,0.040003118
Central African Republic,1998,0.046681951
Central African Republic,1999,0.116598212
Central African Republic,2000,0.136519203
Central African Republic,2001,0.296972634
Central African Republic,2002,0.334461655
Central African Republic,2003,1.04448569
Central African Republic,2004,1.540992322
Central African Republic,2005,2.524680647
Central African Republic,2006,2.728105589
Central African Republic,2007,8.278756443
Central African Republic,2008,13.61972672
Central African Republic,2009,20.24357708
Central African Republic,2010,22.51148929
Central African Republic,2011,22.37140338
Central African Republic,2012,25.26102109
Central African Republic,2013,29.46657548
Chad,1980,0
Chad,1981,0
Chad,1982,0
Chad,1983,0
Chad,1984,0
Chad,1985,0
Chad,1986,0
Chad,1987,0
Chad,1988,0
Chad,1989,0
Chad,1990,0
Chad,1991,0
Chad,1992,0
Chad,1993,0
Chad,1994,0
Chad,1995,0
Chad,1996,0
Chad,1997,0
Chad,1998,0
Chad,1999,0
Chad,2000,0.066255872
Chad,2001,0.25519327
Chad,2002,0.381697962
Chad,2003,0.698081479
Chad,2004,1.272630052
Chad,2005,2.096977626
Chad,2006,4.500299416
Chad,2007,8.587287923
Chad,2008,14.50506716
Chad,2009,20.06204202
Chad,2010,24.53167583
Chad,2011,30.34478288
Chad,2012,35.36487879
Chad,2013,35.56437683
Chile,1980,0
Chile,1981,0
Chile,1982,0
Chile,1983,0
Chile,1984,0
Chile,1985,0
Chile,1986,0
Chile,1987,0
Chile,1988,0
Chile,1989,0.037639534
Chile,1990,0.105350944
Chile,1991,0.268539847
Chile,1992,0.470127826
Chile,1993,0.610285808
Chile,1994,0.814454288
Chile,1995,1.366430697
Chile,1996,2.178877112
Chile,1997,2.75502543
Chile,1998,6.397437861
Chile,1999,14.80909023
Chile,2000,22.01007195
Chile,2001,32.61518474
Chile,2002,39.47217874
Chile,2003,45.43908728
Chile,2004,57.28133939
Chile,2005,64.69417543
Chile,2006,75.43868865
Chile,2007,83.7200337
Chile,2008,87.91177733
Chile,2009,96.81312008
Chile,2010,115.7513836
Chile,2011,128.9269073
Chile,2012,137.0811793
Chile,2013,134.2890529
China,1980,0
China,1981,0
China,1982,0
China,1983,0
China,1984,0
China,1985,0
China,1986,0
China,1987,6.35E-5
China,1988,0.000286863
China,1989,0.000855603
China,1990,0.001571868
China,1991,0.004018906
China,1992,0.014759086
China,1993,0.052592372
China,1994,0.127903776
China,1995,0.293245078
China,1996,0.549163873
China,1997,1.052726386
China,1998,1.886071369
China,1999,3.401326149
China,2000,6.658707962
China,2001,11.24474524
China,2002,15.90376731
China,2003,20.72082242
China,2004,25.55100154
China,2005,29.84470593
China,2006,34.76674887
China,2007,41.01687431
China,2008,47.75671627
China,2009,55.29808341
China,2010,63.17027802
China,2011,72.0713209
China,2012,80.76271455
China,2013,88.70833462
Colombia,1980,0
Colombia,1981,0
Colombia,1982,0
Colombia,1983,0
Colombia,1984,0
Colombia,1985,0
Colombia,1986,0
Colombia,1987,0
Colombia,1988,0
Colombia,1989,0
Colombia,1990,0
Colombia,1991,0
Colombia,1992,0
Colombia,1993,0
Colombia,1994,0.24169275
Colombia,1995,0.750781397
Colombia,1996,1.404166019
Colombia,1997,3.336985973
Colombia,1998,4.667668497
Colombia,1999,5.012308803
Colombia,2000,5.656428656
Colombia,2001,8.05071461
Colombia,2002,11.15236825
Colombia,2003,14.7740697
Colombia,2004,24.45605295
Colombia,2005,50.59739682
Colombia,2006,67.88728318
Colombia,2007,76.27493489
Colombia,2008,91.61012359
Colombia,2009,92.04640981
Colombia,2010,95.76455258
Colombia,2011,98.13425332
Colombia,2012,102.8549384
Colombia,2013,104.0845439
Comoros,1980,0
Comoros,1981,0
Comoros,1982,0
Comoros,1983,0
Comoros,1984,0
Comoros,1985,0
Comoros,1986,0
Comoros,1987,0
Comoros,1988,0
Comoros,1989,0
Comoros,1990,0
Comoros,1991,0
Comoros,1992,0
Comoros,1993,0
Comoros,1994,0
Comoros,1995,0
Comoros,1996,0
Comoros,1997,0
Comoros,1998,0
Comoros,1999,0
Comoros,2000,0
Comoros,2001,0
Comoros,2002,0
Comoros,2003,0.350575206
Comoros,2004,1.431185075
Comoros,2005,2.584009868
Comoros,2006,5.981418464
Comoros,2007,9.815151975
Comoros,2008,14.12941193
Comoros,2009,18.40512718
Comoros,2010,24.19595919
Comoros,2011,30.91017629
Comoros,2012,39.51356301
Comoros,2013,47.28425115
Congo,1980,0
Congo,1981,0
Congo,1982,0
Congo,1983,0
Congo,1984,0
Congo,1985,0
Congo,1986,0
Congo,1987,0
Congo,1988,0
Congo,1989,0
Congo,1990,0
Congo,1991,0
Congo,1992,0
Congo,1993,0
Congo,1994,0
Congo,1995,0
Congo,1996,0.035745282
Congo,1998,0.114474547
Congo,1999,0.164233601
Congo,2000,2.239137305
Congo,2001,4.679258656
Congo,2002,6.754536548
Congo,2003,9.811447759
Congo,2004,11.12402678
Congo,2005,15.75537552
Congo,2006,25.16003031
Congo,2007,34.25590964
Congo,2008,46.61451448
Congo,2009,73.79715284
Congo,2010,90.44274713
Congo,2011,91.93909914
Congo,2012,98.75682808
Congo,2013,104.7695043
Costa Rica,1980,0
Costa Rica,1981,0
Costa Rica,1982,0
Costa Rica,1983,0
Costa Rica,1984,0
Costa Rica,1985,0
Costa Rica,1986,0
Costa Rica,1987,0
Costa Rica,1988,0
Costa Rica,1989,0
Costa Rica,1990,0
Costa Rica,1991,0
Costa Rica,1992,0.093024176
Costa Rica,1993,0.136853257
Costa Rica,1994,0.205830135
Costa Rica,1995,0.539072399
Costa Rica,1996,1.304630033
Costa Rica,1997,1.760159868
Costa Rica,1998,2.900080921
Costa Rica,1999,3.596761254
Costa Rica,2000,5.385144702
Costa Rica,2001,8.146131245
Costa Rica,2002,12.27400192
Costa Rica,2003,18.65912118
Costa Rica,2004,21.73836456
Costa Rica,2005,25.49240416
Costa Rica,2006,32.86782699
Costa Rica,2007,33.79212704
Costa Rica,2008,41.62122844
Costa Rica,2009,42.38509644
Costa Rica,2010,66.9932126
Costa Rica,2011,87.66035275
Costa Rica,2012,111.9199133
Costa Rica,2013,145.9716479
Cote d'Ivoire,1980,0
Cote d'Ivoire,1981,0
Cote d'Ivoire,1982,0
Cote d'Ivoire,1983,0
Cote d'Ivoire,1984,0
Cote d'Ivoire,1985,0
Cote d'Ivoire,1986,0
Cote d'Ivoire,1987,0
Cote d'Ivoire,1988,0
Cote d'Ivoire,1989,0
Cote d'Ivoire,1990,0
Cote d'Ivoire,1991,0
Cote d'Ivoire,1992,0
Cote d'Ivoire,1993,0
Cote d'Ivoire,1994,0
Cote d'Ivoire,1995,0
Cote d'Ivoire,1996,0.09259594
Cote d'Ivoire,1997,0.239327506
Cote d'Ivoire,1998,0.590886388
Cote d'Ivoire,1999,1.627198864
Cote d'Ivoire,2000,2.93188436
Cote d'Ivoire,2001,4.436889916
Cote d'Ivoire,2002,6.159273168
Cote d'Ivoire,2003,7.573690548
Cote d'Ivoire,2004,9.766100444
Cote d'Ivoire,2005,13.5071853
Cote d'Ivoire,2006,23.01735374
Cote d'Ivoire,2007,41.60500652
Cote d'Ivoire,2008,57.22349848
Cote d'Ivoire,2009,70.87826244
Cote d'Ivoire,2010,82.20152116
Cote d'Ivoire,2011,89.44962943
Cote d'Ivoire,2012,91.22862939
Cote d'Ivoire,2013,95.44605196
Croatia,1980,0
Croatia,1981,0
Croatia,1982,0
Croatia,1983,0
Croatia,1984,0
Croatia,1985,0
Croatia,1986,0
Croatia,1987,0
Croatia,1988,0
Croatia,1989,0
Croatia,1990,0.005006758
Croatia,1991,0.042070686
Croatia,1992,0.132006749
Croatia,1993,0.23899589
Croatia,1994,0.458153231
Croatia,1995,0.718264839
Croatia,1996,1.39727181
Croatia,1997,2.61691813
Croatia,1998,4.006694363
Croatia,1999,6.538459663
Croatia,2000,23.08276209
Croatia,2001,39.46668034
Croatia,2002,52.24918201
Croatia,2003,57.51727921
Croatia,2004,64.44748808
Croatia,2005,83.15832573
Croatia,2006,100.3790937
Croatia,2007,115.2253076
Croatia,2008,104.4643435
Croatia,2009,107.4733846
Croatia,2010,113.6081449
Croatia,2011,118.3013547
Croatia,2012,115.4136047
Croatia,2013,114.5095687
Cuba,1980,0
Cuba,1981,0
Cuba,1982,0
Cuba,1983,0
Cuba,1984,0
Cuba,1985,0
Cuba,1986,0
Cuba,1987,0
Cuba,1988,0
Cuba,1989,0
Cuba,1990,0
Cuba,1991,0
Cuba,1992,0.002175148
Cuba,1993,0.00462041
Cuba,1994,0.010589381
Cuba,1995,0.017736898
Cuba,1996,0.022102299
Cuba,1997,0.027158313
Cuba,1998,0.036659711
Cuba,1999,0.046263685
Cuba,2000,0.058679798
Cuba,2001,0.076766381
Cuba,2002,0.159211568
Cuba,2003,0.314389406
Cuba,2004,0.672354824
Cuba,2005,1.200257384
Cuba,2006,1.351328632
Cuba,2007,1.75418261
Cuba,2008,2.936664083
Cuba,2009,5.502396795
Cuba,2010,8.890583462
Cuba,2011,11.66313248
Cuba,2012,14.92016162
Cuba,2013,17.71492741
Curacao,2009,140.2496774
Curacao,2010,138.2651125
Curacao,2011,136.1469876
Curacao,2012,131.8166305
Curacao,2013,128.1821618
Cyprus,1980,0
Cyprus,1981,0
Cyprus,1982,0
Cyprus,1983,0
Cyprus,1984,0
Cyprus,1985,0
Cyprus,1986,0
Cyprus,1987,0
Cyprus,1988,0.022811303
Cyprus,1989,0.179482775
Cyprus,1990,0.411682066
Cyprus,1991,0.655184655
Cyprus,1992,1.216371494
Cyprus,1993,1.867090695
Cyprus,1994,2.739958383
Cyprus,1995,5.196816887
Cyprus,1996,8.105505207
Cyprus,1997,10.32497954
Cyprus,1998,12.82201225
Cyprus,1999,16.38578873
Cyprus,2000,23.14502373
Cyprus,2001,32.69487385
Cyprus,2002,42.6515777
Cyprus,2003,55.27790635
Cyprus,2004,64.79829104
Cyprus,2005,75.78090348
Cyprus,2006,82.77911008
Cyprus,2007,92.9655393
Cyprus,2008,94.3969347
Cyprus,2009,89.63535014
Cyprus,2010,93.69258439
Cyprus,2011,97.70992366
Cyprus,2012,98.40043437
Cyprus,2013,96.35942536
Czech Republic,1980,0
Czech Republic,1981,0
Czech Republic,1982,0
Czech Republic,1983,0
Czech Republic,1984,0
Czech Republic,1985,0
Czech Republic,1986,0
Czech Republic,1987,0
Czech Republic,1988,0
Czech Republic,1989,0
Czech Republic,1990,0
Czech Republic,1991,0.012023234
Czech Republic,1992,0.044996981
Czech Republic,1993,0.135784868
Czech Republic,1994,0.294173605
Czech Republic,1995,0.472956237
Czech Republic,1996,1.939566548
Czech Republic,1997,5.104522953
Czech Republic,1998,9.381611565
Czech Republic,1999,18.93412681
Czech Republic,2000,42.3984415
Czech Republic,2001,67.90006485
Czech Republic,2002,84.29721942
Czech Republic,2003,95.14729054
Czech Republic,2004,105.6300232
Czech Republic,2005,115.1035371
Czech Republic,2006,120.7427007
Czech Republic,2007,127.9639191
Czech Republic,2008,132.350961
Czech Republic,2009,124.5668165
Czech Republic,2010,122.5551112
Czech Republic,2011,124.0943746
Czech Republic,2012,126.8464851
Czech Republic,2013,127.7307828
Democratic Republic of Congo,1980,0
Democratic Republic of Congo,1981,0
Democratic Republic of Congo,1982,0
Democratic Republic of Congo,1983,0
Democratic Republic of Congo,1984,0
Democratic Republic of Congo,1985,0
Democratic Republic of Congo,1986,0
Democratic Republic of Congo,1987,0
Democratic Republic of Congo,1988,0
Democratic Republic of Congo,1989,0
Democratic Republic of Congo,1990,0
Democratic Republic of Congo,1991,0
Democratic Republic of Congo,1995,0.020232062
Democratic Republic of Congo,1996,0.016696581
Democratic Republic of Congo,1997,0.020191297
Democratic Republic of Congo,1998,0.022241527
Democratic Republic of Congo,1999,0.026150001
Democratic Republic of Congo,2000,0.031949396
Democratic Republic of Congo,2001,0.311416239
Democratic Republic of Congo,2002,1.130925646
Democratic Republic of Congo,2003,2.444905248
Democratic Republic of Congo,2004,3.792769423
Democratic Republic of Congo,2005,5.082723491
Democratic Republic of Congo,2006,7.942801654
Democratic Republic of Congo,2007,11.52690544
Democratic Republic of Congo,2008,16.89524742
Democratic Republic of Congo,2009,15.63752578
Democratic Republic of Congo,2010,19.00647586
Democratic Republic of Congo,2011,24.47130767
Democratic Republic of Congo,2012,30.58009217
Democratic Republic of Congo,2013,41.81656407
Denmark,1980,0
Denmark,1981,0
Denmark,1982,0.140547863
Denmark,1983,0.314516643
Denmark,1984,0.598204448
Denmark,1985,0.901551372
Denmark,1986,1.126449445
Denmark,1987,1.513422359
Denmark,1988,1.981426966
Denmark,1989,2.413347807
Denmark,1990,2.88347134
Denmark,1991,3.413512849
Denmark,1992,4.081427044
Denmark,1993,6.889123885
Denmark,1994,9.661657764
Denmark,1995,15.71430701
Denmark,1996,25.05702382
Denmark,1997,27.36597973
Denmark,1998,36.44494478
Denmark,1999,49.41497271
Denmark,2000,63.00812452
Denmark,2001,73.95702529
Denmark,2002,83.40020495
Denmark,2003,88.56084311
Denmark,2004,95.70911343
Denmark,2005,100.5816868
Denmark,2006,107.1170645
Denmark,2007,115.3715804
Denmark,2008,119.3024732
Denmark,2009,123.6993991
Denmark,2010,115.669923
Denmark,2011,128.661526
Denmark,2012,130.2798977
Denmark,2013,127.1176716
Djibouti,1980,0
Djibouti,1981,0
Djibouti,1982,0
Djibouti,1983,0
Djibouti,1984,0
Djibouti,1985,0
Djibouti,1986,0
Djibouti,1987,0
Djibouti,1988,0
Djibouti,1989,0
Djibouti,1990,0
Djibouti,1991,0
Djibouti,1992,0
Djibouti,1993,0
Djibouti,1994,0
Djibouti,1995,0
Djibouti,1996,0.016274814
Djibouti,1997,0.029510232
Djibouti,1998,0.031432074
Djibouti,1999,0.039345073
Djibouti,2000,0.031816868
Djibouti,2001,0.408868633
Djibouti,2002,2.014953643
Djibouti,2003,3.046014687
Djibouti,2004,4.50288335
Djibouti,2005,5.672656567
Djibouti,2006,5.690729661
Djibouti,2007,8.70663211
Djibouti,2008,13.93013208
Djibouti,2009,15.66875338
Djibouti,2010,19.85681673
Djibouti,2011,22.80161957
Djibouti,2012,24.71558258
Djibouti,2013,27.96586676
Dominica,1980,0
Dominica,1981,0
Dominica,1982,0
Dominica,1983,0
Dominica,1984,0
Dominica,1985,0
Dominica,1986,0
Dominica,1987,0
Dominica,1988,0
Dominica,1989,0
Dominica,1990,0
Dominica,1991,0
Dominica,1992,0
Dominica,1993,0
Dominica,1994,0
Dominica,1995,0
Dominica,1996,0.647963343
Dominica,1997,0.785799084
Dominica,1998,0.924674586
Dominica,1999,1.144459386
Dominica,2000,1.722183154
Dominica,2001,11.06804479
Dominica,2002,17.43832908
Dominica,2003,33.95186845
Dominica,2004,59.49235691
Dominica,2005,73.71494996
Dominica,2006,101.1458481
Dominica,2007,125.7150929
Dominica,2008,128.3805708
Dominica,2009,138.7402107
Dominica,2010,148.3370101
Dominica,2011,152.5524853
Dominica,2012,152.4747503
Dominica,2013,129.9598628
Dominican Republic,1980,0
Dominican Republic,1981,0
Dominican Republic,1982,0
Dominican Republic,1983,0
Dominican Republic,1984,0
Dominican Republic,1985,0
Dominican Republic,1986,0
Dominican Republic,1990,0.043698337
Dominican Republic,1991,0.075821226
Dominican Republic,1992,0.095352766
Dominican Republic,1993,0.134804055
Dominican Republic,1994,0.267922366
Dominican Republic,1995,0.701670075
Dominican Republic,1996,1.016767731
Dominican Republic,1997,1.714916352
Dominican Republic,1998,2.494884143
Dominican Republic,1999,4.977015979
Dominican Republic,2000,8.142637879
Dominican Republic,2001,14.43390143
Dominican Republic,2002,19.032561
Dominican Republic,2003,23.06075038
Dominican Republic,2004,27.52205864
Dominican Republic,2005,38.77928523
Dominican Republic,2006,48.58664735
Dominican Republic,2007,57.33593759
Dominican Republic,2008,73.95219275
Dominican Republic,2009,87.30861627
Dominican Republic,2010,88.7787084
Dominican Republic,2011,86.43207979
Dominican Republic,2012,86.93709732
Dominican Republic,2013,88.43350015
Ecuador,1980,0
Ecuador,1981,0
Ecuador,1982,0
Ecuador,1983,0
Ecuador,1984,0
Ecuador,1985,0
Ecuador,1986,0
Ecuador,1987,0
Ecuador,1988,0
Ecuador,1989,0
Ecuador,1990,0
Ecuador,1991,0
Ecuador,1992,0
Ecuador,1993,0
Ecuador,1994,0.170828212
Ecuador,1995,0.480566995
Ecuador,1996,0.517246854
Ecuador,1997,1.072140872
Ecuador,1998,2.0163
Ecuador,1999,3.118622576
Ecuador,2000,3.847519769
Ecuador,2001,6.722172021
Ecuador,2002,11.97894159
Ecuador,2003,18.05870507
Ecuador,2004,26.19668978
Ecuador,2005,45.33840899
Ecuador,2006,60.50592352
Ecuador,2007,69.66428675
Ecuador,2008,80.51374955
Ecuador,2009,89.7355484
Ecuador,2010,98.53115831
Ecuador,2011,100.5655994
Ecuador,2012,106.2255329
Ecuador,2013,111.4620027
Egypt,1980,0
Egypt,1981,0
Egypt,1982,0
Egypt,1983,0
Egypt,1984,0
Egypt,1985,0
Egypt,1986,0
Egypt,1987,0.004977561
Egypt,1988,0.005593283
Egypt,1989,0.006555298
Egypt,1990,0.007100178
Egypt,1991,0.007841417
Egypt,1992,0.008416892
Egypt,1993,0.011595444
Egypt,1994,0.012237709
Egypt,1995,0.012045436
Egypt,1996,0.011861838
Egypt,1997,0.103619882
Egypt,1998,0.141666208
Egypt,1999,0.738848579
Egypt,2000,2.056199148
Egypt,2001,4.157181333
Egypt,2002,6.580539155
Egypt,2003,8.349882145
Egypt,2004,10.82720009
Egypt,2005,18.98863599
Egypt,2006,24.66217297
Egypt,2007,40.54135052
Egypt,2008,54.69017202
Egypt,2009,72.09666743
Egypt,2010,90.50319174
Egypt,2011,105.0794228
Egypt,2012,119.9164442
Egypt,2013,121.507893
El Salvador,1980,0
El Salvador,1981,0
El Salvador,1982,0
El Salvador,1983,0
El Salvador,1984,0
El Salvador,1985,0
El Salvador,1986,0
El Salvador,1987,0
El Salvador,1988,0
El Salvador,1989,0
El Salvador,1990,0
El Salvador,1991,0
El Salvador,1992,0
El Salvador,1993,0.0291568
El Salvador,1994,0.085738294
El Salvador,1995,0.234428837
El Salvador,1996,0.400740518
El Salvador,1997,0.685934241
El Salvador,1998,2.325930133
El Salvador,1999,8.625088108
El Salvador,2000,12.47950508
El Salvador,2001,14.33148118
El Salvador,2002,14.79314975
El Salvador,2003,19.06983255
El Salvador,2004,30.28907507
El Salvador,2005,39.71573336
El Salvador,2006,63.17542366
El Salvador,2007,100.2356543
El Salvador,2008,112.9869326
El Salvador,2009,122.3621667
El Salvador,2010,123.8355503
El Salvador,2011,132.9256445
El Salvador,2012,137.3425261
El Salvador,2013,136.1874402
Equatorial Guinea,1980,0
Equatorial Guinea,1981,0
Equatorial Guinea,1982,0
Equatorial Guinea,1983,0
Equatorial Guinea,1984,0
Equatorial Guinea,1985,0
Equatorial Guinea,1986,0
Equatorial Guinea,1987,0
Equatorial Guinea,1988,0
Equatorial Guinea,1989,0
Equatorial Guinea,1990,0
Equatorial Guinea,1991,0
Equatorial Guinea,1992,0
Equatorial Guinea,1993,0
Equatorial Guinea,1994,0
Equatorial Guinea,1995,0
Equatorial Guinea,1996,0.013365791
Equatorial Guinea,1997,0.063655345
Equatorial Guinea,1998,0.061043034
Equatorial Guinea,1999,0.119481688
Equatorial Guinea,2000,0.964917528
Equatorial Guinea,2001,2.805878128
Equatorial Guinea,2002,5.803420028
Equatorial Guinea,2003,7.299244396
Equatorial Guinea,2004,10.56344638
Equatorial Guinea,2005,16.0524014
Equatorial Guinea,2006,19.30759738
Equatorial Guinea,2007,23.45149761
Equatorial Guinea,2008,27.35458379
Equatorial Guinea,2009,29.5486008
Equatorial Guinea,2010,57.35549085
Equatorial Guinea,2011,66.8802619
Equatorial Guinea,2012,68.05374469
Equatorial Guinea,2013,67.47338887
Eritrea,1980,0
Eritrea,1981,0
Eritrea,1982,0
Eritrea,1983,0
Eritrea,1984,0
Eritrea,1985,0
Eritrea,1986,0
Eritrea,1987,0
Eritrea,1988,0
Eritrea,1989,0
Eritrea,1990,0
Eritrea,1991,0
Eritrea,1992,0
Eritrea,1993,0
Eritrea,1994,0
Eritrea,1995,0
Eritrea,1996,0
Eritrea,1997,0
Eritrea,1998,0
Eritrea,1999,0
Eritrea,2000,0
Eritrea,2001,0
Eritrea,2002,0
Eritrea,2003,0
Eritrea,2004,0.428676577
Eritrea,2005,0.833074787
Eritrea,2006,1.23129209
Eritrea,2007,1.619011387
Eritrea,2008,2.018352101
Eritrea,2009,2.539273454
Eritrea,2010,3.227135845
Eritrea,2011,4.077954414
Eritrea,2012,4.979397878
Eritrea,2013,5.602975462
Estonia,1980,0
Estonia,1981,0
Estonia,1982,0
Estonia,1983,0
Estonia,1984,0
Estonia,1985,0
Estonia,1986,0
Estonia,1987,0
Estonia,1988,0
Estonia,1989,0
Estonia,1990,0
Estonia,1991,0.036792424
Estonia,1992,0.164001155
Estonia,1993,0.484397233
Estonia,1994,0.943535167
Estonia,1995,2.12493964
Estonia,1996,4.920277348
Estonia,1997,10.32159425
Estonia,1998,17.82710022
Estonia,1999,28.13023353
Estonia,2000,40.77249606
Estonia,2001,48.00416351
Estonia,2002,65.37189261
Estonia,2003,78.40820096
Estonia,2004,94.27919527
Estonia,2005,109.0700258
Estonia,2006,125.7645616
Estonia,2007,128.0786178
Estonia,2008,124.2110004
Estonia,2009,120.5357013
Estonia,2010,127.2827876
Estonia,2011,143.9260625
Estonia,2012,160.4107755
Estonia,2013,159.6607033
Ethiopia,1980,0
Ethiopia,1981,0
Ethiopia,1982,0
Ethiopia,1983,0
Ethiopia,1984,0
Ethiopia,1985,0
Ethiopia,1986,0
Ethiopia,1987,0
Ethiopia,1988,0
Ethiopia,1989,0
Ethiopia,1990,0
Ethiopia,1991,0
Ethiopia,1992,0
Ethiopia,1993,0
Ethiopia,1994,0
Ethiopia,1995,0
Ethiopia,1996,0
Ethiopia,1997,0
Ethiopia,1998,0
Ethiopia,1999,0.01050517
Ethiopia,2000,0.026894684
Ethiopia,2001,0.040466846
Ethiopia,2002,0.072008853
Ethiopia,2003,0.071293566
Ethiopia,2004,0.209993373
Ethiopia,2005,0.539116292
Ethiopia,2006,1.107028759
Ethiopia,2007,1.5023463
Ethiopia,2008,2.36564857
Ethiopia,2009,4.775809745
Ethiopia,2010,7.869542323
Ethiopia,2011,15.80285822
Ethiopia,2012,22.37451927
Ethiopia,2013,27.25468539
Faeroe Islands,1980,0
Faeroe Islands,1981,0
Faeroe Islands,1982,0
Faeroe Islands,1983,0
Faeroe Islands,1984,0
Faeroe Islands,1985,0
Faeroe Islands,1986,0
Faeroe Islands,1987,0
Faeroe Islands,1988,0
Faeroe Islands,1990,0
Faeroe Islands,1991,3.008674415
Faeroe Islands,1992,3.688278231
Faeroe Islands,1993,3.52654245
Faeroe Islands,1994,4.393732207
Faeroe Islands,1995,5.800585047
Faeroe Islands,1996,7.410685914
Faeroe Islands,1997,10.5847387
Faeroe Islands,1998,14.46392897
Faeroe Islands,1999,23.50179086
Faeroe Islands,2000,36.50383945
Faeroe Islands,2001,51.95077968
Faeroe Islands,2002,72.7461205
Faeroe Islands,2003,78.71574066
Faeroe Islands,2004,84.65827559
Faeroe Islands,2005,85.50562483
Faeroe Islands,2006,101.1150686
Faeroe Islands,2007,105.2770715
