Entity,Year,SRES A1 (GDP per capita; downscaling by Pretis & Roser (2016))
Democratic Republic of Congo,2060,842000000000
Democratic Republic of Congo,2065,1020000000000
Democratic Republic of Congo,2070,1190000000000
Democratic Republic of Congo,2075,1360000000000
Democratic Republic of Congo,2080,1560000000000
Democratic Republic of Congo,2085,1750000000000
Democratic Republic of Congo,2090,1940000000000
Democratic Republic of Congo,2095,2140000000000
Democratic Republic of Congo,2100,2330000000000
Denmark,1990,133000000000
Denmark,1995,149000000000
Denmark,2000,167000000000
Denmark,2005,184000000000
Denmark,2010,204000000000
Denmark,2015,227000000000
Denmark,2020,250000000000
Denmark,2025,278000000000
Denmark,2030,306000000000
Denmark,2035,337000000000
Denmark,2040,369000000000
Denmark,2045,400000000000
Denmark,2050,432000000000
Denmark,2055,477000000000
Denmark,2060,522000000000
Denmark,2065,567000000000
Denmark,2070,611000000000
Denmark,2075,656000000000
Denmark,2080,719000000000
Denmark,2085,782000000000
Denmark,2090,845000000000
Denmark,2095,908000000000
Denmark,2100,971000000000
Djibouti,1990,425000000
Djibouti,1995,507000000
Djibouti,2000,594000000
Djibouti,2005,829000000
Djibouti,2010,1140000000
Djibouti,2015,1620000000
Djibouti,2020,2090000000
Djibouti,2025,2890000000
Djibouti,2030,3700000000
Djibouti,2035,7460000000
Djibouti,2040,11200000000
Djibouti,2045,15000000000
Djibouti,2050,18800000000
Djibouti,2055,25300000000
Djibouti,2060,31900000000
Djibouti,2065,38500000000
Djibouti,2070,45100000000
Djibouti,2075,51700000000
Djibouti,2080,59100000000
Djibouti,2085,66400000000
Djibouti,2090,73700000000
Djibouti,2095,81100000000
Djibouti,2100,88400000000
Dominican Republic,1990,7070000000
Dominican Republic,1995,8350000000
Dominican Republic,2000,9760000000
Dominican Republic,2005,13800000000
Dominican Republic,2010,19500000000
Dominican Republic,2015,28900000000
Dominican Republic,2020,38300000000
Dominican Republic,2025,56500000000
Dominican Republic,2030,74700000000
Dominican Republic,2035,91900000000
Dominican Republic,2040,109000000000
Dominican Republic,2045,126000000000
Dominican Republic,2050,143000000000
Dominican Republic,2055,162000000000
Dominican Republic,2060,180000000000
Dominican Republic,2065,198000000000
Dominican Republic,2070,217000000000
Dominican Republic,2075,235000000000
Dominican Republic,2080,253000000000
Dominican Republic,2085,271000000000
Dominican Republic,2090,289000000000
Dominican Republic,2095,307000000000
Dominican Republic,2100,326000000000
Ecuador,1990,10700000000
Ecuador,1995,12600000000
Ecuador,2000,14800000000
Ecuador,2005,20800000000
Ecuador,2010,29400000000
Ecuador,2015,43700000000
Ecuador,2020,57900000000
Ecuador,2025,85400000000
Ecuador,2030,113000000000
Ecuador,2035,139000000000
Ecuador,2040,165000000000
Ecuador,2045,191000000000
Ecuador,2050,217000000000
Ecuador,2055,244000000000
Ecuador,2060,272000000000
Ecuador,2065,299000000000
Ecuador,2070,327000000000
Ecuador,2075,355000000000
Ecuador,2080,382000000000
Ecuador,2085,410000000000
Ecuador,2090,437000000000
Ecuador,2095,464000000000
Ecuador,2100,492000000000
Egypt,1990,43100000000
Egypt,1995,51300000000
Egypt,2000,59800000000
Egypt,2005,86000000000
Egypt,2010,122000000000
Egypt,2015,180000000000
Egypt,2020,238000000000
Egypt,2025,345000000000
Egypt,2030,451000000000
Egypt,2035,645000000000
Egypt,2040,840000000000
Egypt,2045,1030000000000
Egypt,2050,1230000000000
Egypt,2055,1430000000000
Egypt,2060,1620000000000
Egypt,2065,1820000000000
Egypt,2070,2020000000000
Egypt,2075,2210000000000
Egypt,2080,2430000000000
Egypt,2085,2650000000000
Egypt,2090,2870000000000
Egypt,2095,3090000000000
Egypt,2100,3310000000000
El Salvador,1990,4810000000
El Salvador,1995,5670000000
El Salvador,2000,6640000000
El Salvador,2005,9370000000
El Salvador,2010,13200000000
El Salvador,2015,19700000000
El Salvador,2020,26100000000
El Salvador,2025,38400000000
El Salvador,2030,50800000000
El Salvador,2035,62500000000
El Salvador,2040,74100000000
El Salvador,2045,85800000000
El Salvador,2050,97500000000
El Salvador,2055,110000000000
El Salvador,2060,122000000000
El Salvador,2065,135000000000
El Salvador,2070,147000000000
El Salvador,2075,160000000000
El Salvador,2080,172000000000
El Salvador,2085,184000000000
El Salvador,2090,197000000000
El Salvador,2095,209000000000
El Salvador,2100,221000000000
Equatorial Guinea,1990,132000000
Equatorial Guinea,1995,158000000
Equatorial Guinea,2000,185000000
Equatorial Guinea,2005,258000000
Equatorial Guinea,2010,356000000
Equatorial Guinea,2015,503000000
Equatorial Guinea,2020,650000000
Equatorial Guinea,2025,900000000
Equatorial Guinea,2030,1150000000
Equatorial Guinea,2035,2320000000
Equatorial Guinea,2040,3490000000
Equatorial Guinea,2045,4660000000
Equatorial Guinea,2050,5830000000
Equatorial Guinea,2055,7880000000
Equatorial Guinea,2060,9940000000
Equatorial Guinea,2065,12000000000
Equatorial Guinea,2070,14000000000
Equatorial Guinea,2075,16100000000
Equatorial Guinea,2080,18400000000
Equatorial Guinea,2085,20700000000
Equatorial Guinea,2090,22900000000
Equatorial Guinea,2095,25200000000
Equatorial Guinea,2100,27500000000
Estonia,1990,6760000000
Estonia,1995,5930000000
Estonia,2000,5200000000
Estonia,2005,7080000000
Estonia,2010,9640000000
Estonia,2015,13800000000
Estonia,2020,17900000000
Estonia,2025,25500000000
Estonia,2030,33100000000
Estonia,2035,44200000000
Estonia,2040,55300000000
Estonia,2045,66400000000
Estonia,2050,77500000000
Estonia,2055,89400000000
Estonia,2060,101000000000
Estonia,2065,113000000000
Estonia,2070,125000000000
Estonia,2075,137000000000
Estonia,2080,153000000000
Estonia,2085,168000000000
Estonia,2090,183000000000
Estonia,2095,198000000000
Estonia,2100,214000000000
Ethiopia,1990,6840000000
Ethiopia,1995,8170000000
Ethiopia,2000,9560000000
Ethiopia,2005,13400000000
Ethiopia,2010,18400000000
Ethiopia,2015,26000000000
Ethiopia,2020,33700000000
Ethiopia,2025,46600000000
Ethiopia,2030,59500000000
Ethiopia,2035,120000000000
Ethiopia,2040,181000000000
Ethiopia,2045,241000000000
Ethiopia,2050,302000000000
Ethiopia,2055,408000000000
Ethiopia,2060,514000000000
Ethiopia,2065,621000000000
Ethiopia,2070,727000000000
Ethiopia,2075,833000000000
Ethiopia,2080,951000000000
Ethiopia,2085,1070000000000
Ethiopia,2090,1190000000000
Ethiopia,2095,1310000000000
Ethiopia,2100,1420000000000
Fiji,1990,1380000000
Fiji,1995,1740000000
Fiji,2000,2160000000
Fiji,2005,3070000000
Fiji,2010,4360000000
Fiji,2015,6520000000
Fiji,2020,8670000000
Fiji,2025,12900000000
Fiji,2030,17000000000
Fiji,2035,23300000000
Fiji,2040,29600000000
Fiji,2045,35900000000
Fiji,2050,42200000000
Fiji,2055,55700000000
Fiji,2060,69100000000
Fiji,2065,82600000000
Fiji,2070,96100000000
Fiji,2075,110000000000
Fiji,2080,122000000000
Fiji,2085,134000000000
Fiji,2090,146000000000
Fiji,2095,159000000000
Fiji,2100,171000000000
Finland,1990,137000000000
Finland,1995,153000000000
Finland,2000,171000000000
Finland,2005,189000000000
Finland,2010,209000000000
Finland,2015,233000000000
Finland,2020,256000000000
Finland,2025,285000000000
Finland,2030,313000000000
Finland,2035,346000000000
Finland,2040,378000000000
Finland,2045,410000000000
Finland,2050,443000000000
Finland,2055,489000000000
Finland,2060,535000000000
Finland,2065,581000000000
Finland,2070,627000000000
Finland,2075,673000000000
Finland,2080,738000000000
Finland,2085,802000000000
Finland,2090,867000000000
Finland,2095,932000000000
Finland,2100,996000000000
France,1990,1220000000000
France,1995,1360000000000
France,2000,1520000000000
France,2005,1680000000000
France,2010,1860000000000
France,2015,2070000000000
France,2020,2280000000000
France,2025,2530000000000
France,2030,2790000000000
France,2035,3070000000000
France,2040,3360000000000
France,2045,3650000000000
France,2050,3940000000000
France,2055,4350000000000
France,2060,4760000000000
France,2065,5170000000000
France,2070,5570000000000
France,2075,5980000000000
France,2080,6560000000000
France,2085,7130000000000
France,2090,7710000000000
France,2095,8280000000000
France,2100,8850000000000
French Polynesia,1990,3180000000
French Polynesia,1995,4000000000
French Polynesia,2000,4980000000
French Polynesia,2005,7080000000
French Polynesia,2010,10100000000
French Polynesia,2015,15000000000
French Polynesia,2020,20000000000
French Polynesia,2025,29600000000
French Polynesia,2030,39300000000
French Polynesia,2035,53700000000
French Polynesia,2040,68200000000
French Polynesia,2045,82700000000
French Polynesia,2050,97200000000
French Polynesia,2055,128000000000
French Polynesia,2060,159000000000
French Polynesia,2065,190000000000
French Polynesia,2070,221000000000
French Polynesia,2075,252000000000
French Polynesia,2080,281000000000
French Polynesia,2085,309000000000
French Polynesia,2090,337000000000
French Polynesia,2095,365000000000
French Polynesia,2100,393000000000
Gabon,1990,5950000000
Gabon,1995,7110000000
Gabon,2000,8320000000
Gabon,2005,11600000000
Gabon,2010,16000000000
Gabon,2015,22700000000
Gabon,2020,29300000000
Gabon,2025,40600000000
Gabon,2030,51800000000
Gabon,2035,105000000000
Gabon,2040,157000000000
Gabon,2045,210000000000
Gabon,2050,263000000000
Gabon,2055,355000000000
Gabon,2060,448000000000
Gabon,2065,540000000000
Gabon,2070,632000000000
Gabon,2075,725000000000
Gabon,2080,828000000000
Gabon,2085,930000000000
Gabon,2090,1030000000000
Gabon,2095,1140000000000
Gabon,2100,1240000000000
Gambia,1990,317000000
Gambia,1995,378000000
Gambia,2000,443000000
Gambia,2005,619000000
Gambia,2010,853000000
Gambia,2015,1210000000
Gambia,2020,1560000000
Gambia,2025,2160000000
Gambia,2030,2760000000
Gambia,2035,5570000000
Gambia,2040,8370000000
Gambia,2045,11200000000
Gambia,2050,14000000000
Gambia,2055,18900000000
Gambia,2060,23800000000
Gambia,2065,28800000000
Gambia,2070,33700000000
Gambia,2075,38600000000
Gambia,2080,44100000000
Gambia,2085,49500000000
Gambia,2090,55000000000
Gambia,2095,60500000000
Gambia,2100,66000000000
Georgia,1990,12170731
Georgia,1995,10680542
Georgia,2000,9361849
Georgia,2005,12739712
Georgia,2010,17362971
Georgia,2015,24776098
Georgia,2020,32189225
Georgia,2025,45924305
Georgia,2030,59659385
Georgia,2035,79608738
Georgia,2040,99558091
Georgia,2045,120000000
Georgia,2050,140000000
Georgia,2055,161000000
Georgia,2060,183000000
Georgia,2065,204000000
Georgia,2070,226000000
Georgia,2075,247000000
Georgia,2080,275000000
Georgia,2085,302000000
Georgia,2090,330000000
Georgia,2095,357000000
Georgia,2100,385000000
Germany,1990,1720000000000
Germany,1995,1920000000000
Germany,2000,2150000000000
Germany,2005,2380000000000
Germany,2010,2630000000000
Germany,2015,2930000000000
Germany,2020,3220000000000
Germany,2025,3580000000000
Germany,2030,3940000000000
Germany,2035,4350000000000
Germany,2040,4760000000000
Germany,2045,5160000000000
Germany,2050,5570000000000
Germany,2055,6150000000000
Germany,2060,6730000000000
Germany,2065,7310000000000
Germany,2070,7890000000000
Germany,2075,8470000000000
Germany,2080,9280000000000
Germany,2085,10100000000000
Germany,2090,10900000000000
Germany,2095,11700000000000
Germany,2100,12500000000000
Ghana,1990,5890000000
Ghana,1995,7030000000
Ghana,2000,8220000000
Ghana,2005,11500000000
Ghana,2010,15800000000
Ghana,2015,22400000000
Ghana,2020,29000000000
Ghana,2025,40100000000
Ghana,2030,51200000000
Ghana,2035,103000000000
Ghana,2040,156000000000
Ghana,2045,208000000000
Ghana,2050,260000000000
Ghana,2055,351000000000
Ghana,2060,443000000000
Ghana,2065,534000000000
Ghana,2070,625000000000
Ghana,2075,717000000000
Ghana,2080,818000000000
Ghana,2085,920000000000
Ghana,2090,1020000000000
Ghana,2095,1120000000000
Ghana,2100,1220000000000
Greece,1990,84900000000
Greece,1995,95000000000
Greece,2000,106000000000
Greece,2005,117000000000
Greece,2010,130000000000
Greece,2015,145000000000
Greece,2020,159000000000
Greece,2025,177000000000
Greece,2030,195000000000
Greece,2035,215000000000
Greece,2040,235000000000
Greece,2045,255000000000
Greece,2050,275000000000
Greece,2055,304000000000
Greece,2060,332000000000
Greece,2065,361000000000
Greece,2070,389000000000
Greece,2075,418000000000
Greece,2080,458000000000
Greece,2085,498000000000
Greece,2090,538000000000
Greece,2095,578000000000
Greece,2100,619000000000
Guadeloupe,1990,2790000000
Guadeloupe,1995,3290000000
Guadeloupe,2000,3850000000
Guadeloupe,2005,5440000000
Guadeloupe,2010,7680000000
Guadeloupe,2015,11400000000
Guadeloupe,2020,15100000000
Guadeloupe,2025,22300000000
Guadeloupe,2030,29500000000
Guadeloupe,2035,36300000000
Guadeloupe,2040,43000000000
Guadeloupe,2045,49800000000
Guadeloupe,2050,56600000000
Guadeloupe,2055,63800000000
Guadeloupe,2060,71000000000
Guadeloupe,2065,78200000000
Guadeloupe,2070,85500000000
Guadeloupe,2075,92700000000
Guadeloupe,2080,99800000000
Guadeloupe,2085,107000000000
Guadeloupe,2090,114000000000
Guadeloupe,2095,121000000000
Guadeloupe,2100,128000000000
Guam,1995,0
Guam,2000,0
Guam,2005,0
Guam,2010,0
Guam,2015,0
Guam,2020,0
Guam,2025,0
Guam,2030,0
Guam,2035,0
Guam,2040,0
Guam,2045,0
Guam,2050,0
Guam,2055,0
Guam,2060,0
Guam,2065,0
Guam,2070,0
Guam,2075,0
Guam,2080,0
Guam,2085,0
Guam,2090,0
Guam,2095,0
Guam,2100,0
Guatemala,1990,7650000000
Guatemala,1995,9030000000
Guatemala,2000,10600000000
Guatemala,2005,14900000000
Guatemala,2010,21100000000
Guatemala,2015,31300000000
Guatemala,2020,41500000000
Guatemala,2025,61200000000
Guatemala,2030,80800000000
Guatemala,2035,99400000000
Guatemala,2040,118000000000
Guatemala,2045,137000000000
Guatemala,2050,155000000000
Guatemala,2055,175000000000
Guatemala,2060,195000000000
Guatemala,2065,214000000000
Guatemala,2070,234000000000
Guatemala,2075,254000000000
Guatemala,2080,274000000000
Guatemala,2085,293000000000
Guatemala,2090,313000000000
Guatemala,2095,332000000000
Guatemala,2100,352000000000
Guinea,1990,2820000000
Guinea,1995,3370000000
Guinea,2000,3940000000
Guinea,2005,5500000000
Guinea,2010,7580000000
Guinea,2015,10700000000
Guinea,2020,13900000000
Guinea,2025,19200000000
Guinea,2030,24500000000
Guinea,2035,49500000000
Guinea,2040,74500000000
Guinea,2045,99400000000
Guinea,2050,124000000000
Guinea,2055,168000000000
Guinea,2060,212000000000
Guinea,2065,256000000000
Guinea,2070,299000000000
Guinea,2075,343000000000
Guinea,2080,392000000000
Guinea,2085,440000000000
Guinea,2090,489000000000
Guinea,2095,538000000000
Guinea,2100,586000000000
Guinea-Bissau,1990,244000000
Guinea-Bissau,1995,291000000
Guinea-Bissau,2000,341000000
Guinea-Bissau,2005,476000000
Guinea-Bissau,2010,656000000
Guinea-Bissau,2015,928000000
Guinea-Bissau,2020,1200000000
Guinea-Bissau,2025,1660000000
Guinea-Bissau,2030,2120000000
Guinea-Bissau,2035,4280000000
Guinea-Bissau,2040,6450000000
Guinea-Bissau,2045,8610000000
Guinea-Bissau,2050,10800000000
Guinea-Bissau,2055,14600000000
Guinea-Bissau,2060,18300000000
Guinea-Bissau,2065,22100000000
Guinea-Bissau,2070,25900000000
Guinea-Bissau,2075,29700000000
Guinea-Bissau,2080,33900000000
Guinea-Bissau,2085,38100000000
Guinea-Bissau,2090,42300000000
Guinea-Bissau,2095,46600000000
Guinea-Bissau,2100,50800000000
Guyana,1990,397000000
Guyana,1995,468000000
Guyana,2000,547000000
Guyana,2005,773000000
Guyana,2010,1090000000
Guyana,2015,1620000000
Guyana,2020,2150000000
Guyana,2025,3170000000
Guyana,2030,4190000000
Guyana,2035,5150000000
Guyana,2040,6120000000
Guyana,2045,7080000000
Guyana,2050,8040000000
Guyana,2055,9070000000
Guyana,2060,10100000000
Guyana,2065,11100000000
Guyana,2070,12100000000
Guyana,2075,13200000000
Guyana,2080,14200000000
Guyana,2085,15200000000
Guyana,2090,16200000000
Guyana,2095,17200000000
Guyana,2100,18300000000
Haiti,1990,2980000000
Haiti,1995,3520000000
Haiti,2000,4120000000
Haiti,2005,5810000000
Haiti,2010,8210000000
Haiti,2015,12200000000
Haiti,2020,16200000000
Haiti,2025,23800000000
Haiti,2030,31500000000
Haiti,2035,38700000000
Haiti,2040,46000000000
Haiti,2045,53200000000
Haiti,2050,60400000000
Haiti,2055,68100000000
Haiti,2060,75900000000
Haiti,2065,83600000000
Haiti,2070,91300000000
Haiti,2075,99000000000
Haiti,2080,107000000000
Haiti,2085,114000000000
Haiti,2090,122000000000
Haiti,2095,130000000000
Haiti,2100,137000000000
Honduras,1990,3050000000
Honduras,1995,3600000000
Honduras,2000,4210000000
Honduras,2005,5950000000
Honduras,2010,8390000000
Honduras,2015,12500000000
Honduras,2020,16500000000
Honduras,2025,24400000000
Honduras,2030,32200000000
Honduras,2035,39600000000
Honduras,2040,47000000000
Honduras,2045,54400000000
Honduras,2050,61800000000
Honduras,2055,69700000000
Honduras,2060,77600000000
Honduras,2065,85500000000
Honduras,2070,93300000000
Honduras,2075,101000000000
Honduras,2080,109000000000
Honduras,2085,117000000000
Honduras,2090,125000000000
Honduras,2095,133000000000
Honduras,2100,140000000000
Hong Kong,1990,74800000000
Hong Kong,1995,94000000000
Hong Kong,2000,117000000000
Hong Kong,2005,166000000000
Hong Kong,2010,236000000000
Hong Kong,2015,353000000000
Hong Kong,2020,470000000000
Hong Kong,2025,696000000000
Hong Kong,2030,923000000000
Hong Kong,2035,1260000000000
Hong Kong,2040,1600000000000
Hong Kong,2045,1940000000000
Hong Kong,2050,2280000000000
Hong Kong,2055,3010000000000
Hong Kong,2060,3740000000000
Hong Kong,2065,4470000000000
Hong Kong,2070,5200000000000
Hong Kong,2075,5930000000000
Hong Kong,2080,6600000000000
Hong Kong,2085,7260000000000
Hong Kong,2090,7920000000000
Hong Kong,2095,8590000000000
Hong Kong,2100,9250000000000
Hungary,1990,33100000000
Hungary,1995,29000000000
Hungary,2000,25400000000
Hungary,2005,34600000000
Hungary,2010,47200000000
Hungary,2015,67300000000
Hungary,2020,87400000000
Hungary,2025,125000000000
Hungary,2030,162000000000
Hungary,2035,216000000000
Hungary,2040,270000000000
Hungary,2045,325000000000
Hungary,2050,379000000000
Hungary,2055,437000000000
Hungary,2060,496000000000
Hungary,2065,554000000000
Hungary,2070,613000000000
Hungary,2075,671000000000
Hungary,2080,746000000000
Hungary,2085,821000000000
Hungary,2090,896000000000
Hungary,2095,971000000000
Hungary,2100,1050000000000
Iceland,1990,6250000000
Iceland,1995,6990000000
Iceland,2000,7800000000
Iceland,2005,8630000000
Iceland,2010,9560000000
Iceland,2015,10600000000
Iceland,2020,11700000000
Iceland,2025,13000000000
Iceland,2030,14300000000
Iceland,2035,15800000000
Iceland,2040,17300000000
Iceland,2045,18700000000
Iceland,2050,20200000000
Iceland,2055,22300000000
Iceland,2060,24400000000
Iceland,2065,26500000000
Iceland,2070,28600000000
Iceland,2075,30700000000
Iceland,2080,33700000000
Iceland,2085,36600000000
Iceland,2090,39600000000
Iceland,2095,42500000000
Iceland,2100,45500000000
India,1990,316000000000
India,1995,397000000000
India,2000,495000000000
India,2005,704000000000
India,2010,999000000000
India,2015,1490000000000
India,2020,1990000000000
India,2025,2940000000000
India,2030,3900000000000
India,2035,5340000000000
India,2040,6780000000000
India,2045,8220000000000
India,2050,9660000000000
India,2055,12700000000000
India,2060,15800000000000
India,2065,18900000000000
India,2070,22000000000000
India,2075,25100000000000
India,2080,27900000000000
India,2085,30700000000000
India,2090,33500000000000
India,2095,36300000000000
India,2100,39100000000000
Indonesia,1990,114000000000
Indonesia,1995,144000000000
Indonesia,2000,179000000000
Indonesia,2005,255000000000
Indonesia,2010,362000000000
Indonesia,2015,540000000000
Indonesia,2020,719000000000
Indonesia,2025,1070000000000
Indonesia,2030,1410000000000
Indonesia,2035,1930000000000
Indonesia,2040,2450000000000
Indonesia,2045,2970000000000
Indonesia,2050,3500000000000
Indonesia,2055,4610000000000
Indonesia,2060,5730000000000
Indonesia,2065,6850000000000
Indonesia,2070,7960000000000
Indonesia,2075,9080000000000
Indonesia,2080,10100000000000
Indonesia,2085,11100000000000
Indonesia,2090,12100000000000
Indonesia,2095,13100000000000
Indonesia,2100,14200000000000
Iran,1990,120000000000
Iran,1995,143000000000
Iran,2000,167000000000
Iran,2005,240000000000
Iran,2010,341000000000
Iran,2015,503000000000
Iran,2020,666000000000
Iran,2025,962000000000
Iran,2030,1260000000000
Iran,2035,1800000000000
Iran,2040,2340000000000
Iran,2045,2890000000000
Iran,2050,3430000000000
Iran,2055,3980000000000
Iran,2060,4530000000000
Iran,2065,5080000000000
Iran,2070,5630000000000
Iran,2075,6180000000000
Iran,2080,6790000000000
Iran,2085,7400000000000
Iran,2090,8010000000000
Iran,2095,8620000000000
Iran,2100,9240000000000
Iraq,1990,48700000000
Iraq,1995,57800000000
Iraq,2000,67400000000
Iraq,2005,97100000000
Iraq,2010,138000000000
Iraq,2015,203000000000
Iraq,2020,269000000000
Iraq,2025,389000000000
Iraq,2030,509000000000
Iraq,2035,728000000000
Iraq,2040,947000000000
Iraq,2045,1170000000000
Iraq,2050,1390000000000
Iraq,2055,1610000000000
Iraq,2060,1830000000000
Iraq,2065,2050000000000
Iraq,2070,2280000000000
Iraq,2075,2500000000000
Iraq,2080,2750000000000
Iraq,2085,2990000000000
Iraq,2090,3240000000000
Iraq,2095,3490000000000
Iraq,2100,3730000000000
Ireland,1990,47300000000
Ireland,1995,52900000000
Ireland,2000,59100000000
Ireland,2005,65400000000
Ireland,2010,72400000000
Ireland,2015,80500000000
Ireland,2020,88700000000
Ireland,2025,98500000000
Ireland,2030,108000000000
Ireland,2035,120000000000
Ireland,2040,131000000000
Ireland,2045,142000000000
Ireland,2050,153000000000
Ireland,2055,169000000000
Ireland,2060,185000000000
Ireland,2065,201000000000
Ireland,2070,217000000000
Ireland,2075,233000000000
Ireland,2080,255000000000
Ireland,2085,277000000000
Ireland,2090,300000000000
Ireland,2095,322000000000
Ireland,2100,344000000000
Israel,1990,52500000000
Israel,1995,62400000000
Israel,2000,72700000000
Israel,2005,105000000000
Israel,2010,149000000000
Israel,2015,219000000000
Israel,2020,290000000000
Israel,2025,419000000000
Israel,2030,549000000000
Israel,2035,785000000000
Israel,2040,1020000000000
Israel,2045,1260000000000
Israel,2050,1490000000000
Israel,2055,1730000000000
Israel,2060,1970000000000
Israel,2065,2220000000000
Israel,2070,2460000000000
Israel,2075,2700000000000
Israel,2080,2960000000000
Israel,2085,3230000000000
Israel,2090,3490000000000
Israel,2095,3760000000000
Israel,2100,4030000000000
Italy,1990,1100000000000
Italy,1995,1230000000000
Italy,2000,1380000000000
Italy,2005,1520000000000
Italy,2010,1690000000000
Italy,2015,1880000000000
Italy,2020,2070000000000
Italy,2025,2300000000000
Italy,2030,2530000000000
Italy,2035,2790000000000
Italy,2040,3050000000000
Italy,2045,3310000000000
Italy,2050,3570000000000
Italy,2055,3940000000000
Italy,2060,4310000000000
Italy,2065,4680000000000
Italy,2070,5050000000000
Italy,2075,5430000000000
Italy,2080,5950000000000
Italy,2085,6470000000000
Italy,2090,6990000000000
Italy,2095,7510000000000
Italy,2100,8030000000000
Jamaica,1990,4240000000
Jamaica,1995,5000000000
Jamaica,2000,5850000000
Jamaica,2005,8270000000
Jamaica,2010,11700000000
Jamaica,2015,17300000000
Jamaica,2020,23000000000
Jamaica,2025,33900000000
Jamaica,2030,44800000000
Jamaica,2035,55100000000
Jamaica,2040,65400000000
Jamaica,2045,75600000000
Jamaica,2050,85900000000
Jamaica,2055,96900000000
Jamaica,2060,108000000000
Jamaica,2065,119000000000
Jamaica,2070,130000000000
Jamaica,2075,141000000000
Jamaica,2080,152000000000
Jamaica,2085,162000000000
Jamaica,2090,173000000000
Jamaica,2095,184000000000
Jamaica,2100,195000000000
Japan,1990,2970000000000
Japan,1995,3260000000000
Japan,2000,3560000000000
Japan,2005,3870000000000
Japan,2010,4230000000000
Japan,2015,4620000000000
Japan,2020,5010000000000
Japan,2025,5470000000000
Japan,2030,5940000000000
Japan,2035,6450000000000
Japan,2040,6960000000000
Japan,2045,7470000000000
Japan,2050,7980000000000
Japan,2055,8580000000000
Japan,2060,9180000000000
Japan,2065,9770000000000
Japan,2070,10400000000000
Japan,2075,11000000000000
Japan,2080,11700000000000
Japan,2085,12400000000000
Japan,2090,13100000000000
Japan,2095,13800000000000
Japan,2100,14500000000000
Jordan,1990,4020000000
Jordan,1995,4780000000
Jordan,2000,5570000000
Jordan,2005,8020000000
Jordan,2010,11400000000
Jordan,2015,16800000000
Jordan,2020,22200000000
Jordan,2025,32100000000
Jordan,2030,42000000000
Jordan,2035,60100000000
Jordan,2040,78300000000
Jordan,2045,96400000000
Jordan,2050,114000000000
Jordan,2055,133000000000
Jordan,2060,151000000000
Jordan,2065,170000000000
Jordan,2070,188000000000
Jordan,2075,206000000000
Jordan,2080,227000000000
Jordan,2085,247000000000
Jordan,2090,268000000000
Jordan,2095,288000000000
Jordan,2100,308000000000
Kazakhstan,1990,40300000000
Kazakhstan,1995,35400000000
Kazakhstan,2000,31000000000
Kazakhstan,2005,42200000000
Kazakhstan,2010,57500000000
Kazakhstan,2015,82100000000
Kazakhstan,2020,107000000000
Kazakhstan,2025,152000000000
Kazakhstan,2030,198000000000
Kazakhstan,2035,264000000000
Kazakhstan,2040,330000000000
Kazakhstan,2045,396000000000
Kazakhstan,2050,462000000000
Kazakhstan,2055,533000000000
Kazakhstan,2060,604000000000
Kazakhstan,2065,676000000000
Kazakhstan,2070,747000000000
Kazakhstan,2075,818000000000
Kazakhstan,2080,910000000000
Kazakhstan,2085,1000000000000
Kazakhstan,2090,1090000000000
Kazakhstan,2095,1180000000000
Kazakhstan,2100,1270000000000
Kenya,1990,8530000000
Kenya,1995,10200000000
Kenya,2000,11900000000
Kenya,2005,16700000000
Kenya,2010,23000000000
Kenya,2015,32500000000
Kenya,2020,42000000000
Kenya,2025,58100000000
Kenya,2030,74300000000
Kenya,2035,150000000000
Kenya,2040,225000000000
Kenya,2045,301000000000
Kenya,2050,377000000000
Kenya,2055,509000000000
Kenya,2060,642000000000
Kenya,2065,774000000000
Kenya,2070,907000000000
Kenya,2075,1040000000000
Kenya,2080,1190000000000
Kenya,2085,1330000000000
Kenya,2090,1480000000000
Kenya,2095,1630000000000
Kenya,2100,1780000000000
Kuwait,1990,18400000000
Kuwait,1995,21900000000
Kuwait,2000,25500000000
Kuwait,2005,36800000000
Kuwait,2010,52200000000
Kuwait,2015,77000000000
Kuwait,2020,102000000000
Kuwait,2025,147000000000
Kuwait,2030,193000000000
Kuwait,2035,276000000000
Kuwait,2040,359000000000
Kuwait,2045,442000000000
Kuwait,2050,525000000000
Kuwait,2055,609000000000
Kuwait,2060,693000000000
Kuwait,2065,778000000000
Kuwait,2070,862000000000
Kuwait,2075,946000000000
Kuwait,2080,1040000000000
Kuwait,2085,1130000000000
Kuwait,2090,1230000000000
Kuwait,2095,1320000000000
Kuwait,2100,1410000000000
Kyrgyzstan,1990,2970000000
Kyrgyzstan,1995,2600000000
Kyrgyzstan,2000,2280000000
Kyrgyzstan,2005,3100000000
Kyrgyzstan,2010,4230000000
Kyrgyzstan,2015,6040000000
Kyrgyzstan,2020,7840000000
Kyrgyzstan,2025,11200000000
Kyrgyzstan,2030,14500000000
Kyrgyzstan,2035,19400000000
Kyrgyzstan,2040,24300000000
Kyrgyzstan,2045,29100000000
Kyrgyzstan,2050,34000000000
Kyrgyzstan,2055,39200000000
Kyrgyzstan,2060,44500000000
Kyrgyzstan,2065,49700000000
Kyrgyzstan,2070,55000000000
Kyrgyzstan,2075,60200000000
Kyrgyzstan,2080,66900000000
Kyrgyzstan,2085,73600000000
Kyrgyzstan,2090,80400000000
Kyrgyzstan,2095,87100000000
