Entity,Year,Fertilizer consumption (FAO (2017) & Federico (2008))
Greece,2005,143.0409246
Greece,2006,124.629257
Greece,2007,96.90338917
Greece,2008,119.0477308
Greece,2009,63.0961916
Greece,2010,122.4959096
Greece,2011,159.7076803
Greece,2012,109.9188976
Greece,2013,152.920641
Greece,2014,157.2280769
Guatemala,2002,99.79017544
Guatemala,2003,91.67182663
Guatemala,2004,124.94625
Guatemala,2005,141.6907143
Guatemala,2006,136.0438247
Guatemala,2007,123.7734772
Guatemala,2008,92.00528302
Guatemala,2009,127.0685579
Guatemala,2010,189.1495552
Guatemala,2011,223.1694385
Guatemala,2012,250.1649237
Guatemala,2013,265.6686945
Guatemala,2014,269.3456843
Guinea,2002,1.0041841
Guinea,2003,0.793939394
Guinea,2004,1.030196078
Guinea,2005,0.919737322
Guinea,2006,0.883636364
Guinea,2007,1.213571429
Guinea,2008,1.29754386
Guinea,2009,0.634035088
Guinea,2010,0.932758621
Guinea,2011,3.583103448
Guinea,2012,2.502666667
Guinea,2013,1.267419355
Guinea,2014,0.968709677
Guyana,2002,33.11111111
Guyana,2003,23.05555556
Guyana,2004,44.83333333
Guyana,2005,22.09761905
Guyana,2006,32.58095238
Guyana,2007,32.6547619
Guyana,2008,56.79761905
Guyana,2009,20.2547619
Guyana,2010,39.31904762
Guyana,2011,27.84285714
Guyana,2012,33.0047619
Guyana,2013,48.22380952
Guyana,2014,39.54761905
Heavily indebted poor countries (HIPC),2002,6.90857486
Heavily indebted poor countries (HIPC),2003,6.163994376
Heavily indebted poor countries (HIPC),2004,10.11155511
Heavily indebted poor countries (HIPC),2005,8.161673765
Heavily indebted poor countries (HIPC),2006,9.099546357
Heavily indebted poor countries (HIPC),2007,10.00373239
Heavily indebted poor countries (HIPC),2008,9.0826286
Heavily indebted poor countries (HIPC),2009,8.690141987
Heavily indebted poor countries (HIPC),2010,11.1073423
Heavily indebted poor countries (HIPC),2011,11.20178024
Heavily indebted poor countries (HIPC),2012,13.71604096
Heavily indebted poor countries (HIPC),2013,12.94130774
Heavily indebted poor countries (HIPC),2014,14.0453319
High income,2002,123.2913973
High income,2003,129.5092139
High income,2004,130.0658768
High income,2005,126.7067745
High income,2006,126.3932162
High income,2007,132.789883
High income,2008,115.4265392
High income,2009,106.8141015
High income,2010,120.1474707
High income,2011,127.2391124
High income,2012,131.6316919
High income,2013,134.8696038
High income,2014,137.3954177
Honduras,2002,31.95692884
Honduras,2003,54.89700375
Honduras,2004,134.9666667
Honduras,2005,160.8514286
Honduras,2006,188.8352381
Honduras,2007,177.9952381
Honduras,2008,107.7308448
Honduras,2009,62.31862745
Honduras,2010,64.7245098
Honduras,2011,104.0705882
Honduras,2012,83.14313725
Honduras,2013,89.48333333
Honduras,2014,98.38823529
Hong Kong,2002,728.4
Hong Kong,2003,359.8
Hong Kong,2004,390.8
Hong Kong,2005,365.8
Hong Kong,2006,390
Hong Kong,2007,421
Hong Kong,2008,99
Hong Kong,2009,38
Hong Kong,2010,616.2857143
Hong Kong,2011,790.5714286
Hong Kong,2012,1297.096774
Hong Kong,2013,906.7741935
Hong Kong,2014,1966.451613
Hungary,2002,94.87624837
Hungary,2003,95.4970633
Hungary,2004,98.52109613
Hungary,2005,85.19886981
Hungary,2006,99.19512726
Hungary,2007,110.4094077
Hungary,2008,96.70076336
Hungary,2009,77.48222465
Hungary,2010,84.33424408
Hungary,2011,93.28828214
Hungary,2012,97.13372754
Hungary,2013,109.3967749
Hungary,2014,99.10286104
IBRD only,2002,119.9022597
IBRD only,2003,127.8967316
IBRD only,2004,134.8242582
IBRD only,2005,135.6138714
IBRD only,2006,142.0266348
IBRD only,2007,152.0762733
IBRD only,2008,152.6771123
IBRD only,2009,154.5231537
IBRD only,2010,165.3551814
IBRD only,2011,170.9529784
IBRD only,2012,169.1739179
IBRD only,2013,168.7788965
IBRD only,2014,172.9158473
Iceland,2002,145.751938
Iceland,2003,122.8837209
Iceland,2004,137.9224806
Iceland,2005,133.5581395
Iceland,2006,167.8217054
Iceland,2007,194.168
Iceland,2008,199.88
Iceland,2009,123.8467742
Iceland,2010,148.699187
Iceland,2011,159.1653028
Iceland,2012,176.4851485
Iceland,2013,168.8036304
Iceland,2014,201.7326733
IDA & IBRD total,2002,98.13308118
IDA & IBRD total,2003,103.757986
IDA & IBRD total,2004,109.8149651
IDA & IBRD total,2005,110.410616
IDA & IBRD total,2006,116.0965219
IDA & IBRD total,2007,123.0194127
IDA & IBRD total,2008,123.0717487
IDA & IBRD total,2009,125.2848676
IDA & IBRD total,2010,133.4642232
IDA & IBRD total,2011,137.3076638
IDA & IBRD total,2012,135.6446971
IDA & IBRD total,2013,136.4884075
IDA & IBRD total,2014,139.7763453
IDA blend,2002,40.80540578
IDA blend,2003,43.2425578
IDA blend,2004,43.76617215
IDA blend,2005,48.7440396
IDA blend,2006,58.74769706
IDA blend,2007,53.89158323
IDA blend,2008,54.42241015
IDA blend,2009,66.7141522
IDA blend,2010,66.37608244
IDA blend,2011,62.25552862
IDA blend,2012,59.27316936
IDA blend,2013,69.79537268
IDA blend,2014,65.78154518
IDA only,2002,18.88713011
IDA only,2003,16.94008751
IDA only,2004,21.41242331
IDA only,2005,20.19959336
IDA only,2006,21.06461767
IDA only,2007,21.51713053
IDA only,2008,20.78662706
IDA only,2009,19.24893637
IDA only,2010,21.52326496
IDA only,2011,24.19855289
IDA only,2012,25.90667408
IDA only,2013,25.37034754
IDA only,2014,27.53229596
IDA total,2002,27.05844079
IDA total,2003,26.61629816
IDA total,2004,29.55451456
IDA total,2005,30.55108308
IDA total,2006,34.80641908
IDA total,2007,33.16309303
IDA total,2008,32.57139478
IDA total,2009,35.18571898
IDA total,2010,36.60634078
IDA total,2011,37.02645167
IDA total,2012,37.12221002
IDA total,2013,40.22880349
IDA total,2014,40.33020271
India,2002,100.3290553
India,2003,105.1772039
India,2004,115.2715101
India,2005,127.614592
India,2006,136.4039215
India,2007,142.8352255
India,2008,153.3493908
India,2009,167.4572959
India,2010,179.0358769
India,2011,180.7482912
India,2012,164.7829264
India,2013,158.1543115
India,2014,165.1245523
Indonesia,2002,123.9590658
Indonesia,2003,131.1321521
Indonesia,2004,131.2093976
Indonesia,2005,143.9864029
Indonesia,2006,158.016093
Indonesia,2007,181.4572273
Indonesia,2008,184.5284581
Indonesia,2009,181.639661
Indonesia,2010,181.5166525
Indonesia,2011,198.4185957
Indonesia,2012,205.4442128
Indonesia,2013,201.6901277
Indonesia,2014,211.8047234
Iran,2002,78.73947221
Iran,2003,80.29135025
Iran,2004,103.7517262
Iran,2005,95.04796468
Iran,2006,113.9614394
Iran,2007,90.03865078
Iran,2008,99.84651013
Iran,2009,75.98002056
Iran,2010,57.82566602
Iran,2011,31.72702774
Iran,2012,31.30555925
Iran,2013,33.44176815
Iran,2014,31.57758562
Iraq,2004,24.36266667
Iraq,2005,41.61288462
Iraq,2006,46.25416667
Iraq,2007,37.56767677
Iraq,2008,56.94
Iraq,2009,72.48986301
Iraq,2010,34.29
Iraq,2011,39.09767442
Iraq,2012,44.68364642
Iraq,2013,43.572
Iraq,2014,31.93484307
Ireland,2002,597.017842
Ireland,2003,533.7732657
Ireland,2004,466.4315353
Ireland,2005,458.0371622
Ireland,2006,431.876843
Ireland,2007,427.5216981
Ireland,2008,378.1089918
Ireland,2009,477.3737374
Ireland,2010,462.4411474
Ireland,2011,430.480226
Ireland,2012,469.7324786
Ireland,2013,472.9047619
Ireland,2014,510.952741
Israel,2002,251.8624642
Israel,2003,282.9341317
Israel,2004,320.9003215
Israel,2005,292.6045016
Israel,2006,304.950495
Israel,2007,344.9967299
Israel,2008,280.6139473
Israel,2009,200.4600723
Israel,2010,206.4032698
Israel,2011,251.6063578
Israel,2012,278.8331072
Israel,2013,296.0111966
Israel,2014,239.2678869
Italy,1913,13.3
Italy,1922,11.7
Italy,1937,26
Italy,1957,42.4
Italy,1999,158.6
Italy,2002,171.1218776
Italy,2003,177.7024752
Italy,2004,181.4180975
Italy,2005,171.7530848
Italy,2006,177.0315889
Italy,2007,190.229954
Italy,2008,143.4762603
Italy,2009,120.1115886
Italy,2010,122.7459529
Italy,2011,134.3224702
Italy,2012,150.8159595
Italy,2013,129.0464333
Italy,2014,130.9453032
Jamaica,2002,94.67407407
Jamaica,2003,112.1925926
Jamaica,2004,123.9473684
Jamaica,2005,115.84375
Jamaica,2006,63.515625
Jamaica,2007,36.216
Jamaica,2008,37.64166667
Jamaica,2009,58.19166667
Jamaica,2010,62.625
Jamaica,2011,71.175
Jamaica,2012,87.375
Jamaica,2013,68.45833333
Jamaica,2014,65.525
Japan,1900,0.1
Japan,1913,3.4
Japan,1922,11.8
Japan,1937,29.7
Japan,1957,131
Japan,1999,290.4
Japan,2002,333.5444671
Japan,2003,335.1707983
Japan,2004,353.6837177
Japan,2005,347.9692661
Japan,2006,332.8275386
Japan,2007,350.4748035
Japan,2008,278.2286444
Japan,2009,238.9280391
Japan,2010,259.8344232
Japan,2011,263.8770569
Japan,2012,255.0920867
Japan,2013,253.1833845
Japan,2014,240.618044
Jordan,2002,1590.45641
Jordan,2003,916.1412429
Jordan,2004,476.5311005
Jordan,2005,784.0162162
Jordan,2006,693.4736842
Jordan,2007,1007.783321
Jordan,2008,337.4448161
Jordan,2009,394.8605578
Jordan,2010,187.7195946
Jordan,2011,1227.591116
Jordan,2012,1245.359447
Jordan,2013,681.8614719
Jordan,2014,388.0378947
Kazakhstan,2002,0.836099753
Kazakhstan,2003,1.190392187
Kazakhstan,2004,1.478292625
Kazakhstan,2005,1.428456392
Kazakhstan,2006,1.446743081
Kazakhstan,2007,2.056478081
Kazakhstan,2008,1.083457808
Kazakhstan,2009,1.970773843
Kazakhstan,2010,2.046032952
Kazakhstan,2011,2.995551839
Kazakhstan,2012,4.420250575
Kazakhstan,2013,2.888581955
Kazakhstan,2014,3.393910529
Kenya,2002,27.31310155
Kenya,2003,33.09677419
Kenya,2004,27.68086725
Kenya,2005,34.32655775
Kenya,2006,33.15480226
Kenya,2007,36.39528302
Kenya,2008,33.28754717
Kenya,2009,31.85709091
Kenya,2010,30.34709091
Kenya,2011,43.58206897
Kenya,2012,42.06033898
Kenya,2013,52.54086207
Kenya,2014,11.30327586
Kuwait,2002,1763.333333
Kuwait,2005,4349.090909
Kuwait,2006,2090.909091
Kuwait,2008,1261.946903
Kuwait,2009,57.14285714
Kuwait,2010,884
Kuwait,2011,971.8095238
Kuwait,2012,781.1
Kuwait,2013,237.9245283
Kuwait,2014,431.2631579
Kyrgyzstan,2002,7.050557621
Kyrgyzstan,2003,24.71056548
Kyrgyzstan,2004,21.68215892
Kyrgyzstan,2005,24.62850467
Kyrgyzstan,2006,22.19677495
Kyrgyzstan,2007,22.4546875
Kyrgyzstan,2008,18.9738179
Kyrgyzstan,2009,22.06818182
Kyrgyzstan,2010,22.65945777
Kyrgyzstan,2011,19.16843013
Kyrgyzstan,2012,24.31615228
Kyrgyzstan,2013,27.43020255
Kyrgyzstan,2014,23.05716071
Late-demographic dividend,2002,154.8056297
Late-demographic dividend,2003,164.8119437
Late-demographic dividend,2004,172.2742485
Late-demographic dividend,2005,169.6947378
Late-demographic dividend,2006,176.4512894
Late-demographic dividend,2007,191.2104138
Late-demographic dividend,2008,189.2548232
Late-demographic dividend,2009,188.8894408
Late-demographic dividend,2010,203.0798239
Late-demographic dividend,2011,211.2561249
Late-demographic dividend,2012,215.2854073
Late-demographic dividend,2013,216.4874022
Late-demographic dividend,2014,218.9859659
Latin America & Caribbean,2002,89.49247381
Latin America & Caribbean,2003,107.2607359
Latin America & Caribbean,2004,111.9367731
Latin America & Caribbean,2005,97.00066465
Latin America & Caribbean,2006,99.47740912
Latin America & Caribbean,2007,119.8999414
Latin America & Caribbean,2008,103.2387305
Latin America & Caribbean,2009,88.92580306
Latin America & Caribbean,2010,112.6478131
Latin America & Caribbean,2011,128.5993313
Latin America & Caribbean,2012,126.0203109
Latin America & Caribbean,2013,124.575876
Latin America & Caribbean,2014,127.907005
Latin America & Caribbean (excluding high income),2002,87.06501283
Latin America & Caribbean (excluding high income),2003,104.9286443
Latin America & Caribbean (excluding high income),2004,107.9910475
Latin America & Caribbean (excluding high income),2005,93.41054703
Latin America & Caribbean (excluding high income),2006,95.64370619
Latin America & Caribbean (excluding high income),2007,116.3961652
Latin America & Caribbean (excluding high income),2008,98.24507826
Latin America & Caribbean (excluding high income),2009,84.46593253
Latin America & Caribbean (excluding high income),2010,110.0767456
Latin America & Caribbean (excluding high income),2011,125.6103712
Latin America & Caribbean (excluding high income),2012,123.3136535
Latin America & Caribbean (excluding high income),2013,121.749813
Latin America & Caribbean (excluding high income),2014,125.7772186
Latin America & Caribbean (IDA & IBRD),2002,90.895381
Latin America & Caribbean (IDA & IBRD),2003,109.6163959
Latin America & Caribbean (IDA & IBRD),2004,114.2405716
Latin America & Caribbean (IDA & IBRD),2005,98.79284177
Latin America & Caribbean (IDA & IBRD),2006,101.05305
Latin America & Caribbean (IDA & IBRD),2007,121.8264762
Latin America & Caribbean (IDA & IBRD),2008,104.5668793
Latin America & Caribbean (IDA & IBRD),2009,90.49035835
Latin America & Caribbean (IDA & IBRD),2010,114.3957557
Latin America & Caribbean (IDA & IBRD),2011,130.3713003
Latin America & Caribbean (IDA & IBRD),2012,127.519623
Latin America & Caribbean (IDA & IBRD),2013,126.1114887
Latin America & Caribbean (IDA & IBRD),2014,129.1689233
Latvia,2002,50.5950668
Latvia,2003,49.49425287
Latvia,2004,64.12884044
Latvia,2005,68.04029304
Latvia,2006,62.65560166
Latvia,2007,67.72474747
Latvia,2008,66.94700855
Latvia,2009,64.88356164
Latvia,2010,77.64791134
Latvia,2011,83.23229706
Latvia,2012,90.11035654
Latvia,2013,99.5115894
Latvia,2014,100.3879239
Least developed countries: UN classification,2002,16.94138368
Least developed countries: UN classification,2003,14.12158696
Least developed countries: UN classification,2004,18.20515848
Least developed countries: UN classification,2005,16.81633446
Least developed countries: UN classification,2006,16.89344667
Least developed countries: UN classification,2007,17.69245929
Least developed countries: UN classification,2008,17.6581433
Least developed countries: UN classification,2009,16.84831574
Least developed countries: UN classification,2010,20.03928346
Least developed countries: UN classification,2011,22.56610766
Least developed countries: UN classification,2012,24.35690606
Least developed countries: UN classification,2013,24.12561788
Least developed countries: UN classification,2014,26.74865971
Lebanon,2002,358
Lebanon,2003,132.375
Lebanon,2004,142.3184153
Lebanon,2005,313.7614679
Lebanon,2006,297.8676471
Lebanon,2007,320.1043219
Lebanon,2008,219.5934959
Lebanon,2009,234.2926829
Lebanon,2010,296.7368421
Lebanon,2011,409.096
Lebanon,2012,443.6363636
Lebanon,2013,482.530303
Lebanon,2014,473.9015152
Libya,2002,66.29201102
Libya,2003,33.06997245
Libya,2004,51.65657143
Libya,2005,67.128
Libya,2006,42.30857143
Libya,2007,60.96
Libya,2008,27.26857143
Libya,2009,33.66857143
Libya,2010,18.65967366
Libya,2011,38.60722611
Libya,2012,33.09534884
Libya,2013,4.279069767
Libya,2014,4.58255814
Lithuania,2002,110.1549725
Lithuania,2003,147.3842623
Lithuania,2004,173.7602079
Lithuania,2005,97.56412274
Lithuania,2006,102.1678731
Lithuania,2007,90.06537372
Lithuania,2008,86.6811711
Lithuania,2009,44.25573355
Lithuania,2010,103.5348312
Lithuania,2011,77.63279499
Lithuania,2012,98.61756249
Lithuania,2013,84.45230299
Lithuania,2014,102.2895924
Low & middle income,2002,97.21044245
Low & middle income,2003,102.6002735
Low & middle income,2004,108.4701098
Low & middle income,2005,108.8051008
Low & middle income,2006,114.4884405
Low & middle income,2007,121.2570684
Low & middle income,2008,121.3572672
Low & middle income,2009,124.0601214
Low & middle income,2010,132.1372025
Low & middle income,2011,136.054424
Low & middle income,2012,134.3964845
Low & middle income,2013,135.2618167
Low & middle income,2014,138.1755002
Low income,2002,6.855650844
Low income,2003,5.439573322
Low income,2004,8.555216625
Low income,2005,6.930214356
Low income,2006,7.670087584
Low income,2007,8.409844737
Low income,2008,7.987640457
Low income,2009,7.904739734
Low income,2010,10.30894125
Low income,2011,10.12201438
Low income,2012,12.11181376
Low income,2013,11.9442847
Low income,2014,13.46014009
Lower middle income,2002,77.1264168
Lower middle income,2003,81.15557718
Lower middle income,2004,87.15672633
Lower middle income,2005,92.7080879
Lower middle income,2006,97.82242107
Lower middle income,2007,102.1213424
Lower middle income,2008,106.7281986
Lower middle income,2009,114.7001218
Lower middle income,2010,120.0057342
Lower middle income,2011,122.7114798
Lower middle income,2012,115.9140143
Lower middle income,2013,116.6946975
Lower middle income,2014,120.6207647
Luxembourg,2002,581.1451613
Luxembourg,2003,267.4677419
Luxembourg,2004,333.6129032
Luxembourg,2005,313.15
Luxembourg,2006,293.6333333
Luxembourg,2007,276.4098361
Luxembourg,2008,250.516129
Luxembourg,2009,244.5847499
Luxembourg,2010,258.1920904
Luxembourg,2011,270.6052801
Luxembourg,2012,258.519821
Luxembourg,2013,247.5900721
Luxembourg,2014,413.4962466
Macedonia,2002,30.85971944
Macedonia,2003,32.80467091
Macedonia,2004,53.48156182
Macedonia,2005,62.02232143
Macedonia,2006,57.46697039
Macedonia,2007,67.12296984
Macedonia,2008,56.15801887
Macedonia,2009,56.69761905
Macedonia,2010,67.11111111
Macedonia,2011,63.61835749
Macedonia,2012,57.32125604
Macedonia,2013,69.23728814
Macedonia,2014,71.67391304
Madagascar,2002,2.094237288
Madagascar,2003,2.148135593
Madagascar,2004,2.203050847
Madagascar,2005,5.450666667
Madagascar,2006,2.466333333
Madagascar,2007,3.191666667
Madagascar,2008,4.1428125
Madagascar,2009,2.266571429
Madagascar,2010,2.416285714
Madagascar,2011,3.159428571
Madagascar,2012,2.441142857
Madagascar,2013,2.817428571
Madagascar,2014,5.544285714
Malawi,2002,29.71368421
Malawi,2003,31.07733333
Malawi,2004,34.406
Malawi,2005,30.491875
Malawi,2006,36.82454545
Malawi,2007,41.71866667
Malawi,2008,34.87043478
Malawi,2009,30.84571429
Malawi,2010,35.37648649
Malawi,2011,29.52277778
Malawi,2012,39.91173333
Malawi,2013,45.61578947
Malawi,2014,36.49631579
Malaysia,2002,1177.018762
Malaysia,2003,1304.132032
Malaysia,2004,1627.809368
Malaysia,2005,1457.356934
Malaysia,2006,1662.098845
Malaysia,2007,1836.520577
Malaysia,2008,2026.900858
Malaysia,2009,1527.602371
Malaysia,2010,2002.72073
Malaysia,2011,1553.743187
Malaysia,2012,1635.654737
Malaysia,2013,1724.380503
Malaysia,2014,2063.928721
Maldives,2002,6
Maldives,2003,8
Maldives,2004,10.33333333
Maldives,2005,29.66666667
Maldives,2006,117.6666667
Maldives,2007,87.33333333
Maldives,2008,16.75
Maldives,2009,98.5
Maldives,2010,94.35897436
Maldives,2011,36.66666667
Maldives,2012,123.8461538
Maldives,2013,192.3076923
Maldives,2014,207.4358974
Mali,2004,52.04158337
Mali,2005,15.69248617
Mali,2006,17.50132112
Mali,2007,31.05027548
Mali,2008,22.48168721
Mali,2009,6.088979122
Mali,2010,19.60038333
Mali,2011,22.00728757
Mali,2012,26.03060778
Mali,2013,31.48697551
Mali,2014,29.06114491
Malta,2002,103.2222222
Malta,2003,94.19354839
Malta,2004,130
Malta,2005,105.6097561
Malta,2006,148
Malta,2007,110.75
Malta,2008,74
Malta,2009,54.25
Malta,2010,63.76651982
Malta,2011,91.85022026
Malta,2012,259.3333333
Malta,2013,416.8338907
Malta,2014,468.0044593
Marshall Islands,2002,2
Marshall Islands,2003,2
Marshall Islands,2004,0.5
Marshall Islands,2005,0.5
Mauritius,2002,318.3707865
Mauritius,2003,299.4545455
Mauritius,2004,307.6896552
Mauritius,2005,352.1529412
Mauritius,2006,257.8674699
Mauritius,2007,282.2222222
Mauritius,2008,228.775
Mauritius,2009,227.9625
Mauritius,2010,163.2
Mauritius,2011,243.2307692
Mauritius,2012,224.1842105
Mauritius,2013,192.0133333
Mauritius,2014,211.6533333
Mexico,2002,65.2603951
Mexico,2003,66.75558092
Mexico,2004,73.21211338
Mexico,2005,79.18938874
Mexico,2006,69.03282969
Mexico,2007,75.04081806
Mexico,2008,52.15676989
Mexico,2009,51.92485767
Mexico,2010,75.0576424
Mexico,2011,72.87861775
Mexico,2012,78.38051836
Mexico,2013,78.76539717
Mexico,2014,83.57028133
Middle East & North Africa,2002,81.03062898
Middle East & North Africa,2003,90.24799937
Middle East & North Africa,2004,97.17552638
Middle East & North Africa,2005,100.7274008
Middle East & North Africa,2006,97.16677346
Middle East & North Africa,2007,92.47078721
Middle East & North Africa,2008,99.06791279
Middle East & North Africa,2009,82.27895173
Middle East & North Africa,2010,81.50356461
Middle East & North Africa,2011,85.19897316
Middle East & North Africa,2012,97.48089031
Middle East & North Africa,2013,88.5117414
Middle East & North Africa,2014,90.01885757
Middle East & North Africa (excluding high income),2002,79.78917655
Middle East & North Africa (excluding high income),2003,85.73155247
Middle East & North Africa (excluding high income),2004,93.60689725
Middle East & North Africa (excluding high income),2005,98.03726796
Middle East & North Africa (excluding high income),2006,93.81224393
Middle East & North Africa (excluding high income),2007,86.7582397
Middle East & North Africa (excluding high income),2008,98.33680545
Middle East & North Africa (excluding high income),2009,81.58567923
Middle East & North Africa (excluding high income),2010,77.44075407
Middle East & North Africa (excluding high income),2011,75.79422188
Middle East & North Africa (excluding high income),2012,74.90280693
Middle East & North Africa (excluding high income),2013,71.14272149
Middle East & North Africa (excluding high income),2014,74.08820636
Middle East & North Africa (IDA & IBRD),2002,79.78917655
Middle East & North Africa (IDA & IBRD),2003,85.73155247
Middle East & North Africa (IDA & IBRD),2004,93.60689725
Middle East & North Africa (IDA & IBRD),2005,98.03726796
Middle East & North Africa (IDA & IBRD),2006,93.81224393
Middle East & North Africa (IDA & IBRD),2007,86.7582397
Middle East & North Africa (IDA & IBRD),2008,98.33680545
Middle East & North Africa (IDA & IBRD),2009,81.58567923
Middle East & North Africa (IDA & IBRD),2010,77.44075407
Middle East & North Africa (IDA & IBRD),2011,75.79422188
Middle East & North Africa (IDA & IBRD),2012,74.90280693
Middle East & North Africa (IDA & IBRD),2013,71.14272149
Middle East & North Africa (IDA & IBRD),2014,74.08820636
Middle income,2002,106.5553875
Middle income,2003,112.942816
Middle income,2004,119.234302
Middle income,2005,119.992948
Middle income,2006,126.3331673
Middle income,2007,134.0505423
Middle income,2008,134.8619871
Middle income,2009,137.7809858
Middle income,2010,146.8835801
Middle income,2011,151.7691127
Middle income,2012,149.9378016
Middle income,2013,150.7226639
Middle income,2014,153.7054896
Moldova,2002,8.138903961
Moldova,2003,7.533875339
Moldova,2004,8.315217391
Moldova,2005,9.001636661
Moldova,2006,8.46043956
Moldova,2007,11.02250274
Moldova,2008,12.45304778
Moldova,2009,9.364336819
Moldova,2010,11.05956977
Moldova,2011,13.04748758
Moldova,2012,19.12899669
Moldova,2013,24.66960352
Moldova,2014,39.84589983
Mongolia,2002,5.883597884
Mongolia,2003,5.705965909
Mongolia,2004,8.342329545
Mongolia,2005,5.261870504
Mongolia,2006,9.359195402
Mongolia,2007,8.560455192
Mongolia,2008,8.322541966
Mongolia,2009,12.17041801
Mongolia,2010,18.04560261
Mongolia,2011,22.85597381
Mongolia,2012,25.14219474
Mongolia,2013,43.63700565
Mongolia,2014,32.9583921
Montenegro,2006,18.70114943
Montenegro,2007,15.63218391
Montenegro,2008,14.79190751
Montenegro,2009,11.32947977
Montenegro,2010,14.35465116
Montenegro,2011,12.54913295
Montenegro,2012,12.4127907
Montenegro,2013,324.7435897
Montenegro,2014,271.9358534
Morocco,2002,65.55427279
Morocco,2003,55.31120928
Morocco,2004,48.95761267
Morocco,2005,63.78724452
Morocco,2006,60.16865079
Morocco,2007,58.82951023
Morocco,2008,53.82662692
Morocco,2009,41.06535151
Morocco,2010,57.17102454
Morocco,2011,59.12004408
Morocco,2012,56.99266808
Morocco,2013,63.57613776
Morocco,2014,66.70885609
Mozambique,2002,5.97752809
Mozambique,2003,0.736222222
Mozambique,2004,2.259782609
Mozambique,2005,1.4274
Mozambique,2006,4.643061224
Mozambique,2007,2.660769231
Mozambique,2008,11.41722222
Mozambique,2009,4.033454545
Mozambique,2010,8.199469027
Mozambique,2011,7.355929204
Mozambique,2012,5.994159292
Mozambique,2013,10.58424779
Mozambique,2014,14.89274336
Myanmar,2002,4.290103427
Myanmar,2003,10.30900416
Myanmar,2004,19.91162228
Myanmar,2005,6.52112536
Myanmar,2006,9.01625387
Myanmar,2007,15.77290347
Myanmar,2008,7.609687675
Myanmar,2009,6.236427645
Myanmar,2010,6.637221349
Myanmar,2011,14.99517894
Myanmar,2012,15.75165101
Myanmar,2013,17.1007241
Myanmar,2014,20.46834739
Namibia,2002,3.903186275
Namibia,2003,1.411042945
Namibia,2004,3.204907975
Namibia,2005,1.911547912
Namibia,2006,2.846248462
Namibia,2007,2.465
Namibia,2008,0.28625
Namibia,2009,1.59
Namibia,2010,4.43375
Namibia,2011,6.605
Namibia,2012,6.1125
Namibia,2013,3.76875
Namibia,2014,2.15625
Nepal,2002,16.68094218
Nepal,2003,5.0587473
Nepal,2004,8.025217391
Nepal,2005,3.568859649
Nepal,2006,5.642035398
Nepal,2007,1.608928571
Nepal,2008,1.364864865
Nepal,2009,18.20272727
Nepal,2010,25.08669725
Nepal,2011,35.8098673
Nepal,2012,26.69499528
Nepal,2013,54.44512772
Nepal,2014,67.37048777
Netherlands,1913,163.7
Netherlands,1922,188.6
Netherlands,1937,299.2
Netherlands,1957,204.2
Netherlands,1999,494.5
Netherlands,2002,428.8231441
Netherlands,2003,438.2913907
Netherlands,2004,357.3135255
Netherlands,2005,337.8064806
Netherlands,2006,353.1463825
Netherlands,2007,302.1390828
Netherlands,2008,267.7086068
Netherlands,2009,238.1710439
Netherlands,2010,293.3258361
Netherlands,2011,246.8111332
Netherlands,2012,270.0296736
Netherlands,2013,231.1276965
Netherlands,2014,241.1856459
New Caledonia,2002,260.5882353
New Caledonia,2003,536.4705882
New Caledonia,2004,231.3235294
New Caledonia,2005,282.5
New Caledonia,2006,240
New Caledonia,2007,267.6470588
New Caledonia,2008,199.4117647
New Caledonia,2009,99.41176471
New Caledonia,2010,150
New Caledonia,2011,209.3846154
New Caledonia,2012,227.3333333
New Caledonia,2013,236.2903226
New Caledonia,2014,287.3397436
New Zealand,2002,1836.390756
New Zealand,2003,2279.081928
New Zealand,2004,1760.647619
New Zealand,2005,2718.687059
New Zealand,2006,2494.977444
New Zealand,2007,2304.607889
New Zealand,2008,1726.609272
New Zealand,2009,1271.819533
New Zealand,2010,1270.635271
New Zealand,2011,1780.609342
New Zealand,2012,1692.766208
New Zealand,2013,1493.239488
New Zealand,2014,1490.952542
Nicaragua,2002,28.4085
Nicaragua,2003,31.89560976
Nicaragua,2004,32.97538462
Nicaragua,2005,28.1135
Nicaragua,2006,32.62741935
Nicaragua,2007,31.47
Nicaragua,2008,27.10823529
Nicaragua,2009,34.69151515
Nicaragua,2010,34.73612018
Nicaragua,2011,51.57285429
Nicaragua,2012,50.20496084
Nicaragua,2013,34.41954787
Nicaragua,2014,50.94215426
Niger,2002,0.611819484
Niger,2003,0.29366548
Niger,2004,0.239985821
Niger,2005,0.38766551
Niger,2006,0.527622551
Niger,2007,0.354907873
Niger,2008,0.153418231
Niger,2009,0.353489933
Niger,2010,0.49602649
Niger,2011,0.485641026
Niger,2012,0.922389937
Niger,2013,0.672767296
Niger,2014,1.070503145
Nigeria,2002,4.528882353
Nigeria,2003,6.141
Nigeria,2004,4.545114286
Nigeria,2005,7.197333333
Nigeria,2006,10.03888587
Nigeria,2007,4.205054054
Nigeria,2008,5.876833333
Nigeria,2009,5.26103125
Nigeria,2010,12.21366667
Nigeria,2011,6.561294118
Nigeria,2012,11.38334286
Nigeria,2013,16.17729412
Nigeria,2014,10.88108824
North America,2002,101.0415815
