Entity,Year,Abortion related,Airports & Aircraft,Business,Educational Institution,Food or Water Supply,Government (Diplomatic),Government (General),Journalists & Media,Maritime,Military,NGO,Other,Police,Private Citizens & Property,Religious Figures/Institutions,Telecommunications,Terrorists/Non-State Militia,Tourists,Transportation,Unknown,Utilities,Violent Political Party
Chad,1995,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chad,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chad,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chad,2002,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Chad,2006,0,0,0,0,0,1,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0
Chad,2007,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
Chad,2008,0,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
Chad,2009,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Chad,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chad,2015,0,0,0,0,0,0,0,0,0,6,0,0,3,18,0,0,0,0,0,0,0,0
Chad,2016,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Chad,2017,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Chile,1973,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Chile,1976,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,1977,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chile,1978,0,0,1,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Chile,1979,0,0,18,2,0,1,6,4,0,1,0,0,6,8,0,0,0,0,3,0,0,0
Chile,1980,0,0,24,1,0,0,4,1,0,0,1,0,2,2,4,0,0,0,1,0,1,0
Chile,1981,0,0,13,1,0,0,3,1,0,1,0,0,7,4,0,0,0,0,1,0,2,0
Chile,1982,0,0,2,0,0,1,2,2,0,0,0,0,2,2,0,0,0,0,1,0,9,0
Chile,1983,0,2,9,3,0,2,7,2,0,0,0,0,14,10,0,0,0,0,40,0,16,0
Chile,1984,0,0,98,13,4,4,32,16,1,8,1,0,34,45,8,0,0,1,69,2,224,0
Chile,1985,0,1,56,7,0,4,31,4,0,7,1,0,16,26,3,0,0,0,39,0,37,0
Chile,1986,0,0,81,4,2,6,15,6,1,6,1,0,9,19,6,0,0,0,41,0,43,0
Chile,1987,0,0,21,3,1,0,24,17,0,6,0,0,21,26,3,0,0,0,18,0,33,0
Chile,1988,0,0,24,1,0,1,28,8,0,8,0,0,17,26,3,0,0,0,26,1,39,1
Chile,1989,0,0,20,2,1,5,19,9,0,8,0,0,23,10,12,0,0,0,5,0,27,1
Chile,1990,0,0,42,3,0,2,17,4,0,8,0,0,16,18,27,0,0,1,6,0,9,6
Chile,1991,0,0,19,3,0,3,18,3,0,3,0,0,30,5,34,0,0,0,2,0,0,6
Chile,1992,0,0,17,2,0,3,19,3,0,2,0,0,14,9,31,0,0,0,1,0,11,3
Chile,1994,0,0,4,1,0,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0
Chile,1995,0,0,2,2,0,1,4,1,0,2,0,0,1,1,0,0,0,0,0,0,2,1
Chile,1996,0,0,0,1,1,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Chile,1997,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Chile,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,1999,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2001,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2003,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2007,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Chile,2008,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chile,2009,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2010,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Chile,2011,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2013,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Chile,2014,0,0,5,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,2,1,0,0
Chile,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chile,2016,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,2,0
Chile,2017,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
China,1989,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,1992,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0
China,1994,0,3,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
China,1995,0,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
China,1996,0,1,3,0,0,1,3,0,0,0,0,0,2,3,0,0,0,0,48,1,0,0
China,1997,0,1,2,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,8,0,1,0
China,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
China,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
China,2001,0,0,4,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
China,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
China,2003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
China,2008,0,0,3,0,0,0,2,0,0,0,0,0,5,3,0,0,0,1,4,2,0,0
China,2009,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0
China,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
China,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
China,2012,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
China,2013,0,0,3,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
China,2014,0,1,6,0,0,0,3,1,0,0,0,0,14,7,1,0,0,0,4,0,0,0
China,2015,0,1,2,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,2,1,0,0
China,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
China,2017,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
Colombia,1970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1972,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1973,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1975,0,0,1,0,0,0,0,1,0,2,0,0,2,4,0,0,0,0,0,0,0,0
Colombia,1976,0,0,10,1,0,4,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
Colombia,1977,0,2,31,1,0,1,6,1,0,3,0,0,3,12,0,0,1,0,2,0,15,0
Colombia,1978,0,2,45,3,0,6,36,5,0,4,0,0,20,21,2,0,1,0,10,0,1,0
Colombia,1979,0,1,30,4,0,4,18,9,0,19,0,0,15,28,1,0,0,0,9,0,1,0
Colombia,1980,0,2,28,9,0,6,31,8,0,6,0,0,16,30,3,0,0,0,1,0,0,0
Colombia,1981,0,3,34,4,0,1,11,4,0,38,1,0,21,35,3,0,0,1,3,2,9,0
Colombia,1982,0,2,38,10,0,7,22,10,0,40,0,0,22,50,3,0,0,0,12,1,2,0
Colombia,1983,0,1,45,3,0,6,22,12,0,48,0,0,23,57,8,0,2,0,2,1,3,0
Colombia,1984,0,2,24,5,0,6,20,7,1,42,0,0,35,68,2,0,2,0,16,2,3,1
Colombia,1985,0,3,51,7,0,7,32,3,0,80,1,0,79,55,3,0,1,0,47,0,12,1
Colombia,1986,0,2,33,4,0,9,45,2,0,64,0,0,41,63,3,0,2,0,15,2,21,0
Colombia,1987,0,0,29,5,1,1,69,12,0,65,0,0,41,60,4,0,1,0,30,3,16,0
Colombia,1988,0,2,51,4,0,7,89,18,0,77,2,0,54,76,5,0,0,0,12,1,27,0
Colombia,1989,0,8,131,15,2,1,104,29,1,49,0,0,49,52,8,0,2,1,4,1,29,0
Colombia,1990,0,1,44,6,0,1,62,8,0,21,0,0,102,61,6,0,2,0,8,2,22,0
Colombia,1991,0,5,52,0,0,0,51,5,0,71,0,0,57,53,6,0,2,0,29,0,85,0
Colombia,1992,0,9,118,1,0,4,33,5,0,48,0,0,86,74,1,0,4,0,35,15,85,0
Colombia,1994,0,3,37,5,0,2,44,1,0,10,1,0,30,17,12,0,1,1,21,2,11,0
Colombia,1995,0,1,27,0,0,3,12,1,0,13,0,0,25,17,0,0,1,1,2,11,8,0
Colombia,1996,0,2,70,2,0,1,45,3,0,19,0,0,52,99,4,0,6,0,23,14,66,0
Colombia,1997,0,4,87,1,0,1,164,12,2,27,5,0,50,152,4,0,7,1,44,11,26,0
Colombia,1998,0,2,12,0,0,0,16,0,1,20,0,0,12,11,6,0,0,2,3,0,9,0
Colombia,1999,0,2,24,4,0,0,10,4,1,5,1,0,16,39,3,0,0,1,1,0,5,0
Colombia,2000,0,0,28,2,2,0,15,2,1,6,2,0,14,43,5,0,0,1,6,0,10,0
Colombia,2001,0,2,27,3,0,2,30,5,2,2,2,0,11,96,2,0,0,2,8,0,10,0
Colombia,2002,0,2,19,0,1,0,29,4,0,11,0,0,17,32,5,0,0,2,10,2,13,0
Colombia,2003,0,0,13,1,1,0,11,3,0,12,1,0,9,18,0,0,0,0,3,0,24,0
Colombia,2004,0,0,4,0,0,0,5,1,0,2,0,0,9,9,2,0,0,0,2,1,2,0
Colombia,2005,0,0,3,0,0,0,6,2,0,4,0,0,11,9,3,0,0,0,1,0,3,0
Colombia,2006,0,0,6,0,0,0,9,0,0,2,1,0,3,11,0,0,0,0,7,0,4,0
Colombia,2007,0,0,3,0,0,0,7,0,0,3,0,0,7,7,0,0,0,0,0,0,3,0
Colombia,2008,0,0,26,2,1,2,15,1,0,5,2,0,5,34,1,0,2,1,14,2,20,0
Colombia,2009,0,1,31,1,1,0,26,2,1,0,5,0,4,37,0,0,0,0,17,0,13,0
Colombia,2010,0,1,29,1,1,0,20,2,0,9,1,0,6,31,3,0,0,0,11,0,20,0
Colombia,2011,0,0,19,1,0,0,10,1,1,5,0,0,7,23,0,0,0,0,9,0,18,0
Colombia,2012,0,2,13,0,0,1,3,2,0,22,0,0,30,7,1,0,0,1,11,1,21,0
Colombia,2013,0,2,8,0,1,0,5,2,0,35,0,0,39,5,0,0,1,2,7,5,37,0
Colombia,2014,0,0,25,1,2,0,10,2,0,39,0,0,46,20,0,0,0,0,20,26,39,0
Colombia,2015,0,0,15,2,2,0,4,3,0,27,0,0,28,13,0,0,0,0,10,5,27,0
Colombia,2016,0,0,5,1,0,0,5,2,0,24,0,0,27,17,0,0,0,0,3,6,19,0
Colombia,2017,0,0,9,0,0,2,8,2,0,22,1,0,19,31,1,0,1,1,1,2,17,0
Comoros,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Comoros,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,1997,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,1972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,1977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Congo,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,1994,0,0,0,0,0,1,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0
Congo,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Congo,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Congo,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Congo,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Congo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Congo,2016,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,1,0,0,0
Costa Rica,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Costa Rica,1976,0,1,1,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1977,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1978,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Costa Rica,1979,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1980,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1981,0,1,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Costa Rica,1982,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Costa Rica,1983,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1984,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1985,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Costa Rica,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1987,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1988,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1991,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Costa Rica,1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cote d'Ivoire,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,1995,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Cote d'Ivoire,1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cote d'Ivoire,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cote d'Ivoire,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cote d'Ivoire,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Cote d'Ivoire,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2010,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2012,0,0,0,0,0,1,1,0,0,10,0,0,1,0,0,0,0,0,0,0,2,1
Cote d'Ivoire,2013,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2015,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,2017,0,0,4,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
Croatia,1991,0,0,1,1,0,1,0,0,0,2,0,0,12,6,2,0,0,0,1,0,0,0
Croatia,1992,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,1994,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Croatia,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Croatia,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Croatia,1997,0,0,3,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Croatia,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Croatia,2001,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Croatia,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Croatia,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Croatia,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cuba,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,1992,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cuba,1994,0,0,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
Cuba,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,1997,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cuba,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1973,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cyprus,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyprus,1978,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,1979,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cyprus,1980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1981,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyprus,1984,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cyprus,1985,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cyprus,1986,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Cyprus,1987,0,0,1,0,0,1,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
Cyprus,1988,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Cyprus,1989,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cyprus,1990,0,0,2,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0
Cyprus,1991,0,1,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cyprus,1992,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,1994,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Cyprus,1995,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1996,0,0,3,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cyprus,1998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cyprus,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyprus,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cyprus,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,2013,0,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Cyprus,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0
Cyprus,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Cyprus,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Czech Republic,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Czech Republic,1996,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Czech Republic,1997,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Czech Republic,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Czech Republic,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Czech Republic,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Czech Republic,2014,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Czech Republic,2015,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Czech Republic,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Czech Republic,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Czechoslovakia,1972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,1989,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Czechoslovakia,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Czechoslovakia,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Czechoslovakia,1992,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1998,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Democratic Republic of Congo,1999,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2001,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2002,0,1,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Democratic Republic of Congo,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2004,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2005,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Democratic Republic of Congo,2006,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
