Entity,Year,Earthquake deaths (NGDC-NOAA)
El Salvador,1725,0
El Salvador,1726,0
El Salvador,1727,0
El Salvador,1730,0
El Salvador,1732,0
El Salvador,1736,0
El Salvador,1737,0
El Salvador,1738,0
El Salvador,1739,0
El Salvador,1746,0
El Salvador,1748,0
El Salvador,1750,0
El Salvador,1751,0
El Salvador,1754,0
El Salvador,1755,0
El Salvador,1757,0
El Salvador,1758,0
El Salvador,1761,0
El Salvador,1762,0
El Salvador,1763,0
El Salvador,1765,50
El Salvador,1766,0
El Salvador,1770,0
El Salvador,1771,0
El Salvador,1773,0
El Salvador,1780,0
El Salvador,1781,0
El Salvador,1782,0
El Salvador,1783,0
El Salvador,1784,0
El Salvador,1785,0
El Salvador,1786,0
El Salvador,1787,0
El Salvador,1788,0
El Salvador,1790,0
El Salvador,1791,0
El Salvador,1792,0
El Salvador,1793,0
El Salvador,1797,0
El Salvador,1799,0
El Salvador,1802,0
El Salvador,1804,0
El Salvador,1808,0
El Salvador,1810,0
El Salvador,1811,0
El Salvador,1812,0
El Salvador,1814,0
El Salvador,1815,0
El Salvador,1816,0
El Salvador,1818,0
El Salvador,1819,0
El Salvador,1820,0
El Salvador,1821,0
El Salvador,1822,0
El Salvador,1825,0
El Salvador,1827,0
El Salvador,1828,0
El Salvador,1829,0
El Salvador,1830,0
El Salvador,1831,0
El Salvador,1833,0
El Salvador,1834,0
El Salvador,1835,0
El Salvador,1837,0
El Salvador,1839,0
El Salvador,1840,0
El Salvador,1842,0
El Salvador,1843,0
El Salvador,1844,0
El Salvador,1845,0
El Salvador,1846,0
El Salvador,1847,0
El Salvador,1848,0
El Salvador,1850,0
El Salvador,1851,0
El Salvador,1852,0
El Salvador,1853,0
El Salvador,1854,0
El Salvador,1855,0
El Salvador,1856,0
El Salvador,1857,0
El Salvador,1858,0
El Salvador,1859,0
El Salvador,1861,0
El Salvador,1862,0
El Salvador,1863,0
El Salvador,1864,0
El Salvador,1865,0
El Salvador,1866,0
El Salvador,1867,0
El Salvador,1868,0
El Salvador,1869,0
El Salvador,1870,0
El Salvador,1872,0
El Salvador,1874,0
El Salvador,1875,0
El Salvador,1877,0
El Salvador,1878,0
El Salvador,1879,0
El Salvador,1880,0
El Salvador,1881,0
El Salvador,1882,0
El Salvador,1883,0
El Salvador,1884,0
El Salvador,1885,0
El Salvador,1886,0
El Salvador,1887,0
El Salvador,1888,0
El Salvador,1889,0
El Salvador,1890,0
El Salvador,1891,0
El Salvador,1893,0
El Salvador,1894,0
El Salvador,1895,0
El Salvador,1896,0
El Salvador,1897,0
El Salvador,1898,0
El Salvador,1899,0
El Salvador,1900,0
El Salvador,1901,0
El Salvador,1902,185
El Salvador,1903,0
El Salvador,1904,0
El Salvador,1905,0
El Salvador,1906,0
El Salvador,1907,0
El Salvador,1908,0
El Salvador,1909,0
El Salvador,1910,0
El Salvador,1911,0
El Salvador,1912,0
El Salvador,1913,0
El Salvador,1914,0
El Salvador,1915,0
El Salvador,1916,0
El Salvador,1917,0
El Salvador,1918,0
El Salvador,1920,0
El Salvador,1922,0
El Salvador,1923,0
El Salvador,1924,0
El Salvador,1925,0
El Salvador,1926,0
El Salvador,1927,0
El Salvador,1928,0
El Salvador,1929,0
El Salvador,1930,0
El Salvador,1931,0
El Salvador,1932,0
El Salvador,1933,0
El Salvador,1934,0
El Salvador,1935,0
El Salvador,1936,0
El Salvador,1937,0
El Salvador,1938,0
El Salvador,1939,0
El Salvador,1940,0
El Salvador,1941,0
El Salvador,1942,0
El Salvador,1943,0
El Salvador,1944,0
El Salvador,1945,0
El Salvador,1946,0
El Salvador,1947,0
El Salvador,1948,0
El Salvador,1949,0
El Salvador,1950,0
El Salvador,1951,1100
El Salvador,1952,0
El Salvador,1953,0
El Salvador,1954,0
El Salvador,1955,0
El Salvador,1956,0
El Salvador,1957,0
El Salvador,1958,0
El Salvador,1959,0
El Salvador,1960,0
El Salvador,1961,0
El Salvador,1962,0
El Salvador,1963,0
El Salvador,1964,0
El Salvador,1965,125
El Salvador,1966,0
El Salvador,1967,0
El Salvador,1968,0
El Salvador,1969,0
El Salvador,1970,0
El Salvador,1971,0
El Salvador,1972,0
El Salvador,1973,0
El Salvador,1974,0
El Salvador,1975,0
El Salvador,1976,0
El Salvador,1977,0
El Salvador,1978,0
El Salvador,1979,0
El Salvador,1980,0
El Salvador,1981,0
El Salvador,1982,43
El Salvador,1983,0
El Salvador,1984,0
El Salvador,1985,0
El Salvador,1986,1100
El Salvador,1987,0
El Salvador,1988,0
El Salvador,1989,0
El Salvador,1990,0
El Salvador,1991,0
El Salvador,1992,0
El Salvador,1993,0
El Salvador,1994,0
El Salvador,1995,0
El Salvador,1996,0
El Salvador,1997,0
El Salvador,1998,0
El Salvador,1999,0
El Salvador,2000,0
El Salvador,2001,1160
El Salvador,2002,0
El Salvador,2003,0
El Salvador,2004,0
El Salvador,2005,0
El Salvador,2006,0
El Salvador,2007,0
El Salvador,2008,0
El Salvador,2009,0
El Salvador,2010,0
El Salvador,2011,0
El Salvador,2012,0
El Salvador,2013,0
El Salvador,2014,1
El Salvador,2015,0
El Salvador,2016,0
El Salvador,2017,1
Ethiopia,-2000,0
Ethiopia,-426,0
Ethiopia,-186,0
Ethiopia,-70,0
Ethiopia,-33,0
Ethiopia,-26,0
Ethiopia,79,0
Ethiopia,115,0
Ethiopia,294,0
Ethiopia,342,0
Ethiopia,344,0
Ethiopia,365,0
Ethiopia,458,0
Ethiopia,512,0
Ethiopia,525,0
Ethiopia,528,0
Ethiopia,533,0
Ethiopia,551,0
Ethiopia,587,0
Ethiopia,600,0
Ethiopia,649,0
Ethiopia,734,0
Ethiopia,744,0
Ethiopia,777,0
Ethiopia,811,0
Ethiopia,814,0
Ethiopia,820,0
Ethiopia,847,0
Ethiopia,850,0
Ethiopia,851,0
Ethiopia,854,0
Ethiopia,856,0
Ethiopia,871,0
Ethiopia,885,0
Ethiopia,887,0
Ethiopia,893,0
Ethiopia,978,0
Ethiopia,1000,0
Ethiopia,1001,0
Ethiopia,1008,0
Ethiopia,1013,0
Ethiopia,1026,0
Ethiopia,1033,0
Ethiopia,1037,0
Ethiopia,1042,0
Ethiopia,1057,0
Ethiopia,1072,0
Ethiopia,1101,0
Ethiopia,1139,0
Ethiopia,1143,0
Ethiopia,1156,0
Ethiopia,1157,0
Ethiopia,1158,0
Ethiopia,1169,0
Ethiopia,1202,0
Ethiopia,1209,0
Ethiopia,1219,0
Ethiopia,1222,0
Ethiopia,1268,0
Ethiopia,1269,0
Ethiopia,1289,0
Ethiopia,1290,0
Ethiopia,1291,0
Ethiopia,1293,0
Ethiopia,1303,0
Ethiopia,1305,0
Ethiopia,1306,0
Ethiopia,1310,0
Ethiopia,1314,0
Ethiopia,1319,0
Ethiopia,1340,0
Ethiopia,1341,0
Ethiopia,1344,0
Ethiopia,1349,0
Ethiopia,1361,0
Ethiopia,1372,0
Ethiopia,1440,0
Ethiopia,1456,0
Ethiopia,1458,0
Ethiopia,1463,0
Ethiopia,1487,0
Ethiopia,1490,0
Ethiopia,1491,0
Ethiopia,1494,0
Ethiopia,1495,0
Ethiopia,1498,0
Ethiopia,1499,0
Ethiopia,1500,0
Ethiopia,1501,0
Ethiopia,1502,0
Ethiopia,1509,0
Ethiopia,1511,0
Ethiopia,1515,0
Ethiopia,1531,0
Ethiopia,1542,0
Ethiopia,1551,0
Ethiopia,1556,0
Ethiopia,1560,0
Ethiopia,1561,0
Ethiopia,1564,0
Ethiopia,1568,0
Ethiopia,1570,0
Ethiopia,1575,0
Ethiopia,1579,0
Ethiopia,1584,0
Ethiopia,1586,0
Ethiopia,1587,0
Ethiopia,1596,0
Ethiopia,1597,0
Ethiopia,1600,0
Ethiopia,1601,0
Ethiopia,1604,0
Ethiopia,1605,0
Ethiopia,1606,0
Ethiopia,1609,0
Ethiopia,1611,0
Ethiopia,1613,0
Ethiopia,1616,0
Ethiopia,1618,0
Ethiopia,1619,0
Ethiopia,1622,0
Ethiopia,1626,0
Ethiopia,1627,0
Ethiopia,1628,0
Ethiopia,1631,0
Ethiopia,1633,0
Ethiopia,1634,0
Ethiopia,1636,0
Ethiopia,1638,0
Ethiopia,1640,0
Ethiopia,1644,0
Ethiopia,1645,0
Ethiopia,1647,0
Ethiopia,1649,0
Ethiopia,1652,0
Ethiopia,1654,0
Ethiopia,1657,0
Ethiopia,1659,0
Ethiopia,1660,0
Ethiopia,1662,0
Ethiopia,1664,0
Ethiopia,1666,0
Ethiopia,1667,0
Ethiopia,1668,0
Ethiopia,1672,0
Ethiopia,1673,0
Ethiopia,1674,0
Ethiopia,1677,0
Ethiopia,1679,0
Ethiopia,1680,0
Ethiopia,1683,0
Ethiopia,1687,0
Ethiopia,1688,0
Ethiopia,1692,0
Ethiopia,1693,0
Ethiopia,1694,0
Ethiopia,1695,0
Ethiopia,1700,0
Ethiopia,1703,0
Ethiopia,1704,0
Ethiopia,1707,0
Ethiopia,1709,0
Ethiopia,1711,0
Ethiopia,1713,0
Ethiopia,1714,0
Ethiopia,1716,0
Ethiopia,1718,0
Ethiopia,1721,0
Ethiopia,1725,0
Ethiopia,1726,0
Ethiopia,1727,0
Ethiopia,1730,0
Ethiopia,1732,0
Ethiopia,1736,0
Ethiopia,1737,0
Ethiopia,1738,0
Ethiopia,1739,0
Ethiopia,1746,0
Ethiopia,1748,0
Ethiopia,1750,0
Ethiopia,1751,0
Ethiopia,1754,0
Ethiopia,1755,0
Ethiopia,1757,0
Ethiopia,1758,0
Ethiopia,1761,0
Ethiopia,1762,0
Ethiopia,1763,0
Ethiopia,1765,0
Ethiopia,1766,0
Ethiopia,1770,0
Ethiopia,1771,0
Ethiopia,1773,0
Ethiopia,1780,0
Ethiopia,1781,0
Ethiopia,1782,0
Ethiopia,1783,0
Ethiopia,1784,0
Ethiopia,1785,0
Ethiopia,1786,0
Ethiopia,1787,0
Ethiopia,1788,0
Ethiopia,1790,0
Ethiopia,1791,0
Ethiopia,1792,0
Ethiopia,1793,0
Ethiopia,1797,0
Ethiopia,1799,0
Ethiopia,1802,0
Ethiopia,1804,0
Ethiopia,1808,0
Ethiopia,1810,0
Ethiopia,1811,0
Ethiopia,1812,0
Ethiopia,1814,0
Ethiopia,1815,0
Ethiopia,1816,0
Ethiopia,1818,0
Ethiopia,1819,0
Ethiopia,1820,0
Ethiopia,1821,0
Ethiopia,1822,0
Ethiopia,1825,0
Ethiopia,1827,0
Ethiopia,1828,0
Ethiopia,1829,0
Ethiopia,1830,0
Ethiopia,1831,0
Ethiopia,1833,0
Ethiopia,1834,0
Ethiopia,1835,0
Ethiopia,1837,0
Ethiopia,1839,0
Ethiopia,1840,0
Ethiopia,1842,0
Ethiopia,1843,0
Ethiopia,1844,0
Ethiopia,1845,0
Ethiopia,1846,0
Ethiopia,1847,0
Ethiopia,1848,0
Ethiopia,1850,0
Ethiopia,1851,0
Ethiopia,1852,0
Ethiopia,1853,0
Ethiopia,1854,0
Ethiopia,1855,0
Ethiopia,1856,0
Ethiopia,1857,0
Ethiopia,1858,0
Ethiopia,1859,0
Ethiopia,1861,106
Ethiopia,1862,0
Ethiopia,1863,0
Ethiopia,1864,0
Ethiopia,1865,0
Ethiopia,1866,0
Ethiopia,1867,0
Ethiopia,1868,0
Ethiopia,1869,0
Ethiopia,1870,0
Ethiopia,1872,0
Ethiopia,1874,0
Ethiopia,1875,0
Ethiopia,1877,0
Ethiopia,1878,0
Ethiopia,1879,0
Ethiopia,1880,0
Ethiopia,1881,0
Ethiopia,1882,0
Ethiopia,1883,0
Ethiopia,1884,0
Ethiopia,1885,0
Ethiopia,1886,0
Ethiopia,1887,0
Ethiopia,1888,0
Ethiopia,1889,0
Ethiopia,1890,0
Ethiopia,1891,0
Ethiopia,1893,0
Ethiopia,1894,0
Ethiopia,1895,0
Ethiopia,1896,0
Ethiopia,1897,0
Ethiopia,1898,0
Ethiopia,1899,0
Ethiopia,1900,0
Ethiopia,1901,0
Ethiopia,1902,0
Ethiopia,1903,0
Ethiopia,1904,0
Ethiopia,1905,0
Ethiopia,1906,0
Ethiopia,1907,0
Ethiopia,1908,0
Ethiopia,1909,0
Ethiopia,1910,0
Ethiopia,1911,0
Ethiopia,1912,0
Ethiopia,1913,0
Ethiopia,1914,0
Ethiopia,1915,0
Ethiopia,1916,0
Ethiopia,1917,0
Ethiopia,1918,0
Ethiopia,1920,0
Ethiopia,1922,0
Ethiopia,1923,0
Ethiopia,1924,0
Ethiopia,1925,0
Ethiopia,1926,0
Ethiopia,1927,0
Ethiopia,1928,0
Ethiopia,1929,0
Ethiopia,1930,0
Ethiopia,1931,0
Ethiopia,1932,0
Ethiopia,1933,0
Ethiopia,1934,0
Ethiopia,1935,0
Ethiopia,1936,0
Ethiopia,1937,0
Ethiopia,1938,0
Ethiopia,1939,0
Ethiopia,1940,0
Ethiopia,1941,0
Ethiopia,1942,0
Ethiopia,1943,0
Ethiopia,1944,0
Ethiopia,1945,0
Ethiopia,1946,0
Ethiopia,1947,0
Ethiopia,1948,0
Ethiopia,1949,0
Ethiopia,1950,0
Ethiopia,1951,0
Ethiopia,1952,0
Ethiopia,1953,0
Ethiopia,1954,0
Ethiopia,1955,0
Ethiopia,1956,0
Ethiopia,1957,0
Ethiopia,1958,0
Ethiopia,1959,0
Ethiopia,1960,0
Ethiopia,1961,30
Ethiopia,1962,0
Ethiopia,1963,0
Ethiopia,1964,0
Ethiopia,1965,0
Ethiopia,1966,0
Ethiopia,1967,0
Ethiopia,1968,0
Ethiopia,1969,40
Ethiopia,1970,0
Ethiopia,1971,0
Ethiopia,1972,0
Ethiopia,1973,0
Ethiopia,1974,0
Ethiopia,1975,0
Ethiopia,1976,0
Ethiopia,1977,0
Ethiopia,1978,0
Ethiopia,1979,0
Ethiopia,1980,0
Ethiopia,1981,0
Ethiopia,1982,0
Ethiopia,1983,0
Ethiopia,1984,0
Ethiopia,1985,0
Ethiopia,1986,0
Ethiopia,1987,0
Ethiopia,1988,0
Ethiopia,1989,0
Ethiopia,1990,0
Ethiopia,1991,0
Ethiopia,1992,0
Ethiopia,1993,0
Ethiopia,1994,0
Ethiopia,1995,0
Ethiopia,1996,0
Ethiopia,1997,0
Ethiopia,1998,0
Ethiopia,1999,0
Ethiopia,2000,0
Ethiopia,2001,0
Ethiopia,2002,0
Ethiopia,2003,0
Ethiopia,2004,0
Ethiopia,2005,0
Ethiopia,2006,0
Ethiopia,2007,0
Ethiopia,2008,0
Ethiopia,2009,0
Ethiopia,2010,0
Ethiopia,2011,0
Ethiopia,2012,0
Ethiopia,2013,0
Ethiopia,2014,0
Ethiopia,2015,0
Ethiopia,2016,0
Ethiopia,2017,0
Fiji,-2000,0
Fiji,-426,0
Fiji,-186,0
Fiji,-70,0
Fiji,-33,0
Fiji,-26,0
Fiji,79,0
Fiji,115,0
Fiji,294,0
Fiji,342,0
Fiji,344,0
Fiji,365,0
Fiji,458,0
Fiji,512,0
Fiji,525,0
Fiji,528,0
Fiji,533,0
Fiji,551,0
Fiji,587,0
Fiji,600,0
Fiji,649,0
Fiji,734,0
Fiji,744,0
Fiji,777,0
Fiji,811,0
Fiji,814,0
Fiji,820,0
Fiji,847,0
Fiji,850,0
Fiji,851,0
Fiji,854,0
Fiji,856,0
Fiji,871,0
Fiji,885,0
Fiji,887,0
Fiji,893,0
Fiji,978,0
Fiji,1000,0
Fiji,1001,0
Fiji,1008,0
Fiji,1013,0
Fiji,1026,0
Fiji,1033,0
Fiji,1037,0
Fiji,1042,0
Fiji,1057,0
Fiji,1072,0
Fiji,1101,0
Fiji,1139,0
Fiji,1143,0
Fiji,1156,0
Fiji,1157,0
Fiji,1158,0
Fiji,1169,0
Fiji,1202,0
Fiji,1209,0
Fiji,1219,0
Fiji,1222,0
Fiji,1268,0
Fiji,1269,0
Fiji,1289,0
Fiji,1290,0
Fiji,1291,0
Fiji,1293,0
Fiji,1303,0
Fiji,1305,0
Fiji,1306,0
Fiji,1310,0
Fiji,1314,0
Fiji,1319,0
Fiji,1340,0
Fiji,1341,0
Fiji,1344,0
Fiji,1349,0
Fiji,1361,0
Fiji,1372,0
Fiji,1440,0
Fiji,1456,0
Fiji,1458,0
Fiji,1463,0
Fiji,1487,0
Fiji,1490,0
Fiji,1491,0
Fiji,1494,0
Fiji,1495,0
Fiji,1498,0
Fiji,1499,0
Fiji,1500,0
Fiji,1501,0
Fiji,1502,0
Fiji,1509,0
Fiji,1511,0
Fiji,1515,0
Fiji,1531,0
Fiji,1542,0
Fiji,1551,0
Fiji,1556,0
Fiji,1560,0
Fiji,1561,0
Fiji,1564,0
Fiji,1568,0
Fiji,1570,0
Fiji,1575,0
Fiji,1579,0
Fiji,1584,0
Fiji,1586,0
Fiji,1587,0
Fiji,1596,0
Fiji,1597,0
Fiji,1600,0
Fiji,1601,0
Fiji,1604,0
Fiji,1605,0
Fiji,1606,0
Fiji,1609,0
Fiji,1611,0
Fiji,1613,0
Fiji,1616,0
Fiji,1618,0
Fiji,1619,0
Fiji,1622,0
Fiji,1626,0
Fiji,1627,0
Fiji,1628,0
Fiji,1631,0
Fiji,1633,0
Fiji,1634,0
Fiji,1636,0
Fiji,1638,0
Fiji,1640,0
Fiji,1644,0
Fiji,1645,0
Fiji,1647,0
Fiji,1649,0
Fiji,1652,0
Fiji,1654,0
Fiji,1657,0
Fiji,1659,0
Fiji,1660,0
Fiji,1662,0
Fiji,1664,0
Fiji,1666,0
Fiji,1667,0
Fiji,1668,0
Fiji,1672,0
Fiji,1673,0
Fiji,1674,0
Fiji,1677,0
Fiji,1679,0
Fiji,1680,0
Fiji,1683,0
Fiji,1687,0
Fiji,1688,0
Fiji,1692,0
Fiji,1693,0
Fiji,1694,0
Fiji,1695,0
Fiji,1700,0
Fiji,1703,0
Fiji,1704,0
Fiji,1707,0
Fiji,1709,0
Fiji,1711,0
Fiji,1713,0
Fiji,1714,0
Fiji,1716,0
Fiji,1718,0
Fiji,1721,0
Fiji,1725,0
Fiji,1726,0
Fiji,1727,0
Fiji,1730,0
Fiji,1732,0
Fiji,1736,0
Fiji,1737,0
Fiji,1738,0
Fiji,1739,0
Fiji,1746,0
Fiji,1748,0
Fiji,1750,0
Fiji,1751,0
Fiji,1754,0
Fiji,1755,0
Fiji,1757,0
Fiji,1758,0
Fiji,1761,0
Fiji,1762,0
Fiji,1763,0
Fiji,1765,0
Fiji,1766,0
Fiji,1770,0
Fiji,1771,0
Fiji,1773,0
Fiji,1780,0
Fiji,1781,0
Fiji,1782,0
Fiji,1783,0
Fiji,1784,0
Fiji,1785,0
Fiji,1786,0
Fiji,1787,0
Fiji,1788,0
Fiji,1790,0
Fiji,1791,0
Fiji,1792,0
Fiji,1793,0
Fiji,1797,0
Fiji,1799,0
Fiji,1802,0
Fiji,1804,0
Fiji,1808,0
Fiji,1810,0
Fiji,1811,0
Fiji,1812,0
Fiji,1814,0
Fiji,1815,0
Fiji,1816,0
Fiji,1818,0
Fiji,1819,0
Fiji,1820,0
Fiji,1821,0
Fiji,1822,0
Fiji,1825,0
Fiji,1827,0
Fiji,1828,0
Fiji,1829,0
Fiji,1830,0
Fiji,1831,0
Fiji,1833,0
Fiji,1834,0
Fiji,1835,0
Fiji,1837,0
Fiji,1839,0
Fiji,1840,0
Fiji,1842,0
Fiji,1843,0
Fiji,1844,0
Fiji,1845,0
Fiji,1846,0
Fiji,1847,0
Fiji,1848,0
Fiji,1850,0
Fiji,1851,0
Fiji,1852,0
Fiji,1853,0
Fiji,1854,0
Fiji,1855,0
Fiji,1856,0
Fiji,1857,0
Fiji,1858,0
Fiji,1859,0
Fiji,1861,0
Fiji,1862,0
Fiji,1863,0
Fiji,1864,0
Fiji,1865,0
Fiji,1866,0
Fiji,1867,0
Fiji,1868,0
Fiji,1869,0
Fiji,1870,0
Fiji,1872,0
Fiji,1874,0
Fiji,1875,0
Fiji,1877,0
Fiji,1878,0
Fiji,1879,0
Fiji,1880,0
Fiji,1881,0
Fiji,1882,0
Fiji,1883,0
Fiji,1884,0
Fiji,1885,0
Fiji,1886,0
Fiji,1887,0
Fiji,1888,0
Fiji,1889,0
Fiji,1890,0
Fiji,1891,0
Fiji,1893,0
Fiji,1894,0
Fiji,1895,0
Fiji,1896,0
Fiji,1897,0
Fiji,1898,0
Fiji,1899,0
Fiji,1900,0
Fiji,1901,0
Fiji,1902,0
Fiji,1903,0
Fiji,1904,0
Fiji,1905,0
Fiji,1906,0
Fiji,1907,0
Fiji,1908,0
Fiji,1909,0
Fiji,1910,0
Fiji,1911,0
Fiji,1912,0
Fiji,1913,0
Fiji,1914,0
Fiji,1915,0
Fiji,1916,0
Fiji,1917,0
Fiji,1918,0
Fiji,1920,0
Fiji,1922,0
Fiji,1923,0
Fiji,1924,0
Fiji,1925,0
Fiji,1926,0
Fiji,1927,0
Fiji,1928,0
Fiji,1929,0
Fiji,1930,0
Fiji,1931,0
Fiji,1932,0
Fiji,1933,0
Fiji,1934,0
Fiji,1935,0
Fiji,1936,0
Fiji,1937,0
Fiji,1938,0
Fiji,1939,0
Fiji,1940,0
Fiji,1941,0
Fiji,1942,0
Fiji,1943,0
Fiji,1944,0
Fiji,1945,0
Fiji,1946,0
Fiji,1947,0
Fiji,1948,0
Fiji,1949,0
Fiji,1950,0
Fiji,1951,0
Fiji,1952,0
Fiji,1953,7
Fiji,1954,0
Fiji,1955,0
Fiji,1956,0
Fiji,1957,0
Fiji,1958,0
Fiji,1959,0
Fiji,1960,0
Fiji,1961,0
Fiji,1962,0
Fiji,1963,0
Fiji,1964,0
Fiji,1965,0
Fiji,1966,0
Fiji,1967,0
Fiji,1968,0
Fiji,1969,0
Fiji,1970,0
Fiji,1971,0
Fiji,1972,0
Fiji,1973,0
Fiji,1974,0
Fiji,1975,0
Fiji,1976,0
Fiji,1977,0
Fiji,1978,0
Fiji,1979,0
Fiji,1980,0
Fiji,1981,0
Fiji,1982,0
Fiji,1983,0
Fiji,1984,0
Fiji,1985,0
Fiji,1986,0
Fiji,1987,0
Fiji,1988,0
Fiji,1989,0
Fiji,1990,0
Fiji,1991,0
Fiji,1992,0
Fiji,1993,0
Fiji,1994,0
Fiji,1995,0
Fiji,1996,0
Fiji,1997,0
Fiji,1998,0
Fiji,1999,0
Fiji,2000,0
Fiji,2001,0
Fiji,2002,0
Fiji,2003,0
Fiji,2004,0
Fiji,2005,0
Fiji,2006,0
Fiji,2007,0
Fiji,2008,0
Fiji,2009,0
Fiji,2010,0
Fiji,2011,0
Fiji,2012,0
Fiji,2013,0
Fiji,2014,0
Fiji,2015,0
Fiji,2016,0
Fiji,2017,0
France,-2000,0
France,-426,0
France,-186,0
France,-70,0
France,-33,0
France,-26,0
France,79,0
France,115,0
France,294,0
France,342,0
France,344,0
France,365,0
France,458,0
France,512,0
France,525,0
France,528,0
France,533,0
France,551,0
France,587,0
France,600,0
France,649,0
France,734,0
France,744,0
France,777,0
France,811,0
France,814,0
France,820,0
France,847,0
France,850,0
France,851,0
France,854,0
France,856,0
France,871,0
France,885,0
France,887,0
France,893,0
France,978,0
France,1000,0
France,1001,0
France,1008,0
France,1013,0
France,1026,0
France,1033,0
France,1037,0
France,1042,0
France,1057,0
France,1072,0
France,1101,0
France,1139,0
France,1143,0
France,1156,0
France,1157,0
France,1158,0
France,1169,0
France,1202,0
France,1209,0
France,1219,0
France,1222,0
France,1268,0
France,1269,0
France,1289,0
France,1290,0
France,1291,0
France,1293,0
France,1303,0
France,1305,0
France,1306,0
France,1310,0
France,1314,0
France,1319,0
France,1340,0
France,1341,0
France,1344,0
France,1349,0
France,1361,0
France,1372,0
France,1440,0
France,1456,0
France,1458,0
France,1463,0
France,1487,0
France,1490,0
France,1491,0
France,1494,0
France,1495,0
France,1498,0
France,1499,0
France,1500,0
France,1501,0
France,1502,0
France,1509,0
France,1511,0
France,1515,0
France,1531,0
France,1542,0
France,1551,0
France,1556,0
France,1560,0
France,1561,0
France,1564,650
France,1568,0
France,1570,0
France,1575,0
France,1579,0
France,1584,0
France,1586,0
France,1587,0
France,1596,0
France,1597,0
France,1600,0
France,1601,0
France,1604,0
France,1605,0
France,1606,0
France,1609,0
France,1611,0
France,1613,0
France,1616,0
France,1618,0
France,1619,0
France,1622,0
France,1626,0
France,1627,0
France,1628,0
France,1631,0
France,1633,0
France,1634,0
France,1636,0
France,1638,0
France,1640,0
France,1644,0
France,1645,0
France,1647,0
France,1649,0
France,1652,0
France,1654,0
France,1657,0
France,1659,0
France,1660,0
France,1662,0
France,1664,0
France,1666,0
France,1667,0
France,1668,0
France,1672,0
France,1673,0
France,1674,0
France,1677,0
France,1679,0
France,1680,0
France,1683,0
France,1687,0
France,1688,0
France,1692,0
France,1693,0
France,1694,0
France,1695,0
France,1700,0
France,1703,0
France,1704,0
France,1707,0
France,1709,0
France,1711,0
France,1713,0
France,1714,0
France,1716,0
France,1718,0
France,1721,0
France,1725,0
France,1726,0
France,1727,0
France,1730,0
France,1732,0
France,1736,0
France,1737,0
France,1738,0
France,1739,0
France,1746,0
France,1748,0
France,1750,0
France,1751,0
France,1754,0
France,1755,0
France,1757,0
France,1758,0
France,1761,0
France,1762,0
France,1763,0
France,1765,0
France,1766,0
France,1770,0
France,1771,0
France,1773,0
France,1780,0
France,1781,0
France,1782,0
France,1783,0
France,1784,0
France,1785,0
France,1786,0
France,1787,0
France,1788,0
France,1790,0
France,1791,0
France,1792,0
France,1793,0
France,1797,0
France,1799,0
France,1802,0
France,1804,0
France,1808,0
France,1810,0
France,1811,0
France,1812,0
France,1814,0
France,1815,0
France,1816,0
France,1818,0
France,1819,0
France,1820,0
France,1821,0
France,1822,0
France,1825,0
France,1827,0
France,1828,0
France,1829,0
France,1830,0
France,1831,0
France,1833,0
France,1834,0
France,1835,0
France,1837,0
France,1839,0
France,1840,0
France,1842,0
France,1843,0
France,1844,0
France,1845,0
France,1846,0
France,1847,0
France,1848,0
France,1850,0
France,1851,0
France,1852,0
France,1853,0
France,1854,0
France,1855,0
France,1856,0
France,1857,0
France,1858,0
France,1859,0
France,1861,0
France,1862,0
France,1863,0
France,1864,0
France,1865,0
France,1866,0
France,1867,0
France,1868,0
France,1869,0
France,1870,0
France,1872,0
France,1874,0
France,1875,0
France,1877,0
France,1878,0
France,1879,0
France,1880,0
France,1881,0
France,1882,0
France,1883,0
France,1884,0
France,1885,0
France,1886,0
France,1887,0
France,1888,0
France,1889,0
France,1890,0
France,1891,0
France,1893,0
France,1894,0
France,1895,0
France,1896,0
France,1897,0
France,1898,0
France,1899,0
France,1900,0
France,1901,0
France,1902,0
France,1903,0
France,1904,0
France,1905,0
France,1906,0
France,1907,0
France,1908,0
France,1909,0
France,1910,0
France,1911,0
France,1912,0
France,1913,0
France,1914,0
France,1915,0
France,1916,0
France,1917,0
France,1918,0
France,1920,0
France,1922,0
France,1923,0
France,1924,0
France,1925,0
France,1926,0
France,1927,0
France,1928,0
France,1929,0
France,1930,0
France,1931,0
France,1932,0
France,1933,0
France,1934,0
France,1935,0
France,1936,0
France,1937,0
France,1938,0
France,1939,0
France,1940,0
France,1941,0
France,1942,0
France,1943,0
France,1944,0
France,1945,0
France,1946,0
France,1947,0
France,1948,0
France,1949,0
France,1950,0
France,1951,0
France,1952,0
France,1953,0
France,1954,0
France,1955,0
France,1956,0
France,1957,0
France,1958,0
France,1959,0
France,1960,0
France,1961,0
France,1962,0
France,1963,0
France,1964,0
France,1965,0
France,1966,0
France,1967,0
France,1968,0
France,1969,0
France,1970,0
France,1971,0
France,1972,0
France,1973,0
France,1974,0
France,1975,0
France,1976,0
France,1977,0
France,1978,0
France,1979,0
France,1980,0
France,1981,0
France,1982,0
France,1983,0
France,1984,0
France,1985,0
France,1986,0
France,1987,0
France,1988,0
France,1989,0
France,1990,0
France,1991,9
France,1992,0
