Entity,Year,"Political participation (How Was Life, OECD (2014))","Political competition (How Was Life, OECD (2014))","Index of Democracy (How Was Life, OECD (2014))","Polity2 (How Was Life, OECD (2014))"
Latin America and Caribbean,1917,5.2399998,14.4,.7942003,-1.2416121
Latin America and Caribbean,1918,4.98,14,.90815574,-1.2014012
Latin America and Caribbean,1919,5.0900002,26,1.2255812,-1.5973756
Latin America and Caribbean,1920,5.77,26.200001,1.3015043,-1.9449265
Latin America and Caribbean,1921,5.5799999,26.299999,1.267226,-1.7647796
Latin America and Caribbean,1922,6.0599999,29.4,1.537129,-1.7684438
Latin America and Caribbean,1923,6.0799999,29.9,1.6080475,-1.7721214
Latin America and Caribbean,1924,6.29,27.700001,1.6016223,-2.2186441
Latin America and Caribbean,1925,7.1100001,27.299999,1.5512432,-2.2612767
Latin America and Caribbean,1926,6.5100002,11,.8815847,-2.2414212
Latin America and Caribbean,1927,6.4699998,9.8999996,.81199616,-2.2424126
Latin America and Caribbean,1928,6.8000002,8.1000004,.82976061,-2.3296061
Latin America and Caribbean,1929,7.1599998,8.8999996,.94639301,-2.3310652
Latin America and Caribbean,1930,4.9299998,8.1000004,.79740143,-3.2943439
Latin America and Caribbean,1931,6.4299998,14.7,1.3562595,-3.7065005
Latin America and Caribbean,1932,6.5700002,15.7,1.3519051,-3.9097703
Latin America and Caribbean,1933,6.3200002,13.4,1.214051,-3.7291551
Latin America and Caribbean,1934,6.6500001,18,.78047156,-4.1037197
Latin America and Caribbean,1935,7.29,18,.78786945,-3.9324722
Latin America and Caribbean,1936,7.1300001,16.9,.7139498,-4.2130575
Latin America and Caribbean,1937,8.3000002,10.6,1.29967,-2.7230647
Latin America and Caribbean,1938,8.1099997,10.8,1.370937,-2.7055898
Latin America and Caribbean,1939,8.46,12.4,1.4159533,-2.6882031
Latin America and Caribbean,1940,8.6300001,14.1,1.5380822,-2.7790906
Latin America and Caribbean,1941,8.0299997,14,1.6480674,-2.7346215
Latin America and Caribbean,1942,9.1800003,16.799999,2.1743419,-2.7472572
Latin America and Caribbean,1943,7.8499999,11.9,1.5215456,-4.1366134
Latin America and Caribbean,1944,7.98,11.2,1.5383486,-3.8849323
Latin America and Caribbean,1945,12.72,27.5,3.8116291,-1.6437472
Latin America and Caribbean,1946,13.79,37.200001,5.2076416,.58435506
Latin America and Caribbean,1947,14.01,37.299999,5.0824742,-.14354551
Latin America and Caribbean,1948,13.99,37,5.072598,-1.1776162
Latin America and Caribbean,1949,12.34,32.200001,3.9683568,-1.1814661
Latin America and Caribbean,1950,14.17,34.200001,4.9392204,-1.0561552
Latin America and Caribbean,1951,17.42,34.799999,5.8032799,-1.0500919
Latin America and Caribbean,1952,18.370001,34.400002,5.9152322,-1.0284655
Latin America and Caribbean,1953,17.629999,33.299999,5.7978539,-1.1268345
Latin America and Caribbean,1954,17.1,32.5,5.6957293,-1.4093125
Latin America and Caribbean,1955,12.93,32.700001,4.6579137,-1.0766777
Latin America and Caribbean,1956,12.86,35.200001,5.1404047,-.41483045
Latin America and Caribbean,1957,12.99,35.700001,5.8559494,.65153301
Latin America and Caribbean,1958,21.07,41.799999,8.7487154,1.2508976
Latin America and Caribbean,1959,21.030001,41.900002,8.7412071,1.6278199
Latin America and Caribbean,1960,21.610001,37.900002,8.6779766,1.5259241
Latin America and Caribbean,1961,21.629999,37.700001,8.6601105,1.156762
Latin America and Caribbean,1962,16.82,32.599998,6.7578888,.8112067
Latin America and Caribbean,1963,20.030001,38.400002,9.4169264,.52255493
Latin America and Caribbean,1964,14.58,19.4,6.0975466,-1.4186443
Latin America and Caribbean,1965,14.93,19.9,6.0704551,-3.4222012
Latin America and Caribbean,1966,11.8,15.2,3.8021007,-4.0211768
Latin America and Caribbean,1967,11.73,15.9,3.8995147,-4.0094333
Latin America and Caribbean,1968,10.7,13.6,3.6190579,-4.4563179
Latin America and Caribbean,1969,10.77,13.3,3.4848251,-4.3792953
Latin America and Caribbean,1970,11.64,15.7,4.3164163,-4.532824
Latin America and Caribbean,1971,12,16.200001,4.5211415,-4.6170869
Latin America and Caribbean,1972,11.65,15.4,4.1069651,-4.8002505
Latin America and Caribbean,1973,14.24,15.9,4.6536708,-4.0394897
Latin America and Caribbean,1974,15.01,14.3,4.4258509,-2.3669105
Latin America and Caribbean,1975,15.14,14.7,4.4439888,-2.3697479
Latin America and Caribbean,1976,11.8,9.8999996,2.5379536,-3.5741856
Latin America and Caribbean,1977,11.97,9.8000002,2.6169653,-3.054213
Latin America and Caribbean,1978,11.89,24.1,2.7889974,-2.6438527
Latin America and Caribbean,1979,11.63,24.299999,2.780376,-1.9925743
Latin America and Caribbean,1980,12.95,26.700001,3.3792124,-1.8020632
Latin America and Caribbean,1981,13.71,28.1,3.5490677,-1.7026817
Latin America and Caribbean,1982,14.11,31.6,4.9878411,-1.1209806
Latin America and Caribbean,1983,17.709999,35,6.7461696,.16879402
Latin America and Caribbean,1984,19.219999,36.599998,7.4746113,.22948103
Latin America and Caribbean,1985,20.52,32.599998,7.6828337,3.8273046
Latin America and Caribbean,1986,19.9,31.700001,7.4226146,3.9284198
Latin America and Caribbean,1987,19.940001,31.6,7.4914484,3.9237177
Latin America and Caribbean,1988,25.75,39.299999,10.93703,5.0236678
Latin America and Caribbean,1989,35.669998,44.799999,16.364292,5.4413948
Latin America and Caribbean,1990,33.560001,51.299999,16.677952,5.7711339
Latin America and Caribbean,1991,33.529999,51.400002,16.706919,5.6350684
Latin America and Caribbean,1992,33.52,51.5,16.630636,5.1185656
Latin America and Caribbean,1993,32.959999,51,16.476315,5.3119826
Latin America and Caribbean,1994,37.889999,51,19.235199,6.2883353
Latin America and Caribbean,1995,37.700001,50.400002,18.932224,6.1587524
Latin America and Caribbean,1996,38.23,51.599998,19.163662,6.3167372
Latin America and Caribbean,1997,38.18,51.700001,18.964802,6.6797361
Latin America and Caribbean,1998,37.75,52.599998,19.942923,6.6967893
Latin America and Caribbean,1999,37.599998,51.900002,19.80171,6.6642246
Latin America and Caribbean,2000,36.91,51.700001,19.613686,7.1411872
Latin America and Caribbean,2001,,,,7.297029
Latin America and Caribbean,2002,,,,7.2997956
Latin America and Caribbean,2003,,,,7.2965317
Latin America and Caribbean,2004,,,,7.3325987
Latin America and Caribbean,2005,,,,7.3857899
Latin America and Caribbean,2006,,,,7.4267955
Latin America and Caribbean,2007,,,,7.3921552
Latin America and Caribbean,2008,,,,7.3945298
Latin America and Caribbean,2009,,,,6.997642
Latin America and Caribbean,2010,,,,6.910902
Middle East and North Africa,1820,0,0,0,-3.1536784
Middle East and North Africa,1821,0,0,0,-3.1560454
Middle East and North Africa,1822,0,0,0,-3.1583524
Middle East and North Africa,1823,0,0,0,-3.1605988
Middle East and North Africa,1824,0,0,0,-3.1627843
Middle East and North Africa,1825,0,0,0,-3.1649086
Middle East and North Africa,1826,0,0,0,-3.1669712
Middle East and North Africa,1827,0,0,0,-3.1689713
Middle East and North Africa,1828,0,0,0,-3.1709089
Middle East and North Africa,1829,0,0,0,-3.1727831
Middle East and North Africa,1830,0,0,0,-3.1745939
Middle East and North Africa,1831,0,0,0,-3.1566556
Middle East and North Africa,1832,0,0,0,-3.1387804
Middle East and North Africa,1833,0,0,0,-3.1209683
Middle East and North Africa,1834,0,0,0,-3.1032197
Middle East and North Africa,1835,0,0,0,-3.0855346
Middle East and North Africa,1836,0,0,0,-3.0679126
Middle East and North Africa,1837,0,0,0,-3.050354
Middle East and North Africa,1838,0,0,0,-3.0328591
Middle East and North Africa,1839,0,0,0,-3.0154274
Middle East and North Africa,1840,0,0,0,-2.998059
Middle East and North Africa,1841,0,0,0,-3.0086517
Middle East and North Africa,1842,0,0,0,-3.0192554
Middle East and North Africa,1843,0,0,0,-3.02987
Middle East and North Africa,1844,0,0,0,-3.0404954
Middle East and North Africa,1845,0,0,0,-3.0511315
Middle East and North Africa,1846,0,0,0,-3.0617781
Middle East and North Africa,1847,0,0,0,-3.0724351
Middle East and North Africa,1848,0,0,0,-3.0831025
Middle East and North Africa,1849,0,0,0,-3.0937798
Middle East and North Africa,1850,0,0,0,-3.1044669
Middle East and North Africa,1851,0,0,0,-3.125633
Middle East and North Africa,1852,0,0,0,-3.1468318
Middle East and North Africa,1853,0,0,0,-3.1680632
Middle East and North Africa,1854,0,0,0,-3.1893265
Middle East and North Africa,1855,0,0,0,-3.2106216
Middle East and North Africa,1856,0,0,0,-3.2319481
Middle East and North Africa,1857,0,0,0,-3.2533059
Middle East and North Africa,1858,0,0,0,-3.2746944
Middle East and North Africa,1859,0,0,0,-3.2961137
Middle East and North Africa,1860,0,0,0,-3.3175631
Middle East and North Africa,1861,0,0,0,-3.3154747
Middle East and North Africa,1862,0,0,0,-3.3133409
Middle East and North Africa,1863,0,0,0,-3.3111618
Middle East and North Africa,1864,0,0,0,-3.3089371
Middle East and North Africa,1865,0,0,0,-3.3066673
Middle East and North Africa,1866,0,0,0,-3.3043523
Middle East and North Africa,1867,0,0,0,-3.3019919
Middle East and North Africa,1868,0,0,0,-3.2995868
Middle East and North Africa,1869,0,0,0,-3.2971363
Middle East and North Africa,1870,0,0,0,-3.2946413
Middle East and North Africa,1871,0,0,0,-3.2859335
Middle East and North Africa,1872,0,0,0,-3.2771707
Middle East and North Africa,1873,0,0,0,-3.2683535
Middle East and North Africa,1874,0,0,0,-3.2594824
Middle East and North Africa,1875,0,0,0,-3.2505584
Middle East and North Africa,1876,0,0,0,-3.2415817
Middle East and North Africa,1877,0,0,0,-3.232553
Middle East and North Africa,1878,0,0,0,-3.2234731
Middle East and North Africa,1879,0,0,0,-3.2143426
Middle East and North Africa,1880,0,0,0,-3.205162
Middle East and North Africa,1881,0,0,0,-3.1883991
Middle East and North Africa,1882,0,0,0,-3.1714523
Middle East and North Africa,1883,0,0,0,-3.1543214
Middle East and North Africa,1884,0,0,0,-3.1370068
Middle East and North Africa,1885,0,0,0,-3.1195085
Middle East and North Africa,1886,0,0,0,-3.1018267
Middle East and North Africa,1887,0,0,0,-3.0839615
Middle East and North Africa,1888,0,0,0,-3.0659134
Middle East and North Africa,1889,0,0,0,-3.0476832
Middle East and North Africa,1890,0,0,0,-3.0292714
Middle East and North Africa,1891,0,0,0,-3.0129843
Middle East and North Africa,1892,0,0,0,-2.9966862
Middle East and North Africa,1893,0,0,0,-2.9803779
Middle East and North Africa,1894,0,0,0,-2.9640605
Middle East and North Africa,1895,0,0,0,-2.9477344
Middle East and North Africa,1896,0,0,0,-2.9314003
Middle East and North Africa,1897,0,0,0,-2.9150591
Middle East and North Africa,1898,0,0,0,-2.8987117
Middle East and North Africa,1899,0,0,0,-2.8823586
Middle East and North Africa,1900,0,0,0,-2.8660009
Middle East and North Africa,1901,0,0,0,-2.8673797
Middle East and North Africa,1902,0,0,0,-2.8687167
Middle East and North Africa,1903,0,0,0,-2.870012
Middle East and North Africa,1904,0,0,0,-2.8712656
Middle East and North Africa,1905,0,0,0,-2.8724778
Middle East and North Africa,1906,0,9.6999998,0,-.095671214
Middle East and North Africa,1907,0,9.6999998,0,-.09701056
Middle East and North Africa,1908,0,0,0,-.098366596
Middle East and North Africa,1909,0,9.6999998,0,-.099739507
Middle East and North Africa,1910,0,9.6999998,0,-.10112946
Middle East and North Africa,1911,0,0,0,-.10202662
Middle East and North Africa,1912,0,0,0,-.10293046
Middle East and North Africa,1913,0,0,0,-.10384101
Middle East and North Africa,1914,.14,9.6999998,.046874765,-.10475831
Middle East and North Africa,1915,0,0,0,-.10568241
Middle East and North Africa,1916,0,0,0,-.10661333
Middle East and North Africa,1917,0,0,0,-.10755111
Middle East and North Africa,1918,0,0,0,-.10849579
Middle East and North Africa,1919,0,0,0,-.10944739
Middle East and North Africa,1920,0,0,0,-.11040597
Middle East and North Africa,1921,.14,9.6000004,.046448458,-.38434362
Middle East and North Africa,1922,.14,9.6000004,.046530612,-.93296033
Middle East and North Africa,1923,.14,9.6000004,.046612259,-1.2093084
Middle East and North Africa,1924,.14,9.6000004,.046693396,-1.7716188
Middle East and North Africa,1925,0,0,0,-2.050245
Middle East and North Africa,1926,0,0,0,-2.0587933
Middle East and North Africa,1927,0,0,0,-2.06264
Middle East and North Africa,1928,0,0,0,-2.0664692
Middle East and North Africa,1929,0,0,0,-2.070281
Middle East and North Africa,1930,0,0,0,-2.074075
Middle East and North Africa,1931,0,0,0,-2.0677843
Middle East and North Africa,1932,0,.1,0,-2.0613601
Middle East and North Africa,1933,0,.1,0,-2.0548019
Middle East and North Africa,1934,0,.1,0,-2.0481081
Middle East and North Africa,1935,0,0,0,-2.3141906
Middle East and North Africa,1936,0,0,0,-2.303972
Middle East and North Africa,1937,0,.1,0,-2.2959092
Middle East and North Africa,1938,0,0,0,-2.2876873
Middle East and North Africa,1939,0,.1,0,-2.2793052
Middle East and North Africa,1940,0,0,0,-2.2707617
Middle East and North Africa,1941,.13,9.3000002,.045370758,-.39711821
Middle East and North Africa,1942,.13,9.3000002,.045198213,-.39656019
Middle East and North Africa,1943,.13,9.3000002,.045024484,-.39572442
Middle East and North Africa,1944,.13,9.3000002,.044849575,-.39107046
Middle East and North Africa,1945,.25999999,9.3000002,.091974854,-.39053926
Middle East and North Africa,1946,.25999999,9.1999998,.092661589,-.51845527
Middle East and North Africa,1947,.40000001,5.3000002,.083025962,-.51804644
Middle East and North Africa,1948,.40000001,5.3000002,.082652859,-.22368066
Middle East and North Africa,1949,1.6,11,.91552269,-.23137598
Middle East and North Africa,1950,1.6,11,.91779083,-.22286551
Middle East and North Africa,1951,1.8,11.1,.98923856,-.14761432
Middle East and North Africa,1952,1.79,10.9,.98438793,-.10479232
Middle East and North Africa,1953,1.83,10.8,.9888894,-.84246111
Middle East and North Africa,1954,1.8099999,1.9,.83832854,-1.5500101
Middle East and North Africa,1955,1.91,2.0999999,.97180033,-2.2479692
Middle East and North Africa,1956,1.89,2.4000001,1.0024561,-2.2142451
Middle East and North Africa,1957,1.77,2,.95959759,-2.3520255
Middle East and North Africa,1958,1.76,2,.95193249,-2.32373
Middle East and North Africa,1959,1.6900001,1.8,.83400798,-2.2888782
Middle East and North Africa,1960,1.36,1.8,.83716476,-2.2508266
Middle East and North Africa,1961,1.33,1.9,.85573953,-2.2085354
Middle East and North Africa,1962,1.37,1.8,.84750062,-2.1654973
Middle East and North Africa,1963,2.3199999,2.4000001,.86256528,-2.1453726
Middle East and North Africa,1964,2.29,2.3,.85388905,-2.1031237
Middle East and North Africa,1965,2.29,2.3,.84027451,-2.0633659
Middle East and North Africa,1966,2.25,2.2,.83158779,-2.0222118
Middle East and North Africa,1967,2.25,3.7,.8961103,-2.0082309
Middle East and North Africa,1968,2.24,3.7,.88587129,-1.9689302
Middle East and North Africa,1969,2.24,3.4000001,.77798438,-1.929148
Middle East and North Africa,1970,2.21,3.3,.77048934,-1.8908521
Middle East and North Africa,1971,2.1900001,2.7,.73931158,-1.8593206
Middle East and North Africa,1972,2.1700001,2.7,.73201138,-1.8260725
Middle East and North Africa,1973,2.1199999,2.8,.79403132,-1.7932779
Middle East and North Africa,1974,2.04,2.8,.78382897,-1.7695738
Middle East and North Africa,1975,2.97,1.5,.71744895,-1.7378092
Middle East and North Africa,1976,2.9300001,1.5,.70918572,-1.7091968
Middle East and North Africa,1977,2.9000001,1.6,.784639,-1.6779004
Middle East and North Africa,1978,2.8599999,1.6,.77709287,-1.6470091
Middle East and North Africa,1979,1.1900001,1.6,.76953989,-.042420756
Middle East and North Africa,1980,4.6399999,5.0999999,1.5532403,-.35032424
Middle East and North Africa,1981,4.8600001,4,1.3341842,-.63844699
Middle East and North Africa,1982,4.7600002,3.9000001,1.3133429,-.91413862
Middle East and North Africa,1983,4.6599998,3.8,1.2929312,-.88858914
Middle East and North Africa,1984,4.5799999,2.5999999,1.0072892,-.85546035
Middle East and North Africa,1985,4.0599999,3,1.0701121,-.83121276
Middle East and North Africa,1986,3.97,3,1.0560387,-.80991137
Middle East and North Africa,1987,3.8900001,2.9000001,1.0421445,-.7867164
Middle East and North Africa,1988,3.8499999,3,1.0952998,-.76405668
Middle East and North Africa,1989,3.6300001,2.7,.9922514,-.70489764
Middle East and North Africa,1990,3.5599999,2.7,.98076117,-.67296833
Middle East and North Africa,1991,3.51,2.7,.9757489,-.65783501
Middle East and North Africa,1992,3.46,2.8,.96473032,-.62752897
Middle East and North Africa,1993,3.47,3.9000001,1.2089244,-.61393499
Middle East and North Africa,1994,3.4300001,3.9000001,1.1989728,-.60054296
Middle East and North Africa,1995,3.4300001,3.8,1.1891049,-.58735073
Middle East and North Africa,1996,3.73,5,1.5763185,-.57435608
Middle East and North Africa,1997,4.29,4.6999998,1.688004,.38559198
Middle East and North Africa,1998,4.21,4.5999999,1.6698589,.3811537
Middle East and North Africa,1999,4.2399998,4.5,1.7121111,.39822116
Middle East and North Africa,2000,4.1700001,3.4000001,1.3848742,.39462385
Middle East and North Africa,2001,,,,.39337951
Middle East and North Africa,2002,,,,.40206617
Middle East and North Africa,2003,,,,.41122663
Middle East and North Africa,2004,,,,-.46697932
Middle East and North Africa,2005,,,,-.46317571
Middle East and North Africa,2006,,,,-.45865682
Middle East and North Africa,2007,,,,-.45938703
Middle East and North Africa,2008,,,,-.45379192
Middle East and North Africa,2009,,,,-.54226732
Middle East and North Africa,2010,,,,-.53315431
South and South-East Asia,1820,0,0,0,-.25471872
South and South-East Asia,1821,0,0,0,-.25453812
South and South-East Asia,1822,0,0,0,-.25435725
South and South-East Asia,1823,0,0,0,-.25417614
South and South-East Asia,1824,0,0,0,-.25399473
South and South-East Asia,1825,0,0,0,-.25381309
South and South-East Asia,1826,0,0,0,-.25363114
South and South-East Asia,1827,0,0,0,-.25344893
South and South-East Asia,1828,0,0,0,-.25326642
South and South-East Asia,1829,0,0,0,-.25308365
South and South-East Asia,1830,0,0,0,-.2529006
South and South-East Asia,1831,0,0,0,-.2540898
South and South-East Asia,1832,0,0,0,-.255281
South and South-East Asia,1833,0,0,0,-.25647411
South and South-East Asia,1834,0,0,0,-.25766912
South and South-East Asia,1835,0,0,0,-.25886595
South and South-East Asia,1836,0,0,0,-.26006454
South and South-East Asia,1837,0,0,0,-.26126483
South and South-East Asia,1838,0,0,0,-.26246673
South and South-East Asia,1839,0,0,0,-.26367021
South and South-East Asia,1840,0,0,0,-.26487514
South and South-East Asia,1841,0,0,0,-.26414767
South and South-East Asia,1842,0,0,0,-.26342002
South and South-East Asia,1843,0,0,0,-.26269221
South and South-East Asia,1844,0,0,0,-.26196426
South and South-East Asia,1845,0,0,0,-.26123616
South and South-East Asia,1846,0,0,0,-.22207892
South and South-East Asia,1847,0,0,0,-.22148903
South and South-East Asia,1848,0,0,0,-.22089884
South and South-East Asia,1849,0,0,0,-.22030839
South and South-East Asia,1850,0,0,0,-.21971767
South and South-East Asia,1851,0,0,0,-.22028367
South and South-East Asia,1852,0,0,0,-.22084759
South and South-East Asia,1853,0,0,0,-.22140926
South and South-East Asia,1854,0,0,0,-.22196858
South and South-East Asia,1855,0,0,0,-.22252537
South and South-East Asia,1856,0,0,0,-.22307952
South and South-East Asia,1857,0,0,0,-.22363085
South and South-East Asia,1858,0,0,0,-.22417922
South and South-East Asia,1859,0,0,0,-.2247245
South and South-East Asia,1860,0,0,0,-.2252665
South and South-East Asia,1861,0,0,0,-.22575939
South and South-East Asia,1862,0,0,0,-.22625084
South and South-East Asia,1863,0,0,0,-.22674082
South and South-East Asia,1864,0,0,0,-.22722924
South and South-East Asia,1865,0,0,0,-.22771603
South and South-East Asia,1866,0,0,0,-.22820111
South and South-East Asia,1867,0,0,0,-.2286844
South and South-East Asia,1868,0,0,0,-.22916582
South and South-East Asia,1869,0,0,0,-.22964531
South and South-East Asia,1870,0,0,0,-.23012277
South and South-East Asia,1871,0,0,0,-.23125756
South and South-East Asia,1872,0,0,0,-.23239067
South and South-East Asia,1873,0,0,0,-.23352194
South and South-East Asia,1874,0,0,0,-.23465121
South and South-East Asia,1875,0,0,0,-.23577832
South and South-East Asia,1876,0,0,0,-.2369031
South and South-East Asia,1877,0,0,0,-.2380254
South and South-East Asia,1878,0,0,0,-.23914504
South and South-East Asia,1879,0,0,0,-.24026187
South and South-East Asia,1880,0,0,0,-.2413757
South and South-East Asia,1881,0,0,0,-.24126002
South and South-East Asia,1882,0,0,0,-.24114306
South and South-East Asia,1883,0,0,0,-.24102482
South and South-East Asia,1884,0,0,0,-.2409053
South and South-East Asia,1885,0,0,0,-.24078448
South and South-East Asia,1886,0,0,0,-.2406624
South and South-East Asia,1887,0,0,0,-.24053901
South and South-East Asia,1888,0,0,0,-.24041435
South and South-East Asia,1889,0,0,0,-.24028839
South and South-East Asia,1890,0,0,0,-.24016114
South and South-East Asia,1891,0,0,0,-.24087295
South and South-East Asia,1892,0,0,0,-.24158338
South and South-East Asia,1893,0,0,0,-.24229236
South and South-East Asia,1894,0,0,0,-.24299985
South and South-East Asia,1895,0,0,0,-.24370581
South and South-East Asia,1896,0,0,0,-.24441014
South and South-East Asia,1897,0,0,0,-.24511282
South and South-East Asia,1898,0,0,0,-.24581379
South and South-East Asia,1899,0,0,0,-.24651298
South and South-East Asia,1900,0,0,0,-.24721034
South and South-East Asia,1901,0,0,0,-.25031257
South and South-East Asia,1902,0,0,0,-.25343037
South and South-East Asia,1903,0,0,0,-.25656313
South and South-East Asia,1904,0,0,0,-.25971022
South and South-East Asia,1905,0,0,0,-.26287097
South and South-East Asia,1906,0,0,0,-.26604471
South and South-East Asia,1907,0,0,0,-.27087164
South and South-East Asia,1908,0,0,0,-.27408409
South and South-East Asia,1909,0,0,0,-.27730739
South and South-East Asia,1910,0,0,0,-.28054076
South and South-East Asia,1911,0,0,0,-.28291461
South and South-East Asia,1912,0,0,0,-.28529832
South and South-East Asia,1913,0,0,0,-.2876918
South and South-East Asia,1914,0,0,0,-.29009488
South and South-East Asia,1915,0,0,0,-.29250741
South and South-East Asia,1916,0,0,0,-.29492921
South and South-East Asia,1917,0,0,0,-.29736012
South and South-East Asia,1918,0,0,0,-.29979998
South and South-East Asia,1919,0,0,0,-.30224857
South and South-East Asia,1920,0,0,0,-.3047058
South and South-East Asia,1921,0,0,0,-.30692357
South and South-East Asia,1922,0,0,0,-.30916935
South and South-East Asia,1923,0,0,0,-.31144345
South and South-East Asia,1924,0,0,0,-.31374615
South and South-East Asia,1925,0,0,0,-.31607774
South and South-East Asia,1926,0,0,0,-.31843853
South and South-East Asia,1927,0,0,0,-.3208288
South and South-East Asia,1928,0,0,0,-.32324886
South and South-East Asia,1929,0,0,0,-.325699
South and South-East Asia,1930,0,0,0,-.32817957
South and South-East Asia,1931,0,0,0,-.32990804
South and South-East Asia,1932,0,0,0,-.28733432
South and South-East Asia,1933,.02,0,0,-.2439009
South and South-East Asia,1934,.02,0,0,-.19959608
South and South-East Asia,1935,.02,0,0,-.079356588
South and South-East Asia,1936,.02,0,0,-.0782497
South and South-East Asia,1937,.050000001,0,0,-.077138141
South and South-East Asia,1938,.050000001,0,0,-.076021843
South and South-East Asia,1939,.050000001,0,0,-.074900769
South and South-East Asia,1940,.050000001,0,0,-.073774867
South and South-East Asia,1941,.050000001,0,0,-.12936559
South and South-East Asia,1942,.050000001,0,0,-.20303723
South and South-East Asia,1943,.050000001,0,0,-.20364158
South and South-East Asia,1944,.050000001,0,0,-.15175271
South and South-East Asia,1945,.050000001,0,0,-.70463258
South and South-East Asia,1946,.50999999,1.2,.15887083,.036509164
South and South-East Asia,1947,3.79,17,1.0759045,-.19472072
South and South-East Asia,1948,4.23,17.700001,1.2473757,.4931111
South and South-East Asia,1949,4.3800001,22.1,1.3297701,.60267013
South and South-East Asia,1950,4.3800001,22.1,1.3331385,4.9232516
South and South-East Asia,1951,4.3699999,22.799999,1.3887309,4.9285746
South and South-East Asia,1952,15.65,36.299999,8.4418297,4.8121824
South and South-East Asia,1953,15.59,35.700001,8.3046398,4.7629385
South and South-East Asia,1954,15.51,35.5,8.2523289,4.361587
South and South-East Asia,1955,17.959999,37.5,9.1691856,4.3999677
South and South-East Asia,1956,18.18,37.700001,9.3107662,4.5263743
South and South-East Asia,1957,18.870001,37.900002,9.4093018,4.5051389
South and South-East Asia,1958,18.57,33.400002,9.3095655,3.5770485
South and South-East Asia,1959,16.09,29.5,8.3812714,3.1309423
South and South-East Asia,1960,17.530001,29,8.3364182,3.012815
South and South-East Asia,1961,17.67,28.700001,8.3218775,3.0382259
South and South-East Asia,1962,14.74,29.1,7.2249136,3.1353765
South and South-East Asia,1963,14.78,29.299999,7.2564282,3.127593
South and South-East Asia,1964,15.27,29.299999,7.269824,3.1904478
South and South-East Asia,1965,15.44,31.4,7.3765082,3.2181354
South and South-East Asia,1966,15.49,31.5,7.4131804,3.140825
South and South-East Asia,1967,17.24,33.5,8.9317389,3.0656135
South and South-East Asia,1968,17.24,33.700001,8.9544277,3.2659247
South and South-East Asia,1969,17.57,32.299999,8.9868174,3.2845032
South and South-East Asia,1970,17.559999,32.400002,9.0052729,3.2893183
South and South-East Asia,1971,17.870001,30.799999,8.1269646,3.0252886
South and South-East Asia,1972,19.4,32.599998,8.5301476,3.3881762
South and South-East Asia,1973,20.950001,36.200001,9.4914274,3.7788088
South and South-East Asia,1974,22.110001,36,9.4621258,3.3449509
South and South-East Asia,1975,20.82,35.5,9.1487923,2.0842934
South and South-East Asia,1976,20.879999,35.400002,9.145731,1.7125576
South and South-East Asia,1977,21.219999,33.099998,9.6082048,1.5083253
South and South-East Asia,1978,22.43,34.299999,9.8126631,1.8754928
South and South-East Asia,1979,22.48,34.299999,9.8284616,1.9038798
South and South-East Asia,1980,21.92,33.599998,9.3052816,1.8495929
South and South-East Asia,1981,23.85,34.700001,9.6603203,1.9533556
South and South-East Asia,1982,22.75,32.599998,9.2938967,1.7794968
South and South-East Asia,1983,22.82,32.599998,9.3168411,1.8086444
South and South-East Asia,1984,24.200001,29.5,9.1139278,1.8033824
South and South-East Asia,1985,24.200001,29.5,9.1112146,1.9839019
South and South-East Asia,1986,25.780001,31.799999,9.8389969,2.354563
South and South-East Asia,1987,25.799999,31.299999,9.7315884,2.5924835
South and South-East Asia,1988,25.93,35.400002,10.478753,3.4405348
South and South-East Asia,1989,27.4,39.599998,12.859092,3.3891387
South and South-East Asia,1990,25.799999,39,12.694464,3.460278
South and South-East Asia,1991,25.799999,39,11.930238,4.0629902
South and South-East Asia,1992,26.549999,41.400002,12.500097,4.4490786
South and South-East Asia,1993,26.65,41.299999,12.459174,4.4575005
South and South-East Asia,1994,26.76,41.299999,12.509321,4.4658771
South and South-East Asia,1995,26.870001,41.200001,12.515346,4.9541078
South and South-East Asia,1996,28.530001,48.599998,16.031967,4.9025359
South and South-East Asia,1997,28.700001,47.099998,15.803401,4.7936168
South and South-East Asia,1998,30.360001,45.299999,16.164562,5.0475035
South and South-East Asia,1999,28.48,36.5,12.549005,5.2309203
South and South-East Asia,2000,28.459999,36.5,12.550169,5.2243218
South and South-East Asia,2001,,,,5.2993898
South and South-East Asia,2002,,,,5.2315035
South and South-East Asia,2003,,,,5.221571
South and South-East Asia,2004,,,,5.3920503
South and South-East Asia,2005,,,,5.3905492
South and South-East Asia,2006,,,,5.1364756
South and South-East Asia,2007,,,,4.9612556
South and South-East Asia,2008,,,,5.4023209
South and South-East Asia,2009,,,,6.1372232
South and South-East Asia,2010,,,,6.1973815
Sub-Sahara Africa,1820,0,0,0,
Sub-Sahara Africa,1821,0,0,0,
Sub-Sahara Africa,1822,0,0,0,
Sub-Sahara Africa,1823,0,0,0,
Sub-Sahara Africa,1824,0,0,0,
Sub-Sahara Africa,1825,0,0,0,
Sub-Sahara Africa,1826,0,0,0,
Sub-Sahara Africa,1827,0,0,0,
Sub-Sahara Africa,1828,0,0,0,
Sub-Sahara Africa,1829,0,0,0,
Sub-Sahara Africa,1830,0,0,0,
