Entity,Year,Biological,Chemical,Explosives,Fake Weapons,Firearms,Incendiary,Melee,Other,Radiological,Sabotage Equipment,Unknown,Vehicle
Bolivia,1986,0,0,3,0,1,0,0,0,0,0,0,0
Bolivia,1987,0,0,9,0,1,2,0,0,0,0,2,0
Bolivia,1988,0,0,8,0,3,0,0,0,0,0,0,0
Bolivia,1989,0,0,38,0,1,1,0,0,0,0,0,0
Bolivia,1990,0,0,11,0,0,0,0,0,0,0,0,0
Bolivia,1991,0,0,26,0,2,0,0,0,0,0,0,0
Bolivia,1992,0,0,30,0,7,1,0,0,0,0,0,0
Bolivia,1994,0,0,5,0,1,0,0,0,0,0,2,0
Bolivia,1995,0,0,0,1,0,0,0,0,0,0,1,0
Bolivia,1996,0,0,0,0,0,0,0,0,0,0,1,0
Bolivia,1997,0,0,2,0,1,1,0,0,0,0,0,0
Bolivia,2003,0,0,1,0,0,0,0,0,0,0,0,0
Bolivia,2005,0,0,1,0,0,0,0,0,0,0,0,0
Bolivia,2007,0,0,2,0,1,0,0,0,0,0,0,0
Bolivia,2009,0,0,3,0,0,0,0,0,0,0,0,0
Bolivia,2012,0,0,0,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,1992,0,0,12,0,9,0,0,0,0,0,1,0
Bosnia-Herzegovina,1994,0,0,3,0,5,0,0,0,0,0,1,0
Bosnia-Herzegovina,1995,0,0,1,0,5,0,0,0,0,0,0,0
Bosnia-Herzegovina,1996,0,0,27,0,4,1,1,0,0,0,0,0
Bosnia-Herzegovina,1997,0,0,30,0,6,3,3,0,0,0,0,0
Bosnia-Herzegovina,1998,0,0,8,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,1999,0,0,5,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2000,0,0,4,0,2,0,0,0,0,0,0,0
Bosnia-Herzegovina,2001,0,0,2,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2002,0,0,2,0,0,0,0,0,0,0,1,0
Bosnia-Herzegovina,2003,0,0,0,0,0,0,1,0,0,0,0,0
Bosnia-Herzegovina,2005,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2006,0,0,0,0,0,0,0,0,0,0,1,0
Bosnia-Herzegovina,2007,0,0,2,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2008,0,0,3,0,0,1,0,0,0,0,0,0
Bosnia-Herzegovina,2009,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2010,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2011,0,0,0,0,1,0,0,0,0,0,0,0
Bosnia-Herzegovina,2013,0,0,1,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,2014,0,0,1,0,0,0,1,0,0,0,1,0
Bosnia-Herzegovina,2015,0,0,2,0,2,1,1,0,0,0,0,0
Botswana,1974,0,0,1,0,0,0,0,0,0,0,0,0
Botswana,1985,0,0,1,0,0,0,0,0,0,0,0,0
Botswana,1987,0,0,1,0,0,0,0,0,0,0,0,0
Botswana,1988,0,0,3,0,0,0,0,0,0,0,0,0
Botswana,1989,0,0,2,0,0,0,0,0,0,0,0,0
Botswana,1990,0,0,1,0,0,0,0,0,0,0,0,0
Botswana,1995,0,0,0,0,0,1,0,0,0,0,0,0
Brazil,1970,0,0,0,0,0,0,0,0,0,0,6,0
Brazil,1971,0,0,0,0,0,3,0,0,0,0,0,0
Brazil,1972,0,0,2,0,1,0,0,0,0,0,0,0
Brazil,1973,0,0,1,0,0,1,0,0,0,0,0,0
Brazil,1976,0,0,4,0,0,0,0,0,0,0,1,0
Brazil,1977,0,0,0,0,0,0,0,0,0,0,1,0
Brazil,1978,0,0,2,0,0,0,0,0,0,0,3,0
Brazil,1979,0,1,1,0,3,0,0,0,0,0,1,0
Brazil,1980,0,0,10,0,5,4,0,0,0,0,0,0
Brazil,1981,0,0,7,0,2,2,0,0,0,0,0,0
Brazil,1982,0,0,1,0,3,0,0,0,0,0,0,0
Brazil,1983,0,0,6,0,0,2,0,0,0,0,0,0
Brazil,1984,0,0,2,0,1,1,0,0,0,0,1,0
Brazil,1985,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,1986,0,0,0,0,1,1,0,0,0,0,1,0
Brazil,1987,0,0,1,0,0,0,0,0,0,0,0,0
Brazil,1988,0,0,1,0,1,0,0,0,0,0,0,0
Brazil,1989,0,0,2,0,3,0,0,0,0,0,0,0
Brazil,1990,0,0,1,0,6,0,0,0,0,0,0,0
Brazil,1991,0,0,7,0,14,0,1,0,0,0,2,0
Brazil,1992,0,0,5,0,9,1,0,0,0,0,9,0
Brazil,1994,0,0,0,0,10,1,1,0,0,0,7,0
Brazil,1995,0,0,8,0,6,0,5,0,0,0,4,0
Brazil,1996,0,0,2,0,8,1,0,0,0,0,7,0
Brazil,1997,0,0,1,0,25,0,2,0,0,0,11,0
Brazil,1998,0,0,2,0,0,0,0,0,0,0,0,0
Brazil,1999,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,2000,0,0,1,0,0,0,0,0,0,0,1,0
Brazil,2001,0,0,1,0,1,0,0,0,0,0,1,0
Brazil,2002,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,2003,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,2006,0,0,1,0,2,0,0,0,0,0,0,0
Brazil,2012,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,2013,0,0,1,0,2,0,0,0,0,0,0,0
Brazil,2014,0,0,0,1,2,0,0,0,0,0,0,0
Brazil,2015,0,0,2,0,2,0,1,0,0,0,0,0
Brazil,2016,0,0,0,0,1,1,0,0,0,0,0,0
Brazil,2017,0,0,0,0,0,2,0,0,0,0,0,0
Brunei,1972,0,0,5,0,0,0,0,0,0,0,0,0
Brunei,1992,0,0,1,0,0,0,0,0,0,0,0,0
Bulgaria,1982,0,0,0,0,2,0,0,0,0,0,0,0
Bulgaria,1984,0,0,1,0,0,0,0,0,0,0,0,0
Bulgaria,1990,0,0,3,0,0,2,0,0,0,0,0,0
Bulgaria,1991,0,0,2,1,0,0,0,0,0,0,0,0
Bulgaria,1992,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,1994,0,0,1,0,1,0,0,0,0,0,0,0
Bulgaria,1995,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,1996,0,0,7,0,3,0,1,0,0,0,1,0
Bulgaria,1997,0,0,2,0,0,0,0,0,0,0,1,0
Bulgaria,1998,0,1,1,0,0,0,0,0,0,0,0,0
Bulgaria,1999,0,0,1,0,0,0,0,0,0,0,0,0
Bulgaria,2000,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,2001,0,0,1,0,0,0,0,0,0,0,0,0
Bulgaria,2002,0,0,1,0,0,0,0,0,0,0,0,0
Bulgaria,2008,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,2011,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,2012,0,0,2,0,0,0,0,0,0,0,0,0
Bulgaria,2013,0,1,2,0,0,0,0,0,0,0,0,0
Bulgaria,2014,0,0,0,0,0,1,0,0,0,0,0,0
Bulgaria,2015,0,0,1,0,0,1,0,0,0,0,0,0
Bulgaria,2016,0,0,0,0,0,0,1,0,0,0,0,0
Burkina Faso,1984,0,0,0,0,1,0,0,0,0,0,0,0
Burkina Faso,1991,0,0,1,0,1,0,0,0,0,0,0,0
Burkina Faso,2013,0,0,0,0,1,0,0,0,0,0,0,0
Burkina Faso,2015,0,0,1,0,4,1,0,0,0,0,0,0
Burkina Faso,2016,0,0,3,0,5,0,0,0,0,0,2,0
Burkina Faso,2017,0,0,4,0,19,4,0,0,0,0,5,0
Burundi,1991,0,0,0,0,6,0,1,0,0,0,0,0
Burundi,1992,0,0,0,0,2,0,0,0,0,0,0,0
Burundi,1994,0,0,6,0,6,1,0,0,0,0,3,0
Burundi,1995,0,0,27,0,47,0,3,0,0,0,6,0
Burundi,1996,0,0,3,0,14,0,3,0,0,0,15,0
Burundi,1997,0,0,12,0,15,36,2,0,0,0,14,0
Burundi,1998,0,0,0,0,6,2,4,0,0,0,1,0
Burundi,1999,0,0,1,0,10,0,0,0,0,0,2,0
Burundi,2000,0,0,1,0,13,0,0,0,0,0,3,0
Burundi,2001,0,0,2,0,23,3,2,0,0,0,7,0
Burundi,2002,0,0,4,0,9,2,0,0,0,0,3,0
Burundi,2003,0,0,4,0,10,0,0,0,0,0,4,0
Burundi,2004,0,0,0,0,0,0,0,0,0,0,1,0
Burundi,2005,0,0,1,0,1,0,0,0,0,0,3,0
Burundi,2006,0,0,3,0,2,0,0,0,0,0,0,0
Burundi,2007,0,0,0,0,2,0,0,0,0,0,1,0
Burundi,2008,0,0,3,0,3,1,0,0,0,0,0,0
Burundi,2010,0,0,26,0,3,0,0,0,0,0,0,0
Burundi,2011,0,0,1,0,7,0,0,0,0,0,0,0
Burundi,2012,0,0,2,0,1,0,0,0,0,0,1,0
Burundi,2013,0,0,1,0,1,0,0,0,0,0,0,0
Burundi,2014,0,0,2,0,2,0,1,0,0,0,0,0
Burundi,2015,0,0,60,0,38,1,0,0,0,0,3,0
Burundi,2016,0,0,62,0,19,0,0,0,0,0,2,0
Burundi,2017,0,0,16,0,4,0,0,0,0,0,1,0
Cambodia,1971,0,0,2,0,0,0,0,0,0,0,0,0
Cambodia,1972,0,0,2,0,0,0,0,0,0,0,0,0
Cambodia,1978,0,0,0,0,1,0,0,0,0,0,0,0
Cambodia,1989,0,0,1,0,1,0,0,0,0,0,0,0
Cambodia,1990,0,0,2,0,0,0,0,0,0,0,0,0
Cambodia,1991,0,0,2,0,1,0,0,0,0,0,0,0
Cambodia,1992,0,0,21,0,42,0,0,0,0,0,4,0
Cambodia,1994,0,0,8,0,15,1,0,0,0,0,15,0
Cambodia,1995,0,0,52,0,2,0,0,0,0,0,2,0
Cambodia,1996,0,0,8,0,10,0,1,0,0,0,14,0
Cambodia,1997,0,0,10,0,8,0,0,0,0,0,0,0
Cambodia,1998,0,1,2,0,2,0,0,0,0,0,2,0
Cambodia,1999,0,0,5,0,3,0,0,0,0,0,0,0
Cambodia,2000,0,0,3,0,1,0,0,0,0,0,0,0
Cambodia,2001,0,0,6,0,1,0,0,0,0,0,0,0
Cambodia,2002,0,0,0,0,3,0,0,0,0,0,0,0
Cambodia,2003,0,0,0,0,1,0,0,0,0,0,0,0
Cambodia,2008,0,1,0,0,1,0,0,0,0,0,0,0
Cambodia,2013,0,0,2,0,0,0,0,0,0,0,0,0
Cameroon,1991,0,0,0,0,2,1,0,0,0,0,1,0
Cameroon,1992,0,0,0,0,0,1,3,0,0,0,2,0
Cameroon,1994,0,0,1,0,4,0,0,0,0,0,1,0
Cameroon,1995,0,0,0,0,1,0,0,0,0,0,1,0
Cameroon,1998,0,0,1,0,0,0,0,0,0,0,0,0
Cameroon,2007,0,0,0,0,1,0,0,0,0,0,0,0
Cameroon,2008,0,0,0,0,1,0,0,0,0,0,0,0
Cameroon,2009,0,0,0,0,0,0,0,0,0,0,1,0
Cameroon,2010,0,0,0,0,1,0,0,0,0,0,2,0
Cameroon,2011,0,0,0,0,2,0,0,0,0,0,1,0
Cameroon,2013,0,0,0,0,3,0,0,0,0,0,0,0
Cameroon,2014,0,0,13,0,27,2,1,0,0,0,25,0
Cameroon,2015,0,0,29,0,18,13,3,0,0,0,20,0
Cameroon,2016,0,0,31,0,10,5,0,0,0,0,10,0
Cameroon,2017,0,0,52,0,21,6,2,0,0,0,13,0
Canada,1970,0,0,0,0,1,0,0,0,0,0,1,0
Canada,1972,0,0,4,0,0,0,0,0,0,0,0,0
Canada,1974,0,0,1,0,0,0,0,0,0,0,0,0
Canada,1980,0,0,3,0,0,0,0,0,0,0,0,0
Canada,1982,0,0,2,0,2,0,0,0,0,0,1,0
Canada,1983,0,0,0,0,0,1,0,0,0,0,0,0
Canada,1985,0,0,3,0,0,0,0,0,0,0,0,0
Canada,1986,0,0,1,0,1,0,0,0,0,0,0,0
Canada,1989,0,0,0,0,1,0,0,0,0,0,0,0
Canada,1992,0,0,1,0,0,0,2,0,0,0,0,0
Canada,1994,0,0,2,0,1,0,0,0,0,0,1,0
Canada,1995,0,0,2,0,1,1,1,0,0,0,0,0
Canada,1996,0,0,1,0,0,0,0,0,0,0,0,0
Canada,1997,0,0,1,0,1,0,0,0,0,0,0,0
Canada,1998,0,0,3,0,1,0,0,0,0,0,0,0
Canada,1999,0,1,1,0,0,0,0,0,0,0,0,0
Canada,2000,0,1,1,0,0,2,1,0,0,0,0,0
Canada,2004,0,0,1,0,0,1,0,0,0,0,0,0
Canada,2006,0,0,0,0,0,2,0,0,0,0,0,0
Canada,2008,0,0,3,0,0,0,2,0,0,0,0,0
Canada,2009,0,0,3,0,0,1,0,0,0,0,0,0
Canada,2010,0,0,2,0,0,0,0,0,0,0,0,0
Canada,2012,0,0,1,0,0,1,0,1,0,0,0,0
Canada,2013,0,0,2,0,0,2,0,0,0,0,0,0
Canada,2014,0,0,0,0,2,0,1,0,0,0,0,0
Canada,2015,0,0,2,0,0,2,1,0,0,0,0,0
Canada,2016,0,1,1,0,1,2,1,0,0,0,0,0
Canada,2017,0,0,0,0,1,8,2,0,0,0,0,1
Central African Republic,1981,0,0,1,0,0,0,0,0,0,0,0,0
Central African Republic,1986,0,0,1,0,0,0,0,0,0,0,0,0
Central African Republic,1991,0,0,0,0,2,0,1,1,0,0,0,0
Central African Republic,1992,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,1994,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,1996,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,2000,0,0,0,0,1,0,0,0,0,0,0,0
Central African Republic,2001,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,2006,0,0,0,0,1,0,0,0,0,0,0,0
Central African Republic,2007,0,0,0,0,1,0,0,0,0,0,0,0
Central African Republic,2008,0,0,0,0,1,0,0,0,0,0,1,0
Central African Republic,2009,0,0,0,0,4,0,0,0,0,0,1,0
Central African Republic,2010,0,0,0,0,1,1,1,0,0,0,10,0
Central African Republic,2011,0,0,0,0,3,0,0,0,0,0,0,0
Central African Republic,2012,0,0,0,0,3,0,0,0,0,0,1,0
Central African Republic,2013,0,0,4,0,13,1,0,0,0,0,2,0
Central African Republic,2014,0,0,20,0,54,2,4,0,0,0,14,0
Central African Republic,2015,0,0,5,0,32,0,2,0,0,0,9,0
Central African Republic,2016,0,0,0,0,29,0,0,0,0,0,9,0
Central African Republic,2017,0,0,3,0,25,1,0,1,0,0,13,0
Central America & Caribbean,1970,0,0,0,0,1,0,0,0,0,0,6,0
Central America & Caribbean,1971,0,0,1,0,3,0,0,0,0,0,1,0
Central America & Caribbean,1972,0,0,3,0,0,0,0,0,0,0,0,0
Central America & Caribbean,1973,0,1,1,0,1,0,0,0,0,0,3,0
Central America & Caribbean,1974,0,0,6,0,3,0,0,0,0,0,2,0
Central America & Caribbean,1975,0,0,0,0,9,0,0,0,0,0,0,0
Central America & Caribbean,1976,0,0,27,0,13,1,0,0,0,0,4,0
Central America & Caribbean,1977,0,0,5,0,11,0,0,0,0,0,8,0
Central America & Caribbean,1978,0,0,61,0,81,9,0,0,0,0,48,0
Central America & Caribbean,1979,0,0,93,0,246,57,2,0,0,0,211,0
Central America & Caribbean,1980,0,0,230,0,617,47,4,0,0,0,172,0
Central America & Caribbean,1981,0,0,336,0,671,51,1,0,0,2,87,0
Central America & Caribbean,1982,0,0,290,0,517,87,9,0,0,0,93,0
Central America & Caribbean,1983,0,0,190,0,576,9,2,0,0,0,81,0
Central America & Caribbean,1984,0,0,136,0,480,28,0,0,0,3,34,0
Central America & Caribbean,1985,0,0,239,0,484,14,0,0,0,0,43,0
Central America & Caribbean,1986,0,0,113,0,258,1,0,0,0,0,21,0
Central America & Caribbean,1987,0,0,215,0,305,25,0,0,0,0,21,0
Central America & Caribbean,1988,0,0,256,0,225,6,0,0,0,0,7,1
Central America & Caribbean,1989,0,0,219,0,256,22,2,0,0,0,4,0
Central America & Caribbean,1990,0,0,178,0,131,5,2,0,0,0,0,0
Central America & Caribbean,1991,0,0,292,0,408,12,1,0,0,0,16,0
Central America & Caribbean,1992,0,0,71,0,88,24,6,0,0,0,23,0
Central America & Caribbean,1994,0,1,72,0,45,4,9,0,0,0,47,2
Central America & Caribbean,1995,0,0,29,0,83,7,9,0,0,0,40,0
Central America & Caribbean,1996,0,0,26,0,57,7,9,0,0,0,16,1
Central America & Caribbean,1997,0,0,33,0,54,6,8,0,0,0,16,0
Central America & Caribbean,1998,0,0,1,0,0,0,0,0,0,0,0,0
Central America & Caribbean,1999,0,0,1,0,6,0,0,0,0,0,1,0
Central America & Caribbean,2000,0,0,8,0,5,0,1,0,0,0,0,0
Central America & Caribbean,2001,0,0,4,0,3,1,0,0,0,0,0,0
Central America & Caribbean,2002,0,0,0,0,2,1,0,0,0,0,0,0
Central America & Caribbean,2003,0,0,0,0,4,4,0,0,0,0,0,0
Central America & Caribbean,2004,0,0,0,0,5,0,0,0,0,0,0,0
Central America & Caribbean,2005,0,0,2,0,1,0,0,0,0,0,0,0
Central America & Caribbean,2006,0,0,0,0,5,0,0,0,0,0,0,0
Central America & Caribbean,2007,0,0,0,0,4,0,0,0,0,0,0,0
Central America & Caribbean,2008,0,0,0,0,0,0,0,0,0,0,0,0
Central America & Caribbean,2009,0,0,8,0,1,0,0,0,0,0,0,0
Central America & Caribbean,2010,0,0,0,0,0,1,0,0,0,0,0,0
Central America & Caribbean,2011,0,0,0,0,1,0,0,0,0,0,0,0
Central America & Caribbean,2012,0,0,0,0,1,0,0,0,0,0,0,0
Central America & Caribbean,2013,0,0,2,0,9,3,0,0,0,0,0,0
Central America & Caribbean,2014,0,0,0,0,4,1,0,0,0,0,0,0
Central America & Caribbean,2015,0,0,0,0,1,0,0,0,0,0,0,0
Central America & Caribbean,2016,0,0,1,0,2,0,0,0,0,0,0,0
Central America & Caribbean,2017,0,0,0,0,2,2,0,0,0,0,0,0
Central Asia,1970,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1971,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1972,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1973,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1974,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1975,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1976,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1977,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1978,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1979,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1980,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1981,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1982,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1983,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1984,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1985,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1986,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1987,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1988,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1989,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1990,0,0,0,0,0,0,0,0,0,0,0,0
Central Asia,1991,0,0,2,0,4,0,0,0,0,0,1,0
Central Asia,1992,0,0,27,0,36,2,1,0,0,0,11,0
Central Asia,1994,0,1,28,0,26,0,0,0,0,0,10,0
Central Asia,1995,0,1,16,0,34,0,0,0,0,0,4,0
Central Asia,1996,0,0,14,0,16,0,1,0,0,0,2,0
Central Asia,1997,0,0,18,0,24,0,2,0,0,0,5,0
Central Asia,1998,0,0,15,0,9,1,0,0,0,0,0,0
Central Asia,1999,0,0,13,0,11,0,0,0,0,0,0,0
Central Asia,2000,0,0,5,0,11,1,0,0,0,0,4,0
Central Asia,2001,0,0,4,0,13,0,1,0,0,0,0,0
Central Asia,2002,0,0,3,0,3,0,0,0,0,0,0,0
Central Asia,2003,0,0,3,0,3,0,1,0,0,0,0,0
Central Asia,2004,0,0,6,0,2,0,0,0,0,0,0,0
Central Asia,2005,0,0,7,1,2,0,0,0,0,0,1,0
Central Asia,2006,0,0,2,0,3,1,0,0,0,0,0,0
Central Asia,2007,0,0,2,0,0,1,1,0,0,0,0,0
Central Asia,2008,0,0,26,0,8,0,0,0,0,0,2,0
Central Asia,2009,0,0,24,0,4,1,0,0,0,0,2,0
Central Asia,2010,0,0,6,0,2,0,0,0,0,0,1,0
Central Asia,2011,0,0,8,0,1,0,0,0,0,0,0,0
Central Asia,2012,0,0,5,0,5,1,1,0,0,0,0,0
Central Asia,2013,0,0,2,0,1,3,1,0,0,0,0,0
Central Asia,2014,0,0,5,0,1,1,1,0,0,0,1,0
Central Asia,2015,0,0,1,0,5,2,2,0,0,0,0,0
Central Asia,2016,0,0,8,0,7,0,2,0,0,0,0,0
Central Asia,2017,0,0,4,0,1,1,0,0,0,0,1,0
Chad,1974,0,0,0,0,0,0,0,0,0,0,1,0
Chad,1984,0,0,1,0,0,0,0,0,0,0,0,0
Chad,1985,0,0,0,0,0,0,0,0,0,0,1,0
Chad,1986,0,0,1,0,0,0,0,0,0,0,0,0
Chad,1991,0,0,0,0,2,0,0,0,0,0,0,0
Chad,1992,0,0,0,0,4,0,0,0,0,0,0,0
Chad,1994,0,0,1,0,0,0,0,0,0,0,0,0
Chad,1995,0,0,0,0,1,1,0,0,0,0,1,0
Chad,1996,0,0,0,0,1,0,0,0,0,0,0,0
Chad,1997,0,0,0,0,1,0,0,0,0,0,0,0
Chad,1998,0,0,0,0,1,0,0,0,0,0,0,0
Chad,1999,0,0,0,0,0,0,0,0,0,0,1,0
Chad,2002,0,0,2,0,1,0,0,0,0,0,1,0
Chad,2006,0,0,0,0,10,0,0,0,0,0,1,0
Chad,2007,0,0,0,0,5,0,1,0,0,0,1,0
Chad,2008,0,0,2,0,4,0,0,0,0,0,2,0
Chad,2009,0,0,0,0,1,0,0,0,0,0,2,0
Chad,2010,0,0,0,0,0,0,0,0,0,0,1,0
Chad,2014,0,0,0,0,1,0,0,0,0,0,0,0
Chad,2015,0,0,14,0,6,1,1,0,0,0,5,0
Chad,2016,0,0,3,0,1,0,0,0,0,0,1,0
Chad,2017,0,0,0,0,3,0,0,0,0,0,3,0
Chile,1973,0,0,5,0,0,2,0,0,0,0,0,0
Chile,1976,0,0,1,0,1,0,0,0,0,0,0,0
Chile,1977,0,0,5,0,0,0,0,0,0,0,1,0
Chile,1978,0,0,7,0,0,0,0,0,0,1,0,0
Chile,1979,0,0,40,0,6,1,0,0,0,0,2,0
Chile,1980,0,0,12,0,13,11,0,0,0,0,5,0
Chile,1981,0,0,9,0,12,11,0,0,0,0,2,0
Chile,1982,0,0,14,0,4,1,0,0,0,0,2,0
Chile,1983,0,0,75,0,11,18,1,0,0,0,1,0
Chile,1984,0,0,456,0,31,33,5,0,0,0,37,1
Chile,1985,0,0,194,0,11,20,0,0,0,0,7,0
Chile,1986,0,0,181,0,10,40,0,0,0,0,12,0
Chile,1987,0,0,120,0,34,12,0,0,0,0,7,0
Chile,1988,0,1,139,0,23,13,0,1,0,0,8,0
Chile,1989,0,1,99,0,35,9,0,0,0,0,2,0
Chile,1990,0,0,133,0,22,6,0,0,0,0,0,0
Chile,1991,0,0,89,0,30,5,1,0,0,0,2,0
Chile,1992,0,0,87,0,20,5,0,0,0,0,4,0
Chile,1994,0,0,10,0,2,1,0,0,0,0,2,0
Chile,1995,0,0,14,0,0,1,1,0,0,0,1,0
Chile,1996,0,0,2,0,2,2,0,0,0,0,2,0
Chile,1997,0,0,4,0,1,0,1,0,0,0,0,0
Chile,1998,0,0,1,0,0,0,0,0,0,0,0,0
Chile,1999,0,0,0,0,0,3,0,0,0,0,0,0
Chile,2000,0,0,1,0,0,1,0,0,0,0,0,0
Chile,2001,1,0,2,0,0,0,0,0,0,0,0,0
Chile,2002,0,0,1,0,0,0,0,0,0,0,0,0
Chile,2003,0,0,2,0,0,0,0,0,0,0,0,0
Chile,2006,0,0,1,0,0,0,0,0,0,0,0,0
Chile,2007,0,0,7,0,0,1,0,0,0,0,0,0
Chile,2008,0,0,4,0,0,0,0,0,0,0,0,0
Chile,2009,0,0,7,0,0,1,0,0,0,0,0,0
Chile,2010,0,0,5,0,0,0,0,0,0,0,0,0
Chile,2011,0,0,4,0,0,2,0,0,0,0,0,0
Chile,2012,0,0,2,0,0,0,0,0,0,0,0,0
Chile,2013,0,0,0,0,1,4,0,0,0,0,0,0
Chile,2014,0,2,8,0,1,5,0,1,0,0,0,0
Chile,2015,0,0,1,0,0,0,0,0,0,0,0,0
Chile,2016,0,0,2,0,6,8,0,0,0,2,0,0
Chile,2017,0,0,3,0,4,5,0,0,0,0,0,0
China,1989,0,0,2,0,0,0,0,0,0,0,1,0
China,1990,0,0,1,0,0,0,0,0,0,0,0,0
China,1991,0,0,1,0,0,0,0,0,0,0,0,0
China,1992,0,0,2,0,1,0,0,0,0,0,2,0
China,1994,0,0,5,0,1,3,1,0,0,0,3,0
China,1995,0,0,4,0,0,0,0,0,0,0,4,0
China,1996,0,0,54,1,0,1,4,0,0,0,2,0
China,1997,0,0,13,0,0,0,1,0,0,0,4,0
China,1998,0,1,1,0,0,0,0,0,0,0,0,0
China,1999,0,0,2,0,0,0,0,0,0,0,0,0
China,2000,0,0,3,0,0,0,1,0,0,0,0,0
China,2001,0,0,11,0,0,1,0,0,0,0,0,0
China,2002,0,0,1,0,0,0,1,0,0,0,0,0
China,2003,0,0,3,0,0,0,0,0,0,0,0,0
China,2004,0,0,2,0,0,0,0,0,0,0,0,0
China,2005,0,0,1,0,0,0,0,0,0,0,0,0
China,2008,0,0,16,0,0,1,3,0,0,0,0,0
China,2009,0,2,2,0,1,0,2,0,0,0,0,0
China,2010,0,0,1,0,0,0,0,0,0,0,0,0
China,2011,0,0,2,0,0,0,1,0,0,0,0,1
China,2012,0,0,2,0,0,0,1,0,0,0,0,1
China,2013,0,0,3,0,0,7,2,0,0,0,0,0
China,2014,0,0,23,0,0,2,11,0,0,0,1,0
China,2015,0,0,6,0,0,3,7,0,0,0,1,0
China,2016,0,0,3,0,0,1,1,0,0,0,0,0
China,2017,0,0,3,0,0,2,1,0,0,0,0,0
Colombia,1970,0,0,0,0,0,0,0,0,0,0,1,0
Colombia,1972,0,0,0,0,1,0,0,0,0,0,1,0
Colombia,1973,0,0,1,0,0,0,0,0,0,0,5,0
Colombia,1975,0,0,1,0,8,0,0,0,0,0,1,0
Colombia,1976,0,0,8,0,7,3,0,0,0,0,4,0
Colombia,1977,0,0,34,0,22,1,0,0,0,0,23,0
Colombia,1978,0,0,45,0,65,7,0,0,0,0,41,0
Colombia,1979,0,0,21,0,59,6,1,1,0,0,52,0
Colombia,1980,0,0,32,0,74,4,0,0,0,0,31,0
Colombia,1981,0,0,33,0,94,2,0,0,0,0,43,0
Colombia,1982,0,0,61,0,94,15,2,0,0,0,50,0
Colombia,1983,0,0,39,0,121,5,1,0,0,0,68,0
Colombia,1984,0,0,48,0,102,14,0,0,0,0,72,1
Colombia,1985,0,0,132,0,158,39,0,0,0,0,53,0
Colombia,1986,0,0,69,0,194,15,1,0,0,0,28,0
Colombia,1987,0,0,86,0,221,12,0,0,0,0,18,0
Colombia,1988,0,0,81,0,320,0,1,0,0,0,25,0
Colombia,1989,0,0,243,0,213,21,1,0,0,0,14,0
Colombia,1990,0,0,98,0,233,12,0,0,0,0,6,0
Colombia,1991,0,0,160,0,232,23,2,0,0,0,3,0
Colombia,1992,0,0,308,0,173,19,1,0,0,0,22,0
