Entity,Year,SO2 emissions per capita (Clio Infra)
Japan,1920,0.019320293
Japan,1930,0.020894187
Japan,1940,0.022438023
Japan,1950,0.013269648
Japan,1960,0.023474561
Japan,1970,0.051095158
Japan,1980,0.011276245
Japan,1990,0.007912507
Japan,2000,0.00698145
Jordan,1850,0.000393372
Jordan,1860,0.000444046
Jordan,1870,0.000555381
Jordan,1880,0.000519636
Jordan,1890,0.000463392
Jordan,1900,0.000371457
Jordan,1910,0.000248243
Jordan,1920,0.000173432
Jordan,1930,0.000130216
Jordan,1940,8.70009E-05
Jordan,1950,0.002609427
Jordan,1960,0.005877031
Jordan,1970,0.006332864
Jordan,1980,0.01562109
Jordan,1990,0.02170783
Jordan,2000,0.02100072
Kazakhstan,1850,0.000380052
Kazakhstan,1860,0.000386629
Kazakhstan,1870,0.000440244
Kazakhstan,1880,0.00052065
Kazakhstan,1890,0.000922168
Kazakhstan,1900,0.001690567
Kazakhstan,1910,0.00145475
Kazakhstan,1920,0.000702073
Kazakhstan,1930,0.010779491
Kazakhstan,1940,0.041140659
Kazakhstan,1950,0.064131064
Kazakhstan,1960,0.189592023
Kazakhstan,1970,0.177194807
Kazakhstan,1980,0.145079055
Kazakhstan,1990,0.146816994
Kazakhstan,2000,0.118127352
Kenya,1850,7.73028E-05
Kenya,1860,7.42404E-05
Kenya,1870,7.62637E-05
Kenya,1880,8.05147E-05
Kenya,1890,8.43073E-05
Kenya,1900,8.69129E-05
Kenya,1910,8.63652E-05
Kenya,1920,9.90954E-05
Kenya,1930,0.000113637
Kenya,1940,0.000130242
Kenya,1950,0.001176157
Kenya,1960,0.0024042
Kenya,1970,0.001881125
Kenya,1980,0.002250171
Kenya,1990,0.001781054
Kenya,2000,0.00212172
Kuwait,1850,0.000109935
Kuwait,1860,0.000114417
Kuwait,1870,0.000114417
Kuwait,1880,0.000114417
Kuwait,1890,0.000114417
Kuwait,1900,0.000114417
Kuwait,1910,9.53476E-05
Kuwait,1920,0.000747579
Kuwait,1930,0.002356311
Kuwait,1940,0.004453131
Kuwait,1950,0.262449134
Kuwait,1960,0.278071569
Kuwait,1970,0.22722805
Kuwait,1980,0.117901928
Kuwait,1990,0.049570715
Kuwait,2000,0.130300004
Kyrgyzstan,1850,0.000310287
Kyrgyzstan,1860,0.0003098
Kyrgyzstan,1870,0.000327794
Kyrgyzstan,1880,0.000343876
Kyrgyzstan,1890,0.000417212
Kyrgyzstan,1900,0.000580416
Kyrgyzstan,1910,0.000493318
Kyrgyzstan,1920,0.000334506
Kyrgyzstan,1930,0.000567516
Kyrgyzstan,1940,0.000897673
Kyrgyzstan,1950,0.000743977
Kyrgyzstan,1960,0.021609563
Kyrgyzstan,1970,0.023990591
Kyrgyzstan,1980,0.026990123
Kyrgyzstan,1990,0.02131886
Kyrgyzstan,2000,0.004355259
Latvia,1850,0.000641149
Latvia,1860,0.000612299
Latvia,1870,0.000690599
Latvia,1880,0.001000952
Latvia,1890,0.001619406
Latvia,1900,0.003167574
Latvia,1910,0.002762588
Latvia,1920,0.001297565
Latvia,1930,0.003843819
Latvia,1940,0.009145051
Latvia,1950,0.011336697
Latvia,1960,0.022169806
Latvia,1970,0.034141375
Latvia,1980,0.046075543
Latvia,1990,0.03808255
Latvia,2000,0.004048412
Lebanon,1850,0.000148493
Lebanon,1860,0.000148493
Lebanon,1870,0.000148493
Lebanon,1880,0.000148493
Lebanon,1890,0.000148493
Lebanon,1900,0.000148493
Lebanon,1910,0.000129031
Lebanon,1920,0.000109561
Lebanon,1930,9.01014E-05
Lebanon,1940,0.000683517
Lebanon,1950,0.005448335
Lebanon,1960,0.006747659
Lebanon,1970,0.007730132
Lebanon,1980,0.01446926
Lebanon,1990,0.01311649
Lebanon,2000,0.024471793
Libya,1850,0.000101394
Libya,1860,0.000101371
Libya,1870,0.000104422
Libya,1880,0.00011372
Libya,1890,0.000116662
Libya,1900,0.000110167
Libya,1910,9.69181E-05
Libya,1920,8.36689E-05
Libya,1930,7.04197E-05
Libya,1940,6.82995E-05
Libya,1950,0.00029102
Libya,1960,0.001152077
Libya,1970,0.082001409
Libya,1980,0.041352131
Libya,1990,0.027602809
Libya,2000,0.019038929
Lithuania,1850,0.000643485
Lithuania,1860,0.000624734
Lithuania,1870,0.000747915
Lithuania,1880,0.001266508
Lithuania,1890,0.002357433
Lithuania,1900,0.004947331
Lithuania,1910,0.004233903
Lithuania,1920,0.00189753
Lithuania,1930,0.005947793
Lithuania,1940,0.01411285
Lithuania,1950,0.016970859
Lithuania,1960,0.034444142
Lithuania,1970,0.055016795
Lithuania,1980,0.071376096
Lithuania,1990,0.057908327
Lithuania,2000,0.012628938
Luxembourg,1850,0.0001
Luxembourg,1860,0.0001
Luxembourg,1870,0.0001
Luxembourg,1880,0.0001
Luxembourg,1890,0.0001
Luxembourg,1900,0.0001
Luxembourg,1910,8.75584E-05
Luxembourg,1920,7.51168E-05
Luxembourg,1930,6.26752E-05
Luxembourg,1940,5.02337E-05
Luxembourg,1950,0.002154323
Luxembourg,1960,0.035056975
Luxembourg,1970,0.12383833
Luxembourg,1980,0.070079471
Luxembourg,1990,0.068087781
Luxembourg,2000,0.009860158
Macedonia,1850,0.000460514
Macedonia,1860,0.000447722
Macedonia,1870,0.000440999
Macedonia,1880,0.000434378
Macedonia,1890,0.000428229
Macedonia,1900,0.000441095
Macedonia,1910,0.000403573
Macedonia,1920,0.000624941
Macedonia,1930,0.004715487
Macedonia,1940,0.005309814
Macedonia,1950,0.020127632
Macedonia,1960,0.033789059
Macedonia,1970,0.044409979
Macedonia,1980,0.076199422
Macedonia,1990,0.079228352
Macedonia,2000,0.049034731
Malaysia,1850,0.000106
Malaysia,1860,0.000102308
Malaysia,1870,0.0001
Malaysia,1880,0.000153506
Malaysia,1890,0.00014413
Malaysia,1900,0.000200825
Malaysia,1910,0.000177032
Malaysia,1920,0.000266915
Malaysia,1930,0.000168501
Malaysia,1940,0.000212369
Malaysia,1950,0.000957239
Malaysia,1960,0.00084378
Malaysia,1970,0.002145547
Malaysia,1980,0.003105277
Malaysia,1990,0.005450757
Malaysia,2000,0.006333067
Malta,1850,0.000139723
Malta,1860,0.000132327
Malta,1870,0.000127099
Malta,1880,0.000122824
Malta,1890,0.000119317
Malta,1900,0.000116439
Malta,1910,0.000240805
Malta,1920,0.000353576
Malta,1930,0.000458015
Malta,1940,0.000557138
Malta,1950,0.020970108
Malta,1960,0.034593672
Malta,1970,0.065869136
Malta,1980,0.091474888
Malta,1990,0.081371563
Malta,2000,0.068031547
Mexico,1850,0.000163396
Mexico,1860,0.00016507
Mexico,1870,0.000168443
Mexico,1880,0.000168918
Mexico,1890,0.001397345
Mexico,1900,0.00380645
Mexico,1910,0.014405013
Mexico,1920,0.017690005
Mexico,1930,0.019998772
Mexico,1940,0.020532698
Mexico,1950,0.023724624
Mexico,1960,0.020214012
Mexico,1970,0.019314165
Mexico,1980,0.029087369
Mexico,1990,0.032722938
Mexico,2000,0.030047187
Moldova,1850,0.000241007
Moldova,1860,0.00022409
Moldova,1870,0.000234409
Moldova,1880,0.000305616
Moldova,1890,0.000602899
Moldova,1900,0.001232036
Moldova,1910,0.001006482
Moldova,1920,0.000551363
Moldova,1930,0.001464225
Moldova,1940,0.002629977
Moldova,1950,0.003810214
Moldova,1960,0.045796026
Moldova,1970,0.059672353
Moldova,1980,0.07688839
Moldova,1990,0.040167371
Moldova,2000,0.003177271
Mongolia,1850,0.000301493
Mongolia,1860,0.000301493
Mongolia,1870,0.000301493
Mongolia,1880,0.000301493
Mongolia,1890,0.000301493
Mongolia,1900,0.000301493
Mongolia,1910,0.000258822
Mongolia,1920,0.000216152
Mongolia,1930,0.000173482
Mongolia,1940,0.000130811
Mongolia,1950,9.14951E-05
Mongolia,1960,0.000193472
Mongolia,1970,0.000290143
Mongolia,1980,0.000420319
Mongolia,1990,0.046528381
Mongolia,2000,0.02772298
Morocco,1850,0.000134695
Morocco,1860,0.000128364
Morocco,1870,0.000124389
Morocco,1880,0.000124819
Morocco,1890,0.00012488
Morocco,1900,0.000124835
Morocco,1910,0.000104899
Morocco,1920,8.49754E-05
Morocco,1930,6.78764E-05
Morocco,1940,0.000658982
Morocco,1950,0.004289057
Morocco,1960,0.003581699
Morocco,1970,0.004197717
Morocco,1980,0.008344146
Morocco,1990,0.009946779
Morocco,2000,0.011710952
Mozambique,1850,0.000171922
Mozambique,1860,0.000170276
Mozambique,1870,0.000184326
Mozambique,1880,0.000198894
Mozambique,1890,0.00021278
Mozambique,1900,0.000230535
Mozambique,1910,0.000230235
Mozambique,1920,0.000229936
Mozambique,1930,0.00028047
Mozambique,1940,0.000294871
Mozambique,1950,0.000583364
Mozambique,1960,0.002020383
Mozambique,1970,0.002364589
Mozambique,1980,0.001699529
Mozambique,1990,0.000701241
Mozambique,2000,0.000757665
Myanmar,1850,0.0000983
Myanmar,1860,9.18764E-05
Myanmar,1870,8.66327E-05
Myanmar,1880,0.000109673
Myanmar,1890,0.000129139
Myanmar,1900,0.000162803
Myanmar,1910,0.000164417
Myanmar,1920,0.000633615
Myanmar,1930,0.003862965
Myanmar,1940,0.003681119
Myanmar,1950,0.000304818
Myanmar,1960,0.001036645
Myanmar,1970,0.001248933
Myanmar,1980,0.001053198
Myanmar,1990,0.000449613
Myanmar,2000,0.000634181
Namibia,1850,4.46828E-05
Namibia,1860,4.72382E-05
Namibia,1870,5.11243E-05
Namibia,1880,7.11165E-05
Namibia,1890,7.57659E-05
Namibia,1900,7.88786E-05
Namibia,1910,7.76628E-05
Namibia,1920,7.56997E-05
Namibia,1930,7.27156E-05
Namibia,1940,6.83444E-05
Namibia,1950,6.20989E-05
Namibia,1960,4.66179E-05
Namibia,1970,4.63167E-05
Namibia,1980,0.096288955
Namibia,1990,0.057103168
Namibia,2000,0.020479245
Nepal,1850,0.000158556
Nepal,1860,0.000169874
Nepal,1870,0.000193687
Nepal,1880,0.000204765
Nepal,1890,0.000238125
Nepal,1900,0.000259863
Nepal,1910,0.00024916
Nepal,1920,0.000253623
Nepal,1930,0.000242356
Nepal,1940,0.000231017
Nepal,1950,0.000252473
Nepal,1960,0.000342397
Nepal,1970,0.000410797
Nepal,1980,0.00070099
Nepal,1990,0.000791756
Nepal,2000,0.001763179
Netherlands,1850,0.007348817
Netherlands,1860,0.010338024
Netherlands,1870,0.009835386
Netherlands,1880,0.014129388
Netherlands,1890,0.015850788
Netherlands,1900,0.019793021
Netherlands,1910,0.024621788
Netherlands,1920,0.020754063
Netherlands,1930,0.040381246
Netherlands,1940,0.028747656
Netherlands,1950,0.037899417
Netherlands,1960,0.055734276
Netherlands,1970,0.064738887
Netherlands,1980,0.034629445
Netherlands,1990,0.012421806
Netherlands,2000,0.004485147
New Zealand,1850,0.00011142
New Zealand,1860,0.000110951
New Zealand,1870,0.000569133
New Zealand,1880,0.014203771
New Zealand,1890,0.021913016
New Zealand,1900,0.029727648
New Zealand,1910,0.049028363
New Zealand,1920,0.034140026
New Zealand,1930,0.039813354
New Zealand,1940,0.034119779
New Zealand,1950,0.035671529
New Zealand,1960,0.034974401
New Zealand,1970,0.036263335
New Zealand,1980,0.024038169
New Zealand,1990,0.016011895
New Zealand,2000,0.016506381
Nicaragua,1850,0.0001
Nicaragua,1860,0.0001
Nicaragua,1870,0.0001
Nicaragua,1880,0.0001
Nicaragua,1890,0.0001
Nicaragua,1900,0.000114045
Nicaragua,1910,0.000127066
Nicaragua,1920,0.000140087
Nicaragua,1930,0.000153108
Nicaragua,1940,0.000166129
Nicaragua,1950,0.001604453
Nicaragua,1960,0.003141678
Nicaragua,1970,0.00551147
Nicaragua,1980,0.004884853
Nicaragua,1990,0.004377833
Nicaragua,2000,0.005704851
Nigeria,1850,7.23691E-05
Nigeria,1860,7.88086E-05
Nigeria,1870,8.6006E-05
Nigeria,1880,9.60644E-05
Nigeria,1890,0.000106458
Nigeria,1900,0.000116131
Nigeria,1910,0.000129037
Nigeria,1920,0.000281938
Nigeria,1930,0.000426225
Nigeria,1940,0.000448682
Nigeria,1950,0.000684335
Nigeria,1960,0.00078838
Nigeria,1970,0.004869819
Nigeria,1980,0.006993579
Nigeria,1990,0.004722584
Nigeria,2000,0.004377776
North Korea,1850,0.001042923
North Korea,1860,0.000996232
North Korea,1870,0.000979346
North Korea,1880,0.001039875
North Korea,1890,0.001101159
North Korea,1900,0.001158168
North Korea,1910,0.001070055
North Korea,1920,0.001021346
North Korea,1930,0.001164854
North Korea,1940,0.00325177
North Korea,1950,0.001411628
North Korea,1960,0.011464887
North Korea,1970,0.016143705
North Korea,1980,0.026509985
North Korea,1990,0.026437248
North Korea,2000,0.015092239
Norway,1850,0.002331417
Norway,1860,0.003279011
Norway,1870,0.004544099
Norway,1880,0.007139502
Norway,1890,0.012047742
Norway,1900,0.020408057
Norway,1910,0.036084044
Norway,1920,0.02723502
Norway,1930,0.049002596
Norway,1940,0.038279473
Norway,1950,0.053746181
Norway,1960,0.059088685
Norway,1970,0.079239542
Norway,1980,0.043918419
Norway,1990,0.01233766
Norway,2000,0.006025922
Oman,1850,0.000148493
Oman,1860,0.000148493
Oman,1870,0.000148493
Oman,1880,0.000148493
Oman,1890,0.000148493
Oman,1900,0.000148493
Oman,1910,0.000123744
Oman,1920,9.89952E-05
Oman,1930,7.42464E-05
Oman,1940,4.94976E-05
Oman,1950,2.47488E-05
Oman,1970,0.009177585
Oman,1980,0.008386351
Oman,1990,0.035069489
Oman,2000,0.054363077
Pakistan,1850,0.000218151
Pakistan,1860,0.000232379
Pakistan,1870,0.000237632
Pakistan,1880,0.000243026
Pakistan,1890,0.000248621
Pakistan,1900,0.000256948
Pakistan,1910,0.000256301
Pakistan,1920,0.000246292
Pakistan,1930,0.000244744
Pakistan,1940,0.000241706
Pakistan,1950,0.001279861
Pakistan,1960,0.002659316
Pakistan,1970,0.002250695
Pakistan,1980,0.001939647
Pakistan,1990,0.004474686
Pakistan,2000,0.00655697
Panama,1850,0.0001
Panama,1860,0.0001
Panama,1870,0.0001
Panama,1880,0.0001
Panama,1890,0.0001
Panama,1900,0.0001
Panama,1910,0.000108751
Panama,1920,0.000117501
Panama,1930,0.000126252
Panama,1940,0.000135003
Panama,1950,0.000152887
Panama,1960,0.000185359
Panama,1970,0.000277289
Panama,1980,0.011778254
Panama,1990,0.00634877
Panama,2000,0.009021819
Paraguay,1850,8.47251E-05
Paraguay,1860,9.36098E-05
Paraguay,1870,0.00010766
Paraguay,1880,0.000114538
Paraguay,1890,0.00013041
Paraguay,1900,0.000154959
Paraguay,1910,0.000163403
Paraguay,1920,0.000180887
Paraguay,1930,0.000205787
Paraguay,1940,0.00024253
Paraguay,1950,0.000624259
Paraguay,1960,0.001477456
Paraguay,1970,0.002256711
Paraguay,1980,0.002515385
Paraguay,1990,0.002408545
Paraguay,2000,0.002496003
Peru,1850,0.0001
Peru,1860,9.9946E-05
Peru,1870,9.99045E-05
Peru,1880,9.99289E-05
Peru,1890,0.000953228
Peru,1900,0.00187348
Peru,1910,0.012494839
Peru,1920,0.013510164
Peru,1930,0.018189368
Peru,1940,0.013506339
Peru,1950,0.012760638
Peru,1960,0.047172021
Peru,1970,0.044198864
Peru,1980,0.053412579
Peru,1990,0.030988803
Peru,2000,0.042328001
Philippines,1850,0.000147694
Philippines,1860,0.000147039
Philippines,1870,0.000152466
Philippines,1880,0.000160451
Philippines,1890,0.000170032
Philippines,1900,0.000177935
Philippines,1910,0.000212966
Philippines,1920,0.000229747
Philippines,1930,0.000154913
Philippines,1940,0.000176399
Philippines,1950,0.001633467
Philippines,1960,0.002729446
Philippines,1970,0.005655975
Philippines,1980,0.00636258
Philippines,1990,0.005955154
Philippines,2000,0.006117011
Poland,1850,0.001606926
Poland,1860,0.003059231
Poland,1870,0.005821518
Poland,1880,0.007722883
Poland,1890,0.010541212
Poland,1900,0.014558743
Poland,1910,0.019605791
Poland,1920,0.017652998
Poland,1930,0.028779696
Poland,1940,0.044792983
Poland,1950,0.042059602
Poland,1960,0.060921605
Poland,1970,0.083586536
Poland,1980,0.115252217
Poland,1990,0.090154895
Poland,2000,0.038834628
Portugal,1850,0.000263063
Portugal,1860,0.000247585
Portugal,1870,0.000255342
Portugal,1880,0.000729652
Portugal,1890,0.002088097
Portugal,1900,0.002629415
Portugal,1910,0.004113809
Portugal,1920,0.0028206
Portugal,1930,0.004944925
Portugal,1940,0.004118209
Portugal,1950,0.005540275
Portugal,1960,0.008630167
Portugal,1970,0.015347362
Portugal,1980,0.027236476
Portugal,1990,0.032055313
Portugal,2000,0.03002115
Qatar,1850,0.000148493
Qatar,1860,0.000148493
Qatar,1870,0.000148493
Qatar,1880,0.000148493
Qatar,1890,0.000148493
Qatar,1900,0.000148493
Qatar,1910,0.00027251
Qatar,1920,0.001815493
Qatar,1930,0.005092877
Qatar,1940,0.008884069
Qatar,1950,0.101380486
Qatar,1960,0.162580005
Qatar,1970,0.149963142
Qatar,1980,0.101640593
Qatar,1990,0.049962333
Qatar,2000,0.055507935
Romania,1850,0.00010585
Romania,1860,0.000116961
Romania,1870,0.00013774
Romania,1880,0.000151668
Romania,1890,0.00267499
Romania,1900,0.002565831
Romania,1910,0.004520525
Romania,1920,0.005798938
Romania,1930,0.009440146
Romania,1940,0.016348897
Romania,1950,0.014106329
Romania,1960,0.025173417
Romania,1970,0.055508272
Romania,1980,0.047519549
Romania,1990,0.056449174
Romania,2000,0.032858656
Russia,1850,0.001029329
Russia,1860,0.00088805
Russia,1870,0.001121538
Russia,1880,0.001529964
Russia,1890,0.001966677
Russia,1900,0.003882732
Russia,1910,0.00437407
Russia,1920,0.00147191
Russia,1930,0.005676844
Russia,1940,0.016810251
Russia,1950,0.024976267
Russia,1960,0.047904463
Russia,1970,0.06078608
Russia,1980,0.073153734
Russia,1990,0.071805691
Russia,2000,0.043310492
Saudi Arabia,1850,0.000148493
Saudi Arabia,1860,0.000148493
Saudi Arabia,1870,0.000148493
Saudi Arabia,1880,0.000148493
Saudi Arabia,1890,0.000148493
Saudi Arabia,1900,0.000148493
Saudi Arabia,1910,0.000123771
Saudi Arabia,1920,0.000183008
Saudi Arabia,1930,0.000351418
Saudi Arabia,1940,0.004443515
Saudi Arabia,1950,0.018225569
Saudi Arabia,1960,0.011275944
Saudi Arabia,1970,0.022580771
Saudi Arabia,1980,0.088980345
Saudi Arabia,1990,0.049818034
Saudi Arabia,2000,0.069016858
Senegal,1850,0.000113798
Senegal,1860,0.000113798
Senegal,1870,0.000113798
Senegal,1880,0.000126427
Senegal,1890,0.00014226
Senegal,1900,0.000158595
Senegal,1910,0.00014064
Senegal,1920,0.000122684
Senegal,1930,0.000104728
Senegal,1940,8.67729E-05
Senegal,1950,6.88173E-05
Senegal,1960,0.002741392
Senegal,1970,0.0028977
Senegal,1980,0.004107068
Senegal,1990,0.003129453
Senegal,2000,0.003256158
Singapore,1850,0.0001
Singapore,1860,0.0001
Singapore,1870,0.0001
Singapore,1880,0.0001
Singapore,1890,0.0001
Singapore,1900,0.0001
Singapore,1910,8.33333E-05
Singapore,1920,6.66667E-05
Singapore,1930,0.00005
Singapore,1940,3.33333E-05
Singapore,1950,1.66667E-05
Singapore,1960,0.003305746
Singapore,1970,0.029993217
Singapore,1980,0.054546485
Singapore,1990,0.104709611
Singapore,2000,0.075444971
Slovakia,1850,0.000287668
Slovakia,1860,0.000413196
Slovakia,1870,0.003045407
Slovakia,1880,0.011100609
Slovakia,1890,0.018147353
Slovakia,1900,0.022338307
Slovakia,1910,0.02525458
Slovakia,1920,0.021585694
Slovakia,1930,0.029240685
Slovakia,1940,0.035318463
Slovakia,1950,0.042733178
Slovakia,1960,0.076518275
Slovakia,1970,0.11230314
Slovakia,1980,0.156739906
Slovakia,1990,0.103116908
Slovakia,2000,0.023603137
Slovenia,1850,0.000500001
Slovenia,1860,0.000500001
Slovenia,1870,0.000500001
Slovenia,1880,0.000500005
Slovenia,1890,0.000502359
Slovenia,1900,0.00062612
Slovenia,1910,0.000748171
Slovenia,1920,0.002327782
Slovenia,1930,0.006711531
Slovenia,1940,0.003842137
Slovenia,1950,0.02124683
Slovenia,1960,0.052761913
Slovenia,1970,0.088428132
Slovenia,1980,0.127826881
Slovenia,1990,0.10285565
Slovenia,2000,0.049842184
South Africa,1850,0.004763827
South Africa,1860,0.002543762
South Africa,1870,0.002091171
South Africa,1880,0.004748888
South Africa,1890,0.006877383
South Africa,1900,0.007148113
South Africa,1910,0.030694873
South Africa,1920,0.039640434
South Africa,1930,0.029551384
South Africa,1940,0.038578817
South Africa,1950,0.042987354
South Africa,1960,0.047893489
South Africa,1970,0.066239728
South Africa,1980,0.063960704
South Africa,1990,0.062143299
South Africa,2000,0.053306026
South Korea,1850,0.000275553
South Korea,1860,0.000277203
South Korea,1870,0.000278895
South Korea,1880,0.000270429
South Korea,1890,0.000274617
South Korea,1900,0.000278862
South Korea,1910,0.000285741
South Korea,1920,0.000388516
South Korea,1930,0.000628657
South Korea,1940,0.002862594
South Korea,1950,0.001112117
South Korea,1960,0.005219477
South Korea,1970,0.017651113
South Korea,1980,0.033904739
South Korea,1990,0.034322961
South Korea,2000,0.020300556
Spain,1850,0.001527837
Spain,1860,0.0029253
Spain,1870,0.004210788
Spain,1880,0.008172498
Spain,1890,0.012585412
Spain,1900,0.017312428
Spain,1910,0.018629035
Spain,1920,0.016020543
Spain,1930,0.014587442
Spain,1940,0.010654413
Spain,1950,0.016231867
Spain,1960,0.020440653
Spain,1970,0.042386574
Spain,1980,0.075572436
Spain,1990,0.055660143
Spain,2000,0.036040579
Sri Lanka,1850,0.000148493
Sri Lanka,1860,0.000148493
Sri Lanka,1870,0.000148493
Sri Lanka,1880,0.000145713
Sri Lanka,1890,0.000148493
Sri Lanka,1900,0.000148493
Sri Lanka,1910,0.000157849
Sri Lanka,1920,0.000167205
Sri Lanka,1930,0.000177379
Sri Lanka,1940,0.000186996
Sri Lanka,1950,0.001098561
Sri Lanka,1960,0.002438638
Sri Lanka,1970,0.00338513
Sri Lanka,1980,0.003346247
Sri Lanka,1990,0.002573981
Sri Lanka,2000,0.007375669
Sweden,1850,0.003558426
Sweden,1860,0.004152347
Sweden,1870,0.004652146
Sweden,1880,0.005979841
Sweden,1890,0.009332898
Sweden,1900,0.015801192
Sweden,1910,0.023326848
Sweden,1920,0.021406381
Sweden,1930,0.043117574
Sweden,1940,0.039249431
Sweden,1950,0.061028975
Sweden,1960,0.101827326
Sweden,1970,0.105150736
Sweden,1980,0.059082119
Sweden,1990,0.012602191
Sweden,2000,0.005156791
Switzerland,1850,0.000902669
Switzerland,1860,0.001687248
Switzerland,1870,0.003108427
Switzerland,1880,0.00472376
Switzerland,1890,0.007963668
Switzerland,1900,0.012199799
Switzerland,1910,0.014757665
Switzerland,1920,0.012932883
Switzerland,1930,0.016223806
Switzerland,1940,0.014065275
Switzerland,1950,0.019500126
Switzerland,1960,0.034763219
Switzerland,1970,0.035124884
Switzerland,1980,0.018357169
Switzerland,1990,0.006715311
Switzerland,2000,0.002764666
Syria,1850,0.000259863
Syria,1860,0.000259863
Syria,1870,0.000259863
Syria,1880,0.000259863
Syria,1890,0.000259863
Syria,1900,0.000259863
Syria,1910,0.000216577
Syria,1920,0.000173291
Syria,1930,0.000130005
Syria,1940,8.67191E-05
Syria,1950,0.000865296
Syria,1960,0.005230629
Syria,1970,0.00758234
Syria,1980,0.013581125
Syria,1990,0.019662726
Syria,2000,0.017156143
Tajikistan,1850,0.000326378
Tajikistan,1860,0.000313775
Tajikistan,1870,0.00034694
Tajikistan,1880,0.000395695
Tajikistan,1890,0.000466571
Tajikistan,1900,0.000688039
Tajikistan,1910,0.000680386
Tajikistan,1920,0.000420398
Tajikistan,1930,0.000884288
Tajikistan,1940,0.002361
Tajikistan,1950,0.003655568
Tajikistan,1960,0.00686787
Tajikistan,1970,0.009718489
Tajikistan,1980,0.011493882
Tajikistan,1990,0.010367797
Tajikistan,2000,0.003202656
Tanzania,1850,0.000118209
Tanzania,1860,0.000116819
Tanzania,1870,0.00012124
Tanzania,1880,0.000133228
Tanzania,1890,0.000146592
Tanzania,1900,0.000159882
Tanzania,1910,0.000161307
Tanzania,1920,0.000167626
Tanzania,1930,0.000173945
Tanzania,1940,0.000180264
Tanzania,1950,0.000376499
Tanzania,1960,0.000535461
Tanzania,1970,0.000684324
Tanzania,1980,0.000726291
Tanzania,1990,0.000713038
Tanzania,2000,0.000786155
Thailand,1850,0.0002615
Thailand,1860,0.000239239
Thailand,1870,0.000222115
Thailand,1880,0.000214569
Thailand,1890,0.000208438
Thailand,1900,0.000209143
Thailand,1910,0.000180101
Thailand,1920,0.000160202
Thailand,1930,0.000140303
Thailand,1940,0.000120403
Thailand,1950,0.000359172
Thailand,1960,0.001130094
Thailand,1970,0.003003074
Thailand,1980,0.006633093
Thailand,1990,0.012157277
Thailand,2000,0.015513303
Togo,1850,0.0001
Togo,1860,0.0001
Togo,1870,0.000111445
Togo,1880,0.000137506
Togo,1890,0.000165096
Togo,1900,0.000202643
Togo,1910,0.000187417
Togo,1920,0.000172191
Togo,1930,0.000156965
Togo,1940,0.000141739
Togo,1950,0.000226035
Togo,1960,0.000464922
Togo,1970,0.000961137
Togo,1980,0.000730897
Togo,1990,0.000760824
Togo,2000,0.000642497
Trinidad and Tobago,1850,0.0001
Trinidad and Tobago,1860,0.0001
Trinidad and Tobago,1870,0.0001
Trinidad and Tobago,1880,0.000106557
Trinidad and Tobago,1890,0.000183927
Trinidad and Tobago,1900,0.00031821
Trinidad and Tobago,1910,0.000644098
Trinidad and Tobago,1920,0.000718695
Trinidad and Tobago,1930,0.00214163
Trinidad and Tobago,1940,0.008428524
Trinidad and Tobago,1950,0.008943243
Trinidad and Tobago,1960,0.012504455
Trinidad and Tobago,1970,0.01634196
Trinidad and Tobago,1980,0.019043874
Trinidad and Tobago,1990,0.014342986
Trinidad and Tobago,2000,0.010978399
Tunisia,1850,0.000210835
Tunisia,1860,0.00021394
Tunisia,1870,0.000195746
Tunisia,1880,0.000186609
Tunisia,1890,0.000176143
Tunisia,1900,0.000164669
Tunisia,1910,0.000143172
Tunisia,1920,0.000415911
Tunisia,1930,0.002192805
Tunisia,1940,0.002398963
Tunisia,1950,0.004338011
Tunisia,1960,0.006418557
Tunisia,1970,0.010748959
Tunisia,1980,0.019451133
Tunisia,1990,0.019490198
Tunisia,2000,0.022210942
Turkey,1850,0.000432712
Turkey,1860,0.00044355
Turkey,1870,0.000548468
Turkey,1880,0.000530182
Turkey,1890,0.001693296
Turkey,1900,0.003226489
Turkey,1910,0.005510729
Turkey,1920,0.001841382
Turkey,1930,0.00446475
Turkey,1940,0.007280796
Turkey,1950,0.006918375
Turkey,1960,0.00703184
Turkey,1970,0.010547071
Turkey,1980,0.010354991
Turkey,1990,0.028049939
Turkey,2000,0.027687032
Turkmenistan,1850,0.00032623
Turkmenistan,1860,0.000313538
Turkmenistan,1870,0.00034665
Turkmenistan,1880,0.000443677
Turkmenistan,1890,0.000755652
Turkmenistan,1900,0.001467855
Turkmenistan,1910,0.001370422
Turkmenistan,1920,0.000711642
Turkmenistan,1930,0.002058019
Turkmenistan,1940,0.00470371
Turkmenistan,1950,0.005526054
Turkmenistan,1960,0.013421939
Turkmenistan,1970,0.024394645
Turkmenistan,1980,0.034152696
Turkmenistan,1990,0.032077124
Turkmenistan,2000,0.018882327
Ukraine,1850,0.000440686
Ukraine,1860,0.000507165
Ukraine,1870,0.000848451
Ukraine,1880,0.001707188
Ukraine,1890,0.002451413
Ukraine,1900,0.005290214
Ukraine,1910,0.005942785
Ukraine,1920,0.002269756
Ukraine,1930,0.008335477
Ukraine,1940,0.027524288
Ukraine,1950,0.043094567
Ukraine,1960,0.067568916
Ukraine,1970,0.077595851
Ukraine,1980,0.090515301
