Entity,Year,Solid fuel consumption (CDIAC (2016)),Liquid fuel consumption (CDIAC (2016)),Gas fuel consumption (CDIAC (2016)),Cement production (CDIAC (2016)),Gas flaring (CDIAC (2016))
Cyprus,1964,0,263,0,10,0
Cyprus,1965,0,301,0,13,0
Cyprus,1966,1,325,0,13,0
Cyprus,1967,0,347,0,25,0
Cyprus,1968,1,410,0,32,0
Cyprus,1969,1,422,0,33,0
Cyprus,1970,0,429,0,36,0
Cyprus,1971,1,472,0,41,0
Cyprus,1972,2,597,0,57,0
Cyprus,1973,1,620,0,61,0
Cyprus,1974,0,479,0,46,0
Cyprus,1975,0,457,0,83,0
Cyprus,1976,0,533,0,139,0
Cyprus,1977,0,581,0,146,0
Cyprus,1978,0,615,0,151,0
Cyprus,1979,0,665,0,154,0
Cyprus,1980,0,707,0,168,0
Cyprus,1981,0,690,0,141,0
Cyprus,1982,0,701,0,145,0
Cyprus,1983,0,717,0,128,0
Cyprus,1984,38,714,0,116,0
Cyprus,1985,54,702,0,90,0
Cyprus,1986,40,810,0,117,0
Cyprus,1987,109,898,0,116,0
Cyprus,1988,66,942,0,118,0
Cyprus,1989,54,988,0,142,0
Cyprus,1990,78,961,0,154,0
Cyprus,1991,11,1114,0,154,0
Cyprus,1992,19,1240,0,154,0
Cyprus,1993,22,1315,0,148,0
Cyprus,1994,20,1376,0,143,0
Cyprus,1995,14,1314,0,139,0
Cyprus,1996,12,1471,0,136,0
Cyprus,1997,14,1460,0,124,0
Cyprus,1998,19,1564,0,164,0
Cyprus,1999,22,1560,0,157,0
Cyprus,2000,35,1664,0,190,0
Cyprus,2001,39,1642,0,186,0
Cyprus,2002,38,1680,0,196,0
Cyprus,2003,38,1852,0,223,0
Cyprus,2004,42,1728,0,230,0
Cyprus,2005,38,1763,0,245,0
Cyprus,2006,39,1841,0,243,0
Cyprus,2007,36,1944,0,255,0
Cyprus,2008,29,2050,0,260,0
Cyprus,2009,15,1995,0,201,0
Cyprus,2010,19,1901,0,181,0
Cyprus,2011,9,1852,0,164,0
Cyprus,2012,0,1747,0,140,0
Cyprus,2013,0,1505,0,116,0
Czech Republic,1992,27799,5443,3622,816,0
Czech Republic,1993,26493,5241,3702,733,0
Czech Republic,1994,24708,5243,3616,721,0
Czech Republic,1995,24164,4857,4092,656,0
Czech Republic,1996,23770,5030,4709,682,0
Czech Republic,1997,24315,4978,4790,663,0
Czech Republic,1998,22622,5370,4800,626,0
Czech Republic,1999,19930,5203,4826,577,0
Czech Republic,2000,23581,4951,4684,557,0
Czech Republic,2001,22968,5271,5017,483,0
Czech Republic,2002,21946,5425,4848,438,0
Czech Republic,2003,22352,5560,4898,476,0
Czech Republic,2004,20585,5875,4864,521,0
Czech Republic,2005,21549,5853,4811,541,0
Czech Republic,2006,22281,5698,4743,577,0
Czech Republic,2007,22544,5893,4521,666,0
Czech Republic,2008,20824,5878,4480,641,0
Czech Republic,2009,18916,5692,4250,499,0
Czech Republic,2010,19505,5423,5040,460,0
Czech Republic,2011,19062,5304,4253,535,0
Czech Republic,2012,17685,5119,4282,467,0
Czech Republic,2013,17124,5006,4339,437,0
Czechoslovakia,1860,73,0,0,0,
Czechoslovakia,1861,240,0,0,0,
Czechoslovakia,1862,408,0,0,0,
Czechoslovakia,1863,576,0,0,0,
Czechoslovakia,1864,744,0,0,0,
Czechoslovakia,1865,912,0,0,0,
Czechoslovakia,1866,1080,0,0,0,
Czechoslovakia,1867,1247,0,0,0,
Czechoslovakia,1868,1415,0,0,0,
Czechoslovakia,1869,1583,0,0,0,
Czechoslovakia,1870,1751,0,0,0,
Czechoslovakia,1871,1919,0,0,0,
Czechoslovakia,1872,2086,0,0,0,
Czechoslovakia,1873,2254,0,0,0,
Czechoslovakia,1874,2422,0,0,0,
Czechoslovakia,1875,2590,0,0,0,
Czechoslovakia,1876,4477,0,0,0,
Czechoslovakia,1877,4704,0,0,0,
Czechoslovakia,1878,4931,0,0,0,
Czechoslovakia,1879,5299,0,0,0,
Czechoslovakia,1880,5614,0,0,0,
Czechoslovakia,1881,5929,0,0,0,
Czechoslovakia,1882,6063,0,0,0,
Czechoslovakia,1883,6476,0,0,0,
Czechoslovakia,1884,6689,0,0,0,
Czechoslovakia,1885,7023,0,0,0,
Czechoslovakia,1886,7383,0,0,0,
Czechoslovakia,1887,7755,0,0,0,
Czechoslovakia,1888,8312,0,0,0,
Czechoslovakia,1889,8800,0,0,0,
Czechoslovakia,1890,9411,0,0,0,
Czechoslovakia,1891,9757,0,0,0,
Czechoslovakia,1892,9905,0,0,0,
Czechoslovakia,1893,10125,0,0,0,
Czechoslovakia,1894,10379,0,0,0,
Czechoslovakia,1895,10772,0,0,0,
Czechoslovakia,1896,11037,0,0,0,
Czechoslovakia,1897,11681,0,0,0,
Czechoslovakia,1898,11942,0,0,0,
Czechoslovakia,1899,12252,0,0,0,
Czechoslovakia,1900,12163,0,0,0,
Czechoslovakia,1901,12709,0,0,0,
Czechoslovakia,1902,12879,0,0,0,
Czechoslovakia,1903,13121,0,0,0,
Czechoslovakia,1904,13249,0,0,0,
Czechoslovakia,1905,13639,0,0,0,
Czechoslovakia,1906,14243,0,0,0,
Czechoslovakia,1907,14969,0,0,0,
Czechoslovakia,1908,15245,0,0,0,
Czechoslovakia,1909,15152,0,0,0,
Czechoslovakia,1910,14994,0,0,0,
Czechoslovakia,1911,15184,0,0,0,
Czechoslovakia,1912,16156,0,0,0,
Czechoslovakia,1913,16899,0,0,0,
Czechoslovakia,1914,15404,2,0,0,
Czechoslovakia,1915,15368,3,0,0,
Czechoslovakia,1916,16356,4,0,0,
Czechoslovakia,1917,15377,8,0,0,
Czechoslovakia,1918,13110,7,0,0,
Czechoslovakia,1919,12386,6,0,0,
Czechoslovakia,1920,12281,8,0,0,
Czechoslovakia,1921,11792,12,0,0,
Czechoslovakia,1922,10519,15,0,0,
Czechoslovakia,1923,11125,9,0,0,
Czechoslovakia,1924,13657,9,0,0,
Czechoslovakia,1925,12841,20,0,0,
Czechoslovakia,1926,13022,18,0,0,
Czechoslovakia,1927,13979,14,0,0,
Czechoslovakia,1928,14723,12,0,0,
Czechoslovakia,1929,16469,12,1,0,
Czechoslovakia,1930,14307,59,1,163,
Czechoslovakia,1931,13414,17,0,163,
Czechoslovakia,1932,11686,16,0,147,
Czechoslovakia,1933,10705,15,0,116,
Czechoslovakia,1934,10680,22,0,122,
Czechoslovakia,1935,10996,17,0,130,
Czechoslovakia,1936,11948,16,1,143,
Czechoslovakia,1937,14465,15,1,185,
Czechoslovakia,1938,16788,16,1,0,
Czechoslovakia,1939,18408,18,0,38,
Czechoslovakia,1940,20754,25,1,29,
Czechoslovakia,1941,20874,29,1,41,
Czechoslovakia,1942,22516,30,0,44,
Czechoslovakia,1943,24863,30,0,48,
Czechoslovakia,1944,23752,27,0,0,
Czechoslovakia,1945,12608,11,1,0,
Czechoslovakia,1946,15556,24,1,125,
Czechoslovakia,1947,17601,33,0,191,
Czechoslovakia,1948,19000,41,0,224,
Czechoslovakia,1949,19966,50,0,236,
Czechoslovakia,1950,20044,534,18,255,0
Czechoslovakia,1951,21372,527,37,283,0
Czechoslovakia,1952,22774,622,60,301,0
Czechoslovakia,1953,23585,641,80,316,0
Czechoslovakia,1954,25085,780,82,348,0
Czechoslovakia,1955,26017,803,82,393,0
Czechoslovakia,1956,27860,872,131,428,0
Czechoslovakia,1957,28644,1058,391,499,0
Czechoslovakia,1958,31133,1104,630,559,0
Czechoslovakia,1959,30709,1362,747,639,0
Czechoslovakia,1960,32501,1770,725,687,0
Czechoslovakia,1961,34982,2312,708,727,0
Czechoslovakia,1962,36981,2916,598,777,0
Czechoslovakia,1963,38972,3181,559,704,0
Czechoslovakia,1964,39933,3975,528,747,0
Czechoslovakia,1965,38572,4200,476,777,0
Czechoslovakia,1966,38000,4416,528,834,0
Czechoslovakia,1967,36858,5304,646,878,0
Czechoslovakia,1968,38438,5600,785,883,0
Czechoslovakia,1969,39968,6671,968,916,0
Czechoslovakia,1970,45132,8437,1056,1007,0
Czechoslovakia,1971,46321,9744,1220,1082,0
Czechoslovakia,1972,45759,10721,1338,1094,0
Czechoslovakia,1973,44502,12070,1450,1140,0
Czechoslovakia,1974,44240,12622,1777,1219,0
Czechoslovakia,1975,45457,13940,1977,1265,0
Czechoslovakia,1976,46647,14905,2238,1299,0
Czechoslovakia,1977,47139,15763,2821,1326,0
Czechoslovakia,1978,48270,14848,3166,1388,0
Czechoslovakia,1979,46258,14807,3460,1395,0
Czechoslovakia,1980,46833,14057,4382,1434,0
Czechoslovakia,1981,46975,13750,3821,1448,0
Czechoslovakia,1982,46977,12897,4081,1404,0
Czechoslovakia,1983,47486,12484,4065,1428,0
Czechoslovakia,1984,48413,13307,4527,1432,0
Czechoslovakia,1985,47560,13270,4541,1396,0
Czechoslovakia,1986,48285,12483,5072,1401,0
Czechoslovakia,1987,47470,12711,5122,1410,0
Czechoslovakia,1988,47116,11906,5141,1492,0
Czechoslovakia,1989,44765,11523,5733,1481,0
Czechoslovakia,1990,42182,9782,6032,1387,0
Czechoslovakia,1991,38134,9083,6417,1129,0
Democratic Republic of Congo,1920,1,0,0,0,
Democratic Republic of Congo,1921,2,0,0,0,
Democratic Republic of Congo,1922,22,0,0,0,
Democratic Republic of Congo,1923,44,0,0,0,
Democratic Republic of Congo,1924,59,0,0,0,
Democratic Republic of Congo,1925,47,0,0,0,
Democratic Republic of Congo,1926,65,0,0,0,
Democratic Republic of Congo,1927,63,0,0,0,
Democratic Republic of Congo,1928,71,0,0,6,
Democratic Republic of Congo,1929,75,0,0,8,
Democratic Republic of Congo,1930,97,0,0,9,
Democratic Republic of Congo,1931,62,0,0,6,
Democratic Republic of Congo,1932,12,0,0,2,
Democratic Republic of Congo,1933,,,,1,
Democratic Republic of Congo,1934,4,0,0,1,
Democratic Republic of Congo,1935,8,0,0,1,
Democratic Republic of Congo,1936,10,0,0,1,
Democratic Republic of Congo,1937,26,0,0,1,
Democratic Republic of Congo,1938,30,0,0,2,
Democratic Republic of Congo,1939,20,0,0,5,
Democratic Republic of Congo,1940,17,0,0,3,
Democratic Republic of Congo,1941,22,0,0,6,
Democratic Republic of Congo,1942,30,0,0,9,
Democratic Republic of Congo,1943,51,0,0,9,
Democratic Republic of Congo,1944,35,0,0,12,
Democratic Republic of Congo,1945,36,0,0,10,
Democratic Republic of Congo,1946,74,0,0,11,
Democratic Republic of Congo,1947,74,0,0,16,
Democratic Republic of Congo,1948,85,0,0,17,
Democratic Republic of Congo,1949,110,0,0,20,
Democratic Republic of Congo,1950,263,117,0,24,0
Democratic Republic of Congo,1951,289,160,0,28,0
Democratic Republic of Congo,1952,365,172,0,33,0
Democratic Republic of Congo,1953,373,219,0,34,0
Democratic Republic of Congo,1954,429,293,0,47,0
Democratic Republic of Congo,1955,555,315,0,55,0
Democratic Republic of Congo,1956,468,337,0,62,0
Democratic Republic of Congo,1957,486,360,0,63,0
Democratic Republic of Congo,1958,374,373,0,53,0
Democratic Republic of Congo,1959,343,347,0,47,0
Democratic Republic of Congo,1960,284,322,0,27,0
Democratic Republic of Congo,1961,289,336,0,19,0
Democratic Republic of Congo,1962,229,337,0,27,0
Democratic Republic of Congo,1963,223,369,0,33,0
Democratic Republic of Congo,1964,256,251,0,31,0
Democratic Republic of Congo,1965,322,319,0,34,0
Democratic Republic of Congo,1966,248,372,0,36,0
Democratic Republic of Congo,1967,259,326,0,40,0
Democratic Republic of Congo,1968,202,677,0,40,0
Democratic Republic of Congo,1969,242,710,0,44,0
Democratic Republic of Congo,1970,215,468,0,57,0
Democratic Republic of Congo,1971,239,507,0,62,0
Democratic Republic of Congo,1972,232,527,0,65,0
Democratic Republic of Congo,1973,226,572,0,73,0
Democratic Republic of Congo,1974,227,607,0,85,0
Democratic Republic of Congo,1975,183,615,0,85,0
Democratic Republic of Congo,1976,239,603,0,89,0
Democratic Republic of Congo,1977,242,642,0,67,0
Democratic Republic of Congo,1978,230,671,0,64,0
Democratic Republic of Congo,1979,204,759,0,61,0
Democratic Republic of Congo,1980,230,665,0,60,0
Democratic Republic of Congo,1981,235,728,0,67,0
Democratic Republic of Congo,1982,225,539,0,74,0
Democratic Republic of Congo,1983,220,808,0,70,0
Democratic Republic of Congo,1984,225,783,0,73,0
Democratic Republic of Congo,1985,224,708,0,60,0
Democratic Republic of Congo,1986,229,632,0,60,0
Democratic Republic of Congo,1987,232,752,0,67,0
Democratic Republic of Congo,1988,254,775,0,67,0
Democratic Republic of Congo,1989,230,906,0,62,0
Democratic Republic of Congo,1990,209,838,0,63,0
Democratic Republic of Congo,1991,0,774,0,34,0
Democratic Republic of Congo,1992,0,744,0,24,0
Democratic Republic of Congo,1993,0,687,0,20,0
Democratic Republic of Congo,1994,0,424,0,23,0
Democratic Republic of Congo,1995,0,547,0,32,0
Democratic Republic of Congo,1996,0,599,0,33,0
Democratic Republic of Congo,1997,0,501,0,17,0
Democratic Republic of Congo,1998,0,437,0,18,0
Democratic Republic of Congo,1999,0,355,0,22,0
Democratic Republic of Congo,2000,0,199,0,23,0
Democratic Republic of Congo,2001,0,201,0,27,0
Democratic Republic of Congo,2002,0,217,0,36,0
Democratic Republic of Congo,2003,0,224,0,45,0
Democratic Republic of Congo,2004,0,272,0,55,0
Democratic Republic of Congo,2005,0,338,0,71,0
Democratic Republic of Congo,2006,0,362,2,71,0
Democratic Republic of Congo,2007,0,395,4,72,0
Democratic Republic of Congo,2008,0,439,4,56,0
Democratic Republic of Congo,2009,0,402,4,63,0
Democratic Republic of Congo,2010,0,471,4,67,0
Democratic Republic of Congo,2011,0,606,4,62,0
Democratic Republic of Congo,2012,0,638,4,56,0
Democratic Republic of Congo,2013,0,692,4,61,0
Democratic Republic of Vietnam,1955,581,63,0,0,0
Democratic Republic of Vietnam,1956,387,75,0,27,0
Democratic Republic of Vietnam,1957,327,84,0,22,0
Democratic Republic of Vietnam,1958,786,92,0,41,0
Democratic Republic of Vietnam,1959,1232,105,0,52,0
Democratic Republic of Vietnam,1960,1470,96,0,55,0
Democratic Republic of Vietnam,1961,1516,103,0,62,0
Democratic Republic of Vietnam,1962,1883,113,0,63,0
Democratic Republic of Vietnam,1963,1744,108,0,67,0
Democratic Republic of Vietnam,1964,1909,108,0,88,0
Democratic Republic of Vietnam,1965,2033,115,0,102,0
Democratic Republic of Vietnam,1966,2174,118,0,102,0
Democratic Republic of Vietnam,1967,1849,185,0,102,0
Democratic Republic of Vietnam,1968,1954,268,0,67,0
Democratic Republic of Vietnam,1969,1974,280,0,67,0
Denmark,1843,37,0,0,0,
Denmark,1844,43,0,0,0,
Denmark,1845,57,0,0,0,
Denmark,1846,62,0,0,0,
Denmark,1847,47,0,0,0,
Denmark,1848,85,0,0,0,
Denmark,1849,74,0,0,0,
Denmark,1850,93,0,0,0,
Denmark,1851,85,0,0,0,
Denmark,1852,91,0,0,0,
Denmark,1853,98,0,0,0,
Denmark,1854,125,0,0,0,
Denmark,1855,124,0,0,0,
Denmark,1856,177,0,0,0,
Denmark,1857,181,0,0,0,
Denmark,1858,134,0,0,0,
Denmark,1859,171,0,0,0,
Denmark,1860,148,0,0,0,
Denmark,1861,214,0,0,0,
Denmark,1862,185,0,0,0,
Denmark,1863,206,0,0,0,
Denmark,1864,177,0,0,0,
Denmark,1865,277,0,0,0,
Denmark,1866,256,0,0,0,
Denmark,1867,250,0,0,0,
Denmark,1868,296,0,0,0,
Denmark,1869,258,0,0,0,
Denmark,1870,312,0,0,0,
Denmark,1871,324,0,0,0,
Denmark,1872,311,0,0,0,
Denmark,1873,314,0,0,0,
Denmark,1874,339,0,0,0,
Denmark,1875,398,0,0,0,
Denmark,1876,421,0,0,0,
Denmark,1877,416,0,0,0,
Denmark,1878,395,0,0,0,
Denmark,1879,446,0,0,0,
Denmark,1880,508,0,0,0,
Denmark,1881,538,0,0,0,
Denmark,1882,577,0,0,0,
Denmark,1883,663,0,0,0,
Denmark,1884,660,0,0,0,
Denmark,1885,692,0,0,0,
Denmark,1886,663,0,0,0,
Denmark,1887,680,0,0,0,
Denmark,1888,765,0,0,0,
Denmark,1889,817,0,0,0,
Denmark,1890,783,0,0,0,
Denmark,1891,842,0,0,0,
Denmark,1892,838,28,0,0,
Denmark,1893,818,0,0,0,
Denmark,1894,928,0,0,0,
Denmark,1895,962,0,0,0,
Denmark,1896,1177,0,0,0,
Denmark,1897,1262,0,0,0,
Denmark,1898,1311,0,0,0,
Denmark,1899,1433,0,0,0,
Denmark,1900,1405,0,0,0,
Denmark,1901,1463,0,0,0,
Denmark,1902,1502,0,0,0,
Denmark,1903,1563,0,0,0,
Denmark,1904,1686,0,0,0,
Denmark,1905,1640,0,0,0,
Denmark,1906,1786,0,0,0,
Denmark,1907,1592,0,0,0,
Denmark,1908,1975,0,0,0,
Denmark,1909,2185,0,0,0,
Denmark,1910,2006,0,0,0,
Denmark,1911,2137,0,0,0,
Denmark,1912,2534,0,0,0,
Denmark,1913,2600,0,0,0,
Denmark,1914,2665,0,0,0,
Denmark,1915,2853,0,0,0,
Denmark,1916,2788,0,0,0,
Denmark,1917,2029,0,0,0,
Denmark,1918,2368,0,0,0,
Denmark,1919,2248,0,0,0,
Denmark,1920,1963,0,0,0,
Denmark,1921,1854,0,0,0,
Denmark,1922,2634,0,0,0,
Denmark,1923,2873,0,0,0,
Denmark,1924,3368,0,0,0,
Denmark,1925,2926,0,0,0,
Denmark,1926,2857,0,0,0,
Denmark,1927,3637,0,0,0,
Denmark,1928,3322,0,0,106,
Denmark,1929,4020,0,0,109,
Denmark,1930,3663,0,0,106,
Denmark,1931,3840,0,0,69,
Denmark,1932,3608,0,0,56,
Denmark,1933,3575,0,0,75,
Denmark,1934,3892,0,0,105,
Denmark,1935,4060,0,0,103,
Denmark,1936,4200,0,0,108,
Denmark,1937,4356,0,0,92,
Denmark,1938,3907,0,0,87,
Denmark,1939,4355,0,0,95,
Denmark,1940,3986,0,0,60,
Denmark,1941,4692,0,0,57,
Denmark,1942,4437,0,0,59,
Denmark,1943,5542,0,0,87,
Denmark,1944,5448,0,0,88,
Denmark,1945,3803,0,0,30,
Denmark,1946,4748,0,0,68,
Denmark,1947,5770,0,0,86,
Denmark,1948,4556,0,0,105,
Denmark,1949,4494,0,0,113,
Denmark,1950,4529,1354,0,119,0
Denmark,1951,4292,1558,0,134,0
Denmark,1952,4467,1618,0,165,0
Denmark,1953,4422,1727,0,171,0
Denmark,1954,4905,1911,0,166,0
Denmark,1955,4828,2389,0,171,0
Denmark,1956,4193,2845,0,161,0
Denmark,1957,3690,2949,0,158,0
Denmark,1958,3880,3287,0,145,0
Denmark,1959,3487,3430,0,189,0
Denmark,1960,4060,3866,0,196,0
Denmark,1961,3946,4493,0,215,0
Denmark,1962,4337,5512,0,222,0
Denmark,1963,4399,6495,0,207,0
Denmark,1964,4069,7452,0,258,0
Denmark,1965,3745,8075,0,271,0
Denmark,1966,3837,9548,0,285,0
Denmark,1967,3430,9654,0,299,0
Denmark,1968,3366,10866,0,310,0
Denmark,1969,3138,12706,0,355,0
Denmark,1970,2554,14026,0,354,0
Denmark,1971,1566,13623,0,372,0
Denmark,1972,1454,14408,0,391,12
Denmark,1973,2475,13275,0,393,19
Denmark,1974,2233,12433,0,339,15
Denmark,1975,2956,11913,0,304,38
Denmark,1976,3340,12696,0,320,43
Denmark,1977,3747,12705,0,314,100
Denmark,1978,3513,12705,0,357,91
Denmark,1979,4446,12313,0,328,93
Denmark,1980,6009,10151,0,261,43
Denmark,1981,4937,8907,0,218,61
Denmark,1982,6022,8316,0,241,62
Denmark,1983,5449,7944,8,225,57
Denmark,1984,5831,7680,59,227,72
Denmark,1985,7643,8069,351,237,82
Denmark,1986,7372,7737,581,276,97
Denmark,1987,7497,7349,738,257,71
Denmark,1988,7087,6773,865,229,74
Denmark,1989,5594,6386,986,273,65
Denmark,1990,6275,5998,1135,226,63
Denmark,1991,8610,6137,1285,274,130
Denmark,1992,7006,6040,1351,282,134
Denmark,1993,7544,6062,1530,309,117
Denmark,1994,8059,6420,1710,330,115
Denmark,1995,6489,6682,1980,351,89
Denmark,1996,9430,7465,2333,358,99
Denmark,1997,6675,7147,2456,365,144
Denmark,1998,6002,7121,2668,344,105
Denmark,1999,4854,6887,2805,262,231
Denmark,2000,4147,6649,2779,273,150
Denmark,2001,4356,6742,2892,278,162
Denmark,2002,4396,6499,2890,276,133
Denmark,2003,5864,6090,2911,266,140
Denmark,2004,4482,5977,2894,292,154
Denmark,2005,3872,5826,2748,288,109
Denmark,2006,5719,5937,2833,399,107
Denmark,2007,4786,5901,2537,390,91
Denmark,2008,4062,5777,2544,339,78
Denmark,2009,4154,5288,2433,214,50
Denmark,2010,4172,5504,2762,211,70
Denmark,2011,3348,5121,2322,246,48
Denmark,2012,2553,4912,2176,245,42
Denmark,2013,3248,4757,2071,249,56
Djibouti,1950,0,3,0,0,0
Djibouti,1951,0,7,0,0,0
Djibouti,1952,0,7,0,0,0
Djibouti,1953,0,8,0,0,0
Djibouti,1954,0,9,0,0,0
Djibouti,1955,0,10,0,0,0
Djibouti,1956,0,8,0,0,0
Djibouti,1957,0,12,0,0,0
Djibouti,1958,0,13,0,0,0
Djibouti,1959,0,10,0,0,0
Djibouti,1960,0,11,0,0,0
Djibouti,1961,0,12,0,0,0
Djibouti,1962,0,13,0,0,0
Djibouti,1963,0,18,0,0,0
Djibouti,1964,0,23,0,0,0
Djibouti,1965,0,33,0,0,0
Djibouti,1966,0,38,0,0,0
Djibouti,1967,0,24,0,0,0
Djibouti,1968,0,33,0,0,0
Djibouti,1969,0,23,0,0,0
Djibouti,1970,0,38,0,0,0
Djibouti,1971,0,44,0,0,0
Djibouti,1972,0,52,0,0,0
Djibouti,1973,0,49,0,0,0
Djibouti,1974,0,53,0,0,0
Djibouti,1975,0,54,0,0,0
Djibouti,1976,0,54,0,0,0
Djibouti,1977,0,54,0,0,0
Djibouti,1978,0,55,0,0,0
Djibouti,1979,0,99,0,0,0
Djibouti,1980,0,95,0,0,0
Djibouti,1981,0,82,0,0,0
Djibouti,1982,0,95,0,0,0
Djibouti,1983,0,95,0,0,0
Djibouti,1984,0,96,0,0,0
Djibouti,1985,0,98,0,0,0
Djibouti,1986,0,103,0,0,0
Djibouti,1987,0,106,0,0,0
Djibouti,1988,0,95,0,0,0
Djibouti,1989,0,106,0,0,0
Djibouti,1990,0,88,0,0,0
Djibouti,1991,0,85,0,0,0
Djibouti,1992,0,85,0,0,0
Djibouti,1993,0,85,0,0,0
Djibouti,1994,0,83,0,0,0
Djibouti,1995,0,83,0,0,0
Djibouti,1996,0,85,0,0,0
Djibouti,1997,0,89,0,0,0
Djibouti,1998,0,86,0,0,0
Djibouti,1999,0,86,0,0,0
Djibouti,2000,0,93,0,0,0
Djibouti,2001,0,100,0,0,0
Djibouti,2002,0,109,0,0,0
Djibouti,2003,0,115,0,0,0
Djibouti,2004,0,111,0,0,0
Djibouti,2005,0,113,0,0,0
Djibouti,2006,0,112,0,0,0
Djibouti,2007,0,126,0,0,0
Djibouti,2008,0,136,0,0,0
Djibouti,2009,0,126,0,0,0
Djibouti,2010,0,141,0,0,0
Djibouti,2011,0,129,0,0,0
Djibouti,2012,0,141,0,0,0
Djibouti,2013,0,146,0,20,0
Dominica,1951,0,1,0,0,0
Dominica,1952,0,2,0,0,0
Dominica,1953,0,1,0,0,0
Dominica,1954,0,1,0,0,0
Dominica,1955,0,1,0,0,0
Dominica,1956,0,1,0,0,0
Dominica,1957,0,1,0,0,0
Dominica,1958,0,2,0,0,0
Dominica,1959,0,3,0,0,0
Dominica,1960,0,3,0,0,0
Dominica,1961,0,3,0,0,0
Dominica,1962,0,3,0,0,0
Dominica,1963,0,4,0,0,0
Dominica,1964,0,4,0,0,0
Dominica,1965,0,4,0,0,0
Dominica,1966,0,4,0,0,0
Dominica,1967,0,6,0,0,0
Dominica,1968,0,6,0,0,0
Dominica,1969,0,5,0,0,0
Dominica,1970,0,7,0,0,0
Dominica,1971,0,7,0,0,0
Dominica,1972,0,7,0,0,0
Dominica,1973,0,7,0,0,0
Dominica,1974,0,8,0,0,0
Dominica,1975,0,8,0,0,0
Dominica,1976,0,8,0,0,0
Dominica,1977,0,7,0,0,0
Dominica,1978,0,7,0,0,0
Dominica,1979,0,9,0,0,0
Dominica,1980,0,10,0,0,0
Dominica,1981,0,10,0,0,0
Dominica,1982,0,11,0,0,0
Dominica,1983,0,11,0,0,0
Dominica,1984,0,12,0,0,0
Dominica,1985,0,13,0,0,0
Dominica,1986,0,13,0,0,0
Dominica,1987,0,13,0,0,0
Dominica,1988,0,15,0,0,0
Dominica,1989,0,16,0,0,0
Dominica,1990,0,16,0,0,0
Dominica,1991,0,16,0,0,0
Dominica,1992,0,16,0,0,0
Dominica,1993,0,17,0,0,0
Dominica,1994,0,18,0,0,0
Dominica,1995,0,22,0,0,0
Dominica,1996,0,20,0,0,0
Dominica,1997,0,22,0,0,0
Dominica,1998,0,21,0,0,0
Dominica,1999,0,22,0,0,0
Dominica,2000,0,28,0,0,0
Dominica,2001,0,30,0,0,0
Dominica,2002,0,28,0,0,0
Dominica,2003,0,32,0,0,0
Dominica,2004,0,31,0,0,0
Dominica,2005,0,32,0,0,0
Dominica,2006,0,31,0,0,0
Dominica,2007,0,42,0,0,0
Dominica,2008,0,36,0,0,0
Dominica,2009,0,36,0,0,0
Dominica,2010,0,38,0,0,0
Dominica,2011,0,35,0,0,0
Dominica,2012,0,37,0,0,0
Dominica,2013,0,36,0,0,0
Dominican Republic,1947,,,,2,
Dominican Republic,1948,,,,6,
Dominican Republic,1949,,,,7,
Dominican Republic,1950,0,85,0,10,0
Dominican Republic,1951,0,84,0,14,0
Dominican Republic,1952,0,143,0,19,0
Dominican Republic,1953,1,151,0,18,0
Dominican Republic,1954,1,148,0,22,0
Dominican Republic,1955,1,217,0,32,0
Dominican Republic,1956,1,234,0,34,0
Dominican Republic,1957,0,244,0,38,0
Dominican Republic,1958,1,253,0,37,0
Dominican Republic,1959,1,277,0,26,0
Dominican Republic,1960,1,260,0,23,0
Dominican Republic,1961,1,249,0,32,0
Dominican Republic,1962,0,306,0,33,0
Dominican Republic,1963,1,309,0,31,0
Dominican Republic,1964,1,435,0,41,0
Dominican Republic,1965,1,393,0,29,0
Dominican Republic,1966,1,417,0,38,0
Dominican Republic,1967,1,385,0,42,0
Dominican Republic,1968,1,596,0,44,0
Dominican Republic,1969,1,671,0,53,0
Dominican Republic,1970,1,780,0,67,0
Dominican Republic,1971,1,879,0,81,0
Dominican Republic,1972,1,1182,0,92,0
Dominican Republic,1973,1,1547,0,79,0
Dominican Republic,1974,1,1667,0,82,0
Dominican Republic,1975,1,1649,0,80,0
Dominican Republic,1976,1,1638,0,89,0
Dominican Republic,1977,1,1413,0,117,0
Dominican Republic,1978,0,1368,0,118,0
Dominican Republic,1979,0,1736,0,121,0
Dominican Republic,1980,0,1623,0,138,0
Dominican Republic,1981,0,1553,0,129,0
Dominican Republic,1982,0,1600,0,129,0
Dominican Republic,1983,0,2008,0,150,0
Dominican Republic,1984,0,1875,0,155,0
Dominican Republic,1985,0,1852,0,137,0
Dominican Republic,1986,20,2065,0,145,0
Dominican Republic,1987,168,2344,0,148,0
Dominican Republic,1988,70,2409,0,203,0
Dominican Republic,1989,190,2419,0,218,0
Dominican Republic,1990,7,2367,0,144,0
Dominican Republic,1991,41,2529,0,168,0
Dominican Republic,1992,101,2693,0,186,0
Dominican Republic,1993,87,2948,0,173,0
Dominican Republic,1994,75,3153,0,174,0
Dominican Republic,1995,80,4054,0,198,0
Dominican Republic,1996,93,4409,0,223,0
Dominican Republic,1997,101,4558,0,250,0
Dominican Republic,1998,196,4566,0,256,0
Dominican Republic,1999,169,4582,0,310,0
