Entity,Year,"Crude marriage rate (per 1,000 inhabitants)"
New Caledonia,2005,4
New Caledonia,2006,3.900000095
New Zealand,1960,8
New Zealand,1961,8
New Zealand,1962,7.9
New Zealand,1963,7.8
New Zealand,1964,8
New Zealand,1965,8.2
New Zealand,1966,8.6
New Zealand,1967,8.6
New Zealand,1968,8.7
New Zealand,1969,9
New Zealand,1970,9.2
New Zealand,1971,9.5
New Zealand,1972,9.2
New Zealand,1973,8.8
New Zealand,1974,8.4
New Zealand,1975,7.9
New Zealand,1976,7.7
New Zealand,1977,7.2
New Zealand,1978,7.1
New Zealand,1979,7.1
New Zealand,1980,7.3
New Zealand,1981,7.5
New Zealand,1982,8
New Zealand,1983,7.7
New Zealand,1984,7.8
New Zealand,1985,7.5
New Zealand,1986,7.3
New Zealand,1987,7.4
New Zealand,1988,7.1
New Zealand,1989,6.8
New Zealand,1990,6.9
New Zealand,1991,6.3
New Zealand,1992,5.9
New Zealand,1993,5.8
New Zealand,1994,5.7
New Zealand,1995,5.6
New Zealand,1996,5.5
New Zealand,1997,5.3
New Zealand,1998,5.3
New Zealand,1999,5.5
New Zealand,2000,5.4
New Zealand,2001,5.1
New Zealand,2002,5.2
New Zealand,2003,5.3
New Zealand,2004,5.1
New Zealand,2005,5
New Zealand,2006,5.2
New Zealand,2007,5.2
New Zealand,2008,5.2
New Zealand,2009,5.1
New Zealand,2010,4.9
New Zealand,2011,4.7
New Zealand,2012,4.7
New Zealand,2013,4.4
New Zealand,2014,4.4
New Zealand,2015,4.3
New Zealand,2016,4.3
New Zealand,2017,4.3
Nicaragua,1971,4.199999809
Nicaragua,1985,3.200000048
Nicaragua,1995,4.5
Nicaragua,2004,3.5
Nicaragua,2005,4.5
Niue,1970,3.400000095
Niue,1985,5.099999905
Niue,1995,3.099999905
Niue,2003,7
Niue,2004,8
Norfolk Island,1970,9.399999619
North Korea,1970,6.099999905
North Korea,1985,7.599999905
North Korea,1987,9.699999809
Northern Mariana Islands,1983,18
Northern Mariana Islands,1985,13.80000019
Northern Mariana Islands,1989,17.39999962
Norway,1960,6.6
Norway,1961,6.7
Norway,1962,6.6
Norway,1963,6.6
Norway,1964,6.8
Norway,1965,6.5
Norway,1966,7.4
Norway,1967,7.7
Norway,1968,7.7
Norway,1969,7.7
Norway,1970,7.6
Norway,1971,7.6
Norway,1972,7.3
Norway,1973,7.1
Norway,1974,6.9
Norway,1975,6.5
Norway,1976,6.3
Norway,1977,5.9
Norway,1978,5.8
Norway,1979,5.7
Norway,1980,5.4
Norway,1981,5.4
Norway,1982,5.3
Norway,1983,5
Norway,1984,5
Norway,1985,4.9
Norway,1986,4.9
Norway,1987,5
Norway,1988,5.2
Norway,1989,4.9
Norway,1990,5.2
Norway,1991,4.7
Norway,1992,4.5
Norway,1993,4.5
Norway,1994,4.8
Norway,1995,5
Norway,1996,5.3
Norway,1997,5.4
Norway,1998,5.3
Norway,1999,5.3
Norway,2000,5
Norway,2001,4.4
Norway,2002,4.5
Norway,2003,4.9
Norway,2004,4.1
Norway,2005,4.8
Norway,2006,4.7
Norway,2007,5
Norway,2008,5.3
Norway,2009,5
Norway,2010,4.8
Norway,2011,4.6
Norway,2012,4.8
Norway,2013,4.7
Norway,2014,4.6
Norway,2015,4.5
Norway,2016,4.5
Norway,2017,4.4
Palestine,1996,7.5
Palestine,2005,7.699999809
Palestine,2006,7.300000191
Panama,1970,5.099999905
Panama,1985,5.699999809
Panama,1995,3.299999952
Panama,2005,3.299999952
Panama,2006,3.299999952
Paraguay,1970,5.300000191
Paraguay,1985,5
Paraguay,1994,5
Paraguay,2004,3.099999905
Paraguay,2005,3.400000095
Peru,1970,3.900000095
Peru,1982,6
Peru,1993,4.099999905
Peru,1997,2.799999952
Peru,1998,2.400000095
Philippines,1970,7
Philippines,1985,7
Philippines,1995,7.300000191
Philippines,2004,7
Philippines,2005,6.099999905
Pitcairn,1972,23.79999924
Pitcairn,1992,37
Poland,1960,8.2
Poland,1961,7.9
Poland,1962,7.5
Poland,1963,7.2
Poland,1964,7.4
Poland,1965,6.4
Poland,1966,7.1
Poland,1967,7.4
Poland,1968,8
Poland,1969,8.3
Poland,1970,8.6
Poland,1971,8.9
Poland,1972,9.3
Poland,1973,9.4
Poland,1974,9.5
Poland,1975,9.7
Poland,1976,9.5
Poland,1977,9.4
Poland,1978,9.4
Poland,1979,9
Poland,1980,8.6
Poland,1981,9
Poland,1982,8.7
Poland,1983,8.4
Poland,1984,7.7
Poland,1985,7.2
Poland,1986,6.9
Poland,1987,6.7
Poland,1988,6.5
Poland,1989,6.7
Poland,1990,6.7
Poland,1991,6.1
Poland,1992,5.7
Poland,1993,5.4
Poland,1994,5.4
Poland,1995,5.4
Poland,1996,5.3
Poland,1997,5.3
Poland,1998,5.4
Poland,1999,5.7
Poland,2000,5.5
Poland,2001,5.1
Poland,2002,5
Poland,2003,5.1
Poland,2004,5
Poland,2005,5.4
Poland,2006,5.9
Poland,2007,6.5
Poland,2008,6.8
Poland,2009,6.6
Poland,2010,6
Poland,2011,5.4
Poland,2012,5.4
Poland,2013,4.7
Poland,2014,5
Poland,2015,5
Poland,2016,5.1
Poland,2017,5.1
Portugal,1960,7.8
Portugal,1961,8.8
Portugal,1962,7.9
Portugal,1963,7.9
Portugal,1964,8.1
Portugal,1965,8.4
Portugal,1966,8.6
Portugal,1967,8.9
Portugal,1968,8.7
Portugal,1969,9
Portugal,1970,9.4
Portugal,1971,9.7
Portugal,1972,9
Portugal,1973,9.8
Portugal,1974,9.3
Portugal,1975,11.3
Portugal,1976,10.9
Portugal,1977,9.7
Portugal,1978,8.5
Portugal,1979,8.3
Portugal,1980,7.4
Portugal,1981,7.7
Portugal,1982,7.4
Portugal,1983,7.5
Portugal,1984,7
Portugal,1985,6.8
Portugal,1986,6.9
Portugal,1987,7.1
Portugal,1988,7.1
Portugal,1989,7.3
Portugal,1990,7.2
Portugal,1991,7.2
Portugal,1992,7
Portugal,1993,6.8
Portugal,1994,6.6
Portugal,1995,6.6
Portugal,1996,6.3
Portugal,1997,6.5
Portugal,1998,6.6
Portugal,1999,6.7
Portugal,2000,6.2
Portugal,2001,5.6
Portugal,2002,5.4
Portugal,2003,5.1
Portugal,2004,4.7
Portugal,2005,4.6
Portugal,2006,4.5
Portugal,2007,4.4
Portugal,2008,4.1
Portugal,2009,3.8
Portugal,2010,3.8
Portugal,2011,3.4
Portugal,2012,3.3
Portugal,2013,3.1
Portugal,2014,3
Portugal,2015,3.1
Portugal,2016,3.1
Portugal,2017,3.3
Puerto Rico,1970,10.89999962
Puerto Rico,1985,9
Puerto Rico,1996,8.800000191
Puerto Rico,2005,6
Puerto Rico,2006,5.800000191
Qatar,1977,3.099999905
Qatar,1985,3
Qatar,1995,2.799999952
Qatar,2005,3.400000095
Qatar,2006,3.700000048
Reunion,1970,6.699999809
Reunion,1985,5.800000191
Reunion,1996,4.900000095
Reunion,2005,4
Reunion,2006,3.799999952
Romania,1960,10.7
Romania,1961,9.7
Romania,1962,9.9
Romania,1963,9.3
Romania,1964,9
Romania,1965,8.6
Romania,1966,8.9
Romania,1967,7.9
Romania,1968,7.4
Romania,1969,7
Romania,1970,7.2
Romania,1971,7.3
Romania,1972,7.6
Romania,1973,8.2
Romania,1974,8.3
Romania,1975,8.8
Romania,1976,9.1
Romania,1977,9.2
Romania,1978,9.2
Romania,1979,9
Romania,1980,8.2
Romania,1981,8.2
Romania,1982,7.7
Romania,1983,7.3
Romania,1984,7.2
Romania,1985,7.1
Romania,1986,7.3
Romania,1987,7.3
Romania,1988,7.5
Romania,1989,7.7
Romania,1990,8.3
Romania,1991,8
Romania,1992,7.7
Romania,1993,7.1
Romania,1994,6.8
Romania,1995,6.8
Romania,1996,6.6
Romania,1997,6.5
Romania,1998,6.5
Romania,1999,6.2
Romania,2000,6.1
Romania,2001,5.9
Romania,2002,5.9
Romania,2003,6.2
Romania,2004,6.7
Romania,2005,6.7
Romania,2006,6.9
Romania,2007,9.1
Romania,2008,7.3
Romania,2009,6.6
Romania,2010,5.7
Romania,2011,5.2
Romania,2012,5.4
Romania,2013,5.4
Romania,2014,5.9
Romania,2015,6.3
Romania,2016,6.8
Romania,2017,7.3
Russia,2004,6.8
Russia,2005,7.5
Russia,2006,7.8
Russia,2007,8.9
Russia,2008,8.3
Russia,2009,8.5
Russia,2010,8.5
Russia,2011,9.2
Rwanda,1970,1.700000048
Rwanda,1982,2.599999905
Saint Kitts and Nevis,1970,3
Saint Kitts and Nevis,1995,6.900000095
Saint Kitts and Nevis,2000,9.800000191
Saint Kitts and Nevis,2001,7.099999905
Saint Lucia,1970,3.200000048
Saint Lucia,1985,3.400000095
Saint Lucia,1995,3.400000095
Saint Lucia,2003,3.400000095
Saint Lucia,2004,2.799999952
Saint Pierre et Miquelon,1970,5.900000095
Saint Pierre et Miquelon,1984,5.300000191
Saint Pierre et Miquelon,1996,4.5
Saint Vincent and the Grenadines,1970,4.300000191
Saint Vincent and the Grenadines,1986,4.099999905
Saint Vincent and the Grenadines,1995,4.800000191
Saint Vincent and the Grenadines,2004,5
Saint Vincent and the Grenadines,2005,5.599999905
Samoa,1970,5.300000191
Samoa,1983,4.5
Samoa,1996,6.199999809
Samoa,2000,6.800000191
Samoa,2001,4.599999905
San Marino,1970,10.5
San Marino,1985,9
San Marino,1995,8.699999809
San Marino,2004,7
San Marino,2005,7.5
San Marino,2007,6.9
San Marino,2008,6.4
San Marino,2011,6.3
San Marino,2012,6.1
Sao Tome and Principe,1970,1.799999952
Sao Tome and Principe,1985,0.699999988
Sao Tome and Principe,1988,0.400000006
Saudi Arabia,1995,3.400000095
Saudi Arabia,2004,4.599999905
Saudi Arabia,2005,5.199999809
Serbia,1970,9.300000191
Serbia,1985,6.900000095
Serbia,1996,5.300000191
Serbia,2000,5.7
Serbia,2001,5.5
Serbia,2002,5.6
Serbia,2003,5.6
Serbia,2004,5.6
Serbia,2005,5.2
Serbia,2006,5.4
Serbia,2007,5.6
Serbia,2008,5.2
Serbia,2009,5
Serbia,2010,4.9
Serbia,2011,4.9
Serbia,2012,4.8
Serbia,2013,5.1
Serbia,2014,5.1
Serbia,2015,5.2
Serbia,2016,5.1
Serbia,2017,5.1
Seychelles,1970,4.800000191
Seychelles,1985,8.899999619
Seychelles,1995,11.69999981
Seychelles,2005,10.69999981
Seychelles,2007,12.69999981
Singapore,1970,7.400000095
Singapore,1985,8.600000381
Singapore,1994,7.199999809
Singapore,2005,5.400000095
Singapore,2006,5.400000095
Slovakia,1960,7.9
Slovakia,1961,7.5
Slovakia,1962,7.2
Slovakia,1963,7.2
Slovakia,1964,7
Slovakia,1965,7
Slovakia,1966,7
Slovakia,1967,7.6
Slovakia,1968,7.5
Slovakia,1969,7.7
Slovakia,1970,7.9
Slovakia,1971,8.4
Slovakia,1972,8.7
Slovakia,1973,9
Slovakia,1974,9
Slovakia,1975,9.2
Slovakia,1976,9.2
Slovakia,1977,9.2
Slovakia,1978,9
Slovakia,1979,8.6
Slovakia,1980,7.9
Slovakia,1981,7.8
Slovakia,1982,8
Slovakia,1983,7.9
Slovakia,1984,7.7
Slovakia,1985,7.5
Slovakia,1986,7.4
Slovakia,1987,7.4
Slovakia,1988,7.1
Slovakia,1989,6.9
Slovakia,1990,7.6
Slovakia,1991,6.2
Slovakia,1992,6.4
Slovakia,1993,5.8
Slovakia,1994,5.3
Slovakia,1995,5.1
Slovakia,1996,5.1
Slovakia,1997,5.2
Slovakia,1998,5.1
Slovakia,1999,5.1
Slovakia,2000,4.8
Slovakia,2001,4.4
Slovakia,2002,4.7
Slovakia,2003,4.8
Slovakia,2004,5.2
Slovakia,2005,4.9
Slovakia,2006,4.8
Slovakia,2007,5.1
Slovakia,2008,5.3
Slovakia,2009,4.9
Slovakia,2010,4.7
Slovakia,2011,4.7
Slovakia,2012,4.8
Slovakia,2013,4.7
Slovakia,2014,4.9
Slovakia,2015,5.3
Slovakia,2016,5.5
Slovakia,2017,5.8
Slovenia,1960,8.8
Slovenia,1961,9.1
Slovenia,1962,9.1
Slovenia,1963,8.8
Slovenia,1964,9
Slovenia,1965,9.2
Slovenia,1966,8.6
Slovenia,1967,8.3
Slovenia,1968,8.2
Slovenia,1969,8.2
Slovenia,1970,8.3
Slovenia,1971,8.2
Slovenia,1972,9
Slovenia,1973,8.9
Slovenia,1974,8.7
Slovenia,1975,8.6
Slovenia,1976,8.3
Slovenia,1977,8.2
Slovenia,1978,8.4
Slovenia,1979,7.6
Slovenia,1980,6.5
Slovenia,1981,6.4
Slovenia,1982,6.1
Slovenia,1983,6.2
Slovenia,1984,5.9
Slovenia,1985,5.4
Slovenia,1986,5.4
Slovenia,1987,5.2
Slovenia,1988,4.6
Slovenia,1989,4.9
Slovenia,1990,4.3
Slovenia,1991,4.1
Slovenia,1992,4.6
Slovenia,1993,4.5
Slovenia,1994,4.2
Slovenia,1995,4.1
Slovenia,1996,3.8
Slovenia,1997,3.8
Slovenia,1998,3.8
Slovenia,1999,3.9
Slovenia,2000,3.6
Slovenia,2001,3.5
Slovenia,2002,3.5
Slovenia,2003,3.4
Slovenia,2004,3.3
Slovenia,2005,2.9
Slovenia,2006,3.2
Slovenia,2007,3.2
Slovenia,2008,3.3
Slovenia,2009,3.2
Slovenia,2010,3.2
Slovenia,2011,3.2
Slovenia,2012,3.4
Slovenia,2013,3
Slovenia,2014,3.2
Slovenia,2015,3.1
Slovenia,2016,3.2
Slovenia,2017,3.1
South Africa,1995,3.599999905
South Africa,2004,3.700000048
South Africa,2005,3.799999952
South Korea,1970,9.2
South Korea,1971,7.3
South Korea,1972,7.3
South Korea,1973,7.6
South Korea,1974,7.5
South Korea,1975,8
South Korea,1976,8
South Korea,1977,8.3
South Korea,1978,9.3
South Korea,1979,9.4
South Korea,1980,10.6
South Korea,1981,10.5
South Korea,1982,9.9
South Korea,1983,10.3
South Korea,1984,9.5
South Korea,1985,9.4
South Korea,1986,9.5
South Korea,1987,9.4
South Korea,1988,9.8
South Korea,1989,9.7
South Korea,1990,9.3
South Korea,1991,9.6
South Korea,1992,9.6
South Korea,1993,9
South Korea,1994,8.7
South Korea,1995,8.7
South Korea,1996,9.4
South Korea,1997,8.4
South Korea,1998,8
South Korea,1999,7.6
South Korea,2000,7
South Korea,2001,6.7
South Korea,2002,6.3
South Korea,2003,6.3
South Korea,2004,6.4
South Korea,2005,6.5
South Korea,2006,6.8
South Korea,2007,7
South Korea,2008,6.6
South Korea,2009,6.2
South Korea,2010,6.5
South Korea,2011,6.6
South Korea,2012,6.5
South Korea,2013,6.4
South Korea,2014,6
South Korea,2015,5.9
South Korea,2016,5.5
South Korea,2017,5.2
Spain,1960,7.8
Spain,1961,7.7
Spain,1962,7.6
Spain,1963,7.6
Spain,1964,7.4
Spain,1965,7.1
Spain,1966,7.1
Spain,1967,7.1
Spain,1968,7
Spain,1969,7.2
Spain,1970,7.3
Spain,1971,7.4
Spain,1972,7.6
Spain,1973,7.7
Spain,1974,7.6
Spain,1975,7.6
Spain,1976,7.3
Spain,1977,7.2
Spain,1978,7
Spain,1979,6.6
Spain,1980,5.9
Spain,1981,5.4
Spain,1982,5.1
Spain,1983,5.1
Spain,1984,5.2
Spain,1985,5.2
Spain,1986,5.4
Spain,1987,5.6
Spain,1988,5.7
Spain,1989,5.7
Spain,1990,5.7
Spain,1991,5.6
Spain,1992,5.6
Spain,1993,5.1
Spain,1994,5.1
Spain,1995,5.1
Spain,1996,4.9
Spain,1997,5
Spain,1998,5.2
Spain,1999,5.2
Spain,2000,5.4
Spain,2001,5.1
Spain,2002,5.1
Spain,2003,5
Spain,2004,5
Spain,2005,4.7
Spain,2006,4.5
Spain,2007,4.4
Spain,2008,4.2
Spain,2009,3.7
Spain,2010,3.6
Spain,2011,3.4
Spain,2012,3.5
Spain,2013,3.3
Spain,2014,3.4
Spain,2015,3.6
Spain,2016,3.7
Spain,2017,3.7
Sri Lanka,1970,6.900000095
Sri Lanka,1985,8
Sri Lanka,1995,9.399999619
Sri Lanka,2004,10.10000038
Sri Lanka,2005,10.19999981
Suriname,1980,6.699999809
Suriname,1989,5.400000095
Suriname,1995,5.5
Suriname,2004,4
Suriname,2005,4
Swaziland,1964,0.899999976
Swaziland,1986,3.299999952
Swaziland,1988,3.200000048
Swaziland,1989,3.700000048
Sweden,1960,6.7
Sweden,1961,7
Sweden,1962,7.1
Sweden,1963,7
Sweden,1964,7.6
Sweden,1965,7.8
Sweden,1966,7.8
Sweden,1967,7.2
Sweden,1968,6.6
Sweden,1969,6.1
Sweden,1970,5.4
Sweden,1971,4.9
Sweden,1972,4.8
Sweden,1973,4.7
Sweden,1974,5.5
Sweden,1975,5.4
Sweden,1976,5.4
Sweden,1977,4.9
Sweden,1978,4.6
Sweden,1979,4.5
Sweden,1980,4.5
Sweden,1981,4.5
Sweden,1982,4.5
Sweden,1983,4.3
Sweden,1984,4.4
Sweden,1985,4.6
Sweden,1986,4.6
Sweden,1987,4.9
Sweden,1988,5.2
Sweden,1989,12.8
Sweden,1990,4.7
Sweden,1991,4.3
Sweden,1992,4.3
Sweden,1993,3.9
Sweden,1994,3.9
Sweden,1995,3.799999952
Sweden,1996,3.8
Sweden,1997,3.7
Sweden,1998,3.6
Sweden,1999,4
Sweden,2000,4.5
Sweden,2001,4
Sweden,2002,4.3
Sweden,2003,4.4
Sweden,2004,4.8
Sweden,2005,4.9
Sweden,2006,5
Sweden,2008,5.5
Sweden,2009,5.1
Sweden,2010,5.3
Sweden,2011,5
Sweden,2012,5.3
Sweden,2013,5.4
Sweden,2014,5.5
Sweden,2015,5.3
Sweden,2016,5.4
Sweden,2017,5.2
Switzerland,1960,7.8
Switzerland,1961,7.8
Switzerland,1962,8
Switzerland,1963,7.7
Switzerland,1964,7.6
Switzerland,1965,7.7
Switzerland,1966,7.5
Switzerland,1967,7.6
Switzerland,1968,7.5
Switzerland,1969,7.6
Switzerland,1970,7.6
Switzerland,1971,7.2
Switzerland,1972,6.9
Switzerland,1973,6.5
Switzerland,1974,6.1
Switzerland,1975,5.6
Switzerland,1976,5.1
Switzerland,1977,5.3
Switzerland,1978,5.1
Switzerland,1979,5.4
Switzerland,1980,5.7
Switzerland,1981,5.6
Switzerland,1982,5.8
Switzerland,1983,5.9
Switzerland,1984,6
Switzerland,1985,6
Switzerland,1986,6.2
Switzerland,1987,6.6
Switzerland,1988,6.9
Switzerland,1989,6.8
Switzerland,1990,6.9
Switzerland,1991,7
Switzerland,1992,6.6
Switzerland,1993,6.2
Switzerland,1994,6.1
Switzerland,1995,5.8
Switzerland,1996,5.7
Switzerland,1997,5.5
Switzerland,1998,5.4
Switzerland,1999,5.7
Switzerland,2000,5.5
Switzerland,2001,5
Switzerland,2002,5.5
Switzerland,2003,5.5
Switzerland,2004,5.3
Switzerland,2005,5.4
Switzerland,2006,5.3
Switzerland,2007,5.3
Switzerland,2008,5.4
Switzerland,2009,5.4
Switzerland,2010,5.5
Switzerland,2011,5.3
Switzerland,2012,5.3
Switzerland,2013,4.9
Switzerland,2014,5.1
Switzerland,2015,5
Switzerland,2016,5
Switzerland,2017,4.8
Syria,1970,9.899999619
Syria,1985,8.899999619
Syria,1996,8.5
Syria,2005,10.69999981
Syria,2006,10.60000038
Tajikistan,1970,9.199999809
Tajikistan,1985,10.5
Tajikistan,1994,6.900000095
Tajikistan,2005,7.599999905
Tajikistan,2006,8.199999809
Thailand,1970,4.300000191
Thailand,1985,6.800000191
Thailand,1995,8.199999809
Thailand,2004,5.800000191
Thailand,2005,5.5
Timor,1970,2.599999905
Timor,1992,1.600000024
Tokelau,1971,3.200000048
Tokelau,1983,2.5
Tonga,1970,6.400000095
Tonga,1985,7
Tonga,1995,8.600000381
Tonga,2002,7.599999905
Tonga,2003,7.099999905
Trinidad and Tobago,1970,6.800000191
Trinidad and Tobago,1985,6.699999809
Trinidad and Tobago,1995,5.300000191
Trinidad and Tobago,2004,6.099999905
Trinidad and Tobago,2005,6.300000191
Tunisia,1970,6.699999809
Tunisia,1985,6.699999809
Tunisia,1995,6
Tunisia,2005,7.300000191
Tunisia,2006,8
Turkey,1970,3.299999952
Turkey,1980,8.2
Turkey,1985,7.199999809
Turkey,1996,7.599999905
Turkey,2003,7.1
Turkey,2004,9.2
Turkey,2005,9.5
Turkey,2006,9.2
Turkey,2007,9.1
Turkey,2008,9
Turkey,2009,8.2
Turkey,2010,8
Turkey,2011,8
Turkey,2012,8
Turkey,2013,7.9
Turkey,2014,7.8
Turkey,2015,7.7
Turkey,2016,7.5
Turkey,2017,7.1
Turkmenistan,1970,8.600000381
Turkmenistan,1979,10.19999981
Turkmenistan,1985,9.800000191
Turkmenistan,1998,5.400000095
Turks and Caicos Islands,1972,5.199999809
Turks and Caicos Islands,1985,5.300000191
Turks and Caicos Islands,1995,9.899999619
Turks and Caicos Islands,2004,21.20000076
Turks and Caicos Islands,2005,20
Ukraine,1970,9.899999619
Ukraine,1985,9.600000381
Ukraine,1995,8.399999619
Ukraine,2004,5.9
Ukraine,2005,7.1
Ukraine,2006,7.6
Ukraine,2007,9
Ukraine,2008,7
Ukraine,2009,6.9
Ukraine,2010,6.7
Ukraine,2011,7.8
Ukraine,2012,6.1
Ukraine,2013,6.7
Ukraine,2015,7
Ukraine,2016,5.4
Ukraine,2017,5.9
United Arab Emirates,1992,2.599999905
United Arab Emirates,1995,2.700000048
United Arab Emirates,2003,3.200000048
United Arab Emirates,2004,3.200000048
United Kingdom,1960,7.5
United Kingdom,1961,7.5
United Kingdom,1962,7.5
United Kingdom,1963,7.5
United Kingdom,1964,7.6
United Kingdom,1965,7.8
United Kingdom,1966,8
United Kingdom,1967,8
United Kingdom,1968,8.4
United Kingdom,1969,8.1
United Kingdom,1970,8.5
United Kingdom,1971,8.2
United Kingdom,1972,8.6
United Kingdom,1973,8.1
United Kingdom,1974,7.8
United Kingdom,1975,7.7
United Kingdom,1976,7.2
United Kingdom,1977,7.2
United Kingdom,1978,7.4
United Kingdom,1979,7.4
United Kingdom,1980,7.4
United Kingdom,1981,7.1
United Kingdom,1982,6.9
United Kingdom,1983,6.9
United Kingdom,1984,7
United Kingdom,1985,7
United Kingdom,1986,7
United Kingdom,1987,7
United Kingdom,1988,6.9
United Kingdom,1989,6.9
United Kingdom,1990,6.6
United Kingdom,1991,6.1
United Kingdom,1992,6.2
United Kingdom,1993,5.9
United Kingdom,1994,5.7
United Kingdom,1995,5.6
United Kingdom,1996,5.5
United Kingdom,1997,5.3
United Kingdom,1998,5.2
United Kingdom,1999,5.1
United Kingdom,2000,5.2
United Kingdom,2001,4.8
United Kingdom,2002,4.9
United Kingdom,2003,5.2
United Kingdom,2005,4.699999809
United Kingdom,2006,4.5
United Kingdom,2007,4.5
United Kingdom,2008,4.4
United Kingdom,2009,4.3
United Kingdom,2010,4.5
United Kingdom,2011,4.5
United Kingdom,2013,4.3
United Kingdom,2014,4.5
United Kingdom,2015,4.4
United Kingdom,2016,4.4
United States,1920,12
United States,1921,10.7
United States,1922,10.3
United States,1923,11
United States,1924,10.4
United States,1925,10.3
United States,1926,10.2
United States,1927,10.1
United States,1928,9.8
United States,1929,10.1
United States,1930,9.2
United States,1931,8.6
United States,1932,7.9
United States,1933,8.7
United States,1934,10.3
United States,1935,10.4
United States,1936,10.7
United States,1937,11.3
United States,1938,10.3
United States,1939,10.7
United States,1940,12.1
United States,1941,12.7
United States,1942,13.2
United States,1943,11.7
United States,1944,10.9
United States,1945,12.2
United States,1946,16.4
United States,1947,13.9
United States,1948,12.4
United States,1949,10.6
United States,1950,11.1
United States,1951,10.4
United States,1952,9.9
United States,1953,9.8
United States,1954,9.2
United States,1955,9.3
United States,1956,9.5
United States,1957,8.9
United States,1958,8.4
United States,1959,8.5
United States,1960,8.5
United States,1961,8.5
United States,1962,8.5
United States,1963,8.8
United States,1964,9
United States,1965,9.3
United States,1966,9.5
United States,1967,9.7
United States,1968,10.4
United States,1969,10.6
United States,1970,10.6
United States,1971,10.6
United States,1972,10.9
United States,1973,10.8
United States,1974,10.5
United States,1975,10
United States,1976,9.9
United States,1977,9.9
United States,1978,10.3
United States,1979,10.4
United States,1980,10.6
United States,1981,10.6
United States,1982,10.6
United States,1983,10.5
United States,1984,10.5
United States,1985,10.1
United States,1986,10
United States,1987,9.9
United States,1988,9.7
United States,1989,9.7
United States,1990,9.8
United States,1991,9.4
United States,1992,9.3
United States,1993,9
United States,1994,9.1
United States,1995,8.9
United States,1996,8.800000191
United States,1997,8.899999619
United States,1998,8.399999619
United States,1999,8.600000381
United States,2000,8.300000191
United States,2001,8.199999809
United States,2002,7.800000191
United States,2003,7.699999809
United States,2004,7.800000191
United States,2005,7.599999905
United States,2006,7.5
United States,2007,7.300000191
United States,2008,7.099999905
United States,2009,6.800000191
United States,2010,6.800000191
United States,2011,6.800000191
United States,2012,6.800000191
United States,2013,6.800000191
United States,2014,6.900000095
United States,2015,6.900000095
United States,2016,7
United States,2017,6.900000095
United States,2018,6.5
United States Virgin Islands,1970,18.5
United States Virgin Islands,1985,17.70000076
United States Virgin Islands,1993,34.20000076
Uruguay,1970,8.399999619
Uruguay,1985,7.5
Uruguay,1995,5.400000095
Uruguay,2005,4
Uruguay,2006,3.700000048
Uzbekistan,1970,9.100000381
Uzbekistan,1985,11
Uzbekistan,1995,7.5
Uzbekistan,2000,6.900000095
Uzbekistan,2001,6.800000191
Vatican,1970,3.099999905
Vatican,1975,1.399999976
Venezuela,1970,5.599999905
Venezuela,1985,5.5
Venezuela,1995,3.799999952
Venezuela,2005,3.200000048
Venezuela,2006,3.299999952
Vietnam,2002,11.80000019
Wallis and Futuna,1970,6.300000191
Western Sahara,1970,6.599999905
Yemen,2001,0.5
Yemen,2002,0.600000024
