Entity,Year,"Female lung cancer deaths (per 100,000) (WHO (IARC) (2016))"
Iceland,1975,11.8
Iceland,1976,9.52
Iceland,1977,14.12
Iceland,1978,11.32
Iceland,1979,16.67
Iceland,1980,21
Iceland,1981,22.65
Iceland,1982,26
Iceland,1983,20.16
Iceland,1984,17.32
Iceland,1985,17.7
Iceland,1986,20.84
Iceland,1987,20.59
Iceland,1988,28.32
Iceland,1989,23.52
Iceland,1990,21.87
Iceland,1991,22.31
Iceland,1992,29.95
Iceland,1993,23.79
Iceland,1994,27.69
Iceland,1995,21.38
Iceland,1996,25.84
Iceland,1997,26.57
Iceland,1998,23.88
Iceland,1999,25.15
Iceland,2000,26.19
Iceland,2001,23.77
Iceland,2002,22.95
India,2002,1.7
Indonesia,2002,6.3
Iran,2002,2.1
Iraq,2002,6.2
Ireland,1950,3.12
Ireland,1951,4.18
Ireland,1952,4.67
Ireland,1953,4.7
Ireland,1954,5.88
Ireland,1955,5.53
Ireland,1956,4.74
Ireland,1957,7.06
Ireland,1958,5.48
Ireland,1959,5.12
Ireland,1960,5.93
Ireland,1961,5.87
Ireland,1962,7.74
Ireland,1963,6.31
Ireland,1964,6.74
Ireland,1965,7.76
Ireland,1966,7.56
Ireland,1967,8.83
Ireland,1968,9.73
Ireland,1969,8.97
Ireland,1970,10.13
Ireland,1971,11.44
Ireland,1972,11.99
Ireland,1973,11.06
Ireland,1974,14.31
Ireland,1975,13.87
Ireland,1976,13.46
Ireland,1977,13.26
Ireland,1978,14.17
Ireland,1979,15.56
Ireland,1980,15
Ireland,1981,16.22
Ireland,1982,16.54
Ireland,1983,18.44
Ireland,1984,18.82
Ireland,1985,17.53
Ireland,1986,17.75
Ireland,1987,16.45
Ireland,1988,19.31
Ireland,1989,20.01
Ireland,1990,18.52
Ireland,1991,16.87
Ireland,1992,17.94
Ireland,1993,17.48
Ireland,1994,18.63
Ireland,1995,18.5
Ireland,1996,16.63
Ireland,1997,16.07
Ireland,1998,18.47
Ireland,1999,16.83
Ireland,2000,18.85
Ireland,2001,16.42
Ireland,2002,16.81
Israel,1975,7.07
Israel,1976,7.84
Israel,1977,8.62
Israel,1978,8.21
Israel,1979,8.18
Israel,1980,8.83
Israel,1981,8.11
Israel,1982,7.68
Israel,1983,7.85
Israel,1984,7.97
Israel,1985,7.73
Israel,1986,8.36
Israel,1987,8.25
Israel,1988,7.75
Israel,1989,8.42
Israel,1990,8.96
Israel,1991,8.12
Israel,1992,8.04
Israel,1993,9.29
Israel,1994,8.94
Israel,1995,9.77
Israel,1996,7.83
Israel,1997,8.79
Israel,1998,7.71
Israel,1999,8.08
Israel,2000,9.51
Israel,2001,8.88
Israel,2002,9.11
Italy,1951,2.57
Italy,1952,2.68
Italy,1953,2.92
Italy,1954,2.97
Italy,1955,3.32
Italy,1956,3.47
Italy,1957,3.43
Italy,1958,3.57
Italy,1959,3.42
Italy,1960,4.01
Italy,1961,4
Italy,1962,3.93
Italy,1963,4.22
Italy,1964,4.38
Italy,1965,4.42
Italy,1966,4.73
Italy,1967,4.54
Italy,1968,4.57
Italy,1969,4.71
Italy,1970,4.64
Italy,1971,4.55
Italy,1972,4.92
Italy,1973,5.15
Italy,1974,5.22
Italy,1975,5.37
Italy,1976,5.64
Italy,1977,5.87
Italy,1978,5.64
Italy,1979,5.95
Italy,1980,6.07
Italy,1981,6.26
Italy,1982,6.32
Italy,1983,6.62
Italy,1984,6.81
Italy,1985,6.89
Italy,1986,7.29
Italy,1987,7.19
Italy,1988,7.31
Italy,1989,7.33
Italy,1990,7.27
Italy,1991,7.23
Italy,1992,7.82
Italy,1993,7.68
Italy,1994,7.77
Italy,1995,7.87
Italy,1996,8
Italy,1997,7.83
Italy,1998,8.02
Italy,1999,7.91
Italy,2000,8.28
Italy,2001,8.38
Italy,2002,8.75
Jamaica,2002,5.5
Japan,1950,0.95
Japan,1951,1.1
Japan,1952,1.36
Japan,1953,1.41
Japan,1954,1.84
Japan,1955,2.12
Japan,1956,2.52
Japan,1957,2.68
Japan,1958,3.26
Japan,1959,3.33
Japan,1960,3.52
Japan,1961,3.95
Japan,1962,4.13
Japan,1963,4.2
Japan,1964,4.39
Japan,1965,4.66
Japan,1966,4.94
Japan,1967,4.91
Japan,1968,5
Japan,1969,5.25
Japan,1970,5.17
Japan,1971,5.19
Japan,1972,5.6
Japan,1973,5.62
Japan,1974,5.62
Japan,1975,5.93
Japan,1976,6.21
Japan,1977,6.37
Japan,1978,6.69
Japan,1979,6.69
Japan,1980,7.07
Japan,1981,7.19
Japan,1982,7.45
Japan,1983,7.49
Japan,1984,7.69
Japan,1985,7.65
Japan,1986,7.73
Japan,1987,7.88
Japan,1988,8.03
Japan,1989,8.12
Japan,1990,7.9
Japan,1991,8.09
Japan,1992,8.34
Japan,1993,8.18
Japan,1994,8.32
Japan,1995,8.42
Japan,1996,8.55
Japan,1997,8.45
Japan,1998,8.56
Japan,1999,8.46
Japan,2000,8.4
Japan,2001,8.3
Japan,2002,8.04
Jordan,2002,3.2
Kazakhstan,1981,7.9
Kazakhstan,1982,8.06
Kazakhstan,1985,8.5
Kazakhstan,1986,8.81
Kazakhstan,1987,7.93
Kazakhstan,1988,9.35
Kazakhstan,1989,9.48
Kazakhstan,1990,9.63
Kazakhstan,1991,9.75
Kazakhstan,1992,8.97
Kazakhstan,1993,8.97
Kazakhstan,1994,8.79
Kazakhstan,1995,8.56
Kazakhstan,1996,8.64
Kazakhstan,1997,8.36
Kazakhstan,1998,7.93
Kazakhstan,1999,8.17
Kazakhstan,2000,7.67
Kazakhstan,2001,7.47
Kazakhstan,2002,7.42
Kenya,2002,2.1
Kuwait,1972,3.79
Kuwait,1975,5.25
Kuwait,1976,3.16
Kuwait,1977,2.63
Kuwait,1978,3.21
Kuwait,1979,7.24
Kuwait,1980,9.11
Kuwait,1981,7.58
Kuwait,1982,8.85
Kuwait,1983,7
Kuwait,1984,10.02
Kuwait,1985,6.49
Kuwait,1986,7.14
Kuwait,1987,4.92
Kuwait,1993,8.01
Kuwait,1994,5.65
Kuwait,1995,5.91
Kuwait,1996,5.55
Kuwait,1997,9.61
Kuwait,1998,9.33
Kuwait,1999,2.79
Kuwait,2000,5.26
Kuwait,2001,4.74
Kuwait,2002,3.08
Kyrgyzstan,1981,4.3
Kyrgyzstan,1982,4.04
Kyrgyzstan,1985,3.5
Kyrgyzstan,1986,4.54
Kyrgyzstan,1987,5.24
Kyrgyzstan,1988,5.68
Kyrgyzstan,1989,4.73
Kyrgyzstan,1990,6.07
Kyrgyzstan,1991,5.41
Kyrgyzstan,1992,5.66
Kyrgyzstan,1993,4.21
Kyrgyzstan,1994,5.01
Kyrgyzstan,1995,3.76
Kyrgyzstan,1996,4.02
Kyrgyzstan,1997,4.65
Kyrgyzstan,1998,4.27
Kyrgyzstan,1999,3.55
Kyrgyzstan,2000,4.78
Kyrgyzstan,2001,4.55
Kyrgyzstan,2002,4.08
Laos,2002,6
Latvia,1980,5.63
Latvia,1981,5.66
Latvia,1982,6.01
Latvia,1983,5.97
Latvia,1984,6.28
Latvia,1985,6.55
Latvia,1986,7.47
Latvia,1987,7.15
Latvia,1988,6.41
Latvia,1989,7.46
Latvia,1990,6.84
Latvia,1991,6.77
Latvia,1992,6.34
Latvia,1993,6.64
Latvia,1994,5.73
Latvia,1995,6.24
Latvia,1996,6.42
Latvia,1997,6.11
Latvia,1998,6.23
Latvia,1999,6.11
Latvia,2000,5.78
Latvia,2001,6.2
Latvia,2002,6.04
Lebanon,2002,4.6
Lesotho,2002,1.6
Liberia,2002,0.6
Libya,2002,2.1
Lithuania,1981,4.97
Lithuania,1982,5.34
Lithuania,1985,5.88
Lithuania,1986,5.45
Lithuania,1987,5.12
Lithuania,1988,5.5
Lithuania,1989,5.75
Lithuania,1990,6.06
Lithuania,1991,6.1
Lithuania,1992,5.03
Lithuania,1993,6.26
Lithuania,1994,5.08
Lithuania,1995,5.71
Lithuania,1996,5.21
Lithuania,1997,5.46
Lithuania,1998,4.64
Lithuania,1999,5.84
Lithuania,2000,4.96
Lithuania,2001,5.66
Lithuania,2002,4.71
Luxembourg,1967,4.69
Luxembourg,1968,3.41
Luxembourg,1969,3.81
Luxembourg,1970,3.49
Luxembourg,1971,3.95
Luxembourg,1972,8.14
Luxembourg,1973,3.61
Luxembourg,1974,3.72
Luxembourg,1975,5.11
Luxembourg,1976,5.45
Luxembourg,1977,4.56
Luxembourg,1978,5.56
Luxembourg,1979,7.01
Luxembourg,1980,7.77
Luxembourg,1981,5
Luxembourg,1982,3.9
Luxembourg,1983,6.65
Luxembourg,1984,10.58
Luxembourg,1985,9.72
Luxembourg,1986,6.23
Luxembourg,1987,8.48
Luxembourg,1988,7.62
Luxembourg,1989,9.75
Luxembourg,1990,8.71
Luxembourg,1991,9.14
Luxembourg,1992,9.95
Luxembourg,1993,8.5
Luxembourg,1994,11.32
Luxembourg,1995,9.14
Luxembourg,1996,9.75
Luxembourg,1997,14.66
Luxembourg,1998,11.89
Luxembourg,1999,13.24
Luxembourg,2000,11.04
Luxembourg,2001,10.17
Luxembourg,2002,7.97
Macedonia,1991,5.13
Macedonia,1992,4.72
Macedonia,1993,5.21
Macedonia,1994,7.16
Macedonia,1995,6.01
Macedonia,1996,7.04
Macedonia,1997,6.6
Macedonia,1998,7.01
Macedonia,1999,7.38
Macedonia,2000,7.64
Macedonia,2001,6.94
Macedonia,2002,5.48
Madagascar,2002,2.1
Malawi,2002,0.4
Malaysia,2002,10.1
Mali,2002,0.1
Malta,1965,2.23
Malta,1967,2.71
Malta,1968,3.07
Malta,1969,4.92
Malta,1970,1.91
Malta,1971,3.34
Malta,1972,0.61
Malta,1973,1.1
Malta,1974,2.76
Malta,1975,1.24
Malta,1976,5.26
Malta,1977,3.63
Malta,1978,1.86
Malta,1979,3.16
Malta,1980,4.45
Malta,1981,5.35
Malta,1982,4.81
Malta,1983,6.85
Malta,1984,4.58
Malta,1985,2.45
Malta,1986,5.36
Malta,1987,2.22
Malta,1988,4.78
Malta,1989,4.28
Malta,1990,2.9
Malta,1991,2.48
Malta,1992,4.56
Malta,1993,5.12
Malta,1994,5.88
Malta,1995,2.32
Malta,1996,6.5
Malta,1997,4.21
Malta,1998,5.96
Malta,1999,4.8
Malta,2000,7.75
Malta,2001,5.9
Malta,2002,4.53
Mauritania,2002,0.6
Mauritius,1961,1.73
Mauritius,1962,1.24
Mauritius,1963,1.68
Mauritius,1964,2.01
Mauritius,1965,0.62
Mauritius,1966,3.26
Mauritius,1967,2.4
Mauritius,1968,2.43
Mauritius,1969,1.01
Mauritius,1970,4.67
Mauritius,1971,3.7
Mauritius,1972,2.63
Mauritius,1973,3.45
Mauritius,1974,4.33
Mauritius,1975,3.36
Mauritius,1976,2.47
Mauritius,1977,4.77
Mauritius,1978,3.38
Mauritius,1979,5.76
Mauritius,1980,2.22
Mauritius,1981,4.7
Mauritius,1982,3.89
Mauritius,1983,3.18
Mauritius,1984,4.39
Mauritius,1985,4.14
Mauritius,1986,3.78
Mauritius,1987,4.08
Mauritius,1988,6.18
Mauritius,1989,4.65
Mauritius,1990,4.21
Mauritius,1991,4.85
Mauritius,1992,3.25
Mauritius,1993,3.42
Mauritius,1994,4.38
Mauritius,1995,4.13
Mauritius,1996,3.48
Mauritius,1997,3.22
Mauritius,1998,5.01
Mauritius,1999,4.34
Mauritius,2000,4.04
Mauritius,2001,4.21
Mauritius,2002,4.95
Mexico,1955,2.39
Mexico,1956,2.59
Mexico,1957,2.88
Mexico,1958,2.83
Mexico,1959,3.3
Mexico,1960,3.21
Mexico,1961,3.32
Mexico,1962,3
Mexico,1963,3.26
Mexico,1964,3.19
Mexico,1965,3.35
Mexico,1966,3.72
Mexico,1967,3.72
Mexico,1968,3.58
Mexico,1969,3.35
Mexico,1970,3.65
Mexico,1971,3.81
Mexico,1972,3.86
Mexico,1973,3.98
Mexico,1974,3.6
Mexico,1975,3.73
Mexico,1976,4.03
Mexico,1977,4.22
Mexico,1978,4.05
Mexico,1979,4.53
Mexico,1980,4.49
Mexico,1981,4.66
Mexico,1982,4.39
Mexico,1983,5
Mexico,1984,5.13
Mexico,1985,5.35
Mexico,1986,5.52
Mexico,1987,5.41
Mexico,1988,5.43
Mexico,1989,5.33
Mexico,1990,5.41
Mexico,1991,5.4
Mexico,1992,5.61
Mexico,1993,5.44
Mexico,1994,5.71
Mexico,1995,5.34
Mexico,1996,5.4
Mexico,1997,5.67
Mexico,1998,5.25
Mexico,1999,5.19
Mexico,2000,4.97
Mexico,2001,4.76
Mexico,2002,4.96
Moldova,1981,6.02
Moldova,1982,4.95
Moldova,1985,6.12
Moldova,1986,5.89
Moldova,1987,7.73
Moldova,1988,6.9
Moldova,1989,8.19
Moldova,1990,6.19
Moldova,1991,6.99
Moldova,1992,5.07
Moldova,1993,6.63
Moldova,1994,6.19
Moldova,1995,5.59
Moldova,1996,5.77
Moldova,1997,6.06
Moldova,1998,5.25
Moldova,1999,5.24
Moldova,2000,4.65
Moldova,2001,5.4
Moldova,2002,5.05
Mongolia,2002,13
Morocco,2002,1.9
Mozambique,2002,1.2
Myanmar,2002,11.8
Namibia,2002,2.2
Nepal,2002,2.2
Netherlands,1950,3.05
Netherlands,1951,3.69
Netherlands,1952,2.8
Netherlands,1953,3.09
Netherlands,1954,3.23
Netherlands,1955,2.79
Netherlands,1956,3.29
Netherlands,1957,3.14
Netherlands,1958,2.96
Netherlands,1959,3.14
Netherlands,1960,3.24
Netherlands,1961,3.66
Netherlands,1962,3.24
Netherlands,1963,3.45
Netherlands,1964,3.46
Netherlands,1965,3.43
Netherlands,1966,3.3
Netherlands,1967,3.67
Netherlands,1968,3.97
Netherlands,1969,3.3
Netherlands,1970,3.69
Netherlands,1971,3.86
Netherlands,1972,4.15
Netherlands,1973,3.81
Netherlands,1974,4.43
Netherlands,1975,4.3
Netherlands,1976,4.6
Netherlands,1977,5.06
Netherlands,1978,5.39
Netherlands,1979,5.41
Netherlands,1980,6.13
Netherlands,1981,6.45
Netherlands,1982,6.97
Netherlands,1983,7.14
Netherlands,1984,8.1
Netherlands,1985,8.22
Netherlands,1986,8.78
Netherlands,1987,8.79
Netherlands,1988,9.87
Netherlands,1989,10.46
Netherlands,1990,10.31
Netherlands,1991,10.75
Netherlands,1992,11.73
Netherlands,1993,12.61
Netherlands,1994,13.36
Netherlands,1995,13.82
Netherlands,1996,13.86
Netherlands,1997,14.75
Netherlands,1998,14.95
Netherlands,1999,15.99
Netherlands,2000,16.85
Netherlands,2001,17.04
Netherlands,2002,18.1
New Zealand,1950,2.55
New Zealand,1951,3.22
New Zealand,1952,3.56
New Zealand,1953,2.99
New Zealand,1954,2.56
New Zealand,1955,3.04
New Zealand,1956,4.46
New Zealand,1957,3.39
New Zealand,1958,4.1
New Zealand,1959,3.89
New Zealand,1960,4.63
New Zealand,1961,5.32
New Zealand,1962,4.39
New Zealand,1963,5.59
New Zealand,1964,5.58
New Zealand,1965,4.78
New Zealand,1966,5
New Zealand,1967,5.91
New Zealand,1968,6.11
New Zealand,1969,7.31
New Zealand,1970,8.99
New Zealand,1971,8.06
New Zealand,1972,9.91
New Zealand,1973,10.85
New Zealand,1974,11.21
New Zealand,1975,10.96
New Zealand,1976,10.58
New Zealand,1977,11.81
New Zealand,1978,12.4
New Zealand,1979,12.66
New Zealand,1980,12.74
New Zealand,1981,14.03
New Zealand,1982,13.88
New Zealand,1983,13.54
New Zealand,1984,13.68
New Zealand,1985,15.16
New Zealand,1986,14.17
New Zealand,1987,17.11
New Zealand,1988,16.46
New Zealand,1989,17.61
New Zealand,1990,17.96
New Zealand,1991,17.56
New Zealand,1992,17.13
New Zealand,1993,17.17
New Zealand,1994,18.23
New Zealand,1995,18.6
New Zealand,1996,17.7
New Zealand,1997,18.96
New Zealand,1998,17.94
New Zealand,1999,19.1
New Zealand,2000,17.2
New Zealand,2001,19.16
New Zealand,2002,18.06
Nicaragua,1961,0.12
Nicaragua,1962,0.29
Nicaragua,1963,0.61
Nicaragua,1964,0.61
Nicaragua,1965,0.26
Nicaragua,1968,0.64
Nicaragua,1969,2.17
Nicaragua,1973,0.65
Nicaragua,1974,0.43
Nicaragua,1975,1.22
Nicaragua,1976,0.29
Nicaragua,1977,0.62
Nicaragua,1988,1.68
Nicaragua,1989,1.98
Nicaragua,1990,1.92
Nicaragua,1991,2.3
Nicaragua,1992,1.41
Nicaragua,1993,1.54
Nicaragua,1994,1.93
Nicaragua,1996,3.3
Nicaragua,1997,2.74
Nicaragua,1998,1.5
Nicaragua,1999,2.08
Nicaragua,2000,3.24
Nicaragua,2001,2.32
Nicaragua,2002,2.32
Niger,2002,0.4
Nigeria,2002,0.4
North Korea,2002,10.3
Norway,1951,2.55
Norway,1952,3.1
Norway,1953,2.32
Norway,1954,2.22
Norway,1955,2.78
Norway,1956,2.3
Norway,1957,2.55
Norway,1958,2.21
Norway,1959,2.86
Norway,1960,2.58
Norway,1961,2.5
Norway,1962,2.61
Norway,1963,2.56
Norway,1964,3.05
Norway,1965,2.19
Norway,1966,2.63
Norway,1967,3.33
Norway,1968,3.45
Norway,1969,3.87
Norway,1970,3.5
Norway,1971,3.86
Norway,1972,3.79
Norway,1973,4.33
Norway,1974,4.04
Norway,1975,4.56
Norway,1976,4.56
Norway,1977,4.89
Norway,1978,4.8
Norway,1979,5.33
Norway,1980,5.84
Norway,1981,5.76
Norway,1982,6.97
Norway,1983,6.67
Norway,1984,7.81
Norway,1985,8.5
Norway,1986,8.83
Norway,1987,8.63
Norway,1988,10.29
Norway,1989,9.99
Norway,1990,10.58
Norway,1991,10.98
Norway,1992,10.71
Norway,1993,11.07
Norway,1994,13.52
Norway,1995,13.05
Norway,1996,14.46
Norway,1997,16.39
Norway,1998,14.21
Norway,1999,14.06
Norway,2000,15.88
Norway,2001,16.62
Norway,2002,15.8
Oman,2002,2.2
Pakistan,2002,2.6
Panama,1955,0.96
Panama,1956,1.09
Panama,1957,1.64
Panama,1958,1.68
Panama,1959,2.35
Panama,1960,2.21
Panama,1961,2.46
Panama,1962,2.91
Panama,1963,1.96
Panama,1964,0.64
Panama,1965,2.46
Panama,1966,1.16
Panama,1967,1.76
Panama,1968,0.7
Panama,1969,1.93
Panama,1970,1.86
Panama,1971,2.04
Panama,1972,1.75
Panama,1973,3.85
Panama,1974,2.92
Panama,1975,3.19
Panama,1976,2.22
Panama,1977,3.17
Panama,1978,2.45
Panama,1979,3.37
Panama,1980,4.03
Panama,1981,2.82
Panama,1982,4.27
Panama,1983,3.74
Panama,1984,4
Panama,1985,3.72
Panama,1986,4.24
Panama,1987,5.29
Panama,1988,3.2
Panama,1989,4.33
Panama,1996,4.45
Panama,1997,4.16
Panama,1998,3.86
Panama,1999,3.47
Panama,2000,5.01
Panama,2001,3.69
Panama,2002,5.13
Papua New Guinea,2002,1.3
Paraguay,2002,4.8
Peru,2002,7.1
Philippines,2002,12.6
Poland,1959,3.12
Poland,1960,3.28
Poland,1961,3.85
Poland,1962,3.96
Poland,1963,3.94
Poland,1964,4.14
Poland,1965,4.44
Poland,1966,4.5
Poland,1967,4.59
Poland,1968,5.06
Poland,1969,5.09
Poland,1970,4.77
Poland,1971,5.21
Poland,1972,5.1
Poland,1973,5.04
Poland,1974,5.41
Poland,1975,5.81
Poland,1976,5.67
Poland,1977,6.22
Poland,1978,6.29
Poland,1979,6.3
Poland,1980,7.17
Poland,1981,6.97
Poland,1982,7.27
Poland,1983,7.59
Poland,1984,8.07
Poland,1985,8.18
Poland,1986,8.43
Poland,1987,8.63
Poland,1988,9.29
Poland,1989,9.34
Poland,1990,9.93
Poland,1991,10.18
Poland,1992,9.97
Poland,1993,10.65
Poland,1994,10.7
Poland,1995,11.27
Poland,1996,11.27
Poland,1999,11.57
Poland,2000,12.5
Poland,2001,12.76
Poland,2002,13.59
Portugal,1955,2.15
Portugal,1956,2.78
Portugal,1957,2.35
Portugal,1958,2
Portugal,1959,2.21
Portugal,1960,2.18
Portugal,1961,2.69
Portugal,1962,2.51
Portugal,1963,2.49
Portugal,1964,2.47
Portugal,1965,2.07
Portugal,1966,3.11
Portugal,1967,2.72
Portugal,1968,2.41
Portugal,1969,3.05
Portugal,1970,2.95
Portugal,1971,3.3
Portugal,1972,3.07
Portugal,1973,3.12
Portugal,1974,3.5
Portugal,1975,3.59
Portugal,1976,3.43
Portugal,1977,3.45
Portugal,1978,3.22
Portugal,1979,3.54
Portugal,1980,3.76
Portugal,1981,4.03
Portugal,1982,4.3
Portugal,1983,3.79
Portugal,1984,3.61
Portugal,1985,3.91
Portugal,1986,4.15
Portugal,1987,3.94
Portugal,1988,4.09
Portugal,1989,4.23
Portugal,1990,4.32
Portugal,1991,4.64
Portugal,1992,4.28
Portugal,1993,4.66
Portugal,1994,4.52
Portugal,1995,4.69
Portugal,1996,4.12
Portugal,1997,4.45
Portugal,1998,4.64
Portugal,1999,4.7
Portugal,2000,5.08
Portugal,2001,4.42
Portugal,2002,5.35
Puerto Rico,2002,7.1
Qatar,2002,4.2
Romania,1959,4.5
Romania,1960,4.73
Romania,1961,5.7
Romania,1962,5.43
Romania,1963,5.62
Romania,1964,5.67
Romania,1965,5.2
Romania,1966,5.17
Romania,1967,5.24
Romania,1968,5.1
Romania,1969,5.52
Romania,1970,5.54
Romania,1971,5.31
Romania,1972,5.46
Romania,1973,5.43
Romania,1974,5.43
Romania,1975,5.5
Romania,1976,5.81
Romania,1977,5.77
Romania,1978,5.85
Romania,1980,6.56
Romania,1981,5.92
Romania,1982,5.77
Romania,1983,5.89
Romania,1984,5.79
Romania,1985,5.92
Romania,1986,6.09
Romania,1987,6.14
Romania,1988,6.13
Romania,1989,6.35
Romania,1990,6.59
Romania,1991,6.38
Romania,1992,6.25
Romania,1993,7.3
Romania,1994,7.08
Romania,1995,7.25
Romania,1996,7.21
Romania,1997,7.48
Romania,1998,7.56
Romania,1999,7.48
Romania,2000,7.92
Romania,2001,7.93
Romania,2002,7.81
Russia,1980,6.53
Russia,1981,6.48
Russia,1982,6.55
Russia,1983,6.87
Russia,1984,6.79
Russia,1985,6.89
Russia,1986,7.09
Russia,1987,7.2
Russia,1988,7.34
Russia,1989,7.35
Russia,1990,7.37
Russia,1991,7.2
Russia,1992,7.31
Russia,1993,7.32
Russia,1994,7.21
Russia,1995,6.75
Russia,1996,6.41
Russia,1997,6.46
Russia,1998,6.23
Russia,1999,5.98
Russia,2000,5.91
Russia,2001,5.91
Russia,2002,5.77
Rwanda,2002,0.9
Samoa,2002,0.9
Saudi Arabia,2002,2.6
Senegal,2002,0.1
Serbia and Montenegro,2002,11
Sierra Leone,2002,0.6
Singapore,1963,11.25
Singapore,1964,9.21
Singapore,1965,10.69
Singapore,1966,12.83
Singapore,1967,11.91
Singapore,1968,12.77
Singapore,1969,10.16
Singapore,1970,10.97
Singapore,1971,13.39
Singapore,1972,12.16
Singapore,1973,12.88
Singapore,1974,16.2
Singapore,1975,12.8
Singapore,1976,14.98
Singapore,1977,16.76
Singapore,1978,17.96
Singapore,1979,15.47
Singapore,1980,17.37
Singapore,1981,18.15
Singapore,1982,17.29
Singapore,1983,17.63
Singapore,1984,17.54
Singapore,1985,18.09
Singapore,1986,18.5
Singapore,1987,17.78
Singapore,1988,16.57
Singapore,1989,18.51
Singapore,1990,15.22
Singapore,1991,14.53
Singapore,1992,14.52
Singapore,1993,16.49
Singapore,1994,14.69
Singapore,1995,14.23
Singapore,1996,13.68
Singapore,1997,14.3
Singapore,1998,14.72
Singapore,1999,11.51
Singapore,2000,10.63
Singapore,2001,12.78
Singapore,2002,11.5
Slovakia,1992,7.73
Slovakia,1993,7.43
Slovakia,1994,7.32
Slovakia,1995,6.76
Slovakia,1996,6.59
Slovakia,1997,7.46
Slovakia,1998,7.32
Slovakia,1999,7.88
Slovakia,2000,8.07
Slovakia,2001,7.26
Slovakia,2002,7.34
Slovenia,1985,7.25
Slovenia,1986,8.27
Slovenia,1987,6.64
Slovenia,1988,7.57
Slovenia,1989,8.7
Slovenia,1990,8.63
Slovenia,1991,8.32
Slovenia,1992,8.63
Slovenia,1993,9.61
Slovenia,1994,8.61
Slovenia,1995,9.93
Slovenia,1996,9.11
Slovenia,1997,9.78
Slovenia,1998,9.24
Slovenia,1999,11.34
Slovenia,2000,10.5
Slovenia,2001,11.12
Slovenia,2002,11.83
Solomon Islands,2002,5.2
Somalia,2002,2.1
South Africa,1993,8.19
South Africa,1994,8.83
South Africa,1995,8.11
South Africa,1996,8.66
South Africa,1997,8.01
South Africa,1998,8.33
South Africa,1999,7.87
South Africa,2000,7.61
South Africa,2001,7.62
South Africa,2002,7.09
South Korea,1985,4.5
South Korea,1986,4.87
South Korea,1987,5
South Korea,1988,5.65
South Korea,1989,5.93
South Korea,1990,6.48
South Korea,1991,6.47
South Korea,1992,8.09
South Korea,1993,8.6
South Korea,1994,9.2
South Korea,1995,9.28
South Korea,1996,9.44
South Korea,1997,9.87
South Korea,1998,9.09
South Korea,1999,9.5
South Korea,2000,10.17
South Korea,2001,10.08
South Korea,2002,10.37
Spain,1951,2.22
Spain,1952,2.35
Spain,1953,2.33
Spain,1954,2.76
Spain,1955,2.75
Spain,1956,3.12
Spain,1957,3.51
Spain,1958,3.24
Spain,1959,3.3
Spain,1960,3.91
Spain,1961,3.47
Spain,1962,3.66
Spain,1963,3.71
Spain,1964,3.55
Spain,1965,3.71
Spain,1966,3.84
Spain,1967,4.15
Spain,1968,3.98
Spain,1969,3.88
Spain,1970,4.09
Spain,1971,4.09
Spain,1972,3.9
Spain,1973,3.97
Spain,1974,4.06
Spain,1975,4
Spain,1976,3.63
Spain,1977,4.01
Spain,1978,3.85
Spain,1979,3.82
Spain,1980,3.84
Spain,1981,3.79
Spain,1982,3.63
Spain,1983,3.85
Spain,1984,3.42
Spain,1985,3.62
Spain,1986,3.57
Spain,1987,3.68
Spain,1988,3.42
Spain,1989,3.42
Spain,1990,3.46
Spain,1991,3.71
Spain,1992,3.63
Spain,1993,3.63
Spain,1994,3.8
Spain,1995,3.93
Spain,1996,3.91
Spain,1997,4.17
Spain,1998,4.3
Spain,1999,4.36
Spain,2000,4.65
Spain,2001,4.77
Spain,2002,5.08
Sri Lanka,2002,1.6
Sudan,2002,0.8
Suriname,1963,4.07
Suriname,1964,1.65
Suriname,1965,2.96
Suriname,1966,2.96
Suriname,1971,6.14
Suriname,1972,4.62
Suriname,1973,2.12
Suriname,1975,0.95
Suriname,1976,3.22
Suriname,1977,2.92
Suriname,1978,0.89
Suriname,1979,3.2
Suriname,1980,1.07
Suriname,1981,4.7
Suriname,1982,4.7
Suriname,1984,2.67
Suriname,1985,6.11
Suriname,1986,0.62
Suriname,1987,3.04
Suriname,1988,2.39
Suriname,1989,4.87
Suriname,1990,6.3
Suriname,1991,4.11
Suriname,1992,5.56
Suriname,1995,3.22
Suriname,1996,0.8
Suriname,1997,3.35
Suriname,1998,6.07
Suriname,1999,2.17
Suriname,2000,4.9
Suriname,2002,7.4
Swaziland,2002,1.4
Sweden,1951,3.64
Sweden,1952,4.05
Sweden,1953,3.58
Sweden,1954,3.71
Sweden,1955,3.37
Sweden,1956,3.73
Sweden,1957,3.93
Sweden,1958,4.11
Sweden,1959,4.05
Sweden,1960,3.49
Sweden,1961,3.96
Sweden,1962,3.85
Sweden,1963,3.95
Sweden,1964,3.58
Sweden,1965,4.08
Sweden,1966,3.89
Sweden,1967,4.92
Sweden,1968,4.43
Sweden,1969,4.57
Sweden,1970,4.79
Sweden,1971,5.14
Sweden,1972,5.1
Sweden,1973,5.62
Sweden,1974,5.95
Sweden,1975,6.06
Sweden,1976,5.89
Sweden,1977,6.29
Sweden,1978,6.62
Sweden,1979,6.62
Sweden,1980,7.33
Sweden,1981,8.01
Sweden,1982,7.74
Sweden,1983,7.78
