Entity,Year,"Health expenditure per capita, PPP (World Bank (2016))"
East Asia & Pacific (developing only),2005,215.55
East Asia & Pacific (developing only),2006,241.33
East Asia & Pacific (developing only),2007,268.81
East Asia & Pacific (developing only),2008,305.83
East Asia & Pacific (developing only),2009,361.25
East Asia & Pacific (developing only),2010,387.41
East Asia & Pacific (developing only),2011,435.91
East Asia & Pacific (developing only),2012,496.65
East Asia & Pacific (developing only),2013,548.68
Ecuador,1995,188.95
Ecuador,1996,209.44
Ecuador,1997,216.85
Ecuador,1998,213.83
Ecuador,1999,227.96
Ecuador,2000,207.76
Ecuador,2001,240.96
Ecuador,2002,287.17
Ecuador,2003,340.94
Ecuador,2004,357.04
Ecuador,2005,362.96
Ecuador,2006,389.2
Ecuador,2007,414.68
Ecuador,2008,429.61
Ecuador,2009,482.43
Ecuador,2010,530.66
Ecuador,2011,577.42
Ecuador,2012,670.67
Ecuador,2013,788.92
Egypt,1995,185.11
Egypt,1996,214.66
Egypt,1997,255.19
Egypt,1998,279.37
Egypt,1999,311.91
Egypt,2000,336.51
Egypt,2001,373.51
Egypt,2002,405.29
Egypt,2003,384.24
Egypt,2004,379.04
Egypt,2005,391.3
Egypt,2006,432.56
Egypt,2007,441.68
Egypt,2008,461.61
Egypt,2009,495.97
Egypt,2010,305.91
Egypt,2011,520.29
Egypt,2012,532.01
Egypt,2013,539.13
El Salvador,1995,260.47
El Salvador,1996,317.24
El Salvador,1997,358.45
El Salvador,1998,378.19
El Salvador,1999,381.25
El Salvador,2000,397.04
El Salvador,2001,402.72
El Salvador,2002,409.05
El Salvador,2003,405.39
El Salvador,2004,421.87
El Salvador,2005,442.66
El Salvador,2006,438.5
El Salvador,2007,440.22
El Salvador,2008,445.12
El Salvador,2009,475.27
El Salvador,2010,490.62
El Salvador,2011,500.56
El Salvador,2012,507.65
El Salvador,2013,539.19
Equatorial Guinea,1995,70.89
Equatorial Guinea,1996,96.06
Equatorial Guinea,1997,169.59
Equatorial Guinea,1998,276.13
Equatorial Guinea,1999,219.87
Equatorial Guinea,2000,255.23
Equatorial Guinea,2001,269.76
Equatorial Guinea,2002,364.91
Equatorial Guinea,2003,447.19
Equatorial Guinea,2004,661.5
Equatorial Guinea,2005,552.92
Equatorial Guinea,2006,654.66
Equatorial Guinea,2007,779.88
Equatorial Guinea,2008,893.48
Equatorial Guinea,2009,1842.48
Equatorial Guinea,2010,1294.5
Equatorial Guinea,2011,1157.33
Equatorial Guinea,2012,1233.07
Equatorial Guinea,2013,1170.09
Eritrea,1995,47.44
Eritrea,1996,41.89
Eritrea,1997,51.57
Eritrea,1998,52.65
Eritrea,1999,56.12
Eritrea,2000,46.59
Eritrea,2001,43.95
Eritrea,2002,45.5
Eritrea,2003,37.71
Eritrea,2004,34.41
Eritrea,2005,33.55
Eritrea,2006,37.7
Eritrea,2007,38.7
Eritrea,2008,38.61
Eritrea,2009,35.03
Eritrea,2010,34.42
Eritrea,2011,34.87
Eritrea,2012,35.74
Eritrea,2013,36.29
Estonia,1995,396.16
Estonia,1996,453.09
Estonia,1997,492.42
Estonia,1998,467.71
Estonia,1999,512.61
Estonia,2000,511.39
Estonia,2001,510.49
Estonia,2002,570.79
Estonia,2003,649.36
Estonia,2004,749.06
Estonia,2005,823.86
Estonia,2006,957.63
Estonia,2007,1112.43
Estonia,2008,1339.32
Estonia,2009,1388.84
Estonia,2010,1300.21
Estonia,2011,1356.29
Estonia,2012,1415.65
Estonia,2013,1452.64
Ethiopia,1995,12.48
Ethiopia,1996,13.67
Ethiopia,1997,15.27
Ethiopia,1998,16.9
Ethiopia,1999,18.55
Ethiopia,2000,21.58
Ethiopia,2001,22.68
Ethiopia,2002,25.2
Ethiopia,2003,23.95
Ethiopia,2004,24.82
Ethiopia,2005,27.63
Ethiopia,2006,32.65
Ethiopia,2007,38.18
Ethiopia,2008,38.32
Ethiopia,2009,41.68
Ethiopia,2010,51.53
Ethiopia,2011,60.18
Ethiopia,2012,60.69
Ethiopia,2013,68.53
Euro area,1995,1736.36
Euro area,1996,1819.3
Euro area,1997,1878.77
Euro area,1998,1961.53
Euro area,1999,2048.59
Euro area,2000,2181.78
Euro area,2001,2326.78
Euro area,2002,2458.14
Euro area,2003,2582.07
Euro area,2004,2696.23
Euro area,2005,2873.86
Euro area,2006,3089.99
Euro area,2007,3231.94
Euro area,2008,3460.93
Euro area,2009,3638.22
Euro area,2010,3703.36
Euro area,2011,3803.62
Euro area,2012,3792.5
Euro area,2013,3870.75
Europe & Central Asia (all income levels),1995,946.98
Europe & Central Asia (all income levels),1996,994.07
Europe & Central Asia (all income levels),1997,1046.45
Europe & Central Asia (all income levels),1998,1085.98
Europe & Central Asia (all income levels),1999,1136.43
Europe & Central Asia (all income levels),2000,1217.71
Europe & Central Asia (all income levels),2001,1312.05
Europe & Central Asia (all income levels),2002,1409.4
Europe & Central Asia (all income levels),2003,1494.53
Europe & Central Asia (all income levels),2004,1579.06
Europe & Central Asia (all income levels),2005,1695.85
Europe & Central Asia (all income levels),2006,1856.77
Europe & Central Asia (all income levels),2007,1970.13
Europe & Central Asia (all income levels),2008,2166.29
Europe & Central Asia (all income levels),2009,2302.51
Europe & Central Asia (all income levels),2010,2318.27
Europe & Central Asia (all income levels),2011,2388.3
Europe & Central Asia (all income levels),2012,2399.73
Europe & Central Asia (all income levels),2013,2463.71
Europe & Central Asia (developing only),1995,204.81
Europe & Central Asia (developing only),1996,207.77
Europe & Central Asia (developing only),1997,226.73
Europe & Central Asia (developing only),1998,236.5
Europe & Central Asia (developing only),1999,254.67
Europe & Central Asia (developing only),2000,279.98
Europe & Central Asia (developing only),2001,299.1
Europe & Central Asia (developing only),2002,329.64
Europe & Central Asia (developing only),2003,367.97
Europe & Central Asia (developing only),2004,419.87
Europe & Central Asia (developing only),2005,467.58
Europe & Central Asia (developing only),2006,530.26
Europe & Central Asia (developing only),2007,598.54
Europe & Central Asia (developing only),2008,663.97
Europe & Central Asia (developing only),2009,683.01
Europe & Central Asia (developing only),2010,706.75
Europe & Central Asia (developing only),2011,723.07
Europe & Central Asia (developing only),2012,759.17
Europe & Central Asia (developing only),2013,806.03
European Union,1995,1434.83
European Union,1996,1510.23
European Union,1997,1560.55
European Union,1998,1633.41
European Union,1999,1716.75
European Union,2000,1835.75
European Union,2001,1974.83
European Union,2002,2106.93
European Union,2003,2225.53
European Union,2004,2341.59
European Union,2005,2496.08
European Union,2006,2692.32
European Union,2007,2824.93
European Union,2008,3037.6
European Union,2009,3205.6
European Union,2010,3239.58
European Union,2011,3320.49
European Union,2012,3318.5
European Union,2013,3389.77
Fiji,1995,147.17
Fiji,1996,163.27
Fiji,1997,173.44
Fiji,1998,158.79
Fiji,1999,171.63
Fiji,2000,210.89
Fiji,2001,185.98
Fiji,2002,206.33
Fiji,2003,204.42
Fiji,2004,237.92
Fiji,2005,245.78
Fiji,2006,272.51
Fiji,2007,268.06
Fiji,2008,260.94
Fiji,2009,300.71
Fiji,2010,297.42
Fiji,2011,293.01
Fiji,2012,305.71
Fiji,2013,328.38
Finland,1995,1477.23
Finland,1996,1549.72
Finland,1997,1618.25
Finland,1998,1660.88
Finland,1999,1743.26
Finland,2000,1857.19
Finland,2001,1975.02
Finland,2002,2152.33
Finland,2003,2255.42
Finland,2004,2454.79
Finland,2005,2593.51
Finland,2006,2773.89
Finland,2007,2912.03
Finland,2008,3171.25
Finland,2009,3298.14
Finland,2010,3296.84
Finland,2011,3463.21
Finland,2012,3497.03
Finland,2013,3604.12
Fragile and conflict affected situations,1995,83.69
Fragile and conflict affected situations,1996,96.63
Fragile and conflict affected situations,1997,85.97
Fragile and conflict affected situations,1998,90.92
Fragile and conflict affected situations,1999,86.26
Fragile and conflict affected situations,2000,83.56
Fragile and conflict affected situations,2001,89.22
Fragile and conflict affected situations,2002,89.8
Fragile and conflict affected situations,2003,98.69
Fragile and conflict affected situations,2004,105.58
Fragile and conflict affected situations,2005,103.81
Fragile and conflict affected situations,2006,113.96
Fragile and conflict affected situations,2007,123.72
Fragile and conflict affected situations,2008,131.29
Fragile and conflict affected situations,2009,170.32
Fragile and conflict affected situations,2010,157.07
Fragile and conflict affected situations,2011,154.17
Fragile and conflict affected situations,2012,180.93
Fragile and conflict affected situations,2013,179.74
France,1995,2098.27
France,1996,2161.48
France,1997,2228.02
France,1998,2312.89
France,1999,2403.73
France,2000,2556.49
France,2001,2728.93
France,2002,2931.23
France,2003,2943.92
France,2004,3076.58
France,2005,3240.67
France,2006,3422.31
France,2007,3574.14
France,2008,3735.8
France,2009,3963.25
France,2010,4039.46
France,2011,4202.33
France,2012,4213.23
France,2013,4333.58
Gabon,1995,490.39
Gabon,1996,491.97
Gabon,1997,456.62
Gabon,1998,657.53
Gabon,1999,490.81
Gabon,2000,394.9
Gabon,2001,467.66
Gabon,2002,515.26
Gabon,2003,538.54
Gabon,2004,489.82
Gabon,2005,447.92
Gabon,2006,489.37
Gabon,2007,527.67
Gabon,2008,435.4
Gabon,2009,571.7
Gabon,2010,572.11
Gabon,2011,614.84
Gabon,2012,670.37
Gabon,2013,734.68
Gambia,1995,34.23
Gambia,1996,35.83
Gambia,1997,34.38
Gambia,1998,39.7
Gambia,1999,41.94
Gambia,2000,44.56
Gambia,2001,48.02
Gambia,2002,46.23
Gambia,2003,54.92
Gambia,2004,60.36
Gambia,2005,68.24
Gambia,2006,76.65
Gambia,2007,82.45
Gambia,2008,88.9
Gambia,2009,90.92
Gambia,2010,93.37
Gambia,2011,96.43
Gambia,2012,98.05
Gambia,2013,98.78
Georgia,1995,122.36
Georgia,1996,135.42
Georgia,1997,164.61
Georgia,1998,142.35
Georgia,1999,144.52
Georgia,2000,168.03
Georgia,2001,205.56
Georgia,2002,248.91
Georgia,2003,277.68
Georgia,2004,306.97
Georgia,2005,353.12
Georgia,2006,391.22
Georgia,2007,440.96
Georgia,2008,508.04
Georgia,2009,559.86
Georgia,2010,595.31
Georgia,2011,607.99
Georgia,2012,644.24
Georgia,2013,696.99
Germany,1995,2275.82
Germany,1996,2403.46
Germany,1997,2417.73
Germany,1998,2488.56
Germany,1999,2591.48
Germany,2000,2682.18
Germany,2001,2811.63
Germany,2002,2944.88
Germany,2003,3097.24
Germany,2004,3164.39
Germany,2005,3361.86
Germany,2006,3569.07
Germany,2007,3718.17
Germany,2008,3968.11
Germany,2009,4221.62
Germany,2010,4426.08
Germany,2011,4612.47
Germany,2012,4634.9
Germany,2013,4811.82
Ghana,1995,73.56
Ghana,1996,85.41
Ghana,1997,76.93
Ghana,1998,81.85
Ghana,1999,81.22
Ghana,2000,82.37
Ghana,2001,102.11
Ghana,2002,90.72
Ghana,2003,98.15
Ghana,2004,132.23
Ghana,2005,161.37
Ghana,2006,111.33
Ghana,2007,135.52
Ghana,2008,133.64
Ghana,2009,145.68
Ghana,2010,160.36
Ghana,2011,165.65
Ghana,2012,195.25
Ghana,2013,214.25
Greece,1995,1264.08
Greece,1996,1302.75
Greece,1997,1357.51
Greece,1998,1385.19
Greece,1999,1470.58
Greece,2000,1454.44
Greece,2001,1758.88
Greece,2002,1968.62
Greece,2003,2033.73
Greece,2004,2094.09
Greece,2005,2359.06
Greece,2006,2620.45
Greece,2007,2731.66
Greece,2008,3012.66
Greece,2009,3029.11
Greece,2010,2685.04
Greece,2011,2647.74
Greece,2012,2354.84
Greece,2013,2512.67
Grenada,1995,379.6
Grenada,1996,402.71
Grenada,1997,445.59
Grenada,1998,485.05
Grenada,1999,573.06
Grenada,2000,507.29
Grenada,2001,587.24
Grenada,2002,535.39
Grenada,2003,526.59
Grenada,2004,477.85
Grenada,2005,585.46
Grenada,2006,629.21
Grenada,2007,667.21
Grenada,2008,671.45
Grenada,2009,681.91
Grenada,2010,697.63
Grenada,2011,719.54
Grenada,2012,692.82
Grenada,2013,728.8
Guatemala,1995,171.36
Guatemala,1996,172.94
Guatemala,1997,187.15
Guatemala,1998,186.45
Guatemala,1999,212.82
Guatemala,2000,272.69
Guatemala,2001,352.35
Guatemala,2002,359.96
Guatemala,2003,380.15
Guatemala,2004,387.09
Guatemala,2005,410.03
Guatemala,2006,454.4
Guatemala,2007,462.97
Guatemala,2008,466.44
Guatemala,2009,477.08
Guatemala,2010,465.46
Guatemala,2011,443.89
Guatemala,2012,456.6
Guatemala,2013,466.59
Guinea,1995,27.06
Guinea,1996,24.7
Guinea,1997,25.15
Guinea,1998,28.73
Guinea,1999,29.95
Guinea,2000,31.24
Guinea,2001,34.42
Guinea,2002,37.23
Guinea,2003,34.6
Guinea,2004,32.51
Guinea,2005,30.44
Guinea,2006,33.64
Guinea,2007,34.93
Guinea,2008,37.92
Guinea,2009,44.53
Guinea,2010,52.87
Guinea,2011,50.46
Guinea,2012,55.77
Guinea,2013,58.92
Guinea-Bissau,1995,128.88
Guinea-Bissau,1996,109.07
Guinea-Bissau,1997,93.85
Guinea-Bissau,1998,67.38
Guinea-Bissau,1999,55.05
Guinea-Bissau,2000,56.56
Guinea-Bissau,2001,54.41
Guinea-Bissau,2002,61.28
Guinea-Bissau,2003,59.04
Guinea-Bissau,2004,54.13
Guinea-Bissau,2005,63.25
Guinea-Bissau,2006,64.3
Guinea-Bissau,2007,69.73
Guinea-Bissau,2008,72.16
Guinea-Bissau,2009,68.05
Guinea-Bissau,2010,87.21
Guinea-Bissau,2011,77.76
Guinea-Bissau,2012,79.09
Guinea-Bissau,2013,78.51
Guyana,1995,167.79
Guyana,1996,179.29
Guyana,1997,200.63
Guyana,1998,203.24
Guyana,1999,187.59
Guyana,2000,235.32
Guyana,2001,244.13
Guyana,2002,248.22
Guyana,2003,256.56
Guyana,2004,260.74
Guyana,2005,267.02
Guyana,2006,230.46
Guyana,2007,278.99
Guyana,2008,198.39
Guyana,2009,206.04
Guyana,2010,195.03
Guyana,2011,394.79
Guyana,2012,403.98
Guyana,2013,425.81
Haiti,1995,59.51
Haiti,1996,60.42
Haiti,1997,59.73
Haiti,1998,79.42
Haiti,1999,76.66
Haiti,2000,83.34
Haiti,2001,77.14
Haiti,2002,74.64
Haiti,2003,73.19
Haiti,2004,75.45
Haiti,2005,61.38
Haiti,2006,82.52
Haiti,2007,82.13
Haiti,2008,62.84
Haiti,2009,75.96
Haiti,2010,104.56
Haiti,2011,95.75
Haiti,2012,117.01
Haiti,2013,160.45
Heavily indebted poor countries (HIPC),1995,45.64
Heavily indebted poor countries (HIPC),1996,48.97
Heavily indebted poor countries (HIPC),1997,49.89
Heavily indebted poor countries (HIPC),1998,53.42
Heavily indebted poor countries (HIPC),1999,54.84
Heavily indebted poor countries (HIPC),2000,54.77
Heavily indebted poor countries (HIPC),2001,57.68
Heavily indebted poor countries (HIPC),2002,60.21
Heavily indebted poor countries (HIPC),2003,64.52
Heavily indebted poor countries (HIPC),2004,70.12
Heavily indebted poor countries (HIPC),2005,76.3
Heavily indebted poor countries (HIPC),2006,81.97
Heavily indebted poor countries (HIPC),2007,90.24
Heavily indebted poor countries (HIPC),2008,97.68
Heavily indebted poor countries (HIPC),2009,103.46
Heavily indebted poor countries (HIPC),2010,108.92
Heavily indebted poor countries (HIPC),2011,111.64
Heavily indebted poor countries (HIPC),2012,114.4
Heavily indebted poor countries (HIPC),2013,120.51
High income,1995,1789.94
High income,1996,1875.81
High income,1997,1964.82
High income,1998,2052.82
High income,1999,2160.91
High income,2000,2300.37
High income,2001,2469.42
High income,2002,2639.6
High income,2003,2810.91
High income,2004,2971.13
High income,2005,3162.82
High income,2006,3387.18
High income,2007,3576.43
High income,2008,3788.04
High income,2009,3987.22
High income,2010,4071.69
High income,2011,4214.93
High income,2012,4327.15
High income,2013,4456.08
High income: nonOECD,1995,469.91
High income: nonOECD,1996,472.67
High income: nonOECD,1997,556.95
High income: nonOECD,1998,567.45
High income: nonOECD,1999,588.67
High income: nonOECD,2000,613.54
High income: nonOECD,2001,664.12
High income: nonOECD,2002,668.51
High income: nonOECD,2003,713.72
High income: nonOECD,2004,737.99
High income: nonOECD,2005,817.63
High income: nonOECD,2006,962.49
High income: nonOECD,2007,1064.17
High income: nonOECD,2008,1255.61
High income: nonOECD,2009,1483.36
High income: nonOECD,2010,1403.65
High income: nonOECD,2011,1484.16
High income: nonOECD,2012,1560.73
High income: nonOECD,2013,1589.09
High income: OECD,1995,2138.1
High income: OECD,1996,2245.56
High income: OECD,1997,2335.83
High income: OECD,1998,2444.22
High income: OECD,1999,2574.91
High income: OECD,2000,2743.84
High income: OECD,2001,2943.51
High income: OECD,2002,3156.51
High income: OECD,2003,3360.23
High income: OECD,2004,3556.15
High income: OECD,2005,3777.99
High income: OECD,2006,4024.7
High income: OECD,2007,4239.58
High income: OECD,2008,4459.74
High income: OECD,2009,4654.89
High income: OECD,2010,4786.77
High income: OECD,2011,4950.1
High income: OECD,2012,5076.83
High income: OECD,2013,5236.4
Honduras,1995,130.45
Honduras,1996,124.97
Honduras,1997,128.46
Honduras,1998,150.81
Honduras,1999,162.11
Honduras,2000,183.12
Honduras,2001,195.63
Honduras,2002,213.87
Honduras,2003,254.55
Honduras,2004,259
Honduras,2005,270.81
Honduras,2006,289.49
Honduras,2007,319.98
Honduras,2008,354.76
Honduras,2009,359.79
Honduras,2010,353.91
Honduras,2011,365.23
Honduras,2012,425.29
Honduras,2013,400.36
Hungary,1995,657.28
Hungary,1996,657.08
Hungary,1997,677.61
Hungary,1998,762.3
Hungary,1999,808.63
Hungary,2000,852.91
Hungary,2001,969.89
Hungary,2002,1112.04
Hungary,2003,1313.99
Hungary,2004,1328.73
Hungary,2005,1432.19
Hungary,2006,1511.82
Hungary,2007,1449.5
Hungary,2008,1523.67
Hungary,2009,1580.1
Hungary,2010,1700.83
Hungary,2011,1797.53
Hungary,2012,1765.54
Hungary,2013,1839.01
Iceland,1995,1913.11
Iceland,1996,1987.27
Iceland,1997,2127.52
Iceland,1998,2494.58
Iceland,1999,2778.11
Iceland,2000,2764.57
Iceland,2001,2867.57
Iceland,2002,3172.98
Iceland,2003,3211.15
Iceland,2004,3361.17
Iceland,2005,3336.46
Iceland,2006,3332.38
Iceland,2007,3423.14
Iceland,2008,3655.84
Iceland,2009,3633.53
Iceland,2010,3415.2
Iceland,2011,3468.5
Iceland,2012,3484.91
Iceland,2013,3645.82
India,1995,62.69
India,1996,65.4
India,1997,74.08
India,1998,79.05
India,1999,80.5
India,2000,89
India,2001,98.94
India,2002,100.53
India,2003,106.34
India,2004,121.76
India,2005,127.76
India,2006,134.55
India,2007,144.3
India,2008,152.77
India,2009,167.36
India,2010,173.94
India,2011,187.01
India,2012,195.57
India,2013,214.68
Indonesia,1995,82.04
Indonesia,1996,90.56
Indonesia,1997,91.91
Indonesia,1998,85.6
Indonesia,1999,94.98
Indonesia,2000,86.21
Indonesia,2001,102.81
Indonesia,2002,107.69
Indonesia,2003,128.54
Indonesia,2004,127.77
Indonesia,2005,161.88
Indonesia,2006,180.73
Indonesia,2007,207.45
Indonesia,2008,200.22
Indonesia,2009,209.67
Indonesia,2010,229.71
Indonesia,2011,241.66
Indonesia,2012,273.35
Indonesia,2013,293.3
Iran,1995,267.84
Iran,1996,277.2
Iran,1997,316.41
Iran,1998,356.27
Iran,1999,368.29
Iran,2000,389.94
Iran,2001,451.47
Iran,2002,487.75
Iran,2003,501.36
Iran,2004,542.77
Iran,2005,666.48
Iran,2006,700.27
Iran,2007,761.99
Iran,2008,893.14
Iran,2009,1048.15
Iran,2010,1121.71
Iran,2011,1090.93
Iran,2012,1217.65
Iran,2013,1414.5
Iraq,1996,157.5991187
Iraq,1997,23.05047839
Iraq,1998,32.41023557
Iraq,1999,20.66715429
Iraq,2000,16.01966873
Iraq,2001,28.32432783
Iraq,2002,28.67837322
Iraq,2003,65.80549074
Iraq,2004,134.2669089
Iraq,2005,107.8656525
Iraq,2006,105.8575811
Iraq,2007,121.0071903
Iraq,2008,142.1458012
Iraq,2009,467.3893192
Iraq,2010,391.881001
Iraq,2011,371.9603477
Iraq,2012,629.1266907
Iraq,2013,695.34876
Ireland,1995,1190.31
Ireland,1996,1275.07
Ireland,1997,1378.34
Ireland,1998,1484.3
Ireland,1999,1582.61
Ireland,2000,1800.06
Ireland,2001,2115.57
Ireland,2002,2380.05
Ireland,2003,2556.33
Ireland,2004,2827.03
Ireland,2005,2974.18
Ireland,2006,3228.8
Ireland,2007,3583.1
Ireland,2008,3821.29
Ireland,2009,4018.94
Ireland,2010,3796.18
Ireland,2011,3747.62
Ireland,2012,3817.38
Ireland,2013,3867.12
Israel,1995,1438.16
Israel,1996,1524.73
Israel,1997,1606.52
Israel,1998,1623.8
Israel,1999,1605.59
Israel,2000,1766.19
Israel,2001,1882.1
Israel,2002,1870.27
Israel,2003,1750.72
Israel,2004,1832.83
Israel,2005,1829.32
Israel,2006,1820.26
Israel,2007,1957.7
Israel,2008,1976.85
Israel,2009,1986.3
Israel,2010,2077.58
Israel,2011,2200.84
Israel,2012,2314.01
Israel,2013,2355.13
Italy,1995,1495.95
Italy,1996,1568.86
Italy,1997,1687.38
Italy,1998,1788.69
Italy,1999,1843.55
Italy,2000,2031.02
Italy,2001,2202.38
Italy,2002,2213.41
Italy,2003,2246.8
Italy,2004,2366.9
Italy,2005,2504.03
Italy,2006,2730.32
Italy,2007,2775.45
Italy,2008,3026.99
Italy,2009,3119.77
Italy,2010,3161.62
Italy,2011,3203.21
Italy,2012,3153.18
Italy,2013,3126.05
Jamaica,1995,260.29
Jamaica,1996,300.21
Jamaica,1997,381.17
Jamaica,1998,316.54
Jamaica,1999,296.8
Jamaica,2000,353.97
Jamaica,2001,338.97
Jamaica,2002,304.64
Jamaica,2003,304.02
Jamaica,2004,331.87
Jamaica,2005,284.73
Jamaica,2006,341.72
Jamaica,2007,408.73
Jamaica,2008,457.14
Jamaica,2009,418.62
Jamaica,2010,425.71
Jamaica,2011,433.09
Jamaica,2012,437.04
Jamaica,2013,511.92
Japan,1995,1577.78
Japan,1996,1680.81
Japan,1997,1717.96
Japan,1998,1768.02
Japan,1999,1850.97
Japan,2000,1992.18
Japan,2001,2070.61
Japan,2002,2139.77
Japan,2003,2232.63
Japan,2004,2348.23
Japan,2005,2490.78
Japan,2006,2605.67
Japan,2007,2740.92
Japan,2008,2881.8
Japan,2009,3036.41
Japan,2010,3236.83
Japan,2011,3458.3
Japan,2012,3631.81
Japan,2013,3741.34
Jordan,1995,451.64
Jordan,1996,479.37
Jordan,1997,495.89
Jordan,1998,526.66
Jordan,1999,547.33
Jordan,2000,593.36
Jordan,2001,646.12
Jordan,2002,669.15
Jordan,2003,661.41
Jordan,2004,714.03
Jordan,2005,760.03
Jordan,2006,743.7
Jordan,2007,818.26
Jordan,2008,900.14
Jordan,2009,994.92
Jordan,2010,905.19
Jordan,2011,945.53
Jordan,2012,827.84
Jordan,2013,760.63
Kazakhstan,1995,277.25
Kazakhstan,1996,270.74
Kazakhstan,1997,306.09
Kazakhstan,1998,318.64
Kazakhstan,1999,304.32
Kazakhstan,2000,327.2
Kazakhstan,2001,317.29
Kazakhstan,2002,366.79
Kazakhstan,2003,414.52
Kazakhstan,2004,493.94
Kazakhstan,2005,569.71
Kazakhstan,2006,588.9
Kazakhstan,2007,556.57
Kazakhstan,2008,663.96
Kazakhstan,2009,758.8
Kazakhstan,2010,871.14
Kazakhstan,2011,866.36
Kazakhstan,2012,974.45
Kazakhstan,2013,1023.48
Kenya,1995,57.78
Kenya,1996,58.12
Kenya,1997,57.41
Kenya,1998,63.73
Kenya,1999,60.2
Kenya,2000,67.33
Kenya,2001,68.7
Kenya,2002,67.04
Kenya,2003,67.14
Kenya,2004,68.06
Kenya,2005,73.66
Kenya,2006,81.3
Kenya,2007,85.16
Kenya,2008,81.35
Kenya,2009,90.07
Kenya,2010,88.77
Kenya,2011,90.7
Kenya,2012,97.59
Kenya,2013,101.38
Kiribati,1995,98.8
Kiribati,1996,103.09
Kiribati,1997,110.77
Kiribati,1998,91.46
Kiribati,1999,115.09
Kiribati,2000,114.47
Kiribati,2001,129.03
Kiribati,2002,130.65
Kiribati,2003,150.71
Kiribati,2004,163.73
Kiribati,2005,160.66
Kiribati,2006,169.02
Kiribati,2007,204.42
Kiribati,2008,223.26
Kiribati,2009,185.36
Kiribati,2010,178.9
Kiribati,2011,182.85
Kiribati,2012,183.52
Kiribati,2013,186.95
Kuwait,1995,2405.29
Kuwait,1996,2290.2
Kuwait,1997,2598.9
Kuwait,1998,2910.22
Kuwait,1999,2303.07
Kuwait,2000,1685.28
Kuwait,2001,2429.67
Kuwait,2002,2232.82
Kuwait,2003,2410.6
Kuwait,2004,2190.09
Kuwait,2005,2029.03
Kuwait,2006,2105.25
Kuwait,2007,2084.68
Kuwait,2008,1880.69
Kuwait,2009,3238.48
Kuwait,2010,2285.6
Kuwait,2011,2189.42
Kuwait,2012,2248.9
Kuwait,2013,2374.56
Kyrgyzstan,1995,73.49
Kyrgyzstan,1996,75.32
Kyrgyzstan,1997,76.1
Kyrgyzstan,1998,86.66
Kyrgyzstan,1999,81.47
Kyrgyzstan,2000,76.12
Kyrgyzstan,2001,83.35
Kyrgyzstan,2002,95.79
Kyrgyzstan,2003,104.32
Kyrgyzstan,2004,117.55
Kyrgyzstan,2005,125.94
Kyrgyzstan,2006,153.61
Kyrgyzstan,2007,172.9
Kyrgyzstan,2008,166.74
Kyrgyzstan,2009,190.99
Kyrgyzstan,2010,186.06
Kyrgyzstan,2011,184.2
Kyrgyzstan,2012,208.58
Kyrgyzstan,2013,220.95
Laos,1995,57.82
Laos,1996,68.28
Laos,1997,99.61
Laos,1998,104.2
Laos,1999,64.59
Laos,2000,61.45
Laos,2001,80.39
Laos,2002,84.34
Laos,2003,109.93
Laos,2004,110.04
Laos,2005,112.55
Laos,2006,122.65
Laos,2007,129.32
Laos,2008,90.4
Laos,2009,128.33
Laos,2010,90.23
Laos,2011,86.95
Laos,2012,85.64
Laos,2013,95.2
Latin America & Caribbean (all income levels),1995,428.52
Latin America & Caribbean (all income levels),1996,444.13
Latin America & Caribbean (all income levels),1997,474.95
Latin America & Caribbean (all income levels),1998,488.48
Latin America & Caribbean (all income levels),1999,516.32
Latin America & Caribbean (all income levels),2000,530.38
Latin America & Caribbean (all income levels),2001,555.96
Latin America & Caribbean (all income levels),2002,552.73
Latin America & Caribbean (all income levels),2003,567.68
Latin America & Caribbean (all income levels),2004,609.89
Latin America & Caribbean (all income levels),2005,702.27
Latin America & Caribbean (all income levels),2006,763.51
Latin America & Caribbean (all income levels),2007,835.62
Latin America & Caribbean (all income levels),2008,889.38
Latin America & Caribbean (all income levels),2009,950.99
Latin America & Caribbean (all income levels),2010,986.56
Latin America & Caribbean (all income levels),2011,1027.58
Latin America & Caribbean (all income levels),2012,1101.09
Latin America & Caribbean (all income levels),2013,1132.9
Latin America & Caribbean (developing only),1995,398.17
Latin America & Caribbean (developing only),1996,418.75
Latin America & Caribbean (developing only),1997,444.15
Latin America & Caribbean (developing only),1998,449.31
Latin America & Caribbean (developing only),1999,471.88
Latin America & Caribbean (developing only),2000,486.78
Latin America & Caribbean (developing only),2001,512.37
Latin America & Caribbean (developing only),2002,528.17
Latin America & Caribbean (developing only),2003,542.09
Latin America & Caribbean (developing only),2004,580.28
Latin America & Caribbean (developing only),2005,675.41
Latin America & Caribbean (developing only),2006,728.52
Latin America & Caribbean (developing only),2007,794.13
Latin America & Caribbean (developing only),2008,847.13
Latin America & Caribbean (developing only),2009,902.02
Latin America & Caribbean (developing only),2010,954.87
Latin America & Caribbean (developing only),2011,994.91
Latin America & Caribbean (developing only),2012,1055
Latin America & Caribbean (developing only),2013,1088.25
Latvia,1995,314.02
Latvia,1996,355.54
Latvia,1997,406.54
Latvia,1998,441.69
Latvia,1999,474.97
Latvia,2000,478.09
Latvia,2001,544.82
Latvia,2002,619.54
Latvia,2003,658.88
