Entity,Year,"HRV Transparency index (Hollyer, Rosendorff, and Vreeland (2014))"
Ecuador,1988,1.3959
Ecuador,1989,1.4609
Ecuador,1990,1.8157
Ecuador,1991,1.9107
Ecuador,1992,1.8963
Ecuador,1993,2.1218
Ecuador,1994,2.3062
Ecuador,1995,2.3884
Ecuador,1996,2.3659
Ecuador,1997,2.412
Ecuador,1998,2.7163
Ecuador,1999,2.9965
Ecuador,2000,3.0445
Ecuador,2001,3.0089
Ecuador,2002,2.6938
Ecuador,2003,2.8691
Ecuador,2004,3.0639
Ecuador,2005,3.125
Ecuador,2006,3.0045
Ecuador,2007,2.6148
Ecuador,2008,2.3643
Ecuador,2009,2.0423
Ecuador,2010,1.2412
Egypt,1980,1.0999
Egypt,1981,1.6031
Egypt,1982,1.7849
Egypt,1983,1.7723
Egypt,1984,1.5607
Egypt,1985,1.0189
Egypt,1986,0.9616
Egypt,1987,0.9389
Egypt,1988,1.1245
Egypt,1989,1.665
Egypt,1990,1.7974
Egypt,1991,1.8148
Egypt,1992,2.0283
Egypt,1993,2.4867
Egypt,1994,2.7697
Egypt,1995,2.7242
Egypt,1996,2.3589
Egypt,1997,2.7947
Egypt,1998,2.913
Egypt,1999,3.0953
Egypt,2000,3.171
Egypt,2001,3.3271
Egypt,2002,3.3542
Egypt,2003,3.3884
Egypt,2004,3.4081
Egypt,2005,3.383
Egypt,2006,3.1988
Egypt,2007,2.947
Egypt,2008,2.1816
Egypt,2009,1.65
Egypt,2010,1.4665
El Salvador,1980,0.6706
El Salvador,1981,0.6098
El Salvador,1982,0.6533
El Salvador,1983,0.7436
El Salvador,1984,0.8065
El Salvador,1985,1.0282
El Salvador,1986,1.0212
El Salvador,1987,0.7655
El Salvador,1988,1.135
El Salvador,1989,1.3095
El Salvador,1990,1.369
El Salvador,1991,1.5663
El Salvador,1992,1.5719
El Salvador,1993,1.5785
El Salvador,1994,1.7515
El Salvador,1995,2.2447
El Salvador,1996,2.4736
El Salvador,1997,2.5033
El Salvador,1998,2.7608
El Salvador,1999,2.7758
El Salvador,2000,2.8181
El Salvador,2001,2.8672
El Salvador,2002,3.0585
El Salvador,2003,3.1285
El Salvador,2004,3.043
El Salvador,2005,3.0519
El Salvador,2006,3.1379
El Salvador,2007,3.0634
El Salvador,2008,2.8635
El Salvador,2009,2.423
El Salvador,2010,1.4747
Ethiopia,1980,-0.6957
Ethiopia,1981,-0.0395
Ethiopia,1982,-0.0212
Ethiopia,1983,-0.006
Ethiopia,1984,0.0679
Ethiopia,1985,0.0338
Ethiopia,1986,0.0519
Ethiopia,1987,0.1168
Ethiopia,1988,0.0167
Ethiopia,1989,0.0295
Ethiopia,1990,0.0618
Ethiopia,1991,0.1426
Ethiopia,1992,0.1203
Ethiopia,1993,0.6346
Ethiopia,1994,0.6209
Ethiopia,1995,0.6804
Ethiopia,1996,0.3579
Ethiopia,1997,0.6777
Ethiopia,1998,0.7393
Ethiopia,1999,1.0312
Ethiopia,2000,0.7689
Ethiopia,2001,0.7214
Ethiopia,2002,0.7852
Ethiopia,2003,0.9857
Ethiopia,2004,1.6541
Ethiopia,2005,2.1085
Ethiopia,2006,1.3995
Ethiopia,2007,1.1619
Ethiopia,2008,1.0643
Ethiopia,2009,0.8709
Ethiopia,2010,0.6543
Fiji,1980,-0.6119
Fiji,1981,-0.6125
Fiji,1982,-0.6184
Fiji,1983,-0.6174
Fiji,1984,-0.62
Fiji,1985,-0.6163
Fiji,1986,-0.6258
Fiji,1987,-0.631
Fiji,1988,-0.6353
Fiji,1989,-0.6233
Fiji,1990,-0.6205
Fiji,1991,-0.6283
Fiji,1992,-0.6307
Fiji,1993,-0.6306
Fiji,1994,-0.6205
Fiji,1995,-0.6467
Fiji,1996,-0.6499
Fiji,1997,-0.6538
Fiji,1998,-0.65
Fiji,1999,-0.6475
Fiji,2000,-0.5617
Fiji,2001,-0.6161
Fiji,2002,-0.6191
Fiji,2003,-0.6158
Fiji,2004,-0.5933
Fiji,2005,-0.5838
Fiji,2006,-0.6035
Fiji,2007,-0.5987
Fiji,2008,-0.618
Fiji,2009,-0.6773
Fiji,2010,-0.6802
Finland,1980,1.6245
Finland,1981,2.5706
Finland,1982,2.9677
Finland,1983,3.0522
Finland,1984,3.0769
Finland,1985,3.1152
Finland,1986,3.1157
Finland,1987,3.1534
Finland,1988,3.1659
Finland,1989,3.2568
Finland,1990,3.4102
Finland,1991,3.6115
Finland,1992,3.6326
Finland,1993,3.8488
Finland,1994,4.0826
Finland,1995,4.8105
Finland,1996,5.1538
Finland,1997,5.2233
Finland,1998,5.4798
Finland,1999,6.1218
Finland,2000,6.5343
Finland,2001,6.7685
Finland,2002,6.8862
Finland,2003,6.8659
Finland,2004,6.7531
Finland,2005,6.501
Finland,2006,6.2262
Finland,2007,5.9631
Finland,2008,5.6215
Finland,2009,5.0084
Finland,2010,4.5214
France,1980,1.4683
France,1981,2.316
France,1982,2.7502
France,1983,3.3408
France,1984,3.4138
France,1985,3.6305
France,1986,3.7493
France,1987,3.8054
France,1988,3.9517
France,1989,4.0655
France,1990,4.1248
France,1991,4.1723
France,1992,4.2591
France,1993,4.3369
France,1994,4.3638
France,1995,4.4004
France,1996,4.359
France,1997,4.0198
France,1998,3.5689
France,1999,4.5973
France,2000,5.15
France,2001,5.6039
France,2002,6.0421
France,2003,6.6204
France,2004,6.7786
France,2005,6.5868
France,2006,6.4307
France,2007,6.1649
France,2008,5.7581
France,2009,5.0012
France,2010,4.3364
Gabon,1980,0.1581
Gabon,1981,0.3988
Gabon,1982,0.4276
Gabon,1983,0.4111
Gabon,1984,0.0417
Gabon,1985,0.0087
Gabon,1986,0.0061
Gabon,1987,0.0177
Gabon,1988,0.0249
Gabon,1989,0.0103
Gabon,1990,-0.0445
Gabon,1991,-0.0586
Gabon,1992,0.2063
Gabon,1993,1.3105
Gabon,1994,0.6549
Gabon,1995,0.2429
Gabon,1996,0.6173
Gabon,1997,0.6628
Gabon,1998,0.6159
Gabon,1999,0.7528
Gabon,2000,0.7318
Gabon,2001,0.7165
Gabon,2002,0.673
Gabon,2003,0.6812
Gabon,2004,0.7119
Gabon,2005,0.9321
Gabon,2006,-0.8324
Gabon,2007,-0.837
Gabon,2008,-0.8377
Gabon,2009,-0.8389
Gabon,2010,-0.8489
Gambia,1980,-0.6827
Gambia,1981,-0.6882
Gambia,1982,-0.6319
Gambia,1983,-0.6326
Gambia,1984,-0.6852
Gambia,1985,-0.6862
Gambia,1986,-0.6865
Gambia,1987,-0.6275
Gambia,1988,-0.6266
Gambia,1989,-0.6246
Gambia,1990,-0.6226
Gambia,1991,-0.6272
Gambia,1992,-0.6252
Gambia,1993,-0.6097
Gambia,1994,-0.6255
Gambia,1995,-0.5868
Gambia,1996,-0.5862
Gambia,1997,-0.6054
Gambia,1998,-1.0237
Gambia,1999,-1.0373
Gambia,2000,-0.9976
Gambia,2001,-1.0442
Gambia,2002,-1.0203
Gambia,2003,-0.5905
Gambia,2004,-0.5569
Gambia,2005,-0.5623
Gambia,2006,-0.5674
Gambia,2007,-0.5596
Gambia,2008,-0.5664
Gambia,2009,-0.5711
Gambia,2010,-0.5766
Ghana,1980,-0.1057
Ghana,1981,-0.0774
Ghana,1982,-0.0777
Ghana,1983,-0.1187
Ghana,1984,-0.1514
Ghana,1985,-0.3351
Ghana,1986,-0.3616
Ghana,1987,-0.3447
Ghana,1988,-0.3521
Ghana,1989,-0.3783
Ghana,1990,-0.3529
Ghana,1991,-0.3548
Ghana,1992,-0.0297
Ghana,1993,-0.3645
Ghana,1994,-0.3791
Ghana,1995,-0.3826
Ghana,1996,-0.2095
Ghana,1997,-0.1834
Ghana,1998,-0.1622
Ghana,1999,0.1024
Ghana,2000,0.3849
Ghana,2001,-0.0431
Ghana,2002,-0.2348
Ghana,2003,-0.1516
Ghana,2004,-0.308
Ghana,2005,-0.1107
Ghana,2006,0.2946
Ghana,2007,0.05
Ghana,2008,0.0552
Ghana,2009,0.0661
Ghana,2010,-0.0477
Greece,1980,0.6255
Greece,1981,2.1994
Greece,1982,2.4608
Greece,1983,2.9837
Greece,1984,3.0936
Greece,1985,2.9532
Greece,1986,3.0808
Greece,1987,3.1595
Greece,1988,3.0925
Greece,1989,3.0732
Greece,1990,3.1079
Greece,1991,3.0501
Greece,1992,3.0377
Greece,1993,3.6684
Greece,1994,3.792
Greece,1995,3.8704
Greece,1996,3.8103
Greece,1997,2.976
Greece,1998,-0.8208
Greece,1999,3.6975
Greece,2000,4.8084
Greece,2001,5.2453
Greece,2002,5.2904
Greece,2003,5.536
Greece,2004,5.3463
Greece,2005,5.299
Greece,2006,4.7989
Greece,2007,4.3059
Greece,2008,3.5303
Greece,2009,3.0938
Greece,2010,3.2746
Guatemala,1980,0.4163
Guatemala,1981,0.9579
Guatemala,1982,1.0378
Guatemala,1983,0.6666
Guatemala,1984,0.5041
Guatemala,1985,0.5157
Guatemala,1986,0.6426
Guatemala,1987,0.8791
Guatemala,1988,0.638
Guatemala,1989,1.0077
Guatemala,1990,0.9788
Guatemala,1991,0.9783
Guatemala,1992,0.6143
Guatemala,1993,0.7309
Guatemala,1994,1.1974
Guatemala,1995,0.7303
Guatemala,1996,0.6893
Guatemala,1997,0.6933
Guatemala,1998,1.2756
Guatemala,1999,0.9046
Guatemala,2000,1.4331
Guatemala,2001,1.2424
Guatemala,2002,2.0284
Guatemala,2003,2.1338
Guatemala,2004,2.0686
Guatemala,2005,1.3225
Guatemala,2006,1.5472
Guatemala,2007,1.1784
Guatemala,2008,1.081
Guatemala,2009,0.9869
Guatemala,2010,1.0233
Guinea,1980,-2.9061
Guinea,1981,-3.9022
Guinea,1982,-4.1796
Guinea,1983,-4.1017
Guinea,1984,-3.8339
Guinea,1985,-3.093
Guinea,1986,-0.6559
Guinea,1987,-0.6406
Guinea,1988,-0.65
Guinea,1989,-0.6265
Guinea,1990,-0.6244
Guinea,1991,-0.6035
Guinea,1992,-0.6081
Guinea,1993,-0.606
Guinea,1994,-0.5782
Guinea,1995,-0.5491
Guinea,1996,-0.5564
Guinea,1997,-0.5595
Guinea,1998,-0.5544
Guinea,1999,-0.5725
Guinea,2000,-0.556
Guinea,2001,-0.5495
Guinea,2002,-0.5998
Guinea,2003,-0.6305
Guinea,2004,-0.6497
Guinea,2005,-0.6436
Guinea,2006,-0.6395
Guinea,2007,-0.6063
Guinea,2008,-0.6044
Guinea,2009,-0.6359
Guinea,2010,-0.6419
Guinea-Bissau,1980,-1.9264
Guinea-Bissau,1981,-1.9822
Guinea-Bissau,1982,-0.6968
Guinea-Bissau,1983,-0.6961
Guinea-Bissau,1984,-0.696
Guinea-Bissau,1985,-0.6965
Guinea-Bissau,1986,-0.745
Guinea-Bissau,1987,-0.7447
Guinea-Bissau,1988,-0.7441
Guinea-Bissau,1989,-0.6954
Guinea-Bissau,1990,-0.6931
Guinea-Bissau,1991,-0.6956
Guinea-Bissau,1992,-0.6953
Guinea-Bissau,1993,-0.6953
Guinea-Bissau,1994,-0.6957
Guinea-Bissau,1995,-0.6884
Guinea-Bissau,1996,-0.6899
Guinea-Bissau,1997,-0.6924
Guinea-Bissau,1998,-1.7691
Guinea-Bissau,1999,-1.7839
Guinea-Bissau,2000,-1.2576
Guinea-Bissau,2001,-0.671
Guinea-Bissau,2002,-0.6571
Guinea-Bissau,2003,-0.6881
Guinea-Bissau,2004,-0.6836
Guinea-Bissau,2005,-0.6837
Guinea-Bissau,2006,-0.6973
Guinea-Bissau,2007,-0.6918
Guinea-Bissau,2008,-0.6941
Guinea-Bissau,2009,-0.6979
Guinea-Bissau,2010,-0.6939
Guyana,1980,-0.6553
Guyana,1981,-0.6347
Guyana,1982,-0.6535
Guyana,1983,-0.6515
Guyana,1984,-0.6513
Guyana,1985,-0.6844
Guyana,1986,-1.5991
Guyana,1987,-1.6885
Guyana,1988,-1.8066
Guyana,1989,-1.811
Guyana,1990,-1.65
Guyana,1991,-1.4688
Guyana,1992,-0.6473
Guyana,1993,-0.6562
Guyana,1994,-0.6554
Guyana,1995,-0.6527
Guyana,1996,-0.6502
Guyana,1997,-0.6094
Guyana,1998,-0.6278
Guyana,1999,-0.6227
Guyana,2000,-0.5752
Guyana,2001,-0.5942
Guyana,2002,-0.6083
Guyana,2003,-0.6271
Guyana,2004,-0.6154
Guyana,2005,-0.6138
Guyana,2006,-0.6169
Guyana,2007,-0.6141
Guyana,2008,-0.6267
Guyana,2009,-0.6253
Guyana,2010,-0.6243
Haiti,1980,-0.6884
Haiti,1981,-0.6811
Haiti,1982,-0.6886
Haiti,1983,-0.688
Haiti,1984,-0.6939
Haiti,1985,-0.6935
Haiti,1986,-0.6938
Haiti,1987,-0.6937
Haiti,1988,-0.6864
Haiti,1989,-0.6927
Haiti,1990,-0.6851
Haiti,1991,-0.6082
Haiti,1992,-0.6164
Haiti,1993,-0.6147
Haiti,1994,-0.6824
Haiti,1995,-0.6611
Haiti,1996,-0.6594
Haiti,1997,-0.662
Haiti,1998,-0.6863
Haiti,1999,-0.6818
Haiti,2000,-0.6707
Haiti,2001,-0.6739
Haiti,2002,-0.6857
Haiti,2003,-0.6853
Haiti,2004,-0.5951
Haiti,2005,-0.5881
Haiti,2006,-0.4038
Haiti,2007,-0.386
Haiti,2008,-0.3876
Haiti,2009,-0.4023
Haiti,2010,-0.5878
Honduras,1980,0.7103
Honduras,1981,0.8796
Honduras,1982,1.0895
Honduras,1983,1.0659
Honduras,1984,0.8913
Honduras,1985,0.7881
Honduras,1986,0.8108
Honduras,1987,0.7363
Honduras,1988,0.7607
Honduras,1989,0.9269
Honduras,1990,1.8174
Honduras,1991,1.8435
Honduras,1992,1.8274
Honduras,1993,1.2802
Honduras,1994,1.8688
Honduras,1995,2.073
Honduras,1996,2.119
Honduras,1997,2.1135
Honduras,1998,2.1464
Honduras,1999,1.928
Honduras,2000,1.2483
Honduras,2001,1.8782
Honduras,2002,2.0658
Honduras,2003,2.0904
Honduras,2004,2.0343
Honduras,2005,1.9684
Honduras,2006,1.8363
Honduras,2007,1.5148
Honduras,2008,0.3391
Honduras,2009,0.5456
Honduras,2010,0.1902
Hungary,1980,-0.8333
Hungary,1981,-0.8337
Hungary,1982,0.7833
Hungary,1983,1.0394
Hungary,1984,1.0308
Hungary,1985,1.0363
Hungary,1986,1.0339
Hungary,1987,1.0594
Hungary,1988,1.0536
Hungary,1989,1.1516
Hungary,1990,1.3008
Hungary,1991,1.1655
Hungary,1992,2.3568
Hungary,1993,2.6922
Hungary,1994,3.7927
Hungary,1995,5.396
Hungary,1996,6.1273
Hungary,1997,6.8095
Hungary,1998,7.6496
Hungary,1999,8.479
Hungary,2000,9.1245
Hungary,2001,9.7031
Hungary,2002,9.9608
Hungary,2003,9.9327
Hungary,2004,9.9811
Hungary,2005,9.8954
Hungary,2006,9.5356
Hungary,2007,9.0716
Hungary,2008,7.9811
Hungary,2009,6.4786
Hungary,2010,5.481
India,1980,0.4064
India,1981,0.5859
India,1982,0.4249
India,1983,0.6213
India,1984,0.673
India,1985,0.6758
India,1986,0.7329
India,1987,0.8627
India,1988,0.8927
India,1989,0.843
India,1990,0.8566
India,1991,0.9877
India,1992,1.0632
India,1993,1.2646
India,1994,1.7429
India,1995,1.3927
India,1996,1.2905
India,1997,1.3389
India,1998,1.2758
India,1999,1.4805
India,2000,2.0549
India,2001,1.6229
India,2002,1.5198
India,2003,1.6344
India,2004,1.9126
India,2005,2.4787
India,2006,1.5385
India,2007,1.2222
India,2008,1.1501
India,2009,1.2029
India,2010,1.5445
Indonesia,1980,-0.829
Indonesia,1981,0.2566
Indonesia,1982,0.7546
Indonesia,1983,0.5227
Indonesia,1984,0.5528
Indonesia,1985,0.9153
Indonesia,1986,1.0018
Indonesia,1987,1.0072
Indonesia,1988,1.4304
Indonesia,1989,1.6323
Indonesia,1990,1.4649
Indonesia,1991,1.4507
Indonesia,1992,1.5727
Indonesia,1993,1.4509
Indonesia,1994,1.0247
Indonesia,1995,0.9492
Indonesia,1996,1.0886
Indonesia,1997,1.0003
Indonesia,1998,0.8769
Indonesia,1999,0.9217
Indonesia,2000,1.1464
Indonesia,2001,1.8184
Indonesia,2002,2.7201
Indonesia,2003,3.2015
Indonesia,2004,3.6289
Indonesia,2005,3.8243
Indonesia,2006,3.7588
Indonesia,2007,3.5719
Indonesia,2008,3.1243
Indonesia,2009,2.9974
Indonesia,2010,2.5132
Iran,1980,-0.2209
Iran,1981,-0.6606
Iran,1982,-0.6635
Iran,1983,-0.6624
Iran,1984,-0.6668
Iran,1985,-0.6656
Iran,1986,-0.6602
Iran,1987,-0.6613
Iran,1988,-0.6562
Iran,1989,-0.0625
Iran,1990,-0.0258
Iran,1991,-0.6674
Iran,1992,-0.6681
Iran,1993,0.0353
Iran,1994,0.1651
Iran,1995,0.1431
Iran,1996,0.6343
Iran,1997,0.7451
Iran,1998,0.7211
Iran,1999,0.7948
Iran,2000,0.5767
Iran,2001,-0.829
Iran,2002,-0.8328
Iran,2003,-0.8333
Iran,2004,-0.8321
Iran,2005,-0.8263
Iran,2006,-0.8277
Iran,2007,-0.8311
Iran,2008,-0.8546
Iran,2009,-0.8799
Iran,2010,-0.908
Iraq,1980,-0.911
Iraq,1981,-0.9296
Iraq,1982,-0.9331
Iraq,1983,-0.9291
Iraq,1984,-0.9358
Iraq,1985,-0.929
Iraq,1986,-0.9316
Iraq,1987,-0.9307
Iraq,1988,-0.9315
Iraq,1989,-0.9347
Iraq,1990,-1.0562
Iraq,1991,-1.088
Iraq,1992,-1.0993
Iraq,1993,-1.0762
Iraq,1994,-1.0976
Iraq,1995,-1.1077
Iraq,1996,-1.0715
Iraq,1997,-0.9567
Iraq,1998,-0.9434
Iraq,1999,-0.9239
Iraq,2000,-0.8792
Iraq,2001,-0.8822
Iraq,2002,-0.8833
Iraq,2003,-0.9731
Iraq,2004,-0.8616
Iraq,2005,-0.6303
Iraq,2006,-0.6082
Iraq,2007,-0.5948
Iraq,2008,-0.6041
Iraq,2009,-0.6238
Iraq,2010,-0.6349
Ireland,1980,0.5234
Ireland,1981,0.8029
Ireland,1982,1.0078
Ireland,1983,2.1056
Ireland,1984,2.5439
Ireland,1985,2.6601
Ireland,1986,2.7804
Ireland,1987,2.8587
Ireland,1988,3.1227
Ireland,1989,3.2622
Ireland,1990,3.551
Ireland,1991,3.6924
Ireland,1992,3.7466
Ireland,1993,3.8331
Ireland,1994,4.0097
Ireland,1995,4.2225
Ireland,1996,4.2783
Ireland,1997,4.2234
Ireland,1998,4.4361
Ireland,1999,4.6263
Ireland,2000,4.6223
Ireland,2001,4.9971
Ireland,2002,5.4741
Ireland,2003,5.7172
Ireland,2004,5.935
Ireland,2005,5.9335
Ireland,2006,5.7097
Ireland,2007,5.498
Ireland,2008,5.1805
Ireland,2009,4.5584
Ireland,2010,3.9668
Israel,1980,0.1955
Israel,1981,0.2861
Israel,1982,0.291
Israel,1983,0.3646
Israel,1984,0.3667
Israel,1985,0.3476
Israel,1986,0.3627
Israel,1987,0.3602
Israel,1988,0.3752
Israel,1989,0.37
Israel,1990,0.3927
Israel,1991,0.3889
Israel,1992,0.3771
Israel,1993,0.4194
Israel,1994,0.595
Israel,1995,2.2306
Israel,1996,2.7498
Israel,1997,3.0317
Israel,1998,3.3053
Israel,1999,3.6757
Israel,2000,3.8719
Israel,2001,4.0584
Israel,2002,4.0827
Israel,2003,4.1159
Israel,2004,4.0898
Israel,2005,4.0802
Israel,2006,3.9766
Israel,2007,3.6938
Israel,2008,3.006
Israel,2009,2.2778
Israel,2010,1.2419
Italy,1980,1.1265
Italy,1981,1.8665
Italy,1982,2.3367
Italy,1983,3.6065
Italy,1984,4.1307
Italy,1985,4.399
Italy,1986,4.3141
Italy,1987,4.1678
Italy,1988,4.3152
Italy,1989,4.1725
Italy,1990,4.318
Italy,1991,4.6033
Italy,1992,5.2432
Italy,1993,5.9379
Italy,1994,6.2797
Italy,1995,6.3574
Italy,1996,6.3926
Italy,1997,6.1281
Italy,1998,6.5232
Italy,1999,7.3043
Italy,2000,7.7814
Italy,2001,7.7122
Italy,2002,7.4661
Italy,2003,7.0594
Italy,2004,7.2048
Italy,2005,7.2247
Italy,2006,7.1612
Italy,2007,6.9109
Italy,2008,6.384
Italy,2009,5.5118
Italy,2010,4.8301
Jamaica,1980,-0.1144
Jamaica,1981,-0.0455
Jamaica,1982,-0.0719
Jamaica,1983,-0.0414
Jamaica,1984,-0.0293
Jamaica,1985,0.0456
Jamaica,1986,0.0594
Jamaica,1987,0.0555
Jamaica,1988,0.0655
Jamaica,1989,0.0845
Jamaica,1990,0.1158
Jamaica,1991,0.3135
Jamaica,1992,0.5313
Jamaica,1993,0.6648
Jamaica,1994,0.6369
Jamaica,1995,0.6273
Jamaica,1996,0.5584
Jamaica,1997,0.5349
Jamaica,1998,0.4916
Jamaica,1999,0.6251
Jamaica,2000,0.9752
Jamaica,2001,0.7466
Jamaica,2002,0.6587
Jamaica,2003,0.567
Jamaica,2004,0.5403
Jamaica,2005,0.4803
Jamaica,2006,0.3755
Jamaica,2007,0.4571
Jamaica,2008,0.3997
Jamaica,2009,0.1762
Jamaica,2010,-0.0487
Japan,1980,1.6603
Japan,1981,3.012
Japan,1982,3.2831
Japan,1983,3.2848
Japan,1984,2.6908
Japan,1985,-0.6859
Japan,1986,-0.6873
Japan,1987,-0.6838
Japan,1988,-0.6837
Japan,1989,-0.6839
Japan,1990,-0.6814
Japan,1991,3.4176
Japan,1992,4.3729
Japan,1993,4.7605
Japan,1994,5.3333
Japan,1995,5.3444
Japan,1996,4.3646
Japan,1997,4.3355
Japan,1998,4.9429
Japan,1999,5.2636
Japan,2000,5.8913
Japan,2001,6.0905
Japan,2002,6.311
Japan,2003,6.3823
Japan,2004,6.3976
Japan,2005,6.3428
Japan,2006,6.2085
Japan,2007,5.8895
Japan,2008,5.1855
Japan,2009,3.3154
Japan,2010,3.148
Jordan,1980,0.5448
Jordan,1981,0.862
Jordan,1982,0.9989
Jordan,1983,1.3252
Jordan,1984,0.9858
Jordan,1985,0.9702
Jordan,1986,1.3791
Jordan,1987,1.3866
Jordan,1988,1.0064
Jordan,1989,0.9382
Jordan,1990,0.8445
Jordan,1991,0.8026
Jordan,1992,0.8299
Jordan,1993,0.8751
Jordan,1994,0.8413
Jordan,1995,0.7436
Jordan,1996,0.4263
Jordan,1997,0.8111
Jordan,1998,0.879
Jordan,1999,1.1793
Jordan,2000,1.7053
Jordan,2001,2.1281
Jordan,2002,2.4453
Jordan,2003,2.6429
Jordan,2004,2.6909
Jordan,2005,2.658
Jordan,2006,2.6691
Jordan,2007,2.8092
Jordan,2008,2.7285
Jordan,2009,2.3864
Jordan,2010,2.0392
Kenya,1980,0.6169
Kenya,1981,0.9032
Kenya,1982,0.9232
Kenya,1983,0.9547
Kenya,1984,1.0029
Kenya,1985,1.0085
Kenya,1986,0.9716
Kenya,1987,0.9709
Kenya,1988,0.858
Kenya,1989,0.4402
Kenya,1990,0.7674
Kenya,1991,0.8715
Kenya,1992,0.8484
Kenya,1993,0.8877
Kenya,1994,0.9308
Kenya,1995,0.9051
Kenya,1996,0.9183
Kenya,1997,1.0385
Kenya,1998,1.1131
Kenya,1999,1.3726
Kenya,2000,1.2193
Kenya,2001,1.1477
Kenya,2002,1.281
Kenya,2003,1.323
Kenya,2004,1.4964
Kenya,2005,1.7611
Kenya,2006,1.4412
Kenya,2007,1.2405
Kenya,2008,1.1662
Kenya,2009,1.1369
Kenya,2010,1.0632
Kuwait,1980,-0.2327
Kuwait,1981,-0.2213
Kuwait,1982,-0.2082
Kuwait,1983,-0.0685
Kuwait,1984,-0.2177
Kuwait,1985,-0.4033
Kuwait,1986,-0.2429
Kuwait,1987,-0.244
Kuwait,1988,-0.1196
Kuwait,1989,-0.2579
Kuwait,1990,-0.3898
Kuwait,1991,-0.3382
Kuwait,1992,-0.1719
Kuwait,1993,-0.1355
Kuwait,1994,-0.0395
Kuwait,1995,0.7676
Kuwait,1996,0.836
Kuwait,1997,0.8533
Kuwait,1998,0.7803
Kuwait,1999,0.8006
Kuwait,2000,0.84
Kuwait,2001,0.8797
Kuwait,2002,0.9406
Kuwait,2003,0.9491
Kuwait,2004,0.4938
Kuwait,2005,-0.0431
Kuwait,2006,-0.1319
Kuwait,2007,-0.1868
Kuwait,2008,-0.2096
Kuwait,2009,-0.5566
Kuwait,2010,-0.6321
Laos,1980,-2.7751
Laos,1981,-3.7291
Laos,1982,-3.9515
Laos,1983,-3.3216
Laos,1984,-0.7096
Laos,1985,-0.7055
Laos,1986,-0.7055
Laos,1987,-0.7065
Laos,1988,-0.6804
Laos,1989,-0.7011
Laos,1990,-0.7001
Laos,1991,-0.6927
Laos,1992,-0.69
Laos,1993,-0.6889
Laos,1994,-0.6905
Laos,1995,-0.6798
Laos,1996,-0.6891
Laos,1997,-0.6897
Laos,1998,-0.6824
Laos,1999,-0.6804
Laos,2000,-0.6099
Laos,2001,-0.5987
Laos,2002,-0.5897
Laos,2003,-0.5963
Laos,2004,-0.5973
Laos,2005,-0.5681
Laos,2006,-0.5974
Laos,2007,-0.5974
Laos,2008,-0.592
Laos,2009,-0.5977
Laos,2010,-0.5939
Lebanon,1980,-1.0403
Lebanon,1981,-1.0689
Lebanon,1982,-1.0496
Lebanon,1983,-1.0586
Lebanon,1984,-1.0673
Lebanon,1985,-1.0453
Lebanon,1986,-1.0753
Lebanon,1987,-1.0622
Lebanon,1988,-0.9292
Lebanon,1989,-0.9052
Lebanon,1990,-0.9046
Lebanon,1991,-0.9043
Lebanon,1992,-0.8971
Lebanon,1993,-0.894
Lebanon,1994,-0.8488
Lebanon,1995,-0.8488
Lebanon,1996,-0.8484
Lebanon,1997,-0.8359
Lebanon,1998,-0.8378
Lebanon,1999,-0.8367
Lebanon,2000,-0.8365
Lebanon,2001,-0.8335
Lebanon,2002,0.4716
Lebanon,2003,0.7756
Lebanon,2004,1.2089
Lebanon,2005,0.9249
Lebanon,2006,1.0513
Lebanon,2007,1.4591
Lebanon,2008,1.1149
Lebanon,2009,1.1376
Lebanon,2010,1.1478
Lesotho,1980,-0.6158
Lesotho,1981,-0.6197
Lesotho,1982,-0.619
Lesotho,1983,-0.6141
Lesotho,1984,-0.6149
Lesotho,1985,-0.621
Lesotho,1986,-0.6135
Lesotho,1987,-0.6162
Lesotho,1988,-0.6106
Lesotho,1989,-0.6127
Lesotho,1990,-0.616
Lesotho,1991,-0.6156
Lesotho,1992,-0.6182
Lesotho,1993,-0.6114
Lesotho,1994,-0.6164
Lesotho,1995,-0.6121
Lesotho,1996,-0.6139
Lesotho,1997,-0.588
Lesotho,1998,-0.6157
Lesotho,1999,-0.5663
Lesotho,2000,-0.5627
Lesotho,2001,-0.5561
Lesotho,2002,-0.5574
Lesotho,2003,-0.5551
Lesotho,2004,-0.532
Lesotho,2005,-0.5874
Lesotho,2006,-0.5843
Lesotho,2007,-0.5967
Lesotho,2008,-0.5411
Lesotho,2009,-0.5737
Lesotho,2010,-0.6145
Liberia,1980,-0.6907
Liberia,1981,-0.6922
Liberia,1982,-0.6532
Liberia,1983,-0.6506
Liberia,1984,-0.6509
Liberia,1985,-0.6676
Liberia,1986,-0.6669
Liberia,1987,-0.6998
Liberia,1988,-1.9976
Liberia,1989,-2.2965
Liberia,1990,-2.7474
Liberia,1991,-2.5348
Liberia,1992,-2.8848
Liberia,1993,-3.0006
Liberia,1994,-3.0438
Liberia,1995,-3.0429
Liberia,1996,-2.9544
Liberia,1997,-2.5855
Liberia,1998,-2.1861
Liberia,1999,-1.8678
Liberia,2000,-1.2636
Liberia,2001,-1.2489
Liberia,2002,-1.2359
Liberia,2003,-1.196
Liberia,2004,-0.6356
Liberia,2005,-0.6328
Liberia,2006,-0.6291
Liberia,2007,-0.5808
