Entity,Year,Assassination,Hostage Taking (Kidnapping),Bombing/Explosion,Facility/Infrastructure Attack,Armed Assault,Hijacking,Unknown,Hostage Taking (Barricade Incident),Unarmed Assault
Bulgaria,1992,0,0,2,0,0,0,0,0,0
Bulgaria,1994,1,0,1,0,0,0,0,0,0
Bulgaria,1995,0,0,2,0,0,0,0,0,0
Bulgaria,1996,4,0,6,0,0,0,1,0,1
Bulgaria,1997,0,1,2,0,0,0,0,0,0
Bulgaria,1998,0,0,1,0,0,0,0,0,1
Bulgaria,1999,0,0,1,0,0,0,0,0,0
Bulgaria,2000,0,0,2,0,0,0,0,0,0
Bulgaria,2001,0,0,1,0,0,0,0,0,0
Bulgaria,2002,0,0,1,0,0,0,0,0,0
Bulgaria,2008,1,0,1,0,0,0,0,0,0
Bulgaria,2011,0,0,2,0,0,0,0,0,0
Bulgaria,2012,0,0,2,0,0,0,0,0,0
Bulgaria,2013,1,0,1,0,0,0,0,0,1
Bulgaria,2014,0,0,0,1,0,0,0,0,0
Bulgaria,2015,0,0,1,1,0,0,0,0,0
Bulgaria,2016,0,0,0,0,0,0,0,0,1
Burkina Faso,1984,1,0,0,0,0,0,0,0,0
Burkina Faso,1991,2,0,0,0,0,0,0,0,0
Burkina Faso,2013,1,0,0,0,0,0,0,0,0
Burkina Faso,2015,0,2,0,1,2,0,0,1,0
Burkina Faso,2016,0,1,1,0,6,0,1,1,0
Burkina Faso,2017,1,4,4,2,15,0,5,1,0
Burundi,1991,0,0,1,0,6,0,0,0,0
Burundi,1992,0,0,0,0,2,0,0,0,0
Burundi,1994,1,0,6,1,5,0,3,0,0
Burundi,1995,11,0,31,0,36,0,5,0,0
Burundi,1996,3,0,3,0,16,0,13,0,0
Burundi,1997,0,0,12,36,17,0,14,0,0
Burundi,1998,0,0,0,1,11,0,1,0,0
Burundi,1999,0,0,1,0,10,0,2,0,0
Burundi,2000,0,1,1,2,12,0,1,0,0
Burundi,2001,0,3,2,5,23,1,3,0,0
Burundi,2002,1,1,4,0,9,0,3,0,0
Burundi,2003,0,2,4,0,8,0,4,0,0
Burundi,2004,0,0,1,0,0,0,0,0,0
Burundi,2005,1,0,1,0,1,0,2,0,0
Burundi,2006,0,0,3,0,2,0,0,0,0
Burundi,2007,0,1,0,2,0,0,0,0,0
Burundi,2008,0,0,3,0,4,0,0,0,0
Burundi,2010,0,0,26,0,3,0,0,0,0
Burundi,2011,0,0,2,0,6,0,0,0,0
Burundi,2012,0,0,2,0,1,0,1,0,0
Burundi,2013,0,0,0,0,2,0,0,0,0
Burundi,2014,0,0,0,0,5,0,0,0,0
Burundi,2015,14,2,46,1,35,0,3,1,0
Burundi,2016,15,3,46,0,18,0,1,0,0
Burundi,2017,2,3,14,0,2,0,0,0,0
Cambodia,1971,2,0,0,0,0,0,0,0,0
Cambodia,1972,2,0,0,0,0,0,0,0,0
Cambodia,1978,1,0,0,0,0,0,0,0,0
Cambodia,1989,0,0,1,0,1,0,0,0,0
Cambodia,1990,0,0,2,0,0,0,0,0,0
Cambodia,1991,0,0,1,0,2,0,0,0,0
Cambodia,1992,6,8,21,0,31,0,0,1,0
Cambodia,1994,4,6,9,3,8,1,7,1,0
Cambodia,1995,1,2,51,0,1,0,1,0,0
Cambodia,1996,4,5,8,0,5,0,11,0,0
Cambodia,1997,3,0,10,0,5,0,0,0,0
Cambodia,1998,1,0,1,0,2,0,2,0,1
Cambodia,1999,0,1,5,1,1,0,0,0,0
Cambodia,2000,0,0,2,0,2,0,0,0,0
Cambodia,2001,1,0,6,0,0,0,0,0,0
Cambodia,2002,0,0,0,0,3,0,0,0,0
Cambodia,2003,1,0,0,0,0,0,0,0,0
Cambodia,2008,0,0,0,0,1,0,0,0,1
Cambodia,2013,0,0,2,0,0,0,0,0,0
Cameroon,1991,0,0,0,1,2,0,1,0,0
Cameroon,1992,3,0,0,1,1,0,1,0,0
Cameroon,1994,0,0,1,0,3,0,1,1,0
Cameroon,1995,0,1,0,0,0,0,1,0,0
Cameroon,1998,0,0,1,0,0,0,0,0,0
Cameroon,2007,0,0,0,1,0,0,0,0,0
Cameroon,2008,0,1,0,0,0,0,0,0,0
Cameroon,2009,0,1,0,0,0,0,0,0,0
Cameroon,2010,0,0,0,0,2,1,0,0,0
Cameroon,2011,0,1,0,0,2,0,0,0,0
Cameroon,2013,0,2,0,0,1,0,0,0,0
Cameroon,2014,1,17,9,1,18,0,22,0,0
Cameroon,2015,1,16,27,7,15,2,14,1,0
Cameroon,2016,0,5,31,4,8,0,8,0,0
Cameroon,2017,0,15,52,5,12,0,10,0,0
Canada,1970,0,2,0,0,0,0,0,0,0
Canada,1972,0,0,4,0,0,0,0,0,0
Canada,1974,0,0,1,0,0,0,0,0,0
Canada,1980,0,0,3,0,0,0,0,0,0
Canada,1982,2,0,3,0,0,0,0,0,0
Canada,1983,0,0,0,1,0,0,0,0,0
Canada,1985,0,0,2,0,0,0,0,1,0
Canada,1986,1,0,1,0,0,0,0,0,0
Canada,1989,0,0,0,0,1,0,0,0,0
Canada,1992,1,0,1,0,0,0,0,0,1
Canada,1994,1,0,2,0,0,0,1,0,0
Canada,1995,2,0,2,1,0,0,0,0,0
Canada,1996,0,0,1,0,0,0,0,0,0
Canada,1997,1,0,1,0,0,0,0,0,0
Canada,1998,1,0,3,0,0,0,0,0,0
Canada,1999,0,0,1,0,0,0,0,0,1
Canada,2000,0,0,1,2,1,0,0,0,1
Canada,2004,0,0,1,1,0,0,0,0,0
Canada,2006,0,0,0,2,0,0,0,0,0
Canada,2008,0,0,3,0,1,0,0,0,1
Canada,2009,0,0,3,1,0,0,0,0,0
Canada,2010,0,0,2,0,0,0,0,0,0
Canada,2012,0,0,1,1,0,0,0,0,1
Canada,2013,0,0,2,2,0,0,0,0,0
Canada,2014,0,0,0,0,3,0,0,0,0
Canada,2015,0,0,2,2,0,0,0,0,1
Canada,2016,0,0,1,2,2,0,0,0,1
Canada,2017,0,0,0,8,3,0,0,0,1
Central African Republic,1981,0,0,1,0,0,0,0,0,0
Central African Republic,1986,0,0,1,0,0,0,0,0,0
Central African Republic,1991,0,0,0,0,2,0,0,0,2
Central African Republic,1992,0,0,0,0,0,0,1,0,0
Central African Republic,1994,0,0,0,0,0,0,1,0,0
Central African Republic,1996,1,0,0,0,0,0,0,0,0
Central African Republic,2000,0,0,0,0,1,0,0,0,0
Central African Republic,2001,0,0,0,0,0,0,1,0,0
Central African Republic,2006,0,0,0,0,1,0,0,0,0
Central African Republic,2007,0,0,0,0,1,0,0,0,0
Central African Republic,2008,1,0,0,0,1,0,0,0,0
Central African Republic,2009,0,2,0,0,2,0,1,0,0
Central African Republic,2010,0,2,0,1,5,0,5,0,0
Central African Republic,2011,0,0,0,0,3,0,0,0,0
Central African Republic,2012,0,1,0,0,2,0,1,0,0
Central African Republic,2013,1,2,2,0,14,0,1,0,0
Central African Republic,2014,7,18,12,1,52,0,3,1,0
Central African Republic,2015,1,14,4,0,23,1,4,1,0
Central African Republic,2016,1,11,0,1,18,0,6,1,0
Central African Republic,2017,0,10,1,1,22,0,7,2,0
Central America & Caribbean,1970,2,5,0,0,0,0,0,0,0
Central America & Caribbean,1971,1,1,0,0,3,0,0,0,0
Central America & Caribbean,1972,0,0,3,0,0,0,0,0,0
Central America & Caribbean,1973,1,3,1,0,0,0,0,0,1
Central America & Caribbean,1974,0,3,6,0,1,0,0,1,0
Central America & Caribbean,1975,4,0,0,0,2,0,0,3,0
Central America & Caribbean,1976,5,2,28,1,9,0,0,0,0
Central America & Caribbean,1977,4,8,5,0,6,0,0,1,0
Central America & Caribbean,1978,53,17,57,8,36,0,22,6,0
Central America & Caribbean,1979,116,51,98,46,140,1,108,48,1
Central America & Caribbean,1980,267,80,234,52,355,0,50,31,1
Central America & Caribbean,1981,133,64,356,53,512,3,18,9,0
Central America & Caribbean,1982,97,43,302,55,446,1,22,30,0
Central America & Caribbean,1983,32,38,205,22,531,1,25,4,0
Central America & Caribbean,1984,35,19,162,23,430,0,10,2,0
Central America & Caribbean,1985,35,27,255,19,413,0,8,23,0
Central America & Caribbean,1986,20,11,114,4,239,0,5,0,0
Central America & Caribbean,1987,18,12,216,12,292,0,14,2,0
Central America & Caribbean,1988,38,10,265,20,158,0,2,2,0
Central America & Caribbean,1989,69,6,209,20,191,1,1,6,0
Central America & Caribbean,1990,43,11,172,6,80,1,0,3,0
Central America & Caribbean,1991,61,21,295,15,324,2,9,2,0
Central America & Caribbean,1992,44,6,74,19,50,3,12,3,1
Central America & Caribbean,1994,37,18,71,4,19,8,10,8,5
Central America & Caribbean,1995,61,18,30,6,28,1,21,1,2
Central America & Caribbean,1996,31,20,24,4,24,0,8,2,3
Central America & Caribbean,1997,20,5,33,4,38,3,9,0,5
Central America & Caribbean,1998,0,0,1,0,0,0,0,0,0
Central America & Caribbean,1999,1,1,1,0,5,0,0,0,0
Central America & Caribbean,2000,3,0,8,0,3,0,0,0,0
Central America & Caribbean,2001,3,0,4,0,1,0,0,0,0
Central America & Caribbean,2002,1,1,0,1,0,0,0,0,0
Central America & Caribbean,2003,2,0,0,4,2,0,0,0,0
Central America & Caribbean,2004,2,0,0,0,3,0,0,0,0
Central America & Caribbean,2005,0,0,2,0,1,0,0,0,0
Central America & Caribbean,2006,3,0,0,0,2,0,0,0,0
Central America & Caribbean,2007,1,0,0,0,2,1,0,0,0
Central America & Caribbean,2008,0,0,0,0,0,0,0,0,0
Central America & Caribbean,2009,2,0,6,0,1,0,0,0,0
Central America & Caribbean,2010,0,0,0,1,0,0,0,0,0
Central America & Caribbean,2011,0,0,0,0,1,0,0,0,0
Central America & Caribbean,2012,1,0,0,0,0,0,0,0,0
Central America & Caribbean,2013,5,0,2,1,6,0,0,0,0
Central America & Caribbean,2014,1,0,0,1,3,0,0,0,0
Central America & Caribbean,2015,0,0,0,0,1,0,0,0,0
Central America & Caribbean,2016,1,0,0,0,2,0,0,0,0
Central America & Caribbean,2017,1,0,0,2,1,0,0,0,0
Central Asia,1970,0,0,0,0,0,0,0,0,0
Central Asia,1971,0,0,0,0,0,0,0,0,0
Central Asia,1972,0,0,0,0,0,0,0,0,0
Central Asia,1973,0,0,0,0,0,0,0,0,0
Central Asia,1974,0,0,0,0,0,0,0,0,0
Central Asia,1975,0,0,0,0,0,0,0,0,0
Central Asia,1976,0,0,0,0,0,0,0,0,0
Central Asia,1977,0,0,0,0,0,0,0,0,0
Central Asia,1978,0,0,0,0,0,0,0,0,0
Central Asia,1979,0,0,0,0,0,0,0,0,0
Central Asia,1980,0,0,0,0,0,0,0,0,0
Central Asia,1981,0,0,0,0,0,0,0,0,0
Central Asia,1982,0,0,0,0,0,0,0,0,0
Central Asia,1983,0,0,0,0,0,0,0,0,0
Central Asia,1984,0,0,0,0,0,0,0,0,0
Central Asia,1985,0,0,0,0,0,0,0,0,0
Central Asia,1986,0,0,0,0,0,0,0,0,0
Central Asia,1987,0,0,0,0,0,0,0,0,0
Central Asia,1988,0,0,0,0,0,0,0,0,0
Central Asia,1989,0,0,0,0,0,0,0,0,0
Central Asia,1990,0,0,0,0,0,0,0,0,0
Central Asia,1991,0,1,2,0,2,2,0,0,0
Central Asia,1992,11,6,24,1,29,2,4,0,0
Central Asia,1994,22,4,26,0,8,1,3,0,1
Central Asia,1995,31,1,13,0,5,1,4,0,0
Central Asia,1996,11,1,15,0,5,0,0,1,0
Central Asia,1997,7,8,17,1,14,0,2,0,0
Central Asia,1998,1,2,14,0,8,0,0,0,0
Central Asia,1999,1,5,14,0,3,1,0,0,0
Central Asia,2000,3,7,5,1,4,0,1,0,0
Central Asia,2001,6,1,3,3,4,0,0,0,1
Central Asia,2002,2,1,3,0,0,0,0,0,0
Central Asia,2003,0,1,3,2,1,0,0,0,0
Central Asia,2004,2,0,4,0,2,0,0,0,0
Central Asia,2005,0,1,7,0,2,0,1,0,0
Central Asia,2006,1,0,2,1,2,0,0,0,0
Central Asia,2007,0,0,2,1,0,0,0,0,1
Central Asia,2008,3,1,25,1,6,0,0,0,0
Central Asia,2009,2,1,24,1,3,0,0,0,0
Central Asia,2010,1,1,5,0,2,0,0,0,0
Central Asia,2011,0,0,8,0,1,0,0,0,0
Central Asia,2012,5,0,3,1,3,0,0,0,0
Central Asia,2013,2,0,1,3,0,0,0,0,1
Central Asia,2014,1,1,3,1,2,0,1,0,0
Central Asia,2015,0,1,1,2,6,0,0,0,0
Central Asia,2016,2,1,7,0,4,1,0,1,1
Central Asia,2017,1,0,4,1,0,0,1,0,0
Chad,1974,0,1,0,0,0,0,0,0,0
Chad,1984,0,0,1,0,0,0,0,0,0
Chad,1985,0,1,0,0,0,0,0,0,0
Chad,1986,0,0,1,0,0,0,0,0,0
Chad,1991,0,0,0,0,2,0,0,0,0
Chad,1992,0,0,0,0,4,0,0,0,0
Chad,1994,0,0,1,0,0,0,0,0,0
Chad,1995,0,1,0,0,2,0,0,0,0
Chad,1996,1,0,0,0,0,0,0,0,0
Chad,1997,0,0,0,0,1,0,0,0,0
Chad,1998,0,1,0,0,0,0,0,0,0
Chad,1999,0,0,0,0,0,0,1,0,0
Chad,2002,0,0,2,0,1,0,1,0,0
Chad,2006,0,0,0,1,9,0,0,1,0
Chad,2007,0,1,0,0,4,1,1,0,0
Chad,2008,0,0,2,0,3,0,3,0,0
Chad,2009,0,2,0,0,1,0,0,0,0
Chad,2010,0,1,0,0,0,0,0,0,0
Chad,2014,0,0,0,0,1,0,0,0,0
Chad,2015,0,1,13,1,8,0,4,0,0
Chad,2016,0,0,3,0,1,0,1,0,0
Chad,2017,0,1,0,1,2,0,2,0,0
Chile,1973,0,0,5,2,0,0,0,0,0
Chile,1976,0,0,1,0,1,0,0,0,0
Chile,1977,0,0,5,0,0,1,0,0,0
Chile,1978,2,0,5,1,0,0,0,0,0
Chile,1979,6,2,36,0,5,0,0,0,0
Chile,1980,1,0,15,12,9,0,3,1,0
Chile,1981,2,0,10,12,8,0,1,1,0
Chile,1982,0,1,16,2,2,0,0,0,0
Chile,1983,8,0,75,11,12,0,0,0,0
Chile,1984,6,3,466,18,46,1,17,6,0
Chile,1985,4,5,196,14,11,0,1,1,0
Chile,1986,3,4,187,26,19,0,0,4,0
Chile,1987,2,2,123,3,33,0,3,7,0
Chile,1988,12,1,139,2,24,1,2,2,2
Chile,1989,10,0,101,10,17,0,1,6,1
Chile,1990,10,0,131,3,13,1,0,3,0
Chile,1991,14,1,90,3,17,0,1,1,0
Chile,1992,6,1,89,5,14,1,0,0,0
Chile,1994,1,0,12,1,1,0,0,0,0
Chile,1995,0,0,13,1,0,0,1,1,1
Chile,1996,0,0,2,1,3,0,2,0,0
Chile,1997,0,0,4,0,1,0,0,0,1
Chile,1998,0,0,1,0,0,0,0,0,0
Chile,1999,0,0,0,3,0,0,0,0,0
Chile,2000,0,0,2,0,0,0,0,0,0
Chile,2001,0,0,2,0,0,0,0,0,1
Chile,2002,0,0,1,0,0,0,0,0,0
Chile,2003,0,0,2,0,0,0,0,0,0
Chile,2006,0,0,1,0,0,0,0,0,0
Chile,2007,0,0,7,1,0,0,0,0,0
Chile,2008,0,0,4,0,0,0,0,0,0
Chile,2009,0,0,7,1,0,0,0,0,0
Chile,2010,0,0,5,0,0,0,0,0,0
Chile,2011,0,0,4,2,0,0,0,0,0
Chile,2012,0,0,2,0,0,0,0,0,0
Chile,2013,0,0,0,4,1,0,0,0,0
Chile,2014,0,0,10,5,1,0,0,0,1
Chile,2015,0,0,1,0,0,0,0,0,0
Chile,2016,0,0,2,12,3,0,0,1,0
Chile,2017,1,0,2,6,2,0,0,1,0
China,1989,0,0,1,0,0,2,0,0,0
China,1990,0,0,1,0,0,0,0,0,0
China,1991,0,0,1,0,0,0,0,0,0
China,1992,2,0,2,0,0,0,1,0,0
China,1994,1,1,5,1,2,3,0,0,0
China,1995,1,0,4,0,0,1,2,0,0
China,1996,6,1,53,1,0,1,0,0,0
China,1997,1,3,13,0,0,1,0,0,0
China,1998,0,0,1,0,0,0,0,0,1
China,1999,0,0,2,0,0,0,0,0,0
China,2000,0,0,3,0,0,1,0,0,0
China,2001,0,0,11,1,0,0,0,0,0
China,2002,0,0,1,0,0,1,0,0,0
China,2003,0,0,3,0,0,0,0,0,0
China,2004,0,0,2,0,0,0,0,0,0
China,2005,0,0,1,0,0,0,0,0,0
China,2008,0,0,14,1,4,1,0,0,0
China,2009,0,0,2,0,3,0,0,0,2
China,2010,0,0,1,0,0,0,0,0,0
China,2011,0,0,2,0,2,0,0,0,0
China,2012,0,0,1,0,1,1,0,0,1
China,2013,0,0,1,1,10,0,0,0,0
China,2014,1,0,21,0,14,0,1,0,0
China,2015,1,1,5,0,7,0,1,0,2
China,2016,0,0,3,0,1,1,0,0,0
China,2017,0,0,3,2,1,0,0,0,0
Colombia,1970,0,1,0,0,0,0,0,0,0
Colombia,1972,1,1,0,0,0,0,0,0,0
Colombia,1973,0,5,0,0,0,1,0,0,0
Colombia,1975,2,1,1,0,6,0,0,0,0
Colombia,1976,2,4,8,1,7,0,0,0,0
Colombia,1977,10,22,34,1,12,0,0,1,0
Colombia,1978,24,28,44,3,34,0,8,17,0
Colombia,1979,27,17,19,6,33,0,26,12,0
Colombia,1980,23,21,30,5,48,1,5,8,0
Colombia,1981,22,22,36,5,66,2,16,3,0
Colombia,1982,31,35,59,0,86,1,7,3,0
Colombia,1983,56,46,38,4,70,1,13,6,0
Colombia,1984,53,22,55,6,72,0,21,8,0
Colombia,1985,36,24,142,39,105,2,23,11,0
Colombia,1986,77,18,71,4,123,0,8,6,0
Colombia,1987,107,15,88,5,116,0,4,2,0
Colombia,1988,137,48,87,2,141,3,5,3,1
Colombia,1989,108,46,239,6,93,0,0,0,0
Colombia,1990,120,55,99,8,65,0,0,2,0
Colombia,1991,67,39,162,14,133,3,0,2,0
Colombia,1992,80,21,307,15,92,1,6,1,0
Colombia,1994,27,29,91,1,41,0,12,0,0
Colombia,1995,17,15,35,4,25,1,26,0,0
Colombia,1996,76,41,138,3,92,2,57,0,0
Colombia,1997,105,123,167,5,114,1,81,2,0
Colombia,1998,2,17,39,2,28,0,0,0,6
Colombia,1999,5,37,45,0,22,2,2,1,2
Colombia,2000,7,33,63,7,24,0,3,0,0
Colombia,2001,24,68,56,11,33,3,10,0,2
Colombia,2002,11,32,79,1,21,2,2,0,2
Colombia,2003,5,13,62,5,11,0,2,0,0
Colombia,2004,4,3,21,0,7,0,2,0,0
Colombia,2005,4,4,17,0,15,0,2,0,0
Colombia,2006,6,10,16,3,5,0,3,0,0
Colombia,2007,3,3,16,1,7,0,0,0,0
Colombia,2008,12,10,84,11,12,0,4,0,0
Colombia,2009,9,7,69,20,30,4,0,0,0
Colombia,2010,5,13,83,14,18,1,2,0,0
Colombia,2011,3,7,57,11,13,1,2,0,0
Colombia,2012,0,9,83,0,18,0,5,0,0
Colombia,2013,4,18,87,6,27,0,7,0,0
Colombia,2014,9,24,134,20,30,0,13,0,1
Colombia,2015,7,9,77,14,21,0,8,0,0
Colombia,2016,3,19,47,5,29,0,6,0,0
Colombia,2017,12,23,43,7,27,1,3,1,0
Comoros,1992,0,0,0,1,0,0,0,0,0
Comoros,1994,1,0,0,0,0,0,0,0,0
Comoros,1997,0,0,0,3,0,0,0,0,0
Congo,1972,1,0,0,0,0,0,0,0,0
Congo,1977,0,2,0,0,0,0,0,0,0
Congo,1982,0,0,1,0,0,0,0,0,0
Congo,1990,0,1,0,0,0,0,0,0,0
Congo,1994,0,1,1,0,5,0,1,0,0
Congo,1996,0,0,0,0,1,0,0,0,0
Congo,1997,0,0,0,0,2,0,0,0,0
Congo,1999,0,0,1,0,1,0,1,0,0
Congo,2001,0,1,0,0,0,0,0,0,0
Congo,2002,0,0,1,0,2,0,0,0,0
Congo,2003,0,0,0,0,1,0,0,0,0
Congo,2013,0,0,1,0,0,0,0,0,0
Congo,2016,0,2,11,1,1,0,0,0,0
Costa Rica,1971,0,1,0,0,0,0,0,0,0
Costa Rica,1976,0,0,12,0,0,0,0,0,0
Costa Rica,1977,0,0,5,0,0,0,0,0,0
Costa Rica,1978,0,0,1,0,1,0,0,0,0
Costa Rica,1979,0,0,0,0,1,0,1,0,0
Costa Rica,1980,0,0,2,0,1,0,0,0,0
Costa Rica,1981,0,1,4,0,3,1,0,1,0
Costa Rica,1982,0,3,3,0,0,0,0,0,0
Costa Rica,1983,0,0,0,0,3,0,0,0,0
Costa Rica,1984,0,0,1,0,0,0,1,0,0
Costa Rica,1985,0,0,1,1,2,0,1,0,0
Costa Rica,1986,0,0,1,0,0,0,0,0,0
Costa Rica,1987,1,0,2,0,0,0,0,0,0
Costa Rica,1988,0,0,2,0,0,0,0,0,0
Costa Rica,1989,1,0,0,0,0,0,0,0,0
Costa Rica,1990,0,0,1,0,0,0,0,0,0
Costa Rica,1991,1,0,0,0,1,0,0,0,0
Costa Rica,1992,0,1,0,0,1,0,0,0,0
Costa Rica,1994,0,0,0,0,1,0,0,0,0
Costa Rica,1996,0,0,0,0,1,0,0,0,0
Costa Rica,1997,0,0,0,0,1,0,0,0,0
Costa Rica,2001,1,0,0,0,0,0,0,0,0
Cote d'Ivoire,1992,1,0,0,0,0,0,1,0,1
Cote d'Ivoire,1994,0,1,0,0,0,0,1,0,0
Cote d'Ivoire,1995,0,2,0,1,2,0,2,0,0
Cote d'Ivoire,1996,0,1,0,0,1,0,0,0,0
Cote d'Ivoire,1997,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2000,0,0,1,1,0,0,0,0,0
Cote d'Ivoire,2001,0,0,0,0,0,0,1,0,0
Cote d'Ivoire,2002,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2004,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2005,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2006,0,0,0,0,1,0,2,0,0
Cote d'Ivoire,2007,0,0,1,0,0,0,0,0,0
Cote d'Ivoire,2010,0,0,0,0,4,0,3,0,0
Cote d'Ivoire,2011,0,0,2,0,1,0,0,0,0
Cote d'Ivoire,2012,0,1,0,0,14,0,1,0,0
Cote d'Ivoire,2013,1,0,0,0,3,0,0,0,0
Cote d'Ivoire,2014,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2015,0,1,0,0,3,0,0,0,0
Cote d'Ivoire,2016,0,0,0,0,1,0,0,0,0
Cote d'Ivoire,2017,0,0,0,4,8,0,0,1,0
Croatia,1991,1,0,14,0,10,0,1,0,0
Croatia,1992,0,0,3,0,1,0,0,0,0
Croatia,1994,0,0,4,0,0,0,0,0,0
Croatia,1995,0,0,1,0,0,0,0,0,0
Croatia,1996,0,0,3,0,0,0,0,0,0
Croatia,1997,0,0,6,0,2,0,0,0,0
Croatia,2000,0,0,2,0,0,0,0,0,0
Croatia,2001,1,0,2,0,0,0,0,0,0
Croatia,2005,0,0,1,0,0,0,0,0,0
Croatia,2008,0,0,2,0,0,0,0,0,0
Croatia,2009,0,0,1,0,0,0,0,0,0
Croatia,2013,0,0,2,0,0,0,0,0,0
Cuba,1991,0,0,0,0,0,1,0,0,0
Cuba,1992,1,0,0,0,2,1,0,0,0
Cuba,1994,0,0,0,0,1,6,1,1,0
Cuba,1996,0,0,0,0,1,0,0,0,0
Cuba,1997,0,0,12,0,0,0,0,0,2
Cuba,2007,0,0,0,0,0,1,0,0,0
Cyprus,1973,1,0,0,0,2,0,0,0,0
Cyprus,1975,1,0,1,0,0,0,0,0,0
Cyprus,1977,0,1,0,0,0,0,0,0,0
Cyprus,1978,1,0,0,0,1,0,0,0,0
Cyprus,1979,1,0,4,0,0,0,0,0,0
Cyprus,1980,0,0,1,0,0,0,0,0,0
Cyprus,1981,1,0,2,0,0,0,0,0,0
Cyprus,1982,0,0,1,0,0,0,0,0,0
Cyprus,1983,0,0,2,0,0,0,0,0,0
Cyprus,1984,3,0,3,0,0,1,0,0,0
Cyprus,1985,3,0,3,0,0,1,0,0,0
Cyprus,1986,0,1,2,0,0,0,0,0,0
Cyprus,1987,2,0,7,1,0,0,0,0,0
Cyprus,1988,2,0,3,0,0,0,0,0,0
Cyprus,1989,1,0,5,0,0,0,0,0,0
Cyprus,1990,6,0,5,0,0,0,0,0,0
Cyprus,1991,2,0,8,1,0,0,0,0,0
Cyprus,1992,0,0,5,0,1,0,0,0,0
Cyprus,1994,1,0,4,0,1,0,0,0,0
Cyprus,1995,0,0,3,0,0,0,0,0,0
Cyprus,1996,1,0,8,0,1,0,0,0,0
Cyprus,1998,0,0,0,0,1,0,0,0,0
Cyprus,1999,0,0,0,0,1,0,0,0,0
Cyprus,2000,0,0,2,0,0,0,0,0,0
Cyprus,2001,0,0,1,0,0,0,0,0,0
Cyprus,2004,0,0,1,0,0,0,0,0,0
Cyprus,2007,0,0,1,0,0,0,0,0,0
Cyprus,2012,0,0,1,0,0,0,0,0,0
Cyprus,2013,0,0,9,0,0,0,0,0,0
Cyprus,2014,0,0,5,0,0,0,0,0,0
Cyprus,2015,0,0,3,0,0,0,0,0,0
Cyprus,2016,1,0,0,1,0,0,0,0,0
Czech Republic,1994,0,0,0,1,0,0,0,0,0
Czech Republic,1995,1,0,0,1,0,0,0,0,1
Czech Republic,1996,0,0,3,0,0,0,0,0,0
Czech Republic,1997,1,0,2,0,1,0,0,0,0
Czech Republic,2001,0,0,0,0,0,0,0,0,1
Czech Republic,2003,0,0,1,0,0,0,0,0,0
Czech Republic,2008,0,0,1,0,0,0,0,0,1
Czech Republic,2009,0,0,1,0,0,0,0,0,0
Czech Republic,2011,0,0,1,0,0,0,0,0,0
Czech Republic,2013,0,0,1,0,0,0,0,0,0
Czech Republic,2014,0,0,2,1,0,0,0,0,2
Czech Republic,2015,0,0,0,4,0,0,0,0,0
Czech Republic,2016,1,0,0,1,0,0,0,0,0
Czech Republic,2017,0,0,0,3,0,0,0,0,0
Czechoslovakia,1972,0,0,1,0,0,0,0,0,0
Czechoslovakia,1989,0,0,2,0,0,2,0,0,0
Czechoslovakia,1990,0,0,1,0,0,0,0,0,0
Czechoslovakia,1991,0,0,0,0,0,0,1,0,0
Czechoslovakia,1992,2,0,0,0,0,0,1,0,0
Democratic Republic of Congo,1997,0,0,0,0,0,0,1,0,0
Democratic Republic of Congo,1998,0,0,2,0,2,0,0,0,0
Democratic Republic of Congo,1999,0,0,0,1,2,0,0,0,0
Democratic Republic of Congo,2000,0,0,0,0,2,0,1,0,0
Democratic Republic of Congo,2001,0,1,0,1,1,0,2,0,0
Democratic Republic of Congo,2002,0,2,2,0,2,0,1,0,0
Democratic Republic of Congo,2003,0,0,0,0,5,0,1,0,0
Democratic Republic of Congo,2004,0,1,0,0,3,0,1,0,0
Democratic Republic of Congo,2005,0,1,0,0,4,0,0,0,0
Democratic Republic of Congo,2006,0,1,0,0,2,0,2,0,0
Democratic Republic of Congo,2007,0,1,0,0,9,0,1,0,0
Democratic Republic of Congo,2008,0,1,3,0,13,0,3,0,0
Democratic Republic of Congo,2009,1,12,0,10,20,0,11,0,0
Democratic Republic of Congo,2010,0,4,0,0,7,0,7,0,0
Democratic Republic of Congo,2011,1,1,0,2,9,0,3,0,0
Democratic Republic of Congo,2012,1,1,5,1,15,0,2,0,0
Democratic Republic of Congo,2013,0,6,3,0,12,0,0,1,0
Democratic Republic of Congo,2014,5,42,6,3,40,0,14,0,0
Democratic Republic of Congo,2015,1,52,3,2,54,0,26,5,0
Democratic Republic of Congo,2016,2,50,2,18,49,0,48,0,0
Democratic Republic of Congo,2017,1,39,1,15,62,1,23,1,0
Denmark,1978,0,0,0,1,0,0,0,0,0
Denmark,1979,0,0,3,0,0,0,0,0,0
Denmark,1980,0,0,0,1,0,0,0,0,0
Denmark,1981,1,0,4,0,0,0,1,0,0
Denmark,1985,0,0,4,0,0,0,0,0,0
Denmark,1986,0,0,1,1,0,0,0,0,0
