Entity,Year,CO2 from solid fuel (CDIAC (2017))
Oceania,1875,2.24237
Oceania,1876,2.30843
Oceania,1877,2.33045
Oceania,1878,3.07546
Oceania,1879,4.11774
Oceania,1880,5.06827
Oceania,1881,4.84073
Oceania,1882,5.16002
Oceania,1883,5.83897
Oceania,1884,6.41883
Oceania,1885,7.21522
Oceania,1886,7.43175
Oceania,1887,8.55477
Oceania,1888,9.78789
Oceania,1889,10.63933
Oceania,1890,11.32195
Oceania,1891,13.2487
Oceania,1892,13.41018
Oceania,1893,13.59735
Oceania,1894,16.43059
Oceania,1895,17.99401
Oceania,1896,18.61424
Oceania,1897,19.75561
Oceania,1898,24.16328
Oceania,1899,24.45688
Oceania,1900,30.96746
Oceania,1901,36.18987
Oceania,1902,38.15332
Oceania,1903,39.12587
Oceania,1904,42.60503
Oceania,1905,44.32626
Oceania,1906,49.73217
Oceania,1907,53.03517
Oceania,1908,56.92904
Oceania,1909,55.58949
Oceania,1910,61.03577
Oceania,1911,67.3078
Oceania,1912,74.33585
Oceania,1913,80.21152
Oceania,1914,86.58264
Oceania,1915,78.43157
Oceania,1916,81.73457
Oceania,1917,91.72798
Oceania,1918,98.08442
Oceania,1919,104.21332
Oceania,1920,102.70862
Oceania,1921,92.63814
Oceania,1922,98.56519
Oceania,1923,103.94541
Oceania,1924,109.78071
Oceania,1925,113.66357
Oceania,1926,114.11865
Oceania,1927,122.26238
Oceania,1928,120.36499
Oceania,1929,120.15213
Oceania,1930,110.00091
Oceania,1931,98.81475
Oceania,1932,99.19643
Oceania,1933,113.33694
Oceania,1934,124.7066
Oceania,1935,131.69795
Oceania,1936,143.67316
Oceania,1937,154.30882
Oceania,1938,160.0854
Oceania,1939,160.56617
Oceania,1940,183.77158
Oceania,1941,190.24546
Oceania,1942,186.33691
Oceania,1943,188.3077
Oceania,1944,176.1233
Oceania,1945,113.33694
Oceania,1946,92.21976
Oceania,1947,111.89096
Oceania,1948,130.09049
Oceania,1949,138.92785
Oceania,1950,146.08068
Oceania,1951,162.89662
Oceania,1952,167.67863
Oceania,1953,173.5543
Oceania,1954,170.58527
Oceania,1955,166.66571
Oceania,1956,179.7566
Oceania,1957,194.64946
Oceania,1958,185.9956
Oceania,1959,189.4821
Oceania,1960,205.70717
Oceania,1961,228.3107
Oceania,1962,222.09005
Oceania,1963,225.92153
Oceania,1964,234.85064
Oceania,1965,243.86049
Oceania,1966,249.0462
Oceania,1967,263.43994
Oceania,1968,282.96067
Oceania,1969,305.35134
Oceania,1970,310.10399
Oceania,1971,286.57929
Oceania,1972,283.3974
Oceania,1973,300.19132
Oceania,1974,320.85342
Oceania,1975,306.43032
Oceania,1976,303.35119
Oceania,1977,306.71658
Oceania,1978,283.82679
Oceania,1979,302.80803
Oceania,1980,347.23705
Oceania,1981,373.35644
Oceania,1982,370.95259
Oceania,1983,357.28918
Oceania,1984,393.3506
Oceania,1985,412.68049
Oceania,1986,396.56919
Oceania,1987,403.01371
Oceania,1988,435.13722
Oceania,1989,444.4003
Oceania,1990,440.32293
Oceania,1991,449.58601
Oceania,1992,447.79138
Oceania,1993,453.18261
Oceania,1994,469.93249
Oceania,1995,483.81977
Oceania,1996,505.57553
Oceania,1997,524.00627
Oceania,1998,514.93036
Oceania,1999,544.42982
Oceania,2000,563.91385
Oceania,2001,576.62673
Oceania,2002,594.87397
Oceania,2003,601.56071
Oceania,2004,648.91105
Oceania,2005,630.32984
Oceania,2006,640.5985
Oceania,2007,656.99606
Oceania,2008,650.45245
Oceania,2009,608.32085
Oceania,2010,639.67366
Oceania,2011,607.44372
Oceania,2012,617.83349
Oceania,2013,647.58251
World,1751,11.001
World,1752,11.001
World,1753,11.001
World,1754,11.001
World,1755,11.001
World,1756,11.001
World,1757,11.001
World,1758,11.001
World,1759,11.001
World,1760,11.001
World,1761,11.001
World,1762,11.001
World,1763,11.001
World,1764,11.001
World,1765,11.001
World,1766,11.001
World,1767,11.001
World,1768,11.001
World,1769,11.001
World,1770,11.001
World,1771,14.668
World,1772,14.668
World,1773,14.668
World,1774,14.668
World,1775,14.668
World,1776,14.668
World,1777,14.668
World,1778,14.668
World,1779,14.668
World,1780,14.668
World,1781,18.335
World,1782,18.335
World,1783,18.335
World,1784,18.335
World,1785,18.335
World,1786,18.335
World,1787,18.335
World,1788,18.335
World,1789,18.335
World,1790,18.335
World,1791,22.002
World,1792,22.002
World,1793,22.002
World,1794,22.002
World,1795,22.002
World,1796,22.002
World,1797,25.669
World,1798,25.669
World,1799,25.669
World,1800,29.336
World,1801,29.336
World,1802,36.67
World,1803,33.003
World,1804,33.003
World,1805,33.003
World,1806,36.67
World,1807,36.67
World,1808,36.67
World,1809,36.67
World,1810,36.67
World,1811,40.337
World,1812,40.337
World,1813,40.337
World,1814,40.337
World,1815,44.004
World,1816,47.671
World,1817,51.338
World,1818,51.338
World,1819,51.338
World,1820,51.338
World,1821,51.338
World,1822,55.005
World,1823,58.672
World,1824,58.672
World,1825,62.339
World,1826,62.339
World,1827,66.006
World,1828,66.006
World,1829,66.006
World,1830,88.008
World,1831,84.341
World,1832,84.341
World,1833,88.008
World,1834,88.008
World,1835,91.675
World,1836,106.343
World,1837,106.343
World,1838,110.01
World,1839,113.677
World,1840,121.011
World,1841,124.678
World,1842,132.012
World,1843,135.679
World,1844,143.013
World,1845,157.681
World,1846,157.681
World,1847,168.682
World,1848,172.349
World,1849,183.35
World,1850,198.018
World,1851,198.018
World,1852,209.019
World,1853,216.353
World,1854,253.023
World,1855,260.357
World,1856,278.692
World,1857,282.359
World,1858,286.026
World,1859,304.361
World,1860,333.697
World,1861,348.365
World,1862,352.032
World,1863,377.701
World,1864,410.704
World,1865,436.373
World,1866,447.374
World,1867,476.71
World,1868,491.378
World,1869,520.714
World,1870,535.382
World,1871,572.052
World,1872,634.391
World,1873,671.061
World,1874,634.391
World,1875,685.729
World,1876,696.73
World,1877,704.064
World,1878,711.398
World,1879,759.069
World,1880,854.411
World,1881,876.413
World,1882,924.084
World,1883,986.423
World,1884,993.757
World,1885,1001.091
World,1886,1008.425
World,1887,1052.429
World,1888,1162.439
World,1889,1166.106
World,1890,1265.115
World,1891,1320.12
World,1892,1331.121
World,1893,1312.786
World,1894,1364.124
World,1895,1441.131
World,1896,1485.135
World,1897,1558.475
World,1898,1646.483
World,1899,1800.497
World,1900,1888.505
World,1901,1947.177
World,1902,1991.181
World,1903,2174.531
World,1904,2189.199
World,1905,2332.212
World,1906,2493.56
World,1907,2750.25
World,1908,2618.238
World,1909,2739.249
World,1910,2852.926
World,1911,2904.264
World,1912,3058.278
World,1913,3281.965
World,1914,2933.6
World,1915,2874.928
World,1916,3087.614
World,1917,3267.297
World,1918,3201.291
World,1919,2695.245
World,1920,3091.281
World,1921,2599.903
World,1922,2713.58
World,1923,3098.615
World,1924,3065.612
World,1925,3087.614
World,1926,3102.282
World,1927,3318.635
World,1928,3263.63
World,1929,3472.649
World,1930,3160.954
World,1931,2783.253
World,1932,2475.225
World,1933,2596.236
World,1934,2841.925
World,1935,2973.937
World,1936,3274.631
World,1937,3450.647
World,1938,3226.96
World,1939,3366.306
World,1940,3729.339
World,1941,3824.681
World,1942,3898.021
World,1943,4004.364
World,1944,3839.349
World,1945,3006.94
World,1946,3208.625
World,1947,3637.664
World,1948,3722.005
World,1949,3520.32
World,1950,3923.69
World,1951,4140.043
World,1952,4103.373
World,1953,4125.375
World,1954,4092.372
World,1955,4429.736
World,1956,4668.091
World,1957,4800.103
World,1958,4899.112
World,1959,5067.794
World,1960,5170.47
World,1961,4946.783
World,1962,4954.117
World,1963,5119.132
World,1964,5262.145
World,1965,5353.82
World,1966,5419.826
World,1967,5309.816
World,1968,5309.816
World,1969,5449.162
World,1970,5705.852
World,1971,5716.853
World,1972,5779.192
World,1973,5797.527
World,1974,5790.193
World,1975,6134.891
World,1976,6270.57
World,1977,6439.252
World,1978,6527.26
World,1979,6875.625
World,1980,7095.645
World,1981,6996.636
World,1982,7245.992
World,1983,7249.659
World,1984,7605.358
World,1985,8126.072
World,1986,8349.759
World,1987,8577.113
World,1988,8753.129
World,1989,8903.476
World,1990,8742.128
World,1991,8478.104
World,1992,8518.441
World,1993,8294.754
World,1994,8489.105
World,1995,8793.466
World,1996,8881.474
World,1997,8965.815
World,1998,8591.781
World,1999,8467.103
World,2000,8533.109
World,2001,8965.815
World,2002,9050.156
World,2003,9878.898
World,2004,10648.968
World,2005,11360.366
World,2006,11980.089
World,2007,12401.794
World,2008,12944.51
World,2009,12896.839
World,2010,13916.265
World,2011,14767.009
World,2012,14983.362
World,2013,15148.377
