Entity,Year,xHuman Rights Protection Scores – by Christopher Farris and Keith Schnakenberg
Democratic Republic of Congo,1984,-1.10375
Democratic Republic of Congo,1985,-1.17323
Democratic Republic of Congo,1986,-1.03876
Democratic Republic of Congo,1987,-0.87908
Democratic Republic of Congo,1988,-0.902005
Democratic Republic of Congo,1989,-0.951356
Democratic Republic of Congo,1990,-1.12301
Democratic Republic of Congo,1991,-1.30234
Democratic Republic of Congo,1992,-1.55201
Democratic Republic of Congo,1993,-1.88838
Democratic Republic of Congo,1994,-1.87406
Democratic Republic of Congo,1995,-1.84886
Democratic Republic of Congo,1996,-1.97439
Democratic Republic of Congo,1997,-2.09957
Democratic Republic of Congo,1998,-2.14575
Democratic Republic of Congo,1999,-2.15828
Democratic Republic of Congo,2000,-2.13409
Democratic Republic of Congo,2001,-2.03166
Democratic Republic of Congo,2002,-2.04975
Democratic Republic of Congo,2003,-2.04504
Democratic Republic of Congo,2004,-2.04263
Democratic Republic of Congo,2005,-1.89138
Democratic Republic of Congo,2006,-1.94973
Democratic Republic of Congo,2007,-2.06662
Democratic Republic of Congo,2008,-2.10563
Democratic Republic of Congo,2009,-2.09749
Democratic Republic of Congo,2010,-2.02546
Democratic Republic of Congo,2011,-1.99955
Democratic Republic of Congo,2012,-2.11394
Democratic Republic of Congo,2013,-2.1232
Democratic Republic of Congo,2014,-2.03587
Denmark,1949,1.29607
Denmark,1950,1.36698
Denmark,1951,1.43054
Denmark,1952,1.48908
Denmark,1953,1.55332
Denmark,1954,1.60124
Denmark,1955,1.66247
Denmark,1956,1.71639
Denmark,1957,1.76424
Denmark,1958,1.81512
Denmark,1959,1.86833
Denmark,1960,1.91447
Denmark,1961,1.97179
Denmark,1962,2.02535
Denmark,1963,2.07948
Denmark,1964,2.13964
Denmark,1965,2.19084
Denmark,1966,2.24505
Denmark,1967,2.29164
Denmark,1968,2.34917
Denmark,1969,2.39738
Denmark,1970,2.44769
Denmark,1971,2.49924
Denmark,1972,2.54587
Denmark,1973,2.58906
Denmark,1974,2.63151
Denmark,1975,2.66638
Denmark,1976,2.71349
Denmark,1977,2.75567
Denmark,1978,2.77845
Denmark,1979,2.81735
Denmark,1980,2.86415
Denmark,1981,2.89833
Denmark,1982,2.92457
Denmark,1983,2.94042
Denmark,1984,2.94516
Denmark,1985,2.93922
Denmark,1986,2.91309
Denmark,1987,2.87249
Denmark,1988,2.80187
Denmark,1989,2.7127
Denmark,1990,2.59635
Denmark,1991,2.45136
Denmark,1992,2.37293
Denmark,1993,2.25321
Denmark,1994,2.27198
Denmark,1995,2.34303
Denmark,1996,2.36105
Denmark,1997,2.37494
Denmark,1998,2.34319
Denmark,1999,2.25682
Denmark,2000,2.10473
Denmark,2001,2.02788
Denmark,2002,1.97116
Denmark,2003,2.02433
Denmark,2004,2.04242
Denmark,2005,2.00703
Denmark,2006,1.92174
Denmark,2007,1.78686
Denmark,2008,1.66081
Denmark,2009,1.63624
Denmark,2010,1.8156
Denmark,2011,1.91896
Denmark,2012,1.95395
Denmark,2013,1.96515
Denmark,2014,1.95906
Djibouti,1977,0.182327
Djibouti,1978,0.183059
Djibouti,1979,0.270253
Djibouti,1980,0.462809
Djibouti,1981,0.673378
Djibouti,1982,0.717473
Djibouti,1983,0.693524
Djibouti,1984,0.768947
Djibouti,1985,0.727336
Djibouti,1986,0.849884
Djibouti,1987,0.826385
Djibouti,1988,0.687635
Djibouti,1989,0.372793
Djibouti,1990,0.091163
Djibouti,1991,-0.288651
Djibouti,1992,-0.440401
Djibouti,1993,-0.528294
Djibouti,1994,-0.400514
Djibouti,1995,-0.130412
Djibouti,1996,-0.053304
Djibouti,1997,-0.14079
Djibouti,1998,-0.449108
Djibouti,1999,-0.415594
Djibouti,2000,-0.221303
Djibouti,2001,-0.183368
Djibouti,2002,-0.126227
Djibouti,2003,-0.194911
Djibouti,2004,-0.046484
Djibouti,2005,0.016542
Djibouti,2006,0.026284
Djibouti,2007,0.107
Djibouti,2008,0.295687
Djibouti,2009,0.351606
Djibouti,2010,0.200334
Djibouti,2011,-0.138497
Djibouti,2012,-0.28066
Djibouti,2013,-0.336716
Djibouti,2014,-0.327314
Dominica,1978,0.764415
Dominica,1979,0.805079
Dominica,1980,0.837973
Dominica,1981,0.871761
Dominica,1982,0.903694
Dominica,1983,0.929214
Dominica,1984,0.950858
Dominica,1985,0.962811
Dominica,1986,0.973598
Dominica,1987,0.981694
Dominica,1988,0.982954
Dominica,1989,0.983037
Dominica,1990,0.984874
Dominica,1991,0.990342
Dominica,1992,0.995038
Dominica,1993,0.995619
Dominica,1994,1.00228
Dominica,1995,1.00423
Dominica,1996,0.997998
Dominica,1997,0.998045
Dominica,1998,0.994723
Dominica,1999,0.989508
Dominica,2000,0.983114
Dominica,2001,0.980839
Dominica,2002,0.963772
Dominica,2003,0.945232
Dominica,2004,0.902409
Dominica,2005,0.841032
Dominica,2006,0.894638
Dominica,2007,0.923555
Dominica,2008,1.06842
Dominica,2009,1.20868
Dominica,2010,1.36222
Dominica,2011,1.43854
Dominica,2012,1.43529
Dominica,2013,1.43324
Dominica,2014,1.43141
Dominican Republic,1949,0.470051
Dominican Republic,1950,0.488466
Dominican Republic,1951,0.494463
Dominican Republic,1952,0.501752
Dominican Republic,1953,0.489237
Dominican Republic,1954,0.464806
Dominican Republic,1955,0.436879
Dominican Republic,1956,0.393877
Dominican Republic,1957,0.349141
Dominican Republic,1958,0.280288
Dominican Republic,1959,0.197526
Dominican Republic,1960,0.102992
Dominican Republic,1961,-0.005592
Dominican Republic,1962,-0.143078
Dominican Republic,1963,-0.302689
Dominican Republic,1964,-0.512344
Dominican Republic,1965,-0.79625
Dominican Republic,1966,-0.925504
Dominican Republic,1967,-0.995557
Dominican Republic,1968,-1.03704
Dominican Republic,1969,-1.05309
Dominican Republic,1970,-1.06142
Dominican Republic,1971,-1.05395
Dominican Republic,1972,-1.03517
Dominican Republic,1973,-0.993423
Dominican Republic,1974,-0.919013
Dominican Republic,1975,-0.781537
Dominican Republic,1976,-0.542961
Dominican Republic,1977,-0.369311
Dominican Republic,1978,-0.167264
Dominican Republic,1979,-0.012563
Dominican Republic,1980,0.143269
Dominican Republic,1981,0.356537
Dominican Republic,1982,0.453748
Dominican Republic,1983,0.611838
Dominican Republic,1984,0.499249
Dominican Republic,1985,0.590682
Dominican Republic,1986,0.392499
Dominican Republic,1987,0.354719
Dominican Republic,1988,0.411701
Dominican Republic,1989,0.417033
Dominican Republic,1990,0.285532
Dominican Republic,1991,0.169008
Dominican Republic,1992,0.062334
Dominican Republic,1993,0.071377
Dominican Republic,1994,-0.057808
Dominican Republic,1995,-0.118364
Dominican Republic,1996,-0.403343
Dominican Republic,1997,-0.503289
Dominican Republic,1998,-0.613186
Dominican Republic,1999,-0.580235
Dominican Republic,2000,-0.513039
Dominican Republic,2001,-0.498048
Dominican Republic,2002,-0.392819
Dominican Republic,2003,-0.460748
Dominican Republic,2004,-0.467451
Dominican Republic,2005,-0.567347
Dominican Republic,2006,-0.677947
Dominican Republic,2007,-0.772703
Dominican Republic,2008,-0.977812
Dominican Republic,2009,-1.02293
Dominican Republic,2010,-0.950729
Dominican Republic,2011,-0.869136
Dominican Republic,2012,-0.717997
Dominican Republic,2013,-0.653035
Dominican Republic,2014,-0.630177
East Germany,1949,0.370804
East Germany,1950,0.374418
East Germany,1951,0.378757
East Germany,1952,0.367412
East Germany,1953,0.35366
East Germany,1954,0.321008
East Germany,1955,0.281587
East Germany,1956,0.271654
East Germany,1957,0.261656
East Germany,1958,0.242438
East Germany,1959,0.195574
East Germany,1960,0.136375
East Germany,1961,0.07075
East Germany,1962,-0.031168
East Germany,1963,0.025488
East Germany,1964,0.054585
East Germany,1965,0.083779
East Germany,1966,0.090482
East Germany,1967,0.130658
East Germany,1968,0.155679
East Germany,1969,0.157616
East Germany,1970,0.149206
East Germany,1971,0.119976
East Germany,1972,0.058898
East Germany,1973,-0.009182
East Germany,1974,-0.103792
East Germany,1975,-0.217189
East Germany,1976,-0.37456
East Germany,1977,-0.402777
East Germany,1978,-0.448346
East Germany,1979,-0.528933
East Germany,1980,-0.414443
East Germany,1981,-0.440929
East Germany,1982,-0.445506
East Germany,1983,-0.427886
East Germany,1984,-0.375259
East Germany,1985,-0.24693
East Germany,1986,-0.245945
East Germany,1987,-0.165754
East Germany,1988,0.100226
East Germany,1989,0.417351
East Germany,1990,0.732431
Ecuador,1949,0.802829
Ecuador,1950,0.839517
Ecuador,1951,0.868047
Ecuador,1952,0.894913
Ecuador,1953,0.910229
Ecuador,1954,0.926449
Ecuador,1955,0.939888
Ecuador,1956,0.941457
Ecuador,1957,0.95051
Ecuador,1958,0.95549
Ecuador,1959,0.945355
Ecuador,1960,0.941932
Ecuador,1961,0.936533
Ecuador,1962,0.929294
Ecuador,1963,0.91527
Ecuador,1964,0.898721
Ecuador,1965,0.879769
Ecuador,1966,0.860024
Ecuador,1967,0.829922
Ecuador,1968,0.804108
Ecuador,1969,0.766572
Ecuador,1970,0.724378
Ecuador,1971,0.678392
Ecuador,1972,0.625018
Ecuador,1973,0.559689
Ecuador,1974,0.500532
Ecuador,1975,0.420911
Ecuador,1976,0.338901
Ecuador,1977,0.22271
Ecuador,1978,0.198063
Ecuador,1979,0.261244
Ecuador,1980,0.252684
Ecuador,1981,0.205734
Ecuador,1982,0.222969
Ecuador,1983,0.060583
Ecuador,1984,-0.07997
Ecuador,1985,-0.335232
Ecuador,1986,-0.557654
Ecuador,1987,-0.632517
Ecuador,1988,-0.539313
Ecuador,1989,-0.365935
Ecuador,1990,-0.490892
Ecuador,1991,-0.398429
Ecuador,1992,-0.440445
Ecuador,1993,-0.340539
Ecuador,1994,-0.176645
Ecuador,1995,-0.15683
Ecuador,1996,-0.208614
Ecuador,1997,-0.317389
Ecuador,1998,-0.395628
Ecuador,1999,-0.503128
Ecuador,2000,-0.465059
Ecuador,2001,-0.548618
Ecuador,2002,-0.547284
Ecuador,2003,-0.595901
Ecuador,2004,-0.542037
Ecuador,2005,-0.510763
Ecuador,2006,-0.502317
Ecuador,2007,-0.457236
Ecuador,2008,-0.338071
Ecuador,2009,-0.247686
Ecuador,2010,-0.110824
Ecuador,2011,-0.152108
Ecuador,2012,-0.068291
Ecuador,2013,0.063492
Ecuador,2014,0.06511
Egypt,1949,-0.287447
Egypt,1950,-0.354182
Egypt,1951,-0.404298
Egypt,1952,-0.501593
Egypt,1953,-0.67331
Egypt,1954,-0.875948
Egypt,1955,-0.982654
Egypt,1956,-1.02339
Egypt,1957,-1.06701
Egypt,1958,-1.06438
Egypt,1959,-1.09543
Egypt,1960,-1.08852
Egypt,1961,-1.11009
Egypt,1962,-1.10433
Egypt,1963,-1.06558
Egypt,1964,-1.04233
Egypt,1965,-1.03786
Egypt,1966,-1.02888
Egypt,1967,-0.978495
Egypt,1968,-0.915579
Egypt,1969,-0.826896
Egypt,1970,-0.689065
Egypt,1971,-0.455509
Egypt,1972,-0.287363
Egypt,1973,-0.165267
Egypt,1974,-0.072291
Egypt,1975,-0.014007
Egypt,1976,0.082876
Egypt,1977,0.021306
Egypt,1978,-0.028582
Egypt,1979,-0.028818
Egypt,1980,-0.047249
Egypt,1981,-0.249202
Egypt,1982,-0.348575
Egypt,1983,-0.326002
Egypt,1984,-0.206592
Egypt,1985,-0.137061
Egypt,1986,-0.253075
Egypt,1987,-0.316122
Egypt,1988,-0.507705
Egypt,1989,-0.64289
Egypt,1990,-0.649048
Egypt,1991,-0.698296
Egypt,1992,-0.782323
Egypt,1993,-1.02074
Egypt,1994,-1.0958
Egypt,1995,-1.09891
Egypt,1996,-1.01612
Egypt,1997,-0.970978
Egypt,1998,-0.771307
Egypt,1999,-0.772461
Egypt,2000,-0.752317
Egypt,2001,-0.882626
Egypt,2002,-0.98154
Egypt,2003,-1.02948
Egypt,2004,-1.05283
Egypt,2005,-1.09221
Egypt,2006,-1.07156
Egypt,2007,-0.985975
Egypt,2008,-1.02274
Egypt,2009,-1.05586
Egypt,2010,-1.14949
Egypt,2011,-1.25403
Egypt,2012,-1.12879
Egypt,2013,-1.33852
Egypt,2014,-1.41704
El Salvador,1949,0.603419
El Salvador,1950,0.631751
El Salvador,1951,0.653719
El Salvador,1952,0.66908
El Salvador,1953,0.677182
El Salvador,1954,0.675253
El Salvador,1955,0.675335
El Salvador,1956,0.660527
El Salvador,1957,0.64698
El Salvador,1958,0.630409
El Salvador,1959,0.597005
El Salvador,1960,0.565084
El Salvador,1961,0.523544
El Salvador,1962,0.458339
El Salvador,1963,0.387472
El Salvador,1964,0.308694
El Salvador,1965,0.207845
El Salvador,1966,0.097923
El Salvador,1967,-0.049131
El Salvador,1968,-0.207688
El Salvador,1969,-0.400596
El Salvador,1970,-0.643047
El Salvador,1971,-0.790807
El Salvador,1972,-0.888203
El Salvador,1973,-0.94796
El Salvador,1974,-0.988254
El Salvador,1975,-1.0184
El Salvador,1976,-1.05672
El Salvador,1977,-1.29691
El Salvador,1978,-1.55305
El Salvador,1979,-1.68582
El Salvador,1980,-2.0092
El Salvador,1981,-2.16102
El Salvador,1982,-2.21612
El Salvador,1983,-2.22696
El Salvador,1984,-2.17977
El Salvador,1985,-2.03668
El Salvador,1986,-2.01456
El Salvador,1987,-1.91444
El Salvador,1988,-1.9328
El Salvador,1989,-1.80643
El Salvador,1990,-1.58506
El Salvador,1991,-1.40645
El Salvador,1992,-1.06977
El Salvador,1993,-0.712627
El Salvador,1994,-0.369621
El Salvador,1995,-0.064813
El Salvador,1996,0.010017
El Salvador,1997,0.13335
El Salvador,1998,0.170352
El Salvador,1999,-0.047869
El Salvador,2000,-0.008411
El Salvador,2001,0.2077
El Salvador,2002,0.190294
El Salvador,2003,-0.09537
El Salvador,2004,-0.150266
El Salvador,2005,-0.207059
El Salvador,2006,-0.3423
El Salvador,2007,-0.380436
El Salvador,2008,-0.28942
El Salvador,2009,-0.253303
El Salvador,2010,-0.244265
El Salvador,2011,-0.260107
El Salvador,2012,-0.233604
El Salvador,2013,-0.308426
El Salvador,2014,-0.297847
Equatorial Guinea,1968,-1.55134
Equatorial Guinea,1969,-2.05975
Equatorial Guinea,1970,-2.34428
Equatorial Guinea,1971,-2.52439
Equatorial Guinea,1972,-2.59482
Equatorial Guinea,1973,-2.62257
Equatorial Guinea,1974,-2.63452
Equatorial Guinea,1975,-2.56754
Equatorial Guinea,1976,-2.39541
Equatorial Guinea,1977,-2.28699
Equatorial Guinea,1978,-2.00842
Equatorial Guinea,1979,-1.59962
Equatorial Guinea,1980,-0.843533
Equatorial Guinea,1981,-0.22129
Equatorial Guinea,1982,0.10317
Equatorial Guinea,1983,0.349478
Equatorial Guinea,1984,0.414209
Equatorial Guinea,1985,0.470105
Equatorial Guinea,1986,0.427926
Equatorial Guinea,1987,0.284798
Equatorial Guinea,1988,0.182193
Equatorial Guinea,1989,0.03067
Equatorial Guinea,1990,-0.256683
Equatorial Guinea,1991,-0.535665
Equatorial Guinea,1992,-0.692627
Equatorial Guinea,1993,-0.799206
Equatorial Guinea,1994,-0.924664
Equatorial Guinea,1995,-0.90264
Equatorial Guinea,1996,-0.762258
Equatorial Guinea,1997,-0.656392
Equatorial Guinea,1998,-0.6143
Equatorial Guinea,1999,-0.527909
Equatorial Guinea,2000,-0.433272
Equatorial Guinea,2001,-0.443544
Equatorial Guinea,2002,-0.474624
Equatorial Guinea,2003,-0.462723
Equatorial Guinea,2004,-0.590128
Equatorial Guinea,2005,-0.678253
Equatorial Guinea,2006,-0.665878
Equatorial Guinea,2007,-0.655743
Equatorial Guinea,2008,-0.721214
Equatorial Guinea,2009,-0.707543
Equatorial Guinea,2010,-0.733817
Equatorial Guinea,2011,-0.541117
Equatorial Guinea,2012,-0.537621
Equatorial Guinea,2013,-0.518884
Equatorial Guinea,2014,-0.500428
Eritrea,1993,0.84696
Eritrea,1994,0.851243
Eritrea,1995,0.754518
Eritrea,1996,0.483325
Eritrea,1997,0.092408
Eritrea,1998,-0.289738
Eritrea,1999,-0.400837
Eritrea,2000,-0.284343
Eritrea,2001,-0.344652
Eritrea,2002,-0.321449
Eritrea,2003,-0.572679
Eritrea,2004,-0.7378
Eritrea,2005,-0.882547
Eritrea,2006,-1.1161
Eritrea,2007,-1.21067
Eritrea,2008,-1.27629
Eritrea,2009,-1.3023
Eritrea,2010,-1.39746
Eritrea,2011,-1.41502
Eritrea,2012,-1.36916
Eritrea,2013,-1.2864
Eritrea,2014,-1.18919
Estonia,1985,-0.405765
Estonia,1986,-0.409952
Estonia,1987,-0.381206
Estonia,1988,-0.311686
Estonia,1989,-0.165675
Estonia,1990,0.064752
Estonia,1991,0.32442
Estonia,1992,0.589769
Estonia,1993,0.736106
Estonia,1994,0.920604
Estonia,1995,1.08687
Estonia,1996,1.04276
Estonia,1997,1.04656
Estonia,1998,1.20617
Estonia,1999,1.31704
Estonia,2000,1.34862
Estonia,2001,1.23995
Estonia,2002,1.07007
Estonia,2003,1.17549
Estonia,2004,1.15377
Estonia,2005,1.15955
Estonia,2006,1.17891
Estonia,2007,1.04797
Estonia,2008,1.1735
Estonia,2009,1.3302
Estonia,2010,1.4047
Estonia,2011,1.47639
Estonia,2012,1.56774
Estonia,2013,1.58734
Estonia,2014,1.59102
Ethiopia,1949,0.295717
Ethiopia,1950,0.308548
Ethiopia,1951,0.302863
Ethiopia,1952,0.279248
Ethiopia,1953,0.239274
Ethiopia,1954,0.181533
Ethiopia,1955,0.117093
Ethiopia,1956,0.032172
Ethiopia,1957,-0.07259
Ethiopia,1958,-0.206526
Ethiopia,1959,-0.373911
Ethiopia,1960,-0.597141
Ethiopia,1961,-0.848559
Ethiopia,1962,-0.959728
Ethiopia,1963,-1.03121
Ethiopia,1964,-1.06795
Ethiopia,1965,-1.08262
Ethiopia,1966,-1.09736
Ethiopia,1967,-1.10603
Ethiopia,1968,-1.11196
Ethiopia,1969,-1.13515
Ethiopia,1970,-1.16203
Ethiopia,1971,-1.21291
Ethiopia,1972,-1.30831
Ethiopia,1973,-1.49646
Ethiopia,1974,-1.84325
Ethiopia,1975,-2.03572
Ethiopia,1976,-2.16685
Ethiopia,1977,-2.22367
Ethiopia,1978,-2.2433
Ethiopia,1979,-2.02631
Ethiopia,1980,-1.84396
Ethiopia,1981,-1.7126
Ethiopia,1982,-1.67224
Ethiopia,1983,-1.65541
Ethiopia,1984,-1.61916
Ethiopia,1985,-1.64355
Ethiopia,1986,-1.72364
Ethiopia,1987,-1.75369
Ethiopia,1988,-1.77085
Ethiopia,1989,-1.72414
Ethiopia,1990,-1.69833
Ethiopia,1991,-1.53177
Ethiopia,1992,-1.13202
Ethiopia,1993,-1.0564
Ethiopia,1994,-1.1927
Ethiopia,1995,-1.08208
Ethiopia,1996,-0.900696
Ethiopia,1997,-0.860825
Ethiopia,1998,-0.943805
Ethiopia,1999,-1.04561
Ethiopia,2000,-1.0298
Ethiopia,2001,-1.05062
Ethiopia,2002,-1.27887
Ethiopia,2003,-1.39255
Ethiopia,2004,-1.42539
Ethiopia,2005,-1.40502
Ethiopia,2006,-1.37094
Ethiopia,2007,-1.38051
Ethiopia,2008,-1.22978
Ethiopia,2009,-1.07443
Ethiopia,2010,-1.04942
Ethiopia,2011,-1.00758
Ethiopia,2012,-0.969849
Ethiopia,2013,-0.817249
Ethiopia,2014,-0.778795
Fiji,1970,1.25692
Fiji,1971,1.32899
Fiji,1972,1.39584
Fiji,1973,1.46156
Fiji,1974,1.52093
Fiji,1975,1.57814
Fiji,1976,1.62808
Fiji,1977,1.68497
Fiji,1978,1.74046
Fiji,1979,1.78782
Fiji,1980,1.8333
Fiji,1981,1.86756
Fiji,1982,1.84776
Fiji,1983,1.77936
Fiji,1984,1.64173
Fiji,1985,1.4295
Fiji,1986,1.05483
Fiji,1987,0.394032
Fiji,1988,0.566771
Fiji,1989,0.738769
Fiji,1990,0.779125
Fiji,1991,0.954783
Fiji,1992,1.09238
Fiji,1993,1.21028
Fiji,1994,1.3163
Fiji,1995,1.32698
Fiji,1996,1.24541
Fiji,1997,1.15531
Fiji,1998,1.01264
Fiji,1999,0.783328
Fiji,2000,0.349488
Fiji,2001,0.325751
Fiji,2002,0.472822
Fiji,2003,0.537652
Fiji,2004,0.562488
Fiji,2005,0.559668
Fiji,2006,0.350426
Fiji,2007,0.217086
Fiji,2008,0.338695
Fiji,2009,0.381033
Fiji,2010,0.383269
Fiji,2011,0.351591
Fiji,2012,0.37666
Fiji,2013,0.37586
Fiji,2014,0.385479
Finland,1949,1.16606
Finland,1950,1.22903
Finland,1951,1.29537
Finland,1952,1.35308
Finland,1953,1.41095
Finland,1954,1.46008
Finland,1955,1.50969
Finland,1956,1.55451
Finland,1957,1.59943
Finland,1958,1.64117
Finland,1959,1.66995
Finland,1960,1.70931
Finland,1961,1.7438
Finland,1962,1.77293
Finland,1963,1.80602
Finland,1964,1.83901
Finland,1965,1.8704
Finland,1966,1.90192
Finland,1967,1.92944
Finland,1968,1.95353
Finland,1969,1.97588
Finland,1970,1.99915
Finland,1971,2.0311
Finland,1972,2.04748
Finland,1973,2.07182
Finland,1974,2.08903
Finland,1975,2.10765
Finland,1976,2.13052
Finland,1977,2.14954
Finland,1978,2.15561
Finland,1979,2.16026
Finland,1980,2.16839
Finland,1981,2.16445
Finland,1982,2.11598
Finland,1983,2.03513
Finland,1984,1.9262
Finland,1985,1.74555
Finland,1986,1.62588
Finland,1987,1.5478
Finland,1988,1.59947
Finland,1989,1.95199
Finland,1990,2.20414
Finland,1991,2.39431
Finland,1992,2.54732
Finland,1993,2.66394
Finland,1994,2.74935
Finland,1995,2.81933
Finland,1996,2.85806
Finland,1997,2.8639
Finland,1998,2.84431
Finland,1999,2.79373
Finland,2000,2.71128
Finland,2001,2.61061
Finland,2002,2.48469
Finland,2003,2.32781
Finland,2004,2.22778
Finland,2005,2.08752
Finland,2006,1.98924
Finland,2007,1.93465
Finland,2008,1.91604
Finland,2009,1.91884
Finland,2010,1.96207
Finland,2011,2.047
Finland,2012,2.07935
Finland,2013,2.08575
Finland,2014,2.0836
France,1949,0.571618
France,1950,0.601694
France,1951,0.624207
France,1952,0.633796
France,1953,0.638171
France,1954,0.635016
France,1955,0.62592
France,1956,0.609795
France,1957,0.586584
France,1958,0.550396
France,1959,0.505576
France,1960,0.44286
France,1961,0.434499
France,1962,0.42202
France,1963,0.457877
France,1964,0.534127
France,1965,0.605014
France,1966,0.671382
France,1967,0.726319
France,1968,0.785456
France,1969,0.829838
France,1970,0.876356
France,1971,0.914431
France,1972,0.952577
France,1973,0.991385
France,1974,1.02302
France,1975,1.04458
France,1976,1.07285
France,1977,1.08256
France,1978,1.09137
France,1979,1.10447
France,1980,1.12546
France,1981,1.16376
France,1982,1.12458
France,1983,1.10034
France,1984,1.07313
France,1985,1.03261
France,1986,1.02587
France,1987,0.898175
France,1988,0.874286
France,1989,0.987534
France,1990,1.1903
France,1991,1.38264
France,1992,1.44818
France,1993,1.29026
France,1994,1.21928
France,1995,1.03719
France,1996,1.02802
France,1997,1.02369
France,1998,0.86971
France,1999,0.707112
France,2000,0.701948
France,2001,0.625554
France,2002,0.529675
France,2003,0.397417
France,2004,0.457784
France,2005,0.556992
France,2006,0.626693
France,2007,0.701749
France,2008,0.824052
France,2009,0.963078
France,2010,1.04573
France,2011,1.10715
France,2012,1.18628
France,2013,1.30073
France,2014,1.29703
Gabon,1960,1.01258
Gabon,1961,1.06242
Gabon,1962,1.10184
Gabon,1963,1.1457
Gabon,1964,1.18409
Gabon,1965,1.21724
Gabon,1966,1.25485
Gabon,1967,1.28697
Gabon,1968,1.31778
Gabon,1969,1.3404
Gabon,1970,1.3703
Gabon,1971,1.39221
Gabon,1972,1.41686
Gabon,1973,1.43388
Gabon,1974,1.45433
Gabon,1975,1.4707
Gabon,1976,1.4822
Gabon,1977,1.45614
Gabon,1978,1.3968
Gabon,1979,1.30585
Gabon,1980,1.0918
Gabon,1981,0.881595
Gabon,1982,0.67695
Gabon,1983,0.606638
Gabon,1984,0.613636
Gabon,1985,0.734373
Gabon,1986,0.922126
Gabon,1987,0.851289
Gabon,1988,0.562504
Gabon,1989,0.613451
Gabon,1990,0.474743
Gabon,1991,0.414962
Gabon,1992,0.323467
Gabon,1993,0.053816
Gabon,1994,-0.111951
Gabon,1995,0.249578
Gabon,1996,0.374774
Gabon,1997,0.418972
Gabon,1998,0.504153
Gabon,1999,0.557193
Gabon,2000,0.615632
Gabon,2001,0.541666
Gabon,2002,0.537552
Gabon,2003,0.466385
Gabon,2004,0.289486
Gabon,2005,0.011034
Gabon,2006,-0.092006
Gabon,2007,-0.031001
Gabon,2008,-0.01039
Gabon,2009,0.065131
Gabon,2010,0.225159
Gabon,2011,0.302721
Gabon,2012,0.324073
Gabon,2013,0.327833
Gabon,2014,0.321965
Gambia,1965,0.957059
Gambia,1966,1.00398
Gambia,1967,1.05487
Gambia,1968,1.09835
Gambia,1969,1.14233
Gambia,1970,1.17639
Gambia,1971,1.20798
Gambia,1972,1.23385
Gambia,1973,1.26736
Gambia,1974,1.29545
Gambia,1975,1.327
Gambia,1976,1.34109
Gambia,1977,1.36305
Gambia,1978,1.34507
Gambia,1979,1.27575
Gambia,1980,1.14902
Gambia,1981,1.05206
Gambia,1982,0.938564
Gambia,1983,1.01093
Gambia,1984,1.03596
Gambia,1985,1.04687
Gambia,1986,1.04012
Gambia,1987,0.912444
Gambia,1988,1.06198
Gambia,1989,1.20107
Gambia,1990,1.21929
Gambia,1991,1.22209
Gambia,1992,1.20272
Gambia,1993,0.971344
Gambia,1994,0.490252
Gambia,1995,0.215496
Gambia,1996,0.300662
Gambia,1997,0.347951
Gambia,1998,0.402925
Gambia,1999,0.309296
Gambia,2000,0.093449
Gambia,2001,0.109604
Gambia,2002,0.320172
Gambia,2003,0.329076
Gambia,2004,0.271527
Gambia,2005,0.110316
Gambia,2006,-0.24559
Gambia,2007,-0.262044
Gambia,2008,-0.223909
Gambia,2009,-0.369977
Gambia,2010,-0.473904
Gambia,2011,-0.548887
Gambia,2012,-0.544628
Gambia,2013,-0.531408
Gambia,2014,-0.504878
Georgia,1991,-1.05513
Georgia,1992,-1.20143
Georgia,1993,-1.28148
Georgia,1994,-1.02194
Georgia,1995,-0.805332
Georgia,1996,-0.800719
Georgia,1997,-0.885545
Georgia,1998,-0.957309
Georgia,1999,-0.720088
Georgia,2000,-0.457604
Georgia,2001,-0.49977
Georgia,2002,-0.493366
Georgia,2003,-0.517078
Georgia,2004,-0.508442
Georgia,2005,-0.446562
Georgia,2006,-0.489572
Georgia,2007,-0.486843
Georgia,2008,-0.446526
Georgia,2009,-0.238102
Georgia,2010,-0.307332
Georgia,2011,-0.231526
Georgia,2012,-0.097292
Georgia,2013,0.081178
Georgia,2014,0.083582
Germany,1990,1.57355
Germany,1991,1.58847
Germany,1992,1.42894
Germany,1993,1.30527
Germany,1994,1.1741
Germany,1995,1.08554
Germany,1996,1.22559
Germany,1997,1.26899
Germany,1998,1.25659
Germany,1999,1.08894
Germany,2000,1.12521
Germany,2001,0.924873
Germany,2002,0.924375
Germany,2003,0.847651
Germany,2004,0.929931
Germany,2005,1.25512
Germany,2006,1.52933
Germany,2007,1.67071
Germany,2008,1.71155
Germany,2009,1.80427
Germany,2010,1.8171
Germany,2011,1.85783
Germany,2012,1.92624
Germany,2013,1.97088
Germany,2014,1.97856
Ghana,1957,0.589456
Ghana,1958,0.617155
Ghana,1959,0.629093
Ghana,1960,0.638855
Ghana,1961,0.647085
Ghana,1962,0.640309
Ghana,1963,0.631115
Ghana,1964,0.606124
Ghana,1965,0.579796
Ghana,1966,0.542914
Ghana,1967,0.508059
Ghana,1968,0.523672
Ghana,1969,0.527059
Ghana,1970,0.527703
Ghana,1971,0.526865
Ghana,1972,0.501545
