Entity,Year,Oil production (The Shift Project Data Portal (2014)),Other Renewables (The Shift Project Data Portal (2014))
World,1945,351.964,0.007910576
World,1946,374.392,0.020550301
World,1947,412.428,0.057781599
World,1948,466.799,0.075408426
World,1949,464.122,0.090799656
World,1950,520.686,0.10988822
World,1951,590.476,0.136285469
World,1952,620.662,0.158125537
World,1953,656.278,0.161650903
World,1954,687.076,0.161736887
World,1955,770.033,0.159845228
World,1956,837.993,0.152966466
World,1957,883.127,0.155803955
World,1958,905.243,0.165950129
World,1959,976.858,0.17927773
World,1960,1052.523,0.19828031
World,1961,1120.326,0.238177128
World,1962,1215.277,0.252536543
World,1963,1303.873,0.288564058
World,1964,1408.146,0.321152193
World,1965,1510.753,0.340412726
World,1966,1639.315,0.350472915
World,1967,1760.558,0.371883061
World,1968,1922.575,0.37661221
World,1969,2069.273,0.413671539
World,1970,2275.601,0.408340499
World,1971,2414.085,0.399484093
World,1972,2548.058,0.471195185
World,1973,2780.383,0.521582115
World,1974,2790.03,0.594239037
World,1975,2648.836,0.682459157
World,1976,2873.32,0.741874463
World,1977,2976.959,0.764144454
World,1978,3009.899,0.723559759
World,1979,3125.15,0.941788478
World,1980,3243.79132,4.556580296
World,1981,3072.189727,5.085212003
World,1982,2945.242316,7.097195446
World,1983,2936.610544,8.762177435
World,1984,3019.524611,11.12674772
World,1985,2998.902752,11.83738853
World,1986,3119.43928,11.81245092
World,1987,3148.106435,12.9948925
World,1988,3264.445209,13.38733108
World,1989,3321.43882,17.75054332
World,1990,3367.920268,19.0360439
World,1991,3363.037629,20.68467156
World,1992,3373.837929,21.44425191
World,1993,3401.657818,22.00879096
World,1994,3475.942503,23.55727834
World,1995,3561.113223,24.51559223
World,1996,3646.755556,25.00450703
World,1997,3760.167679,27.55495015
World,1998,3833.964347,28.11851479
World,1999,3788.794307,29.05483398
World,2000,3928.918005,30.81754192
World,2001,3924.28416,33.05000223
World,2002,3891.85334,37.53257055
World,2003,4013.587107,42.48570283
World,2004,4188.684858,47.31911458
World,2005,4262.955268,53.84801071
World,2006,4260.618779,63.82614491
World,2007,4247.695224,77.33584622
World,2008,4304.170756,95.03115985
World,2009,4261.235118,107.7130554
World,2010,4443.001619,125.0489806
World,2011,4466.510258,141.4395805
World,2012,4579.089626,154.1113304
World,2013,4594.707237,173.5285971
World,2014,4700.998538,190.3208415
