Entity,Year,"Child mortality 1950-2017 (IHME, 2018)"
Ghana,1960,237.84
Ghana,1965,214.41
Ghana,1970,196.44
Ghana,1975,174.84
Ghana,1980,159.6
Ghana,1985,151.05
Ghana,1990,129.97
Ghana,1995,118.35
Ghana,2000,108.58
Ghana,2005,98.34
Ghana,2010,84.97
Ghana,2017,62.76
Greece,1950,66.94
Greece,1955,52.55
Greece,1960,46.53
Greece,1965,40.08
Greece,1970,33.89
Greece,1975,27.98
Greece,1980,21.57
Greece,1985,16.4
Greece,1990,11.38
Greece,1995,9.44
Greece,2000,6.86
Greece,2005,4.93
Greece,2010,4.65
Greece,2017,4.92
Greenland,1950,155.36
Greenland,1955,128.23
Greenland,1960,95.84
Greenland,1965,81.94
Greenland,1970,61.8
Greenland,1975,52.34
Greenland,1980,48.01
Greenland,1985,41.97
Greenland,1990,34.85
Greenland,1995,27.35
Greenland,2000,21.23
Greenland,2005,18.53
Greenland,2010,16.97
Greenland,2017,14.79
Grenada,1950,141.41
Grenada,1955,120.09
Grenada,1960,101.69
Grenada,1965,79.69
Grenada,1970,67.64
Grenada,1975,60.37
Grenada,1980,47.28
Grenada,1985,33.89
Grenada,1990,25.4
Grenada,1995,20.45
Grenada,2000,18.2
Grenada,2005,16.31
Grenada,2010,15.67
Grenada,2017,15.55
Guam,1950,52.6
Guam,1955,46.24
Guam,1960,38.48
Guam,1965,36.16
Guam,1970,30.86
Guam,1975,25.13
Guam,1980,18.23
Guam,1985,14.36
Guam,1990,13.13
Guam,1995,12.45
Guam,2000,12.24
Guam,2005,13.9
Guam,2010,14.79
Guam,2017,14.78
Guatemala,1950,271.77
Guatemala,1955,250.24
Guatemala,1960,222.62
Guatemala,1965,204.9
Guatemala,1970,182.66
Guatemala,1975,152.61
Guatemala,1980,130.22
Guatemala,1985,106.71
Guatemala,1990,82.27
Guatemala,1995,65.36
Guatemala,2000,53.67
Guatemala,2005,43.36
Guatemala,2010,35.41
Guatemala,2017,26.83
Guinea,1950,361.59
Guinea,1955,348.26
Guinea,1960,333.56
Guinea,1965,317.23
Guinea,1970,308.51
Guinea,1975,297.25
Guinea,1980,275.74
Guinea,1985,255.27
Guinea,1990,231.67
Guinea,1995,207.13
Guinea,2000,180.12
Guinea,2005,156.28
Guinea,2010,134.04
Guinea,2017,103.06
Guinea-Bissau,1950,459.14
Guinea-Bissau,1955,426.46
Guinea-Bissau,1960,392.78
Guinea-Bissau,1965,367.76
Guinea-Bissau,1970,336.22
Guinea-Bissau,1975,304.8
Guinea-Bissau,1980,279.37
Guinea-Bissau,1985,258.62
Guinea-Bissau,1990,226.74
Guinea-Bissau,1995,200.41
Guinea-Bissau,2000,175.59
Guinea-Bissau,2005,151.87
Guinea-Bissau,2010,112.62
Guinea-Bissau,2017,80.62
Guyana,1950,187.1
Guyana,1955,160.66
Guyana,1960,128.53
Guyana,1965,109.53
Guyana,1970,97.52
Guyana,1975,86.87
Guyana,1980,70.52
Guyana,1985,63.65
Guyana,1990,58.08
Guyana,1995,49.28
Guyana,2000,42.61
Guyana,2005,41.31
Guyana,2010,35.39
Guyana,2017,28.64
Haiti,1950,390.68
Haiti,1955,362.73
Haiti,1960,337.33
Haiti,1965,317.05
Haiti,1970,291.52
Haiti,1975,255.51
Haiti,1980,216.81
Haiti,1985,181.68
Haiti,1990,155.99
Haiti,1995,134.7
Haiti,2000,108.98
Haiti,2005,94.43
Haiti,2010,171.66
Haiti,2017,63.54
High SDI,1950,77.32
High SDI,1955,57.9
High SDI,1960,47.66
High SDI,1965,35.95
High SDI,1970,29.05
High SDI,1975,22
High SDI,1980,16.87
High SDI,1985,13.47
High SDI,1990,11.21
High SDI,1995,8.8
High SDI,2000,7.52
High SDI,2005,6.88
High SDI,2010,5.89
High SDI,2017,5.26
High-income,1950,73.9
High-income,1955,55.62
High-income,1960,47.53
High-income,1965,38.18
High-income,1970,31.86
High-income,1975,24.29
High-income,1980,18.1
High-income,1985,14.12
High-income,1990,12.1
High-income,1995,9.56
High-income,2000,8.25
High-income,2005,7.46
High-income,2010,6.48
High-income,2017,5.73
High-income North America,1950,39.31
High-income North America,1955,35.06
High-income North America,1960,34.03
High-income North America,1965,30.73
High-income North America,1970,26.41
High-income North America,1975,20.56
High-income North America,1980,16.62
High-income North America,1985,13.8
High-income North America,1990,11.99
High-income North America,1995,9.7
High-income North America,2000,8.98
High-income North America,2005,8.85
High-income North America,2010,7.7
High-income North America,2017,7.23
High-middle SDI,1950,170.1
High-middle SDI,1955,150.43
High-middle SDI,1960,209.46
High-middle SDI,1965,110.98
High-middle SDI,1970,91.2
High-middle SDI,1975,72.66
High-middle SDI,1980,58.24
High-middle SDI,1985,46.53
High-middle SDI,1990,38.44
High-middle SDI,1995,33.34
High-middle SDI,2000,27.76
High-middle SDI,2005,21.24
High-middle SDI,2010,16.55
High-middle SDI,2017,11.54
Honduras,1950,250.37
Honduras,1955,215.23
Honduras,1960,190.55
Honduras,1965,166.09
Honduras,1970,138.42
Honduras,1975,117.78
Honduras,1980,92.58
Honduras,1985,74.46
Honduras,1990,57.41
Honduras,1995,48.41
Honduras,2000,38.78
Honduras,2005,31.05
Honduras,2010,23.67
Honduras,2017,15.92
Hungary,1950,110.67
Hungary,1955,72.55
Hungary,1960,58.13
Hungary,1965,48.59
Hungary,1970,43.94
Hungary,1975,39.99
Hungary,1980,27.27
Hungary,1985,25.27
Hungary,1990,18.99
Hungary,1995,13.57
Hungary,2000,11.47
Hungary,2005,8.19
Hungary,2010,6.27
Hungary,2017,5.23
Iceland,1950,33.23
Iceland,1955,27.84
Iceland,1960,24.65
Iceland,1965,22.01
Iceland,1970,18.05
Iceland,1975,14.89
Iceland,1980,10.86
Iceland,1985,8.47
Iceland,1990,7.19
Iceland,1995,7.15
Iceland,2000,4.43
Iceland,2005,3.53
Iceland,2010,2.94
Iceland,2017,2.46
India,1950,273.89
India,1955,243.79
India,1960,247.99
India,1965,250.85
India,1970,206.38
India,1975,186.27
India,1980,155.91
India,1985,130.69
India,1990,108.79
India,1995,92.72
India,2000,80.25
India,2005,67.93
India,2010,56.32
India,2017,40.83
Indonesia,1950,309.98
Indonesia,1955,281.86
Indonesia,1960,245.55
Indonesia,1965,217.59
Indonesia,1970,186.71
Indonesia,1975,159.43
Indonesia,1980,136.1
Indonesia,1985,114.93
Indonesia,1990,93.33
Indonesia,1995,73.53
Indonesia,2000,59.09
Indonesia,2005,47.65
Indonesia,2010,39.78
Indonesia,2017,29.15
Iran,1950,469.96
Iran,1955,441.47
Iran,1960,392.89
Iran,1965,330.78
Iran,1970,246.5
Iran,1975,157.05
Iran,1980,110.13
Iran,1985,84.65
Iran,1990,69.83
Iran,1995,53.06
Iran,2000,43.61
Iran,2005,35.8
Iran,2010,29.57
Iran,2017,15.91
Iraq,1950,244.01
Iraq,1955,210.54
Iraq,1960,185.96
Iraq,1965,159.75
Iraq,1970,135.42
Iraq,1975,108.23
Iraq,1980,83.66
Iraq,1985,71.89
Iraq,1990,56.22
Iraq,1995,53.21
Iraq,2000,44.4
Iraq,2005,39.89
Iraq,2010,33.14
Iraq,2017,25.65
Ireland,1950,57.73
Ireland,1955,46.35
Ireland,1960,37.4
Ireland,1965,31.04
Ireland,1970,24.67
Ireland,1975,21.93
Ireland,1980,15.06
Ireland,1985,11.44
Ireland,1990,10.51
Ireland,1995,8.14
Ireland,2000,7.83
Ireland,2005,5.28
Ireland,2010,4.71
Ireland,2017,3.73
Israel,1950,44.54
Israel,1955,48.37
Israel,1960,39.52
Israel,1965,33.88
Israel,1970,28.76
Israel,1975,29.11
Israel,1980,19.34
Israel,1985,14.77
Israel,1990,12.49
Israel,1995,8.98
Israel,2000,7.3
Israel,2005,5.93
Israel,2010,4.87
Israel,2017,3.85
Italy,1950,84.3
Italy,1955,64.99
Italy,1960,56.37
Italy,1965,44.76
Italy,1970,36.52
Italy,1975,25.87
Italy,1980,18.59
Italy,1985,13.34
Italy,1990,10.4
Italy,1995,7.96
Italy,2000,5.76
Italy,2005,4.84
Italy,2010,4.21
Italy,2017,3.5
Jamaica,1950,154.61
Jamaica,1955,123.63
Jamaica,1960,101.35
Jamaica,1965,80.33
Jamaica,1970,67.7
Jamaica,1975,52.86
Jamaica,1980,40.92
Jamaica,1985,32.87
Jamaica,1990,28.18
Jamaica,1995,25.15
Jamaica,2000,21.37
Jamaica,2005,18.06
Jamaica,2010,17.5
Jamaica,2017,15.6
Japan,1950,97.75
Japan,1955,58.74
Japan,1960,42.81
Japan,1965,26.3
Japan,1970,19.47
Japan,1975,14.26
Japan,1980,10.88
Japan,1985,8.15
Japan,1990,7
Japan,1995,6.35
Japan,2000,4.81
Japan,2005,4.03
Japan,2010,3.42
Japan,2017,2.76
Jordan,1950,170.72
Jordan,1955,158.89
Jordan,1960,135.31
Jordan,1965,109.42
Jordan,1970,88.33
Jordan,1975,74.33
Jordan,1980,55.55
Jordan,1985,42.46
Jordan,1990,35.18
Jordan,1995,31.11
Jordan,2000,28.04
Jordan,2005,22.75
Jordan,2010,18.87
Jordan,2017,14.91
Kazakhstan,1950,144.99
Kazakhstan,1955,125.76
Kazakhstan,1960,104.17
Kazakhstan,1965,85.11
Kazakhstan,1970,68.73
Kazakhstan,1975,61.46
Kazakhstan,1980,55.56
Kazakhstan,1985,48.64
Kazakhstan,1990,42.67
Kazakhstan,1995,44.54
Kazakhstan,2000,39.76
Kazakhstan,2005,31.96
Kazakhstan,2010,24.68
Kazakhstan,2017,15.82
Kenya,1950,250.95
Kenya,1955,218.43
Kenya,1960,187.08
Kenya,1965,166.09
Kenya,1970,152.09
Kenya,1975,133.78
Kenya,1980,115.67
Kenya,1985,104.89
Kenya,1990,101.08
Kenya,1995,102.56
Kenya,2000,93.77
Kenya,2005,76.7
Kenya,2010,61.55
Kenya,2017,48.15
Kiribati,1950,212.14
Kiribati,1955,198.45
Kiribati,1960,178.5
Kiribati,1965,156.58
Kiribati,1970,136.19
Kiribati,1975,109.58
Kiribati,1980,97.33
Kiribati,1985,95.2
Kiribati,1990,88.17
Kiribati,1995,78.55
Kiribati,2000,69.69
Kiribati,2005,62.83
Kiribati,2010,55.54
Kiribati,2017,45.25
Kuwait,1950,112.2
Kuwait,1955,96.11
Kuwait,1960,71.1
Kuwait,1965,59.15
Kuwait,1970,53.06
Kuwait,1975,51.24
Kuwait,1980,37.24
Kuwait,1985,24.75
Kuwait,1990,21.19
Kuwait,1995,14.31
Kuwait,2000,12.09
Kuwait,2005,11.62
Kuwait,2010,11.78
Kuwait,2017,8.36
Kyrgyzstan,1950,264.48
Kyrgyzstan,1955,226.1
Kyrgyzstan,1960,188.2
Kyrgyzstan,1965,155.32
Kyrgyzstan,1970,125.43
Kyrgyzstan,1975,109.74
Kyrgyzstan,1980,94.84
Kyrgyzstan,1985,81.46
Kyrgyzstan,1990,66.11
Kyrgyzstan,1995,57.1
Kyrgyzstan,2000,49.19
Kyrgyzstan,2005,42.58
Kyrgyzstan,2010,29.84
Kyrgyzstan,2017,22.07
Laos,1950,395.89
Laos,1955,378.94
Laos,1960,360.55
Laos,1965,336.95
Laos,1970,309.3
Laos,1975,275.86
Laos,1980,249
Laos,1985,215.93
Laos,1990,196.11
Laos,1995,174.48
Laos,2000,148.9
Laos,2005,120.66
Laos,2010,92.02
Laos,2017,63.44
Latin America and the Caribbean,1950,251.85
Latin America and the Caribbean,1955,221.51
Latin America and the Caribbean,1960,192.84
Latin America and the Caribbean,1965,166.83
Latin America and the Caribbean,1970,147.93
Latin America and the Caribbean,1975,123.51
Latin America and the Caribbean,1980,101.41
Latin America and the Caribbean,1985,80.72
Latin America and the Caribbean,1990,62.33
Latin America and the Caribbean,1995,49.25
Latin America and the Caribbean,2000,39
Latin America and the Caribbean,2005,31.84
Latin America and the Caribbean,2010,28.83
Latin America and the Caribbean,2017,20.4
Latvia,1950,51.84
Latvia,1955,44.11
Latvia,1960,36.28
Latvia,1965,27.52
Latvia,1970,25.15
Latvia,1975,28.02
Latvia,1980,24.06
Latvia,1985,19.43
Latvia,1990,19.01
Latvia,1995,20.96
Latvia,2000,14.72
Latvia,2005,11.35
Latvia,2010,8.38
Latvia,2017,5.54
Lebanon,1950,128.32
Lebanon,1955,115.69
Lebanon,1960,98.84
Lebanon,1965,80.35
Lebanon,1970,66.42
Lebanon,1975,61.74
Lebanon,1980,43.89
Lebanon,1985,41.24
Lebanon,1990,29.89
Lebanon,1995,23.36
Lebanon,2000,17.26
Lebanon,2005,13.11
Lebanon,2010,10.21
Lebanon,2017,7.81
Lesotho,1950,180.32
Lesotho,1955,172.07
Lesotho,1960,161.67
Lesotho,1965,160.2
Lesotho,1970,150.04
Lesotho,1975,132.11
Lesotho,1980,110.19
Lesotho,1985,99.29
Lesotho,1990,94.48
Lesotho,1995,96.4
Lesotho,2000,107.35
Lesotho,2005,115.88
Lesotho,2010,92.66
Lesotho,2017,76.76
Liberia,1950,428.84
Liberia,1955,404.79
Liberia,1960,381.5
Liberia,1965,348.79
Liberia,1970,310.4
Liberia,1975,277.82
Liberia,1980,250.96
Liberia,1985,236.13
Liberia,1990,232.06
Liberia,1995,224.84
Liberia,2000,177.89
Liberia,2005,122.17
Liberia,2010,98.28
Liberia,2017,78.9
Libya,1950,382.43
Libya,1955,301.9
Libya,1960,237.24
Libya,1965,169.65
Libya,1970,113.84
Libya,1975,83.02
Libya,1980,62.47
Libya,1985,49.91
Libya,1990,41.67
Libya,1995,33.35
Libya,2000,27.95
Libya,2005,22.55
Libya,2010,17.68
Libya,2017,14.6
Lithuania,1950,85.61
Lithuania,1955,74.79
Lithuania,1960,51.67
Lithuania,1965,33.24
Lithuania,1970,25.54
Lithuania,1975,26.23
Lithuania,1980,22.02
Lithuania,1985,19.55
Lithuania,1990,15.97
Lithuania,1995,16.27
Lithuania,2000,11.88
Lithuania,2005,9.59
Lithuania,2010,6.26
Lithuania,2017,5.17
Low SDI,1950,333.68
Low SDI,1955,304.58
Low SDI,1960,295.81
Low SDI,1965,284.02
Low SDI,1970,255.68
Low SDI,1975,234.11
Low SDI,1980,209.99
Low SDI,1985,188.01
Low SDI,1990,163.81
Low SDI,1995,144.73
Low SDI,2000,125.83
Low SDI,2005,105.68
Low SDI,2010,89.55
Low SDI,2017,67.25
Low-middle SDI,1950,295.59
Low-middle SDI,1955,270.93
Low-middle SDI,1960,306.3
Low-middle SDI,1965,236.72
Low-middle SDI,1970,207.3
Low-middle SDI,1975,184.06
Low-middle SDI,1980,157.1
Low-middle SDI,1985,136.21
Low-middle SDI,1990,117.76
Low-middle SDI,1995,107.01
Low-middle SDI,2000,97.28
Low-middle SDI,2005,85.44
Low-middle SDI,2010,72.09
Low-middle SDI,2017,55.63
Luxembourg,1950,62.07
Luxembourg,1955,53
Luxembourg,1960,42.57
Luxembourg,1965,32.58
Luxembourg,1970,25.35
Luxembourg,1975,18.48
Luxembourg,1980,14.89
Luxembourg,1985,12.46
Luxembourg,1990,9.89
Luxembourg,1995,6.81
Luxembourg,2000,5.3
Luxembourg,2005,3.87
Luxembourg,2010,3.07
Luxembourg,2017,2.37
Macedonia,1950,218.71
Macedonia,1955,239.37
Macedonia,1960,180.37
Macedonia,1965,142.9
Macedonia,1970,103.33
Macedonia,1975,74.93
Macedonia,1980,57.78
Macedonia,1985,49.63
Macedonia,1990,37.02
Macedonia,1995,26.15
Macedonia,2000,16.11
Macedonia,2005,14.34
Macedonia,2010,10.18
Macedonia,2017,10.22
Madagascar,1950,230.83
Madagascar,1955,218.25
Madagascar,1960,210.24
Madagascar,1965,201.58
Madagascar,1970,190.58
Madagascar,1975,177.42
Madagascar,1980,173.21
Madagascar,1985,173.32
Madagascar,1990,154.12
Madagascar,1995,135.18
Madagascar,2000,115.31
Madagascar,2005,97.82
Madagascar,2010,92.45
Madagascar,2017,78.11
Malawi,1950,427.96
Malawi,1955,410.26
Malawi,1960,390.01
Malawi,1965,370.81
Malawi,1970,345.5
Malawi,1975,308.87
Malawi,1980,273.65
Malawi,1985,249.71
Malawi,1990,228.67
Malawi,1995,199.05
Malawi,2000,165.25
Malawi,2005,125.08
Malawi,2010,97.81
Malawi,2017,70.85
Malaysia,1950,163.27
Malaysia,1955,127.65
Malaysia,1960,110.69
Malaysia,1965,76.04
Malaysia,1970,64.24
Malaysia,1975,48.71
Malaysia,1980,35.74
Malaysia,1985,26.74
Malaysia,1990,19.15
Malaysia,1995,14.4
Malaysia,2000,10.13
Malaysia,2005,8.77
Malaysia,2010,7.89
Malaysia,2017,7.79
Maldives,1950,427.24
Maldives,1955,374.6
Maldives,1960,319.66
Maldives,1965,265.93
Maldives,1970,215.09
Maldives,1975,174.62
Maldives,1980,137.78
Maldives,1985,96.47
Maldives,1990,67.59
Maldives,1995,46.74
Maldives,2000,31.71
Maldives,2005,20.61
Maldives,2010,13.93
Maldives,2017,8.47
Mali,1950,428.39
Mali,1955,409.6
Mali,1960,391.61
Mali,1965,380.03
Mali,1970,361.91
Mali,1975,334.92
Mali,1980,297.58
Mali,1985,268.5
Mali,1990,240.55
Mali,1995,221.59
Mali,2000,199.04
Mali,2005,172.08
Mali,2010,150.67
Mali,2017,127.42
Malta,1950,110.99
Malta,1955,62.89
Malta,1960,44.44
Malta,1965,39.16
Malta,1970,30.79
Malta,1975,23.12
Malta,1980,18.32
Malta,1985,15.59
Malta,1990,12.52
Malta,1995,10.73
Malta,2000,8.59
Malta,2005,7.6
Malta,2010,7.33
Malta,2017,6.56
Marshall Islands,1950,154.59
Marshall Islands,1955,132.7
Marshall Islands,1960,110.81
Marshall Islands,1965,92.65
Marshall Islands,1970,76.68
Marshall Islands,1975,61.64
Marshall Islands,1980,50.27
Marshall Islands,1985,42.44
Marshall Islands,1990,36.61
Marshall Islands,1995,34.68
Marshall Islands,2000,40.43
Marshall Islands,2005,35.36
Marshall Islands,2010,30.81
Marshall Islands,2017,24.75
Mauritania,1950,274.62
Mauritania,1955,250.7
Mauritania,1960,234.47
Mauritania,1965,207.4
Mauritania,1970,180.24
Mauritania,1975,172.75
Mauritania,1980,153.55
Mauritania,1985,133.23
Mauritania,1990,116.91
Mauritania,1995,108.81
Mauritania,2000,98.5
Mauritania,2005,84.7
Mauritania,2010,66.51
Mauritania,2017,49.27
Mauritius,1950,130.95
Mauritius,1955,125.13
Mauritius,1960,109.92
Mauritius,1965,93.6
Mauritius,1970,79.88
Mauritius,1975,60.93
Mauritius,1980,42.92
Mauritius,1985,29.73
Mauritius,1990,24.87
Mauritius,1995,23.82
Mauritius,2000,19.13
Mauritius,2005,17.25
Mauritius,2010,15.57
Mauritius,2017,14.74
Mexico,1950,228.79
Mexico,1955,190.46
Mexico,1960,156.17
Mexico,1965,131.72
Mexico,1970,113.09
Mexico,1975,93.79
Mexico,1980,75.23
Mexico,1985,57.84
Mexico,1990,45.3
Mexico,1995,34.85
Mexico,2000,27.85
Mexico,2005,23.38
Mexico,2010,20.61
Mexico,2017,17.38
Micronesia,1950,173.21
Micronesia,1955,154.01
Micronesia,1960,134.13
Micronesia,1965,113.76
Micronesia,1970,95.26
Micronesia,1975,79.3
Micronesia,1980,64.91
Micronesia,1985,55.97
Micronesia,1990,47.26
Micronesia,1995,39.66
Micronesia,2000,37.77
Micronesia,2005,25.85
Micronesia,2010,23.44
Micronesia,2017,19.48
Middle SDI,1950,246.12
Middle SDI,1955,216.58
Middle SDI,1960,539.14
Middle SDI,1965,166.92
Middle SDI,1970,137.44
Middle SDI,1975,113.15
Middle SDI,1980,93.53
Middle SDI,1985,76.99
Middle SDI,1990,61.69
Middle SDI,1995,50.71
Middle SDI,2000,42.3
Middle SDI,2005,34.83
Middle SDI,2010,28.18
Middle SDI,2017,20.68
Moldova,1950,188.8
Moldova,1955,158.4
Moldova,1960,128.19
Moldova,1965,102.45
Moldova,1970,81.24
Moldova,1975,70.31
Moldova,1980,61.13
Moldova,1985,48.84
Moldova,1990,38.45
Moldova,1995,36.48
Moldova,2000,32.47
Moldova,2005,22.56
Moldova,2010,20.15
Moldova,2017,16.36
Mongolia,1950,319.44
Mongolia,1955,284.59
Mongolia,1960,242.75
Mongolia,1965,197.03
Mongolia,1970,165.75
Mongolia,1975,140.33
Mongolia,1980,133.59
Mongolia,1985,122.66
Mongolia,1990,102.93
Mongolia,1995,85.76
Mongolia,2000,67.62
Mongolia,2005,50.92
Mongolia,2010,39.49
Mongolia,2017,29.35
Montenegro,1950,75.09
Montenegro,1955,74.6
Montenegro,1960,60.51
Montenegro,1965,53.69
Montenegro,1970,39.72
Montenegro,1975,32.17
Montenegro,1980,26.17
Montenegro,1985,23.5
Montenegro,1990,19.17
Montenegro,1995,16.62
Montenegro,2000,15.37
Montenegro,2005,11.26
Montenegro,2010,7.89
Montenegro,2017,4.26
Morocco,1950,329.94
Morocco,1955,311.92
Morocco,1960,281.39
Morocco,1965,238.41
Morocco,1970,199.74
Morocco,1975,171.43
Morocco,1980,134.1
Morocco,1985,99.85
Morocco,1990,75.44
Morocco,1995,60
Morocco,2000,49.25
Morocco,2005,39.38
Morocco,2010,31.81
Morocco,2017,21.93
Mozambique,1950,327.55
Mozambique,1955,315.82
Mozambique,1960,303.67
Mozambique,1965,289.56
Mozambique,1970,270.67
Mozambique,1975,251.15
Mozambique,1980,241.43
Mozambique,1985,265.01
Mozambique,1990,226.8
Mozambique,1995,203.91
Mozambique,2000,168.28
Mozambique,2005,135.18
Mozambique,2010,109.8
Mozambique,2017,79.13
Myanmar,1950,415.31
Myanmar,1955,384.34
Myanmar,1960,348.63
Myanmar,1965,312.2
Myanmar,1970,277.73
Myanmar,1975,230.57
Myanmar,1980,199.55
Myanmar,1985,174.02
Myanmar,1990,153.89
Myanmar,1995,136.48
Myanmar,2000,119.11
Myanmar,2005,97.84
Myanmar,2010,72.8
Myanmar,2017,48.97
Namibia,1950,129.97
Namibia,1955,126.11
Namibia,1960,121.65
Namibia,1965,112.25
Namibia,1970,105.9
Namibia,1975,102.54
Namibia,1980,101.9
Namibia,1985,90.89
Namibia,1990,76.49
Namibia,1995,67.05
Namibia,2000,70.87
Namibia,2005,75.07
Namibia,2010,55.91
Namibia,2017,43.6
Nepal,1950,359.49
Nepal,1955,331.48
Nepal,1960,304.06
Nepal,1965,270.88
Nepal,1970,241.28
Nepal,1975,223.93
Nepal,1980,204.03
Nepal,1985,170.47
Nepal,1990,135.5
Nepal,1995,104.79
Nepal,2000,80.71
Nepal,2005,64.4
Nepal,2010,49.76
Nepal,2017,32.46
Netherlands,1950,34.48
Netherlands,1955,28.01
Netherlands,1960,23.77
Netherlands,1965,20.46
Netherlands,1970,17.86
Netherlands,1975,14.68
Netherlands,1980,12.07
Netherlands,1985,10.98
Netherlands,1990,9.92
Netherlands,1995,7.56
Netherlands,2000,6.98
Netherlands,2005,6.22
Netherlands,2010,4.89
Netherlands,2017,4.27
New Zealand,1950,37.95
New Zealand,1955,34.13
New Zealand,1960,30.79
New Zealand,1965,25.73
New Zealand,1970,22.79
New Zealand,1975,21.08
New Zealand,1980,17.89
New Zealand,1985,16.25
New Zealand,1990,13.56
New Zealand,1995,9.68
New Zealand,2000,8.59
New Zealand,2005,7.12
New Zealand,2010,7.4
New Zealand,2017,4.96
Nicaragua,1950,339.37
Nicaragua,1955,296.4
Nicaragua,1960,263.01
Nicaragua,1965,220.93
Nicaragua,1970,186.78
Nicaragua,1975,152.32
Nicaragua,1980,115.99
Nicaragua,1985,96.18
Nicaragua,1990,71.48
Nicaragua,1995,54.71
Nicaragua,2000,39.49
Nicaragua,2005,30.34
Nicaragua,2010,23.54
Nicaragua,2017,17.19
Niger,1950,422.9
Niger,1955,404.08
Niger,1960,384.28
Niger,1965,356.25
Niger,1970,340.66
Niger,1975,336.19
Niger,1980,318.35
Niger,1985,312.74
Niger,1990,296.83
Niger,1995,271.86
Niger,2000,229.05
Niger,2005,181.11
Niger,2010,143.45
Niger,2017,112
Nigeria,1950,345.37
Nigeria,1955,328.6
Nigeria,1960,312.54
Nigeria,1965,293.08
Nigeria,1970,292.48
Nigeria,1975,264.09
Nigeria,1980,235.09
Nigeria,1985,216.88
Nigeria,1990,211.67
Nigeria,1995,200.91
Nigeria,2000,189.06
Nigeria,2005,164.62
Nigeria,2010,137.41
Nigeria,2017,109.47
North Africa and Middle East,1950,349.22
North Africa and Middle East,1955,316.61
North Africa and Middle East,1960,283.58
North Africa and Middle East,1965,242.83
North Africa and Middle East,1970,205.08
North Africa and Middle East,1975,165.89
North Africa and Middle East,1980,131.03
North Africa and Middle East,1985,104.4
North Africa and Middle East,1990,78.43
North Africa and Middle East,1995,67.09
North Africa and Middle East,2000,55.37
North Africa and Middle East,2005,45.1
North Africa and Middle East,2010,36.75
North Africa and Middle East,2017,27.96
North Korea,1950,210.82
North Korea,1955,116.87
North Korea,1960,93.9
North Korea,1965,72.85
North Korea,1970,52.97
North Korea,1975,38.75
North Korea,1980,32.12
North Korea,1985,31.05
North Korea,1990,30.48
North Korea,1995,122.21
North Korea,2000,125.72
North Korea,2005,38.47
North Korea,2010,33.77
North Korea,2017,24.92
Northern Mariana Islands,1950,33.81
Northern Mariana Islands,1955,29.14
Northern Mariana Islands,1960,24.38
Northern Mariana Islands,1965,20.83
Northern Mariana Islands,1970,17.65
Northern Mariana Islands,1975,14.98
Northern Mariana Islands,1980,12.69
Northern Mariana Islands,1985,10.65
Northern Mariana Islands,1990,9.27
Northern Mariana Islands,1995,8.68
Northern Mariana Islands,2000,8.12
Northern Mariana Islands,2005,8.37
Northern Mariana Islands,2010,8.85
Northern Mariana Islands,2017,9.41
Norway,1950,38.47
Norway,1955,29.12
Norway,1960,25.98
Norway,1965,22.71
Norway,1970,16.21
Norway,1975,12.57
Norway,1980,10.27
Norway,1985,9.36
Norway,1990,9.85
Norway,1995,5.95
Norway,2000,5.42
Norway,2005,4.42
Norway,2010,3.65
Norway,2017,2.87
Oceania,1950,218.45
Oceania,1955,198.05
Oceania,1960,172.59
Oceania,1965,145.57
Oceania,1970,117.26
Oceania,1975,95.99
Oceania,1980,81.59
Oceania,1985,77.5
Oceania,1990,71.29
Oceania,1995,65.48
Oceania,2000,63.5
Oceania,2005,65.01
Oceania,2010,61.03
Oceania,2017,51.86
Oman,1950,474.57
Oman,1955,443.49
Oman,1960,409.75
Oman,1965,360.33
Oman,1970,259.42
Oman,1975,190.5
Oman,1980,127.37
Oman,1985,78.22
Oman,1990,48.72
Oman,1995,30.01
Oman,2000,17.03
Oman,2005,9.99
Oman,2010,11.36
Oman,2017,11.28
Pakistan,1950,303.15
Pakistan,1955,271.81
Pakistan,1960,236.38
Pakistan,1965,198.01
Pakistan,1970,173.13
Pakistan,1975,153.22
Pakistan,1980,137.62
Pakistan,1985,124.23
Pakistan,1990,109.42
Pakistan,1995,97.81
Pakistan,2000,88.89
Pakistan,2005,85.22
Pakistan,2010,75.66
Pakistan,2017,58.47
Palestine,1950,208.06
Palestine,1955,178.77
Palestine,1960,144.96
Palestine,1965,110.46
Palestine,1970,89.73
Palestine,1975,70.44
Palestine,1980,56.91
Palestine,1985,44.6
Palestine,1990,39.12
Palestine,1995,31.64
Palestine,2000,30.02
Palestine,2005,28.44
Palestine,2010,22.54
Palestine,2017,14.56
Panama,1950,119.74
Panama,1955,108.52
Panama,1960,95.67
Panama,1965,79.65
Panama,1970,64.8
Panama,1975,48.47
Panama,1980,39.53
Panama,1985,32.87
Panama,1990,29.27
Panama,1995,27.4
Panama,2000,25.4
Panama,2005,23.62
Panama,2010,21.19
Panama,2017,18.62
Papua New Guinea,1950,250.57
Papua New Guinea,1955,230.94
Papua New Guinea,1960,205.84
Papua New Guinea,1965,174.12
Papua New Guinea,1970,138
Papua New Guinea,1975,112.33
Papua New Guinea,1980,97.08
Papua New Guinea,1985,94.1
Papua New Guinea,1990,85.39
Papua New Guinea,1995,77.1
