Entity,Year,WorkHoursPerPerson
France,2013,1474.32
France,2014,1473.46
Germany,1950,2427.43
Germany,1951,2401.60
Germany,1952,2376.04
Germany,1953,2350.75
Germany,1954,2325.73
Germany,1955,2300.98
Germany,1956,2276.49
Germany,1957,2252.27
Germany,1958,2228.30
Germany,1959,2204.58
Germany,1960,2181.12
Germany,1961,2154.51
Germany,1962,2117.40
Germany,1963,2086.95
Germany,1964,2098.45
Germany,1965,2084.23
Germany,1966,2057.92
Germany,1967,2020.21
Germany,1968,2007.71
Germany,1969,1987.94
Germany,1970,1972.52
Germany,1971,1940.56
Germany,1972,1915.45
Germany,1973,1884.90
Germany,1974,1851.63
Germany,1975,1811.91
Germany,1976,1824.31
Germany,1977,1806.25
Germany,1978,1787.20
Germany,1979,1775.16
Germany,1980,1756.11
Germany,1981,1734.04
Germany,1982,1723.01
Germany,1983,1709.97
Germany,1984,1698.94
Germany,1985,1675.88
Germany,1986,1656.82
Germany,1987,1633.75
Germany,1988,1628.74
Germany,1989,1605.67
Germany,1990,1582.60
Germany,1991,1553.52
Germany,1992,1564.72
Germany,1993,1541.58
Germany,1994,1537.25
Germany,1995,1527.98
Germany,1996,1510.50
Germany,1997,1499.64
Germany,1998,1493.58
Germany,1999,1478.72
Germany,2000,1452.01
Germany,2001,1441.91
Germany,2002,1430.86
Germany,2003,1424.75
Germany,2004,1422.22
Germany,2005,1411.28
Germany,2006,1424.68
Germany,2007,1424.35
Germany,2008,1418.40
Germany,2009,1372.71
Germany,2010,1389.88
Germany,2011,1393.12
Germany,2012,1374.23
Germany,2013,1362.50
Germany,2014,1371.10
Greece,1951,2312.55
Greece,1952,2302.99
Greece,1953,2293.47
Greece,1954,2283.98
Greece,1955,2274.54
Greece,1956,2265.13
Greece,1957,2255.76
Greece,1958,2246.43
Greece,1959,2237.14
Greece,1960,2227.89
Greece,1961,2217.99
Greece,1962,2208.13
Greece,1963,2198.32
Greece,1964,2188.55
Greece,1965,2178.82
Greece,1966,2169.14
Greece,1967,2159.50
Greece,1968,2149.90
Greece,1969,2140.34
Greece,1970,2098.64
Greece,1971,2099.61
Greece,1972,2101.09
Greece,1973,2102.55
Greece,1974,2103.96
Greece,1975,2105.33
Greece,1976,2106.67
Greece,1977,2107.95
Greece,1978,2109.61
Greece,1979,2111.05
Greece,1980,2111.70
Greece,1981,2111.78
Greece,1982,2111.40
Greece,1983,2108.87
Greece,1984,2108.50
Greece,1985,2107.47
Greece,1986,2107.81
Greece,1987,2110.07
Greece,1988,2107.26
Greece,1989,2109.30
Greece,1990,2111.62
Greece,1991,2112.89
Greece,1992,2112.87
Greece,1993,2112.14
Greece,1994,2110.20
Greece,1995,2110.71
Greece,1996,2109.40
Greece,1997,2107.95
Greece,1998,2108.43
Greece,1999,2104.85
Greece,2000,2107.64
Greece,2001,2101.13
Greece,2002,2093.22
Greece,2003,2091.48
Greece,2004,2082.55
Greece,2005,2136.24
Greece,2006,2125.34
Greece,2007,2110.99
Greece,2008,2106.26
Greece,2009,2081.21
Greece,2010,2019.40
Greece,2011,2130.54
Greece,2012,2057.56
Greece,2013,2059.71
Greece,2014,2041.67
Hungary,1980,2193.48
Hungary,1981,2192.48
Hungary,1982,2099.50
Hungary,1983,2079.51
Hungary,1984,2007.52
Hungary,1985,1980.53
Hungary,1986,1971.53
Hungary,1987,2015.52
Hungary,1988,2009.52
Hungary,1989,1984.53
Hungary,1990,1944.54
Hungary,1991,1912.54
Hungary,1992,1869.56
Hungary,1993,1869.56
Hungary,1994,2000.52
Hungary,1995,2005.52
Hungary,1996,1999.58
Hungary,1997,2023.40
Hungary,1998,2022.89
Hungary,1999,2040.07
Hungary,2000,2032.85
Hungary,2001,1993.32
Hungary,2002,2005.26
Hungary,2003,1978.17
Hungary,2004,1986.12
Hungary,2005,1986.90
Hungary,2006,1983.48
Hungary,2007,1978.65
Hungary,2008,1981.74
Hungary,2009,1963.08
Hungary,2010,1958.44
Hungary,2011,1975.68
Hungary,2012,1889.18
Hungary,2013,1879.78
Hungary,2014,1859.83
Iceland,1950,2716.17
Iceland,1951,2702.41
Iceland,1952,2688.73
Iceland,1953,2675.11
Iceland,1954,2661.57
Iceland,1955,2648.09
Iceland,1956,2634.68
Iceland,1957,2621.34
Iceland,1958,2608.06
Iceland,1959,2594.86
Iceland,1960,2581.72
Iceland,1961,2563.11
Iceland,1962,2544.64
Iceland,1963,2533.16
Iceland,1964,2545.92
Iceland,1965,2518.20
Iceland,1966,2503.55
Iceland,1967,2460.93
Iceland,1968,2404.85
Iceland,1969,2370.92
Iceland,1970,2350.16
Iceland,1971,2304.48
Iceland,1972,2265.18
Iceland,1973,2244.51
Iceland,1974,2215.13
Iceland,1975,2185.72
Iceland,1976,2153.04
Iceland,1977,2103.02
Iceland,1978,2057.22
Iceland,1979,2041.92
Iceland,1980,2029.94
Iceland,1981,2022.30
Iceland,1982,2025.56
Iceland,1983,2025.57
Iceland,1984,2023.39
Iceland,1985,2022.31
Iceland,1986,2013.61
Iceland,1987,2011.39
Iceland,1988,2020.11
Iceland,1989,2014.70
Iceland,1990,2002.72
Iceland,1991,2007.00
Iceland,1992,2007.00
Iceland,1993,2025.00
Iceland,1994,1991.00
Iceland,1995,1975.00
Iceland,1996,1996.00
Iceland,1997,2026.00
Iceland,1998,2003.00
Iceland,1999,1979.00
Iceland,2000,2040.00
Iceland,2001,2053.00
Iceland,2002,2012.00
Iceland,2003,1973.00
Iceland,2004,1979.00
Iceland,2005,1970.00
Iceland,2006,1958.00
Iceland,2007,1932.00
Iceland,2008,1934.00
Iceland,2009,1849.00
Iceland,2010,1834.00
Iceland,2011,1878.00
Iceland,2012,1853.00
Iceland,2013,1846.00
Iceland,2014,1864.00
India,1970,2191.11
India,1971,2186.48
India,1972,2200.38
India,1973,2195.75
India,1974,2209.09
India,1975,2194.65
India,1976,2170.96
India,1977,2179.67
India,1978,2193.01
India,1979,2183.21
India,1980,2215.04
India,1981,2214.49
India,1982,2174.65
India,1983,2134.83
India,1984,2171.25
India,1985,2198.42
India,1986,2211.72
India,1987,2211.17
India,1988,2206.00
India,1989,2210.07
India,1990,2204.90
India,1991,2208.96
India,1992,2203.80
India,1993,2208.41
India,1994,2060.87
India,1995,2097.76
India,1996,2162.30
India,1997,2134.64
India,1998,2166.91
India,1999,2166.91
India,2000,2194.58
India,2001,2189.97
India,2002,2176.14
India,2003,2171.52
India,2004,2189.97
India,2005,2176.14
India,2006,2162.30
India,2007,2162.30
India,2008,2162.30
India,2009,2162.30
India,2010,2162.30
India,2011,2162.30
India,2012,2162.30
India,2013,2162.30
India,2014,2162.30
Indonesia,1970,1928.09
Indonesia,1971,1928.09
Indonesia,1972,1928.97
Indonesia,1973,1929.85
Indonesia,1974,1930.73
Indonesia,1975,1931.60
Indonesia,1976,1932.48
Indonesia,1977,1933.36
Indonesia,1978,1934.24
Indonesia,1979,1935.12
Indonesia,1980,1936.00
Indonesia,1981,1935.89
Indonesia,1982,1935.79
Indonesia,1983,1935.68
Indonesia,1984,1935.57
Indonesia,1985,1935.47
Indonesia,1986,1933.55
Indonesia,1987,1934.60
Indonesia,1988,1962.97
Indonesia,1989,2009.23
Indonesia,1990,1984.10
Indonesia,1991,1989.25
Indonesia,1992,1950.56
Indonesia,1993,1960.90
Indonesia,1994,1965.50
Indonesia,1995,1918.11
Indonesia,1996,1949.66
Indonesia,1997,1994.74
Indonesia,1998,1952.57
Indonesia,1999,1972.27
Indonesia,2000,2005.13
Indonesia,2001,2030.31
Indonesia,2002,2013.48
Indonesia,2003,2004.28
Indonesia,2004,2055.63
Indonesia,2005,2046.81
Indonesia,2006,2051.44
Indonesia,2007,2098.02
Indonesia,2008,2089.05
Indonesia,2009,2097.26
Indonesia,2010,2085.81
Indonesia,2011,2050.80
Indonesia,2012,2027.45
Indonesia,2013,2026.50
Indonesia,2014,2026.50
Ireland,1950,2483.80
Ireland,1951,2471.65
Ireland,1952,2459.56
Ireland,1953,2447.53
Ireland,1954,2435.55
Ireland,1955,2423.64
Ireland,1956,2411.78
Ireland,1957,2399.98
Ireland,1958,2388.24
Ireland,1959,2376.56
Ireland,1960,2364.93
Ireland,1961,2367.97
Ireland,1962,2371.00
Ireland,1963,2374.04
Ireland,1964,2377.09
Ireland,1965,2380.14
Ireland,1966,2383.19
Ireland,1967,2386.24
Ireland,1968,2389.30
Ireland,1969,2392.37
Ireland,1970,2395.44
Ireland,1971,2378.19
Ireland,1972,2357.64
Ireland,1973,2344.56
Ireland,1974,2307.53
Ireland,1975,2297.07
Ireland,1976,2291.85
Ireland,1977,2261.31
Ireland,1978,2241.11
Ireland,1979,2218.86
Ireland,1980,2178.39
Ireland,1981,2146.42
Ireland,1982,2138.81
Ireland,1983,2128.13
Ireland,1984,2111.78
Ireland,1985,2189.63
Ireland,1986,2200.34
Ireland,1987,2176.12
Ireland,1988,2182.23
Ireland,1989,2195.54
Ireland,1990,2186.54
Ireland,1991,2151.04
Ireland,1992,2104.30
Ireland,1993,2077.01
Ireland,1994,2079.81
Ireland,1995,2087.94
Ireland,1996,2095.73
Ireland,1997,2040.05
Ireland,1998,1953.19
Ireland,1999,1941.88
Ireland,2000,1932.72
Ireland,2001,1923.53
Ireland,2002,1904.28
Ireland,2003,1886.79
Ireland,2004,1875.26
Ireland,2005,1883.19
Ireland,2006,1878.81
Ireland,2007,1864.93
Ireland,2008,1843.90
Ireland,2009,1811.80
Ireland,2010,1801.28
Ireland,2011,1801.09
Ireland,2012,1805.56
Ireland,2013,1815.05
Ireland,2014,1821.26
Israel,1981,1944.34
Israel,1982,1920.34
Israel,1983,1907.33
Israel,1984,1910.34
Israel,1985,1910.34
Israel,1986,1905.33
Israel,1987,1899.33
Israel,1988,1857.33
Israel,1989,1888.33
Israel,1990,1883.33
Israel,1991,1876.33
Israel,1992,1929.34
Israel,1993,1931.34
Israel,1994,1971.35
Israel,1995,1995.35
Israel,1996,2008.77
Israel,1997,2010.67
Israel,1998,1986.03
Israel,1999,1997.46
Israel,2000,1998.34
Israel,2001,1971.94
Israel,2002,1989.91
Israel,2003,1977.90
Israel,2004,1957.51
Israel,2005,1948.12
Israel,2006,1937.11
Israel,2007,1950.04
Israel,2008,1945.05
Israel,2009,1946.15
Israel,2010,1941.88
Israel,2011,1933.15
Israel,2012,1905.56
Israel,2013,1896.15
Israel,2014,1880.28
Italy,1950,2107.11
Italy,1951,2113.56
Italy,1952,2120.03
Italy,1953,2126.52
Italy,1954,2133.03
Italy,1955,2139.56
Italy,1956,2146.12
Italy,1957,2152.69
Italy,1958,2159.28
Italy,1959,2165.89
Italy,1960,2172.52
Italy,1961,2155.78
Italy,1962,2106.52
Italy,1963,2091.73
Italy,1964,2085.57
Italy,1965,2027.78
Italy,1966,2046.48
Italy,1967,2071.01
Italy,1968,2064.54
Italy,1969,2063.42
Italy,1970,2042.08
Italy,1971,1989.61
Italy,1972,1970.84
Italy,1973,1954.55
Italy,1974,1923.96
Italy,1975,1908.51
Italy,1976,1906.39
Italy,1977,1871.50
Italy,1978,1861.52
Italy,1979,1854.98
Italy,1980,1856.04
Italy,1981,1862.31
Italy,1982,1873.72
Italy,1983,1872.99
Italy,1984,1862.63
Italy,1985,1859.13
Italy,1986,1867.56
Italy,1987,1886.69
Italy,1988,1890.35
Italy,1989,1874.49
Italy,1990,1863.78
Italy,1991,1856.83
Italy,1992,1859.97
Italy,1993,1859.84
Italy,1994,1853.76
Italy,1995,1856.09
Italy,1996,1866.13
Italy,1997,1860.11
Italy,1998,1873.79
Italy,1999,1870.36
Italy,2000,1850.81
Italy,2001,1837.76
Italy,2002,1826.59
Italy,2003,1815.80
Italy,2004,1815.34
Italy,2005,1812.06
Italy,2006,1812.58
Italy,2007,1818.15
Italy,2008,1807.03
Italy,2009,1775.66
Italy,2010,1777.27
Italy,2011,1773.26
Italy,2012,1734.18
Italy,2013,1732.91
Italy,2014,1733.92
Jamaica,1986,1864.83
Jamaica,1987,1893.68
Jamaica,1988,1915.00
Jamaica,1989,1972.91
Jamaica,1990,1938.22
Jamaica,1991,1947.98
Jamaica,1992,1963.45
Jamaica,1993,1951.13
Jamaica,1994,1958.88
Jamaica,1995,1948.53
Jamaica,1996,1969.27
Jamaica,1997,1963.95
Jamaica,1998,1999.21
Jamaica,1999,1983.45
Jamaica,2000,1963.45
Jamaica,2001,1970.64
Jamaica,2002,1928.63
Jamaica,2003,1945.11
Jamaica,2004,1931.10
Jamaica,2005,1928.27
Jamaica,2006,1934.12
Jamaica,2007,1938.92
Jamaica,2008,1951.21
Jamaica,2009,1889.24
Jamaica,2010,1886.41
Jamaica,2011,1898.31
Jamaica,2012,1880.75
Jamaica,2013,1867.89
Jamaica,2014,1867.89
Japan,1950,2130.91
Japan,1951,2112.63
Japan,1952,2094.50
Japan,1953,2076.52
Japan,1954,2108.38
Japan,1955,2135.22
Japan,1956,2188.16
Japan,1957,2212.38
Japan,1958,2238.73
Japan,1959,2262.97
Japan,1960,2280.45
Japan,1961,2282.98
Japan,1962,2259.25
Japan,1963,2252.56
Japan,1964,2260.12
Japan,1965,2240.80
Japan,1966,2249.01
Japan,1967,2263.31
Japan,1968,2267.27
Japan,1969,2253.28
Japan,1970,2243.00
Japan,1971,2239.00
Japan,1972,2228.00
Japan,1973,2201.00
Japan,1974,2137.00
Japan,1975,2112.00
Japan,1976,2128.00
Japan,1977,2129.00
Japan,1978,2123.00
Japan,1979,2126.00
Japan,1980,2121.00
Japan,1981,2106.00
Japan,1982,2104.00
Japan,1983,2095.00
Japan,1984,2108.00
Japan,1985,2093.00
Japan,1986,2097.00
Japan,1987,2096.00
Japan,1988,2092.00
Japan,1989,2070.00
Japan,1990,2031.00
Japan,1991,1998.00
Japan,1992,1965.00
Japan,1993,1905.00
Japan,1994,1898.00
Japan,1995,1884.00
Japan,1996,1892.00
Japan,1997,1865.00
Japan,1998,1842.00
Japan,1999,1810.00
Japan,2000,1821.00
Japan,2001,1809.00
Japan,2002,1798.00
Japan,2003,1799.00
Japan,2004,1787.00
Japan,2005,1775.00
Japan,2006,1784.00
Japan,2007,1785.00
Japan,2008,1771.00
Japan,2009,1714.00
Japan,2010,1733.00
Japan,2011,1728.00
Japan,2012,1745.00
Japan,2013,1734.00
Japan,2014,1729.00
Latvia,1990,2072.75
Latvia,1991,2065.26
Latvia,1992,2037.86
Latvia,1993,2036.91
Latvia,1994,2065.26
Latvia,1995,2052.88
Latvia,1996,2050.13
Latvia,1997,2106.37
Latvia,1998,2096.15
Latvia,1999,2106.37
Latvia,2000,2209.39
Latvia,2001,2200.92
Latvia,2002,2157.15
Latvia,2003,2143.45
Latvia,2004,2108.36
Latvia,2005,2143.83
Latvia,2006,1906.83
Latvia,2007,1878.21
Latvia,2008,2002.25
Latvia,2009,1952.22
Latvia,2010,1935.14
Latvia,2011,1951.90
Latvia,2012,1934.28
Latvia,2013,1927.75
Latvia,2014,1938.48
Lithuania,1990,1746.09
Lithuania,1991,1739.78
Lithuania,1992,1716.70
Lithuania,1993,1715.90
Lithuania,1994,1739.78
Lithuania,1995,1729.36
Lithuania,1996,1727.04
Lithuania,1997,1732.69
Lithuania,1998,1779.59
Lithuania,1999,1726.01
Lithuania,2000,1846.23
Lithuania,2001,1831.22
Lithuania,2002,1802.17
Lithuania,2003,1785.89
Lithuania,2004,1878.56
Lithuania,2005,1878.97
Lithuania,2006,1874.21
Lithuania,2007,1903.76
Lithuania,2008,1933.57
Lithuania,2009,1862.94
Lithuania,2010,1884.29
Lithuania,2011,1858.87
Lithuania,2012,1857.29
Lithuania,2013,1841.25
Lithuania,2014,1833.53
Luxembourg,1950,2140.93
Luxembourg,1951,2130.48
Luxembourg,1952,2120.08
Luxembourg,1953,2109.74
Luxembourg,1954,2099.44
Luxembourg,1955,2089.20
Luxembourg,1956,2079.00
Luxembourg,1957,2068.86
Luxembourg,1958,2058.76
Luxembourg,1959,2048.71
Luxembourg,1960,2038.71
Luxembourg,1961,2026.62
Luxembourg,1962,2014.60
Luxembourg,1963,2002.65
Luxembourg,1964,1990.77
Luxembourg,1965,1978.96
Luxembourg,1966,1967.22
Luxembourg,1967,1955.55
Luxembourg,1968,1943.95
Luxembourg,1969,1932.42
Luxembourg,1970,1920.96
Luxembourg,1971,1917.30
Luxembourg,1972,1895.88
Luxembourg,1973,1865.43
Luxembourg,1974,1840.98
Luxembourg,1975,1812.22
Luxembourg,1976,1829.36
Luxembourg,1977,1803.24
Luxembourg,1978,1784.92
Luxembourg,1979,1767.63
Luxembourg,1980,1750.77
Luxembourg,1981,1725.53
Luxembourg,1982,1707.17
Luxembourg,1983,1701.31
Luxembourg,1984,1687.12
Luxembourg,1985,1701.36
Luxembourg,1986,1693.74
Luxembourg,1987,1690.88
Luxembourg,1988,1711.82
Luxembourg,1989,1700.40
Luxembourg,1990,1700.41
Luxembourg,1991,1682.32
Luxembourg,1992,1660.44
Luxembourg,1993,1667.09
Luxembourg,1994,1645.21
Luxembourg,1995,1657.21
Luxembourg,1996,1630.55
Luxembourg,1997,1618.17
Luxembourg,1998,1612.45
Luxembourg,1999,1609.59
Luxembourg,2000,1602.92
Luxembourg,2001,1586.11
Luxembourg,2002,1580.60
Luxembourg,2003,1579.29
Luxembourg,2004,1578.31
Luxembourg,2005,1554.75
Luxembourg,2006,1556.16
Luxembourg,2007,1569.86
Luxembourg,2008,1570.25
Luxembourg,2009,1519.40
Luxembourg,2010,1521.08
Luxembourg,2011,1519.30
Luxembourg,2012,1513.22
Luxembourg,2013,1502.92
Luxembourg,2014,1501.71
Malaysia,1970,2217.23
Malaysia,1971,2217.23
Malaysia,1972,2217.23
Malaysia,1973,2217.23
Malaysia,1974,2217.23
Malaysia,1975,2217.23
Malaysia,1976,2217.23
Malaysia,1977,2217.23
Malaysia,1978,2217.23
Malaysia,1979,2217.23
Malaysia,1980,2217.23
Malaysia,1981,2217.23
Malaysia,1982,2200.19
Malaysia,1983,2194.68
Malaysia,1984,2185.39
Malaysia,1985,2183.53
Malaysia,1986,2184.65
Malaysia,1987,2177.30
Malaysia,1988,2199.84
Malaysia,1989,2208.84
Malaysia,1990,2245.02
Malaysia,1991,2275.84
Malaysia,1992,2283.30
Malaysia,1993,2284.71
Malaysia,1994,2280.06
Malaysia,1995,2312.06
Malaysia,1996,2337.62
Malaysia,1997,2345.09
Malaysia,1998,2344.39
Malaysia,1999,2337.99
Malaysia,2000,2340.34
Malaysia,2001,2346.43
Malaysia,2002,2352.49
Malaysia,2003,2347.59
Malaysia,2004,2345.96
Malaysia,2005,2344.33
Malaysia,2006,2345.96
Malaysia,2007,2337.80
Malaysia,2008,2323.10
Malaysia,2009,2316.57
Malaysia,2010,2300.25
Malaysia,2011,2287.19
Malaysia,2012,2274.13
Malaysia,2013,2267.60
Malaysia,2014,2267.60
Malta,1954,2542.35
Malta,1955,2539.81
Malta,1956,2537.27
Malta,1957,2534.73
Malta,1958,2532.20
Malta,1959,2529.67
Malta,1960,2527.15
Malta,1961,2535.27
Malta,1962,2543.43
Malta,1963,2551.61
Malta,1964,2559.82
Malta,1965,2568.05
Malta,1966,2576.32
Malta,1967,2584.60
Malta,1968,2592.92
Malta,1969,2601.26
Malta,1970,2609.63
Malta,1971,2604.30
Malta,1972,2598.53
Malta,1973,2603.62
Malta,1974,2596.39
Malta,1975,2590.20
Malta,1976,2568.47
Malta,1977,2584.59
Malta,1978,2550.69
Malta,1979,2494.52
Malta,1980,2480.93
Malta,1981,2436.74
Malta,1982,2409.55
Malta,1983,2367.94
Malta,1984,2310.88
Malta,1985,2297.92
Malta,1986,2287.53
Malta,1987,2277.16
Malta,1988,2271.96
Malta,1989,2256.35
Malta,1990,2258.93
Malta,1991,2270.59
Malta,1992,2260.28
Malta,1993,2249.92
Malta,1994,2248.55
Malta,1995,2247.36
Malta,1996,2240.49
Malta,1997,2242.95
Malta,1998,2267.36
Malta,1999,2244.47
Malta,2000,2241.28
Malta,2001,2149.82
Malta,2002,2210.26
Malta,2003,2195.32
Malta,2004,2091.40
Malta,2005,2165.88
Malta,2006,2164.09
Malta,2007,2159.05
Malta,2008,2164.56
Malta,2009,2156.34
Malta,2010,2112.95
Malta,2011,2064.15
Malta,2012,2031.59
Malta,2013,1987.47
Malta,2014,1961.68
Mexico,1950,2274.72
Mexico,1951,2274.30
Mexico,1952,2273.87
Mexico,1953,2273.45
Mexico,1954,2273.03
Mexico,1955,2272.61
Mexico,1956,2272.18
Mexico,1957,2271.76
Mexico,1958,2271.34
Mexico,1959,2270.92
Mexico,1960,2270.49
Mexico,1961,2261.46
Mexico,1962,2252.47
Mexico,1963,2243.51
Mexico,1964,2234.59
Mexico,1965,2225.70
Mexico,1966,2216.85
Mexico,1967,2208.03
Mexico,1968,2199.25
Mexico,1969,2190.50
Mexico,1970,2181.79
Mexico,1971,2180.03
Mexico,1972,2178.27
Mexico,1973,2176.51
Mexico,1974,2174.99
Mexico,1975,2173.48
Mexico,1976,2171.97
Mexico,1977,2170.47
Mexico,1978,2168.96
Mexico,1979,2167.45
Mexico,1980,2165.95
Mexico,1981,2166.88
Mexico,1982,2167.82
Mexico,1983,2168.76
Mexico,1984,2169.70
Mexico,1985,2170.64
Mexico,1986,2171.57
Mexico,1987,2172.51
Mexico,1988,2173.45
Mexico,1989,2174.39
Mexico,1990,2175.45
Mexico,1991,2112.67
Mexico,1992,2103.69
Mexico,1993,2111.97
Mexico,1994,2145.88
Mexico,1995,2161.47
Mexico,1996,2192.09
Mexico,1997,2240.54
Mexico,1998,2168.15
Mexico,1999,2242.38
Mexico,2000,2173.99
Mexico,2001,2145.48
Mexico,2002,2196.15
Mexico,2003,2142.68
Mexico,2004,2123.36
Mexico,2005,2188.80
Mexico,2006,2141.32
Mexico,2007,2125.25
Mexico,2008,2173.36
Mexico,2009,2081.58
Mexico,2010,2128.04
Mexico,2011,2132.34
Mexico,2012,2106.86
Mexico,2013,2132.92
Mexico,2014,2136.77
Netherlands,1950,1994.00
Netherlands,1951,1979.34
Netherlands,1952,1964.80
Netherlands,1953,1950.36
Netherlands,1954,1936.02
Netherlands,1955,1921.80
Netherlands,1956,1907.67
Netherlands,1957,1893.65
Netherlands,1958,1879.74
Netherlands,1959,1865.92
Netherlands,1960,1852.21
Netherlands,1961,1850.54
Netherlands,1962,1848.87
Netherlands,1963,1847.21
Netherlands,1964,1845.54
Netherlands,1965,1843.88
Netherlands,1966,1842.22
Netherlands,1967,1840.56
Netherlands,1968,1838.90
Netherlands,1969,1875.04
Netherlands,1970,1835.58
Netherlands,1971,1802.10
Netherlands,1972,1800.35
Netherlands,1973,1773.94
Netherlands,1974,1720.46
Netherlands,1975,1667.37
Netherlands,1976,1651.49
Netherlands,1977,1631.27
Netherlands,1978,1602.72
Netherlands,1979,1581.29
Netherlands,1980,1578.36
Netherlands,1981,1577.84
Netherlands,1982,1563.33
Netherlands,1983,1548.41
Netherlands,1984,1540.29
Netherlands,1985,1523.84
Netherlands,1986,1508.90
Netherlands,1987,1487.64
Netherlands,1988,1484.44
Netherlands,1989,1479.69
Netherlands,1990,1473.87
Netherlands,1991,1464.77
Netherlands,1992,1471.18
Netherlands,1993,1460.86
Netherlands,1994,1468.49
Netherlands,1995,1479.24
Netherlands,1996,1494.46
Netherlands,1997,1480.08
Netherlands,1998,1476.34
Netherlands,1999,1475.29
Netherlands,2000,1462.02
Netherlands,2001,1451.90
Netherlands,2002,1434.81
Netherlands,2003,1426.55
Netherlands,2004,1447.53
Netherlands,2005,1433.58
Netherlands,2006,1430.46
Netherlands,2007,1429.75
Netherlands,2008,1430.04
Netherlands,2009,1421.98
Netherlands,2010,1421.34
Netherlands,2011,1422.44
Netherlands,2012,1413.14
Netherlands,2013,1414.66
Netherlands,2014,1419.59
New Zealand,1950,2147.14
New Zealand,1951,2127.29
New Zealand,1952,2107.61
New Zealand,1953,2088.12
New Zealand,1954,2068.81
New Zealand,1955,2049.68
New Zealand,1956,2030.72
New Zealand,1957,2011.94
New Zealand,1958,1993.34
New Zealand,1959,1974.90
New Zealand,1960,1956.64
New Zealand,1961,1950.97
New Zealand,1962,1945.32
New Zealand,1963,1939.69
New Zealand,1964,1934.07
New Zealand,1965,1928.46
New Zealand,1966,1922.88
New Zealand,1967,1917.31
New Zealand,1968,1911.75
New Zealand,1969,1906.22
New Zealand,1970,1900.69
New Zealand,1971,1896.72
New Zealand,1972,1892.94
New Zealand,1973,1889.16
New Zealand,1974,1885.38
New Zealand,1975,1881.60
New Zealand,1976,1877.83
New Zealand,1977,1874.07
New Zealand,1978,1870.37
New Zealand,1979,1866.34
New Zealand,1980,1864.45
New Zealand,1981,1861.29
New Zealand,1982,1846.84
New Zealand,1983,1844.52
New Zealand,1984,1852.92
New Zealand,1985,1837.23
New Zealand,1986,1834.00
New Zealand,1987,1838.00
New Zealand,1988,1829.00
New Zealand,1989,1820.00
New Zealand,1990,1809.00
New Zealand,1991,1792.00
New Zealand,1992,1799.00
New Zealand,1993,1853.00
New Zealand,1994,1848.00
New Zealand,1995,1841.00
New Zealand,1996,1834.00
New Zealand,1997,1826.00
New Zealand,1998,1829.00
New Zealand,1999,1845.00
New Zealand,2000,1836.00
New Zealand,2001,1825.00
New Zealand,2002,1826.00
New Zealand,2003,1823.00
New Zealand,2004,1830.00
New Zealand,2005,1815.00
New Zealand,2006,1795.00
New Zealand,2007,1774.00
New Zealand,2008,1761.00
New Zealand,2009,1740.00
New Zealand,2010,1755.00
New Zealand,2011,1746.00
New Zealand,2012,1734.00
New Zealand,2013,1752.00
New Zealand,2014,1762.00
Norway,1950,2129.36
Norway,1951,2118.57
Norway,1952,2107.84
Norway,1953,2097.17
Norway,1954,2086.55
Norway,1955,2075.98
Norway,1956,2065.47
Norway,1957,2055.01
Norway,1958,2044.61
Norway,1959,2034.25
Norway,1960,2023.95
Norway,1961,2009.37
Norway,1962,1994.89
Norway,1963,1985.89
Norway,1964,1995.89
Norway,1965,1950.89
Norway,1966,1951.89
Norway,1967,1935.89
Norway,1968,1896.89
Norway,1969,1848.90
Norway,1970,1834.90
Norway,1971,1813.37
Norway,1972,1780.48
Norway,1973,1766.09
Norway,1974,1744.89
Norway,1975,1727.95
Norway,1976,1674.41
Norway,1977,1638.32
Norway,1978,1601.89
Norway,1979,1580.04
Norway,1980,1579.76
Norway,1981,1570.19
Norway,1982,1558.93
Norway,1983,1553.21
Norway,1984,1548.26
Norway,1985,1542.20
Norway,1986,1538.23
Norway,1987,1510.77
Norway,1988,1513.33
Norway,1989,1510.45
Norway,1990,1502.57
Norway,1991,1500.29
Norway,1992,1510.08
Norway,1993,1506.83
Norway,1994,1504.98
Norway,1995,1487.76
Norway,1996,1482.59
Norway,1997,1477.56
Norway,1998,1475.54
Norway,1999,1474.40
Norway,2000,1456.57
Norway,2001,1431.05
Norway,2002,1416.51
Norway,2003,1404.22
Norway,2004,1424.11
Norway,2005,1427.58
Norway,2006,1425.37
Norway,2007,1434.49
Norway,2008,1438.52
Norway,2009,1416.89
Norway,2010,1426.05
Norway,2011,1430.15
Norway,2012,1428.01
Norway,2013,1420.26
Norway,2014,1426.87
Pakistan,1970,2381.14
Pakistan,1971,2421.55
Pakistan,1972,2371.42
Pakistan,1973,2404.46
Pakistan,1974,2437.50
Pakistan,1975,2470.54
Pakistan,1976,2430.74
Pakistan,1977,2390.94
Pakistan,1978,2351.15
Pakistan,1979,2311.94
Pakistan,1980,2305.80
Pakistan,1981,2301.53
Pakistan,1982,2297.29
Pakistan,1983,2290.27
Pakistan,1984,2315.13
Pakistan,1985,2339.02
Pakistan,1986,2345.42
Pakistan,1987,2312.42
Pakistan,1988,2307.00
Pakistan,1989,2312.24
Pakistan,1990,2339.91
Pakistan,1991,2355.96
Pakistan,1992,2371.93
Pakistan,1993,2393.90
Pakistan,1994,2373.39
