Entity,Year,Fossil Fuels (% electricity production) (World Bank (2014))
Colombia,2012,20.4498059
Colombia,2013,26.0009502
Colombia,2014,25.75228833
Congo,1971,38.63636364
Congo,1972,35.29411765
Congo,1973,47.91666667
Congo,1974,44.44444444
Congo,1975,44.76190476
Congo,1976,44.73684211
Congo,1977,53.84615385
Congo,1978,83.33333333
Congo,1979,40.76923077
Congo,1980,35.48387097
Congo,1981,34.81012658
Congo,1982,10.76923077
Congo,1983,0.854700855
Congo,1984,0.790513834
Congo,1985,1.020408163
Congo,1986,0.740740741
Congo,1987,1.067615658
Congo,1988,1.02739726
Congo,1989,0.75
Congo,1990,0.60851927
Congo,1991,0
Congo,1992,0.934579439
Congo,1993,0.828729282
Congo,1994,0.617283951
Congo,1995,0.564971751
Congo,1996,0.436681223
Congo,1997,0.441501104
Congo,1998,0.581395349
Congo,1999,14.41441441
Congo,2000,0.337837838
Congo,2001,0
Congo,2002,0
Congo,2003,14.28571429
Congo,2004,16.87657431
Congo,2005,18.01385681
Congo,2006,17.8807947
Congo,2007,17.69041769
Congo,2008,18.65509761
Congo,2009,38.7755102
Congo,2010,45.28061224
Congo,2011,38.82443929
Congo,2012,41.94117647
Congo,2013,43.18314804
Congo,2014,45.28735632
Costa Rica,1971,9.581881533
Costa Rica,1972,12.78610892
Costa Rica,1973,15.5159614
Costa Rica,1974,14.50953678
Costa Rica,1975,14.8922273
Costa Rica,1976,11.53612629
Costa Rica,1977,23.46590909
Costa Rica,1978,22.80519481
Costa Rica,1979,18.27741612
Costa Rica,1980,4.312668464
Costa Rica,1981,2.959830867
Costa Rica,1982,2.719155844
Costa Rica,1983,2.578397213
Costa Rica,1984,1.728073036
Costa Rica,1985,1.775568182
Costa Rica,1986,1.627670397
Costa Rica,1987,3.925949569
Costa Rica,1988,4.290635766
Costa Rica,1989,2.404692082
Costa Rica,1990,2.479815456
Costa Rica,1991,5.124223602
Costa Rica,1992,17.16205212
Costa Rica,1993,10.07736156
Costa Rica,1994,9.853420195
Costa Rica,1995,17.25056341
Costa Rica,1996,9.287796751
Costa Rica,1997,3.047585101
Costa Rica,1998,8.14705339
Costa Rica,1999,2.152800259
Costa Rica,2000,0.852724382
Costa Rica,2001,1.482579689
Costa Rica,2002,1.621262458
Costa Rica,2003,2.106534281
Costa Rica,2004,0.803408399
Costa Rica,2005,3.280871671
Costa Rica,2006,6.128550075
Costa Rica,2007,7.977900552
Costa Rica,2008,7.145872915
Costa Rica,2009,4.844253491
Costa Rica,2010,6.688928311
Costa Rica,2011,8.777461351
Costa Rica,2012,8.158049931
Costa Rica,2013,11.68539326
Costa Rica,2014,10.20847607
Cote d'Ivoire,1971,76.36054422
Cote d'Ivoire,1972,67.34104046
Cote d'Ivoire,1973,78.89447236
Cote d'Ivoire,1974,67.56440281
Cote d'Ivoire,1975,60.18711019
Cote d'Ivoire,1976,69.14798206
Cote d'Ivoire,1977,82.13998391
Cote d'Ivoire,1978,88.18953324
Cote d'Ivoire,1979,59.86805937
Cote d'Ivoire,1980,22.69868496
Cote d'Ivoire,1981,8.368644068
Cote d'Ivoire,1982,11.24807396
Cote d'Ivoire,1983,49.6128033
Cote d'Ivoire,1984,75.06684492
Cote d'Ivoire,1985,23.87892377
Cote d'Ivoire,1986,35.78721118
Cote d'Ivoire,1987,51.58766682
Cote d'Ivoire,1988,46.3003029
Cote d'Ivoire,1989,27.57837347
Cote d'Ivoire,1990,33.33333333
Cote d'Ivoire,1991,30.98514034
Cote d'Ivoire,1992,43.35135135
Cote d'Ivoire,1993,49.7714808
Cote d'Ivoire,1994,50.27530707
Cote d'Ivoire,1995,39.46386155
Cote d'Ivoire,1996,45.3038674
Cote d'Ivoire,1997,53.38625651
Cote d'Ivoire,1998,65.76330184
Cote d'Ivoire,1999,63.587295
Cote d'Ivoire,2000,63.25
Cote d'Ivoire,2001,63.15250768
Cote d'Ivoire,2002,67.34038534
Cote d'Ivoire,2003,63.98663259
Cote d'Ivoire,2004,66.33393829
Cote d'Ivoire,2005,72.76887872
Cote d'Ivoire,2006,71.31741821
Cote d'Ivoire,2007,66.04510744
Cote d'Ivoire,2008,65.24137931
Cote d'Ivoire,2009,62.4765798
Cote d'Ivoire,2010,71.71835708
Cote d'Ivoire,2011,69.86391212
Cote d'Ivoire,2012,73.5604333
Cote d'Ivoire,2013,78.11764706
Cote d'Ivoire,2014,76.06806662
Croatia,1990,54.44714191
Croatia,1991,34.11251538
Croatia,1992,51.07840935
Croatia,1993,52.22710163
Croatia,1994,37.98016642
Croatia,1995,38.63734368
Croatia,1996,29.54443748
Croatia,1997,42.81527791
Croatia,1998,47.34590536
Croatia,1999,43.46921476
Croatia,2000,42.69732753
Croatia,2001,43.77104377
Croatia,2002,53.94726486
Croatia,2003,58.62644027
Croatia,2004,45.07447651
Croatia,2005,45.92938654
Croatia,2006,48.56457479
Croatia,2007,62.19210841
Croatia,2008,54.29152648
Croatia,2009,43.99401645
Croatia,2010,37.15869154
Croatia,2011,52.96157951
Croatia,2012,50.32568677
Croatia,2013,33.49824335
Croatia,2014,26.04197678
Cuba,1971,81.53386454
Cuba,1972,86.3541469
Cuba,1973,86.31744919
Cuba,1974,86.29340422
Cuba,1975,87.56830601
Cuba,1976,88.51980542
Cuba,1977,88.20246593
Cuba,1978,87.7534182
Cuba,1979,88.70453095
Cuba,1980,89.47842627
Cuba,1981,90.21276596
Cuba,1982,90.16437861
Cuba,1983,90.06232687
Cuba,1984,90.27743878
Cuba,1985,90.28608902
Cuba,1986,90.55859138
Cuba,1987,90.81144707
Cuba,1988,90.44147985
Cuba,1989,91.06240567
Cuba,1990,89.74973376
Cuba,1991,89.66558466
Cuba,1992,87.71017507
Cuba,1993,91.19251045
Cuba,1994,92.09360635
Cuba,1995,93.86788667
Cuba,1996,92.31640979
Cuba,1997,92.93086385
Cuba,1998,93.80831213
Cuba,1999,93.21004692
Cuba,2000,93.12799361
Cuba,2001,93.4309432
Cuba,2002,93.34352507
Cuba,2003,94.63630614
Cuba,2004,94.39043111
Cuba,2005,96.81918915
Cuba,2006,96.96399296
Cuba,2007,96.95301861
Cuba,2008,96.02918717
Cuba,2009,96.07533551
Cuba,2010,96.75806173
Cuba,2011,96.77364865
Cuba,2012,96.288257
Cuba,2013,95.64785789
Cuba,2014,95.98265001
Curacao,1971,100
Curacao,1972,100
Curacao,1973,100
Curacao,1974,100
Curacao,1975,100
Curacao,1976,100
Curacao,1977,100
Curacao,1978,100
Curacao,1979,100
Curacao,1980,100
Curacao,1981,100
Curacao,1982,100
Curacao,1983,100
Curacao,1984,100
Curacao,1985,100
Curacao,1986,100
Curacao,1987,100
Curacao,1988,100
Curacao,1989,100
Curacao,1990,100
Curacao,1991,100
Curacao,1992,100
Curacao,1993,99.11991199
Curacao,1994,99.17610711
Curacao,1995,99.20713578
Curacao,1996,99.21568627
Curacao,1997,99.23444976
Curacao,1998,99.27992799
Curacao,1999,99.28122192
Curacao,2000,99.28635147
Curacao,2001,97.07762557
Curacao,2002,97.21011334
Curacao,2003,97.29043184
Curacao,2004,97.3553719
Curacao,2005,97.43589744
Curacao,2006,97.3727422
Curacao,2007,97.4522293
Curacao,2008,97.42351047
Curacao,2009,97.53466872
Curacao,2010,97.58125472
Curacao,2011,97.58490566
Curacao,2012,96.51035987
Curacao,2013,96.46017699
Curacao,2014,96.40852974
Cyprus,1971,100
Cyprus,1972,100
Cyprus,1973,100
Cyprus,1974,100
Cyprus,1975,100
Cyprus,1976,100
Cyprus,1977,100
Cyprus,1978,100
Cyprus,1979,100
Cyprus,1980,100
Cyprus,1981,100
Cyprus,1982,100
Cyprus,1983,100
Cyprus,1984,100
Cyprus,1985,100
Cyprus,1986,100
Cyprus,1987,100
Cyprus,1988,100
Cyprus,1989,100
Cyprus,1990,100
Cyprus,1991,100
Cyprus,1992,100
Cyprus,1993,100
Cyprus,1994,100
Cyprus,1995,100
Cyprus,1996,100
Cyprus,1997,100
Cyprus,1998,100
Cyprus,1999,100
Cyprus,2000,100
Cyprus,2001,100
Cyprus,2002,100
Cyprus,2003,100
Cyprus,2004,100
Cyprus,2005,99.9771533
Cyprus,2006,99.97850387
Cyprus,2007,99.938411
Cyprus,2008,99.70466627
Cyprus,2009,99.40556088
Cyprus,2010,98.62833521
Cyprus,2011,96.38871982
Cyprus,2012,94.55162179
Cyprus,2013,92.37762238
Cyprus,2014,92.71264368
Czech Republic,1971,96.67876388
Czech Republic,1972,96.80638723
Czech Republic,1973,97.37455676
Czech Republic,1974,95.7834956
Czech Republic,1975,96.04861898
Czech Republic,1976,97.00180389
Czech Republic,1977,96.15775286
Czech Republic,1978,96.58995621
Czech Republic,1979,95.52576636
Czech Republic,1980,95.44401398
Czech Republic,1981,96.15320007
Czech Republic,1982,96.94402254
Czech Republic,1983,96.7255653
Czech Republic,1984,95.62767131
Czech Republic,1985,93.00080866
Czech Republic,1986,86.75873676
Czech Republic,1987,78.83143611
Czech Republic,1988,78.37069046
Czech Republic,1989,78.41120204
Czech Republic,1990,77.9255191
Czech Republic,1991,78.07389963
Czech Republic,1992,76.88334998
Czech Republic,1993,75.86353872
Czech Republic,1994,74.72469129
Czech Republic,1995,75.83656624
Czech Republic,1996,76.32358241
Czech Republic,1997,77.12910911
Czech Republic,1998,76.53967566
Czech Republic,1999,75.50616437
Czech Republic,2000,78.22002167
Czech Republic,2001,76.65355497
Czech Republic,2002,71.38890716
Czech Republic,2003,66.48232226
Czech Republic,2004,65.30134861
Czech Republic,2005,65.98601262
Czech Republic,2006,64.64723743
Czech Republic,2007,66.28230254
Czech Republic,2008,63.57525912
Czech Republic,2009,60.9887756
Czech Republic,2010,60.23628969
Czech Republic,2011,59.01911121
Czech Republic,2012,55.72188572
Czech Republic,2013,53.44011142
Czech Republic,2014,53.43877983
Democratic Republic of Congo,1971,3.046544429
Democratic Republic of Congo,1972,3.292065279
Democratic Republic of Congo,1973,2.079002079
Democratic Republic of Congo,1974,2.330935252
Democratic Republic of Congo,1975,2.473684211
Democratic Republic of Congo,1976,1.956947162
Democratic Republic of Congo,1977,1.811594203
Democratic Republic of Congo,1978,1.960784314
Democratic Republic of Congo,1979,3.96806194
Democratic Republic of Congo,1980,4.544431946
Democratic Republic of Congo,1981,4.094778008
Democratic Republic of Congo,1982,3.578110384
Democratic Republic of Congo,1983,3.009961022
Democratic Republic of Congo,1984,2.895553257
Democratic Republic of Congo,1985,2.784761168
Democratic Republic of Congo,1986,2.719200888
Democratic Republic of Congo,1987,2.763865702
Democratic Republic of Congo,1988,2.670623145
Democratic Republic of Congo,1989,0.317139974
Democratic Republic of Congo,1990,0.442477876
Democratic Republic of Congo,1991,0.416587767
Democratic Republic of Congo,1992,0.312860201
Democratic Republic of Congo,1993,0.306582507
Democratic Republic of Congo,1994,0.338855422
Democratic Republic of Congo,1995,0.291403594
Democratic Republic of Congo,1996,0.294647242
Democratic Republic of Congo,1997,0.376759865
Democratic Republic of Congo,1998,0.401861252
Democratic Republic of Congo,1999,0.45231813
Democratic Republic of Congo,2000,0.050150451
Democratic Republic of Congo,2001,0.083864475
Democratic Republic of Congo,2002,0.131147541
Democratic Republic of Congo,2003,0.113876688
Democratic Republic of Congo,2004,0.113234253
Democratic Republic of Congo,2005,0.094928126
Democratic Republic of Congo,2006,0.609836935
Democratic Republic of Congo,2007,1.103780766
Democratic Republic of Congo,2008,1.284938402
Democratic Republic of Congo,2009,1.094983448
Democratic Republic of Congo,2010,1.087919039
Democratic Republic of Congo,2011,1.114065072
Democratic Republic of Congo,2012,0.118499013
Democratic Republic of Congo,2013,0.109223301
Democratic Republic of Congo,2014,0.124561205
Denmark,1960,99.54873646
Denmark,1961,99.51091046
Denmark,1962,99.5790837
Denmark,1963,99.66555184
Denmark,1964,99.68079673
Denmark,1965,99.68330378
Denmark,1966,99.73892961
Denmark,1967,99.7535003
Denmark,1968,99.8377376
Denmark,1969,99.87494316
Denmark,1970,99.88014383
Denmark,1971,99.87113402
Denmark,1972,99.88334791
Denmark,1973,99.87447699
Denmark,1974,99.86887396
Denmark,1975,99.86859396
Denmark,1976,99.8829782
Denmark,1977,99.90029007
Denmark,1978,99.87266138
Denmark,1979,99.85979829
Denmark,1980,99.84681487
Denmark,1981,99.77736174
Denmark,1982,99.78926073
Denmark,1983,99.57617566
Denmark,1984,99.57657022
Denmark,1985,99.59854516
Denmark,1986,99.33079947
Denmark,1987,99.10475092
Denmark,1988,98.55005344
Denmark,1989,97.46217242
Denmark,1990,96.73620199
Denmark,1991,96.93254891
Denmark,1992,95.23065912
Denmark,1993,94.72537823
Denmark,1994,95.1328306
Denmark,1995,94.1726971
Denmark,1996,95.42010377
Denmark,1997,92.43596976
Denmark,1998,89.40724345
Denmark,1999,87.41264132
Denmark,2000,82.89462735
Denmark,2001,82.8964457
Denmark,2002,81.10061853
Denmark,2003,81.02022258
Denmark,2004,74.81452171
Denmark,2005,70.6781438
Denmark,2006,78.02065291
Denmark,2007,71.76721945
Denmark,2008,70.09230937
Denmark,2009,70.16463733
Denmark,2010,66.09541454
Denmark,2011,57.53782395
Denmark,2012,49.29481124
Denmark,2013,51.95914845
Denmark,2014,41.87614579
Dominican Republic,1971,64.88812392
Dominican Republic,1972,61.41078838
Dominican Republic,1973,73.06322351
Dominican Republic,1974,73.22253001
Dominican Republic,1975,79.23519737
Dominican Republic,1976,64.50020568
Dominican Republic,1977,80.80229226
Dominican Republic,1978,71.32915797
Dominican Republic,1979,71.48217636
Dominican Republic,1980,80.57090239
Dominican Republic,1981,56.51387214
Dominican Republic,1982,68.43546731
Dominican Republic,1983,69.69785861
Dominican Republic,1984,65.87954365
Dominican Republic,1985,71.4011976
Dominican Republic,1986,66.81303443
Dominican Republic,1987,65.96611623
Dominican Republic,1988,53.9010989
Dominican Republic,1989,84.66973886
Dominican Republic,1990,89.88642509
Dominican Republic,1991,86.34146341
Dominican Republic,1992,89.98387386
Dominican Republic,1993,78.25518401
Dominican Republic,1994,89.77534053
Dominican Republic,1995,88.22348001
Dominican Republic,1996,86.34920635
Dominican Republic,1997,90.14648977
Dominican Republic,1998,88.29463266
Dominican Republic,1999,85.35119773
Dominican Republic,2000,90.27766975
Dominican Republic,2001,91.94309008
Dominican Republic,2002,90.4288014
Dominican Republic,2003,88.32930137
Dominican Republic,2004,81.95330943
Dominican Republic,2005,80.58160612
Dominican Republic,2006,83.42350141
Dominican Republic,2007,84.64808362
Dominican Republic,2008,87.56694461
Dominican Republic,2009,86.53966488
Dominican Republic,2010,87.52445546
Dominican Republic,2011,86.95980374
Dominican Republic,2012,85.72358686
Dominican Republic,2013,85.7239819
Dominican Republic,2014,86.74419857
East Asia & Pacific,1971,74.34133748
East Asia & Pacific,1972,75.68600608
East Asia & Pacific,1973,79.3667034
East Asia & Pacific,1974,75.06460408
East Asia & Pacific,1975,75.15704758
East Asia & Pacific,1976,75.78066899
East Asia & Pacific,1977,78.7043764
East Asia & Pacific,1978,77.37381292
East Asia & Pacific,1979,75.40989712
East Asia & Pacific,1980,73.5828602
East Asia & Pacific,1981,72.46986066
East Asia & Pacific,1982,70.80752916
East Asia & Pacific,1983,69.44030809
East Asia & Pacific,1984,69.63355312
East Asia & Pacific,1985,67.52376723
East Asia & Pacific,1986,67.18802984
East Asia & Pacific,1987,67.53314965
East Asia & Pacific,1988,68.68848458
East Asia & Pacific,1989,69.30608291
East Asia & Pacific,1990,70.1619501
East Asia & Pacific,1991,70.84968343
East Asia & Pacific,1992,72.17061713
East Asia & Pacific,1993,71.20210879
East Asia & Pacific,1994,72.24099051
East Asia & Pacific,1995,71.14193141
East Asia & Pacific,1996,72.07331809
East Asia & Pacific,1997,72.32669606
East Asia & Pacific,1998,71.45835645
East Asia & Pacific,1999,72.75207317
East Asia & Pacific,2000,73.40478178
East Asia & Pacific,2001,73.14655133
East Asia & Pacific,2002,74.79500636
East Asia & Pacific,2003,76.81715706
East Asia & Pacific,2004,76.03947727
East Asia & Pacific,2005,76.31656234
East Asia & Pacific,2006,76.88355949
East Asia & Pacific,2007,78.65171467
East Asia & Pacific,2008,77.10433187
East Asia & Pacific,2009,76.79452758
East Asia & Pacific,2010,76.54528727
East Asia & Pacific,2011,79.74991298
East Asia & Pacific,2012,78.82280291
East Asia & Pacific,2013,78.46838149
East Asia & Pacific,2014,76.3675489
Ecuador,1971,58.0952381
Ecuador,1972,60.16114593
Ecuador,1973,65.36624204
Ecuador,1974,64.15770609
Ecuador,1975,61.42506143
Ecuador,1976,67.49059645
Ecuador,1977,74.60172963
Ecuador,1978,69.6353167
Ecuador,1979,76.81491171
Ecuador,1980,74.13997628
Ecuador,1981,78.86597938
Ecuador,1982,78.37641942
Ecuador,1983,60.00464792
Ecuador,1984,28.72574956
Ecuador,1985,28.06055287
Ecuador,1986,19.95211492
Ecuador,1987,15.11887073
Ecuador,1988,14.44779294
Ecuador,1989,14.12723176
Ecuador,1990,21.4521972
Ecuador,1991,27.22971035
Ecuador,1992,30.8782657
Ecuador,1993,21.60302253
Ecuador,1994,19.38850688
Ecuador,1995,38.77090995
Ecuador,1996,32.07708779
Ecuador,1997,36.94267516
Ecuador,1998,40.25711662
Ecuador,1999,30.37446643
Ecuador,2000,28.29815303
Ecuador,2001,36.00904977
Ecuador,2002,36.70087483
Ecuador,2003,37.80530054
Ecuador,2004,42.42659624
Ecuador,2005,44.88362919
Ecuador,2006,48.30550622
Ecuador,2007,43.45834351
Ecuador,2008,38.85847903
Ecuador,2009,49.15181216
Ecuador,2010,54.50817571
Ecuador,2011,44.44119938
Ecuador,2012,45.13065173
Ecuador,2013,51.00812519
Ecuador,2014,50.82486527
Egypt,1971,36.97174294
Egypt,1972,35.85726719
Egypt,1973,36.39279546
Egypt,1974,33.18052827
Egypt,1975,34.56052429
Egypt,1976,34.38012463
Egypt,1977,36.05292952
Egypt,1978,38.48184818
Egypt,1979,43.2238806
Egypt,1980,48.24964359
Egypt,1981,52.06475833
Egypt,1982,53.60559887
Egypt,1983,62.06576761
Egypt,1984,66.83878963
Egypt,1985,72.46169496
Egypt,1986,72.26571838
Egypt,1987,77.12247325
Egypt,1988,77.26124305
Egypt,1989,76.05224615
Egypt,1990,76.49564559
Egypt,1991,77.65035218
Egypt,1992,78.76439424
Egypt,1993,78.06301783
Egypt,1994,77.74825572
Egypt,1995,78.05192308
Egypt,1996,79.044251
Egypt,1997,79.48415143
Egypt,1998,80.58952451
Egypt,1999,78.56339879
Egypt,2000,82.29655887
Egypt,2001,81.56744555
Egypt,2002,85.35373921
Egypt,2003,85.93551369
Egypt,2004,87.00184602
Egypt,2005,87.85904867
Egypt,2006,88.26674292
Egypt,2007,86.94067722
Egypt,2008,88.09905372
Egypt,2009,89.93093525
Egypt,2010,89.95204229
Egypt,2011,90.67316367
Egypt,2012,90.52043026
Egypt,2013,91.39006248
Egypt,2014,90.95122477
El Salvador,1971,29.26829268
El Salvador,1972,45.2970297
El Salvador,1973,46.34678299
El Salvador,1974,43.34677419
El Salvador,1975,54.34343434
El Salvador,1976,37.07865169
El Salvador,1977,27.63975155
El Salvador,1978,10.9078114
El Salvador,1979,0.461437047
El Salvador,1980,1.506849315
El Salvador,1981,4.276550249
El Salvador,1982,5.684210526
El Salvador,1983,4.285714286
El Salvador,1984,4.027261462
El Salvador,1985,6.623681125
El Salvador,1986,4.009575105
El Salvador,1987,17.11568938
El Salvador,1988,12.56940939
El Salvador,1989,8.078817734
El Salvador,1990,6.807935077
El Salvador,1991,26.29516761
El Salvador,1992,24.13937867
El Salvador,1993,31.80021559
El Salvador,1994,41.05497299
El Salvador,1995,42.17522659
El Salvador,1996,31.49792777
El Salvador,1997,46.59788065
El Salvador,1998,46.56953642
El Salvador,1999,35.80347448
El Salvador,2000,41.93070773
El Salvador,2001,45.81531417
El Salvador,2002,48.61412389
El Salvador,2003,42.74412297
El Salvador,2004,45.35761884
El Salvador,2005,41.75824176
El Salvador,2006,42.61715296
El Salvador,2007,43.79624849
El Salvador,2008,37.48324397
El Salvador,2009,43.69820442
El Salvador,2010,34.95989305
El Salvador,2011,37.07052441
El Salvador,2012,39.76270643
El Salvador,2013,39.5567602
El Salvador,2014,40.30210509
Eritrea,1992,100
Eritrea,1993,100
Eritrea,1994,100
Eritrea,1995,100
Eritrea,1996,100
Eritrea,1997,99.53271028
Eritrea,1998,99.48717949
Eritrea,1999,99.53271028
Eritrea,2000,99.52380952
Eritrea,2001,99.57081545
Eritrea,2002,99.61389961
Eritrea,2003,99.63898917
Eritrea,2004,99.64664311
Eritrea,2005,99.65277778
Eritrea,2006,99.25650558
Eritrea,2007,99.30555556
Eritrea,2008,99.30313589
Eritrea,2009,99.3220339
Eritrea,2010,99.35691318
Eritrea,2011,99.40652819
Eritrea,2012,99.44289694
Eritrea,2013,99.44903581
Eritrea,2014,99.45945946
Estonia,1990,100
Estonia,1991,100
Estonia,1992,99.99154763
Estonia,1993,99.98903148
Estonia,1994,99.96722028
Estonia,1995,99.90797193
Estonia,1996,99.92310227
Estonia,1997,99.88066826
Estonia,1998,99.81222861
Estonia,1999,99.80648283
Estonia,2000,99.78855867
Estonia,2001,99.78781092
Estonia,2002,99.64817638
Estonia,2003,99.51766906
Estonia,2004,99.41770186
Estonia,2005,98.91229789
Estonia,2006,98.66420058
Estonia,2007,98.81050041
Estonia,2008,98.1381722
Estonia,2009,93.83756692
Estonia,2010,91.94692996
Estonia,2011,90.85550299
Estonia,2012,87.65772541
Estonia,2013,90.35781544
Estonia,2014,88.25325406
Ethiopia,1971,48.73524452
Ethiopia,1972,48.93617021
Ethiopia,1973,43.65482234
Ethiopia,1974,40.71550256
Ethiopia,1975,39.61937716
Ethiopia,1976,36.97916667
Ethiopia,1977,30.93922652
Ethiopia,1978,28.39506173
Ethiopia,1979,29.87220447
Ethiopia,1980,29.7532656
Ethiopia,1981,29.68099861
Ethiopia,1982,27.31829574
Ethiopia,1983,26.74418605
Ethiopia,1984,24.17582418
Ethiopia,1985,23.98648649
Ethiopia,1986,21.63934426
Ethiopia,1987,19.17040359
Ethiopia,1988,18.81413911
Ethiopia,1989,17.97497156
Ethiopia,1990,11.64725458
Ethiopia,1991,10.50454921
Ethiopia,1992,7.252215955
Ethiopia,1993,8.676789588
Ethiopia,1994,6.685044797
Ethiopia,1995,6.483300589
Ethiopia,1996,5.801621959
Ethiopia,1997,2.973977695
Ethiopia,1998,2.903811252
Ethiopia,1999,1.155717762
Ethiopia,2000,1.3739546
Ethiopia,2001,0.944333996
Ethiopia,2002,1.02739726
Ethiopia,2003,0.696864111
Ethiopia,2004,0.708940528
Ethiopia,2005,0.421792619
Ethiopia,2006,0.305903946
Ethiopia,2007,4.567239921
Ethiopia,2008,12.3643103
Ethiopia,2009,11.12224449
Ethiopia,2010,0.62248996
Ethiopia,2011,0.583964646
Ethiopia,2012,0.157728707
Ethiopia,2013,0.091753641
Ethiopia,2014,0.093603744
Europe & Central Asia,1971,44.06233758
Europe & Central Asia,1972,43.91925884
Europe & Central Asia,1973,44.53457036
Europe & Central Asia,1974,43.62770346
Europe & Central Asia,1975,42.42264473
Europe & Central Asia,1976,44.08766556
Europe & Central Asia,1977,41.3588098
Europe & Central Asia,1978,41.67852157
Europe & Central Asia,1979,41.17569667
Europe & Central Asia,1980,40.96973769
Europe & Central Asia,1981,38.55232887
Europe & Central Asia,1982,37.91536126
Europe & Central Asia,1983,36.54943073
Europe & Central Asia,1984,34.62034177
Europe & Central Asia,1985,33.1731415
Europe & Central Asia,1986,32.954218
Europe & Central Asia,1987,32.37061534
Europe & Central Asia,1988,31.00330584
Europe & Central Asia,1989,32.22757155
Europe & Central Asia,1990,61.36231668
Europe & Central Asia,1991,60.51578621
Europe & Central Asia,1992,58.75727186
Europe & Central Asia,1993,56.42029049
Europe & Central Asia,1994,55.97982343
Europe & Central Asia,1995,55.74172625
Europe & Central Asia,1996,55.58804731
Europe & Central Asia,1997,54.92429433
Europe & Central Asia,1998,54.96940309
Europe & Central Asia,1999,54.77168982
Europe & Central Asia,2000,55.10441796
Europe & Central Asia,2001,54.67768368
Europe & Central Asia,2002,55.52693123
Europe & Central Asia,2003,56.75308831
Europe & Central Asia,2004,55.66848916
Europe & Central Asia,2005,55.97096689
Europe & Central Asia,2006,56.58021317
Europe & Central Asia,2007,57.3994394
Europe & Central Asia,2008,56.89306562
Europe & Central Asia,2009,55.04035657
Europe & Central Asia,2010,54.41593224
Europe & Central Asia,2011,54.57416547
Europe & Central Asia,2012,53.1025544
Europe & Central Asia,2013,51.08031011
Europe & Central Asia,2014,49.79181116
Finland,1960,38.76815805
Finland,1961,23.37153773
Finland,1962,15.89187328
Finland,1963,29.19238901
Finland,1964,34.64523716
Finland,1965,32.80172414
Finland,1966,34.61199295
Finland,1967,30.61455847
Finland,1968,41.18537625
Finland,1969,56.22904049
Finland,1970,57.90095948
Finland,1971,50.98473318
Finland,1972,55.70478438
Finland,1973,59.7157306
Finland,1974,54.28685172
Finland,1975,53.56692522
Finland,1976,67.74910272
Finland,1977,55.34473382
Finland,1978,63.60125378
Finland,1979,55.12065846
Finland,1980,57.69504503
Finland,1981,30.7780684
Finland,1982,27.47055252
Finland,1983,25.82648056
Finland,1984,29.09002584
Finland,1985,36.85734975
Finland,1986,36.16693054
Finland,1987,37.37874986
Finland,1988,38.90827425
Finland,1989,40.31811509
Finland,1990,35.20973941
Finland,1991,34.97051012
Finland,1992,31.88393244
Finland,1993,35.54740582
Finland,1994,42.57744054
Finland,1995,39.46904037
Finland,1996,45.95736093
Finland,1997,40.24661732
Finland,1998,33.55851041
Finland,1999,35.93158357
Finland,2000,34.09025952
Finland,2001,40.10015305
Finland,2002,43.31532253
Finland,2003,49.92766169
Finland,2004,43.14636845
Finland,2005,33.17984755
Finland,2006,44.41029255
Finland,2007,40.71635178
Finland,2008,33.70053725
Finland,2009,36.52888204
Finland,2010,41.09998265
Finland,2011,34.84170283
Finland,2012,26.0030393
Finland,2013,30.0223136
Finland,2014,25.80882029
France,1960,45.33233856
France,1961,51.19297982
France,1962,57.85161897
France,1963,51.79275959
France,1964,63.68782978
France,1965,54.83518347
France,1966,51.09508812
France,1967,58.16864295
France,1968,55.48200785
France,1969,57.11667152
France,1970,57.01734073
France,1971,62.20829136
France,1972,62.47802291
France,1973,65.35494334
France,1974,61.62849818
France,1975,57.33698879
France,1976,68.46160199
France,1977,54.8990259
France,1978,55.99902717
France,1979,55.47409437
France,1980,48.89976215
France,1981,35.32271523
France,1982,35.26365687
France,1983,27.37922325
France,1984,20.10643013
France,1985,16.25437157
France,1986,11.93350584
France,1987,10.49245302
France,1988,9.549703766
France,1989,12.74465101
France,1990,11.29389092
France,1991,13.36146958
France,1992,10.92060842
France,1993,7.310913992
France,1994,7.034448464
France,1995,7.765660086
France,1996,8.421321392
France,1997,7.683018115
France,1998,10.63308008
France,1999,9.739331628
France,2000,9.256442644
France,2001,8.253466988
France,2002,9.234868053
France,2003,9.925129652
France,2004,9.637952559
France,2005,10.80145656
France,2006,9.710904902
France,2007,9.994820509
France,2008,9.434917599
France,2009,9.280089247
France,2010,9.852468168
France,2011,8.535265846
France,2012,8.837322093
France,2013,7.767690428
France,2014,4.768222859
Gabon,1971,100
Gabon,1972,96.26865672
Gabon,1973,96.96969697
Gabon,1974,48.1865285
Gabon,1975,43.47826087
Gabon,1976,50.6097561
Gabon,1977,32.05417607
Gabon,1978,32.11009174
Gabon,1979,40.38461538
Gabon,1980,50.94339623
Gabon,1981,30.75630252
Gabon,1982,26.98650675
Gabon,1983,24.96570645
Gabon,1984,23.27044025
Gabon,1985,22.53193961
Gabon,1986,21.95945946
Gabon,1987,22.01117318
Gabon,1988,22.08791209
Gabon,1989,22.94520548
Gabon,1990,27.60736196
Gabon,1991,27.41116751
Gabon,1992,27.49244713
Gabon,1993,28.12812813
