Entity,Year,CO2 from gas (CDIAC & GCP (2018)),CO2 from coal (CDIAC & GCP (2018)),CO2 from oil (CDIAC & GCP (2018)),CO2 from cement (CDIAC & GCP (2018)),CO2 from flaring (CDIAC & GCP (2018))
Barbados,1951,7328,3664,98928,0,0
Barbados,1952,7328,3664,76944,0,0
Barbados,1953,7328,3664,98928,0,0
Barbados,1954,7328,3664,102592,0,0
Barbados,1955,7328,3664,117248,0,0
Barbados,1956,7328,3664,117248,0,0
Barbados,1957,7328,3664,128240,0,0
Barbados,1958,7328,3664,142896,0,0
Barbados,1959,7328,3664,142896,0,0
Barbados,1960,3664,3664,164880,0,0
Barbados,1961,7328,3664,186864,0,0
Barbados,1962,7328,3664,252816,0,0
Barbados,1963,7328,0,183200,0,0
Barbados,1964,7328,0,175872,0,0
Barbados,1965,7328,0,197856,0,0
Barbados,1966,7328,3664,256480,0,0
Barbados,1967,7328,3664,329760,0,0
Barbados,1968,7328,0,436016,0,0
Barbados,1969,7328,0,476320,0,0
Barbados,1970,7328,0,425024,0,0
Barbados,1971,7328,0,479984,0,0
Barbados,1972,3664,0,498304,0,0
Barbados,1973,7328,0,472656,0,0
Barbados,1974,3664,0,487312,0,0
Barbados,1975,3664,0,564256,0,0
Barbados,1976,7328,0,520288,0,0
Barbados,1977,7328,0,578912,0,0
Barbados,1978,18320,0,611888,0,0
Barbados,1979,21984,0,575248,0,0
Barbados,1980,25648,0,648528,0,0
Barbados,1981,14656,0,670512,0,0
Barbados,1982,18320,0,630208,0,0
Barbados,1983,21984,0,666848,0,0
Barbados,1984,36640,0,633872,73280,0
Barbados,1985,47632,0,688832,109920,0
Barbados,1986,51296,0,765776,98928,0
Barbados,1987,43968,0,798752,102592,0
Barbados,1988,51296,0,802416,91600,0
Barbados,1989,54960,0,828064,106256,0
Barbados,1990,54960,0,919664,98928,0
Barbados,1991,43968,0,1062560,98928,0
Barbados,1992,40304,0,850048,87936,0
Barbados,1993,51296,0,1033248,29312,0
Barbados,1994,43968,0,666848,40304,0
Barbados,1995,51296,0,740128,36640,0
Barbados,1996,54960,0,740128,54960,0
Barbados,1997,43968,0,765776,87936,0
Barbados,1998,69616,0,941648,128240,0
Barbados,1999,91600,0,992944,124576,0
Barbados,2000,73280,0,981952,131904,0
Barbados,2001,62288,0,1033248,124576,0
Barbados,2002,54960,0,1022256,150224,0
Barbados,2003,47632,0,1062560,161216,0
Barbados,2004,47632,0,1084544,161216,0
Barbados,2005,51296,0,1132176,168544,0
Barbados,2006,51296,0,1150496,168544,0
Barbados,2007,36640,0,1179808,146560,3664
Barbados,2008,32976,0,1436288,150224,3664
Barbados,2009,32976,0,1454608,128240,3664
Barbados,2010,29312,0,1330032,113584,3664
Barbados,2011,32976,0,1384992,109920,3664
Barbados,2012,36640,0,1344688,87936,3664
Barbados,2013,43968,0,1319040,80608,3664
Barbados,2014,25648,0,1161488,80608,0
Belarus,1992,33913984,7873936,44415008,1146832,0
Belarus,1993,32257856,6833360,36669312,945312,0
Belarus,1994,27857392,5924688,30484480,740128,0
Belarus,1995,26296528,5305472,28509584,615552,0
Belarus,1996,27714496,5052656,26615296,732800,0
Belarus,1997,31532384,4173296,22870688,934320,0
Belarus,1998,30927824,4059712,22049952,1014928,0
Belarus,1999,31968400,3246304,19800256,1047904,0
Belarus,2000,32631584,3510112,16685856,919664,0
Belarus,2001,33074928,2956848,15784512,897680,0
Belarus,2002,33675824,2638080,14971104,1080880,0
Belarus,2003,35049824,2597776,14608368,1231104,0
Belarus,2004,38014000,2300992,16436704,1359344,0
Belarus,2005,38772448,2271680,16517312,1560864,0
Belarus,2006,39479600,2297328,18503200,1740400,0
Belarus,2007,39710432,2205728,16652880,1905280,0
Belarus,2008,40490864,2033520,18426256,2103136,0
Belarus,2009,33624528,2070160,23306704,2169088,0
Belarus,2010,41535104,2271680,16927680,2257024,0
Belarus,2011,39325712,2315648,20075056,2293664,0
Belarus,2012,38761456,2942192,19027152,2443888,0
Belarus,2013,39113200,3143712,18942880,2520832,0
Belarus,2014,38809088,3253632,18583808,2799296,0
Belgium,1802,0,6397344,0,0,
Belgium,1830,0,6195824,0,0,
Belgium,1831,0,4462752,0,0,
Belgium,1832,0,4715568,0,0,
Belgium,1833,0,4565344,0,0,
Belgium,1834,0,4407792,0,0,
Belgium,1835,0,4759536,0,0,
Belgium,1836,0,5598592,0,0,
Belgium,1837,0,5997968,0,0,
Belgium,1838,0,6122544,0,0,
Belgium,1839,0,6708784,0,0,
Belgium,1840,0,7727376,0,0,
Belgium,1841,0,7390288,0,0,
Belgium,1842,0,7679744,0,0,
Belgium,1843,0,7111824,0,0,
Belgium,1844,0,7800656,0,0,
Belgium,1845,0,8218352,0,0,
Belgium,1846,0,8965808,0,0,
Belgium,1847,0,9317552,0,0,
Belgium,1848,0,8284304,0,0,
Belgium,1849,0,8734976,0,0,
Belgium,1850,0,9332208,0,0,
Belgium,1851,0,10167600,0,0,
Belgium,1852,0,11409696,0,0,
Belgium,1853,0,11787088,0,0,
Belgium,1854,0,13058496,0,0,
Belgium,1855,0,13377264,0,0,
Belgium,1856,0,13212384,0,0,
Belgium,1857,0,13754656,0,0,
Belgium,1858,0,14450816,0,0,
Belgium,1859,0,14897824,0,0,
Belgium,1860,0,15212928,0,0,
Belgium,1861,0,16458688,0,0,
Belgium,1862,0,16345104,0,0,
Belgium,1863,0,17228128,0,0,
Belgium,1864,0,18081840,0,0,
Belgium,1865,0,19060128,0,0,
Belgium,1866,0,20529392,0,0,
Belgium,1867,0,22233152,0,0,
Belgium,1868,0,20100704,0,0,
Belgium,1869,0,21650576,0,0,
Belgium,1870,0,24746656,0,0,
Belgium,1871,0,23717072,0,0,
Belgium,1872,0,25589376,0,0,
Belgium,1873,0,28106544,0,0,
Belgium,1874,0,25915472,0,0,
Belgium,1875,0,26930400,0,0,
Belgium,1876,0,26318512,0,0,
Belgium,1877,0,25050768,0,0,
Belgium,1878,0,27238176,0,0,
Belgium,1879,0,27732816,0,0,
Belgium,1880,0,30425856,0,0,
Belgium,1881,0,30631040,0,0,
Belgium,1882,0,32437392,0,0,
Belgium,1883,0,34382976,0,0,
Belgium,1884,0,33870016,0,0,
Belgium,1885,0,33082256,0,0,
Belgium,1886,0,32103968,0,0,
Belgium,1887,0,33968944,0,0,
Belgium,1888,0,36053760,0,0,
Belgium,1889,0,36834192,0,0,
Belgium,1890,0,39824016,0,0,
Belgium,1891,0,37779504,0,0,
Belgium,1892,0,37728208,0,0,
Belgium,1893,0,36075744,0,0,
Belgium,1894,0,39831344,0,0,
Belgium,1895,0,40131792,0,0,
Belgium,1896,0,42278896,0,0,
Belgium,1897,0,43744496,0,0,
Belgium,1898,0,45085520,0,0,
Belgium,1899,0,47126368,0,0,
Belgium,1900,0,49665520,0,0,
Belgium,1901,0,46708672,0,0,
Belgium,1902,0,48855776,0,0,
Belgium,1903,0,52629696,0,0,
Belgium,1904,0,50350688,0,0,
Belgium,1905,0,50266416,0,0,
Belgium,1906,0,57495488,0,0,
Belgium,1907,0,58323552,0,0,
Belgium,1908,0,57847232,0,0,
Belgium,1909,0,57762960,0,0,
Belgium,1910,0,61287728,0,0,
Belgium,1911,0,61687104,0,0,
Belgium,1912,0,64775856,0,0,
Belgium,1913,0,66820368,1194464,0,
Belgium,1914,0,40575136,0,0,
Belgium,1915,0,34419616,0,0,
Belgium,1916,0,45792672,0,0,
Belgium,1917,0,36247952,0,0,
Belgium,1918,0,33723456,0,0,
Belgium,1919,0,44869344,0,0,
Belgium,1920,0,55154192,0,0,
Belgium,1921,0,50533888,0,0,
Belgium,1922,0,55271440,637536,0,
Belgium,1923,0,70938704,945312,0,
Belgium,1924,0,75155968,1099200,0,
Belgium,1925,0,76870720,1168816,0,
Belgium,1926,0,76522640,1157824,0,
Belgium,1927,0,89350304,1121184,0,
Belgium,1928,0,84799616,1938256,1516896,
Belgium,1929,0,93182848,2165424,1619488,
Belgium,1930,0,89918224,2249696,1520560,
Belgium,1931,0,80575024,2326640,1227440,
Belgium,1932,0,64156640,2517168,1047904,
Belgium,1933,0,69139680,2553808,970960,
Belgium,1934,0,70836112,3184016,945312,
Belgium,1935,0,67857280,2696704,1095536,
Belgium,1936,0,70191248,3649344,1172480,
Belgium,1937,0,85173344,3638352,1498576,
Belgium,1938,0,74159360,3447824,1520560,
Belgium,1939,0,72448272,0,1271408,
Belgium,1940,0,61998544,0,106256,
Belgium,1941,0,64871120,0,315104,
Belgium,1942,0,60822400,0,252816,
Belgium,1943,0,57623728,0,230832,
Belgium,1944,0,32844096,0,300448,
Belgium,1945,0,38435360,0,322432,
Belgium,1946,0,55476624,0,941648,
Belgium,1947,0,74316912,6422992,1300720,
Belgium,1948,0,76588592,6822368,1659792,
Belgium,1949,0,73045504,6283760,1458272,
Belgium,1950,7328,68194368,6239792,1773376,0
Belgium,1951,29312,79688336,7558832,2191072,0
Belgium,1952,58624,73019856,8353920,2048176,0
Belgium,1953,69616,70422080,9596016,2304656,0
Belgium,1954,54960,72928256,10588960,2180080,0
Belgium,1955,76944,76808432,12816672,2337632,0
Belgium,1956,91600,80142672,14241968,2322976,0
Belgium,1957,106256,77775728,16275488,2344960,0
Belgium,1958,106256,66754416,18818304,2022528,0
Belgium,1959,91600,66417328,19606064,2213056,0
Belgium,1960,62288,67904912,20767552,2187408,0
Belgium,1961,69616,66988912,23288384,2370608,0
Belgium,1962,76944,68542448,27036656,2385264,0
Belgium,1963,69616,71283120,32001376,2344960,0
Belgium,1964,73280,65021344,35570112,2912880,0
Belgium,1965,95264,61837328,40479872,2942192,0
Belgium,1966,201520,58191648,43843424,2887232,0
Belgium,1967,926992,56872608,46686688,2898224,0
Belgium,1968,2392592,58466448,54740160,2861584,0
Belgium,1969,4953728,55886992,59554656,3125392,0
Belgium,1970,7837296,48998672,65329120,3352560,0
Belgium,1971,10816128,40406592,66750752,3455152,0
Belgium,1972,13597104,42128672,71466320,3532096,0
Belgium,1973,16381744,45239408,73631744,3510112,0
Belgium,1974,19151728,48456400,63775584,3722624,0
Belgium,1975,18653424,38479328,61437952,3429504,0
Belgium,1976,19913840,41263968,64984704,3740944,0
Belgium,1977,19672016,38831072,64098016,3869184,0
Belgium,1978,19503472,43649232,68817248,3773920,0
Belgium,1979,21313488,47104384,67860944,3839872,0
Belgium,1980,20390160,47155680,63914816,3726288,0
Belgium,1981,18807312,46210368,55568224,3334240,0
Belgium,1982,15524368,45631456,53146320,3151040,0
Belgium,1983,16293808,36632672,45770688,2850592,0
Belgium,1984,16814096,42007760,43671216,2843264,0
Belgium,1985,16770128,40710704,44147536,2758992,0
Belgium,1986,13483520,36061088,50380000,2868912,0
Belgium,1987,15095680,36453136,48643264,2835936,0
Belgium,1988,14901488,33126224,49035312,3213328,0
Belgium,1989,16557616,40065840,47397504,3348896,0
Belgium,1990,18693728,38219184,45598480,3451488,0
Belgium,1991,19987120,36152688,51145776,3579728,0
Belgium,1992,20708928,33602544,53542032,4023072,0
Belgium,1993,21526000,30414864,51830944,3792240,0
Belgium,1994,22134224,32697536,53219600,4191616,0
Belgium,1995,24281328,31356512,52501456,4096352,0
Belgium,1996,27040320,30271968,56733376,3916816,0
Belgium,1997,25779904,29165440,56290032,4012080,0
Belgium,1998,28546224,29572144,56671088,3488128,0
Belgium,1999,30517456,25816544,54208880,3627360,0
Belgium,2000,30594400,29062848,51805296,3561408,0
Belgium,2001,30162048,26629952,54076976,3565072,0
Belgium,2002,30616384,23255408,49878032,3477136,0
Belgium,2003,32957680,21888736,54710848,3264624,0
Belgium,2004,33342400,21009376,53314864,3345232,0
Belgium,2005,33705136,18642432,52292608,3784912,0
Belgium,2006,34331680,17957264,50614496,4081696,0
Belgium,2007,34163136,16033664,48489376,4770528,0
Belgium,2008,33957952,16268160,50790368,3345232,0
Belgium,2009,34580832,11307104,50907616,2986160,0
Belgium,2010,38886032,13875568,54934352,3037456,0
Belgium,2011,32932032,12904608,50559536,3466144,0
Belgium,2012,32877072,11743120,47280256,3129056,0
Belgium,2013,32943024,12058224,48841120,3048448,0
Belgium,2014,28832016,11779760,49621552,3041120,0
Belize,1950,0,0,18320,0,0
Belize,1951,0,0,25648,0,0
Belize,1952,0,0,25648,0,0
Belize,1953,0,0,29312,0,0
Belize,1954,0,0,29312,0,0
Belize,1955,0,0,29312,0,0
Belize,1956,0,0,29312,0,0
Belize,1957,0,0,29312,0,0
Belize,1958,0,0,40304,0,0
Belize,1959,0,0,40304,0,0
Belize,1960,0,0,43968,0,0
Belize,1961,0,0,36640,0,0
Belize,1962,0,0,69616,0,0
Belize,1963,0,0,62288,0,0
Belize,1964,0,0,84272,0,0
Belize,1965,0,0,84272,0,0
Belize,1966,0,0,80608,0,0
Belize,1967,0,0,120912,0,0
Belize,1968,0,0,102592,0,0
Belize,1969,0,0,135568,0,0
Belize,1970,0,0,120912,0,0
Belize,1971,0,0,142896,0,0
Belize,1972,0,0,157552,0,0
Belize,1973,0,0,146560,0,0
Belize,1974,0,0,153888,0,0
Belize,1975,0,0,175872,0,0
Belize,1976,0,0,175872,0,0
Belize,1977,0,0,197856,0,0
Belize,1978,0,0,216176,0,0
Belize,1979,0,0,208848,0,0
Belize,1980,0,0,190528,0,0
Belize,1981,0,0,183200,0,0
Belize,1982,0,0,172208,0,0
Belize,1983,0,0,172208,0,0
Belize,1984,0,0,172208,0,0
Belize,1985,0,0,190528,0,0
Belize,1986,0,0,205184,0,0
Belize,1987,0,0,227168,0,0
Belize,1988,0,0,249152,0,0
Belize,1989,0,0,300448,0,0
Belize,1990,0,0,311440,0,0
Belize,1991,0,0,359072,0,0
Belize,1992,0,0,355408,0,0
Belize,1993,0,0,377392,0,0
Belize,1994,0,0,373728,0,0
Belize,1995,0,0,377392,0,0
Belize,1996,0,0,307776,0,0
Belize,1997,0,0,388384,0,0
Belize,1998,0,0,370064,0,0
Belize,1999,0,0,348080,0,0
Belize,2000,0,0,395712,0,0
Belize,2001,0,0,447008,0,0
Belize,2002,0,0,432352,0,0
Belize,2003,0,0,432352,0,0
Belize,2004,0,0,392048,0,0
Belize,2005,0,0,421360,0,0
Belize,2006,0,0,443344,0,0
Belize,2007,0,0,476320,0,0
Belize,2008,0,0,436016,0,0
Belize,2009,0,0,586240,0,0
Belize,2010,10992,0,523952,0,0
Belize,2011,10992,0,589904,0,0
Belize,2012,7328,0,468992,0,0
Belize,2013,7328,0,505632,0,0
Belize,2014,3664,0,490976,0,0
Benin,1958,0,0,124576,0,0
Benin,1959,0,0,102592,0,0
Benin,1960,0,0,161216,0,0
Benin,1961,0,0,128240,0,0
Benin,1962,0,0,135568,0,0
Benin,1963,0,0,120912,0,0
Benin,1964,0,0,142896,0,0
Benin,1965,0,0,150224,0,0
Benin,1966,0,0,113584,0,0
Benin,1967,0,0,142896,0,0
Benin,1968,0,0,153888,0,0
Benin,1969,0,0,201520,0,0
Benin,1970,0,0,282128,0,0
Benin,1971,0,0,293120,0,0
Benin,1972,0,0,388384,0,0
Benin,1973,0,0,381056,0,0
Benin,1974,0,0,406704,0,0
Benin,1975,0,0,443344,0,0
Benin,1976,0,0,260144,0,0
Benin,1977,0,0,296784,0,0
Benin,1978,0,0,362736,0,0
Benin,1979,0,0,366400,0,0
Benin,1980,0,0,373728,142896,0
Benin,1981,0,0,282128,146560,0
Benin,1982,0,0,333424,157552,0
Benin,1983,0,0,304112,150224,0
Benin,1984,0,0,351744,150224,0
Benin,1985,0,0,593568,150224,0
Benin,1986,0,0,534944,150224,0
Benin,1987,0,0,388384,150224,0
Benin,1988,0,0,454336,98928,0
Benin,1989,0,0,505632,124576,0
Benin,1990,0,0,556928,150224,0
Benin,1991,0,0,659520,161216,0
Benin,1992,0,0,714480,183200,0
Benin,1993,0,0,879360,252816,0
Benin,1994,0,0,1033248,230832,0
Benin,1995,0,0,1036912,289456,0
Benin,1996,0,0,1084544,179536,0
Benin,1997,0,0,1117520,98928,0
Benin,1998,0,0,1113856,98928,0
Benin,1999,0,0,1461936,98928,0
Benin,2000,0,0,1472928,124576,0
Benin,2001,0,0,1689104,124576,0
Benin,2002,0,0,1952912,124576,0
Benin,2003,0,0,2227712,124576,0
Benin,2004,0,0,2381600,124576,0
Benin,2005,0,0,2268016,124576,0
Benin,2006,0,0,3125392,743792,0
Benin,2007,0,0,3718960,773104,0
Benin,2008,0,0,3737280,670512,0
Benin,2009,0,0,4001088,655856,0
Benin,2010,0,0,4437104,648528,0
Benin,2011,0,0,4561680,729136,0
Benin,2012,0,0,4774192,692496,0
Benin,2013,0,0,5100288,707152,0
Benin,2014,0,186864,5433712,696160,0
Bermuda,1950,0,3664,40304,0,0
Bermuda,1951,0,3664,54960,0,0
Bermuda,1952,0,7328,98928,0,0
Bermuda,1953,0,3664,84272,0,0
Bermuda,1954,0,3664,84272,0,0
Bermuda,1955,0,3664,106256,0,0
Bermuda,1956,0,3664,131904,0,0
Bermuda,1957,0,3664,135568,0,0
Bermuda,1958,0,3664,142896,0,0
Bermuda,1959,0,0,135568,0,0
Bermuda,1960,0,0,157552,0,0
Bermuda,1961,0,0,175872,0,0
Bermuda,1962,0,0,157552,0,0
Bermuda,1963,0,0,150224,0,0
Bermuda,1964,0,0,201520,0,0
Bermuda,1965,0,0,179536,0,0
Bermuda,1966,0,0,201520,0,0
Bermuda,1967,0,0,212512,0,0
Bermuda,1968,0,0,223504,0,0
Bermuda,1969,0,0,197856,0,0
Bermuda,1970,0,0,227168,0,0
Bermuda,1971,0,0,230832,0,0
Bermuda,1972,0,0,252816,0,0
Bermuda,1973,0,0,425024,0,0
Bermuda,1974,0,0,443344,0,0
Bermuda,1975,0,3664,454336,0,0
Bermuda,1976,0,0,468992,0,0
Bermuda,1977,0,0,454336,0,0
Bermuda,1978,0,0,425024,0,0
Bermuda,1979,0,0,461664,0,0
Bermuda,1980,0,0,436016,0,0
Bermuda,1981,0,0,388384,0,0
Bermuda,1982,0,0,395712,0,0
Bermuda,1983,0,0,450672,0,0
Bermuda,1984,0,0,443344,0,0
Bermuda,1985,0,0,450672,0,0
Bermuda,1986,0,0,421360,0,0
Bermuda,1987,0,0,571584,0,0
Bermuda,1988,0,0,644864,0,0
Bermuda,1989,0,0,780432,0,0
Bermuda,1990,0,0,501968,0,0
Bermuda,1991,0,0,538608,0,0
Bermuda,1992,0,0,461664,0,0
Bermuda,1993,0,0,538608,0,0
Bermuda,1994,0,0,531280,0,0
Bermuda,1995,0,0,531280,0,0
Bermuda,1996,0,0,527616,0,0
Bermuda,1997,0,0,523952,0,0
Bermuda,1998,0,0,520288,0,0
Bermuda,1999,0,0,512960,0,0
Bermuda,2000,0,0,516624,0,0
Bermuda,2001,0,0,527616,0,0
Bermuda,2002,0,0,556928,0,0
Bermuda,2003,0,0,560592,0,0
Bermuda,2004,0,0,582576,0,0
Bermuda,2005,0,0,582576,0,0
Bermuda,2006,0,0,652192,0,0
Bermuda,2007,0,0,729136,0,0
Bermuda,2008,0,0,648528,0,0
Bermuda,2009,0,0,476320,0,0
Bermuda,2010,0,0,608224,0,0
Bermuda,2011,0,0,443344,0,0
Bermuda,2012,0,0,476320,0,0
Bermuda,2013,0,0,458000,0,0
Bermuda,2014,0,0,575248,0,0
Bhutan,1970,0,0,3664,0,0
Bhutan,1971,0,0,3664,0,0
Bhutan,1972,0,0,3664,0,0
Bhutan,1973,0,0,3664,0,0
Bhutan,1974,0,0,3664,0,0
Bhutan,1975,0,0,3664,0,0
Bhutan,1976,0,0,3664,0,0
Bhutan,1977,0,0,7328,0,0
Bhutan,1978,0,0,10992,0,0
Bhutan,1979,0,3664,18320,0,0
Bhutan,1980,0,3664,18320,0,0
Bhutan,1981,0,3664,25648,0,0
Bhutan,1982,0,3664,29312,0,0
Bhutan,1983,0,3664,29312,0,0
Bhutan,1984,0,0,51296,0,0
Bhutan,1985,0,0,62288,0,0
Bhutan,1986,0,0,54960,0,0
Bhutan,1987,0,43968,58624,0,0
Bhutan,1988,0,47632,62288,0,0
Bhutan,1989,0,0,62288,0,0
Bhutan,1990,0,47632,80608,0,0
Bhutan,1991,0,47632,80608,58624,0
Bhutan,1992,0,80608,76944,58624,0
Bhutan,1993,0,43968,84272,54960,0
Bhutan,1994,0,62288,87936,58624,0
Bhutan,1995,0,76944,102592,69616,0
Bhutan,1996,0,91600,124576,80608,0
Bhutan,1997,0,186864,120912,80608,0
Bhutan,1998,0,179536,128240,73280,0
Bhutan,1999,0,175872,135568,73280,0
Bhutan,2000,0,175872,146560,73280,0
Bhutan,2001,0,146560,161216,80608,0
Bhutan,2002,0,168544,168544,80608,0
Bhutan,2003,0,109920,186864,80608,0
Bhutan,2004,0,25648,197856,84272,0
Bhutan,2005,0,98928,212512,84272,0
Bhutan,2006,0,84272,219840,87936,0
Bhutan,2007,0,80608,223504,87936,0
Bhutan,2008,0,113584,216176,87936,0
Bhutan,2009,0,58624,241824,87936,0
Bhutan,2010,0,76944,311440,98928,0
Bhutan,2011,0,95264,366400,271136,0
Bhutan,2012,0,139232,417696,260144,0
Bhutan,2013,0,194192,439680,285792,0
Bhutan,2014,0,252816,406704,344416,0
Bolivia,1928,0,0,3664,0,0
Bolivia,1929,0,0,10992,0,0
Bolivia,1930,0,0,10992,0,0
Bolivia,1931,0,0,7328,0,0
Bolivia,1932,0,0,14656,0,0
Bolivia,1933,0,0,43968,0,0
Bolivia,1934,0,0,62288,14656,0
Bolivia,1935,0,0,65952,3664,0
Bolivia,1936,0,0,40304,3664,0
Bolivia,1937,0,0,47632,3664,0
Bolivia,1938,0,0,54960,10992,0
Bolivia,1939,0,0,84272,0,0
Bolivia,1940,0,0,117248,10992,0
Bolivia,1941,0,0,95264,10992,0
Bolivia,1942,0,0,120912,10992,0
Bolivia,1943,0,0,135568,10992,0
Bolivia,1944,0,0,124576,14656,0
Bolivia,1945,0,0,153888,14656,0
Bolivia,1946,0,0,142896,14656,0
Bolivia,1947,0,0,150224,18320,0
Bolivia,1948,0,0,183200,18320,0
Bolivia,1949,0,0,271136,21984,0
Bolivia,1950,0,3664,476320,18320,0
Bolivia,1951,0,32976,410368,18320,0
Bolivia,1952,0,32976,461664,18320,0
Bolivia,1953,0,14656,505632,18320,0
Bolivia,1954,0,25648,747456,14656,0
Bolivia,1955,10992,10992,890352,18320,0
Bolivia,1956,10992,25648,1051568,14656,0
Bolivia,1957,14656,14656,967296,10992,0
Bolivia,1958,10992,3664,890352,14656,0
Bolivia,1959,10992,3664,919664,14656,0
Bolivia,1960,10992,7328,967296,18320,0
Bolivia,1961,84272,3664,930656,21984,0
Bolivia,1962,80608,3664,989280,25648,0
Bolivia,1963,84272,3664,1099200,29312,0
Bolivia,1964,91600,3664,1198128,32976,157552
Bolivia,1965,106256,3664,1304384,29312,65952
Bolivia,1966,131904,3664,1443616,32976,76944
Bolivia,1967,139232,0,1568192,29312,153888
Bolivia,1968,128240,3664,1725744,36640,278464
Bolivia,1969,190528,3664,1744064,40304,571584
Bolivia,1970,62288,3664,1810016,58624,549600
Bolivia,1971,69616,3664,1868640,62288,1058896
Bolivia,1972,98928,0,2048176,73280,1348352
Bolivia,1973,117248,0,2180080,84272,1073552
Bolivia,1974,285792,0,2366944,102592,758448
Bolivia,1975,249152,3664,2868912,131904,806080
Bolivia,1976,304112,0,3158368,109920,1007600
Bolivia,1977,337088,0,3312256,131904,696160
Bolivia,1978,644864,0,3304928,128240,945312
Bolivia,1979,677840,3664,3374544,124576,549600
Bolivia,1980,666848,3664,3477136,146560,373728
Bolivia,1981,674176,3664,3565072,186864,359072
Bolivia,1982,666848,3664,3213328,161216,304112
Bolivia,1983,604560,3664,3165696,164880,348080
Bolivia,1984,465328,0,3081424,142896,344416
Bolivia,1985,421360,0,3125392,190528,384720
Bolivia,1986,461664,0,2876240,146560,289456
Bolivia,1987,604560,0,2938528,197856,285792
Bolivia,1988,593568,0,2949520,227168,534944
Bolivia,1989,864704,0,3055776,252816,817072
Bolivia,1990,1436288,0,3264624,278464,773104
Bolivia,1991,1505904,0,3282944,296784,916000
Bolivia,1992,1821008,0,3407520,300448,1121184
Bolivia,1993,1879632,0,3696976,326096,1919936
Bolivia,1994,2205728,0,4173296,381056,1864976
Bolivia,1995,2451216,0,5023344,443344,1923600
Bolivia,1996,2791968,0,5474016,465328,1091872
Bolivia,1997,3367216,0,5789120,516624,1260416
Bolivia,1998,2879904,0,6595200,582576,926992
Bolivia,1999,3103408,0,6034608,597232,699824
Bolivia,2000,5360432,0,4660608,534944,501968
Bolivia,2001,2700368,0,5078304,490976,344416
Bolivia,2002,4503056,0,4928080,501968,450672
Bolivia,2003,4067040,0,6052928,567920,395712
Bolivia,2004,3986432,0,6089568,637536,392048
Bolivia,2005,4510384,0,6701456,718144,249152
Bolivia,2006,7445248,0,6613520,813408,168544
Bolivia,2007,4136656,0,7170448,868368,146560
Bolivia,2008,4766864,0,7302352,989280,172208
Bolivia,2009,5272496,0,7423264,1143168,139232
Bolivia,2010,5844080,0,7980192,1201792,164880
Bolivia,2011,6173840,0,8456512,1322704,179536
Bolivia,2012,7031216,0,10244544,1352016,153888
Bolivia,2013,7086176,0,10083328,1546208,186864
Bolivia,2014,7848288,0,10614608,1744064,186864
Bosnia and Herzegovina,1992,787760,12585840,1593840,73280,0
Bosnia and Herzegovina,1993,267472,10907728,1344688,73280,0
Bosnia and Herzegovina,1994,322432,1176144,1612160,120912,0
Bosnia and Herzegovina,1995,282128,1377664,1656128,113584,0
Bosnia and Herzegovina,1996,472656,1996880,1707424,73280,0
Bosnia and Herzegovina,1997,282128,6243456,1762384,98928,0
Bosnia and Herzegovina,1998,322432,7958208,2154432,150224,0
Bosnia and Herzegovina,1999,329760,7756688,2132448,150224,0
Bosnia and Herzegovina,2000,458000,9709600,3301264,311440,0
Bosnia and Herzegovina,2001,300448,9456784,3246304,351744,0
Bosnia and Herzegovina,2002,282128,10453392,3099744,454336,0
Bosnia and Herzegovina,2003,370064,10812464,2850592,443344,0
Bosnia and Herzegovina,2004,582576,11090928,3403856,520288,0
Bosnia and Herzegovina,2005,692496,11849376,3136384,512960,0
Bosnia and Herzegovina,2006,729136,12897280,3315920,611888,0
Bosnia and Herzegovina,2007,769440,12688432,3543088,637536,0
Bosnia and Herzegovina,2008,762112,14575392,4100016,699824,0
Bosnia and Herzegovina,2009,436016,15319184,4396800,534944,0
Bosnia and Herzegovina,2010,458000,15872448,4459088,472656,0
Bosnia and Herzegovina,2011,520288,18484880,4418784,443344,0
Bosnia and Herzegovina,2012,479984,17235456,4107344,421360,0
Bosnia and Herzegovina,2013,373728,17085232,4004752,439680,0
Bosnia and Herzegovina,2014,348080,17360032,4092688,417696,0
Botswana,1972,0,21984,0,0,0
Botswana,1973,0,51296,0,0,0
Botswana,1974,0,87936,0,0,0
Botswana,1975,0,186864,0,0,0
Botswana,1976,0,593568,0,0,0
Botswana,1977,0,780432,0,0,0
Botswana,1978,0,831728,0,0,0
Botswana,1979,0,941648,0,0,0
Botswana,1980,0,985616,0,0,0
Botswana,1981,0,1007600,0,0,0
Botswana,1982,0,1099200,0,0,0
Botswana,1983,0,1029584,0,0,0
Botswana,1984,0,1044240,0,0,0
Botswana,1985,0,1157824,0,0,0
Botswana,1986,0,1066224,0,0,0
Botswana,1987,0,1238432,0,0,0
Botswana,1988,0,1300720,0,0,0
Botswana,1989,0,1428960,0,0,0
Botswana,1990,0,1747728,952640,0,0
Botswana,1991,0,1718416,916000,0,0
Botswana,1992,0,1945584,835392,0,0
Botswana,1993,0,1923600,1271408,0,0
Botswana,1994,0,1952912,1077216,0,0
Botswana,1995,0,1974896,1069888,0,0
Botswana,1996,0,1586512,1168816,0,0
Botswana,1997,0,1700096,1099200,0,0
Botswana,1998,0,2022528,1319040,0,0
Botswana,1999,0,1593840,1564528,0,0
