Entity,Year,Cadmium (BGS (2016)),Cobalt (BGS (2016)),Diamond (BGS (2016)),Graphite (BGS (2016)),Lithium (BGS (2016)),Mercury (BGS (2016)),Platinum (BGS (2016)),Uranium (BGS (2016)),Silicon (BGS (2016))
China,1991,1222,233,1000000,600000,15500,800000,,800,817000
China,1992,1138,255,115255,600000,7220,600000,,955,834000
China,1993,1161,240,118300,653800,44444,554000,,780,1040000
China,1994,1282,270,141940,943200,41511,467000,,780,1100000
China,1995,1533,981,365085,2215100,49897,779000,,500,1210000
China,1996,1567,192,118380,1950000,40640,508000,,500,1490000
China,1997,1982,200,120385,1680400,66909,835000,,500,1250000
China,1998,2125,40,112825,1621000,43122,225000,,500,1276600
China,1999,2154,100,113065,1500000,46198,195000,,500,1118900
China,2000,2368,91,160000,1650000,31967,203000,400,500,1390000
China,2001,2507,150,1185000,1700000,34276,193000,700,665,1384900
China,2002,2426,1004,1190000,1320000,34000,495000,800,730,
China,2003,2705,707,1190000,1400000,35000,612000,900,750,
China,2004,4528,1253,1060000,1450000,36000,1140000,1200,750,
China,2005,4080,2104,1060000,1650000,37000,1094000,1200,750,
China,2006,3791,1840,1065000,1730000,37000,759000,1100,750,
China,2007,4215,6100,1070000,1800000,42000,798000,1300,712,
China,2008,6964,6630,69480,1800000,46000,1333000,1400,769,
China,2009,7053,6003,45932,1800000,53000,1425000,1400,750,
China,2010,7363,6382,17227,1800000,55000,1585000,1400,827,
China,2011,6672,6843,201,1800000,2100,1493000,1400,885,
China,2012,7265,7498,1855,1800000,1900,1347000,1400,1500,
China,2013,7496,8580,1050,1800000,2100,1822000,1400,1500,
China,2014,8201,9619,0,1800000,1900,2259000,1400,1500,
China,2015,8200,9600,0,1800000,2200,1861000,1400,1616,
Colombia,1970,,,,,,7736,820,,
Colombia,1971,,,,,,6659,797,,
Colombia,1972,,,,,,5274,740,,
Colombia,1973,,,,,,5170,820,,
Colombia,1974,,,,,,2700,656,,
Colombia,1983,,,,,,,320,,
Colombia,1984,,,,,,,314,,
Colombia,1985,,,,,,,362,,
Colombia,1986,,,,,,,447,,
Colombia,1987,,,,,,,680,,
Colombia,1988,,,,,,,810,,
Colombia,1989,,,,,,,973,,
Colombia,1990,,,,,,,1316,,
Colombia,1991,,,,,,,1603,,
Colombia,1992,,,,,,,1956,,
Colombia,1993,,,,,,,1722,,
Colombia,1994,,,,,,,1084,,
Colombia,1995,,,,,,,973,,
Colombia,1996,,,,,,,672,,
Colombia,1997,,,,,,,406,,
Colombia,1998,,,,,,,411,,
Colombia,1999,,,,,,,488,,
Colombia,2000,,,,,,,339,,
Colombia,2001,,,,,,,673,,
Colombia,2002,,,,,,,661,,
Colombia,2003,,,,,,,841,,
Colombia,2004,,,,,,,1209,,
Colombia,2005,,,,,,,1082,,
Colombia,2006,,,,,,,1438,,
Colombia,2007,,,,,,,1526,,
Colombia,2008,,,,,,,1370,,
Colombia,2009,,,,,,,929,,
Colombia,2010,,,,,,,997,,
Colombia,2011,,,,,,,1231,,
Colombia,2012,,,,,,,1460,,
Colombia,2013,,,,,,,1504,,
Colombia,2014,,,,,,,1135,,
Colombia,2015,,,,,,,861,,
Congo,2007,,,22000,,,,,,
Congo,2008,,,110000,,,,,,
Congo,2009,,,68000,,,,,,
Congo,2010,,,381242,,,,,,
Congo,2011,,,76548,,,,,,
Congo,2012,,,51588,,,,,,
Congo,2013,,,56495,,,,,,
Congo,2014,,,53163,,,,,,
Congo,2015,,,40057,,,,,,
Cote d'Ivoire,1970,,,212808,,,,,,
Cote d'Ivoire,1971,,,326368,,,,,,
Cote d'Ivoire,1972,,,333541,,,,,,
Cote d'Ivoire,1973,,,299916,,,,,,
Cote d'Ivoire,1974,,,278533,,,,,,
Cote d'Ivoire,1975,,,209023,,,,,,
Cote d'Ivoire,1976,,,60000,,,,,,
Cote d'Ivoire,1977,,,39000,,,,,,
Cote d'Ivoire,1978,,,45000,,,,,,
Cote d'Ivoire,1979,,,48000,,,,,,
Cote d'Ivoire,1985,,,5000,,,,,,
Cote d'Ivoire,1986,,,13581,,,,,,
Cote d'Ivoire,1987,,,67365,,,,,,
Cote d'Ivoire,1988,,,116543,,,,,,
Cote d'Ivoire,1989,,,11689,,,,,,
Cote d'Ivoire,1990,,,12000,,,,,,
Cote d'Ivoire,1991,,,15000,,,,,,
Cote d'Ivoire,1992,,,15000,,,,,,
Cote d'Ivoire,1993,,,15000,,,,,,
Cote d'Ivoire,1994,,,84400,,,,,,
Cote d'Ivoire,1995,,,75300,,,,,,
Cote d'Ivoire,1996,,,301591,,,,,,
Cote d'Ivoire,1997,,,306665,,,,,,
Cote d'Ivoire,1998,,,310000,,,,,,
Cote d'Ivoire,1999,,,398282,,,,,,
Cote d'Ivoire,2000,,,320208,,,,,,
Cote d'Ivoire,2001,,,309000,,,,,,
Cote d'Ivoire,2002,,,306000,,,,,,
Cote d'Ivoire,2003,,,230000,,,,,,
Cote d'Ivoire,2004,,,300000,,,,,,
Cote d'Ivoire,2005,,,0,,,,,,
Cote d'Ivoire,2006,,,0,,,,,,
Cote d'Ivoire,2010,,,0,,,,,,
Cote d'Ivoire,2011,,,0,,,,,,
Cote d'Ivoire,2012,,,0,,,,,,
Cote d'Ivoire,2013,,,0,,,,,,
Cote d'Ivoire,2014,,,1074,,,,,,
Cote d'Ivoire,2015,,,14925,,,,,,
Cuba,1970,,1500,,,,,,,
Cuba,1971,,1500,,,,,,,
Cuba,1972,,1500,,,,,,,
Cuba,1973,,1600,,,,,,,
Cuba,1974,,1600,,,,,,,
Cuba,1975,,1500,,,,,,,
Cuba,1976,,1500,,,,,,,
Cuba,1977,,1500,,,,,,,
Cuba,1978,,1400,,,,,,,
Cuba,1979,,1300,,,,,,,
Cuba,1980,,1500,,,,,,,
Cuba,1981,,1600,,,,,,,
Cuba,1982,,1500,,,,,,,
Cuba,1983,,1621,,,,,,,
Cuba,1984,,1393,,,,,,,
Cuba,1985,,1513,,,,,,,
Cuba,1986,,1578,,,,,,,
Cuba,1987,,1613,,,,,,,
Cuba,1988,,1783,,,,,,,
Cuba,1989,,1827,,,,,,,
Cuba,1990,,1743,,,,,,,
Cuba,1991,,1331,,,,,,,
Cuba,1992,,1360,,,,,,,
Cuba,1993,,1258,,,,,,,
Cuba,1994,,1141,,,,,,,
Cuba,1995,,1854,,,,,,,
Cuba,1996,,2300,,,,,,,
Cuba,1997,,2500,,,,,,,
Cuba,1998,,2700,,,,,,,
Cuba,1999,,2600,,,,,,,
Cuba,2000,,2900,,,,,,,
Cuba,2001,,3908,,,,,,,
Cuba,2002,,3856,,,,,,,
Cuba,2003,,3643,,,,,,,
Cuba,2004,,3554,,,,,,,
Cuba,2005,,4798,,,,,,,
Cuba,2006,,5602,,,,,,,
Cuba,2007,,4549,,,,,,,
Cuba,2008,,3175,,,,,,,
Cuba,2009,,3721,,,,,,,
Cuba,2010,,3706,,,,,,,
Cuba,2011,,3853,,,,,,,
Cuba,2012,,3792,,,,,,,
Cuba,2013,,3319,,,,,,,
Cuba,2014,,3210,,,,,,,
Cuba,2015,,3734,,,,,,,
Czech Republic,1992,,,,0,,,,0,
Czech Republic,1993,,,,27000,,,,1018,
Czech Republic,1994,,,,25000,,,,537,
Czech Republic,1995,,,,27000,,,,611,
Czech Republic,1996,,,,30000,,,,589,
Czech Republic,1997,,,,25000,,,,624,
Czech Republic,1998,,,,28000,,,,611,
Czech Republic,1999,,,,22000,,,,605,
Czech Republic,2000,,,,23000,,,,498,
Czech Republic,2001,,,,17000,,,,490,
Czech Republic,2002,,,,16000,,,,477,
Czech Republic,2003,,,,9000,,,,458,
Czech Republic,2004,,,,5000,,,,435,
Czech Republic,2005,,,,3000,,,,420,
Czech Republic,2006,,,,5000,,,,383,
Czech Republic,2007,,,,3000,,,,322,
Czech Republic,2008,,,,3000,,,,290,
Czech Republic,2009,,,,3000,,,,286,
Czech Republic,2010,,,,,,,,259,
Czech Republic,2011,,,,,,,,252,
Czech Republic,2012,,,,,,,,222,
Czech Republic,2013,,,,,,,,232,
Czech Republic,2014,,,,,,,,165,
Czech Republic,2015,,,,,,,,134,
Czechoslovakia,1970,,,,,,166000,,,
Czechoslovakia,1971,,,,,,194000,,,
Czechoslovakia,1972,,,,,,228000,,,
Czechoslovakia,1973,,,,,,224000,,,
Czechoslovakia,1974,,,,,,191000,,,
Czechoslovakia,1975,,,,,,204000,,,
Czechoslovakia,1976,,,,,,191000,,,27000
Czechoslovakia,1977,,,,,,183000,,,35000
Czechoslovakia,1978,,,,13630,,196000,,,35000
Czechoslovakia,1979,,,,14600,,171000,,,33000
Czechoslovakia,1980,,,,15700,,159000,,,28582
Czechoslovakia,1981,,,,20317,,153000,,,31012
Czechoslovakia,1982,,,,21977,,151000,,,25876
Czechoslovakia,1983,,,,26666,,144000,,,19507
Czechoslovakia,1984,,,,27000,,152000,,,28000
Czechoslovakia,1985,,,,15000,,158000,,,20765
Czechoslovakia,1986,,,,13686,,168000,,,21090
Czechoslovakia,1987,,,,12763,,164000,,,21030
Czechoslovakia,1988,,,,14304,,168000,,,22730
Czechoslovakia,1989,,,,14676,,131000,,,20997
Czechoslovakia,1990,,,,12171,,126000,,2142,20474
Czechoslovakia,1991,,,,15000,,75000,,1778,15000
Czechoslovakia,1992,,,,20000,,60000,,1539,15000
Democratic Republic of Congo,1970,317,13958,12438000,,,,,,
Democratic Republic of Congo,1971,262,14518,11469000,,,,,,
Democratic Republic of Congo,1972,296,30800,13389829,,,,,,
Democratic Republic of Congo,1973,278,32800,12389840,,,,,,
Democratic Republic of Congo,1974,272,33900,13596935,,,,,,
Democratic Republic of Congo,1975,264,31300,12810319,,,,,,
Democratic Republic of Congo,1976,252,10686,11821000,,,,,,
Democratic Republic of Congo,1977,246,10208,11215000,,,,,,
Democratic Republic of Congo,1978,186,13146,11245000,,,,,,
Democratic Republic of Congo,1979,212,14029,8734000,,,,,,
Democratic Republic of Congo,1980,168,14482,10334000,,,,,,
Democratic Republic of Congo,1981,230,11124,7161000,,,,,,
Democratic Republic of Congo,1982,281,5573,6164000,,,,,,
Democratic Republic of Congo,1983,308,5370,11982000,,,,,,
Democratic Republic of Congo,1984,318,9075,18459000,,,,,,
Democratic Republic of Congo,1985,295,10571,19975000,,,,,,
Democratic Republic of Congo,1986,364,14518,23233000,,,,,,
Democratic Republic of Congo,1987,299,11871,19650310,,,,,,
Democratic Republic of Congo,1988,281,10026,18162555,,,,,,
Democratic Republic of Congo,1989,224,9311,17652206,,,,,,
Democratic Republic of Congo,1990,127,9981,19427551,,,,,,
Democratic Republic of Congo,1991,123,8620,18300000,,,,,,
Democratic Republic of Congo,1992,84,8547,13501450,,,,,,
Democratic Republic of Congo,1993,12,2092,15626000,,,,,,
Democratic Republic of Congo,1994,,3274,16259000,,,,,,
Democratic Republic of Congo,1995,,3967,22024000,,,,,,
Democratic Republic of Congo,1996,,4041,22240000,,,,,,
Democratic Republic of Congo,1997,,4000,20977000,,,,,,
Democratic Republic of Congo,1998,,5000,21362000,,,,,,
Democratic Republic of Congo,1999,,6000,22000000,,,,,,
Democratic Republic of Congo,2000,,7000,16500000,,,,,,
Democratic Republic of Congo,2001,,12000,18198000,,,,,,
Democratic Republic of Congo,2002,,14500,22503000,,,,,,
Democratic Republic of Congo,2003,,14500,26981000,,,,,,
Democratic Republic of Congo,2004,,20200,29503000,,,,,,
Democratic Republic of Congo,2005,,24500,33054998,,,,,,
Democratic Republic of Congo,2006,,27100,28990241,,,,,,
Democratic Republic of Congo,2007,,17886,28452496,,,,,,
Democratic Republic of Congo,2008,,42461,33401928,,,,,,
Democratic Republic of Congo,2009,,56258,21298459,,,,,,
Democratic Republic of Congo,2010,,97693,16964000,,,,,,
Democratic Republic of Congo,2011,,99475,19249057,,,,,,
Democratic Republic of Congo,2012,,86433,19154000,,,,,,
Democratic Republic of Congo,2013,,76593,16653000,,,,,,
Democratic Republic of Congo,2014,,74712,14689000,,,,,,
Democratic Republic of Congo,2015,,83529,14284000,,,,,,
Egypt,1975,,,,,,,,,4518
Egypt,1976,,,,,,,,,4443
Egypt,1977,,,,,,,,,4557
Egypt,1978,,,,,,,,,4600
Egypt,1980,,,,,,,,,4500
Egypt,1981,,,,,,,,,5000
Egypt,1982,,,,,,,,,6000
Egypt,1983,,,,,,,,,6000
Egypt,1984,,,,,,,,,7500
Egypt,1985,,,,,,,,,7500
Egypt,1986,,,,,,,,,7221
Egypt,1987,,,,,,,,,7702
Egypt,1988,,,,,,,,,7806
Egypt,1989,,,,,,,,,7800
Egypt,1990,,,,,,,,,7922
Egypt,1991,,,,,,,,,7900
Egypt,1993,,,,,,,,,7247
Egypt,1994,,,,,,,,,6955
Egypt,1995,,,,,,,,,4284
Egypt,1996,,,,,,,,,17430
Egypt,1997,,,,,,,,,54080
Egypt,1998,,,,,,,,,56703
Egypt,1999,,,,,,,,,55000
Egypt,2000,,,,,,,,,55000
Egypt,2001,,,,,,,,,55000
Egypt,2002,,,,,,,,,55000
Egypt,2003,,,,,,,,,55000
Egypt,2004,,,,,,,,,55000
Egypt,2005,,,,,,,,,55000
Egypt,2006,,,,,,,,,50000
Egypt,2007,,,,,,,,,48464
Egypt,2008,,,,,,,,,59192
Egypt,2009,,,,,,,,,78355
Egypt,2010,,,,,,,,,25516
Egypt,2011,,,,,,,,,52421
Egypt,2012,,,,,,,,,54930
Egypt,2013,,,,,,,,,49060
Egypt,2014,,,,,,,,,56794
Egypt,2015,,,,,,,,,57000
Ethiopia,1970,,,,,,,8,,
Ethiopia,1971,,,,,,,6,,
Ethiopia,1972,,,,,,,7,,
Ethiopia,1973,,,,,,,9,,
Ethiopia,1974,,,,,,,7,,
Ethiopia,1983,,,,,,,2,,
Ethiopia,1984,,,,,,,0,,
Ethiopia,1985,,,,,,,2,,
Ethiopia,1986,,,,,,,2,,
Ethiopia,1987,,,,,,,1,,
Ethiopia,1988,,,,,,,2,,
Ethiopia,1989,,,,,,,2,,
Ethiopia,1990,,,,,,,2,,
Ethiopia,1991,,,,,,,1,,
Ethiopia,2005,,,,,,,0,,
Ethiopia,2006,,,,,,,4,,
Ethiopia,2007,,,,,,,3,,
Ethiopia,2008,,,,,,,10,,
Ethiopia,2009,,,,,,,8,,
Ethiopia,2010,,,,,,,1,,
Ethiopia,2011,,,,,,,1,,
Ethiopia,2012,,,,,,,0,,
Ethiopia,2013,,,,,,,0,,
Ethiopia,2014,,,,,,,0,,
Ethiopia,2015,,,,,,,0,,
Finland,1970,89,1008,,,,3400,20,,
Finland,1971,120,925,,,,4650,19,,
Finland,1972,175,1309,,,,7309,20,,
Finland,1973,179,1137,,,,6760,23,,
Finland,1974,156,1067,,,,6310,20,,
Finland,1975,217,1170,,,,10654,13,,
Finland,1976,426,1207,,,,13186,43,,
Finland,1977,527,1227,,,,8597,14,,
Finland,1978,611,1623,,,,39477,57,,
Finland,1979,590,1332,,,,46000,48,,
Finland,1980,580,1360,,,,75000,28,,
Finland,1981,621,1270,,,,67189,112,,
Finland,1982,566,1293,,,,71000,274,,
Finland,1983,616,1157,,,,64000,68,,
Finland,1984,614,860,,,,79000,33,,
Finland,1985,565,724,,,,125138,67,,
Finland,1986,532,631,,,,87021,107,,
Finland,1987,428,187,,,,217134,69,,
Finland,1988,808,0,,,,97026,54,,
Finland,1989,569,250,,,,202470,67,,
Finland,1990,484,273,,,,109176,72,,
Finland,1991,471,234,,,,110435,59,,
Finland,1992,580,216,,,,74596,,,
Finland,1993,332,167,,,,100824,,,
Finland,1994,548,121,,,,83065,,,
Finland,1995,534,,,,,90245,,,
Finland,1996,648,,,,,88120,,,
Finland,1997,494,,,,,63000,,,
Finland,1998,520,,,,,54000,,,
Finland,1999,696,,,,,55000,,,
Finland,2000,683,,,,,76100,,,
Finland,2001,604,,,,,71200,,,
Finland,2002,400,,,,,50600,,,
Finland,2003,,,,,,25000,,,
Finland,2004,,,,,,23500,,,
Finland,2005,,100,,,,34200,,,
Finland,2006,,100,,,,22820,,,
Finland,2007,,64,,,,45195,,,
Finland,2008,,105,,,,33120,0,,
Finland,2009,,27,,,,6210,0,,
Finland,2010,,140,,,,9000,0,,
Finland,2011,,480,,,,5000,0,,
Finland,2012,,1381,,,,0,429,,
Finland,2013,,2061,,,,0,946,,
Finland,2014,,2104,,,,0,1060,,
Finland,2015,,2119,,,,0,992,,
France,1970,508,,,,,,,1295,
France,1971,579,,,,,,,1280,
France,1972,572,,,,,,,1427,197235
France,1973,606,,,,,,,1578,243611
France,1974,643,,,,,,,1716,236600
France,1975,602,,,,,,,1730,242303
France,1976,532,,,,,,,1871,236531
France,1977,790,,,,,,,2048,241048
France,1978,694,,,,,,,2911,192829
France,1979,689,,,,,,,3332,285487
France,1980,792,,,,,,,2845,245957
France,1981,664,,,,,,,2554,189062
France,1982,803,,,,,,,2872,168858
France,1983,513,,,,,,,3132,192762
France,1984,563,,,,,,,3117,206348
France,1985,337,,,,,,,3248,197114
France,1986,431,,,,,,,3237,195913
France,1987,457,,,,,,,3376,154659
France,1988,558,,,,,,,3370,196000
France,1989,790,,,,,,,3334,125390
France,1990,780,,,,,,,2935,117490
France,1991,1100,,,,,,,2479,105800
France,1992,252,,,,,,,2880,98100
France,1993,136,,,,,,,1708,83663
France,1994,6,,,,,,,1027,111590
France,1995,0,,,,,,,981,108000
France,1996,92,,,,,,,930,103000
France,1997,309,,,,,,,748,109000
France,1998,177,,,,,,,508,106000
France,1999,195,,,,,,,438,110000
France,2000,160,,,,,,,319,110000
France,2001,176,,,,,,,194,100000
France,2002,154,,,,,,,12,100000
France,2003,120,,,,,,,,100000
France,2004,120,,,,,,,,87000
France,2005,100,,,,,,,,67000
France,2006,90,,,,,,,,34000
France,2007,50,,,,,,,,31000
France,2008,,,,,,,,,30000
France,2009,,,,,,,,,18300
France,2010,,,,,,,,,27000
France,2011,,,,,,,,,71500
France,2012,,,,,,,,,63300
France,2013,,,,,,,,,49600
France,2014,,,,,,,,,40000
France,2015,,,,,,,,,40000
Gabon,1970,,,,,,,,377,
Gabon,1971,,,,,,,,446,
Gabon,1972,,,,,,,,444,
Gabon,1973,,,,,,,,650,
Gabon,1974,,,,,,,,770,
Gabon,1975,,,,,,,,930,
Gabon,1976,,,,,,,,965,
Gabon,1977,,,,,,,,907,
Gabon,1978,,,,,,,,1022,
Gabon,1979,,,,,,,,1100,
Gabon,1980,,,,,,,,1034,
Gabon,1981,,,,,,,,1023,
Gabon,1982,,,,,,,,970,
Gabon,1983,,,,,,,,1009,
Gabon,1984,,,,,,,,918,
Gabon,1985,,,,,,,,939,
Gabon,1986,,,,,,,,917,
Gabon,1987,,,,,,,,794,
Gabon,1988,,,,,,,,930,
Gabon,1989,,,,,,,,890,
Gabon,1990,,,,,,,,709,
Gabon,1991,,,,,,,,678,
Gabon,1992,,,,,,,,594,
Gabon,1993,,,,,,,,509,
Gabon,1994,,,,,,,,589,
Gabon,1995,,,,,,,,630,
Gabon,1996,,,,,,,,560,
Gabon,1997,,,,,,,,472,
Gabon,1998,,,,,,,,731,
Gabon,1999,,,,,,,,294,
Germany,1970,1050,,,16406,,,,,
Germany,1971,996,,,12688,,,,,
Germany,1972,929,,,11348,,,,,0
Germany,1973,1236,,,13525,,,,,0
Germany,1974,1353,,,16485,,,,,0
Germany,1975,1036,,,13557,,,,57,0
Germany,1976,1293,,,14026,,110000,,38,174000
Germany,1977,1354,,,13456,,99000,,15,157000
Germany,1978,1200,,,11927,,84000,,41,139000
Germany,1979,1281,,,10282,,91000,,29,159000
Germany,1980,1210,,,11255,,56000,,41,140000
Germany,1981,1208,,,10400,,76000,,36,117000
Germany,1982,1046,,,10600,,53000,,34,58000
Germany,1983,1109,,,12000,,,,48,55000
Germany,1984,1125,,,12400,,,,33,58000
Germany,1985,1164,,,12800,,,2148,31,63000
Germany,1986,1244,,,13200,,,2000,22,76000
Germany,1987,1162,,,9900,,,2000,0,66000
Germany,1988,1186,,,9700,,,,0,75000
Germany,1989,1234,,,10600,,,,0,80000
Germany,1990,990,,,10400,,,,0,70000
Germany,1991,1048,,,8900,,,,1207,50000
Germany,1992,941,,,6202,,,,232,0
Germany,1993,1056,,,4437,,,,116,20000
Germany,1994,1145,,,4369,,,,,
Germany,1995,1145,,,5214,,,,,
Germany,1996,1145,,,2603,,,,,
Germany,1997,729,,,1030,,,,27,
Germany,1998,617,,,270,,,,25,
Germany,1999,703,,,3891,,,,25,
Germany,2000,458,,,3414,,,,28,
Germany,2001,539,,,3190,,,,27,
Germany,2002,422,,,3312,,,,221,
Germany,2003,640,,,2840,,,,104,
Germany,2004,500,,,3155,,,,77,
Germany,2005,490,,,2638,,,,80,
Germany,2006,490,,,,,,,65,
Germany,2007,475,,,,,,,41,
Germany,2008,420,,,0,,,,0,
Germany,2009,400,,,0,,,,0,
Germany,2010,400,,,0,,,,8,
Germany,2011,400,,,0,,,,52,
Germany,2012,400,,,109,,,,50,
Germany,2013,400,,,269,,,,27,
Germany,2014,400,,,517,,,,33,
Germany,2015,400,,,398,,,,0,
Ghana,1970,,,2549500,,,,,,
Ghana,1971,,,2561700,,,,,,
Ghana,1972,,,2658717,,,,,,
Ghana,1973,,,2306788,,,,,,
Ghana,1974,,,2571745,,,,,,
Ghana,1975,,,2328278,,,,,,
Ghana,1976,,,2283000,,,,,,
Ghana,1977,,,1947000,,,,,,
Ghana,1978,,,1423000,,,,,,
Ghana,1979,,,1225600,,,,,,
Ghana,1980,,,1149200,,,,,,
Ghana,1981,,,836200,,,,,,
Ghana,1982,,,684200,,,,,,
Ghana,1983,,,339300,,,,,,
Ghana,1984,,,345800,,,,,,
Ghana,1985,,,636000,,,,,,
Ghana,1986,,,559200,,,,,,
Ghana,1987,,,442000,,,,,,
Ghana,1988,,,259431,,,,,,
Ghana,1989,,,285636,,,,,,
Ghana,1990,,,636503,,,,,,
Ghana,1991,,,687736,,,,,,
Ghana,1992,,,694029,,,,,,
Ghana,1993,,,616000,,,,,,
Ghana,1994,,,722800,,,,,,
Ghana,1995,,,622700,,,,,,
Ghana,1996,,,714300,,,,,,
Ghana,1997,,,829524,,,,,,
Ghana,1998,,,823125,,,,,,
Ghana,1999,,,680964,,,,,,
Ghana,2000,,,887049,,,,,,
Ghana,2001,,,1132102,,,,,,
Ghana,2002,,,963493,,,,,,
Ghana,2003,,,904089,,,,,,
Ghana,2004,,,905344,,,,,,
Ghana,2005,,,1065923,,,,,,
Ghana,2006,,,959405,,,,,,
Ghana,2007,,,839235,,,,,,
Ghana,2008,,,598042,,,,,,
Ghana,2009,,,354443,,,,,,
Ghana,2010,,,308679,,,,,,
Ghana,2011,,,283369,,,,,,
Ghana,2012,,,215118,,,,,,
Ghana,2013,,,159074,,,,,,
Ghana,2014,,,241235,,,,,,
Ghana,2015,,,174364,,,,,,
Guinea,1970,,,74000,,,,,,
Guinea,1971,,,74000,,,,,,
Guinea,1972,,,80000,,,,,,
Guinea,1973,,,80000,,,,,,
Guinea,1974,,,80000,,,,,,
Guinea,1975,,,80000,,,,,,
Guinea,1976,,,80000,,,,,,
Guinea,1977,,,80000,,,,,,
Guinea,1978,,,80000,,,,,,
Guinea,1979,,,85000,,,,,,
Guinea,1980,,,38000,,,,,,
Guinea,1981,,,38000,,,,,,
Guinea,1982,,,40000,,,,,,
Guinea,1983,,,40470,,,,,,
Guinea,1984,,,48300,,,,,,
Guinea,1985,,,87800,,,,,,
Guinea,1986,,,187960,,,,,,
Guinea,1987,,,195000,,,,,,
Guinea,1988,,,146440,,,,,,
Guinea,1989,,,148000,,,,,,
Guinea,1990,,,127286,,,,,,
Guinea,1991,,,97000,,,,,,
Guinea,1992,,,152653,,,,,,
Guinea,1993,,,167011,,,,,,
Guinea,1994,,,381464,,,,,,
Guinea,1995,,,364841,,,,,,
Guinea,1996,,,200664,,,,,,
Guinea,1997,,,417146,,,,,,
Guinea,1998,,,392488,,,,,,
Guinea,1999,,,382743,,,,,,
Guinea,2000,,,368599,,,,,,
Guinea,2001,,,323232,,,,,,
Guinea,2002,,,491160,,,,,,
Guinea,2003,,,666000,,,,,,
Guinea,2004,,,739784,,,,,,
Guinea,2005,,,548522,,,,,,
Guinea,2006,,,473862,,,,,,
Guinea,2007,,,1018723,,,,,,
Guinea,2008,,,3098490,,,,,,
Guinea,2009,,,696732,,,,,,
Guinea,2010,,,374096,,,,,,
Guinea,2011,,,235400,,,,,,
Guinea,2012,,,266800,,,,,,
Guinea,2013,,,202365,,,,,,
Guinea,2014,,,164059,,,,,,
Guinea,2015,,,162110,,,,,,
Guyana,1970,,,61081,,,,,,
Guyana,1971,,,47919,,,,,,
Guyana,1972,,,48666,,,,,,
Guyana,1973,,,52502,,,,,,
Guyana,1974,,,29976,,,,,,
Guyana,1975,,,20762,,,,,,
Guyana,1976,,,13897,,,,,,
Guyana,1977,,,16679,,,,,,
Guyana,1978,,,17226,,,,,,
Guyana,1979,,,15824,,,,,,
Guyana,1980,,,10236,,,,,,
Guyana,1981,,,9533,,,,,,
Guyana,1982,,,11492,,,,,,
Guyana,1983,,,12362,,,,,,
Guyana,1984,,,7496,,,,,,
Guyana,1985,,,11868,,,,,,
Guyana,1986,,,9379,,,,,,
Guyana,1987,,,7469,,,,,,
Guyana,1988,,,4357,,,,,,
Guyana,1989,,,8054,,,,,,
Guyana,1990,,,15279,,,,,,
Guyana,1991,,,29290,,,,,,
Guyana,1992,,,45967,,,,,,
Guyana,1993,,,51539,,,,,,
Guyana,1994,,,37957,,,,,,
Guyana,1995,,,51065,,,,,,
Guyana,1996,,,46729,,,,,,
Guyana,1997,,,36573,,,,,,
Guyana,1998,,,34399,,,,,,
Guyana,1999,,,45441,,,,,,
Guyana,2000,,,81706,,,,,,
Guyana,2001,,,179463,,,,,,
Guyana,2002,,,248437,,,,,,
Guyana,2003,,,412538,,,,,,
Guyana,2004,,,454940,,,,,,
Guyana,2005,,,356948,,,,,,
Guyana,2006,,,340544,,,,,,
Guyana,2007,,,268925,,,,,,
Guyana,2008,,,168926,,,,,,
Guyana,2009,,,143982,,,,,,
Guyana,2010,,,49920,,,,,,
Guyana,2011,,,52273,,,,,,
Guyana,2012,,,40763,,,,,,
Guyana,2013,,,63961,,,,,,
Guyana,2014,,,99950,,,,,,
Guyana,2015,,,118451,,,,,,
Hungary,1972,,,,,,,,,6784
Hungary,1973,,,,,,,,,6807
Hungary,1974,,,,,,,,,7755
Hungary,1975,,,,,,,,,7329
Hungary,1976,,,,,,,,,6925
Hungary,1977,,,,,,,,,6846
Hungary,1978,,,,,,,,,7636
Hungary,1979,,,,,,,,,7726
Hungary,1980,,,,,,,,,10390
Hungary,1981,,,,,,,,,11077
Hungary,1982,,,,,,,,,10493
Hungary,1983,,,,,,,,,9458
Hungary,1984,,,,,,,,,10297
Hungary,1985,,,,,,,,,10578
Hungary,1986,,,,,,,,,10237
Hungary,1987,,,,,,,,,9342
Hungary,1988,,,,,,,,,10074
Hungary,1989,,,,,,,,,10224
Hungary,1990,,,,,,,,,11270
Hungary,1991,,,,,,,,417,7000
Hungary,1992,,,,,,,,430,
Hungary,1993,,,,,,,,382,
Hungary,1994,,,,,,,,415,
Hungary,1995,,,,,,,,221,
Hungary,1996,,,,,,,,227,
Hungary,1997,,,,,,,,222,
Iceland,1977,,,,,,,,,0
Iceland,1978,,,,,,,,,0
Iceland,1979,,,,,,,,,15000
Iceland,1980,,,,,,,,,28299
Iceland,1981,,,,,,,,,33411
Iceland,1982,,,,,,,,,41077
Iceland,1983,,,,,,,,,49446
Iceland,1984,,,,,,,,,58443
Iceland,1985,,,,,,,,,60328
Iceland,1986,,,,,,,,,66787
Iceland,1987,,,,,,,,,60184
Iceland,1988,,,,,,,,,70061
Iceland,1989,,,,,,,,,72008
Iceland,1990,,,,,,,,,62791
Iceland,1991,,,,,,,,,47872
