Entity,Year,Life Expectancy (at birth) (World Bank (2015))
East Asia & Pacific (developing only),1980,65.251137
East Asia & Pacific (developing only),1981,65.59422178
East Asia & Pacific (developing only),1982,65.93429432
East Asia & Pacific (developing only),1983,66.26262448
East Asia & Pacific (developing only),1984,66.57967746
East Asia & Pacific (developing only),1985,66.8865727
East Asia & Pacific (developing only),1986,67.18298961
East Asia & Pacific (developing only),1987,67.46849226
East Asia & Pacific (developing only),1988,67.74190737
East Asia & Pacific (developing only),1989,68.00215298
East Asia & Pacific (developing only),1990,68.24552879
East Asia & Pacific (developing only),1991,68.46506866
East Asia & Pacific (developing only),1992,68.66188206
East Asia & Pacific (developing only),1993,68.84333416
East Asia & Pacific (developing only),1994,69.01927862
East Asia & Pacific (developing only),1995,69.2108841
East Asia & Pacific (developing only),1996,69.44095824
East Asia & Pacific (developing only),1997,69.72206344
East Asia & Pacific (developing only),1998,70.05662742
East Asia & Pacific (developing only),1999,70.43955774
East Asia & Pacific (developing only),2000,70.85268234
East Asia & Pacific (developing only),2001,71.27297527
East Asia & Pacific (developing only),2002,71.67210634
East Asia & Pacific (developing only),2003,72.03068273
East Asia & Pacific (developing only),2004,72.33931405
East Asia & Pacific (developing only),2005,72.59641035
East Asia & Pacific (developing only),2006,72.80887677
East Asia & Pacific (developing only),2007,72.99320013
East Asia & Pacific (developing only),2008,73.1658766
East Asia & Pacific (developing only),2009,73.33234535
East Asia & Pacific (developing only),2010,73.49680778
East Asia & Pacific (developing only),2011,73.66096173
East Asia & Pacific (developing only),2012,73.82385111
East Asia & Pacific (developing only),2013,73.98297129
Ecuador,1960,53.12443902
Ecuador,1961,53.7607561
Ecuador,1962,54.3544878
Ecuador,1963,54.89663415
Ecuador,1964,55.38519512
Ecuador,1965,55.82470732
Ecuador,1966,56.22565854
Ecuador,1967,56.60658537
Ecuador,1968,56.98553659
Ecuador,1969,57.37346341
Ecuador,1970,57.77787805
Ecuador,1971,58.2012439
Ecuador,1972,58.64104878
Ecuador,1973,59.0962439
Ecuador,1974,59.56985366
Ecuador,1975,60.06680488
Ecuador,1976,60.59012195
Ecuador,1977,61.14080488
Ecuador,1978,61.71536585
Ecuador,1979,62.31036585
Ecuador,1980,62.92382927
Ecuador,1981,63.55085366
Ecuador,1982,64.18595122
Ecuador,1983,64.82065854
Ecuador,1984,65.44897561
Ecuador,1985,66.06339024
Ecuador,1986,66.65936585
Ecuador,1987,67.23534146
Ecuador,1988,67.79129268
Ecuador,1989,68.32519512
Ecuador,1990,68.83907317
Ecuador,1991,69.33743902
Ecuador,1992,69.82282927
Ecuador,1993,70.2987561
Ecuador,1994,70.7662439
Ecuador,1995,71.2272439
Ecuador,1996,71.68221951
Ecuador,1997,72.12865854
Ecuador,1998,72.56056098
Ecuador,1999,72.97392683
Ecuador,2000,73.35685366
Ecuador,2001,73.69739024
Ecuador,2002,73.99058537
Ecuador,2003,74.239
Ecuador,2004,74.44714634
Ecuador,2005,74.629
Ecuador,2006,74.80004878
Ecuador,2007,74.97873171
Ecuador,2008,75.1765122
Ecuador,2009,75.39934146
Ecuador,2010,75.64770732
Ecuador,2011,75.91660976
Ecuador,2012,76.19256098
Ecuador,2013,76.46507317
Egypt,1960,48.01370732
Egypt,1961,48.58158537
Egypt,1962,49.1065122
Egypt,1963,49.60195122
Egypt,1964,50.07539024
Egypt,1965,50.52039024
Egypt,1966,50.9204878
Egypt,1967,51.2682439
Egypt,1968,51.56868293
Egypt,1969,51.84178049
Egypt,1970,52.1224878
Egypt,1971,52.4552439
Egypt,1972,52.86995122
Egypt,1973,53.38307317
Egypt,1974,53.99609756
Egypt,1975,54.693
Egypt,1976,55.44182927
Egypt,1977,56.20063415
Egypt,1978,56.93797561
Egypt,1979,57.64136585
Egypt,1980,58.31582927
Egypt,1981,58.98043902
Egypt,1982,59.65717073
Egypt,1983,60.358
Egypt,1984,61.07595122
Egypt,1985,61.789
Egypt,1986,62.46863415
Egypt,1987,63.08982927
Egypt,1988,63.64056098
Egypt,1989,64.12080488
Egypt,1990,64.54907317
Egypt,1991,64.95534146
Egypt,1992,65.36963415
Egypt,1993,65.80995122
Egypt,1994,66.27780488
Egypt,1995,66.76019512
Egypt,1996,67.23160976
Egypt,1997,67.66358537
Egypt,1998,68.03658537
Egypt,1999,68.34514634
Egypt,2000,68.5912439
Egypt,2001,68.78643902
Egypt,2002,68.95168293
Egypt,2003,69.1074878
Egypt,2004,69.26382927
Egypt,2005,69.43114634
Egypt,2006,69.61390244
Egypt,2007,69.80856098
Egypt,2008,70.01360976
Egypt,2009,70.22802439
Egypt,2010,70.45082927
Egypt,2011,70.67856098
Egypt,2012,70.9072439
Egypt,2013,71.13292683
El Salvador,1960,51.29931707
El Salvador,1961,52.02846341
El Salvador,1962,52.72009756
El Salvador,1963,53.36719512
El Salvador,1964,53.9662439
El Salvador,1965,54.51619512
El Salvador,1966,55.01653659
El Salvador,1967,55.47073171
El Salvador,1968,55.87965854
El Salvador,1969,56.24178049
El Salvador,1970,56.55243902
El Salvador,1971,56.80402439
El Salvador,1972,56.9955122
El Salvador,1973,57.12939024
El Salvador,1974,57.21321951
El Salvador,1975,57.23590244
El Salvador,1976,57.18331707
El Salvador,1977,57.06912195
El Salvador,1978,56.92568293
El Salvador,1979,56.79846341
El Salvador,1980,56.76465854
El Salvador,1981,56.90807317
El Salvador,1982,57.27563415
El Salvador,1983,57.88704878
El Salvador,1984,58.73636585
El Salvador,1985,59.79736585
El Salvador,1986,61.02070732
El Salvador,1987,62.31658537
El Salvador,1988,63.5987561
El Salvador,1989,64.80619512
El Salvador,1990,65.87890244
El Salvador,1991,66.77553659
El Salvador,1992,67.50160976
El Salvador,1993,68.07119512
El Salvador,1994,68.49078049
El Salvador,1995,68.78097561
El Salvador,1996,68.9754878
El Salvador,1997,69.11814634
El Salvador,1998,69.2492439
El Salvador,1999,69.39192683
El Salvador,2000,69.55878049
El Salvador,2001,69.75082927
El Salvador,2002,69.95195122
El Salvador,2003,70.14958537
El Salvador,2004,70.34773171
El Salvador,2005,70.54639024
El Salvador,2006,70.75056098
El Salvador,2007,70.9602439
El Salvador,2008,71.17795122
El Salvador,2009,71.40265854
El Salvador,2010,71.63441463
El Salvador,2011,71.86870732
El Salvador,2012,72.10453659
El Salvador,2013,72.33892683
Equatorial Guinea,1960,36.73304878
Equatorial Guinea,1961,37.0324878
Equatorial Guinea,1962,37.33241463
Equatorial Guinea,1963,37.63234146
Equatorial Guinea,1964,37.9317561
Equatorial Guinea,1965,38.23165854
Equatorial Guinea,1966,38.53207317
Equatorial Guinea,1967,38.8325122
Equatorial Guinea,1968,39.13295122
Equatorial Guinea,1969,39.43443902
Equatorial Guinea,1970,39.73492683
Equatorial Guinea,1971,40.03395122
Equatorial Guinea,1972,40.331
Equatorial Guinea,1973,40.62704878
Equatorial Guinea,1974,40.92456098
Equatorial Guinea,1975,41.22702439
Equatorial Guinea,1976,41.53885366
Equatorial Guinea,1977,41.86256098
Equatorial Guinea,1978,42.19914634
Equatorial Guinea,1979,42.54812195
Equatorial Guinea,1980,42.90958537
Equatorial Guinea,1981,43.27960976
Equatorial Guinea,1982,43.65529268
Equatorial Guinea,1983,44.03065854
Equatorial Guinea,1984,44.40373171
Equatorial Guinea,1985,44.77346341
Equatorial Guinea,1986,45.14226829
Equatorial Guinea,1987,45.51056098
Equatorial Guinea,1988,45.87329268
Equatorial Guinea,1989,46.22492683
Equatorial Guinea,1990,46.5554878
Equatorial Guinea,1991,46.85353659
Equatorial Guinea,1992,47.11160976
Equatorial Guinea,1993,47.32678049
Equatorial Guinea,1994,47.49809756
Equatorial Guinea,1995,47.62158537
Equatorial Guinea,1996,47.69280488
Equatorial Guinea,1997,47.7242439
Equatorial Guinea,1998,47.73334146
Equatorial Guinea,1999,47.73753659
Equatorial Guinea,2000,47.76370732
Equatorial Guinea,2001,47.83773171
Equatorial Guinea,2002,47.9765122
Equatorial Guinea,2003,48.19097561
Equatorial Guinea,2004,48.48709756
Equatorial Guinea,2005,48.86836585
Equatorial Guinea,2006,49.32782927
Equatorial Guinea,2007,49.84507317
Equatorial Guinea,2008,50.39573171
Equatorial Guinea,2009,50.96536585
Equatorial Guinea,2010,51.53307317
Equatorial Guinea,2011,52.08490244
Equatorial Guinea,2012,52.61290244
Equatorial Guinea,2013,53.11456098
Eritrea,1960,37.36290244
Eritrea,1961,37.59887805
Eritrea,1962,37.85158537
Eritrea,1963,38.12312195
Eritrea,1964,38.41453659
Eritrea,1965,38.72697561
Eritrea,1966,39.06107317
Eritrea,1967,39.41343902
Eritrea,1968,39.77868293
Eritrea,1969,40.15085366
Eritrea,1970,40.5235122
Eritrea,1971,40.89121951
Eritrea,1972,41.24885366
Eritrea,1973,41.59229268
Eritrea,1974,41.91692683
Eritrea,1975,42.21463415
Eritrea,1976,42.47673171
Eritrea,1977,42.70814634
Eritrea,1978,42.91678049
Eritrea,1979,43.11504878
Eritrea,1980,43.31992683
Eritrea,1981,43.54992683
Eritrea,1982,43.82263415
Eritrea,1983,44.15014634
Eritrea,1984,44.54502439
Eritrea,1985,45.01131707
Eritrea,1986,45.55058537
Eritrea,1987,46.15185366
Eritrea,1988,46.80314634
Eritrea,1989,47.49802439
Eritrea,1990,48.23595122
Eritrea,1991,49.0184878
Eritrea,1992,49.84004878
Eritrea,1993,50.68968293
Eritrea,1994,51.55134146
Eritrea,1995,52.40460976
Eritrea,1996,53.22853659
Eritrea,1997,54.00960976
Eritrea,1998,54.73934146
Eritrea,1999,55.41168293
Eritrea,2000,56.02653659
Eritrea,2001,56.58985366
Eritrea,2002,57.119
Eritrea,2003,57.62843902
Eritrea,2004,58.12819512
Eritrea,2005,58.62678049
Eritrea,2006,59.1292439
Eritrea,2007,59.63621951
Eritrea,2008,60.1472439
Eritrea,2009,60.66336585
Eritrea,2010,61.18509756
Eritrea,2011,61.71092683
Eritrea,2012,62.23478049
Eritrea,2013,62.75463415
Estonia,1960,67.90597561
Estonia,1961,68.36285366
Estonia,1962,68.74204878
Estonia,1963,69.05407317
Estonia,1964,69.30992683
Estonia,1965,69.51712195
Estonia,1966,69.68068293
Estonia,1967,69.80212195
Estonia,1968,69.88292683
Estonia,1969,69.92760976
Estonia,1970,69.93660976
Estonia,1971,69.90534146
Estonia,1972,69.83331707
Estonia,1973,69.72507317
Estonia,1974,69.59117073
Estonia,1975,69.4437561
Estonia,1976,69.29243902
Estonia,1977,69.15136585
Estonia,1978,69.03219512
Estonia,1979,68.946
Estonia,1980,68.91407317
Estonia,1981,68.97804878
Estonia,1982,69.12682927
Estonia,1983,69.37560976
Estonia,1984,69.27804878
Estonia,1985,69.3804878
Estonia,1986,70.08536585
Estonia,1987,70.64390244
Estonia,1988,70.69756098
Estonia,1989,70.03902439
Estonia,1990,69.47560976
Estonia,1991,69.37317073
Estonia,1992,68.86341463
Estonia,1993,67.9097561
Estonia,1994,66.5
Estonia,1995,67.54390244
Estonia,1996,69.61219512
Estonia,1997,69.8097561
Estonia,1998,69.35853659
Estonia,1999,70.06341463
Estonia,2000,70.41707317
Estonia,2001,70.25853659
Estonia,2002,70.90487805
Estonia,2003,71.31707317
Estonia,2004,71.9097561
Estonia,2005,72.56829268
Estonia,2006,72.69146341
Estonia,2007,72.81463415
Estonia,2008,73.77073171
Estonia,2009,74.82439024
Estonia,2010,75.42926829
Estonia,2011,76.22926829
Estonia,2012,76.32682927
Estonia,2013,76.42439024
Ethiopia,1960,38.40570732
Ethiopia,1961,39.06863415
Ethiopia,1962,39.69765854
Ethiopia,1963,40.27680488
Ethiopia,1964,40.79707317
Ethiopia,1965,41.25446341
Ethiopia,1966,41.65597561
Ethiopia,1967,42.01556098
Ethiopia,1968,42.34617073
Ethiopia,1969,42.65280488
Ethiopia,1970,42.93990244
Ethiopia,1971,43.211
Ethiopia,1972,43.46302439
Ethiopia,1973,43.69153659
Ethiopia,1974,43.89153659
Ethiopia,1975,44.04002439
Ethiopia,1976,44.11104878
Ethiopia,1977,44.09863415
Ethiopia,1978,44.01280488
Ethiopia,1979,43.87953659
Ethiopia,1980,43.74680488
Ethiopia,1981,43.67356098
Ethiopia,1982,43.70529268
Ethiopia,1983,43.8684878
Ethiopia,1984,44.16860976
Ethiopia,1985,44.58370732
Ethiopia,1986,45.07480488
Ethiopia,1987,45.58492683
Ethiopia,1988,46.07314634
Ethiopia,1989,46.52597561
Ethiopia,1990,46.94495122
Ethiopia,1991,47.34612195
Ethiopia,1992,47.76246341
Ethiopia,1993,48.21795122
Ethiopia,1994,48.71807317
Ethiopia,1995,49.25834146
Ethiopia,1996,49.82621951
Ethiopia,1997,50.40668293
Ethiopia,1998,50.99663415
Ethiopia,1999,51.601
Ethiopia,2000,52.24114634
Ethiopia,2001,52.94695122
Ethiopia,2002,53.73487805
Ethiopia,2003,54.60885366
Ethiopia,2004,55.56134146
Ethiopia,2005,56.57180488
Ethiopia,2006,57.61521951
Ethiopia,2007,58.65365854
Ethiopia,2008,59.65626829
Ethiopia,2009,60.60014634
Ethiopia,2010,61.46795122
Ethiopia,2011,62.25285366
Ethiopia,2012,62.96595122
Ethiopia,2013,63.61734146
Euro area,1960,69.27371101
Euro area,1961,69.64436515
Euro area,1962,69.60281546
Euro area,1963,69.77242602
Euro area,1964,70.23234036
Euro area,1965,70.31869107
Euro area,1966,70.59547424
Euro area,1967,70.73566023
Euro area,1968,70.78598154
Euro area,1969,70.79269027
Euro area,1970,71.15697158
Euro area,1971,71.2647898
Euro area,1972,71.60383629
Euro area,1973,71.69887954
Euro area,1974,72.02448698
Euro area,1975,72.16771002
Euro area,1976,72.43328707
Euro area,1977,72.78877712
Euro area,1978,73.01045251
Euro area,1979,73.3337642
Euro area,1980,73.52758519
Euro area,1981,73.81093964
Euro area,1982,74.15401891
Euro area,1983,74.22921084
Euro area,1984,74.58799568
Euro area,1985,74.75764386
Euro area,1986,75.05656989
Euro area,1987,75.34586887
Euro area,1988,75.53036981
Euro area,1989,75.7517958
Euro area,1990,75.89669328
Euro area,1991,76.02317384
Euro area,1992,76.37849617
Euro area,1993,76.48566897
Euro area,1994,76.79385623
Euro area,1995,76.95410574
Euro area,1996,77.21708908
Euro area,1997,77.57992883
Euro area,1998,77.79548899
Euro area,1999,78.02013026
Euro area,2000,78.27399193
Euro area,2001,78.59671657
Euro area,2002,78.68434829
Euro area,2003,78.70711431
Euro area,2004,79.2785234
Euro area,2005,79.42612083
Euro area,2006,79.85587728
Euro area,2007,80.09950905
Euro area,2008,80.30260169
Euro area,2009,80.50318936
Euro area,2010,80.74800946
Euro area,2011,81.30274125
Euro area,2012,81.31169916
Euro area,2013,81.37270437
Europe & Central Asia (all income levels),1960,67.03002722
Europe & Central Asia (all income levels),1961,67.39474077
Europe & Central Asia (all income levels),1962,67.48937478
Europe & Central Asia (all income levels),1963,67.75993274
Europe & Central Asia (all income levels),1964,68.15814415
Europe & Central Asia (all income levels),1965,68.31097575
Europe & Central Asia (all income levels),1966,68.52277183
Europe & Central Asia (all income levels),1967,68.64870195
Europe & Central Asia (all income levels),1968,68.72086537
Europe & Central Asia (all income levels),1969,68.72908241
Europe & Central Asia (all income levels),1970,69.00872358
Europe & Central Asia (all income levels),1971,69.14600238
Europe & Central Asia (all income levels),1972,69.34941683
Europe & Central Asia (all income levels),1973,69.4436103
Europe & Central Asia (all income levels),1974,69.64602099
Europe & Central Asia (all income levels),1975,69.61942434
Europe & Central Asia (all income levels),1976,69.71945911
Europe & Central Asia (all income levels),1977,69.89160631
Europe & Central Asia (all income levels),1978,69.98153798
Europe & Central Asia (all income levels),1979,70.10061738
Europe & Central Asia (all income levels),1980,70.2046598
Europe & Central Asia (all income levels),1981,70.47078215
Europe & Central Asia (all income levels),1982,70.76280954
Europe & Central Asia (all income levels),1983,70.83361027
Europe & Central Asia (all income levels),1984,70.98514347
Europe & Central Asia (all income levels),1985,71.19767067
Europe & Central Asia (all income levels),1986,71.68027593
Europe & Central Asia (all income levels),1987,71.89154113
Europe & Central Asia (all income levels),1988,72.01051258
Europe & Central Asia (all income levels),1989,72.06338568
Europe & Central Asia (all income levels),1990,72.05621615
Europe & Central Asia (all income levels),1991,71.95884555
Europe & Central Asia (all income levels),1992,71.88280221
Europe & Central Asia (all income levels),1993,71.56270749
Europe & Central Asia (all income levels),1994,71.63181174
Europe & Central Asia (all income levels),1995,71.82688257
Europe & Central Asia (all income levels),1996,72.1861546
Europe & Central Asia (all income levels),1997,72.58038449
Europe & Central Asia (all income levels),1998,72.80475204
Europe & Central Asia (all income levels),1999,72.89986255
Europe & Central Asia (all income levels),2000,73.02841943
Europe & Central Asia (all income levels),2001,73.34394354
Europe & Central Asia (all income levels),2002,73.40168208
Europe & Central Asia (all income levels),2003,73.50808454
Europe & Central Asia (all income levels),2004,73.93325268
Europe & Central Asia (all income levels),2005,74.08602073
Europe & Central Asia (all income levels),2006,74.56769238
Europe & Central Asia (all income levels),2007,74.9130984
Europe & Central Asia (all income levels),2008,75.15747949
Europe & Central Asia (all income levels),2009,75.54126725
Europe & Central Asia (all income levels),2010,75.83339757
Europe & Central Asia (all income levels),2011,76.36788893
Europe & Central Asia (all income levels),2012,76.55221058
Europe & Central Asia (all income levels),2013,76.77120555
Europe & Central Asia (developing only),1960,61.2105314
Europe & Central Asia (developing only),1961,61.73673453
Europe & Central Asia (developing only),1962,62.12940335
Europe & Central Asia (developing only),1963,62.55351393
Europe & Central Asia (developing only),1964,62.92965234
Europe & Central Asia (developing only),1965,63.23059074
Europe & Central Asia (developing only),1966,63.48808165
Europe & Central Asia (developing only),1967,63.6899788
Europe & Central Asia (developing only),1968,63.95793208
Europe & Central Asia (developing only),1969,64.13623137
Europe & Central Asia (developing only),1970,64.38261967
Europe & Central Asia (developing only),1971,64.57483247
Europe & Central Asia (developing only),1972,64.7160223
Europe & Central Asia (developing only),1973,64.92475365
Europe & Central Asia (developing only),1974,65.0932852
Europe & Central Asia (developing only),1975,65.21361097
Europe & Central Asia (developing only),1976,65.35166515
Europe & Central Asia (developing only),1977,65.44338754
Europe & Central Asia (developing only),1978,65.54869195
Europe & Central Asia (developing only),1979,65.64523056
Europe & Central Asia (developing only),1980,65.91569689
Europe & Central Asia (developing only),1981,66.12962775
Europe & Central Asia (developing only),1982,66.32986834
Europe & Central Asia (developing only),1983,66.64149293
Europe & Central Asia (developing only),1984,66.93889798
Europe & Central Asia (developing only),1985,67.18743593
Europe & Central Asia (developing only),1986,67.42691143
Europe & Central Asia (developing only),1987,67.66340726
Europe & Central Asia (developing only),1988,67.74595801
Europe & Central Asia (developing only),1989,67.83262714
Europe & Central Asia (developing only),1990,67.77310349
Europe & Central Asia (developing only),1991,67.6216589
Europe & Central Asia (developing only),1992,67.56392647
Europe & Central Asia (developing only),1993,67.3800584
Europe & Central Asia (developing only),1994,67.27495764
Europe & Central Asia (developing only),1995,67.22961389
Europe & Central Asia (developing only),1996,67.32466576
Europe & Central Asia (developing only),1997,67.78158086
Europe & Central Asia (developing only),1998,68.13981725
Europe & Central Asia (developing only),1999,68.52110732
Europe & Central Asia (developing only),2000,68.90386794
Europe & Central Asia (developing only),2001,69.21095103
Europe & Central Asia (developing only),2002,69.36905993
Europe & Central Asia (developing only),2003,69.59424843
Europe & Central Asia (developing only),2004,69.82696011
Europe & Central Asia (developing only),2005,69.97155762
Europe & Central Asia (developing only),2006,70.22323079
Europe & Central Asia (developing only),2007,70.49039122
Europe & Central Asia (developing only),2008,70.70275198
Europe & Central Asia (developing only),2009,71.17960597
Europe & Central Asia (developing only),2010,71.51793355
Europe & Central Asia (developing only),2011,71.89905958
Europe & Central Asia (developing only),2012,72.14887618
Europe & Central Asia (developing only),2013,72.39378267
European Union,1960,69.27954395
European Union,1961,69.58937012
European Union,1962,69.51456838
European Union,1963,69.75930074
European Union,1964,70.22603602
European Union,1965,70.33689557
European Union,1966,70.56733338
European Union,1967,70.67725898
European Union,1968,70.72345628
European Union,1969,70.67886356
European Union,1970,70.99791646
European Union,1971,71.10600402
European Union,1972,71.41381445
European Union,1973,71.53396097
European Union,1974,71.82454607
European Union,1975,71.92026866
European Union,1976,72.12487553
European Union,1977,72.4087402
European Union,1978,72.52419966
European Union,1979,72.7683244
European Union,1980,72.86270491
European Union,1981,73.20235556
European Union,1982,73.46395521
European Union,1983,73.52753686
European Union,1984,73.80302003
European Union,1985,73.87723904
European Union,1986,74.14497751
European Union,1987,74.38688949
European Union,1988,74.57457691
European Union,1989,74.73760163
European Union,1990,74.85906597
European Union,1991,74.96750366
European Union,1992,75.28669043
European Union,1993,75.39361543
European Union,1994,75.68943023
European Union,1995,75.81365775
European Union,1996,76.06588486
European Union,1997,76.35912911
European Union,1998,76.59392231
European Union,1999,76.82386118
European Union,2000,77.15763113
European Union,2001,77.49280022
European Union,2002,77.60566525
European Union,2003,77.69313269
European Union,2004,78.19242808
European Union,2005,78.36408138
European Union,2006,78.73791532
European Union,2007,78.96830794
European Union,2008,79.18316615
European Union,2009,79.44113743
European Union,2010,79.72576466
European Union,2011,80.29947443
European Union,2012,80.31343968
European Union,2013,80.38393396
Faeroe Islands,1973,74.49756098
Faeroe Islands,1978,75.98536585
Faeroe Islands,1986,75.26585366
Faeroe Islands,1987,75.46585366
Faeroe Islands,1988,75.71463415
Faeroe Islands,1989,75.91463415
Faeroe Islands,1990,76.06341463
Faeroe Islands,1991,76.31219512
Faeroe Islands,1992,76.56341463
Faeroe Islands,1993,76.86341463
Faeroe Islands,1994,77.11463415
Faeroe Islands,1995,77.31463415
Faeroe Islands,1996,77.51707317
Faeroe Islands,1997,77.77073171
Faeroe Islands,1998,77.97560976
Faeroe Islands,1999,78.1804878
Faeroe Islands,2000,78.43658537
Faeroe Islands,2001,78.6902439
Faeroe Islands,2002,78.84390244
Faeroe Islands,2003,78.99512195
Faeroe Islands,2004,79.14390244
Faeroe Islands,2005,79.34146341
Faeroe Islands,2006,79.64146341
Faeroe Islands,2007,79.93902439
Faeroe Islands,2008,80.1902439
Faeroe Islands,2009,80.39268293
Faeroe Islands,2010,80.64390244
Faeroe Islands,2011,80.84634146
Faeroe Islands,2012,81.09756098
Faeroe Islands,2013,81.3
Fiji,1960,55.9584878
Fiji,1961,56.39273171
Fiji,1962,56.81746341
Fiji,1963,57.23217073
Fiji,1964,57.63885366
Fiji,1965,58.03602439
Fiji,1966,58.42619512
Fiji,1967,58.80834146
Fiji,1968,59.1824878
Fiji,1969,59.54860976
Fiji,1970,59.9062439
Fiji,1971,60.25239024
Fiji,1972,60.58802439
Fiji,1973,60.91214634
Fiji,1974,61.22621951
Fiji,1975,61.53217073
Fiji,1976,61.83297561
Fiji,1977,62.12958537
Fiji,1978,62.42397561
Fiji,1979,62.71765854
Fiji,1980,63.00863415
Fiji,1981,63.29646341
Fiji,1982,63.57817073
Fiji,1983,63.85334146
Fiji,1984,64.11997561
Fiji,1985,64.37909756
Fiji,1986,64.62970732
Fiji,1987,64.87329268
Fiji,1988,65.11134146
Fiji,1989,65.34385366
Fiji,1990,65.57085366
Fiji,1991,65.79331707
Fiji,1992,66.0112439
Fiji,1993,66.22414634
Fiji,1994,66.43353659
Fiji,1995,66.63890244
Fiji,1996,66.8402439
Fiji,1997,67.03756098
Fiji,1998,67.23085366
Fiji,1999,67.42012195
Fiji,2000,67.60585366
Fiji,2001,67.788
Fiji,2002,67.96709756
Fiji,2003,68.14314634
Fiji,2004,68.31768293
Fiji,2005,68.49178049
Fiji,2006,68.666
Fiji,2007,68.84239024
Fiji,2008,69.021
Fiji,2009,69.20080488
Fiji,2010,69.38231707
Fiji,2011,69.56397561
Fiji,2012,69.74473171
Fiji,2013,69.923
Finland,1960,68.8197561
Finland,1961,68.84414634
Finland,1962,68.57780488
Finland,1963,69.01268293
Finland,1964,69.22097561
Finland,1965,68.97780488
Finland,1966,69.47707317
Finland,1967,69.66658537
Finland,1968,69.61634146
Finland,1969,69.50341463
Finland,1970,70.1795122
Finland,1971,70.01756098
Finland,1972,70.70731707
Finland,1973,71.22365854
Finland,1974,71.13487805
Finland,1975,71.67365854
Finland,1976,71.81292683
Finland,1977,72.3502439
Finland,1978,72.89707317
Finland,1979,73.15536585
Finland,1980,73.44
Finland,1981,73.74658537
Finland,1982,74.29804878
Finland,1983,74.20097561
Finland,1984,74.51902439
Finland,1985,74.22292683
Finland,1986,74.56
Finland,1987,74.59195122
Finland,1988,74.57707317
Finland,1989,74.79219512
Finland,1990,74.81317073
Finland,1991,75.22756098
Finland,1992,75.45536585
Finland,1993,75.70512195
Finland,1994,76.39560976
Finland,1995,76.4095122
Finland,1996,76.69341463
Finland,1997,76.87853659
Finland,1998,77.09073171
Finland,1999,77.29121951
Finland,2000,77.46585366
Finland,2001,77.96585366
Finland,2002,78.1195122
Finland,2003,78.36829268
Finland,2004,78.71463415
Finland,2005,78.81707317
Finland,2006,79.21463415
Finland,2007,79.26341463
Finland,2008,79.56829268
Finland,2009,79.7195122
Finland,2010,79.87073171
Finland,2011,80.47073171
Finland,2012,80.62682927
Finland,2013,80.83170732
Fragile and conflict affected situations,1960,41.29631338
Fragile and conflict affected situations,1961,41.85230886
Fragile and conflict affected situations,1962,42.42320403
Fragile and conflict affected situations,1963,43.01342435
Fragile and conflict affected situations,1964,43.62207266
Fragile and conflict affected situations,1965,44.24343128
Fragile and conflict affected situations,1966,44.86752302
Fragile and conflict affected situations,1967,45.48128998
Fragile and conflict affected situations,1968,46.07426327
Fragile and conflict affected situations,1969,46.64193459
Fragile and conflict affected situations,1970,47.1825081
Fragile and conflict affected situations,1971,47.69888093
Fragile and conflict affected situations,1972,48.19645153
Fragile and conflict affected situations,1973,48.67737141
Fragile and conflict affected situations,1974,49.13950755
Fragile and conflict affected situations,1975,49.57968918
Fragile and conflict affected situations,1976,49.99278871
Fragile and conflict affected situations,1977,50.37921438
Fragile and conflict affected situations,1978,50.74597328
Fragile and conflict affected situations,1979,51.10287085
Fragile and conflict affected situations,1980,51.46190527
Fragile and conflict affected situations,1981,51.9394567
Fragile and conflict affected situations,1982,52.3266552
Fragile and conflict affected situations,1983,52.72561067
Fragile and conflict affected situations,1984,53.12760372
Fragile and conflict affected situations,1985,53.51901212
Fragile and conflict affected situations,1986,53.8869854
Fragile and conflict affected situations,1987,54.22358959
Fragile and conflict affected situations,1988,54.51081382
Fragile and conflict affected situations,1989,54.75736672
Fragile and conflict affected situations,1990,55.06295359
Fragile and conflict affected situations,1991,55.23469394
Fragile and conflict affected situations,1992,55.37871217
Fragile and conflict affected situations,1993,55.5054894
Fragile and conflict affected situations,1994,55.62173071
Fragile and conflict affected situations,1995,55.73560288
Fragile and conflict affected situations,1996,55.85626585
Fragile and conflict affected situations,1997,55.99060026
Fragile and conflict affected situations,1998,56.13482828
Fragile and conflict affected situations,1999,56.28749203
Fragile and conflict affected situations,2000,56.48307706
Fragile and conflict affected situations,2001,56.69742136
Fragile and conflict affected situations,2002,56.93137337
Fragile and conflict affected situations,2003,57.18222248
Fragile and conflict affected situations,2004,57.44845551
Fragile and conflict affected situations,2005,57.73061365
Fragile and conflict affected situations,2006,58.03141613
Fragile and conflict affected situations,2007,58.34828861
Fragile and conflict affected situations,2008,58.67500086
Fragile and conflict affected situations,2009,59.00374801
Fragile and conflict affected situations,2010,59.32702218
Fragile and conflict affected situations,2011,59.64876329
Fragile and conflict affected situations,2012,59.96125678
Fragile and conflict affected situations,2013,60.26087157
France,1960,69.86829268
France,1961,70.11707317
France,1962,70.31463415
France,1963,70.51463415
France,1964,70.66341463
France,1965,70.81219512
France,1966,70.96097561
France,1967,71.16097561
France,1968,71.3097561
France,1969,71.45853659
France,1970,71.65853659
France,1971,71.90731707
France,1972,72.10731707
France,1973,72.35609756
France,1974,72.60487805
France,1975,72.85365854
France,1976,73.10243902
France,1977,73.35121951
France,1978,73.60243902
