Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
El Salvador,1942,,Latin America and Caribbean
El Salvador,1943,,Latin America and Caribbean
El Salvador,1944,,Latin America and Caribbean
El Salvador,1945,,Latin America and Caribbean
El Salvador,1946,,Latin America and Caribbean
El Salvador,1947,0,Latin America and Caribbean
El Salvador,1948,0,Latin America and Caribbean
El Salvador,1949,0,Latin America and Caribbean
El Salvador,1950,0,Latin America and Caribbean
El Salvador,1951,0,Latin America and Caribbean
El Salvador,1952,0,Latin America and Caribbean
El Salvador,1953,0,Latin America and Caribbean
El Salvador,1954,0,Latin America and Caribbean
El Salvador,1955,0,Latin America and Caribbean
El Salvador,1956,0,Latin America and Caribbean
El Salvador,1957,0,Latin America and Caribbean
El Salvador,1958,0,Latin America and Caribbean
El Salvador,1959,,Latin America and Caribbean
El Salvador,1960,,Latin America and Caribbean
El Salvador,1961,,Latin America and Caribbean
El Salvador,1962,,Latin America and Caribbean
El Salvador,1963,,Latin America and Caribbean
El Salvador,1964,,Latin America and Caribbean
El Salvador,1965,,Latin America and Caribbean
El Salvador,1966,,Latin America and Caribbean
Ethiopia,1920,,Sub-Saharan Africa
Ethiopia,1921,,Sub-Saharan Africa
Ethiopia,1922,,Sub-Saharan Africa
Ethiopia,1923,,Sub-Saharan Africa
Ethiopia,1924,,Sub-Saharan Africa
Ethiopia,1925,,Sub-Saharan Africa
Ethiopia,1926,,Sub-Saharan Africa
Ethiopia,1927,,Sub-Saharan Africa
Ethiopia,1928,,Sub-Saharan Africa
Ethiopia,1929,,Sub-Saharan Africa
Ethiopia,1930,,Sub-Saharan Africa
Ethiopia,1931,41,Sub-Saharan Africa
Ethiopia,1932,36,Sub-Saharan Africa
Ethiopia,1933,7,Sub-Saharan Africa
Ethiopia,1934,4,Sub-Saharan Africa
Ethiopia,1935,27,Sub-Saharan Africa
Ethiopia,1936,276,Sub-Saharan Africa
Ethiopia,1937,459,Sub-Saharan Africa
Ethiopia,1938,31,Sub-Saharan Africa
Ethiopia,1939,201,Sub-Saharan Africa
Ethiopia,1940,164,Sub-Saharan Africa
Ethiopia,1941,0,Sub-Saharan Africa
Ethiopia,1942,1,Sub-Saharan Africa
Ethiopia,1943,7,Sub-Saharan Africa
Ethiopia,1944,11,Sub-Saharan Africa
Ethiopia,1945,13,Sub-Saharan Africa
Ethiopia,1946,4,Sub-Saharan Africa
Ethiopia,1947,65,Sub-Saharan Africa
Ethiopia,1948,43,Sub-Saharan Africa
Ethiopia,1949,15,Sub-Saharan Africa
Ethiopia,1950,62,Sub-Saharan Africa
Ethiopia,1951,44,Sub-Saharan Africa
Ethiopia,1952,80,Sub-Saharan Africa
Ethiopia,1953,178,Sub-Saharan Africa
Ethiopia,1954,834,Sub-Saharan Africa
Ethiopia,1955,2662,Sub-Saharan Africa
Ethiopia,1956,2832,Sub-Saharan Africa
Ethiopia,1957,1408,Sub-Saharan Africa
Ethiopia,1958,1604,Sub-Saharan Africa
Ethiopia,1959,990,Sub-Saharan Africa
Ethiopia,1960,1518,Sub-Saharan Africa
Ethiopia,1961,2586,Sub-Saharan Africa
Ethiopia,1962,551,Sub-Saharan Africa
Ethiopia,1963,733,Sub-Saharan Africa
Ethiopia,1964,300,Sub-Saharan Africa
Ethiopia,1965,124,Sub-Saharan Africa
Ethiopia,1966,358,Sub-Saharan Africa
Ethiopia,1967,466,Sub-Saharan Africa
Ethiopia,1968,426,Sub-Saharan Africa
Ethiopia,1969,179,Sub-Saharan Africa
Ethiopia,1970,722,Sub-Saharan Africa
Ethiopia,1971,25976,Sub-Saharan Africa
Ethiopia,1972,16999,Sub-Saharan Africa
Ethiopia,1973,5414,Sub-Saharan Africa
Ethiopia,1974,4436,Sub-Saharan Africa
Ethiopia,1975,3935,Sub-Saharan Africa
Ethiopia,1976,915,Sub-Saharan Africa
Ethiopia,1977,0,Sub-Saharan Africa
Europe,1967,5,
Europe,1968,2,
Europe,1969,0,
Europe,1970,0,
Europe,1971,0,
Europe,1972,0,
Europe,1973,0,
Europe,1974,0,
Europe,1975,0,
Europe,1976,0,
Europe,1977,0,
Europe and Central Asia,1920,173104,Europe and Central Asia
Europe and Central Asia,1921,118428,Europe and Central Asia
Europe and Central Asia,1922,78829,Europe and Central Asia
Europe and Central Asia,1923,59195,Europe and Central Asia
Europe and Central Asia,1924,37244,Europe and Central Asia
Europe and Central Asia,1925,26067,Europe and Central Asia
Europe and Central Asia,1926,27907,Europe and Central Asia
Europe and Central Asia,1927,30578,Europe and Central Asia
Europe and Central Asia,1928,24066,Europe and Central Asia
Europe and Central Asia,1929,20713,Europe and Central Asia
Europe and Central Asia,1930,17446,Europe and Central Asia
Europe and Central Asia,1931,18561,Europe and Central Asia
Europe and Central Asia,1932,22777,Europe and Central Asia
Europe and Central Asia,1933,5439,Europe and Central Asia
Europe and Central Asia,1934,5085,Europe and Central Asia
Europe and Central Asia,1935,4350,Europe and Central Asia
Europe and Central Asia,1936,1466,Europe and Central Asia
Europe and Central Asia,1937,701,Europe and Central Asia
Europe and Central Asia,1938,1448,Europe and Central Asia
Europe and Central Asia,1939,2660,Europe and Central Asia
Europe and Central Asia,1940,3739,Europe and Central Asia
Europe and Central Asia,1941,2058,Europe and Central Asia
Europe and Central Asia,1942,2798,Europe and Central Asia
Europe and Central Asia,1943,13718,Europe and Central Asia
Europe and Central Asia,1944,9780,Europe and Central Asia
Europe and Central Asia,1945,3913,Europe and Central Asia
Europe and Central Asia,1946,1818,Europe and Central Asia
Europe and Central Asia,1947,1044,Europe and Central Asia
Europe and Central Asia,1948,409,Europe and Central Asia
Europe and Central Asia,1949,163,Europe and Central Asia
Europe and Central Asia,1950,128,Europe and Central Asia
Europe and Central Asia,1951,619,Europe and Central Asia
Europe and Central Asia,1952,251,Europe and Central Asia
Europe and Central Asia,1953,41,Europe and Central Asia
Europe and Central Asia,1954,42,Europe and Central Asia
Europe and Central Asia,1955,73,Europe and Central Asia
Europe and Central Asia,1956,70,Europe and Central Asia
Europe and Central Asia,1957,141,Europe and Central Asia
Europe and Central Asia,1958,32,Europe and Central Asia
Europe and Central Asia,1959,0,Europe and Central Asia
Europe and Central Asia,1960,0,Europe and Central Asia
Europe and Central Asia,1961,0,Europe and Central Asia
Europe and Central Asia,1962,0,Europe and Central Asia
Europe and Central Asia,1963,0,Europe and Central Asia
Europe and Central Asia,1964,0,Europe and Central Asia
Europe and Central Asia,1965,0,Europe and Central Asia
Europe and Central Asia,1966,0,Europe and Central Asia
Europe and Central Asia,1967,0,Europe and Central Asia
Europe and Central Asia,1968,0,Europe and Central Asia
Europe and Central Asia,1969,0,Europe and Central Asia
Europe and Central Asia,1970,0,Europe and Central Asia
Europe and Central Asia,1971,0,Europe and Central Asia
Europe and Central Asia,1972,0,Europe and Central Asia
Europe and Central Asia,1973,0,Europe and Central Asia
Europe and Central Asia,1974,0,Europe and Central Asia
Europe and Central Asia,1975,0,Europe and Central Asia
Europe and Central Asia,1976,0,Europe and Central Asia
Europe and Central Asia,1977,0,Europe and Central Asia
Finland,1920,77,Europe and Central Asia
Finland,1921,27,Europe and Central Asia
Finland,1922,91,Europe and Central Asia
Finland,1923,12,Europe and Central Asia
Finland,1924,2,Europe and Central Asia
Finland,1925,2,Europe and Central Asia
Finland,1926,1,Europe and Central Asia
Finland,1927,0,Europe and Central Asia
Finland,1928,2,Europe and Central Asia
Finland,1929,1,Europe and Central Asia
Finland,1930,3,Europe and Central Asia
Finland,1931,5,Europe and Central Asia
Finland,1932,4,Europe and Central Asia
Finland,1933,2,Europe and Central Asia
Finland,1934,1,Europe and Central Asia
Finland,1935,2,Europe and Central Asia
Finland,1936,38,Europe and Central Asia
Finland,1937,2,Europe and Central Asia
Finland,1938,0,Europe and Central Asia
Finland,1939,0,Europe and Central Asia
Finland,1940,0,Europe and Central Asia
Finland,1941,1,Europe and Central Asia
Finland,1942,0,Europe and Central Asia
Finland,1943,0,Europe and Central Asia
Finland,1944,0,Europe and Central Asia
Finland,1945,0,Europe and Central Asia
Finland,1946,0,Europe and Central Asia
Finland,1947,0,Europe and Central Asia
Finland,1948,0,Europe and Central Asia
Finland,1949,0,Europe and Central Asia
Finland,1950,0,Europe and Central Asia
Finland,1951,0,Europe and Central Asia
Finland,1952,0,Europe and Central Asia
Finland,1953,0,Europe and Central Asia
Finland,1954,0,Europe and Central Asia
Finland,1955,0,Europe and Central Asia
Finland,1956,0,Europe and Central Asia
Finland,1957,0,Europe and Central Asia
Finland,1958,0,Europe and Central Asia
Finland,1959,,Europe and Central Asia
Finland,1960,,Europe and Central Asia
Finland,1961,,Europe and Central Asia
Finland,1962,,Europe and Central Asia
Finland,1963,,Europe and Central Asia
Finland,1964,,Europe and Central Asia
Finland,1965,,Europe and Central Asia
Finland,1966,,Europe and Central Asia
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1920,,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1921,,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1922,,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1923,,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1924,,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1925,1595,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1926,767,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1927,3009,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1928,2319,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1929,1586,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1930,4084,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1931,1810,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1932,1850,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1933,2635,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1934,2296,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1935,4691,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1936,3909,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1937,3128,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1938,2348,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1939,2353,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1940,1620,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1941,980,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1942,2007,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1943,7584,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1944,4787,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1945,7442,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1946,7734,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1947,7821,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1948,2713,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1949,1890,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1950,3542,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1951,4046,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1952,7254,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1953,4659,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1954,3764,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1955,3958,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1956,5948,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1957,12693,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1958,6676,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1959,5751,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1960,6107,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1961,10890,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1962,9602,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1963,2868,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1964,2329,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1965,1372,Sub-Saharan Africa
"French West Africa (Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali, Mauritania, Niger, Senegal)",1966,2005,Sub-Saharan Africa
Germany,1920,2115,Europe and Central Asia
Germany,1921,689,Europe and Central Asia
Germany,1922,215,Europe and Central Asia
Germany,1923,17,Europe and Central Asia
Germany,1924,16,Europe and Central Asia
Germany,1925,24,Europe and Central Asia
Germany,1926,7,Europe and Central Asia
Germany,1927,4,Europe and Central Asia
Germany,1928,5,Europe and Central Asia
Germany,1929,2,Europe and Central Asia
Germany,1930,2,Europe and Central Asia
Germany,1931,0,Europe and Central Asia
Germany,1932,3,Europe and Central Asia
Germany,1933,0,Europe and Central Asia
Germany,1934,0,Europe and Central Asia
Germany,1935,1,Europe and Central Asia
Germany,1936,0,Europe and Central Asia
Germany,1937,0,Europe and Central Asia
Germany,1938,0,Europe and Central Asia
Germany,1939,0,Europe and Central Asia
Germany,1940,0,Europe and Central Asia
Germany,1941,0,Europe and Central Asia
Germany,1942,1,Europe and Central Asia
Germany,1943,1,Europe and Central Asia
Germany,1944,0,Europe and Central Asia
Germany,1945,0,Europe and Central Asia
Germany,1946,2,Europe and Central Asia
Germany,1947,7,Europe and Central Asia
Germany,1948,3,Europe and Central Asia
Germany,1949,3,Europe and Central Asia
Germany,1950,0,Europe and Central Asia
Germany,1951,0,Europe and Central Asia
Germany,1952,0,Europe and Central Asia
Germany,1953,0,Europe and Central Asia
Germany,1954,0,Europe and Central Asia
Germany,1955,0,Europe and Central Asia
Germany,1956,0,Europe and Central Asia
Germany,1957,0,Europe and Central Asia
Germany,1958,6,Europe and Central Asia
Germany,1959,,Europe and Central Asia
Germany,1960,,Europe and Central Asia
Germany,1961,,Europe and Central Asia
Germany,1962,,Europe and Central Asia
Germany,1963,,Europe and Central Asia
Germany,1964,,Europe and Central Asia
Germany,1965,,Europe and Central Asia
Germany,1966,,Europe and Central Asia
Ghana,1920,300,Sub-Saharan Africa
Ghana,1921,,Sub-Saharan Africa
Ghana,1922,,Sub-Saharan Africa
Ghana,1923,13,Sub-Saharan Africa
Ghana,1924,153,Sub-Saharan Africa
Ghana,1925,1468,Sub-Saharan Africa
Ghana,1926,883,Sub-Saharan Africa
Ghana,1927,57,Sub-Saharan Africa
Ghana,1928,8,Sub-Saharan Africa
Ghana,1929,184,Sub-Saharan Africa
Ghana,1930,185,Sub-Saharan Africa
Ghana,1931,378,Sub-Saharan Africa
Ghana,1932,12,Sub-Saharan Africa
Ghana,1933,1,Sub-Saharan Africa
Ghana,1934,48,Sub-Saharan Africa
Ghana,1935,0,Sub-Saharan Africa
Ghana,1936,59,Sub-Saharan Africa
Ghana,1937,43,Sub-Saharan Africa
Ghana,1938,123,Sub-Saharan Africa
Ghana,1939,389,Sub-Saharan Africa
Ghana,1940,77,Sub-Saharan Africa
Ghana,1941,1470,Sub-Saharan Africa
Ghana,1942,2025,Sub-Saharan Africa
Ghana,1943,20,Sub-Saharan Africa
Ghana,1944,143,Sub-Saharan Africa
Ghana,1945,702,Sub-Saharan Africa
Ghana,1946,1646,Sub-Saharan Africa
Ghana,1947,840,Sub-Saharan Africa
Ghana,1948,1269,Sub-Saharan Africa
Ghana,1949,91,Sub-Saharan Africa
Ghana,1950,353,Sub-Saharan Africa
Ghana,1951,478,Sub-Saharan Africa
Ghana,1952,695,Sub-Saharan Africa
Ghana,1953,865,Sub-Saharan Africa
Ghana,1954,79,Sub-Saharan Africa
Ghana,1955,59,Sub-Saharan Africa
Ghana,1956,251,Sub-Saharan Africa
Ghana,1957,154,Sub-Saharan Africa
Ghana,1958,161,Sub-Saharan Africa
Ghana,1959,104,Sub-Saharan Africa
Ghana,1960,139,Sub-Saharan Africa
Ghana,1961,70,Sub-Saharan Africa
Ghana,1962,145,Sub-Saharan Africa
Ghana,1963,23,Sub-Saharan Africa
Ghana,1964,9,Sub-Saharan Africa
Ghana,1965,7,Sub-Saharan Africa
Ghana,1966,13,Sub-Saharan Africa
Ghana,1967,114,Sub-Saharan Africa
Ghana,1968,26,Sub-Saharan Africa
Ghana,1969,0,Sub-Saharan Africa
Ghana,1970,0,Sub-Saharan Africa
Ghana,1971,0,Sub-Saharan Africa
Ghana,1972,0,Sub-Saharan Africa
Ghana,1973,0,Sub-Saharan Africa
Ghana,1974,0,Sub-Saharan Africa
Ghana,1975,0,Sub-Saharan Africa
Ghana,1976,0,Sub-Saharan Africa
Ghana,1977,0,Sub-Saharan Africa
Greece,1920,,Europe and Central Asia
Greece,1921,250,Europe and Central Asia
Greece,1922,292,Europe and Central Asia
Greece,1923,2101,Europe and Central Asia
Greece,1924,250,Europe and Central Asia
Greece,1925,16,Europe and Central Asia
Greece,1926,27,Europe and Central Asia
Greece,1927,102,Europe and Central Asia
Greece,1928,24,Europe and Central Asia
Greece,1929,7,Europe and Central Asia
Greece,1930,27,Europe and Central Asia
Greece,1931,12,Europe and Central Asia
Greece,1932,8,Europe and Central Asia
Greece,1933,9,Europe and Central Asia
Greece,1934,10,Europe and Central Asia
Greece,1935,9,Europe and Central Asia
Greece,1936,2,Europe and Central Asia
Greece,1937,3,Europe and Central Asia
Greece,1938,0,Europe and Central Asia
Greece,1939,0,Europe and Central Asia
Greece,1940,4,Europe and Central Asia
Greece,1941,0,Europe and Central Asia
Greece,1942,0,Europe and Central Asia
Greece,1943,831,Europe and Central Asia
Greece,1944,329,Europe and Central Asia
Greece,1945,0,Europe and Central Asia
Greece,1946,2,Europe and Central Asia
Greece,1947,0,Europe and Central Asia
Greece,1948,0,Europe and Central Asia
Greece,1949,0,Europe and Central Asia
Greece,1950,13,Europe and Central Asia
Greece,1951,0,Europe and Central Asia
Greece,1952,0,Europe and Central Asia
Greece,1953,0,Europe and Central Asia
Greece,1954,0,Europe and Central Asia
Greece,1955,0,Europe and Central Asia
Greece,1956,0,Europe and Central Asia
Greece,1957,0,Europe and Central Asia
Greece,1958,0,Europe and Central Asia
Greece,1959,,Europe and Central Asia
Greece,1960,,Europe and Central Asia
Greece,1961,,Europe and Central Asia
Greece,1962,,Europe and Central Asia
Greece,1963,,Europe and Central Asia
Greece,1964,,Europe and Central Asia
Greece,1965,,Europe and Central Asia
Greece,1966,,Europe and Central Asia
Guatemala,1920,,Latin America and Caribbean
Guatemala,1921,,Latin America and Caribbean
Guatemala,1922,,Latin America and Caribbean
Guatemala,1923,,Latin America and Caribbean
Guatemala,1924,,Latin America and Caribbean
Guatemala,1925,,Latin America and Caribbean
Guatemala,1926,,Latin America and Caribbean
Guatemala,1927,96,Latin America and Caribbean
Guatemala,1928,,Latin America and Caribbean
Guatemala,1929,,Latin America and Caribbean
Guatemala,1930,10,Latin America and Caribbean
Guatemala,1931,29,Latin America and Caribbean
Guatemala,1932,23,Latin America and Caribbean
Guatemala,1933,9,Latin America and Caribbean
Guatemala,1934,38,Latin America and Caribbean
Guatemala,1935,40,Latin America and Caribbean
Guatemala,1936,52,Latin America and Caribbean
Guatemala,1937,21,Latin America and Caribbean
Guatemala,1938,60,Latin America and Caribbean
Guatemala,1939,11,Latin America and Caribbean
Guatemala,1940,8,Latin America and Caribbean
Guatemala,1941,6,Latin America and Caribbean
Guatemala,1942,1,Latin America and Caribbean
Guatemala,1943,6,Latin America and Caribbean
Guatemala,1944,9,Latin America and Caribbean
Guatemala,1945,5,Latin America and Caribbean
Guatemala,1946,9,Latin America and Caribbean
Guatemala,1947,11,Latin America and Caribbean
Guatemala,1948,12,Latin America and Caribbean
Guatemala,1949,10,Latin America and Caribbean
Guatemala,1950,10,Latin America and Caribbean
Guatemala,1951,3,Latin America and Caribbean
Guatemala,1952,1,Latin America and Caribbean
Guatemala,1953,4,Latin America and Caribbean
Guatemala,1954,0,Latin America and Caribbean
Guatemala,1955,0,Latin America and Caribbean
Guatemala,1956,0,Latin America and Caribbean
Guatemala,1957,0,Latin America and Caribbean
Guatemala,1958,0,Latin America and Caribbean
Guatemala,1959,,Latin America and Caribbean
Guatemala,1960,,Latin America and Caribbean
Guatemala,1961,,Latin America and Caribbean
Guatemala,1962,,Latin America and Caribbean
Guatemala,1963,,Latin America and Caribbean
Guatemala,1964,,Latin America and Caribbean
Guatemala,1965,,Latin America and Caribbean
Guatemala,1966,,Latin America and Caribbean
Guinea,1967,1530,Sub-Saharan Africa
Guinea,1968,330,Sub-Saharan Africa
Guinea,1969,16,Sub-Saharan Africa
Guinea,1970,0,Sub-Saharan Africa
Guinea,1971,0,Sub-Saharan Africa
Guinea,1972,0,Sub-Saharan Africa
Guinea,1973,0,Sub-Saharan Africa
Guinea,1974,0,Sub-Saharan Africa
Guinea,1975,0,Sub-Saharan Africa
Guinea,1976,0,Sub-Saharan Africa
Guinea,1977,0,Sub-Saharan Africa
Honduras,1920,,Latin America and Caribbean
Honduras,1921,,Latin America and Caribbean
Honduras,1922,,Latin America and Caribbean
Honduras,1923,,Latin America and Caribbean
Honduras,1924,,Latin America and Caribbean
Honduras,1925,,Latin America and Caribbean
Honduras,1926,0,Latin America and Caribbean
Honduras,1927,0,Latin America and Caribbean
Honduras,1928,0,Latin America and Caribbean
Honduras,1929,0,Latin America and Caribbean
Honduras,1930,0,Latin America and Caribbean
Honduras,1931,0,Latin America and Caribbean
Honduras,1932,124,Latin America and Caribbean
Honduras,1933,38,Latin America and Caribbean
Honduras,1934,15,Latin America and Caribbean
Honduras,1935,8,Latin America and Caribbean
Honduras,1936,,Latin America and Caribbean
Honduras,1937,,Latin America and Caribbean
Honduras,1938,3,Latin America and Caribbean
Honduras,1939,3,Latin America and Caribbean
Honduras,1940,,Latin America and Caribbean
Honduras,1941,6,Latin America and Caribbean
Honduras,1942,0,Latin America and Caribbean
Honduras,1943,2,Latin America and Caribbean
Honduras,1944,9,Latin America and Caribbean
Honduras,1945,8,Latin America and Caribbean
Honduras,1946,1,Latin America and Caribbean
Honduras,1947,0,Latin America and Caribbean
Honduras,1948,0,Latin America and Caribbean
Honduras,1949,0,Latin America and Caribbean
Honduras,1950,82,Latin America and Caribbean
Honduras,1951,105,Latin America and Caribbean
Honduras,1952,23,Latin America and Caribbean
Honduras,1953,0,Latin America and Caribbean
Honduras,1954,0,Latin America and Caribbean
Honduras,1955,0,Latin America and Caribbean
Honduras,1956,0,Latin America and Caribbean
Honduras,1957,0,Latin America and Caribbean
Honduras,1958,0,Latin America and Caribbean
Honduras,1959,,Latin America and Caribbean
Honduras,1960,,Latin America and Caribbean
Honduras,1961,,Latin America and Caribbean
Honduras,1962,,Latin America and Caribbean
Honduras,1963,,Latin America and Caribbean
Honduras,1964,,Latin America and Caribbean
Honduras,1965,,Latin America and Caribbean
Honduras,1966,,Latin America and Caribbean
Hungary,1920,,Europe and Central Asia
Hungary,1921,131,Europe and Central Asia
Hungary,1922,2,Europe and Central Asia
Hungary,1923,9,Europe and Central Asia
Hungary,1924,11,Europe and Central Asia
Hungary,1925,10,Europe and Central Asia
Hungary,1926,2,Europe and Central Asia
Hungary,1927,4,Europe and Central Asia
Hungary,1928,1,Europe and Central Asia
Hungary,1929,0,Europe and Central Asia
Hungary,1930,0,Europe and Central Asia
Hungary,1931,2,Europe and Central Asia
Hungary,1932,0,Europe and Central Asia
Hungary,1933,0,Europe and Central Asia
Hungary,1934,0,Europe and Central Asia
Hungary,1935,0,Europe and Central Asia
Hungary,1936,0,Europe and Central Asia
Hungary,1937,0,Europe and Central Asia
Hungary,1938,0,Europe and Central Asia
Hungary,1939,0,Europe and Central Asia
Hungary,1940,0,Europe and Central Asia
Hungary,1941,0,Europe and Central Asia
Hungary,1942,0,Europe and Central Asia
Hungary,1943,0,Europe and Central Asia
Hungary,1944,0,Europe and Central Asia
Hungary,1945,0,Europe and Central Asia
Hungary,1946,0,Europe and Central Asia
Hungary,1947,0,Europe and Central Asia
Hungary,1948,0,Europe and Central Asia
Hungary,1949,0,Europe and Central Asia
Hungary,1950,0,Europe and Central Asia
Hungary,1951,0,Europe and Central Asia
Hungary,1952,0,Europe and Central Asia
Hungary,1953,0,Europe and Central Asia
Hungary,1954,0,Europe and Central Asia
Hungary,1955,0,Europe and Central Asia
Hungary,1956,0,Europe and Central Asia
Hungary,1957,0,Europe and Central Asia
Hungary,1958,0,Europe and Central Asia
Hungary,1959,,Europe and Central Asia
Hungary,1960,,Europe and Central Asia
Hungary,1961,,Europe and Central Asia
Hungary,1962,,Europe and Central Asia
