Entity,Year,Renewable electricity (% electricity production) (World Bank (2015))
Comoros,2009,0
Comoros,2010,0
Comoros,2011,0
Comoros,2012,0
Comoros,2013,0
Comoros,2014,0
Congo,1990,99.39148073
Congo,1991,100
Congo,1992,99.06542056
Congo,1993,99.17127072
Congo,1994,99.38271605
Congo,1995,99.43502825
Congo,1996,99.56331878
Congo,1997,99.5584989
Congo,1998,99.41860465
Congo,1999,85.58558559
Congo,2000,99.66216216
Congo,2001,100
Congo,2002,100
Congo,2003,85.71428571
Congo,2004,83.12342569
Congo,2005,81.98614319
Congo,2006,82.1192053
Congo,2007,82.30958231
Congo,2008,81.34490239
Congo,2009,61.2244898
Congo,2010,54.71938776
Congo,2011,61.17556071
Congo,2012,58.05882353
Congo,2013,56.81685196
Congo,2014,54.71264368
Costa Rica,1990,97.52018454
Costa Rica,1991,94.8757764
Costa Rica,1992,82.83794788
Costa Rica,1993,89.92263844
Costa Rica,1994,90.1465798
Costa Rica,1995,82.74943659
Costa Rica,1996,90.71220325
Costa Rica,1997,96.9524149
Costa Rica,1998,91.85294661
Costa Rica,1999,97.84719974
Costa Rica,2000,99.14727562
Costa Rica,2001,98.51742031
Costa Rica,2002,98.37873754
Costa Rica,2003,97.89346572
Costa Rica,2004,99.1965916
Costa Rica,2005,96.71912833
Costa Rica,2006,93.87144993
Costa Rica,2007,92.02209945
Costa Rica,2008,92.85412708
Costa Rica,2009,95.15574651
Costa Rica,2010,93.31107169
Costa Rica,2011,91.22253865
Costa Rica,2012,91.84195007
Costa Rica,2013,88.31460674
Costa Rica,2014,89.79152393
Cote d'Ivoire,1990,66.66666667
Cote d'Ivoire,1991,69.01485966
Cote d'Ivoire,1992,56.64864865
Cote d'Ivoire,1993,50.2285192
Cote d'Ivoire,1994,49.72469293
Cote d'Ivoire,1995,60.53613845
Cote d'Ivoire,1996,54.6961326
Cote d'Ivoire,1997,46.61374349
Cote d'Ivoire,1998,34.23669816
Cote d'Ivoire,1999,36.412705
Cote d'Ivoire,2000,36.75
Cote d'Ivoire,2001,36.84749232
Cote d'Ivoire,2002,32.65961466
Cote d'Ivoire,2003,36.01336741
Cote d'Ivoire,2004,33.66606171
Cote d'Ivoire,2005,27.23112128
Cote d'Ivoire,2006,28.68258179
Cote d'Ivoire,2007,33.95489256
Cote d'Ivoire,2008,34.75862069
Cote d'Ivoire,2009,37.5234202
Cote d'Ivoire,2010,28.28164292
Cote d'Ivoire,2011,30.13608788
Cote d'Ivoire,2012,26.4395667
Cote d'Ivoire,2013,21.88235294
Cote d'Ivoire,2014,23.93193338
Croatia,1990,45.55285809
Croatia,1991,65.88748462
Croatia,1992,48.92159065
Croatia,1993,47.77289837
Croatia,1994,62.01983358
Croatia,1995,61.36265632
Croatia,1996,70.45556252
Croatia,1997,57.18472209
Croatia,1998,52.65409464
Croatia,1999,56.53078524
Croatia,2000,57.30267247
Croatia,2001,56.22895623
Croatia,2002,46.05273514
Croatia,2003,41.37355973
Croatia,2004,54.92552349
Croatia,2005,54.07061346
Croatia,2006,51.43542521
Croatia,2007,37.80789159
Croatia,2008,45.70847352
Croatia,2009,56.00598355
Croatia,2010,62.84130846
Croatia,2011,47.03842049
Croatia,2012,49.67431323
Croatia,2013,66.50175665
Croatia,2014,73.95802322
Cuba,1990,10.25026624
Cuba,1991,10.33441534
Cuba,1992,12.28982493
Cuba,1993,8.807489547
Cuba,1994,7.906393648
Cuba,1995,6.132113332
Cuba,1996,7.683590209
Cuba,1997,7.069136152
Cuba,1998,6.191687871
Cuba,1999,6.789953078
Cuba,2000,6.872006386
Cuba,2001,6.569056801
Cuba,2002,6.656474935
Cuba,2003,5.363693865
Cuba,2004,5.609568888
Cuba,2005,3.180810846
Cuba,2006,3.036007044
Cuba,2007,3.046981389
Cuba,2008,3.970812829
Cuba,2009,3.924664486
Cuba,2010,3.241938265
Cuba,2011,3.226351351
Cuba,2012,3.711743
Cuba,2013,4.352142111
Cuba,2014,4.017349995
Curacao,1990,0
Curacao,1991,0
Curacao,1992,0
Curacao,1993,0.880088009
Curacao,1994,0.823892894
Curacao,1995,0.792864222
Curacao,1996,0.784313725
Curacao,1997,0.765550239
Curacao,1998,0.720072007
Curacao,1999,0.718778077
Curacao,2000,0.713648528
Curacao,2001,2.922374429
Curacao,2002,2.789886661
Curacao,2003,2.709568163
Curacao,2004,2.644628099
Curacao,2005,2.564102564
Curacao,2006,2.6272578
Curacao,2007,2.547770701
Curacao,2008,2.576489533
Curacao,2009,2.465331279
Curacao,2010,2.418745276
Curacao,2011,2.41509434
Curacao,2012,3.489640131
Curacao,2013,3.539823009
Curacao,2014,3.591470258
Cyprus,1990,0
Cyprus,1991,0
Cyprus,1992,0
Cyprus,1993,0
Cyprus,1994,0
Cyprus,1995,0
Cyprus,1996,0
Cyprus,1997,0
Cyprus,1998,0
Cyprus,1999,0
Cyprus,2000,0
Cyprus,2001,0
Cyprus,2002,0
Cyprus,2003,0
Cyprus,2004,0
Cyprus,2005,0.022846699
Cyprus,2006,0.021496131
Cyprus,2007,0.061588996
Cyprus,2008,0.295333727
Cyprus,2009,0.594439118
Cyprus,2010,1.371664788
Cyprus,2011,3.611280179
Cyprus,2012,5.448378206
Cyprus,2013,7.622377622
Cyprus,2014,7.287356322
Czech Republic,1990,1.864431276
Czech Republic,1991,1.806030051
Czech Republic,1992,2.373977683
Czech Republic,1993,2.608517748
Czech Republic,1994,3.050232064
Czech Republic,1995,3.973586463
Czech Republic,1996,3.542610031
Czech Republic,1997,3.414983571
Czech Republic,1998,3.068519436
Czech Republic,1999,3.675244315
Czech Republic,2000,3.132586304
Czech Republic,2001,3.471455128
Czech Republic,2002,3.944996381
Czech Republic,2003,2.26888524
Czech Republic,2004,3.271273422
Czech Republic,2005,3.822728882
Czech Republic,2006,4.207808353
Czech Republic,2007,3.88541999
Czech Republic,2008,4.486208306
Czech Republic,2009,5.696659608
Czech Republic,2010,6.917568185
Czech Republic,2011,8.344462353
Czech Republic,2012,9.286980954
Czech Republic,2013,10.80431755
Czech Republic,2014,10.79414395
Democratic Republic of Congo,1990,99.55752212
Democratic Republic of Congo,1991,99.58341223
Democratic Republic of Congo,1992,99.6871398
Democratic Republic of Congo,1993,99.69341749
Democratic Republic of Congo,1994,99.66114458
Democratic Republic of Congo,1995,99.70859641
Democratic Republic of Congo,1996,99.70535276
Democratic Republic of Congo,1997,99.62324013
Democratic Republic of Congo,1998,99.59813875
Democratic Republic of Congo,1999,99.54768187
Democratic Republic of Congo,2000,99.94984955
Democratic Republic of Congo,2001,99.91613552
Democratic Republic of Congo,2002,99.86885246
Democratic Republic of Congo,2003,99.88612331
Democratic Republic of Congo,2004,99.88676575
Democratic Republic of Congo,2005,99.90507187
Democratic Republic of Congo,2006,99.39016307
Democratic Republic of Congo,2007,98.89621923
Democratic Republic of Congo,2008,98.7150616
Democratic Republic of Congo,2009,98.90501655
Democratic Republic of Congo,2010,98.91208096
Democratic Republic of Congo,2011,98.88593493
Democratic Republic of Congo,2012,99.88150099
Democratic Republic of Congo,2013,99.8907767
Democratic Republic of Congo,2014,99.8754388
Denmark,1990,3.175275191
Denmark,1991,2.892324531
Denmark,1992,4.398464441
Denmark,1993,4.730087714
Denmark,1994,4.295431022
Denmark,1995,5.0356385
Denmark,1996,3.88003434
Denmark,1997,6.609500169
Denmark,1998,9.546858658
Denmark,1999,11.25128469
Denmark,2000,15.45502455
Denmark,2001,15.49471229
Denmark,2002,17.28052536
Denmark,2003,17.49014853
Denmark,2004,23.55574241
Denmark,2005,27.0705733
Denmark,2006,20.17276534
Denmark,2007,26.21070302
Denmark,2008,27.57264584
Denmark,2009,27.65852184
Denmark,2010,31.98239926
Denmark,2011,40.2537682
Denmark,2012,48.32741605
Denmark,2013,45.98388953
Denmark,2014,55.87421931
Djibouti,1990,0
Djibouti,1991,0
Djibouti,1992,0
Djibouti,1993,0
Djibouti,1994,0
Djibouti,1995,0
Djibouti,1996,0
Djibouti,1997,0
Djibouti,1998,0
Djibouti,1999,0
Djibouti,2000,0
Djibouti,2001,0
Djibouti,2002,0
Djibouti,2003,0
Djibouti,2004,0
Djibouti,2005,0
Djibouti,2006,0
Djibouti,2007,0
Djibouti,2008,0
Djibouti,2009,0
Djibouti,2010,0
Djibouti,2011,0
Djibouti,2012,0
Djibouti,2013,0
Djibouti,2014,0
Dominica,1990,53.33333333
Dominica,1991,51.61290323
Dominica,1992,51.61290323
Dominica,1993,51.61290323
Dominica,1994,50
Dominica,1995,51.78571429
Dominica,1996,60
Dominica,1997,51.51515152
Dominica,1998,47.14285714
Dominica,1999,43.24324324
Dominica,2000,41.55844156
Dominica,2001,33.37453646
Dominica,2002,44.93116395
Dominica,2003,36.30573248
Dominica,2004,42.55050505
Dominica,2005,33.33333333
Dominica,2006,32.55269321
Dominica,2007,25.34722222
Dominica,2008,23.54285714
Dominica,2009,25
Dominica,2010,23.30978809
Dominica,2011,35.65737052
Dominica,2012,26.34170359
Dominica,2013,36.45481629
Dominica,2014,29.91311139
Dominican Republic,1990,10.11357491
Dominican Republic,1991,13.65853659
Dominican Republic,1992,10.01612614
Dominican Republic,1993,21.74481599
Dominican Republic,1994,10.22465947
Dominican Republic,1995,11.77651999
Dominican Republic,1996,13.65079365
Dominican Republic,1997,9.853510227
Dominican Republic,1998,11.70536734
Dominican Republic,1999,14.64880227
Dominican Republic,2000,9.722330248
Dominican Republic,2001,8.056909919
Dominican Republic,2002,9.571198595
Dominican Republic,2003,11.67069863
Dominican Republic,2004,18.04669057
Dominican Republic,2005,19.41839388
Dominican Republic,2006,16.57649859
Dominican Republic,2007,15.35191638
Dominican Republic,2008,12.43305539
Dominican Republic,2009,13.46033512
Dominican Republic,2010,12.47554454
Dominican Republic,2011,13.04019626
Dominican Republic,2012,14.27641314
Dominican Republic,2013,14.2760181
Dominican Republic,2014,13.25580143
East Asia & Pacific,1990,15.78070701
East Asia & Pacific,1991,15.06546936
East Asia & Pacific,1992,14.03851631
East Asia & Pacific,1993,14.60764232
East Asia & Pacific,1994,13.35589964
East Asia & Pacific,1995,14.28531591
East Asia & Pacific,1996,13.38093688
East Asia & Pacific,1997,13.14048948
East Asia & Pacific,1998,13.51205206
East Asia & Pacific,1999,12.87007375
East Asia & Pacific,2000,12.7979376
East Asia & Pacific,2001,13.68809159
East Asia & Pacific,2002,12.99875441
East Asia & Pacific,2003,12.39081016
East Asia & Pacific,2004,12.95821397
East Asia & Pacific,2005,12.65053312
East Asia & Pacific,2006,12.86015927
East Asia & Pacific,2007,12.56578941
East Asia & Pacific,2008,14.20684892
East Asia & Pacific,2009,14.51484226
East Asia & Pacific,2010,15.20745882
East Asia & Pacific,2011,14.6717615
East Asia & Pacific,2012,16.82824682
East Asia & Pacific,2013,17.4370572
East Asia & Pacific,2014,19.2909645
Ecuador,1990,78.5478028
Ecuador,1991,72.77028965
Ecuador,1992,69.1217343
Ecuador,1993,78.39697747
Ecuador,1994,80.61149312
Ecuador,1995,61.22909005
Ecuador,1996,67.92291221
Ecuador,1997,63.05732484
Ecuador,1998,59.74288338
Ecuador,1999,69.62553357
Ecuador,2000,71.70184697
Ecuador,2001,63.99095023
Ecuador,2002,63.29912517
Ecuador,2003,62.19469946
Ecuador,2004,57.57340376
Ecuador,2005,55.11637081
Ecuador,2006,51.69449378
Ecuador,2007,56.54165649
Ecuador,2008,61.14152097
Ecuador,2009,50.84818784
Ecuador,2010,45.49182429
Ecuador,2011,55.55880062
Ecuador,2012,54.86934827
Ecuador,2013,48.99187481
Ecuador,2014,49.17513473
Egypt,1990,23.50435441
Egypt,1991,22.34964782
Egypt,1992,21.23560576
Egypt,1993,21.93698217
Egypt,1994,22.25174428
Egypt,1995,21.94807692
Egypt,1996,20.955749
Egypt,1997,20.51584857
Egypt,1998,19.41047549
Egypt,1999,21.43660121
Egypt,2000,17.70344113
Egypt,2001,18.43255445
Egypt,2002,14.64626079
Egypt,2003,14.06448631
Egypt,2004,12.99815398
Egypt,2005,12.14095133
Egypt,2006,11.73325708
Egypt,2007,13.05932278
Egypt,2008,11.90094628
Egypt,2009,10.06906475
Egypt,2010,10.04795771
Egypt,2011,9.326836334
Egypt,2012,9.479569735
Egypt,2013,8.609937519
Egypt,2014,9.048775233
El Salvador,1990,93.19206492
El Salvador,1991,73.70483239
El Salvador,1992,75.86062133
El Salvador,1993,68.19978441
El Salvador,1994,58.94502701
El Salvador,1995,57.82477341
El Salvador,1996,68.50207223
El Salvador,1997,53.40211935
El Salvador,1998,53.43046358
El Salvador,1999,64.19652552
El Salvador,2000,58.06929227
El Salvador,2001,54.18468583
El Salvador,2002,51.38587611
El Salvador,2003,57.25587703
El Salvador,2004,54.64238116
El Salvador,2005,58.24175824
El Salvador,2006,57.38284704
El Salvador,2007,56.20375151
El Salvador,2008,62.51675603
El Salvador,2009,56.30179558
El Salvador,2010,65.04010695
El Salvador,2011,62.92947559
El Salvador,2012,60.23729357
El Salvador,2013,60.4432398
El Salvador,2014,59.69789491
Equatorial Guinea,1990,6.872852234
Equatorial Guinea,1991,10.52631579
Equatorial Guinea,1992,14.03508772
Equatorial Guinea,1993,15.625
Equatorial Guinea,1994,18.18181818
Equatorial Guinea,1995,20.58823529
Equatorial Guinea,1996,22.58064516
Equatorial Guinea,1997,25.92592593
Equatorial Guinea,1998,20.58823529
Equatorial Guinea,1999,17.5
Equatorial Guinea,2000,13.91650099
Equatorial Guinea,2001,41.93548387
Equatorial Guinea,2002,41.93548387
Equatorial Guinea,2003,39.39393939
Equatorial Guinea,2004,31.96721311
Equatorial Guinea,2005,31.96721311
Equatorial Guinea,2006,31.96721311
Equatorial Guinea,2007,31.96721311
Equatorial Guinea,2008,31.96721311
Equatorial Guinea,2009,31.96721311
Equatorial Guinea,2010,31.96721311
Equatorial Guinea,2011,13.87900356
Equatorial Guinea,2012,44.87471526
Equatorial Guinea,2013,44.87471526
Equatorial Guinea,2014,44.87471526
Eritrea,1992,0
Eritrea,1993,0
Eritrea,1994,0
Eritrea,1995,0
Eritrea,1996,0
Eritrea,1997,0.46728972
Eritrea,1998,0.512820513
Eritrea,1999,0.46728972
Eritrea,2000,0.476190476
Eritrea,2001,0.429184549
Eritrea,2002,0.386100386
Eritrea,2003,0.36101083
Eritrea,2004,0.35335689
Eritrea,2005,0.347222222
Eritrea,2006,0.743494424
Eritrea,2007,0.694444444
Eritrea,2008,0.696864111
Eritrea,2009,0.677966102
Eritrea,2010,0.643086817
Eritrea,2011,0.59347181
Eritrea,2012,0.557103064
Eritrea,2013,0.550964187
Eritrea,2014,0.540540541
Estonia,1990,0
Estonia,1991,0
Estonia,1992,0.008452371
Estonia,1993,0.01096852
Estonia,1994,0.03277972
Estonia,1995,0.092028069
Estonia,1996,0.076897726
Estonia,1997,0.119331742
Estonia,1998,0.187771388
Estonia,1999,0.193517175
Estonia,2000,0.211441325
Estonia,2001,0.212189084
Estonia,2002,0.351823619
Estonia,2003,0.482330938
Estonia,2004,0.582298137
Estonia,2005,1.087702107
Estonia,2006,1.335799425
Estonia,2007,1.18949959
Estonia,2008,1.861827805
Estonia,2009,6.162433079
Estonia,2010,8.05307004
Estonia,2011,9.144497014
Estonia,2012,12.34227459
Estonia,2013,9.190207156
Estonia,2014,11.16021212
Ethiopia,1990,88.35274542
Ethiopia,1991,89.49545079
Ethiopia,1992,92.74778405
Ethiopia,1993,91.32321041
Ethiopia,1994,93.3149552
Ethiopia,1995,93.51669941
Ethiopia,1996,94.19837804
Ethiopia,1997,97.0260223
Ethiopia,1998,97.09618875
Ethiopia,1999,98.84428224
Ethiopia,2000,98.6260454
Ethiopia,2001,99.055666
Ethiopia,2002,98.97260274
Ethiopia,2003,99.30313589
Ethiopia,2004,99.29105947
Ethiopia,2005,99.57820738
Ethiopia,2006,99.69409605
Ethiopia,2007,95.43276008
Ethiopia,2008,87.6356897
Ethiopia,2009,88.87775551
Ethiopia,2010,99.37751004
Ethiopia,2011,99.41603535
Ethiopia,2012,99.84227129
Ethiopia,2013,99.90824636
Ethiopia,2014,99.90639626
Europe & Central Asia,1990,16.10038749
Europe & Central Asia,1991,16.35674992
Europe & Central Asia,1992,17.29841853
Europe & Central Asia,1993,18.34289825
Europe & Central Asia,1994,18.98680458
Europe & Central Asia,1995,18.8986392
Europe & Central Asia,1996,17.84854795
Europe & Central Asia,1997,18.30582306
Europe & Central Asia,1998,18.85442763
Europe & Central Asia,1999,18.90374073
Europe & Central Asia,2000,19.02221199
Europe & Central Asia,2001,18.97681866
Europe & Central Asia,2002,17.93077074
Europe & Central Asia,2003,17.08302774
Europe & Central Asia,2004,18.43619371
Europe & Central Asia,2005,18.60836147
Europe & Central Asia,2006,18.48696924
Europe & Central Asia,2007,18.95254556
Europe & Central Asia,2008,19.63637824
Europe & Central Asia,2009,21.31187647
Europe & Central Asia,2010,22.28683564
Europe & Central Asia,2011,22.12471533
Europe & Central Asia,2012,24.23579789
Europe & Central Asia,2013,26.42944203
Europe & Central Asia,2014,27.11975885
Faeroe Islands,1990,35.5450237
Faeroe Islands,1991,36.94581281
Faeroe Islands,1992,42.21105528
Faeroe Islands,1993,41.24917555
Faeroe Islands,1994,43.75
Faeroe Islands,1995,44
Faeroe Islands,1996,39.01098901
Faeroe Islands,1997,42.07650273
Faeroe Islands,1998,40.83769634
Faeroe Islands,1999,35.14851485
Faeroe Islands,2000,36.15023474
Faeroe Islands,2001,33.18965517
Faeroe Islands,2002,40.66390041
Faeroe Islands,2003,35.74297189
Faeroe Islands,2004,40.96385542
Faeroe Islands,2005,44.48979592
Faeroe Islands,2006,44.61538462
Faeroe Islands,2007,44.61893644
Faeroe Islands,2008,39.46249307
Faeroe Islands,2009,38.98369676
Faeroe Islands,2010,28.8986539
Faeroe Islands,2011,39.08370855
Faeroe Islands,2012,37.9151861
Faeroe Islands,2013,38.43621596
Faeroe Islands,2014,50.80758438
Fiji,1990,82.44111349
Fiji,1991,81.56779661
Fiji,1992,81.22362869
Fiji,1993,79.34782609
Fiji,1994,78.40466926
Fiji,1995,70.67665441
Fiji,1996,61.76971235
Fiji,1997,66.19939738
Fiji,1998,66.2329553
Fiji,1999,64.35705181
Fiji,2000,60.23105021
Fiji,2001,63.76941153
Fiji,2002,58.85018105
Fiji,2003,42.33162683
Fiji,2004,45.01957122
Fiji,2005,41.15715192
Fiji,2006,40.62578869
Fiji,2007,61.22454838
Fiji,2008,64.94264003
Fiji,2009,60.12952078
Fiji,2010,50.29389261
Fiji,2011,57.59392715
Fiji,2012,66.23115866
Fiji,2013,62.12769679
Fiji,2014,47.16629815
Finland,1990,29.45179028
Finland,1991,31.38171283
Finland,1992,34.75097445
Finland,1993,31.82599584
Finland,1994,27.82221816
Finland,1995,30.52237058
Finland,1996,25.60217952
Finland,1997,29.1300451
Finland,1998,34.78558297
Finland,1999,30.51240336
Finland,2000,33.41002629
Finland,2001,28.92758371
Finland,2002,26.45587352
Finland,2003,22.60868534
Finland,2004,29.85730095
Finland,2005,33.24927035
Finland,2006,27.29371173
Finland,2007,29.93784233
Finland,2008,35.8779316
Finland,2009,30.10864588
Finland,2010,29.99107519
Finland,2011,32.89070897
Finland,2012,40.56184403
Finland,2013,35.96699272
Finland,2014,38.58105826
France,1990,13.36987864
France,1991,13.22019787
France,1992,15.45397827
France,1993,14.23835419
France,1994,17.05819513
France,1995,15.36112508
France,1996,13.44862126
France,1997,13.26453416
France,1998,12.76785749
France,1999,14.4667397
France,2000,12.96787647
France,2001,14.25637189
France,2002,11.59727616
France,2003,11.23001795
France,2004,11.24298852
France,2005,9.860646697
France,2006,10.94757583
France,2007,11.69092631
France,2008,12.97920893
France,2009,13.12716357
France,2010,13.85735931
France,2011,11.57458832
France,2012,14.80619657
France,2013,17.04519207
France,2014,16.41103165
French Polynesia,1990,18.60274914
French Polynesia,1991,17.95099338
French Polynesia,1992,28.70662461
French Polynesia,1993,29.41176471
French Polynesia,1994,28.95522388
French Polynesia,1995,36.10315186
French Polynesia,1996,35.2238806
French Polynesia,1997,35.1744186
French Polynesia,1998,46.90630151
French Polynesia,1999,34.53671233
French Polynesia,2000,33.33333333
French Polynesia,2001,24.02826855
French Polynesia,2002,22.68041237
French Polynesia,2003,26.0051495
French Polynesia,2004,28.01912908
French Polynesia,2005,28.51236133
French Polynesia,2006,30.45814307
French Polynesia,2007,32.4231441
French Polynesia,2008,29.79171848
French Polynesia,2009,29.10687703
French Polynesia,2010,34.20441298
French Polynesia,2011,29.98566015
French Polynesia,2012,28.02489944
French Polynesia,2013,27.16119062
French Polynesia,2014,31.71712689
Gabon,1990,72.39263804
Gabon,1991,72.58883249
Gabon,1992,72.50755287
Gabon,1993,71.87187187
Gabon,1994,70.82551595
Gabon,1995,70.23705004
Gabon,1996,64.00329489
Gabon,1997,64.96815287
Gabon,1998,60.98287416
Gabon,1999,63.10240964
Gabon,2000,61.59695817
Gabon,2001,62.89978678
Gabon,2002,62.75303644
Gabon,2003,59.15309446
Gabon,2004,58.50649351
Gabon,2005,52.09656925
Gabon,2006,57.23723724
Gabon,2007,46.65513264
Gabon,2008,49.50603732
Gabon,2009,51.9346049
Gabon,2010,47.41200828
Gabon,2011,41.76094442
Gabon,2012,42.77080428
Gabon,2013,41.69611307
Gabon,2014,34.09378961
Gambia,1990,0
Gambia,1991,0
Gambia,1992,0
Gambia,1993,0
Gambia,1994,0
Gambia,1995,0
Gambia,1996,0
Gambia,1997,0
Gambia,1998,0
Gambia,1999,0
Gambia,2000,0
Gambia,2001,0
Gambia,2002,0
Gambia,2003,0
Gambia,2004,0
Gambia,2005,0
Gambia,2006,0
Gambia,2007,0
Gambia,2008,0
Gambia,2009,0
Gambia,2010,0
Gambia,2011,0
Gambia,2012,0
Gambia,2013,0
Gambia,2014,0
Georgia,1990,55.20985136
Georgia,1991,57.1351601
Georgia,1992,58.31091985
Georgia,1993,63.1468197
Georgia,1994,61.42960813
Georgia,1995,63.80917341
Georgia,1996,83.48406846
Georgia,1997,84.41993578
Georgia,1998,83.06609308
Georgia,1999,83.84745542
Georgia,2000,78.93318966
Georgia,2001,79.89044255
Georgia,2002,93.24789858
Georgia,2003,91.1452514
Georgia,2004,87.36279607
Georgia,2005,85.8125774
Georgia,2006,72.93810896
Georgia,2007,81.82909265
Georgia,2008,84.72731575
Georgia,2009,86.6090208
Georgia,2010,92.52271829
Georgia,2011,77.39846969
Georgia,2012,74.50232078
Georgia,2013,82.22487325
Georgia,2014,80.36833478
Germany,1990,3.486350771
Germany,1991,3.168752543
Germany,1992,3.697964293
Germany,1993,3.927370442
Germany,1994,4.461686389
Germany,1995,4.866989231
Germany,1996,4.821397117
Germany,1997,4.208309687
Germany,1998,4.508169269
Germany,1999,5.197223756
Germany,2000,6.198531223
Germany,2001,6.512444018
Germany,2002,7.642700282
Germany,2003,7.552977702
Germany,2004,9.267474493
Germany,2005,10.15021111
Germany,2006,11.32201311
Germany,2007,13.93800806
Germany,2008,14.6992339
Germany,2009,16.07855368
Germany,2010,16.72707367
Germany,2011,20.38328272
Germany,2012,23.00045854
Germany,2013,24.07254975
Germany,2014,26.13009657
Ghana,1990,100
Ghana,1991,100
Ghana,1992,100
Ghana,1993,99.65151275
Ghana,1994,99.54173486
Ghana,1995,99.68933944
Ghana,1996,99.96982043
Ghana,1997,99.49172234
Ghana,1998,77.53036437
Ghana,1999,83.58667529
Ghana,2000,91.49937699
Ghana,2001,84.09466853
Ghana,2002,69.24240341
Ghana,2003,66.06596396
Ghana,2004,87.44825302
Ghana,2005,82.92575133
Ghana,2006,66.65480427
Ghana,2007,53.4107194
Ghana,2008,74.42335416
Ghana,2009,76.76936816
Ghana,2010,68.81085866
Ghana,2011,67.50892857
Ghana,2012,67.12408516
Ghana,2013,63.98881206
Ghana,2014,64.73038648
Gibraltar,1990,0
Gibraltar,1991,0
Gibraltar,1992,0
Gibraltar,1993,0
Gibraltar,1994,0
Gibraltar,1995,0
Gibraltar,1996,0
Gibraltar,1997,0
Gibraltar,1998,0
Gibraltar,1999,0
Gibraltar,2000,0
Gibraltar,2001,0
Gibraltar,2002,0
Gibraltar,2003,0
Gibraltar,2004,0
Gibraltar,2005,0
Gibraltar,2006,0
Gibraltar,2007,0
Gibraltar,2008,0
Gibraltar,2009,0
Gibraltar,2010,0
Gibraltar,2011,0
Gibraltar,2012,0
Gibraltar,2013,0
Gibraltar,2014,0
Greece,1990,5.092739037
Greece,1991,8.675824637
Greece,1992,5.942243116
Greece,1993,6.109552403
Greece,1994,6.530298903
Greece,1995,8.629748904
Greece,1996,10.34165665
Greece,1997,9.050170932
Greece,1998,8.200519706
Greece,1999,9.626480413
Greece,2000,7.756668226
Greece,2001,5.524154043
Greece,2002,6.630827695
Greece,2003,10.17528711
Greece,2004,10.06240117
Greece,2005,10.77961196
Greece,2006,12.76026521
Greece,2007,7.325668543
Greece,2008,9.139750763
Greece,2009,13.39738763
Greece,2010,18.34155525
Greece,2011,13.76157642
Greece,2012,16.70369091
Greece,2013,25.12343734
Greece,2014,24.18806984
Greenland,1990,0
Greenland,1991,0
Greenland,1992,0
Greenland,1993,0
Greenland,1994,0
Greenland,1995,0
Greenland,1996,0
Greenland,1997,0
Greenland,1998,0
Greenland,1999,65.8218126
Greenland,2000,65.03230711
Greenland,2001,57.06521739
Greenland,2002,65.43032049
Greenland,2003,64.24740794
Greenland,2004,56.96052241
Greenland,2005,57.19515629
Greenland,2006,51.18767946
Greenland,2007,52.42993057
Greenland,2008,52.04949729
Greenland,2009,46.27662034
Greenland,2010,55.51527364
Greenland,2011,59.78984401
Greenland,2012,60.03569769
Greenland,2013,66.44918946
Greenland,2014,68.34753765
Grenada,1990,0
Grenada,1991,0
Grenada,1992,0
Grenada,1993,0
Grenada,1994,0
Grenada,1995,0
Grenada,1996,0
Grenada,1997,0
Grenada,1998,0
Grenada,1999,0
Grenada,2000,0
Grenada,2001,0
Grenada,2002,0
Grenada,2003,0
Grenada,2004,0
Grenada,2005,0
Grenada,2006,0
Grenada,2007,0
Grenada,2008,0
Grenada,2009,0
Grenada,2010,0
Grenada,2011,0
Grenada,2012,0
Grenada,2013,0
Grenada,2014,0
Guam,1990,0
Guam,1991,0
Guam,1992,0
Guam,1993,0
Guam,1994,0
Guam,1995,0
Guam,1996,0
Guam,1997,0
Guam,1998,0
Guam,1999,0
Guam,2000,0
Guam,2001,0
Guam,2002,0
Guam,2003,0
Guam,2004,0
Guam,2005,0
Guam,2006,0
Guam,2007,0
Guam,2008,0
Guam,2009,0
Guam,2010,0
Guam,2011,0
Guam,2012,0
Guam,2013,0
Guam,2014,0
Guatemala,1990,91.62854529
Guatemala,1991,89.5888014
Guatemala,1992,62.75121275
Guatemala,1993,66.27260083
Guatemala,1994,65.26655897
Guatemala,1995,66.4399093
Guatemala,1996,68.64431919
Guatemala,1997,68.22241429
Guatemala,1998,55.72262118
Guatemala,1999,57.01331275
Guatemala,2000,51.71957672
Guatemala,2001,47.97677992
Guatemala,2002,41.73800678
Guatemala,2003,49.21421492
Guatemala,2004,44.77961253
Guatemala,2005,47.48415952
Guatemala,2006,51.95934362
Guatemala,2007,47.62448607
Guatemala,2008,55.4140858
Guatemala,2009,49.11020228
Guatemala,2010,63.84797031
Guatemala,2011,64.43742512
Guatemala,2012,66.88270293
Guatemala,2013,67.16733871
Guatemala,2014,68.60606061
Guinea,1990,33.78378378
Guinea,1991,34.03441683
Guinea,1992,34.28571429
Guinea,1993,34.33962264
Guinea,1994,34.58646617
Guinea,1995,34.45065177
Guinea,1996,43.78980892
Guinea,1997,44.79004666
Guinea,1998,51.56054931
Guinea,1999,52.75397797
Guinea,2000,55.96933187
Guinea,2001,57.26141079
Guinea,2002,58.62068966
Guinea,2003,44.49388209
Guinea,2004,57.04008222
Guinea,2005,54.22612514
Guinea,2006,52.80641466
Guinea,2007,55.29290853
