Entity,Year,Medium Projection (UN Population Division (2015 revision))
Democratic Republic of Congo,2059,230188000
Democratic Republic of Congo,2060,234146000
Democratic Republic of Congo,2061,238094000
Democratic Republic of Congo,2062,242032000
Democratic Republic of Congo,2063,245956000
Democratic Republic of Congo,2064,249866000
Democratic Republic of Congo,2065,253760000
Democratic Republic of Congo,2066,257636000
Democratic Republic of Congo,2067,261490000
Democratic Republic of Congo,2068,265321000
Democratic Republic of Congo,2069,269126000
Democratic Republic of Congo,2070,272901000
Democratic Republic of Congo,2071,276644000
Democratic Republic of Congo,2072,280353000
Democratic Republic of Congo,2073,284026000
Democratic Republic of Congo,2074,287661000
Democratic Republic of Congo,2075,291256000
Democratic Republic of Congo,2076,294808000
Democratic Republic of Congo,2077,298315000
Democratic Republic of Congo,2078,301773000
Democratic Republic of Congo,2079,305178000
Democratic Republic of Congo,2080,308523000
Democratic Republic of Congo,2081,311809000
Democratic Republic of Congo,2082,315032000
Democratic Republic of Congo,2083,318193000
Democratic Republic of Congo,2084,321293000
Democratic Republic of Congo,2085,324330000
Democratic Republic of Congo,2086,327304000
Democratic Republic of Congo,2087,330213000
Democratic Republic of Congo,2088,333058000
Democratic Republic of Congo,2089,335838000
Democratic Republic of Congo,2090,338554000
Democratic Republic of Congo,2091,341203000
Democratic Republic of Congo,2092,343787000
Democratic Republic of Congo,2093,346305000
Democratic Republic of Congo,2094,348755000
Democratic Republic of Congo,2095,351138000
Democratic Republic of Congo,2096,353453000
Democratic Republic of Congo,2097,355700000
Democratic Republic of Congo,2098,357878000
Democratic Republic of Congo,2099,359988000
Democratic Republic of Congo,2100,362031000
Denmark,2020,5792000
Denmark,2021,5813000
Denmark,2022,5835000
Denmark,2023,5857000
Denmark,2024,5879000
Denmark,2025,5900000
Denmark,2026,5922000
Denmark,2027,5943000
Denmark,2028,5963000
Denmark,2029,5983000
Denmark,2030,6002000
Denmark,2031,6020000
Denmark,2032,6037000
Denmark,2033,6054000
Denmark,2034,6069000
Denmark,2035,6084000
Denmark,2036,6098000
Denmark,2037,6111000
Denmark,2038,6123000
Denmark,2039,6135000
Denmark,2040,6147000
Denmark,2041,6157000
Denmark,2042,6168000
Denmark,2043,6178000
Denmark,2044,6188000
Denmark,2045,6197000
Denmark,2046,6207000
Denmark,2047,6216000
Denmark,2048,6226000
Denmark,2049,6236000
Denmark,2050,6245000
Denmark,2051,6255000
Denmark,2052,6266000
Denmark,2053,6276000
Denmark,2054,6287000
Denmark,2055,6297000
Denmark,2056,6308000
Denmark,2057,6320000
Denmark,2058,6331000
Denmark,2059,6343000
Denmark,2060,6355000
Denmark,2061,6367000
Denmark,2062,6380000
Denmark,2063,6393000
Denmark,2064,6406000
Denmark,2065,6420000
Denmark,2066,6433000
Denmark,2067,6447000
Denmark,2068,6461000
Denmark,2069,6475000
Denmark,2070,6490000
Denmark,2071,6504000
Denmark,2072,6519000
Denmark,2073,6533000
Denmark,2074,6548000
Denmark,2075,6562000
Denmark,2076,6576000
Denmark,2077,6590000
Denmark,2078,6603000
Denmark,2079,6616000
Denmark,2080,6630000
Denmark,2081,6642000
Denmark,2082,6655000
Denmark,2083,6667000
Denmark,2084,6679000
Denmark,2085,6691000
Denmark,2086,6702000
Denmark,2087,6713000
Denmark,2088,6725000
Denmark,2089,6736000
Denmark,2090,6747000
Denmark,2091,6759000
Denmark,2092,6770000
Denmark,2093,6782000
Denmark,2094,6795000
Denmark,2095,6807000
Denmark,2096,6820000
Denmark,2097,6832000
Denmark,2098,6845000
Denmark,2099,6859000
Denmark,2100,6873000
Djibouti,2020,988000
Djibouti,2021,1002000
Djibouti,2022,1016000
Djibouti,2023,1030000
Djibouti,2024,1043000
Djibouti,2025,1056000
Djibouti,2026,1069000
Djibouti,2027,1081000
Djibouti,2028,1093000
Djibouti,2029,1105000
Djibouti,2030,1117000
Djibouti,2031,1128000
Djibouti,2032,1139000
Djibouti,2033,1150000
Djibouti,2034,1160000
Djibouti,2035,1170000
Djibouti,2036,1180000
Djibouti,2037,1189000
Djibouti,2038,1199000
Djibouti,2039,1208000
Djibouti,2040,1217000
Djibouti,2041,1226000
Djibouti,2042,1234000
Djibouti,2043,1243000
Djibouti,2044,1251000
Djibouti,2045,1259000
Djibouti,2046,1266000
Djibouti,2047,1274000
Djibouti,2048,1281000
Djibouti,2049,1289000
Djibouti,2050,1295000
Djibouti,2051,1302000
Djibouti,2052,1308000
Djibouti,2053,1314000
Djibouti,2054,1320000
Djibouti,2055,1325000
Djibouti,2056,1330000
Djibouti,2057,1334000
Djibouti,2058,1339000
Djibouti,2059,1342000
Djibouti,2060,1346000
Djibouti,2061,1349000
Djibouti,2062,1352000
Djibouti,2063,1354000
Djibouti,2064,1356000
Djibouti,2065,1358000
Djibouti,2066,1360000
Djibouti,2067,1361000
Djibouti,2068,1363000
Djibouti,2069,1363000
Djibouti,2070,1364000
Djibouti,2071,1365000
Djibouti,2072,1365000
Djibouti,2073,1365000
Djibouti,2074,1365000
Djibouti,2075,1365000
Djibouti,2076,1365000
Djibouti,2077,1365000
Djibouti,2078,1364000
Djibouti,2079,1364000
Djibouti,2080,1363000
Djibouti,2081,1363000
Djibouti,2082,1362000
Djibouti,2083,1361000
Djibouti,2084,1360000
Djibouti,2085,1359000
Djibouti,2086,1358000
Djibouti,2087,1357000
Djibouti,2088,1356000
Djibouti,2089,1354000
Djibouti,2090,1353000
Djibouti,2091,1351000
Djibouti,2092,1349000
Djibouti,2093,1347000
Djibouti,2094,1345000
Djibouti,2095,1343000
Djibouti,2096,1341000
Djibouti,2097,1339000
Djibouti,2098,1337000
Djibouti,2099,1334000
Djibouti,2100,1332000
Dominica,2020,72000
Dominica,2021,72000
Dominica,2022,72000
Dominica,2023,73000
Dominica,2024,73000
Dominica,2025,73000
Dominica,2026,73000
Dominica,2027,73000
Dominica,2028,73000
Dominica,2029,73000
Dominica,2030,73000
Dominica,2031,73000
Dominica,2032,73000
Dominica,2033,73000
Dominica,2034,73000
Dominica,2035,73000
Dominica,2036,73000
Dominica,2037,73000
Dominica,2038,73000
Dominica,2039,73000
Dominica,2040,73000
Dominica,2041,72000
Dominica,2042,72000
Dominica,2043,72000
Dominica,2044,72000
Dominica,2045,72000
Dominica,2046,72000
Dominica,2047,71000
Dominica,2048,71000
Dominica,2049,71000
Dominica,2050,71000
Dominica,2051,71000
Dominica,2052,70000
Dominica,2053,70000
Dominica,2054,70000
Dominica,2055,70000
Dominica,2056,70000
Dominica,2057,69000
Dominica,2058,69000
Dominica,2059,69000
Dominica,2060,68000
Dominica,2061,68000
Dominica,2062,68000
Dominica,2063,67000
Dominica,2064,67000
Dominica,2065,67000
Dominica,2066,66000
Dominica,2067,66000
Dominica,2068,66000
Dominica,2069,65000
Dominica,2070,65000
Dominica,2071,64000
Dominica,2072,64000
Dominica,2073,63000
Dominica,2074,63000
Dominica,2075,63000
Dominica,2076,62000
Dominica,2077,62000
Dominica,2078,61000
Dominica,2079,61000
Dominica,2080,60000
Dominica,2081,60000
Dominica,2082,59000
Dominica,2083,59000
Dominica,2084,58000
Dominica,2085,58000
Dominica,2086,57000
Dominica,2087,57000
Dominica,2088,56000
Dominica,2089,56000
Dominica,2090,55000
Dominica,2091,55000
Dominica,2092,55000
Dominica,2093,54000
Dominica,2094,54000
Dominica,2095,53000
Dominica,2096,53000
Dominica,2097,52000
Dominica,2098,52000
Dominica,2099,52000
Dominica,2100,51000
Dominican Republic,2020,10848000
Dominican Republic,2021,10954000
Dominican Republic,2022,11056000
Dominican Republic,2023,11156000
Dominican Republic,2024,11252000
Dominican Republic,2025,11346000
Dominican Republic,2026,11437000
Dominican Republic,2027,11525000
Dominican Republic,2028,11609000
Dominican Republic,2029,11691000
Dominican Republic,2030,11770000
Dominican Republic,2031,11847000
Dominican Republic,2032,11921000
Dominican Republic,2033,11992000
Dominican Republic,2034,12060000
Dominican Republic,2035,12126000
Dominican Republic,2036,12189000
Dominican Republic,2037,12250000
Dominican Republic,2038,12308000
Dominican Republic,2039,12364000
Dominican Republic,2040,12416000
Dominican Republic,2041,12467000
Dominican Republic,2042,12515000
Dominican Republic,2043,12560000
Dominican Republic,2044,12602000
Dominican Republic,2045,12642000
Dominican Republic,2046,12678000
Dominican Republic,2047,12712000
Dominican Republic,2048,12743000
Dominican Republic,2049,12771000
Dominican Republic,2050,12796000
Dominican Republic,2051,12818000
Dominican Republic,2052,12836000
Dominican Republic,2053,12852000
Dominican Republic,2054,12865000
Dominican Republic,2055,12875000
Dominican Republic,2056,12883000
Dominican Republic,2057,12887000
Dominican Republic,2058,12889000
Dominican Republic,2059,12889000
Dominican Republic,2060,12885000
Dominican Republic,2061,12879000
Dominican Republic,2062,12871000
Dominican Republic,2063,12860000
Dominican Republic,2064,12846000
Dominican Republic,2065,12830000
Dominican Republic,2066,12812000
Dominican Republic,2067,12791000
Dominican Republic,2068,12768000
Dominican Republic,2069,12743000
Dominican Republic,2070,12716000
Dominican Republic,2071,12686000
Dominican Republic,2072,12653000
Dominican Republic,2073,12619000
Dominican Republic,2074,12582000
Dominican Republic,2075,12544000
Dominican Republic,2076,12503000
Dominican Republic,2077,12460000
Dominican Republic,2078,12415000
Dominican Republic,2079,12368000
Dominican Republic,2080,12319000
Dominican Republic,2081,12269000
Dominican Republic,2082,12216000
Dominican Republic,2083,12161000
Dominican Republic,2084,12105000
Dominican Republic,2085,12047000
Dominican Republic,2086,11988000
Dominican Republic,2087,11926000
Dominican Republic,2088,11863000
Dominican Republic,2089,11799000
Dominican Republic,2090,11733000
Dominican Republic,2091,11666000
Dominican Republic,2092,11598000
Dominican Republic,2093,11529000
Dominican Republic,2094,11458000
Dominican Republic,2095,11386000
Dominican Republic,2096,11314000
Dominican Republic,2097,11240000
Dominican Republic,2098,11165000
Dominican Republic,2099,11089000
Dominican Republic,2100,11013000
Eastern Africa,2020,445406000
Eastern Africa,2021,457053000
Eastern Africa,2022,468849000
Eastern Africa,2023,480808000
Eastern Africa,2024,492951000
Eastern Africa,2025,505292000
Eastern Africa,2026,517833000
Eastern Africa,2027,530561000
Eastern Africa,2028,543462000
Eastern Africa,2029,556515000
Eastern Africa,2030,569705000
Eastern Africa,2031,583023000
Eastern Africa,2032,596466000
Eastern Africa,2033,610023000
Eastern Africa,2034,623683000
Eastern Africa,2035,637437000
Eastern Africa,2036,651276000
Eastern Africa,2037,665194000
Eastern Africa,2038,679188000
Eastern Africa,2039,693255000
Eastern Africa,2040,707393000
Eastern Africa,2041,721596000
Eastern Africa,2042,735856000
Eastern Africa,2043,750167000
Eastern Africa,2044,764523000
Eastern Africa,2045,778916000
Eastern Africa,2046,793339000
Eastern Africa,2047,807788000
Eastern Africa,2048,822255000
Eastern Africa,2049,836734000
Eastern Africa,2050,851218000
Eastern Africa,2051,865700000
Eastern Africa,2052,880175000
Eastern Africa,2053,894634000
Eastern Africa,2054,909073000
Eastern Africa,2055,923483000
Eastern Africa,2056,937858000
Eastern Africa,2057,952192000
Eastern Africa,2058,966479000
Eastern Africa,2059,980713000
Eastern Africa,2060,994888000
Eastern Africa,2061,1008998000
Eastern Africa,2062,1023036000
Eastern Africa,2063,1036994000
Eastern Africa,2064,1050866000
Eastern Africa,2065,1064642000
Eastern Africa,2066,1078317000
Eastern Africa,2067,1091885000
Eastern Africa,2068,1105341000
Eastern Africa,2069,1118680000
Eastern Africa,2070,1131895000
Eastern Africa,2071,1144983000
Eastern Africa,2072,1157938000
Eastern Africa,2073,1170754000
Eastern Africa,2074,1183427000
Eastern Africa,2075,1195953000
Eastern Africa,2076,1208326000
Eastern Africa,2077,1220542000
Eastern Africa,2078,1232599000
Eastern Africa,2079,1244492000
Eastern Africa,2080,1256219000
Eastern Africa,2081,1267776000
Eastern Africa,2082,1279160000
Eastern Africa,2083,1290366000
Eastern Africa,2084,1301391000
Eastern Africa,2085,1312230000
Eastern Africa,2086,1322880000
Eastern Africa,2087,1333341000
Eastern Africa,2088,1343611000
Eastern Africa,2089,1353690000
Eastern Africa,2090,1363577000
Eastern Africa,2091,1373272000
Eastern Africa,2092,1382774000
Eastern Africa,2093,1392083000
Eastern Africa,2094,1401197000
Eastern Africa,2095,1410118000
Eastern Africa,2096,1418844000
Eastern Africa,2097,1427378000
Eastern Africa,2098,1435721000
Eastern Africa,2099,1443875000
Eastern Africa,2100,1451843000
Eastern Asia,2020,1678090000
Eastern Asia,2021,1682855000
Eastern Asia,2022,1686915000
Eastern Asia,2023,1690315000
Eastern Asia,2024,1693133000
Eastern Asia,2025,1695428000
Eastern Asia,2026,1697208000
Eastern Asia,2027,1698464000
Eastern Asia,2028,1699225000
Eastern Asia,2029,1699521000
Eastern Asia,2030,1699380000
Eastern Asia,2031,1698820000
Eastern Asia,2032,1697850000
Eastern Asia,2033,1696471000
Eastern Asia,2034,1694679000
Eastern Asia,2035,1692472000
Eastern Asia,2036,1689858000
Eastern Asia,2037,1686852000
Eastern Asia,2038,1683469000
Eastern Asia,2039,1679728000
Eastern Asia,2040,1675643000
Eastern Asia,2041,1671228000
Eastern Asia,2042,1666487000
Eastern Asia,2043,1661424000
Eastern Asia,2044,1656038000
Eastern Asia,2045,1650331000
Eastern Asia,2046,1644313000
Eastern Asia,2047,1637995000
Eastern Asia,2048,1631388000
Eastern Asia,2049,1624500000
Eastern Asia,2050,1617342000
Eastern Asia,2051,1609928000
Eastern Asia,2052,1602273000
Eastern Asia,2053,1594393000
Eastern Asia,2054,1586307000
Eastern Asia,2055,1578034000
Eastern Asia,2056,1569589000
Eastern Asia,2057,1560992000
Eastern Asia,2058,1552269000
Eastern Asia,2059,1543451000
Eastern Asia,2060,1534566000
Eastern Asia,2061,1525629000
Eastern Asia,2062,1516657000
Eastern Asia,2063,1507669000
Eastern Asia,2064,1498685000
Eastern Asia,2065,1489722000
Eastern Asia,2066,1480794000
Eastern Asia,2067,1471910000
Eastern Asia,2068,1463071000
Eastern Asia,2069,1454274000
Eastern Asia,2070,1445519000
Eastern Asia,2071,1436812000
Eastern Asia,2072,1428159000
Eastern Asia,2073,1419560000
Eastern Asia,2074,1411014000
Eastern Asia,2075,1402521000
Eastern Asia,2076,1394084000
Eastern Asia,2077,1385710000
Eastern Asia,2078,1377404000
Eastern Asia,2079,1369174000
Eastern Asia,2080,1361027000
Eastern Asia,2081,1352966000
Eastern Asia,2082,1344998000
Eastern Asia,2083,1337135000
Eastern Asia,2084,1329396000
Eastern Asia,2085,1321792000
Eastern Asia,2086,1314326000
Eastern Asia,2087,1306997000
Eastern Asia,2088,1299811000
Eastern Asia,2089,1292775000
Eastern Asia,2090,1285889000
Eastern Asia,2091,1279149000
Eastern Asia,2092,1272546000
Eastern Asia,2093,1266065000
Eastern Asia,2094,1259691000
Eastern Asia,2095,1253404000
Eastern Asia,2096,1247186000
Eastern Asia,2097,1241017000
Eastern Asia,2098,1234876000
Eastern Asia,2099,1228742000
Eastern Asia,2100,1222593000
Eastern Europe,2020,293013000
Eastern Europe,2021,292487000
Eastern Europe,2022,291863000
Eastern Europe,2023,291152000
Eastern Europe,2024,290369000
Eastern Europe,2025,289526000
Eastern Europe,2026,288627000
Eastern Europe,2027,287674000
Eastern Europe,2028,286670000
Eastern Europe,2029,285622000
Eastern Europe,2030,284535000
Eastern Europe,2031,283412000
Eastern Europe,2032,282261000
Eastern Europe,2033,281088000
Eastern Europe,2034,279903000
Eastern Europe,2035,278712000
Eastern Europe,2036,277522000
Eastern Europe,2037,276333000
Eastern Europe,2038,275152000
Eastern Europe,2039,273981000
Eastern Europe,2040,272824000
Eastern Europe,2041,271683000
Eastern Europe,2042,270558000
Eastern Europe,2043,269449000
Eastern Europe,2044,268354000
Eastern Europe,2045,267270000
Eastern Europe,2046,266198000
Eastern Europe,2047,265136000
Eastern Europe,2048,264081000
Eastern Europe,2049,263030000
Eastern Europe,2050,261977000
Eastern Europe,2051,260923000
Eastern Europe,2052,259865000
Eastern Europe,2053,258801000
Eastern Europe,2054,257727000
Eastern Europe,2055,256640000
Eastern Europe,2056,255540000
Eastern Europe,2057,254426000
Eastern Europe,2058,253300000
Eastern Europe,2059,252160000
Eastern Europe,2060,251009000
Eastern Europe,2061,249848000
Eastern Europe,2062,248677000
Eastern Europe,2063,247501000
Eastern Europe,2064,246323000
Eastern Europe,2065,245147000
Eastern Europe,2066,243975000
Eastern Europe,2067,242811000
Eastern Europe,2068,241660000
Eastern Europe,2069,240527000
Eastern Europe,2070,239419000
Eastern Europe,2071,238337000
Eastern Europe,2072,237284000
Eastern Europe,2073,236263000
Eastern Europe,2074,235278000
Eastern Europe,2075,234330000
Eastern Europe,2076,233422000
Eastern Europe,2077,232554000
Eastern Europe,2078,231726000
Eastern Europe,2079,230938000
Eastern Europe,2080,230188000
Eastern Europe,2081,229477000
Eastern Europe,2082,228802000
Eastern Europe,2083,228162000
Eastern Europe,2084,227554000
Eastern Europe,2085,226973000
Eastern Europe,2086,226418000
Eastern Europe,2087,225887000
Eastern Europe,2088,225375000
Eastern Europe,2089,224877000
Eastern Europe,2090,224387000
Eastern Europe,2091,223904000
Eastern Europe,2092,223423000
Eastern Europe,2093,222945000
Eastern Europe,2094,222466000
Eastern Europe,2095,221985000
Eastern Europe,2096,221501000
Eastern Europe,2097,221009000
Eastern Europe,2098,220507000
Eastern Europe,2099,219991000
Eastern Europe,2100,219456000
Eastern and South-Eastern Asia,2020,2346709000
Eastern and South-Eastern Asia,2021,2357973000
Eastern and South-Eastern Asia,2022,2368407000
Eastern and South-Eastern Asia,2023,2378049000
Eastern and South-Eastern Asia,2024,2386971000
Eastern and South-Eastern Asia,2025,2395226000
Eastern and South-Eastern Asia,2026,2402820000
Eastern and South-Eastern Asia,2027,2409739000
Eastern and South-Eastern Asia,2028,2416006000
Eastern and South-Eastern Asia,2029,2421644000
Eastern and South-Eastern Asia,2030,2426673000
Eastern and South-Eastern Asia,2031,2431110000
Eastern and South-Eastern Asia,2032,2434962000
Eastern and South-Eastern Asia,2033,2438227000
Eastern and South-Eastern Asia,2034,2440899000
Eastern and South-Eastern Asia,2035,2442979000
Eastern and South-Eastern Asia,2036,2444470000
Eastern and South-Eastern Asia,2037,2445388000
Eastern and South-Eastern Asia,2038,2445752000
Eastern and South-Eastern Asia,2039,2445583000
Eastern and South-Eastern Asia,2040,2444901000
Eastern and South-Eastern Asia,2041,2443720000
Eastern and South-Eastern Asia,2042,2442044000
Eastern and South-Eastern Asia,2043,2439876000
Eastern and South-Eastern Asia,2044,2437215000
Eastern and South-Eastern Asia,2045,2434063000
Eastern and South-Eastern Asia,2046,2430431000
Eastern and South-Eastern Asia,2047,2426333000
Eastern and South-Eastern Asia,2048,2421778000
Eastern and South-Eastern Asia,2049,2416778000
Eastern and South-Eastern Asia,2050,2411344000
Eastern and South-Eastern Asia,2051,2405492000
Eastern and South-Eastern Asia,2052,2399239000
Eastern and South-Eastern Asia,2053,2392607000
Eastern and South-Eastern Asia,2054,2385616000
Eastern and South-Eastern Asia,2055,2378291000
Eastern and South-Eastern Asia,2056,2370649000
Eastern and South-Eastern Asia,2057,2362713000
Eastern and South-Eastern Asia,2058,2354515000
Eastern and South-Eastern Asia,2059,2346090000
Eastern and South-Eastern Asia,2060,2337469000
Eastern and South-Eastern Asia,2061,2328674000
Eastern and South-Eastern Asia,2062,2319723000
Eastern and South-Eastern Asia,2063,2310638000
Eastern and South-Eastern Asia,2064,2301445000
Eastern and South-Eastern Asia,2065,2292161000
Eastern and South-Eastern Asia,2066,2282806000
Eastern and South-Eastern Asia,2067,2273390000
Eastern and South-Eastern Asia,2068,2263921000
Eastern and South-Eastern Asia,2069,2254401000
Eastern and South-Eastern Asia,2070,2244832000
Eastern and South-Eastern Asia,2071,2235226000
Eastern and South-Eastern Asia,2072,2225590000
Eastern and South-Eastern Asia,2073,2215929000
Eastern and South-Eastern Asia,2074,2206242000
Eastern and South-Eastern Asia,2075,2196532000
Eastern and South-Eastern Asia,2076,2186806000
Eastern and South-Eastern Asia,2077,2177071000
Eastern and South-Eastern Asia,2078,2167336000
Eastern and South-Eastern Asia,2079,2157608000
Eastern and South-Eastern Asia,2080,2147893000
Eastern and South-Eastern Asia,2081,2138198000
Eastern and South-Eastern Asia,2082,2128531000
Eastern and South-Eastern Asia,2083,2118908000
Eastern and South-Eastern Asia,2084,2109347000
Eastern and South-Eastern Asia,2085,2099863000
Eastern and South-Eastern Asia,2086,2090459000
Eastern and South-Eastern Asia,2087,2081138000
Eastern and South-Eastern Asia,2088,2071907000
Eastern and South-Eastern Asia,2089,2062776000
Eastern and South-Eastern Asia,2090,2053746000
Eastern and South-Eastern Asia,2091,2044816000
Eastern and South-Eastern Asia,2092,2035979000
Eastern and South-Eastern Asia,2093,2027222000
Eastern and South-Eastern Asia,2094,2018530000
Eastern and South-Eastern Asia,2095,2009889000
Eastern and South-Eastern Asia,2096,2001280000
Eastern and South-Eastern Asia,2097,1992687000
Eastern and South-Eastern Asia,2098,1984090000
Eastern and South-Eastern Asia,2099,1975470000
Eastern and South-Eastern Asia,2100,1966808000
Ecuador,2020,17643000
Ecuador,2021,17888000
Ecuador,2022,18113000
Ecuador,2023,18324000
Ecuador,2024,18531000
Ecuador,2025,18741000
Ecuador,2026,18955000
Ecuador,2027,19172000
Ecuador,2028,19390000
Ecuador,2029,19606000
Ecuador,2030,19819000
Ecuador,2031,20028000
Ecuador,2032,20233000
Ecuador,2033,20436000
Ecuador,2034,20635000
Ecuador,2035,20832000
Ecuador,2036,21025000
Ecuador,2037,21215000
Ecuador,2038,21401000
Ecuador,2039,21584000
Ecuador,2040,21762000
Ecuador,2041,21937000
Ecuador,2042,22107000
Ecuador,2043,22274000
Ecuador,2044,22436000
Ecuador,2045,22594000
Ecuador,2046,22747000
Ecuador,2047,22896000
Ecuador,2048,23041000
Ecuador,2049,23181000
Ecuador,2050,23316000
Ecuador,2051,23447000
Ecuador,2052,23573000
Ecuador,2053,23694000
Ecuador,2054,23811000
Ecuador,2055,23923000
Ecuador,2056,24031000
Ecuador,2057,24134000
Ecuador,2058,24233000
Ecuador,2059,24327000
Ecuador,2060,24416000
Ecuador,2061,24499000
Ecuador,2062,24578000
Ecuador,2063,24652000
Ecuador,2064,24721000
Ecuador,2065,24785000
Ecuador,2066,24845000
Ecuador,2067,24900000
Ecuador,2068,24950000
Ecuador,2069,24996000
Ecuador,2070,25037000
Ecuador,2071,25073000
Ecuador,2072,25105000
Ecuador,2073,25132000
Ecuador,2074,25155000
Ecuador,2075,25174000
Ecuador,2076,25188000
Ecuador,2077,25198000
Ecuador,2078,25204000
Ecuador,2079,25205000
Ecuador,2080,25203000
Ecuador,2081,25197000
Ecuador,2082,25186000
Ecuador,2083,25172000
Ecuador,2084,25154000
Ecuador,2085,25133000
Ecuador,2086,25109000
Ecuador,2087,25082000
Ecuador,2088,25051000
Ecuador,2089,25018000
Ecuador,2090,24981000
Ecuador,2091,24942000
Ecuador,2092,24900000
Ecuador,2093,24855000
Ecuador,2094,24808000
Ecuador,2095,24759000
Ecuador,2096,24708000
Ecuador,2097,24654000
Ecuador,2098,24599000
Ecuador,2099,24542000
Ecuador,2100,24483000
Egypt,2020,102334000
Egypt,2021,104258000
Egypt,2022,106157000
Egypt,2023,108032000
Egypt,2024,109887000
Egypt,2025,111728000
Egypt,2026,113554000
Egypt,2027,115367000
Egypt,2028,117176000
Egypt,2029,118995000
Egypt,2030,120832000
Egypt,2031,122689000
Egypt,2032,124568000
Egypt,2033,126469000
Egypt,2034,128393000
Egypt,2035,130340000
Egypt,2036,132312000
Egypt,2037,134305000
Egypt,2038,136315000
Egypt,2039,138332000
Egypt,2040,140350000
Egypt,2041,142366000
Egypt,2042,144379000
Egypt,2043,146383000
Egypt,2044,148377000
Egypt,2045,150355000
Egypt,2046,152316000
Egypt,2047,154259000
Egypt,2048,156181000
Egypt,2049,158081000
Egypt,2050,159957000
Egypt,2051,161808000
Egypt,2052,163634000
Egypt,2053,165437000
Egypt,2054,167220000
Egypt,2055,168984000
Egypt,2056,170730000
Egypt,2057,172458000
Egypt,2058,174168000
Egypt,2059,175861000
Egypt,2060,177538000
Egypt,2061,179199000
Egypt,2062,180844000
Egypt,2063,182471000
Egypt,2064,184078000
Egypt,2065,185665000
Egypt,2066,187230000
Egypt,2067,188774000
Egypt,2068,190295000
Egypt,2069,191791000
Egypt,2070,193263000
Egypt,2071,194708000
Egypt,2072,196128000
Egypt,2073,197521000
Egypt,2074,198890000
Egypt,2075,200233000
Egypt,2076,201550000
Egypt,2077,202842000
Egypt,2078,204108000
Egypt,2079,205349000
Egypt,2080,206565000
Egypt,2081,207756000
Egypt,2082,208921000
Egypt,2083,210060000
Egypt,2084,211172000
Egypt,2085,212257000
Egypt,2086,213315000
Egypt,2087,214344000
Egypt,2088,215343000
Egypt,2089,216313000
Egypt,2090,217250000
Egypt,2091,218155000
Egypt,2092,219026000
Egypt,2093,219864000
Egypt,2094,220668000
Egypt,2095,221437000
Egypt,2096,222171000
Egypt,2097,222868000
Egypt,2098,223529000
Egypt,2099,224152000
Egypt,2100,224735000
El Salvador,2020,6486000
El Salvador,2021,6518000
El Salvador,2022,6550000
El Salvador,2023,6582000
El Salvador,2024,6613000
El Salvador,2025,6643000
El Salvador,2026,6673000
El Salvador,2027,6701000
El Salvador,2028,6729000
El Salvador,2029,6755000
El Salvador,2030,6779000
El Salvador,2031,6800000
El Salvador,2032,6819000
El Salvador,2033,6837000
El Salvador,2034,6853000
El Salvador,2035,6869000
El Salvador,2036,6884000
El Salvador,2037,6898000
El Salvador,2038,6911000
El Salvador,2039,6922000
El Salvador,2040,6931000
El Salvador,2041,6939000
El Salvador,2042,6945000
El Salvador,2043,6950000
El Salvador,2044,6952000
El Salvador,2045,6953000
El Salvador,2046,6953000
El Salvador,2047,6951000
El Salvador,2048,6948000
El Salvador,2049,6943000
El Salvador,2050,6937000
El Salvador,2051,6929000
El Salvador,2052,6919000
El Salvador,2053,6908000
El Salvador,2054,6896000
El Salvador,2055,6881000
El Salvador,2056,6865000
El Salvador,2057,6848000
El Salvador,2058,6829000
El Salvador,2059,6808000
El Salvador,2060,6786000
El Salvador,2061,6762000
El Salvador,2062,6736000
El Salvador,2063,6709000
El Salvador,2064,6680000
El Salvador,2065,6650000
El Salvador,2066,6618000
El Salvador,2067,6584000
El Salvador,2068,6549000
El Salvador,2069,6512000
El Salvador,2070,6474000
El Salvador,2071,6434000
El Salvador,2072,6392000
El Salvador,2073,6349000
El Salvador,2074,6305000
El Salvador,2075,6259000
El Salvador,2076,6211000
El Salvador,2077,6162000
El Salvador,2078,6111000
El Salvador,2079,6059000
El Salvador,2080,6006000
El Salvador,2081,5951000
El Salvador,2082,5894000
El Salvador,2083,5837000
El Salvador,2084,5779000
El Salvador,2085,5719000
El Salvador,2086,5659000
El Salvador,2087,5597000
El Salvador,2088,5535000
El Salvador,2089,5472000
El Salvador,2090,5409000
El Salvador,2091,5346000
El Salvador,2092,5282000
El Salvador,2093,5218000
El Salvador,2094,5154000
El Salvador,2095,5089000
El Salvador,2096,5024000
El Salvador,2097,4960000
El Salvador,2098,4895000
El Salvador,2099,4830000
El Salvador,2100,4766000
Equatorial Guinea,2020,1403000
Equatorial Guinea,2021,1450000
Equatorial Guinea,2022,1497000
Equatorial Guinea,2023,1543000
Equatorial Guinea,2024,1590000
Equatorial Guinea,2025,1637000
Equatorial Guinea,2026,1684000
Equatorial Guinea,2027,1732000
Equatorial Guinea,2028,1779000
Equatorial Guinea,2029,1827000
Equatorial Guinea,2030,1874000
Equatorial Guinea,2031,1920000
Equatorial Guinea,2032,1966000
Equatorial Guinea,2033,2013000
Equatorial Guinea,2034,2059000
Equatorial Guinea,2035,2106000
Equatorial Guinea,2036,2153000
Equatorial Guinea,2037,2201000
Equatorial Guinea,2038,2249000
