Entity,Year,CO2 per year by region (CDIAC (2017))
EU-28,1755,0.00937685
EU-28,1756,0.01002277
EU-28,1757,0.01002644
EU-28,1758,0.01003011
EU-28,1759,0.01003378
EU-28,1760,0.01003378
EU-28,1761,0.01099165
EU-28,1762,0.01099532
EU-28,1763,0.01099899
EU-28,1764,0.01100266
EU-28,1765,0.01100633
EU-28,1766,0.01227982
EU-28,1767,0.01228349
EU-28,1768,0.01228716
EU-28,1769,0.01229083
EU-28,1770,0.0122945
EU-28,1771,0.01363405
EU-28,1772,0.01363772
EU-28,1773,0.01364139
EU-28,1774,0.01364506
EU-28,1775,0.01364873
EU-28,1776,0.01506168
EU-28,1777,0.01506535
EU-28,1778,0.01506902
EU-28,1779,0.01507269
EU-28,1780,0.01508003
EU-28,1781,0.01687099
EU-28,1782,0.01687466
EU-28,1783,0.016882
EU-28,1784,0.01688567
EU-28,1785,0.01689301
EU-28,1786,0.01917942
EU-28,1787,0.01918676
EU-28,1788,0.01919043
EU-28,1789,0.01919777
EU-28,1790,0.01920511
EU-28,1791,0.02145115
EU-28,1792,0.02192825
EU-28,1793,0.0219466
EU-28,1794,0.02191357
EU-28,1795,0.02192458
EU-28,1796,0.02298521
EU-28,1797,0.02413025
EU-28,1798,0.02513216
EU-28,1799,0.02646804
EU-28,1800,0.02788099
EU-28,1801,0.02773419
EU-28,1802,0.03654953
EU-28,1803,0.03123904
EU-28,1804,0.03402824
EU-28,1805,0.03312909
EU-28,1806,0.03476591
EU-28,1807,0.0365532
EU-28,1808,0.03472554
EU-28,1809,0.03474022
EU-28,1810,0.03701929
EU-28,1811,0.0391956
EU-28,1812,0.04058653
EU-28,1813,0.04076269
EU-28,1814,0.04163248
EU-28,1815,0.04295368
EU-28,1816,0.04707509
EU-28,1817,0.04878898
EU-28,1818,0.04893945
EU-28,1819,0.04926241
EU-28,1820,0.04997439
EU-28,1821,0.05068637
EU-28,1822,0.05268285
EU-28,1823,0.05573629
EU-28,1824,0.05760065
EU-28,1825,0.05971457
EU-28,1826,0.06019901
EU-28,1827,0.06456998
EU-28,1828,0.06514617
EU-28,1829,0.06469109
EU-28,1830,0.08714782
EU-28,1831,0.08236948
EU-28,1832,0.08220433
EU-28,1833,0.08339341
EU-28,1834,0.08523942
EU-28,1835,0.08625234
EU-28,1836,0.10018733
EU-28,1837,0.09951939
EU-28,1838,0.103127
EU-28,1839,0.10622448
EU-28,1840,0.11319381
EU-28,1841,0.11653351
EU-28,1842,0.12271012
EU-28,1843,0.12522774
EU-28,1844,0.13226313
EU-28,1845,0.14413925
EU-28,1846,0.14519621
EU-28,1847,0.15745401
EU-28,1848,0.15711637
EU-28,1849,0.1654069
EU-28,1850,0.17708117
EU-28,1851,0.17423692
EU-28,1852,0.1808209
EU-28,1853,0.18708559
EU-28,1854,0.22198362
EU-28,1855,0.22161662
EU-28,1856,0.23715907
EU-28,1857,0.23870414
EU-28,1858,0.24136122
EU-28,1859,0.25441174
EU-28,1860,0.28077702
EU-28,1861,0.29848477
EU-28,1862,0.30252544
EU-28,1863,0.31810092
EU-28,1864,0.34261652
EU-28,1865,0.36654492
EU-28,1866,0.37664476
EU-28,1867,0.39385339
EU-28,1868,0.39796746
EU-28,1869,0.41583669
EU-28,1870,0.42078752
EU-28,1871,0.44717482
EU-28,1872,0.4830821
EU-28,1873,0.50879412
EU-28,1874,0.4691361
EU-28,1875,0.51756909
EU-28,1876,0.52157673
EU-28,1877,0.51915453
EU-28,1878,0.52195474
EU-28,1879,0.53804402
EU-28,1880,0.60602343
EU-28,1881,0.62133834
EU-28,1882,0.64233441
EU-28,1883,0.67728015
EU-28,1884,0.67154394
EU-28,1885,0.67110354
EU-28,1886,0.66869969
EU-28,1887,0.69354926
EU-28,1888,0.73468629
EU-28,1889,0.7679475
EU-28,1890,0.80073528
EU-28,1891,0.82656474
EU-28,1892,0.81077273
EU-28,1893,0.78124758
EU-28,1894,0.85153909
EU-28,1895,0.86952209
EU-28,1896,0.9110041
EU-28,1897,0.95181083
EU-28,1898,0.97851742
EU-28,1899,1.03872744
EU-28,1900,1.08680444
EU-28,1901,1.0732181
EU-28,1902,1.07536138
EU-28,1903,1.12444029
EU-28,1904,1.13971116
EU-28,1905,1.18263181
EU-28,1906,1.21225605
EU-28,1907,1.34496325
EU-28,1908,1.36624925
EU-28,1909,1.36315544
EU-28,1910,1.38550574
EU-28,1911,1.41634842
EU-28,1912,1.45802861
EU-28,1913,1.5790542
EU-28,1914,1.40603205
EU-28,1915,1.33200081
EU-28,1916,1.39131535
EU-28,1917,1.38251469
EU-28,1918,1.30315828
EU-28,1919,1.0975502
EU-28,1920,1.28637537
EU-28,1921,1.1703263
EU-28,1922,1.30675488
EU-28,1923,1.23611839
EU-28,1924,1.42474171
EU-28,1925,1.4126931
EU-28,1926,1.17395226
EU-28,1927,1.51186384
EU-28,1928,1.50566521
EU-28,1929,1.63242334
EU-28,1930,1.50639554
EU-28,1931,1.3684696
EU-28,1932,1.24054441
EU-28,1933,1.2677648
EU-28,1934,1.36944582
EU-28,1935,1.41965876
EU-28,1936,1.48357548
EU-28,1937,1.62431998
EU-28,1938,1.60930601
EU-28,1939,1.64321681
EU-28,1940,1.7059995
EU-28,1941,1.6855943
EU-28,1942,1.70339013
EU-28,1943,1.69130482
EU-28,1944,1.48950987
EU-28,1945,0.8541558
EU-28,1946,1.21403967
EU-28,1947,1.3713322
EU-28,1948,1.48383605
EU-28,1949,1.60308903
EU-28,1950,1.68130407
EU-28,1951,1.87175138
EU-28,1952,1.90537225
EU-28,1953,1.94092354
EU-28,1954,2.04092737
EU-28,1955,2.18932749
EU-28,1956,2.29963301
EU-28,1957,2.3470751
EU-28,1958,2.30455448
EU-28,1959,2.3217521
EU-28,1960,2.48249443
EU-28,1961,2.56443819
EU-28,1962,2.71269151
EU-28,1963,2.89975508
EU-28,1964,3.00513546
EU-28,1965,3.06512528
EU-28,1966,3.11936421
EU-28,1967,3.15319427
EU-28,1968,3.33022039
EU-28,1969,3.54124906
EU-28,1970,3.67974752
EU-28,1971,3.75714048
EU-28,1972,3.86955625
EU-28,1973,4.05850987
EU-28,1974,3.99246455
EU-28,1975,3.87746143
EU-28,1976,4.15437027
EU-28,1977,4.10517392
EU-28,1978,4.23210454
EU-28,1979,4.40551571
EU-28,1980,4.29641028
EU-28,1981,4.06651781
EU-28,1982,3.96725165
EU-28,1983,3.92100231
EU-28,1984,3.92327404
EU-28,1985,4.00837767
EU-28,1986,4.00496824
EU-28,1987,4.04613096
EU-28,1988,4.00342317
EU-28,1989,4.07245954
EU-28,1990,3.9118897
EU-28,1991,3.83645652
EU-28,1992,3.99779339
EU-28,1993,3.94225528
EU-28,1994,3.88844941
EU-28,1995,3.95136055
EU-28,1996,4.05951912
EU-28,1997,3.96653967
EU-28,1998,3.97235662
EU-28,1999,3.89959887
EU-28,2000,3.91551933
EU-28,2001,4.00131292
EU-28,2002,3.97759738
EU-28,2003,4.05076984
EU-28,2004,4.05983841
EU-28,2005,4.04345186
EU-28,2006,4.07551665
EU-28,2007,4.00710051
EU-28,2008,3.91893243
EU-28,2009,3.60497494
EU-28,2010,3.71327664
EU-28,2011,3.5714605
EU-28,2012,3.49747697
EU-28,2013,3.42476326
EU-28,2014,3.24502501
EU-28,2015,3.257453659
Europe (other),1751,0
Europe (other),1752,0
Europe (other),1753,0
Europe (other),1754,0
Europe (other),1755,0
Europe (other),1756,0
Europe (other),1757,0
Europe (other),1758,0
Europe (other),1759,0
Europe (other),1760,0
Europe (other),1761,0
Europe (other),1762,0
Europe (other),1763,0
Europe (other),1764,0
Europe (other),1765,0
Europe (other),1766,0
Europe (other),1767,0
Europe (other),1768,0
Europe (other),1769,0
Europe (other),1770,0
Europe (other),1771,0
Europe (other),1772,0
Europe (other),1773,0
Europe (other),1774,0
Europe (other),1775,0
Europe (other),1776,0
Europe (other),1777,0
Europe (other),1778,0
Europe (other),1779,0
Europe (other),1780,0
Europe (other),1781,0
Europe (other),1782,0
Europe (other),1783,0
Europe (other),1784,0
Europe (other),1785,0
Europe (other),1786,0
Europe (other),1787,0
Europe (other),1788,0
Europe (other),1789,0
Europe (other),1790,0
Europe (other),1791,0
Europe (other),1792,0
Europe (other),1793,0
Europe (other),1794,0
Europe (other),1795,0
Europe (other),1796,0
Europe (other),1797,0
Europe (other),1798,0
Europe (other),1799,0
Europe (other),1800,0
Europe (other),1801,0
Europe (other),1802,0
Europe (other),1803,0
Europe (other),1804,0
Europe (other),1805,0
Europe (other),1806,0
Europe (other),1807,0
Europe (other),1808,0
Europe (other),1809,0
Europe (other),1810,0
Europe (other),1811,0
Europe (other),1812,0
Europe (other),1813,0
Europe (other),1814,0
Europe (other),1815,0
Europe (other),1816,0
Europe (other),1817,0
Europe (other),1818,0
Europe (other),1819,0
Europe (other),1820,0
Europe (other),1821,0
Europe (other),1822,0
Europe (other),1823,0
Europe (other),1824,0
Europe (other),1825,0
Europe (other),1826,0
Europe (other),1827,0
Europe (other),1828,0
Europe (other),1829,0.00001101
Europe (other),1830,0.00002569
Europe (other),1831,0.00002569
Europe (other),1832,0.00001468
Europe (other),1833,0.00001835
Europe (other),1834,0
Europe (other),1835,0.00001468
Europe (other),1836,0.00001835
Europe (other),1837,0.00002569
Europe (other),1838,0.00005138
Europe (other),1839,0.00004037
Europe (other),1840,0.00004404
Europe (other),1841,0.00005872
Europe (other),1842,0.0000734
Europe (other),1843,0.00006239
Europe (other),1844,0.00006606
Europe (other),1845,0.00009909
Europe (other),1846,0.00009909
Europe (other),1847,0.00010276
Europe (other),1848,0.00013212
Europe (other),1849,0.00010643
Europe (other),1850,0.00025323
Europe (other),1851,0.00015047
Europe (other),1852,0.00015047
Europe (other),1853,0.00016515
Europe (other),1854,0.00023488
Europe (other),1855,0.00060188
Europe (other),1856,0.00030461
Europe (other),1857,0.00030461
Europe (other),1858,0.00089915
Europe (other),1859,0.00104595
Europe (other),1860,0.00158544
Europe (other),1861,0.00259836
Europe (other),1862,0.00311583
Europe (other),1863,0.00376175
Europe (other),1864,0.0046976
Europe (other),1865,0.00539123
Europe (other),1866,0.00793454
Europe (other),1867,0.00903921
Europe (other),1868,0.00923372
Europe (other),1869,0.01068337
Europe (other),1870,0.01183575
Europe (other),1871,0.01400472
Europe (other),1872,0.01496626
Europe (other),1873,0.01521949
Europe (other),1874,0.01700311
Europe (other),1875,0.0188638
Europe (other),1876,0.02758739
Europe (other),1877,0.02883886
Europe (other),1878,0.03221893
Europe (other),1879,0.0340209
Europe (other),1880,0.0375808
Europe (other),1881,0.03942314
Europe (other),1882,0.04099023
Europe (other),1883,0.04495383
Europe (other),1884,0.0460952
Europe (other),1885,0.04926241
Europe (other),1886,0.05105704
Europe (other),1887,0.05370311
Europe (other),1888,0.05697675
Europe (other),1889,0.06105779
Europe (other),1890,0.0667573
Europe (other),1891,0.07177052
Europe (other),1892,0.07407528
Europe (other),1893,0.0798225
Europe (other),1894,0.08277685
Europe (other),1895,0.09027099
Europe (other),1896,0.09249868
Europe (other),1897,0.10216546
Europe (other),1898,0.10981741
Europe (other),1899,0.1212568
Europe (other),1900,0.13063365
Europe (other),1901,0.13396601
Europe (other),1902,0.13229249
Europe (other),1903,0.13205394
Europe (other),1904,0.14101975
Europe (other),1905,0.13406877
Europe (other),1906,0.14742757
Europe (other),1907,0.16171855
Europe (other),1908,0.16433893
Europe (other),1909,0.1693338
Europe (other),1910,0.16673544
Europe (other),1911,0.17206061
Europe (other),1912,0.18991149
Europe (other),1913,0.20561542
Europe (other),1914,0.18391838
Europe (other),1915,0.17589943
Europe (other),1916,0.18525059
Europe (other),1917,0.1662143
Europe (other),1918,0.09828627
Europe (other),1919,0.09249134
Europe (other),1920,0.09273356
Europe (other),1921,0.08912962
Europe (other),1922,0.09859455
Europe (other),1923,0.10748696
Europe (other),1924,0.12614891
Europe (other),1925,0.12333402
Europe (other),1926,0.14646236
Europe (other),1927,0.17306986
Europe (other),1928,0.18788565
Europe (other),1929,0.20576222
Europe (other),1930,0.23789307
Europe (other),1931,0.26514649
Europe (other),1932,0.28246889
Europe (other),1933,0.30297318
Europe (other),1934,0.35320814
Europe (other),1935,0.39276707
Europe (other),1936,0.44497282
Europe (other),1937,0.46570832
Europe (other),1938,0.49292137
Europe (other),1939,0.50789497
Europe (other),1940,0.58940934
Europe (other),1941,0.51695253
Europe (other),1942,0.38873007
Europe (other),1943,0.48006903
Europe (other),1944,0.44906487
Europe (other),1945,0.43019373
Europe (other),1946,0.50034211
Europe (other),1947,0.60536283
Europe (other),1948,0.64574751
Europe (other),1949,0.7232102
Europe (other),1950,0.79492934
Europe (other),1951,0.85916902
Europe (other),1952,0.91631459
Europe (other),1953,0.96441728
Europe (other),1954,1.05351387
Europe (other),1955,1.18524852
Europe (other),1956,1.2999507
Europe (other),1957,1.41452443
Europe (other),1958,1.50636251
Europe (other),1959,1.57970746
Europe (other),1960,1.65299369
Europe (other),1961,1.7124954
Europe (other),1962,1.80161034
Europe (other),1963,1.93309176
Europe (other),1964,2.05245851
Europe (other),1965,2.16114556
Europe (other),1966,2.27120152
Europe (other),1967,2.36402316
Europe (other),1968,2.43986371
Europe (other),1969,2.54483305
Europe (other),1970,2.712497
Europe (other),1971,2.87507433
Europe (other),1972,3.00844947
Europe (other),1973,3.13941709
Europe (other),1974,3.23909062
Europe (other),1975,3.39989534
Europe (other),1976,3.52966287
Europe (other),1977,3.64393199
Europe (other),1978,3.77382063
Europe (other),1979,3.80225946
Europe (other),1980,3.93742189
Europe (other),1981,3.8810617
Europe (other),1982,3.93193891
Europe (other),1983,3.99080204
Europe (other),1984,4.03940752
Europe (other),1985,4.31991663
Europe (other),1986,4.34650578
Europe (other),1987,4.49796301
Europe (other),1988,4.61182843
Europe (other),1989,4.52519441
Europe (other),1990,4.24021891
Europe (other),1991,4.04634749
Europe (other),1992,3.05083063
Europe (other),1993,2.78306743
Europe (other),1994,2.40887423
Europe (other),1995,2.32994354
Europe (other),1996,2.28657515
Europe (other),1997,2.13364625
Europe (other),1998,2.09990427
Europe (other),1999,2.11661745
Europe (other),2000,2.13559869
Europe (other),2001,2.1402706
Europe (other),2002,2.13622259
Europe (other),2003,2.23193252
Europe (other),2004,2.23098933
Europe (other),2005,2.23839906
Europe (other),2006,2.30158545
Europe (other),2007,2.27530091
Europe (other),2008,2.33579352
Europe (other),2009,2.13459678
Europe (other),2010,2.28060039
Europe (other),2011,2.35197822
Europe (other),2012,2.43097864
Europe (other),2013,2.36545446
Europe (other),2014,2.22971951
Europe (other),2015,2.165831951
India,1751,0
India,1752,0
India,1753,0
India,1754,0
India,1755,0
India,1756,0
India,1757,0
India,1758,0
India,1759,0
India,1760,0
India,1761,0
India,1762,0
India,1763,0
India,1764,0
India,1765,0
India,1766,0
India,1767,0
India,1768,0
India,1769,0
India,1770,0
India,1771,0
India,1772,0
India,1773,0
India,1774,0
India,1775,0
India,1776,0
India,1777,0
India,1778,0
India,1779,0
India,1780,0
India,1781,0
India,1782,0
India,1783,0
India,1784,0
India,1785,0
India,1786,0
India,1787,0
India,1788,0
India,1789,0
India,1790,0
India,1791,0
India,1792,0
India,1793,0
India,1794,0
India,1795,0
India,1796,0
India,1797,0
India,1798,0
India,1799,0
India,1800,0
India,1801,0
India,1802,0
India,1803,0
India,1804,0
India,1805,0
India,1806,0
India,1807,0
India,1808,0
India,1809,0
India,1810,0
India,1811,0
India,1812,0
India,1813,0
India,1814,0
India,1815,0
India,1816,0
India,1817,0
India,1818,0
India,1819,0
India,1820,0
India,1821,0
India,1822,0
India,1823,0
India,1824,0
India,1825,0
India,1826,0
India,1827,0
India,1828,0
India,1829,0
India,1830,0
India,1831,0
India,1832,0
India,1833,0
India,1834,0
India,1835,0
India,1836,0
India,1837,0
India,1838,0
India,1839,0
India,1840,0
India,1841,0
India,1842,0
India,1843,0
India,1844,0
India,1845,0
India,1846,0
India,1847,0
India,1848,0
India,1849,0
India,1850,0
India,1851,0
India,1852,0
India,1853,0
India,1854,0
India,1855,0
India,1856,0
India,1857,0
India,1858,0.00043673
India,1859,0.00070464
India,1860,0.00071198
India,1861,0.0005505
India,1862,0.00060922
India,1863,0.00067528
India,1864,0.00063858
India,1865,0.00062757
India,1866,0.00070831
India,1867,0
India,1868,0
India,1869,0
India,1870,0
India,1871,0
India,1872,0
India,1873,0
India,1874,0
India,1875,0
India,1876,0
India,1877,0
India,1878,0.00195611
India,1879,0.00185702
India,1880,0.00207722
India,1881,0.00202584
India,1882,0.00240752
India,1883,0.00268644
India,1884,0.00299105
India,1885,0.00270112
India,1886,0.00303142
India,1887,0.00335805
India,1888,0.00372872
India,1889,0.00438565
India,1890,0.00483706
India,1891,0.00520773
India,1892,0.00572153
India,1893,0.00602247
India,1894,0.00614358
India,1895,0.00769599
India,1896,0.00832723
India,1897,0.00901352
India,1898,0.00998607
India,1899,0.01100633
India,1900,0.01307254
India,1901,0.01441943
India,1902,0.01590211
India,1903,0.01619204
India,1904,0.01809677
India,1905,0.01850414
India,1906,0.02137775
India,1907,0.023855
India,1908,0.02729379
India,1909,0.02636161
India,1910,0.02573771
India,1911,0.027158
India,1912,0.0312684
India,1913,0.03449433
India,1914,0.03477325
India,1915,0.03633667
India,1916,0.03674037
India,1917,0.03842123
India,1918,0.04322893
India,1919,0.04719987
India,1920,0.03822305
India,1921,0.04111134
India,1922,0.04045441
India,1923,0.04164349
India,1924,0.04458316
India,1925,0.04398862
India,1926,0.04386384
India,1927,0.04600712
India,1928,0.04427121
India,1929,0.04606951
India,1930,0.04683287
India,1931,0.04289496
India,1932,0.03988189
India,1933,0.03915156
India,1934,0.04371704
India,1935,0.04567682
India,1936,0.04489144
India,1937,0.04972483
India,1938,0.05566656
India,1939,0.05449216
India,1940,0.05779149
India,1941,0.05905397
India,1942,0.05899525
India,1943,0.05138
India,1944,0.05254706
India,1945,0.05829061
India,1946,0.05759331
India,1947,0.05869798
India,1948,0.05871633
India,1949,0.06198263
India,1950,0.06671326
India,1951,0.06983643
India,1952,0.07361286
India,1953,0.07500012
India,1954,0.0788683
India,1955,0.08558073
India,1956,0.08860114
India,1957,0.09939828
India,1958,0.10389403
India,1959,0.1099165
India,1960,0.12068061
India,1961,0.13050887
India,1962,0.14358508
India,1963,0.15420973
India,1964,0.15077094
India,1965,0.16610787
India,1966,0.17190647
India,1967,0.1723799
India,1968,0.18748929
India,1969,0.19088037
India,1970,0.19530272
India,1971,0.20603747
India,1972,0.21802736
India,1973,0.22452693
India,1974,0.23218255
India,1975,0.25240792
India,1976,0.26400145
India,1977,0.27927966
India,1978,0.28332767
India,1979,0.29713421
India,1980,0.31427311
India,1981,0.33911534
India,1982,0.34992349
India,1983,0.37897888
India,1984,0.38843647
India,1985,0.42702285
India,1986,0.45794627
India,1987,0.4888807
India,1988,0.52799556
India,1989,0.57948199
India,1990,0.61966115
India,1991,0.6587283
India,1992,0.69965981
India,1993,0.72428918
India,1994,0.76535648
India,1995,0.81222605
India,1996,0.88304604
India,1997,0.91843585
India,1998,0.9369877
India,1999,0.99658116
India,2000,1.03269763
India,2001,1.04200475
India,2002,1.05512133
India,2003,1.10049721
India,2004,1.15526462
India,2005,1.22356332
India,2006,1.30478409
India,2007,1.40875886
India,2008,1.56966267
India,2009,1.74006811
India,2010,1.72109788
India,2011,1.84328319
India,2012,2.02015517
India,2013,2.03641694
India,2014,2.24020837
India,2015,2.278054217
International aviation and maritime transport,1751,0
International aviation and maritime transport,1752,0
International aviation and maritime transport,1753,0
International aviation and maritime transport,1754,0
International aviation and maritime transport,1755,0
International aviation and maritime transport,1756,0
International aviation and maritime transport,1757,0
International aviation and maritime transport,1758,0
International aviation and maritime transport,1759,0
International aviation and maritime transport,1760,0
International aviation and maritime transport,1761,0
International aviation and maritime transport,1762,0
International aviation and maritime transport,1763,0
International aviation and maritime transport,1764,0
International aviation and maritime transport,1765,0
International aviation and maritime transport,1766,0
International aviation and maritime transport,1767,0
International aviation and maritime transport,1768,0
International aviation and maritime transport,1769,0
International aviation and maritime transport,1770,0
International aviation and maritime transport,1771,0
International aviation and maritime transport,1772,0
International aviation and maritime transport,1773,0
International aviation and maritime transport,1774,0
International aviation and maritime transport,1775,0
International aviation and maritime transport,1776,0
International aviation and maritime transport,1777,0
International aviation and maritime transport,1778,0
International aviation and maritime transport,1779,0
International aviation and maritime transport,1780,0
International aviation and maritime transport,1781,0
International aviation and maritime transport,1782,0
International aviation and maritime transport,1783,0
International aviation and maritime transport,1784,0
International aviation and maritime transport,1785,0
International aviation and maritime transport,1786,0
International aviation and maritime transport,1787,0
International aviation and maritime transport,1788,0
International aviation and maritime transport,1789,0
International aviation and maritime transport,1790,0
International aviation and maritime transport,1791,0
International aviation and maritime transport,1792,0
International aviation and maritime transport,1793,0
International aviation and maritime transport,1794,0
International aviation and maritime transport,1795,0
International aviation and maritime transport,1796,0
International aviation and maritime transport,1797,0
International aviation and maritime transport,1798,0
International aviation and maritime transport,1799,0
International aviation and maritime transport,1800,0
International aviation and maritime transport,1801,0
International aviation and maritime transport,1802,0
International aviation and maritime transport,1803,0
International aviation and maritime transport,1804,0
International aviation and maritime transport,1805,0
International aviation and maritime transport,1806,0
International aviation and maritime transport,1807,0
International aviation and maritime transport,1808,0
International aviation and maritime transport,1809,0
International aviation and maritime transport,1810,0
International aviation and maritime transport,1811,0
International aviation and maritime transport,1812,0
International aviation and maritime transport,1813,0
International aviation and maritime transport,1814,0
International aviation and maritime transport,1815,0
International aviation and maritime transport,1816,0
International aviation and maritime transport,1817,0
International aviation and maritime transport,1818,0
International aviation and maritime transport,1819,0
International aviation and maritime transport,1820,0
International aviation and maritime transport,1821,0
International aviation and maritime transport,1822,0
International aviation and maritime transport,1823,0
International aviation and maritime transport,1824,0
International aviation and maritime transport,1825,0
International aviation and maritime transport,1826,0
International aviation and maritime transport,1827,0
International aviation and maritime transport,1828,0
International aviation and maritime transport,1829,0
International aviation and maritime transport,1830,0
International aviation and maritime transport,1831,0
International aviation and maritime transport,1832,0
International aviation and maritime transport,1833,0
International aviation and maritime transport,1834,0
International aviation and maritime transport,1835,0
International aviation and maritime transport,1836,0
International aviation and maritime transport,1837,0
International aviation and maritime transport,1838,0
International aviation and maritime transport,1839,0
International aviation and maritime transport,1840,0
International aviation and maritime transport,1841,0
International aviation and maritime transport,1842,0
International aviation and maritime transport,1843,0
International aviation and maritime transport,1844,0
International aviation and maritime transport,1845,0
International aviation and maritime transport,1846,0
International aviation and maritime transport,1847,0
International aviation and maritime transport,1848,0
International aviation and maritime transport,1849,0
International aviation and maritime transport,1850,0
International aviation and maritime transport,1851,0
International aviation and maritime transport,1852,0
International aviation and maritime transport,1853,0
International aviation and maritime transport,1854,0
International aviation and maritime transport,1855,0
International aviation and maritime transport,1856,0
International aviation and maritime transport,1857,0
International aviation and maritime transport,1858,0
International aviation and maritime transport,1859,0
International aviation and maritime transport,1860,0
International aviation and maritime transport,1861,0
International aviation and maritime transport,1862,0
International aviation and maritime transport,1863,0
International aviation and maritime transport,1864,0
International aviation and maritime transport,1865,0
International aviation and maritime transport,1866,0
International aviation and maritime transport,1867,0
International aviation and maritime transport,1868,0
International aviation and maritime transport,1869,0
International aviation and maritime transport,1870,0
International aviation and maritime transport,1871,0
International aviation and maritime transport,1872,0
International aviation and maritime transport,1873,0
International aviation and maritime transport,1874,0
International aviation and maritime transport,1875,0
International aviation and maritime transport,1876,0
International aviation and maritime transport,1877,0
International aviation and maritime transport,1878,0
International aviation and maritime transport,1879,0
International aviation and maritime transport,1880,0
International aviation and maritime transport,1881,0
International aviation and maritime transport,1882,0
International aviation and maritime transport,1883,0
International aviation and maritime transport,1884,0
International aviation and maritime transport,1885,0
International aviation and maritime transport,1886,0
International aviation and maritime transport,1887,0
International aviation and maritime transport,1888,0
International aviation and maritime transport,1889,0
International aviation and maritime transport,1890,0
International aviation and maritime transport,1891,0
International aviation and maritime transport,1892,0
International aviation and maritime transport,1893,0
International aviation and maritime transport,1894,0
International aviation and maritime transport,1895,0
International aviation and maritime transport,1896,0
International aviation and maritime transport,1897,0
International aviation and maritime transport,1898,0
International aviation and maritime transport,1899,0
International aviation and maritime transport,1900,0
International aviation and maritime transport,1901,0
International aviation and maritime transport,1902,0
International aviation and maritime transport,1903,0
International aviation and maritime transport,1904,0
International aviation and maritime transport,1905,0
International aviation and maritime transport,1906,0
International aviation and maritime transport,1907,0
International aviation and maritime transport,1908,0
International aviation and maritime transport,1909,0
International aviation and maritime transport,1910,0
International aviation and maritime transport,1911,0
International aviation and maritime transport,1912,0
International aviation and maritime transport,1913,0
International aviation and maritime transport,1914,0
International aviation and maritime transport,1915,0
International aviation and maritime transport,1916,0
International aviation and maritime transport,1917,0
International aviation and maritime transport,1918,0
International aviation and maritime transport,1919,0
International aviation and maritime transport,1920,0
International aviation and maritime transport,1921,0
International aviation and maritime transport,1922,0
International aviation and maritime transport,1923,0
International aviation and maritime transport,1924,0
International aviation and maritime transport,1925,0
International aviation and maritime transport,1926,0
International aviation and maritime transport,1927,0
International aviation and maritime transport,1928,0
International aviation and maritime transport,1929,0
International aviation and maritime transport,1930,0
International aviation and maritime transport,1931,0
International aviation and maritime transport,1932,0
International aviation and maritime transport,1933,0
International aviation and maritime transport,1934,0
International aviation and maritime transport,1935,0
International aviation and maritime transport,1936,0
International aviation and maritime transport,1937,0
International aviation and maritime transport,1938,0
International aviation and maritime transport,1939,0
International aviation and maritime transport,1940,0
International aviation and maritime transport,1941,0
International aviation and maritime transport,1942,0
International aviation and maritime transport,1943,0
International aviation and maritime transport,1944,0
International aviation and maritime transport,1945,0
International aviation and maritime transport,1946,0
International aviation and maritime transport,1947,0
International aviation and maritime transport,1948,0
International aviation and maritime transport,1949,0
International aviation and maritime transport,1950,0.12860414
International aviation and maritime transport,1951,0.15342802
International aviation and maritime transport,1952,0.15641173
International aviation and maritime transport,1953,0.16236814
International aviation and maritime transport,1954,0.16295901
International aviation and maritime transport,1955,0.18739754
International aviation and maritime transport,1956,0.20155273
International aviation and maritime transport,1957,0.22404983
International aviation and maritime transport,1958,0.20824681
International aviation and maritime transport,1959,0.21371878
International aviation and maritime transport,1960,0.23863074
International aviation and maritime transport,1961,0.26367115
International aviation and maritime transport,1962,0.27305901
International aviation and maritime transport,1963,0.28560307
International aviation and maritime transport,1964,0.31261427
International aviation and maritime transport,1965,0.32314717
International aviation and maritime transport,1966,0.34961888
International aviation and maritime transport,1967,0.37417485
International aviation and maritime transport,1968,0.39547186
International aviation and maritime transport,1969,0.41408977
International aviation and maritime transport,1970,0.4379411
International aviation and maritime transport,1971,0.46182546
International aviation and maritime transport,1972,0.49314524
International aviation and maritime transport,1973,0.52840293
International aviation and maritime transport,1974,0.49018355
International aviation and maritime transport,1975,0.4491713
International aviation and maritime transport,1976,0.44051377
International aviation and maritime transport,1977,0.45106502
International aviation and maritime transport,1978,0.45731503
International aviation and maritime transport,1979,0.45923444
International aviation and maritime transport,1980,0.4477767
International aviation and maritime transport,1981,0.41356129
International aviation and maritime transport,1982,0.37476572
International aviation and maritime transport,1983,0.35947283
International aviation and maritime transport,1984,0.36086376
International aviation and maritime transport,1985,0.36872123
International aviation and maritime transport,1986,0.39464978
International aviation and maritime transport,1987,0.43283613
International aviation and maritime transport,1988,0.44810333
International aviation and maritime transport,1989,0.46495964
International aviation and maritime transport,1990,0.55208177
International aviation and maritime transport,1991,0.53311521
International aviation and maritime transport,1992,0.5983935
International aviation and maritime transport,1993,0.60641979
International aviation and maritime transport,1994,0.62592217
International aviation and maritime transport,1995,0.65598681
International aviation and maritime transport,1996,0.70265453
International aviation and maritime transport,1997,0.72463416
International aviation and maritime transport,1998,0.76555833
International aviation and maritime transport,1999,0.80913591
International aviation and maritime transport,2000,0.8289062
International aviation and maritime transport,2001,0.79771487
