Entity,Year,International migrant stock (share of population) (World Bank (2015))
Guyana,1960,2.487496057
Guyana,1965,2.068639978
Guyana,1970,1.828020835
Guyana,1975,1.21310461
Guyana,1980,0.808910088
Guyana,1985,0.667282754
Guyana,1990,0.568527327
Guyana,1995,0.746255307
Guyana,2000,1.074212698
Guyana,2005,1.34465552
Guyana,2010,1.539631678
Haiti,1960,0.375902704
Haiti,1965,0.297766424
Haiti,1970,0.236374035
Haiti,1975,0.235742381
Haiti,1980,0.247818884
Haiti,1985,0.256931335
Haiti,1990,0.268798841
Haiti,1995,0.283932875
Haiti,2000,0.302156856
Haiti,2005,0.324437796
Haiti,2010,0.349673392
Heavily indebted poor countries (HIPC),1960,3.887210735
Heavily indebted poor countries (HIPC),1965,3.790955774
Heavily indebted poor countries (HIPC),1970,3.528775183
Heavily indebted poor countries (HIPC),1975,3.135137344
Heavily indebted poor countries (HIPC),1980,3.564583437
Heavily indebted poor countries (HIPC),1985,3.13241703
Heavily indebted poor countries (HIPC),1990,3.403335011
Heavily indebted poor countries (HIPC),1995,3.290550705
Heavily indebted poor countries (HIPC),2000,2.604211976
Heavily indebted poor countries (HIPC),2005,2.265091685
Heavily indebted poor countries (HIPC),2010,2.057068209
High income,1960,5.277602867
High income,1965,5.463055365
High income,1970,5.64354387
High income,1975,5.964637006
High income,1980,6.435882365
High income,1985,6.967689427
High income,1990,7.677441936
High income,1995,8.445050951
High income,2000,9.280914245
High income,2005,10.26314399
High income,2010,10.96650035
High income: nonOECD,1990,11.15638196
High income: nonOECD,1995,11.05961031
High income: nonOECD,2000,11.5752479
High income: nonOECD,2005,12.29302553
High income: nonOECD,2010,12.74264834
High income: OECD,1960,4.691193783
High income: OECD,1965,4.922522506
High income: OECD,1970,5.122196264
High income: OECD,1975,5.376600843
High income: OECD,1980,5.695186842
High income: OECD,1985,6.079127476
High income: OECD,1990,6.717733862
High income: OECD,1995,7.724147477
High income: OECD,2000,8.649270473
High income: OECD,2005,9.705732045
High income: OECD,2010,10.46889837
Honduras,1960,2.997703179
Honduras,1965,1.607005246
Honduras,1970,0.766355703
Honduras,1975,0.464454016
Honduras,1980,0.901216823
Honduras,1985,1.955758152
Honduras,1990,5.515051608
Honduras,1995,0.551837766
Honduras,2000,0.455880751
Honduras,2005,0.382664351
Honduras,2010,0.32441905
Hong Kong,1960,52.9160279
Hong Kong,1965,47.16162206
Hong Kong,1970,43.33099267
Hong Kong,1975,42.2380312
Hong Kong,1980,41.4874089
Hong Kong,1985,40.03396137
Hong Kong,1990,38.88987641
Hong Kong,1995,39.49614204
Hong Kong,2000,40.04684171
Hong Kong,2005,39.93922092
Hong Kong,2010,39.03362661
Hungary,1960,5.189690631
Hungary,1965,4.690550343
Hungary,1970,4.22985884
Hungary,1975,3.811128952
Hungary,1980,3.445381352
Hungary,1985,3.183699288
Hungary,1990,3.349820725
Hungary,1995,2.839258338
Hungary,2000,2.908215095
Hungary,2005,3.301743371
Hungary,2010,3.680751534
Iceland,1960,1.889231891
Iceland,1965,2.348064862
Iceland,1970,2.403662724
Iceland,1975,2.421792925
Iceland,1980,2.526979284
Iceland,1985,2.940287069
Iceland,1990,3.7609977
Iceland,1995,4.025528287
Iceland,2000,5.651393112
Iceland,2005,7.608497847
Iceland,2010,11.70383693
India,1960,2.092802513
India,1965,1.877922544
India,1970,1.657483939
India,1975,1.449442694
India,1980,1.268658726
India,1985,1.03965882
India,1990,0.860692478
India,1995,0.730809432
India,2000,0.608579705
India,2005,0.514439809
India,2010,0.441598735
Indonesia,1960,2.11802346
Indonesia,1965,1.470578442
Indonesia,1970,1.01904666
Indonesia,1975,0.710152047
Indonesia,1980,0.513152839
Indonesia,1985,0.359426768
Indonesia,1990,0.256624867
Indonesia,1995,0.111262387
Indonesia,2000,0.138180206
Indonesia,2005,0.059942621
Indonesia,2010,0.050869753
Iran,1960,0.220816222
Iran,1965,0.215430776
Iran,1970,0.302184775
Iran,1975,0.480181286
Iran,1980,1.436463771
Iran,1985,6.037604402
Iran,1990,7.64048857
Iran,1995,4.999349123
Iran,2000,4.257862354
Iran,2005,2.940895322
Iran,2010,2.866785594
Iraq,1960,1.203770934
Iraq,1965,0.939720201
Iraq,1970,0.754891469
Iraq,1975,0.609512447
Iraq,1980,0.504095769
Iraq,1985,0.716853886
Iraq,1990,0.478520556
Iraq,1995,0.661463024
Iraq,2000,0.623166709
Iraq,2005,0.474188932
Iraq,2010,0.270116556
Ireland,1960,2.581453723
Ireland,1965,3.280749314
Ireland,1970,4.409874038
Ireland,1975,5.374708031
Ireland,1980,6.541197843
Ireland,1985,6.367432976
Ireland,1990,6.487270538
Ireland,1995,7.306722574
Ireland,2000,10.11443892
Ireland,2005,14.84691751
Ireland,2010,19.70612841
Isle of Man,1960,45.81243162
Isle of Man,1965,47.15950545
Isle of Man,1970,45.44893497
Isle of Man,1975,45.58015129
Isle of Man,1980,45.97898876
Isle of Man,1985,50.06051578
Isle of Man,1990,49.44959609
Isle of Man,1995,49.51580056
Isle of Man,2000,50.77988699
Isle of Man,2005,51.71697056
Isle of Man,2010,52.11498097
Israel,1960,56.08144672
Israel,1965,50.37776044
Israel,1970,47.36866174
Israel,1975,41.85939219
Israel,1980,36.90007736
Israel,1985,35.97167494
Israel,1990,35.03656652
Israel,1995,34.61341749
Israel,2000,35.87592622
Israel,2005,38.4014805
Israel,2010,38.57093761
Italy,1960,0.915449694
Italy,1965,1.208149316
Italy,1970,1.602613065
Italy,1975,1.815216143
Italy,1980,1.964869226
Italy,1985,2.213723302
Italy,1990,2.518050312
Italy,1995,3.031811297
Italy,2000,3.726044002
Italy,2005,5.29184631
Italy,2010,7.529702247
Jamaica,1960,1.34462613
Jamaica,1965,1.363295455
Jamaica,1970,1.3964687
Jamaica,1975,1.221957278
Jamaica,1980,1.086826067
Jamaica,1985,0.948293021
Jamaica,1990,0.868619247
Jamaica,1995,0.901653226
Jamaica,2000,0.952039265
Jamaica,2005,1.028067397
Jamaica,2010,1.113487913
Japan,1960,0.748807261
Japan,1965,0.720906526
Japan,1970,0.694943696
Japan,1975,0.688174022
Japan,1980,0.687111027
Japan,1985,0.70455223
Japan,1990,0.870691372
Japan,1995,1.086194884
Japan,2000,1.329649251
Japan,2005,1.564402495
Japan,2010,1.699241821
Jordan,1960,45.70959716
Jordan,1965,40.20576241
Jordan,1970,35.25311671
Jordan,1975,37.3280663
Jordan,1980,37.15387437
Jordan,1985,35.65801815
Jordan,1990,36.16242902
Jordan,1995,38.32326579
Jordan,2000,40.18855535
Jordan,2005,43.34198854
Jordan,2010,49.17272577
Kazakhstan,1990,22.13848789
Kazakhstan,1995,20.83635513
Kazakhstan,2000,19.29166992
Kazakhstan,2005,19.63140098
Kazakhstan,2010,18.86760235
Kenya,1960,0.731977536
Kenya,1965,1.068744712
Kenya,1970,1.413414624
Kenya,1975,1.190190803
Kenya,1980,0.98286774
Kenya,1985,0.771406408
Kenya,1990,0.695126709
Kenya,1995,1.928251653
Kenya,2000,2.431453604
Kenya,2005,2.235056454
Kenya,2010,2.027724294
Kiribati,1960,1.479361692
Kiribati,1965,1.295877731
Kiribati,1970,1.146909986
Kiribati,1975,1.397523972
Kiribati,1980,2.762049208
Kiribati,1985,3.210636503
Kiribati,1990,2.985734212
Kiribati,1995,2.605272299
Kiribati,2000,2.380162548
Kiribati,2005,2.15858506
Kiribati,2010,1.926973735
Kuwait,1960,34.59623915
Kuwait,1965,49.8955769
Kuwait,1970,61.76697983
Kuwait,1975,63.18152717
Kuwait,1980,69.80507707
Kuwait,1985,71.50300809
Kuwait,1990,76.99899749
Kuwait,1995,66.55616173
Kuwait,2000,77.76446382
Kuwait,2005,82.59682347
Kuwait,2010,68.55844127
Kyrgyzstan,1990,14.18935598
Kyrgyzstan,1995,10.56457767
Kyrgyzstan,2000,7.605177201
Kyrgyzstan,2005,5.579611049
Kyrgyzstan,2010,4.08838268
Laos,1960,0.926722593
Laos,1965,0.84739463
Laos,1970,0.770208766
Laos,1975,0.697111157
Laos,1980,0.829771934
Laos,1985,0.622285263
Laos,1990,0.538297238
Laos,1995,0.482628463
Laos,2000,0.406784432
Laos,2005,0.352932248
Laos,2010,0.302146267
Latin America & Caribbean (all income levels),1960,2.765868264
Latin America & Caribbean (all income levels),1965,2.346206258
Latin America & Caribbean (all income levels),1970,2.002598099
Latin America & Caribbean (all income levels),1975,1.770631376
Latin America & Caribbean (all income levels),1980,1.649485572
Latin America & Caribbean (all income levels),1985,1.530023787
Latin America & Caribbean (all income levels),1990,1.551616521
Latin America & Caribbean (all income levels),1995,1.231619476
Latin America & Caribbean (all income levels),2000,1.177977952
Latin America & Caribbean (all income levels),2005,1.164245871
Latin America & Caribbean (all income levels),2010,1.190895567
Latin America & Caribbean (developing only),1960,1.403413773
Latin America & Caribbean (developing only),1965,1.178642328
Latin America & Caribbean (developing only),1970,1.000226256
Latin America & Caribbean (developing only),1975,0.877417298
Latin America & Caribbean (developing only),1980,0.819548509
Latin America & Caribbean (developing only),1985,0.804346935
Latin America & Caribbean (developing only),1990,0.947177349
Latin America & Caribbean (developing only),1995,0.640760296
Latin America & Caribbean (developing only),2000,0.633293393
Latin America & Caribbean (developing only),2005,0.663414714
Latin America & Caribbean (developing only),2010,0.734708578
Latvia,1990,24.25724264
Latvia,1995,21.21320405
Latvia,2000,18.16975354
Latvia,2005,16.95685946
Latvia,2010,15.97202457
Least developed countries: UN classification,1960,2.820088474
Least developed countries: UN classification,1965,2.699478888
Least developed countries: UN classification,1970,2.449928023
Least developed countries: UN classification,1975,2.039496186
Least developed countries: UN classification,1980,2.330544689
Least developed countries: UN classification,1985,1.995747422
Least developed countries: UN classification,1990,2.147285683
Least developed countries: UN classification,1995,2.158350156
Least developed countries: UN classification,2000,1.628483397
Least developed countries: UN classification,2005,1.446088429
Least developed countries: UN classification,2010,1.35628734
Lebanon,1960,8.390533246
Lebanon,1965,8.333580264
Lebanon,1970,8.306857787
Lebanon,1975,8.097510068
Lebanon,1980,9.264482243
Lebanon,1985,12.99312223
Lebanon,1990,19.37437362
Lebanon,1995,21.62031723
Lebanon,2000,21.41674239
Lebanon,2005,18.08917533
Lebanon,2010,17.48074084
Lesotho,1960,0.371735423
Lesotho,1965,0.38928434
Lesotho,1970,0.407366504
Lesotho,1975,0.433125343
Lesotho,1980,0.814974419
Lesotho,1985,1.194122584
Lesotho,1990,0.515794969
Lesotho,1995,0.348723703
Lesotho,2000,0.332233431
Lesotho,2005,0.32437726
Lesotho,2010,0.314734112
Liberia,1960,2.571689723
Liberia,1965,3.00199207
Liberia,1970,3.493979128
Liberia,1975,3.904876168
Liberia,1980,4.264452487
Liberia,1985,3.775708301
Liberia,1990,3.843829192
Liberia,1995,9.559738086
Liberia,2000,5.518249165
Liberia,2005,2.960224308
Liberia,2010,2.433305794
Libya,1960,3.360574832
Libya,1965,3.279652702
Libya,1970,5.778228263
Libya,1975,8.52101475
Libya,1980,9.731382532
Libya,1985,10.77808748
Libya,1990,10.40105547
Libya,1995,10.36439245
Libya,2000,10.46922168
Libya,2005,10.64434065
Libya,2010,10.89235563
Liechtenstein,1960,24.66068832
Liechtenstein,1965,28.5729608
Liechtenstein,1970,32.97282046
Liechtenstein,1975,34.46127587
Liechtenstein,1980,35.95809656
Liechtenstein,1985,36.27425804
Liechtenstein,1990,37.94051139
Liechtenstein,1995,38.68258035
Liechtenstein,2000,33.69689322
Liechtenstein,2005,34.08986572
Liechtenstein,2010,34.56279634
Lithuania,1990,9.444924304
Lithuania,1995,7.50042297
Lithuania,2000,6.061946498
Lithuania,2005,4.97615069
Lithuania,2010,4.160260512
Low & middle income,1960,1.75362568
Low & middle income,1965,1.555602701
Low & middle income,1970,1.352422262
Low & middle income,1975,1.17266593
Low & middle income,1980,1.196297856
Low & middle income,1985,1.176111085
Low & middle income,1990,1.574969845
Low & middle income,1995,1.391589888
Low & middle income,2000,1.261212008
Low & middle income,2005,1.181108284
Low & middle income,2010,1.184359212
Low income,1960,3.305229842
Low income,1965,3.322002447
Low income,1970,3.057831305
Low income,1975,2.453874873
Low income,1980,2.865304476
Low income,1985,2.257341045
Low income,1990,2.602755898
Low income,1995,2.634123764
Low income,2000,1.925304979
Low income,2005,1.722608036
Low income,2010,1.579332106
Lower middle income,1960,2.679482323
Lower middle income,1965,2.285962674
Lower middle income,1970,1.966006227
Lower middle income,1975,1.71839228
Lower middle income,1980,1.5935284
Lower middle income,1985,1.429007256
Lower middle income,1990,1.881550848
Lower middle income,1995,1.530841935
Lower middle income,2000,1.397495238
Lower middle income,2005,1.254434942
Lower middle income,2010,1.214355544
Luxembourg,1960,14.76956397
Luxembourg,1965,15.73152338
Luxembourg,1970,17.29157269
Luxembourg,1975,19.51748154
Luxembourg,1980,23.13634491
Luxembourg,1985,26.77512776
Luxembourg,1990,29.80096897
Luxembourg,1995,31.06882839
Luxembourg,2000,32.27435251
Luxembourg,2005,33.57654818
Luxembourg,2010,34.17121508
Macao,1960,46.56063363
Macao,1965,42.64027838
Macao,1970,38.84747626
Macao,1975,43.41472848
Macao,1980,48.36620153
Macao,1985,52.16290485
Macao,1990,55.72935633
Macao,1995,56.33026234
Macao,2000,55.63998731
Macao,2005,59.39092041
Macao,2010,56.05638334
Macedonia,1990,4.766091231
Macedonia,1995,5.862319968
Macedonia,2000,6.245617035
Macedonia,2005,5.888117543
Macedonia,2010,6.28870713
Madagascar,1960,2.476736837
Madagascar,1965,1.704927478
Madagascar,1970,1.104024892
Madagascar,1975,0.707401254
Madagascar,1980,0.582826351
Madagascar,1985,0.485817564
Madagascar,1990,0.399496543
Madagascar,1995,0.326146926
Madagascar,2000,0.265071458
Madagascar,2005,0.217048359
Madagascar,2010,0.1791406
Malawi,1960,8.227205851
Malawi,1965,7.270294776
Malawi,1970,6.352879692
Malawi,1975,5.476933262
Malawi,1980,4.661877507
Malawi,1985,3.9522124
Malawi,1990,12.29544315
Malawi,1995,3.312686836
Malawi,2000,2.502369736
Malawi,2005,2.187083214
Malawi,2010,1.867666128
Malaysia,1960,0.697159347
Malaysia,1965,2.138804805
Malaysia,1970,6.749910209
Malaysia,1975,5.831008054
Malaysia,1980,5.704386934
Malaysia,1985,5.762340827
Malaysia,1990,5.568890221
Malaysia,1995,5.754945604
Malaysia,2000,6.634189484
Malaysia,2005,7.866329066
Malaysia,2010,8.384228027
Maldives,1960,1.894853964
Maldives,1965,1.754232256
Maldives,1970,1.655963977
Maldives,1975,1.506222789
Maldives,1980,1.405718907
Maldives,1985,1.277756382
Maldives,1990,1.188283844
Maldives,1995,1.12960995
Maldives,2000,1.079234193
Maldives,2005,1.033223158
Maldives,2010,0.986243704
Mali,1960,3.1839969
Mali,1965,2.982013959
Mali,1970,2.765537247
Mali,1975,2.514672316
Mali,1980,2.277900601
Mali,1985,2.043171949
Mali,1990,1.948520851
Mali,1995,1.804257247
Mali,2000,1.484521576
Mali,2005,1.284396149
Mali,2010,1.072551807
Malta,1960,0.524268872
Malta,1965,1.982434128
Malta,1970,3.436642987
Malta,1975,2.663844166
Malta,1980,1.993715359
Malta,1985,1.462021328
Malta,1990,1.630290538
Malta,1995,1.915056164
Malta,2000,2.339503308
Malta,2005,2.885839231
Malta,2010,3.728757949
Marshall Islands,1960,5.768837368
Marshall Islands,1965,5.415726436
Marshall Islands,1970,5.074275629
Marshall Islands,1975,4.472243941
Marshall Islands,1980,4.136555378
Marshall Islands,1985,3.649501748
Marshall Islands,1990,3.270613108
Marshall Islands,1995,3.108584869
Marshall Islands,2000,3.117271525
Marshall Islands,2005,3.202197549
Marshall Islands,2010,3.259708553
Mauritania,1960,1.405082909
Mauritania,1965,1.571191332
Mauritania,1970,1.754970807
Mauritania,1975,1.962313171
Mauritania,1980,2.197792169
Mauritania,1985,2.467604869
Mauritania,1990,4.639008927
Mauritania,1995,5.0377769
Mauritania,2000,2.308494328
Mauritania,2005,2.094203489
Mauritania,2010,2.762961519
Mauritius,1960,1.552738981
Mauritius,1965,1.395351926
Mauritius,1970,1.273244552
Mauritius,1975,1.14338565
Mauritius,1980,1.002651032
Mauritius,1985,0.901298152
Mauritius,1990,0.825104484
Mauritius,1995,1.640953729
Mauritius,2000,3.271874918
Mauritius,2005,3.323742483
Mauritius,2010,3.432261676
Mexico,1960,0.584807286
Mexico,1965,0.461389442
Mexico,1970,0.375494002
Mexico,1975,0.378407955
Mexico,1980,0.42442502
Mexico,1985,0.619616688
Mexico,1990,0.818938069
Mexico,1995,0.484858422
Mexico,2000,0.506499506
Mexico,2005,0.550962676
Mexico,2010,0.611784722
Micronesia (country),1960,13.13006579
Micronesia (country),1965,10.64933573
Micronesia (country),1970,8.614262693
Micronesia (country),1975,7.972001394
Micronesia (country),1980,6.224731728
Micronesia (country),1985,4.782410811
Micronesia (country),1990,3.83780922
Micronesia (country),1995,3.113726803
Micronesia (country),2000,2.890254119
Micronesia (country),2005,2.710032204
Micronesia (country),2010,2.57481736
Middle East & North Africa (all income levels),1960,3.604478875
Middle East & North Africa (all income levels),1965,3.21390697
Middle East & North Africa (all income levels),1970,3.327904565
Middle East & North Africa (all income levels),1975,3.84707995
Middle East & North Africa (all income levels),1980,4.734310864
Middle East & North Africa (all income levels),1985,6.463646001
Middle East & North Africa (all income levels),1990,7.618946762
Middle East & North Africa (all income levels),1995,6.853592673
Middle East & North Africa (all income levels),2000,6.985891525
Middle East & North Africa (all income levels),2005,7.325890004
Middle East & North Africa (all income levels),2010,7.803631495
Middle East & North Africa (developing only),1960,2.426595684
Middle East & North Africa (developing only),1965,1.829383628
Middle East & North Africa (developing only),1970,1.679003073
Middle East & North Africa (developing only),1975,1.725223514
Middle East & North Africa (developing only),1980,1.980916662
Middle East & North Africa (developing only),1985,3.190695124
Middle East & North Africa (developing only),1990,4.027435586
Middle East & North Africa (developing only),1995,3.553834578
Middle East & North Africa (developing only),2000,3.407735924
Middle East & North Africa (developing only),2005,3.293346526
Middle East & North Africa (developing only),2010,3.607453558
Middle income,1960,1.625673637
Middle income,1965,1.408627997
Middle income,1970,1.211006918
Middle income,1975,1.065944487
Middle income,1980,1.055969974
Middle income,1985,1.083939381
Middle income,1990,1.488050342
Middle income,1995,1.279966745
Middle income,2000,1.197985532
Middle income,2005,1.125826734
Middle income,2010,1.141012579
Moldova,1990,15.65205628
Moldova,1995,12.86768057
Moldova,2000,13.03442803
Moldova,2005,12.24195014
Moldova,2010,11.46305002
Monaco,1960,68.49559099
Monaco,1965,65.54138212
Monaco,1970,66.13013115
Monaco,1975,64.66410063
Monaco,1980,65.30322291
Monaco,1985,64.91538355
Monaco,1990,68.14321625
Monaco,1995,68.04885993
Monaco,2000,67.79402138
Monaco,2005,66.97231425
Monaco,2010,63.97611616
Mongolia,1960,0.385551651
Mongolia,1965,0.367799481
Mongolia,1970,0.351963717
Mongolia,1975,0.336228162
Mongolia,1980,0.32545741
Mongolia,1985,0.316252013
Mongolia,1990,0.307580312
Mongolia,1995,0.323101707
Mongolia,2000,0.342282053
Mongolia,2005,0.358962606
Mongolia,2010,0.36945327
Montenegro,2005,8.885962156
Montenegro,2010,6.862621644
Morocco,1960,3.198596037
Morocco,1965,1.565323777
Morocco,1970,0.786465997
Morocco,1975,0.506754164
Morocco,1980,0.344411805
Morocco,1985,0.265408245
Morocco,1990,0.230848515
Morocco,1995,0.203649312
Morocco,2000,0.183499085
Morocco,2005,0.167909152
Morocco,2010,0.152916404
Mozambique,1960,0.119427038
Mozambique,1965,0.096618753
Mozambique,1970,0.084117193
Mozambique,1975,0.355703988
Mozambique,1980,0.878046852
Mozambique,1985,0.464733906
Mozambique,1990,0.911698059
Mozambique,1995,1.544268462
Mozambique,2000,2.006511416
Mozambique,2005,1.922096027
Mozambique,2010,1.850300334
Myanmar,1960,1.333674696
Myanmar,1965,1.163370746
Myanmar,1970,1.003399648
Myanmar,1975,0.867651731
Myanmar,1980,0.54553877
Myanmar,1985,0.345513045
Myanmar,1990,0.317892298
Myanmar,1995,0.254208529
Myanmar,2000,0.205631277
Myanmar,2005,0.186543067
Myanmar,2010,0.171447582
Namibia,1960,4.517172991
Namibia,1965,5.048692189
Namibia,1970,5.59056672
Namibia,1975,6.099065088
Namibia,1980,6.90508422
Namibia,1985,7.703136188
Namibia,1990,7.919477027
Namibia,1995,7.149135481
Namibia,2000,6.573766579
Namibia,2005,6.493749957
Namibia,2010,6.330565183
Nepal,1960,3.357242184
Nepal,1965,3.159558097
Nepal,1970,2.882203632
Nepal,1975,2.248644551
Nepal,1980,1.686894899
Nepal,1985,1.878160274
Nepal,1990,2.297823974
Nepal,1995,2.921241528
Nepal,2000,3.023364011
Nepal,2005,3.209734233
Nepal,2010,3.519378507
Netherlands,1960,3.888172259
Netherlands,1965,2.779100838
Netherlands,1970,2.004843185
Netherlands,1975,2.515319579
Netherlands,1980,3.469844097
Netherlands,1985,5.254211534
Netherlands,1990,7.969990991
Netherlands,1995,8.970233921
Netherlands,2000,9.955220909
Netherlands,2005,10.63383601
Netherlands,2010,10.54966858
New Caledonia,1960,13.89746835
New Caledonia,1965,19.48066298
New Caledonia,1970,20.88571429
New Caledonia,1975,24.23245283
New Caledonia,1980,24.14209211
New Caledonia,1985,22.43314989
New Caledonia,1990,22.0440143
New Caledonia,1995,23.06156354
New Caledonia,2000,23.28518501
New Caledonia,2005,23.50299207
New Caledonia,2010,23.9068
New Zealand,1960,14.07618686
New Zealand,1965,14.69125704
New Zealand,1970,14.56740314
New Zealand,1975,15.98576108
New Zealand,1980,15.11111825
New Zealand,1985,14.7837455
New Zealand,1990,15.7123551
New Zealand,1995,16.17651222
New Zealand,2000,17.75931254
New Zealand,2005,20.74455115
New Zealand,2010,22.11303928
Nicaragua,1960,0.697809653
Nicaragua,1965,0.731055888
Nicaragua,1970,0.871358307
Nicaragua,1975,0.810763072
Nicaragua,1980,0.785652526
Nicaragua,1985,1.137879874
Nicaragua,1990,0.98422898
Nicaragua,1995,0.577421459
Nicaragua,2000,0.607644
Nicaragua,2005,0.649839655
Nicaragua,2010,0.699406489
Niger,1960,1.620163925
Niger,1965,1.629725358
Niger,1970,1.651059345
Niger,1975,1.668352662
Niger,1980,1.680870827
Niger,1985,1.703014111
Niger,1990,1.715116147
Niger,1995,1.825236127
Niger,2000,1.47410273
Niger,2005,1.356722912
Niger,2010,1.240873583
Nigeria,1960,0.208205352
Nigeria,1965,0.242624347
Nigeria,1970,0.281186202
Nigeria,1975,1.108110396
Nigeria,1980,1.784096295
Nigeria,1985,0.414663277
Nigeria,1990,0.467918242
Nigeria,1995,0.536461107
Nigeria,2000,0.611284206
Nigeria,2005,0.696308951
Nigeria,2010,0.707335628
North America,1960,6.847422262
North America,1965,6.721487672
North America,1970,6.730261316
North America,1975,7.324818275
North America,1980,8.015628293
North America,1985,8.868959904
North America,1990,10.00608974
North America,1995,11.3583945
North America,2000,12.90336148
North America,2005,13.9037065
North America,2010,14.56989511
North Korea,1960,0.219464348
North Korea,1965,0.211962137
North Korea,1970,0.198245711
North Korea,1975,0.186454592
North Korea,1980,0.181831086
North Korea,1985,0.174985745
North Korea,1990,0.168873934
North Korea,1995,0.162155556
North Korea,2000,0.158417928
North Korea,2005,0.154388358
North Korea,2010,0.151511157
Northern Mariana Islands,1960,26.2959285
Northern Mariana Islands,1965,27.57909832
Northern Mariana Islands,1970,27.08475347
Northern Mariana Islands,1975,27.27809874
Northern Mariana Islands,1980,28.32003754
Northern Mariana Islands,1985,52.30546126
Northern Mariana Islands,1990,61.37542072
Northern Mariana Islands,1995,62.96637574
Northern Mariana Islands,2000,65.56097846
Northern Mariana Islands,2005,78.97688436
Northern Mariana Islands,2010,101.7415522
Norway,1960,1.719823782
Norway,1965,1.85906196
Norway,1970,2.025588252
Norway,1975,2.460426725
Norway,1980,3.016629055
Norway,1985,3.555916461
Norway,1990,4.602504837
Norway,1995,5.431016447
Norway,2000,6.649725994
Norway,2005,8.015459118
Norway,2010,9.928798925
OECD members,1960,4.416945115
OECD members,1965,4.576766317
OECD members,1970,4.63468107
OECD members,1975,4.784017084
OECD members,1980,5.090581829
OECD members,1985,5.402973328
OECD members,1990,6.012063233
OECD members,1995,6.812842972
OECD members,2000,7.560258463
OECD members,2005,8.427637874
OECD members,2010,9.031018092
Oman,1960,7.912465541
Oman,1965,8.377826168
Oman,1970,8.676383229
Oman,1975,8.540163529
Oman,1980,12.65126151
Oman,1985,18.83662481
Oman,1990,23.37388717
Oman,1995,26.5738659
Oman,2000,27.8470646
Oman,2005,26.57726243
Oman,2010,28.06199038
Other small states,1960,3.186014158
Other small states,1965,3.548375199
Other small states,1970,3.662564796
Other small states,1975,3.902457813
Other small states,1980,4.898130384
Other small states,1985,4.831066964
Other small states,1990,5.38227226
Other small states,1995,5.231235021
Other small states,2000,5.57048878
Other small states,2005,5.954264959
Other small states,2010,6.213444918
Pacific island small states,1960,4.431271753
Pacific island small states,1965,3.605748763
Pacific island small states,1970,3.08273289
Pacific island small states,1975,2.776189863
Pacific island small states,1980,2.567150745
Pacific island small states,1985,2.227594368
Pacific island small states,1990,2.213842374
Pacific island small states,1995,2.203677035
Pacific island small states,2000,2.242134104
Pacific island small states,2005,2.219529434
Pacific island small states,2010,2.199695103
Pakistan,1960,14.13947913
Pakistan,1965,11.20666525
Pakistan,1970,8.78840327
Pakistan,1975,6.848698223
Pakistan,1980,6.420387626
Pakistan,1985,6.82276956
Pakistan,1990,6.092301681
Pakistan,1995,3.325128341
Pakistan,2000,3.068841993
Pakistan,2005,2.317483583
Pakistan,2010,2.489705042
Palau,1960,3.299439718
Palau,1965,3.431645335
Palau,1970,3.745318352
Palau,1975,4.071661238
Palau,1980,4.763466426
Palau,1985,9.563439918
Palau,1990,19.01385115
Palau,1995,27.01825558
Palau,2000,32.84656305
Palau,2005,30.29587582
Palau,2010,28.21690278
Palestine,1990,46.03249946
Palestine,1995,48.5306704
Palestine,2000,48.17102321
Palestine,2005,50.01138418
Palestine,2010,50.47904779
Panama,1960,6.030413338
Panama,1965,4.79421159
Panama,1970,3.854490214
Panama,1975,3.024913377
Panama,1980,2.42063101
Panama,1985,2.447690148
Panama,1990,2.49618577
Panama,1995,2.665984935
Panama,2000,2.852363895
Panama,2005,3.080256958
Panama,2010,3.342157146
Papua New Guinea,1960,1.026407796
Papua New Guinea,1965,1.466565916
Papua New Guinea,1970,2.043532101
Papua New Guinea,1975,1.554974709
Papua New Guinea,1980,1.060120672
Papua New Guinea,1985,1.097732536
Papua New Guinea,1990,0.79494399
Papua New Guinea,1995,0.662584191
Papua New Guinea,2000,0.474781501
Papua New Guinea,2005,0.418817116
Papua New Guinea,2010,0.358465704
Paraguay,1960,2.628134014
Paraguay,1965,2.600314254
Paraguay,1970,2.953031039
Paraguay,1975,3.616277387
Paraguay,1980,4.582208293
Paraguay,1985,4.746984198
Paraguay,1990,4.350885437
Paraguay,1995,3.842798759
Paraguay,2000,3.30831276
Paraguay,2005,2.902600348
Paraguay,2010,2.597571578
Peru,1960,0.661172533
Peru,1965,0.576273441
Peru,1970,0.502988103
Peru,1975,0.440559526
Peru,1980,0.38569932
Peru,1985,0.316424447
Peru,1990,0.256534922
Peru,1995,0.210892733
Peru,2000,0.177114495
Peru,2005,0.150512093
Peru,2010,0.128091019
Philippines,1960,0.836127613
Philippines,1965,0.710213787
Philippines,1970,0.607280083
Philippines,1975,0.392407056
Philippines,1980,0.283644738
Philippines,1985,0.267853867
Philippines,1990,0.257363754
Philippines,1995,0.301115276
Philippines,2000,0.414035284
Philippines,2005,0.435082455
Philippines,2010,0.468001009
Poland,1960,8.181813887
Poland,1965,7.154306176
Poland,1970,6.392382509
Poland,1975,5.315209239
Poland,1980,4.342448098
Poland,1985,3.547970755
Poland,1990,2.959191444
Poland,1995,2.496696593
Poland,2000,2.152003408
Poland,2005,2.16265525
