Entity,Year,Homicide Rate (Clio Infra)
Costa Rica,1982,4.3
Costa Rica,1983,3.95
Costa Rica,1984,4.5
Costa Rica,1985,4.88
Costa Rica,1986,4.09
Costa Rica,1987,4.69
Costa Rica,1988,4.01
Costa Rica,1989,4.37
Costa Rica,1990,4.45
Costa Rica,1991,4.11
Costa Rica,1992,5.08
Costa Rica,1993,5.08
Costa Rica,1994,5.5
Costa Rica,1995,5.04
Costa Rica,1996,5.47
Costa Rica,1997,5.61
Costa Rica,1998,5.71
Costa Rica,1999,6.15
Costa Rica,2000,6.13
Costa Rica,2001,6.05
Costa Rica,2002,5.76
Costa Rica,2003,6.82
Costa Rica,2004,6.11
Costa Rica,2005,7.27
Costa Rica,2006,7.35
Costa Rica,2007,7.61
Costa Rica,2008,10.85
Costa Rica,2009,11.78
Costa Rica,2010,10.3
Croatia,1985,2.45
Croatia,1986,2.44
Croatia,1987,2.51
Croatia,1988,2.04
Croatia,1989,2.24
Croatia,1990,2.8
Croatia,1991,3.8
Croatia,1992,5.1
Croatia,1993,4.8
Croatia,1994,3.3
Croatia,1995,3.3
Croatia,1996,3
Croatia,1997,2.7
Croatia,1998,3.2
Croatia,1999,2.8
Croatia,2000,2.58
Croatia,2001,1.96
Croatia,2002,1.51
Croatia,2003,1.62
Croatia,2004,1.85
Croatia,2005,1.33
Croatia,2006,1.82
Croatia,2007,1.53
Croatia,2008,1.76
Croatia,2009,1.31
Cuba,1959,14.83
Cuba,1964,5.88
Cuba,1965,5.01
Cuba,1968,3.8
Cuba,1969,3.52
Cuba,1970,4.01
Cuba,1971,4.36
Cuba,1972,3.61
Cuba,1973,3.69
Cuba,1974,3.69
Cuba,1975,3.96
Cuba,1976,3.66
Cuba,1977,3.85
Cuba,1992,6.24
Cuba,1993,7.39
Cuba,1994,8.26
Cuba,1995,7.77
Cuba,1996,6.64
Cuba,1997,6.77
Cuba,1998,7.39
Cuba,1999,5.48
Cuba,2000,5.27
Cuba,2001,5.41
Cuba,2002,5.9
Cuba,2003,5.72
Cuba,2004,5.86
Cuba,2005,6.06
Cuba,2006,5.5
Cuba,2007,5.5
Cuba,2008,4.6
Cuba,2009,5.01
Cyprus,1948,0.9
Cyprus,1949,4.2
Cyprus,1996,1.23
Cyprus,1997,1.35
Cyprus,1998,0.8
Cyprus,2001,0.92
Cyprus,2002,0.26
Cyprus,2003,1.71
Cyprus,2004,1.49
Cyprus,2005,1.72
Cyprus,2006,1.82
Cyprus,2007,1.31
Cyprus,2008,1.13
Czech Republic,1986,1.06
Czech Republic,1987,1.03
Czech Republic,1988,0.82
Czech Republic,1989,0.99
Czech Republic,1990,1.9
Czech Republic,1991,1.8
Czech Republic,1992,1.9
Czech Republic,1993,2.1
Czech Republic,1994,2.3
Czech Republic,1995,1.8
Czech Republic,1996,1.7
Czech Republic,1997,1.6
Czech Republic,1998,1.6
Czech Republic,1999,1.47
Czech Republic,2000,1.5
Czech Republic,2001,1.32
Czech Republic,2002,1.31
Czech Republic,2003,1.36
Czech Republic,2004,1.21
Czech Republic,2005,0.94
Czech Republic,2006,1.03
Czech Republic,2007,1.06
Czech Republic,2008,0.76
Czech Republic,2009,0.87
Denmark,1920,0.6
Denmark,1921,0.6
Denmark,1922,0.6
Denmark,1923,0.6
Denmark,1924,0.6
Denmark,1925,0.6
Denmark,1926,0.6
Denmark,1927,0.6
Denmark,1928,0.6
Denmark,1929,0.6
Denmark,1930,0.5
Denmark,1931,0.5
Denmark,1932,0.5
Denmark,1933,0.5
Denmark,1934,0.5
Denmark,1935,0.5
Denmark,1936,0.5
Denmark,1937,0.5
Denmark,1938,0.5
Denmark,1939,0.5
Denmark,1940,0.9
Denmark,1941,0.9
Denmark,1942,0.9
Denmark,1943,0.9
Denmark,1944,0.9
Denmark,1945,0.9
Denmark,1946,0.9
Denmark,1947,0.9
Denmark,1948,0.9
Denmark,1949,0.9
Denmark,1950,0.8
Denmark,1951,1.02
Denmark,1952,0.85
Denmark,1953,1.26
Denmark,1954,0.75
Denmark,1955,0.54
Denmark,1956,0.99
Denmark,1957,0.53
Denmark,1958,0.53
Denmark,1959,0.48
Denmark,1960,0.5
Denmark,1961,0.39
Denmark,1962,0.49
Denmark,1963,0.79
Denmark,1964,0.42
Denmark,1965,0.59
Denmark,1966,0.52
Denmark,1967,0.48
Denmark,1968,0.58
Denmark,1969,0.65
Denmark,1970,0.67
Denmark,1971,0.97
Denmark,1972,0.58
Denmark,1973,0.92
Denmark,1974,0.73
Denmark,1975,0.57
Denmark,1976,0.69
Denmark,1977,0.69
Denmark,1978,0.53
Denmark,1979,0.98
Denmark,1980,1.31
Denmark,1981,1.37
Denmark,1982,0.98
Denmark,1983,1.15
Denmark,1984,1.02
Denmark,1985,1.45
Denmark,1986,1.19
Denmark,1987,1.06
Denmark,1988,1.12
Denmark,1989,1.21
Denmark,1990,0.99
Denmark,1991,1.38
Denmark,1992,1.33
Denmark,1993,1.21
Denmark,1994,1.3
Denmark,1995,1.19
Denmark,1996,1.12
Denmark,1997,1.21
Denmark,1998,0.96
Denmark,1999,1.09
Denmark,2000,1.26
Denmark,2001,0.92
Denmark,2002,0.91
Denmark,2003,1.13
Denmark,2004,0.65
Denmark,2005,0.98
Denmark,2006,0.66
Dominica,1961,0
Dominica,1962,0
Dominica,1967,1.48
Dominica,1968,2.92
Dominica,1969,0
Dominica,1970,0
Dominica,1971,0
Dominica,1972,0
Dominica,1973,1.37
Dominica,1974,4.11
Dominica,1975,0
Dominica,1976,1.35
Dominica,1977,0
Dominica,1978,2.7
Dominica,1979,2.7
Dominica,1980,0
Dominica,1981,5.41
Dominica,1982,1.35
Dominica,1983,0
Dominica,1984,1.32
Dominica,1985,1.32
Dominica,1986,4.22
Dominica,1987,0
Dominica,1988,0
Dominica,1989,0
Dominica,1990,0
Dominica,1991,0
Dominica,1992,5.84
Dominica,1993,4.37
Dominica,1994,1.46
Dominica,1995,5.82
Dominica,1996,0
Dominica,1997,5.83
Dominica,1998,1.46
Dominica,1999,7.3
Dominica,2000,1.46
Dominica,2001,1.46
Dominica,2002,14.65
Dominica,2003,10.27
Dominica,2004,5.88
Dominica,2005,0
Dominica,2006,1.4
Dominica,2007,2.74
Dominica,2008,0
Dominica,2009,2.74
Dominica,2010,21.93
Ecuador,1961,13.24
Ecuador,1963,8.58
Ecuador,1964,5.09
Ecuador,1965,5.99
Ecuador,1966,6.68
Ecuador,1967,7.78
Ecuador,1968,5.77
Ecuador,1969,7.28
Ecuador,1970,8.2
Ecuador,1971,7.38
Ecuador,1972,6.96
Ecuador,1973,6.26
Ecuador,1974,7.29
Ecuador,1975,7.05
Ecuador,1977,7.18
Ecuador,1978,6.36
Ecuador,1979,5.35
Ecuador,1980,6.03
Ecuador,1981,7.98
Ecuador,1982,8.03
Ecuador,1983,8.68
Ecuador,1984,9.08
Ecuador,1985,8.73
Ecuador,1986,9.92
Ecuador,1987,10.1
Ecuador,1988,10.07
Ecuador,1989,11.18
Ecuador,1990,10.32
Ecuador,1991,11.41
Ecuador,1992,12.16
Ecuador,1993,13.17
Ecuador,1994,11.44
Ecuador,1995,13.43
Ecuador,1996,14.07
Ecuador,1997,12.46
Ecuador,1998,15.32
Ecuador,1999,15.07
Ecuador,2000,16.89
Ecuador,2001,15.88
Ecuador,2002,16.29
Ecuador,2003,13.8
Ecuador,2004,17.91
Ecuador,2005,18.43
Ecuador,2006,21.2
Ecuador,2007,20.7
Ecuador,2008,21.7
Ecuador,2009,15.54
Egypt,1954,0.87
Egypt,1955,1.13
Egypt,1956,1.28
Egypt,1957,1.17
Egypt,1958,0.93
Egypt,1959,1.22
Egypt,1960,1.22
Egypt,1961,1.57
Egypt,1962,1.28
Egypt,1963,1.31
Egypt,1964,0.73
Egypt,1965,0.47
Egypt,1973,1.4
Egypt,1974,1.01
Egypt,1975,1.06
Egypt,1976,1.17
Egypt,1977,1.53
Egypt,1978,0.96
Egypt,1979,0.74
Egypt,1980,0.88
Egypt,1987,0.49
Egypt,2000,0.74
Egypt,2004,1.3
El Salvador,1947,36.4
El Salvador,1948,38.3
El Salvador,1950,35.73
El Salvador,1951,34.03
El Salvador,1952,37.49
El Salvador,1953,35.78
El Salvador,1954,35.48
El Salvador,1955,35.13
El Salvador,1956,38.31
El Salvador,1957,30.28
El Salvador,1958,27.18
El Salvador,1959,27.48
El Salvador,1960,28.56
El Salvador,1961,34.94
El Salvador,1962,31.21
El Salvador,1963,28.74
El Salvador,1964,28.64
El Salvador,1965,27.05
El Salvador,1966,25.43
El Salvador,1967,26.36
El Salvador,1968,22.44
El Salvador,1969,25.63
El Salvador,1970,29.52
El Salvador,1971,25.7
El Salvador,1972,28.14
El Salvador,1973,25.78
El Salvador,1974,31.02
El Salvador,1981,37.63
El Salvador,1982,51.53
El Salvador,1983,43.34
El Salvador,1984,35.8
El Salvador,1990,28.47
El Salvador,1991,28.14
El Salvador,1992,35.99
El Salvador,1993,45.68
El Salvador,1995,44.99
El Salvador,1996,44.12
El Salvador,1997,37.48
El Salvador,1998,43.6
El Salvador,1999,37.78
El Salvador,2000,35.45
El Salvador,2001,34.83
El Salvador,2002,30.61
El Salvador,2003,32.23
El Salvador,2004,39.75
El Salvador,2005,49.16
El Salvador,2006,56.35
El Salvador,2007,50.61
El Salvador,2008,45.83
El Salvador,2009,61.16
Equatorial Guinea,2004,24
Equatorial Guinea,2008,20.7
Eritrea,2004,15.9
Eritrea,2008,17.8
Estonia,1920,8.9
Estonia,1921,8.6
Estonia,1922,6.3
Estonia,1923,6.3
Estonia,1924,6.7
Estonia,1925,7.2
Estonia,1926,5.5
Estonia,1927,5
Estonia,1928,4.9
Estonia,1929,5
Estonia,1930,4.7
Estonia,1931,4.6
Estonia,1932,6.5
Estonia,1933,4.4
Estonia,1934,3.6
Estonia,1936,5.8
Estonia,1937,6.5
Estonia,1938,6.9
Estonia,1946,14.2
Estonia,1947,15.1
Estonia,1948,13.1
Estonia,1949,8.8
Estonia,1950,5.2
Estonia,1951,4.97
Estonia,1952,6.1
Estonia,1953,5.5
Estonia,1954,5.5
Estonia,1955,5.1
Estonia,1956,3.3
Estonia,1957,5
Estonia,1958,4.1
Estonia,1959,2.89
Estonia,1960,2.6
Estonia,1961,3.4
Estonia,1962,3.9
Estonia,1963,3.8
Estonia,1964,3.4
Estonia,1965,3
Estonia,1966,3.97
Estonia,1967,4.2
Estonia,1968,3.9
Estonia,1969,3.7
Estonia,1970,4.2
Estonia,1971,2.7
Estonia,1972,2.4
Estonia,1973,2.9
Estonia,1974,2.9
Estonia,1975,3.8
Estonia,1976,3.4
Estonia,1977,3.8
Estonia,1978,5.7
Estonia,1979,4.1
Estonia,1980,5.5
Estonia,1981,5.6
Estonia,1982,5.6
Estonia,1983,5.4
Estonia,1984,5
Estonia,1985,4.4
Estonia,1986,3.9
Estonia,1987,3.7
Estonia,1988,4.1
Estonia,1989,4.3
Estonia,1990,7.4
Estonia,1991,7.6
Estonia,1992,13.9
Estonia,1993,18.4
Estonia,1994,20.1
Estonia,1995,16.5
Estonia,1996,14.5
Estonia,1997,12.2
Estonia,1998,13.6
Estonia,1999,10.9
Estonia,2000,9.9
Estonia,2001,9.9
Estonia,2002,10.3
Estonia,2003,10.8
Estonia,2004,6.7
Estonia,2005,8.2
Estonia,2007,7.15
Estonia,2008,6.41
Estonia,2009,5.15
Estonia,2010,3.73
Finland,1800,2.1
Finland,1801,2.4
Finland,1802,1.8
Finland,1803,3.2
Finland,1804,1.9
Finland,1805,1.7
Finland,1806,1.2
Finland,1809,3.7
Finland,1810,2.4
Finland,1811,2.1
Finland,1812,2.8
Finland,1813,1.8
Finland,1815,3.2
Finland,1816,2.6
Finland,1817,2.4
Finland,1818,1.6
Finland,1819,2.5
Finland,1820,3.1
Finland,1821,3.3
Finland,1822,2.5
Finland,1823,3.8
Finland,1824,3.4
Finland,1825,3.6
Finland,1826,2.7
Finland,1827,3.5
Finland,1828,4.7
Finland,1829,3.1
Finland,1830,3.1
Finland,1831,2.8
Finland,1832,3.1
Finland,1833,3.2
Finland,1834,2.7
Finland,1835,3.5
Finland,1836,2.5
Finland,1837,4.1
Finland,1838,2.8
Finland,1839,3.2
Finland,1840,2.4
Finland,1841,2.4
Finland,1842,2.6
Finland,1843,3.3
Finland,1844,2.4
Finland,1845,2
Finland,1846,2.1
Finland,1847,3.5
Finland,1848,2.8
Finland,1849,3.2
Finland,1850,2.6
Finland,1851,2.8
Finland,1852,2.2
Finland,1853,2.3
Finland,1854,2.3
Finland,1855,2.4
Finland,1856,2.4
Finland,1857,2.6
Finland,1858,2.8
Finland,1859,2.5
Finland,1860,2.7
Finland,1861,3.5
Finland,1862,2.9
Finland,1863,2.2
Finland,1864,3
Finland,1865,3.9
Finland,1866,1.7
Finland,1867,1.7
Finland,1868,3
Finland,1869,3.3
Finland,1870,2
Finland,1871,2.7
Finland,1872,2.2
Finland,1873,2.8
Finland,1874,2.9
Finland,1875,2.7
Finland,1876,3.1
Finland,1877,2.2
Finland,1878,2.9
Finland,1879,2.9
Finland,1880,2.8
Finland,1881,3.2
Finland,1882,3.6
Finland,1883,4.1
Finland,1884,3.3
Finland,1885,2.5
Finland,1886,3.8
Finland,1887,2.7
Finland,1888,1.9
Finland,1889,2.6
Finland,1890,2.9
Finland,1891,2.4
Finland,1892,2.5
Finland,1893,2.6
Finland,1894,2.3
Finland,1895,1.8
Finland,1896,2.9
Finland,1897,2.5
Finland,1898,2.6
Finland,1899,3.1
Finland,1900,3.2
Finland,1901,2.8
Finland,1902,3.2
Finland,1903,3.2
Finland,1904,3.3
Finland,1905,4.3
Finland,1906,6.2
Finland,1907,4.4
Finland,1908,5
Finland,1909,4.2
Finland,1910,5.2
Finland,1911,4.8
Finland,1912,5.3
Finland,1913,6
Finland,1914,4.6
Finland,1915,2.4
Finland,1916,3.7
Finland,1917,9.8
Finland,1919,13.3
Finland,1920,8.2
Finland,1921,7
Finland,1922,6.6
Finland,1923,8.3
Finland,1924,9.1
Finland,1925,9.6
Finland,1926,8.6
Finland,1927,7.6
Finland,1928,8.6
Finland,1929,9.9
Finland,1930,9.2
Finland,1931,8.2
Finland,1932,8.5
Finland,1933,6.6
Finland,1934,5
Finland,1935,5
Finland,1936,4.6
Finland,1937,4.8
Finland,1938,4.1
Finland,1939,3.7
Finland,1940,3.5
Finland,1941,3.6
Finland,1942,4.4
Finland,1943,5.1
Finland,1944,5.3
Finland,1945,6.32
Finland,1946,4.67
Finland,1947,3.86
Finland,1948,4.16
Finland,1949,2.93
Finland,1950,2.88
Finland,1951,2.9
Finland,1952,3.01
Finland,1953,2.88
Finland,1954,2.94
Finland,1955,2.42
Finland,1956,2.44
Finland,1957,2.26
Finland,1958,2.08
Finland,1959,1.65
Finland,1960,2.61
Finland,1961,2.39
Finland,1962,2.48
Finland,1963,2.22
Finland,1964,1.89
Finland,1965,1.79
Finland,1966,2.09
Finland,1967,2.08
Finland,1968,2.03
Finland,1969,2.58
Finland,1970,2.02
Finland,1971,2.7
Finland,1972,3.03
Finland,1973,2.61
Finland,1974,2.53
Finland,1975,3.6
Finland,1976,3.15
Finland,1977,2.74
Finland,1978,2.99
Finland,1979,2.64
Finland,1980,3.31
Finland,1981,2.69
Finland,1982,2.8
Finland,1983,3.07
Finland,1984,2.68
Finland,1985,2.67
Finland,1986,3.17
Finland,1987,2.7
Finland,1988,2.8
Finland,1989,3.2
Finland,1990,3.2
Finland,1991,3.07
Finland,1992,3.43
Finland,1993,3.28
Finland,1994,3.24
Finland,1995,2.94
Finland,1996,3.3
Finland,1997,2.76
Finland,1998,2.42
Finland,1999,2.8
Finland,2000,2.68
Finland,2001,2.97
Finland,2002,2.55
Finland,2003,1.9
Finland,2004,2.48
Finland,2005,2
Finland,2006,2.03
Finland,2007,2.12
Finland,2008,2.23
Finland,2009,2.06
Finland,2010,1.9
France,1800,1.5
France,1801,1.5
France,1802,1.5
France,1803,1.5
France,1804,1.5
France,1805,1.5
France,1806,1.5
France,1807,1.5
France,1808,1.5
France,1809,1.5
France,1810,1.5
France,1811,1.5
France,1812,1.5
France,1813,1.5
France,1814,1.5
France,1815,1.5
France,1816,1.5
France,1817,1.5
France,1818,1.5
France,1819,1.5
France,1820,1.5
France,1821,1.5
France,1822,1.5
France,1823,1.5
France,1824,1.5
France,1825,1.5
France,1826,1.5
France,1827,1.5
France,1828,1.5
France,1829,1.5
France,1830,1.5
France,1831,1.5
France,1832,1.5
France,1833,1.5
France,1834,1.5
France,1835,1.5
France,1836,1.5
France,1837,1.5
France,1838,1.5
France,1839,1.5
France,1840,1.5
France,1841,1.5
France,1842,1.5
France,1843,1.5
France,1844,1.5
France,1845,1.5
France,1846,1.5
France,1847,1.5
France,1848,1.5
France,1849,1.5
France,1850,1.4
France,1851,1.4
France,1852,1.4
France,1853,1.4
France,1854,1.4
France,1855,1.4
France,1856,1.4
France,1857,1.4
France,1858,1.4
France,1859,1.4
France,1860,1.4
France,1861,1.4
France,1862,1.4
France,1863,1.4
France,1864,1.4
France,1865,1.4
France,1866,1.4
France,1867,1.4
France,1868,1.4
France,1869,1.4
France,1870,1.4
France,1871,1.4
France,1872,1.4
France,1873,1.4
France,1874,1.4
France,1875,1.4
France,1876,1.4
France,1877,1.4
France,1878,1.4
France,1879,1.4
France,1880,1.4
France,1881,1.4
France,1882,1.4
France,1883,1.4
France,1884,1.4
France,1885,1.4
France,1886,1.4
France,1887,1.4
France,1888,1.4
France,1889,1.4
France,1890,1.4
France,1891,1.4
France,1892,1.4
France,1893,1.4
France,1894,1.4
France,1895,1.4
France,1896,1.4
France,1897,1.4
France,1898,1.4
France,1899,1.4
France,1900,1.5
France,1901,1.5
France,1902,1.5
France,1903,1.5
France,1904,1.5
France,1905,1.5
France,1906,1.5
France,1907,1.5
France,1908,1.5
France,1909,1.5
France,1910,1.5
France,1911,1.5
France,1912,1.5
France,1913,1.5
France,1914,1.5
France,1915,1.5
France,1916,1.5
France,1917,1.5
France,1918,1.5
France,1919,1.5
France,1920,1.5
France,1921,1.5
France,1922,1.5
France,1923,1.5
France,1924,1.5
France,1925,1.5
France,1926,1.1
France,1927,1.1
France,1928,1.1
France,1929,1.1
France,1930,1.1
France,1931,1.1
France,1932,1.1
France,1933,1.1
France,1934,1.1
France,1935,1.1
France,1936,1.1
France,1937,1.1
France,1938,1.1
France,1939,1.1
France,1940,1.1
France,1941,1.1
France,1942,1.1
France,1943,1.1
France,1944,1.1
France,1945,1.1
France,1946,1.1
France,1947,1.1
France,1948,1.1
France,1949,1.1
France,1950,0.76
France,1952,0.6
France,1953,0.65
France,1954,0.58
France,1955,0.7
France,1956,0.79
France,1957,1.91
France,1958,2.2
France,1959,1.88
France,1960,1.57
France,1961,2.18
France,1962,1.53
France,1963,0.76
France,1964,0.82
France,1965,0.76
France,1966,0.7
France,1967,0.9
France,1968,0.74
France,1969,0.84
France,1970,0.74
France,1971,0.77
France,1972,0.87
France,1973,0.8
France,1974,0.95
France,1975,1.01
France,1976,0.9
France,1977,0.98
France,1978,1.01
France,1979,1.08
France,1980,1.01
France,1981,1.01
France,1982,1.14
France,1983,1.25
France,1984,1.32
France,1985,1.26
France,1986,1.19
France,1987,1.08
France,1988,1
France,1989,1.12
France,1990,1.1
France,1991,1.1
France,1992,1
France,1993,1.1
France,1994,1.1
France,1995,1.1
France,1996,1
France,1997,0.9
France,1998,0.7
France,1999,0.71
France,2000,0.85
France,2001,0.83
France,2002,0.81
France,2003,0.75
France,2004,0.77
France,2005,0.71
France,2006,0.67
France,2007,0.6
France,2008,0.71
French Guiana,1968,0
French Guiana,1969,0
French Guiana,1970,2.04
French Guiana,1971,4
French Guiana,1972,1.92
French Guiana,1973,1.85
French Guiana,1974,0
French Guiana,1975,3.51
French Guiana,1976,0
French Guiana,1977,1.64
French Guiana,1978,7.94
French Guiana,1979,1.52
French Guiana,2001,5.86
French Guiana,2002,8.52
French Guiana,2003,5.51
French Guiana,2004,8.03
French Guiana,2005,5.73
French Guiana,2006,11.54
French Guiana,2008,10.45
Gabon,2004,17.1
Gabon,2008,13.8
Gambia,1910,2.7
Gambia,2004,13.5
Gambia,2008,10.8
Georgia,1981,3.11
Georgia,1982,2.34
Georgia,1985,2.32
Georgia,1986,1.95
Georgia,1987,2.55
Georgia,1988,2.81
Georgia,1989,4.22
Georgia,1990,2.9
Georgia,1991,1.54
Georgia,1997,2.05
Georgia,1998,4.24
Georgia,1999,3.91
Georgia,2000,3.28
Georgia,2001,3.92
Georgia,2004,3.7
Georgia,2009,0.66
Germany,1800,2.4
Germany,1801,2.4
Germany,1802,2.4
Germany,1803,2.4
Germany,1804,2.4
Germany,1805,2.4
Germany,1806,2.4
Germany,1807,2.4
Germany,1808,2.4
Germany,1809,2.4
Germany,1810,2.4
Germany,1811,2.4
Germany,1812,2.4
Germany,1813,2.4
Germany,1814,2.4
Germany,1815,2.4
Germany,1816,2.4
Germany,1817,2.4
Germany,1818,2.4
Germany,1819,2.4
Germany,1820,2.4
Germany,1821,2.4
Germany,1822,2.4
Germany,1823,2.4
Germany,1824,2.4
Germany,1825,2.4
Germany,1826,2.4
Germany,1827,2.4
Germany,1828,2.4
Germany,1829,2.4
Germany,1830,2.4
Germany,1831,2.4
Germany,1832,2.4
Germany,1833,2.4
Germany,1834,2.4
Germany,1835,2.4
Germany,1836,2.4
Germany,1837,2.4
Germany,1838,2.4
Germany,1839,2.4
Germany,1840,2.4
Germany,1841,2.4
Germany,1842,2.4
Germany,1843,2.4
Germany,1844,2.4
Germany,1845,2.4
Germany,1846,2.4
Germany,1847,2.4
Germany,1848,2.4
Germany,1849,2.4
Germany,1850,1.5
Germany,1851,1.5
Germany,1852,1.5
Germany,1853,1.5
Germany,1854,1.5
Germany,1855,1.5
Germany,1856,1.5
Germany,1857,1.5
Germany,1858,1.5
Germany,1859,1.5
Germany,1860,1.5
Germany,1861,1.5
Germany,1862,1.5
Germany,1863,1.5
Germany,1864,1.5
Germany,1865,1.5
Germany,1866,1.5
Germany,1867,1.5
Germany,1868,1.5
Germany,1869,1.5
Germany,1870,1.5
Germany,1871,1.5
Germany,1872,1.5
Germany,1873,1.5
Germany,1874,1.5
Germany,1875,1.6
Germany,1876,1.6
Germany,1877,1.6
Germany,1878,1.6
Germany,1879,1.6
Germany,1880,1.6
Germany,1881,1.6
Germany,1882,1.6
Germany,1883,1.6
Germany,1884,1.6
Germany,1885,1.6
Germany,1886,1.6
Germany,1887,1.6
Germany,1888,1.6
Germany,1889,1.6
Germany,1890,1.6
Germany,1891,1.6
Germany,1892,1.6
Germany,1893,1.6
Germany,1894,1.6
Germany,1895,1.6
Germany,1896,1.6
Germany,1897,1.6
Germany,1898,1.6
Germany,1899,1.6
Germany,1900,2.1
Germany,1901,2.1
Germany,1902,2.1
Germany,1903,2.1
Germany,1904,2.1
Germany,1905,2.1
Germany,1906,2.1
Germany,1907,2.1
Germany,1908,2.1
Germany,1909,2.1
Germany,1910,2.1
Germany,1911,2.1
Germany,1912,2.1
Germany,1913,2.1
Germany,1914,2.1
Germany,1915,2.1
Germany,1916,2.1
Germany,1917,2.1
Germany,1918,2.1
Germany,1919,2.1
Germany,1920,2.1
Germany,1921,2.1
Germany,1922,2.1
Germany,1923,2.1
Germany,1924,2.1
Germany,1925,1.8
Germany,1926,1.8
Germany,1927,1.8
Germany,1928,1.8
Germany,1929,1.8
Germany,1930,1.8
Germany,1931,1.8
Germany,1932,1.8
Germany,1933,1.8
Germany,1934,1.8
Germany,1935,1.8
Germany,1936,1.8
Germany,1937,1.8
Germany,1938,1.8
Germany,1939,1.8
Germany,1940,1.8
Germany,1941,1.8
Germany,1942,1.8
Germany,1943,1.8
Germany,1944,1.8
Germany,1945,1.8
Germany,1946,1.8
Germany,1947,1.8
Germany,1948,1.8
Germany,1949,1.8
Germany,1950,1.1
Germany,1951,1.1
Germany,1952,0.9
Germany,1953,0.96
Germany,1954,0.97
Germany,1955,1.02
Germany,1956,0.93
Germany,1957,0.9
Germany,1958,0.9
Germany,1959,0.98
Germany,1960,0.91
Germany,1961,1.03
Germany,1962,1.01
Germany,1963,1.02
Germany,1964,1.11
Germany,1965,1.15
Germany,1966,1.16
Germany,1967,1.19
Germany,1968,1.12
Germany,1969,1.3
Germany,1970,1.43
Germany,1971,1.33
Germany,1972,1.35
Germany,1973,1.22
Germany,1974,1.17
Germany,1975,1.22
Germany,1976,1.26
Germany,1977,1.18
Germany,1978,1.21
Germany,1979,1.1
Germany,1980,1.15
Germany,1981,1.27
Germany,1982,1.25
Germany,1983,1.2
Germany,1984,1.24
Germany,1985,1.19
Germany,1986,1.22
Germany,1987,1.13
Germany,1988,1.07
Germany,1989,1.01
Germany,1990,1.01
Germany,1991,1.15
Germany,1992,1.18
Germany,1993,1.19
Germany,1994,1.17
Germany,1995,1.13
Germany,1996,1.08
Germany,1997,0.91
Germany,1998,0.86
Germany,1999,0.87
Germany,2000,0.73
Germany,2001,0.69
Germany,2002,0.73
Germany,2003,0.67
Germany,2004,0.64
Germany,2005,0.55
Germany,2006,0.59
Germany,2007,0.55
Germany,2008,0.54
Germany,2009,0.55
Germany,2010,0.58
Ghana,1909,3.59
Ghana,2004,11.6
Ghana,2008,15.7
Greece,1956,1.74
Greece,1957,2.73
Greece,1958,1.5
Greece,1959,1.43
Greece,1960,1.54
Greece,1961,1.3
Greece,1962,1.19
Greece,1963,1.09
Greece,1964,0.96
Greece,1965,1.05
Greece,1966,0.87
Greece,1967,0.75
Greece,1968,0.74
Greece,1969,0.73
Greece,1970,0.58
Greece,1971,0.58
Greece,1972,0.51
Greece,1973,0.75
Greece,1974,0.57
Greece,1975,0.78
Greece,1976,0.66
Greece,1977,0.63
Greece,1978,0.7
Greece,1979,0.72
Greece,1980,0.67
Greece,1981,0.84
Greece,1982,0.93
Greece,1983,0.81
Greece,1984,0.94
Greece,1985,1.07
Greece,1986,0.94
Greece,1987,0.79
Greece,1988,1.07
Greece,1989,0.82
Greece,1990,1.1
Greece,1991,1.2
Greece,1992,1.2
Greece,1993,1.3
Greece,1994,1.1
Greece,1995,1.3
Greece,1996,1.6
Greece,1997,1.6
Greece,1998,1.33
Greece,1999,1.19
Greece,2000,1.04
Greece,2001,0.96
Greece,2002,0.76
Greece,2003,1.11
Greece,2004,0.91
Greece,2005,1.07
Greece,2006,0.85
Greece,2007,1.16
Greece,2008,1.33
Greece,2009,1.48
Grenada,1974,0
Grenada,1975,1.09
Grenada,1976,4.4
Grenada,1977,0
Grenada,1978,3.37
Grenada,1984,4.5
Grenada,1985,0
Grenada,1988,0
Grenada,1989,0
Grenada,1990,1.07
Grenada,1991,0
Grenada,1992,0
Grenada,1993,4.13
Grenada,1994,2.05
Grenada,1995,0
Grenada,1996,3.04
Grenada,2000,0
Grenada,2001,0
Grenada,2002,1.95
Grenada,2003,0
Grenada,2004,0
Grenada,2005,1
Grenada,2006,1.9
Grenada,2007,1
Grenada,2008,1
Grenada,2009,0
Guadeloupe,1971,3.1
Guadeloupe,1972,2.46
Guadeloupe,1973,1.83
Guadeloupe,1974,3.35
Guadeloupe,1976,1.83
Guadeloupe,1977,2.45
Guadeloupe,1978,0.61
Guadeloupe,1979,1.85
Guadeloupe,1980,0.31
Guadeloupe,1981,3.33
Guadeloupe,2000,0.47
Guadeloupe,2001,2.12
Guadeloupe,2002,3.5
Guadeloupe,2003,2.09
Guadeloupe,2004,2.53
Guadeloupe,2005,3.42
Guadeloupe,2006,2.4
Guadeloupe,2008,3.98
Guatemala,1958,7.51
Guatemala,1959,7.96
Guatemala,1960,8.87
Guatemala,1961,10.04
Guatemala,1962,12.96
Guatemala,1963,10.48
Guatemala,1964,10.66
Guatemala,1965,9.51
Guatemala,1966,13.88
Guatemala,1967,22.32
Guatemala,1968,17.61
