Entity,Year,CO2 emissions transfers (Global Carbon Project (2014))
Ethiopia,2013,5.831665845
Ethiopia,2014,5.770877047
EU28,1990,599.0347461
EU28,1991,549.5812817
EU28,1992,1023.901104
EU28,1993,766.5012059
EU28,1994,665.2047816
EU28,1995,670.4357727
EU28,1996,546.011922
EU28,1997,546.3146633
EU28,1998,635.7914334
EU28,1999,657.5064311
EU28,2000,718.5249998
EU28,2001,647.1346875
EU28,2002,707.9474695
EU28,2003,708.708521
EU28,2004,865.6704004
EU28,2005,898.0103267
EU28,2006,1095.138856
EU28,2007,1093.218208
EU28,2008,1063.218558
EU28,2009,914.8071654
EU28,2010,953.957074
EU28,2011,1028.906171
EU28,2012,817.4567358
EU28,2013,736.5794397
EU28,2014,759.0317537
Europe,1990,-109.5713358
Europe,1991,53.7437459
Europe,1992,-331.0619413
Europe,1993,-127.8882491
Europe,1994,56.23309941
Europe,1995,80.83994646
Europe,1996,210.53009
Europe,1997,222.4570234
Europe,1998,243.8079344
Europe,1999,206.0773561
Europe,2000,256.7951156
Europe,2001,271.0294567
Europe,2002,358.4077247
Europe,2003,367.9759614
Europe,2004,517.5782653
Europe,2005,578.7431398
Europe,2006,721.8502832
Europe,2007,845.0322668
Europe,2008,816.1153603
Europe,2009,680.0659393
Europe,2010,695.861646
Europe,2011,762.2232848
Europe,2012,613.7219769
Europe,2013,568.8696422
Europe,2014,569.3776884
Finland,1990,23.84401724
Finland,1991,19.3990875
Finland,1992,49.31129877
Finland,1993,28.72163617
Finland,1994,16.62237134
Finland,1995,16.8371232
Finland,1996,10.45340158
Finland,1997,11.2040589
Finland,1998,12.38489891
Finland,1999,15.6115401
Finland,2000,18.3699843
Finland,2001,16.5238281
Finland,2002,13.47828452
Finland,2003,15.68124798
Finland,2004,23.23730354
Finland,2005,27.02438902
Finland,2006,28.55916743
Finland,2007,30.16343897
Finland,2008,28.87343311
Finland,2009,18.16142206
Finland,2010,21.04908466
Finland,2011,21.72875808
Finland,2012,23.7030379
Finland,2013,19.5316399
Finland,2014,21.47489771
France,1990,101.1576391
France,1991,88.2087688
France,1992,138.7510999
France,1993,117.5530865
France,1994,110.6342401
France,1995,114.044766
France,1996,102.9572602
France,1997,95.45059751
France,1998,98.18011338
France,1999,96.72989968
France,2000,109.6360042
France,2001,102.4329556
France,2002,108.6939358
France,2003,106.3355491
France,2004,134.0405856
France,2005,128.2226519
France,2006,130.1247625
France,2007,163.3800414
France,2008,154.7752084
France,2009,140.4656512
France,2010,133.9879624
France,2011,179.3034174
France,2012,120.9383383
France,2013,112.4987819
France,2014,116.6540326
Georgia,1990,-6.483531591
Georgia,1991,-4.698872818
Georgia,1992,-5.826696497
Georgia,1993,-1.851000278
Georgia,1994,-1.156070348
Georgia,1995,-0.056966236
Georgia,1996,4.095506901
Georgia,1997,2.492170934
Georgia,1998,2.352978962
Georgia,1999,1.536170747
Georgia,2000,1.005398091
Georgia,2001,1.492036783
Georgia,2002,1.472836442
Georgia,2003,1.758397075
Georgia,2004,2.179937059
Georgia,2005,2.479088439
Georgia,2006,2.739545478
Georgia,2007,3.10547837
Georgia,2008,3.7224332
Georgia,2009,1.665259015
Georgia,2010,2.284145648
Georgia,2011,2.145969244
Georgia,2012,2.883666649
Georgia,2013,3.064637029
Georgia,2014,3.372374301
Germany,1990,145.9891414
Germany,1991,133.635158
Germany,1992,243.3157044
Germany,1993,206.4618695
Germany,1994,196.3868411
Germany,1995,201.8573507
Germany,1996,161.3144398
Germany,1997,144.6129259
Germany,1998,158.2306873
Germany,1999,169.923235
Germany,2000,169.0994116
Germany,2001,148.2134007
Germany,2002,135.0677138
Germany,2003,165.7208647
Germany,2004,191.254943
Germany,2005,195.8410994
Germany,2006,215.0350509
Germany,2007,190.7987308
Germany,2008,172.5839053
Germany,2009,153.9542443
Germany,2010,159.5460452
Germany,2011,177.7206474
Germany,2012,118.5909875
Germany,2013,99.0629894
Germany,2014,104.6548683
Ghana,1990,1.039681862
Ghana,1991,1.071952527
Ghana,1992,1.101405363
Ghana,1993,1.051382613
Ghana,1994,1.067403442
Ghana,1995,1.111494172
Ghana,1996,1.992655608
Ghana,1997,2.498493724
Ghana,1998,2.333597136
Ghana,1999,2.624237915
Ghana,2000,2.240322274
Ghana,2001,2.092641843
Ghana,2002,1.934550603
Ghana,2003,3.119202921
Ghana,2004,4.644103666
Ghana,2005,5.451931565
Ghana,2006,4.673600249
Ghana,2007,5.399610227
Ghana,2008,5.992836937
Ghana,2009,5.202103913
Ghana,2010,4.744491173
Ghana,2011,6.577908695
Ghana,2012,7.211883421
Ghana,2013,4.721347204
Ghana,2014,3.844755354
Greece,1990,13.08232865
Greece,1991,12.05295856
Greece,1992,19.23464429
Greece,1993,14.85923057
Greece,1994,12.72673043
Greece,1995,14.00220857
Greece,1996,10.10279644
Greece,1997,6.442890025
Greece,1998,9.26923443
Greece,1999,6.528401623
Greece,2000,7.194744225
Greece,2001,5.70526248
Greece,2002,8.306582172
Greece,2003,-10.27149071
Greece,2004,-12.66807168
Greece,2005,-14.96018592
Greece,2006,-8.899087201
Greece,2007,-13.26874896
Greece,2008,-8.633151808
Greece,2009,8.207576734
Greece,2010,1.472920823
Greece,2011,-6.689081843
Greece,2012,-9.702165844
Greece,2013,-11.80921246
Greece,2014,-12.44578447
Guatemala,1990,1.636132465
Guatemala,1991,1.668987784
Guatemala,1992,2.069721218
Guatemala,1993,1.869806133
Guatemala,1994,1.716219594
Guatemala,1995,1.85567319
Guatemala,1996,1.89850222
Guatemala,1997,2.439614099
Guatemala,1998,3.082261028
Guatemala,1999,2.830640168
Guatemala,2000,2.584796633
Guatemala,2001,2.946861589
Guatemala,2002,4.045764307
Guatemala,2003,2.884807149
Guatemala,2004,2.753078985
Guatemala,2005,3.429394575
Guatemala,2006,4.101674041
Guatemala,2007,4.038481217
Guatemala,2008,4.552614536
Guatemala,2009,3.336004491
Guatemala,2010,4.085027439
Guatemala,2011,5.0262208
Guatemala,2012,5.57722682
Guatemala,2013,4.956451737
Guatemala,2014,4.826323746
Honduras,1990,0.752010919
Honduras,1991,0.773606258
Honduras,1992,0.891010225
Honduras,1993,0.867361017
Honduras,1994,0.704628495
Honduras,1995,0.531707949
Honduras,1996,0.80722075
Honduras,1997,1.251218283
Honduras,1998,1.428031152
Honduras,1999,1.922912971
Honduras,2000,2.512041523
Honduras,2001,2.553412795
Honduras,2002,3.126737248
Honduras,2003,2.107789282
Honduras,2004,1.524026085
Honduras,2005,2.013374631
Honduras,2006,2.094345736
Honduras,2007,1.83817623
Honduras,2008,1.9176132
Honduras,2009,1.759499478
Honduras,2010,1.914426868
Honduras,2011,1.319154077
Honduras,2012,2.688684965
Honduras,2013,2.232830598
Honduras,2014,2.156622322
Hong Kong,1990,60.63127233
Hong Kong,1991,65.79351736
Hong Kong,1992,69.89333885
Hong Kong,1993,64.46692734
Hong Kong,1994,95.45435564
Hong Kong,1995,96.84941847
Hong Kong,1996,96.96094886
Hong Kong,1997,107.708121
Hong Kong,1998,79.69228134
Hong Kong,1999,62.18731238
Hong Kong,2000,70.59964707
Hong Kong,2001,79.48410733
Hong Kong,2002,63.00403998
Hong Kong,2003,55.86030984
Hong Kong,2004,50.71382607
Hong Kong,2005,61.49480423
Hong Kong,2006,67.31197594
Hong Kong,2007,46.96310965
Hong Kong,2008,57.76735325
Hong Kong,2009,47.68256112
Hong Kong,2010,55.94681821
Hong Kong,2011,38.33930414
Hong Kong,2012,72.02461098
Hong Kong,2013,77.23528528
Hong Kong,2014,74.71218944
Hungary,1990,16.59105829
Hungary,1991,12.53928354
Hungary,1992,30.94552937
Hungary,1993,22.20119237
Hungary,1994,16.52801756
Hungary,1995,13.22271037
Hungary,1996,6.922123372
Hungary,1997,7.261169711
Hungary,1998,8.888523717
Hungary,1999,9.080346243
Hungary,2000,11.57864201
Hungary,2001,12.07771035
Hungary,2002,16.96219679
Hungary,2003,19.80340451
Hungary,2004,18.05928045
Hungary,2005,18.39392881
Hungary,2006,24.4223809
Hungary,2007,23.99356263
Hungary,2008,25.06288729
Hungary,2009,16.94427795
Hungary,2010,18.40239503
Hungary,2011,19.68833982
Hungary,2012,17.81404147
Hungary,2013,19.22688458
Hungary,2014,18.84347997
India,1990,-1.574088657
India,1991,-18.04799318
India,1992,-7.257732787
India,1993,-26.84618207
India,1994,-33.44548254
India,1995,-42.2385851
India,1996,-62.90855064
India,1997,-62.8967837
India,1998,-63.51287091
India,1999,-52.44125434
India,2000,-88.57053129
India,2001,-78.8268121
India,2002,-89.32291156
India,2003,-77.24901356
India,2004,-71.68567759
India,2005,-87.34075157
India,2006,-69.70356861
India,2007,-70.77434435
India,2008,-104.3871673
India,2009,-77.19365891
India,2010,-79.44567968
India,2011,-113.6075896
India,2012,-140.5169941
India,2013,-189.737497
India,2014,-192.8582673
Indonesia,1990,-5.271128543
Indonesia,1991,-13.95388679
Indonesia,1992,-12.98233321
Indonesia,1993,-19.17741196
Indonesia,1994,-18.52281296
Indonesia,1995,-17.01804503
Indonesia,1996,-21.85562382
Indonesia,1997,-30.42984064
Indonesia,1998,-71.53968578
Indonesia,1999,-32.09907238
Indonesia,2000,-35.24864241
Indonesia,2001,-43.44577716
Indonesia,2002,-27.65790436
Indonesia,2003,-21.89269181
Indonesia,2004,-25.99048863
Indonesia,2005,-22.91336175
Indonesia,2006,-14.02396235
Indonesia,2007,-12.06453551
Indonesia,2008,-7.972731849
Indonesia,2009,-3.873929911
Indonesia,2010,9.082024433
Indonesia,2011,-6.654991503
Indonesia,2012,9.196868349
Indonesia,2013,27.46711557
Indonesia,2014,21.19885233
Iran,1990,-7.663707393
Iran,1991,-8.738098176
Iran,1992,-7.697208843
Iran,1993,-22.34946922
Iran,1994,-29.4442129
Iran,1995,-21.72534049
Iran,1996,-12.85144447
Iran,1997,-1.308131663
Iran,1998,2.249655273
Iran,1999,-47.56357906
Iran,2000,-46.56121815
Iran,2001,-43.72062457
Iran,2002,-55.25849242
Iran,2003,-8.971307667
Iran,2004,-16.62476996
Iran,2005,-28.19293477
Iran,2006,-35.53163904
Iran,2007,-21.55878137
Iran,2008,-31.37322311
Iran,2009,-39.27062195
Iran,2010,-29.97879586
Iran,2011,-35.38390187
Iran,2012,-44.30257043
Iran,2013,-59.77282355
Iran,2014,-49.4380227
Ireland,1990,6.941469641
Ireland,1991,7.727755081
Ireland,1992,9.31096398
Ireland,1993,6.95744048
Ireland,1994,6.52069653
Ireland,1995,6.359682501
Ireland,1996,12.13906628
Ireland,1997,10.43694046
Ireland,1998,8.587985284
Ireland,1999,10.6568442
Ireland,2000,9.556563285
Ireland,2001,8.00722055
Ireland,2002,10.58971407
Ireland,2003,17.55416923
Ireland,2004,21.13448781
Ireland,2005,23.14580797
Ireland,2006,23.46194597
Ireland,2007,22.55845898
Ireland,2008,16.05244687
Ireland,2009,9.527952997
Ireland,2010,6.800894925
Ireland,2011,8.783780608
Ireland,2012,6.972949927
Ireland,2013,7.553241697
Ireland,2014,6.378083708
Israel,1990,13.97367369
Israel,1991,14.21411781
Israel,1992,16.30294545
Israel,1993,14.34979535
Israel,1994,14.0994947
Israel,1995,15.10596538
Israel,1996,15.17834934
Israel,1997,14.7166815
Israel,1998,15.42667734
Israel,1999,8.429957363
Israel,2000,6.594368901
Israel,2001,7.259345779
Israel,2002,7.271223187
Israel,2003,14.39244814
Israel,2004,15.11660681
Israel,2005,16.55623264
Israel,2006,15.79971441
Israel,2007,16.36756751
Israel,2008,15.66361887
Israel,2009,12.70093612
Israel,2010,15.06996808
Israel,2011,16.06686115
Israel,2012,15.53425497
Israel,2013,16.37498954
Israel,2014,17.06418233
Italy,1990,125.4994559
Italy,1991,120.8254652
Italy,1992,170.8851476
Italy,1993,126.028768
Italy,1994,114.5900252
Italy,1995,109.3015162
Italy,1996,83.43828939
Italy,1997,84.64549161
Italy,1998,84.9280027
Italy,1999,89.92288119
Italy,2000,108.3125322
Italy,2001,94.53602647
Italy,2002,104.4994366
Italy,2003,93.0967323
Italy,2004,116.2443716
Italy,2005,117.5746079
Italy,2006,147.1442757
Italy,2007,147.8529991
Italy,2008,154.5765931
Italy,2009,131.240393
Italy,2010,150.0624069
Italy,2011,161.216108
Italy,2012,126.5097286
Italy,2013,118.6392775
Italy,2014,120.6949898
Jamaica,1990,-0.445707648
Jamaica,1991,-0.650236776
Jamaica,1992,-0.997659799
Jamaica,1993,-0.579366709
Jamaica,1994,-0.680571547
Jamaica,1995,-0.46456986
Jamaica,1996,-2.236205801
Jamaica,1997,-1.97035336
Jamaica,1998,-0.023320087
Jamaica,1999,-0.537008965
Jamaica,2000,-2.591244409
Jamaica,2001,-0.640483273
Jamaica,2002,-1.851759857
Jamaica,2003,-0.878703265
Jamaica,2004,-1.008366667
Jamaica,2005,-0.25594115
Jamaica,2006,0.16293459
Jamaica,2007,0.649611904
Jamaica,2008,0.288417038
Jamaica,2009,-0.181135204
Jamaica,2010,0.350849038
Jamaica,2011,0.864358473
Jamaica,2012,1.307804645
Jamaica,2013,0.786325871
Jamaica,2014,0.6030589
Japan,1990,166.3879925
Japan,1991,172.2343709
Japan,1992,250.4728573
Japan,1993,229.9204269
Japan,1994,245.1057856
Japan,1995,260.1756029
Japan,1996,235.1585456
Japan,1997,212.0135719
Japan,1998,161.9988856
Japan,1999,199.9778295
Japan,2000,246.9412215
Japan,2001,219.4967892
Japan,2002,201.7439028
Japan,2003,218.2867403
Japan,2004,233.7687544
Japan,2005,247.4523117
Japan,2006,244.6194489
Japan,2007,221.4675749
Japan,2008,253.8913943
Japan,2009,205.6213668
Japan,2010,220.7869226
Japan,2011,252.3947678
Japan,2012,248.3930153
Japan,2013,197.0552927
Japan,2014,179.2968609
Jordan,1990,5.642451128
Jordan,1991,4.516038281
Jordan,1992,4.979504423
Jordan,1993,4.51078328
Jordan,1994,4.57352643
Jordan,1995,4.972315086
Jordan,1996,1.316997667
Jordan,1997,3.363515901
Jordan,1998,3.778263845
Jordan,1999,2.528496405
Jordan,2000,1.906204429
Jordan,2001,4.020636573
Jordan,2002,4.980970625
Jordan,2003,4.826032506
Jordan,2004,6.023095751
Jordan,2005,6.842692924
Jordan,2006,5.900191561
Jordan,2007,4.973028551
Jordan,2008,7.37537011
Jordan,2009,8.938541314
Jordan,2010,7.136980072
Jordan,2011,7.613483804
Jordan,2012,4.036283566
Jordan,2013,10.06344238
Jordan,2014,9.180238826
Kazakhstan,1990,12.78599942
Kazakhstan,1991,-51.93031178
Kazakhstan,1992,-105.6954071
Kazakhstan,1993,-40.87809312
Kazakhstan,1994,-30.7249607
Kazakhstan,1995,-36.18227895
Kazakhstan,1996,-37.38813334
Kazakhstan,1997,-36.85445354
Kazakhstan,1998,-28.21358405
Kazakhstan,1999,-17.49081062
Kazakhstan,2000,-30.99115193
Kazakhstan,2001,-19.51352521
Kazakhstan,2002,-28.33877607
Kazakhstan,2003,-36.97581634
Kazakhstan,2004,-41.34759028
Kazakhstan,2005,-37.81236781
Kazakhstan,2006,-29.43364415
Kazakhstan,2007,-28.14185623
Kazakhstan,2008,-38.95186246
Kazakhstan,2009,-47.26673166
Kazakhstan,2010,-84.12593196
Kazakhstan,2011,-85.60650537
Kazakhstan,2012,-60.53768099
Kazakhstan,2013,-47.05326543
Kazakhstan,2014,-53.97516013
Kenya,1990,2.420164883
Kenya,1991,2.552947139
Kenya,1992,2.980439101
Kenya,1993,2.495792356
Kenya,1994,2.624531165
Kenya,1995,2.853594082
Kenya,1996,0.122753007
Kenya,1997,0.959176435
Kenya,1998,3.143358692
Kenya,1999,1.554044536
Kenya,2000,-0.350846006
Kenya,2001,1.215662283
Kenya,2002,-0.560808179
Kenya,2003,2.888618869
Kenya,2004,3.250213566
Kenya,2005,3.959930701
Kenya,2006,4.75050564
Kenya,2007,5.135053478
Kenya,2008,5.478225579
Kenya,2009,6.607393718
Kenya,2010,6.113928335
Kenya,2011,6.714075392
Kenya,2012,7.414639684
Kenya,2013,9.917418366
Kenya,2014,9.828502703
Kuwait,1990,-0.191276633
Kuwait,1991,7.848251513
Kuwait,1992,5.404089637
Kuwait,1993,2.378926548
Kuwait,1994,1.301805048
Kuwait,1995,-2.544198961
Kuwait,1996,-5.881642925
Kuwait,1997,-6.873319197
Kuwait,1998,2.16215571
Kuwait,1999,-8.775895841
Kuwait,2000,-20.86983639
Kuwait,2001,-17.03936685
Kuwait,2002,-14.59314996
Kuwait,2003,-6.952929055
Kuwait,2004,-8.533646734
Kuwait,2005,-11.47036244
Kuwait,2006,-9.927565749
Kuwait,2007,-4.65112196
Kuwait,2008,-7.252219075
Kuwait,2009,-13.72148762
Kuwait,2010,-13.73418015
Kuwait,2011,-16.41178198
Kuwait,2012,-24.14964651
Kuwait,2013,-14.37410561
Kuwait,2014,-12.98050904
Kyrgyzstan,1990,2.821441011
Kyrgyzstan,1991,3.282753649
Kyrgyzstan,1992,6.733725095
Kyrgyzstan,1993,4.638067669
Kyrgyzstan,1994,4.073213885
Kyrgyzstan,1995,5.610873535
Kyrgyzstan,1996,2.995016056
Kyrgyzstan,1997,-0.05731378
Kyrgyzstan,1998,4.627807739
Kyrgyzstan,1999,1.057548645
Kyrgyzstan,2000,0.326630239
Kyrgyzstan,2001,0.193616613
Kyrgyzstan,2002,-0.227328964
Kyrgyzstan,2003,0.75638245
Kyrgyzstan,2004,1.008163659
Kyrgyzstan,2005,2.906279262
Kyrgyzstan,2006,5.939287967
Kyrgyzstan,2007,1.352183456
Kyrgyzstan,2008,0.673404844
Kyrgyzstan,2009,6.667629972
Kyrgyzstan,2010,6.039614043
Kyrgyzstan,2011,5.871951093
Kyrgyzstan,2012,6.275567876
Kyrgyzstan,2013,6.671228187
Kyrgyzstan,2014,6.939240509
Laos,1990,0.360110657
Laos,1991,0.398833014
Laos,1992,0.426805428
Laos,1993,0.456337591
Laos,1994,0.541365846
Laos,1995,0.610923921
Laos,1996,0.578999349
Laos,1997,0.504074265
Laos,1998,0.52843679
Laos,1999,0.379639079
Laos,2000,0.808579708
Laos,2001,0.626907565
Laos,2002,0.69998314
Laos,2003,0.629172068
Laos,2004,0.593891245
Laos,2005,0.620345184
Laos,2006,1.135215291
Laos,2007,1.393396783
Laos,2008,1.654484271
Laos,2009,1.815761951
Laos,2010,1.995591555
Laos,2011,2.804376512
Laos,2012,3.164899145
Laos,2013,4.240470185
Laos,2014,4.221454631
Latvia,1990,1.606785047
Latvia,1991,1.735921702
Latvia,1992,4.102995116
Latvia,1993,2.550794071
Latvia,1994,3.216189785
Latvia,1995,3.452973095
Latvia,1996,4.766964731
Latvia,1997,5.23530615
Latvia,1998,5.389332718
Latvia,1999,4.54152163
Latvia,2000,5.273908015
Latvia,2001,4.604097572
Latvia,2002,3.923058754
Latvia,2003,6.601400907
Latvia,2004,6.448938548
Latvia,2005,5.158541175
Latvia,2006,6.937568725
Latvia,2007,7.949998224
Latvia,2008,8.11740226
Latvia,2009,5.591759551
Latvia,2010,4.578433565
Latvia,2011,5.327809943
Latvia,2012,5.974424005
Latvia,2013,5.518547304
Latvia,2014,5.599037385
Lithuania,1990,7.241070296
Lithuania,1991,7.7835121
Lithuania,1992,31.12656117
Lithuania,1993,15.87472848
Lithuania,1994,12.56217418
Lithuania,1995,12.66291575
Lithuania,1996,6.675953751
Lithuania,1997,6.433289032
Lithuania,1998,6.221460119
Lithuania,1999,6.537935758
Lithuania,2000,6.850784183
Lithuania,2001,5.570333449
Lithuania,2002,8.518217916
Lithuania,2003,8.411893577
Lithuania,2004,7.608798285
Lithuania,2005,7.524016842
Lithuania,2006,10.17840517
Lithuania,2007,9.838742436
Lithuania,2008,9.598357728
Lithuania,2009,7.958404752
Lithuania,2010,7.368874364
Lithuania,2011,10.72860056
Lithuania,2012,8.887370756
Lithuania,2013,9.331141432
Lithuania,2014,9.634705931
Luxembourg,1999,0.229971369
Luxembourg,2000,-1.22872994
Luxembourg,2001,-1.130133342
Luxembourg,2002,-1.191816404
Luxembourg,2003,0.430111898
Luxembourg,2004,1.507071623
Luxembourg,2005,2.866141146
Luxembourg,2006,6.143254979
Luxembourg,2007,-0.50370335
Luxembourg,2008,13.50413676
Luxembourg,2009,14.79371607
Luxembourg,2010,13.28236169
Luxembourg,2011,-0.77407765
Luxembourg,2012,13.44705173
Luxembourg,2013,13.1914327
Luxembourg,2014,12.74590733
Madagascar,1990,0.437137525
Madagascar,1991,0.42752284
Madagascar,1992,0.461173947
Madagascar,1993,0.497490019
Madagascar,1994,0.483542534
Madagascar,1995,0.4849892
Madagascar,1996,0.173477438
Madagascar,1997,0.177869977
Madagascar,1998,0.572640829
Madagascar,1999,0.683227989
Madagascar,2000,0.403737006
Madagascar,2001,0.588959763
Madagascar,2002,0.450263351
Madagascar,2003,1.270208317
Madagascar,2004,0.700095149
Madagascar,2005,1.531344869
Madagascar,2006,1.121318079
Madagascar,2007,1.363485673
Madagascar,2008,2.124546091
Madagascar,2009,1.95879855
Madagascar,2010,1.472920253
Madagascar,2011,1.304182905
Madagascar,2012,1.414800532
Madagascar,2013,1.507252035
Madagascar,2014,1.312873381
Malawi,1990,0.857292733
Malawi,1991,0.837116767
Malawi,1992,0.827709592
Malawi,1993,0.911653542
Malawi,1994,0.93335284
Malawi,1995,0.987957362
Malawi,1996,1.258022353
Malawi,1997,1.224775774
Malawi,1998,1.170333152
Malawi,1999,1.127645001
Malawi,2000,0.963110507
Malawi,2001,0.974484263
Malawi,2002,1.249577016
Malawi,2003,1.074178356
Malawi,2004,1.000109253
Malawi,2005,1.149117568
Malawi,2006,1.108033859
Malawi,2007,1.06813414
Malawi,2008,1.461520066
Malawi,2009,1.809702118
Malawi,2010,1.824371437
Malawi,2011,1.478460472
Malawi,2012,1.121360809
Malawi,2013,1.923396528
Malawi,2014,1.966279598
Malaysia,1990,12.96437141
Malaysia,1991,8.471667997
Malaysia,1992,10.48610385
Malaysia,1993,1.851684115
Malaysia,1994,0.351362013
Malaysia,1995,-12.03846452
Malaysia,1996,-11.50942461
Malaysia,1997,-3.86869343
Malaysia,1998,-29.52740239
Malaysia,1999,-11.28549748
Malaysia,2000,-13.73127001
Malaysia,2001,-18.04507534
Malaysia,2002,-6.262399821
Malaysia,2003,-20.75647083
Malaysia,2004,-19.41562059
Malaysia,2005,-20.96534748
Malaysia,2006,-13.22556066
Malaysia,2007,-19.81621156
Malaysia,2008,-20.78801425
Malaysia,2009,-27.21886363
Malaysia,2010,-25.27390362
Malaysia,2011,-19.36933432
Malaysia,2012,-3.889576434
Malaysia,2013,-0.038778824
Malaysia,2014,-1.284178246
Malta,1990,1.067640573
Malta,1991,0.956221688
Malta,1992,1.108846464
Malta,1993,0.981595276
Malta,1994,1.012323654
Malta,1995,1.145218821
Malta,1996,1.180848739
Malta,1997,0.911941805
Malta,1998,2.070275516
Malta,1999,1.395121308
Malta,2000,1.753681362
Malta,2001,1.927858009
Malta,2002,1.265187513
Malta,2003,2.336742813
Malta,2004,0.74864391
Malta,2005,1.841813071
Malta,2006,2.532353909
Malta,2007,0.76326583
Malta,2008,2.849509629
Malta,2009,2.756190435
Malta,2010,2.442355798
Malta,2011,2.970024669
Malta,2012,4.023714072
Malta,2013,2.648971217
Malta,2014,2.597756166
Mauritius,1990,1.195572214
Mauritius,1991,1.265871894
Mauritius,1992,1.373402724
Mauritius,1993,1.415063607
Mauritius,1994,1.558278361
Mauritius,1995,1.599671431
Mauritius,1996,1.842917367
Mauritius,1997,1.768966007
Mauritius,1998,1.52361262
Mauritius,1999,1.437022265
Mauritius,2000,1.613519207
Mauritius,2001,1.294912728
Mauritius,2002,1.485356028
Mauritius,2003,1.550169936
Mauritius,2004,1.704049069
Mauritius,2005,1.275229069
Mauritius,2006,1.370383645
Mauritius,2007,1.152019031
Mauritius,2008,1.466980813
Mauritius,2009,1.332285799
Mauritius,2010,1.082002143
Mauritius,2011,1.542444558
Mauritius,2012,1.195774449
Mauritius,2013,1.194520797
Mauritius,2014,0.898400128
Mexico,1990,2.454773294
Mexico,1991,6.862663929
Mexico,1992,11.94385169
Mexico,1993,11.1241542
Mexico,1994,8.125010037
Mexico,1995,-16.14238333
Mexico,1996,-10.86204479
Mexico,1997,5.152700091
Mexico,1998,10.70333739
Mexico,1999,7.547671856
Mexico,2000,25.59830613
Mexico,2001,23.8493099
Mexico,2002,29.06507157
Mexico,2003,36.33114986
Mexico,2004,29.0221697
Mexico,2005,48.70341899
Mexico,2006,53.34352706
Mexico,2007,25.06259562
Mexico,2008,26.66023806
Mexico,2009,23.6024288
Mexico,2010,37.17958649
Mexico,2011,27.67119988
Mexico,2012,47.05602578
Mexico,2013,50.16221177
Mexico,2014,47.81251813
Middle East,1990,41.66808027
Middle East,1991,50.01928577
Middle East,1992,81.54596819
Middle East,1993,32.49996263
Middle East,1994,5.090477206
Middle East,1995,22.74359018
Middle East,1996,-7.204355675
Middle East,1997,1.736385162
Middle East,1998,37.93308241
Middle East,1999,-141.1534367
Middle East,2000,-208.1395376
Middle East,2001,-186.6770333
Middle East,2002,-190.8982656
Middle East,2003,-41.92318136
Middle East,2004,-37.23445627
Middle East,2005,-18.3607213
Middle East,2006,-13.35443072
Middle East,2007,70.38830742
Middle East,2008,63.32514425
Middle East,2009,3.181602383
Middle East,2010,33.16188391
Middle East,2011,9.960858023
Middle East,2012,-57.03768134
Middle East,2013,0.233791714
Middle East,2014,4.743553295
Mongolia,1990,-0.881577462
Mongolia,1991,-3.225226932
Mongolia,1992,-1.741245149
Mongolia,1993,-3.124399416
Mongolia,1994,-2.017301401
Mongolia,1995,-1.893772561
Mongolia,1996,-0.479371677
Mongolia,1997,-1.52658572
Mongolia,1998,-1.19007252
Mongolia,1999,-0.875356608
Mongolia,2000,-0.835321807
Mongolia,2001,-0.948975145
Mongolia,2002,-0.870536179
Mongolia,2003,0.284234394
Mongolia,2004,-0.133460859
Mongolia,2005,0.26909577
Mongolia,2006,0.656072048
Mongolia,2007,0.113392729
Mongolia,2008,1.044237967
Mongolia,2009,0.839848981
Mongolia,2010,-0.877509621
Mongolia,2011,0.830329055
Mongolia,2012,0.752277332
Mongolia,2013,-0.813190348
Mongolia,2014,-3.878145328
Morocco,1990,8.955566697
Morocco,1991,7.847700033
Morocco,1992,11.62028289
Morocco,1993,8.80299371
Morocco,1994,8.140936209
Morocco,1995,8.373971816
Morocco,1996,4.140022848
Morocco,1997,2.414965298
Morocco,1998,4.319520191
Morocco,1999,5.821554201
Morocco,2000,6.799921689
Morocco,2001,5.294264742
Morocco,2002,8.601988527
Morocco,2003,4.834790746
Morocco,2004,4.740856929
Morocco,2005,6.003826138
Morocco,2006,6.900556788
Morocco,2007,6.32301907
Morocco,2008,8.622593029
Morocco,2009,6.572508706
Morocco,2010,5.667373994
Morocco,2011,6.581793295
Morocco,2012,5.343811689
Morocco,2013,5.827423495
Morocco,2014,4.121496388
Mozambique,1990,2.293944904
Mozambique,1991,2.180054548
Mozambique,1992,2.061514995
Mozambique,1993,2.277500335
Mozambique,1994,2.334094332
Mozambique,1995,2.519140687
Mozambique,1996,1.335089493
Mozambique,1997,0.763921445
Mozambique,1998,1.833422706
Mozambique,1999,2.808185814
Mozambique,2000,2.974315216
Mozambique,2001,2.544192409
Mozambique,2002,2.87530725
Mozambique,2003,2.496107761
Mozambique,2004,2.360122139
Mozambique,2005,3.079173291
Mozambique,2006,4.248699476
Mozambique,2007,5.248213344
Mozambique,2008,6.264068352
Mozambique,2009,7.262391835
Mozambique,2010,6.410063633
Mozambique,2011,7.437135872
Mozambique,2012,8.224881064
Mozambique,2013,9.858188195
Mozambique,2014,9.94538854
Namibia,2000,3.503292397
Namibia,2001,3.881731987
Namibia,2002,-0.269621588
Namibia,2003,2.591276954
Namibia,2004,3.669671622
Namibia,2005,3.261625296
Namibia,2006,3.453659717
