Entity,Year,"CO2 mitigation curves for 1.5C (Andrews & GCP, 2019)"
Start in 2017,2079,0.002751
Start in 2017,2080,0.002293
Start in 2017,2081,0.001911
Start in 2017,2082,0.001593
Start in 2017,2083,0.001327
Start in 2017,2084,0.001105
Start in 2017,2085,0.00092
Start in 2017,2086,0.000766
Start in 2017,2087,0.000638
Start in 2017,2088,0.000531
Start in 2017,2089,0.000442
Start in 2017,2090,0.000368
Start in 2017,2091,0.000306
Start in 2017,2092,0.000254
Start in 2017,2093,0.000212
Start in 2017,2094,0.000176
Start in 2017,2095,0.000146
Start in 2017,2096,0.000122
Start in 2017,2097,0.000101
Start in 2017,2098,0.000084
Start in 2017,2099,0.00007
Start in 2017,2100,0.000058
Start in 2018,2018,42.231942
Start in 2018,2019,41.434142
Start in 2018,2020,39.237776
Start in 2018,2021,36.239944
Start in 2018,2022,32.853679
Start in 2018,2023,29.357928
Start in 2018,2024,25.934855
Start in 2018,2025,22.697546
Start in 2018,2026,19.710474
Start in 2018,2027,17.004514
Start in 2018,2028,14.587884
Start in 2018,2029,12.454031
Start in 2018,2030,10.587257
Start in 2018,2031,8.966683
Start in 2018,2032,7.568977
Start in 2018,2033,6.370193
Start in 2018,2034,5.346973
Start in 2018,2035,4.477285
Start in 2018,2036,3.740838
Start in 2018,2037,3.119275
Start in 2018,2038,2.596223
Start in 2018,2039,2.157237
Start in 2018,2040,1.789692
Start in 2018,2041,1.482632
Start in 2018,2042,1.226614
Start in 2018,2043,1.013543
Start in 2018,2044,0.836512
Start in 2018,2045,0.689654
Start in 2018,2046,0.568
Start in 2018,2047,0.467359
Start in 2018,2048,0.384205
Start in 2018,2049,0.315578
Start in 2018,2050,0.259002
Start in 2018,2051,0.212408
Start in 2018,2052,0.174072
Start in 2018,2053,0.142557
Start in 2018,2054,0.116673
Start in 2018,2055,0.09543
Start in 2018,2056,0.078009
Start in 2018,2057,0.063733
Start in 2018,2058,0.052042
Start in 2018,2059,0.042474
Start in 2018,2060,0.034648
Start in 2018,2061,0.028251
Start in 2018,2062,0.023024
Start in 2018,2063,0.018757
Start in 2018,2064,0.015274
Start in 2018,2065,0.012433
Start in 2018,2066,0.010117
Start in 2018,2067,0.008229
Start in 2018,2068,0.006691
Start in 2018,2069,0.005439
Start in 2018,2070,0.004419
Start in 2018,2071,0.00359
Start in 2018,2072,0.002915
Start in 2018,2073,0.002367
Start in 2018,2074,0.001921
Start in 2018,2075,0.001558
Start in 2018,2076,0.001264
Start in 2018,2077,0.001025
Start in 2018,2078,0.000831
Start in 2018,2079,0.000674
Start in 2018,2080,0.000546
Start in 2018,2081,0.000442
Start in 2018,2082,0.000358
Start in 2018,2083,0.00029
Start in 2018,2084,0.000235
Start in 2018,2085,0.00019
Start in 2018,2086,0.000154
Start in 2018,2087,0.000125
Start in 2018,2088,0.000101
Start in 2018,2089,0.000081
Start in 2018,2090,0.000066
Start in 2018,2091,0.000053
Start in 2018,2092,0.000043
Start in 2018,2093,0.000035
Start in 2018,2094,0.000028
Start in 2018,2095,0.000023
Start in 2018,2096,0.000018
Start in 2018,2097,0.000015
Start in 2018,2098,0.000012
Start in 2018,2099,0.00001
Start in 2018,2100,0.000008
Start in 2019,2019,42.231942
Start in 2019,2020,41.246909
Start in 2019,2021,38.575077
Start in 2019,2022,35.023596
Start in 2019,2023,31.122188
Start in 2019,2024,27.207045
Start in 2019,2025,23.481027
Start in 2019,2026,20.056587
Start in 2019,2027,16.986145
Start in 2019,2028,14.283377
Start in 2019,2029,11.93797
Start in 2019,2030,9.925707
Start in 2019,2031,8.215228
Start in 2019,2032,6.77246
Start in 2019,2033,5.563419
Start in 2019,2034,4.555882
Start in 2019,2035,3.720315
Start in 2019,2036,3.030287
Start in 2019,2037,2.462567
Start in 2019,2038,1.997019
Start in 2019,2039,1.616381
Start in 2019,2040,1.305996
Start in 2019,2041,1.053503
Start in 2019,2042,0.848555
Start in 2019,2043,0.682529
Start in 2019,2044,0.54828
Start in 2019,2045,0.439908
Start in 2019,2046,0.35256
Start in 2019,2047,0.28226
Start in 2019,2048,0.225754
Start in 2019,2049,0.180393
Start in 2019,2050,0.144021
Start in 2019,2051,0.114888
Start in 2019,2052,0.091576
Start in 2019,2053,0.072941
Start in 2019,2054,0.058058
Start in 2019,2055,0.04618
Start in 2019,2056,0.03671
Start in 2019,2057,0.029164
Start in 2019,2058,0.023156
Start in 2019,2059,0.018376
Start in 2019,2060,0.014575
Start in 2019,2061,0.011554
Start in 2019,2062,0.009155
Start in 2019,2063,0.007251
Start in 2019,2064,0.005741
Start in 2019,2065,0.004543
Start in 2019,2066,0.003593
Start in 2019,2067,0.002841
Start in 2019,2068,0.002246
Start in 2019,2069,0.001775
Start in 2019,2070,0.001402
Start in 2019,2071,0.001107
Start in 2019,2072,0.000874
Start in 2019,2073,0.000689
Start in 2019,2074,0.000544
Start in 2019,2075,0.000429
Start in 2019,2076,0.000338
Start in 2019,2077,0.000267
Start in 2019,2078,0.00021
Start in 2019,2079,0.000165
Start in 2019,2080,0.00013
Start in 2019,2081,0.000103
Start in 2019,2082,0.000081
Start in 2019,2083,0.000064
Start in 2019,2084,0.00005
Start in 2019,2085,0.000039
Start in 2019,2086,0.000031
Start in 2019,2087,0.000024
Start in 2019,2088,0.000019
Start in 2019,2089,0.000015
Start in 2019,2090,0.000012
Start in 2019,2091,0.000009
Start in 2019,2092,0.000007
Start in 2019,2093,0.000006
Start in 2019,2094,0.000005
Start in 2019,2095,0.000004
Start in 2019,2096,0.000003
Start in 2019,2097,0.000002
Start in 2019,2098,0.000002
Start in 2019,2099,0.000001
Start in 2019,2100,0.000001
Start in 2020,2020,42.231942
Start in 2020,2021,40.978071
Start in 2020,2022,37.657659
Start in 2020,2023,33.396071
Start in 2020,2024,28.88166
Start in 2020,2025,24.514819
Start in 2020,2026,20.509606
Start in 2020,2027,16.96238
Start in 2020,2028,13.897638
Start in 2020,2029,11.298199
Start in 2020,2030,9.124719
Start in 2020,2031,7.327994
Start in 2020,2032,5.856469
Start in 2020,2033,4.660568
Start in 2020,2034,3.694994
Start in 2020,2035,2.919732
Start in 2020,2036,2.300277
Start in 2020,2037,1.807406
Start in 2020,2038,1.41671
Start in 2020,2039,1.108031
Start in 2020,2040,0.864874
Start in 2020,2041,0.673839
Start in 2020,2042,0.524114
Start in 2020,2043,0.407023
Start in 2020,2044,0.315636
Start in 2020,2045,0.24444
Start in 2020,2046,0.189068
Start in 2020,2047,0.14607
Start in 2020,2048,0.112727
Start in 2020,2049,0.086907
Start in 2020,2050,0.066937
Start in 2020,2051,0.05151
Start in 2020,2052,0.039604
Start in 2020,2053,0.030426
Start in 2020,2054,0.023357
Start in 2020,2055,0.017918
Start in 2020,2056,0.013736
Start in 2020,2057,0.010523
Start in 2020,2058,0.008057
Start in 2020,2059,0.006165
Start in 2020,2060,0.004715
Start in 2020,2061,0.003604
Start in 2020,2062,0.002753
Start in 2020,2063,0.002102
Start in 2020,2064,0.001605
Start in 2020,2065,0.001224
Start in 2020,2066,0.000933
Start in 2020,2067,0.000712
Start in 2020,2068,0.000542
Start in 2020,2069,0.000413
Start in 2020,2070,0.000314
Start in 2020,2071,0.000239
Start in 2020,2072,0.000182
Start in 2020,2073,0.000138
Start in 2020,2074,0.000105
Start in 2020,2075,0.00008
Start in 2020,2076,0.000061
Start in 2020,2077,0.000046
Start in 2020,2078,0.000035
Start in 2020,2079,0.000027
Start in 2020,2080,0.00002
Start in 2020,2081,0.000015
Start in 2020,2082,0.000012
Start in 2020,2083,0.000009
Start in 2020,2084,0.000007
Start in 2020,2085,0.000005
Start in 2020,2086,0.000004
Start in 2020,2087,0.000003
Start in 2020,2088,0.000002
Start in 2020,2089,0.000002
Start in 2020,2090,0.000001
Start in 2020,2091,0.000001
Start in 2020,2092,0.000001
Start in 2020,2093,0.000001
Start in 2020,2094,0
Start in 2020,2095,0
Start in 2020,2096,0
Start in 2020,2097,0
Start in 2020,2098,0
Start in 2020,2099,0
Start in 2020,2100,0
Start in 2021,2021,42.231942
Start in 2021,2022,40.522144
Start in 2021,2023,36.282336
Start in 2021,2024,31.115078
Start in 2021,2025,25.908707
Start in 2021,2026,21.116092
Start in 2021,2027,16.931991
Start in 2021,2028,13.404302
Start in 2021,2029,10.502607
Start in 2021,2030,8.159382
Start in 2021,2031,6.293943
Start in 2021,2032,4.825668
Start in 2021,2033,3.680679
Start in 2021,2034,2.794662
Start in 2021,2035,2.1135
Start in 2021,2036,1.592745
Start in 2021,2037,1.196541
Start in 2021,2038,0.89637
Start in 2021,2039,0.669801
Start in 2021,2040,0.49935
Start in 2021,2041,0.371497
Start in 2021,2042,0.275851
Start in 2021,2043,0.204471
Start in 2021,2044,0.151316
Start in 2021,2045,0.111812
Start in 2021,2046,0.082507
Start in 2021,2047,0.060804
Start in 2021,2048,0.044756
Start in 2021,2049,0.032907
Start in 2021,2050,0.024169
Start in 2021,2051,0.017734
Start in 2021,2052,0.013001
Start in 2021,2053,0.009522
Start in 2021,2054,0.006969
Start in 2021,2055,0.005096
Start in 2021,2056,0.003724
Start in 2021,2057,0.002719
Start in 2021,2058,0.001984
Start in 2021,2059,0.001447
Start in 2021,2060,0.001055
Start in 2021,2061,0.000768
Start in 2021,2062,0.000559
Start in 2021,2063,0.000407
Start in 2021,2064,0.000296
Start in 2021,2065,0.000215
Start in 2021,2066,0.000156
Start in 2021,2067,0.000114
Start in 2021,2068,0.000082
Start in 2021,2069,0.00006
Start in 2021,2070,0.000043
Start in 2021,2071,0.000031
Start in 2021,2072,0.000023
Start in 2021,2073,0.000017
Start in 2021,2074,0.000012
Start in 2021,2075,0.000009
Start in 2021,2076,0.000006
Start in 2021,2077,0.000005
Start in 2021,2078,0.000003
Start in 2021,2079,0.000002
Start in 2021,2080,0.000002
Start in 2021,2081,0.000001
Start in 2021,2082,0.000001
Start in 2021,2083,0.000001
Start in 2021,2084,0
Start in 2021,2085,0
Start in 2021,2086,0
Start in 2021,2087,0
Start in 2021,2088,0
Start in 2021,2089,0
Start in 2021,2090,0
Start in 2021,2091,0
Start in 2021,2092,0
Start in 2021,2093,0
Start in 2021,2094,0
Start in 2021,2095,0
Start in 2021,2096,0
Start in 2021,2097,0
Start in 2021,2098,0
Start in 2021,2099,0
Start in 2021,2100,0
Start in 2022,2022,42.231942
Start in 2022,2023,39.658218
Start in 2022,2024,34.097633
Start in 2022,2025,27.830815
Start in 2022,2026,21.948709
Start in 2022,2027,16.892668
Start in 2022,2028,12.766562
Start in 2022,2029,9.512888
Start in 2022,2030,7.00893
Start in 2022,2031,5.116694
Start in 2022,2032,3.706783
Start in 2022,2033,2.668027
Start in 2022,2034,1.909734
Start in 2022,2035,1.360405
Start in 2022,2036,0.965025
Start in 2022,2037,0.682024
Start in 2022,2038,0.48043
Start in 2022,2039,0.337429
Start in 2022,2040,0.236365
Start in 2022,2041,0.165175
Start in 2022,2042,0.115176
Start in 2022,2043,0.080152
Start in 2022,2044,0.055677
Start in 2022,2045,0.038611
Start in 2022,2046,0.026734
Start in 2022,2047,0.018485
Start in 2022,2048,0.012764
Start in 2022,2049,0.008802
Start in 2022,2050,0.006064
Start in 2022,2051,0.004172
Start in 2022,2052,0.002868
Start in 2022,2053,0.00197
Start in 2022,2054,0.001351
Start in 2022,2055,0.000927
Start in 2022,2056,0.000635
Start in 2022,2057,0.000434
Start in 2022,2058,0.000297
Start in 2022,2059,0.000203
Start in 2022,2060,0.000139
Start in 2022,2061,0.000095
Start in 2022,2062,0.000065
Start in 2022,2063,0.000044
Start in 2022,2064,0.00003
Start in 2022,2065,0.00002
Start in 2022,2066,0.000014
Start in 2022,2067,0.000009
Start in 2022,2068,0.000006
Start in 2022,2069,0.000004
Start in 2022,2070,0.000003
Start in 2022,2071,0.000002
Start in 2022,2072,0.000001
Start in 2022,2073,0.000001
Start in 2022,2074,0.000001
Start in 2022,2075,0
Start in 2022,2076,0
Start in 2022,2077,0
Start in 2022,2078,0
Start in 2022,2079,0
Start in 2022,2080,0
Start in 2022,2081,0
Start in 2022,2082,0
Start in 2022,2083,0
Start in 2022,2084,0
Start in 2022,2085,0
Start in 2022,2086,0
Start in 2022,2087,0
Start in 2022,2088,0
Start in 2022,2089,0
Start in 2022,2090,0
Start in 2022,2091,0
Start in 2022,2092,0
Start in 2022,2093,0
Start in 2022,2094,0
Start in 2022,2095,0
Start in 2022,2096,0
Start in 2022,2097,0
Start in 2022,2098,0
Start in 2022,2099,0
Start in 2022,2100,0
Start in 2023,2023,42.231942
Start in 2023,2024,38.332994
Start in 2023,2025,30.856247
Start in 2023,2026,23.26392
Start in 2023,2027,16.830362
Start in 2023,2028,11.834643
Start in 2023,2029,8.15062
Start in 2023,2030,5.525087
Start in 2023,2031,3.698786
Start in 2023,2032,2.451266
Start in 2023,2033,1.611014
Start in 2023,2034,1.0514
Start in 2023,2035,0.6821
Start in 2023,2036,0.440248
Start in 2023,2037,0.282883
Start in 2023,2038,0.181054
Start in 2023,2039,0.115478
Start in 2023,2040,0.073425
Start in 2023,2041,0.046557
Start in 2023,2042,0.029446
Start in 2023,2043,0.018582
Start in 2023,2044,0.011702
Start in 2023,2045,0.007355
Start in 2023,2046,0.004615
Start in 2023,2047,0.002891
Start in 2023,2048,0.001808
Start in 2023,2049,0.00113
Start in 2023,2050,0.000705
Start in 2023,2051,0.000439
Start in 2023,2052,0.000273
Start in 2023,2053,0.00017
Start in 2023,2054,0.000106
Start in 2023,2055,0.000066
Start in 2023,2056,0.000041
Start in 2023,2057,0.000025
Start in 2023,2058,0.000016
Start in 2023,2059,0.00001
Start in 2023,2060,0.000006
Start in 2023,2061,0.000004
Start in 2023,2062,0.000002
Start in 2023,2063,0.000001
Start in 2023,2064,0.000001
Start in 2023,2065,0.000001
Start in 2023,2066,0
Start in 2023,2067,0
Start in 2023,2068,0
Start in 2023,2069,0
Start in 2023,2070,0
Start in 2023,2071,0
Start in 2023,2072,0
Start in 2023,2073,0
Start in 2023,2074,0
Start in 2023,2075,0
Start in 2023,2076,0
Start in 2023,2077,0
Start in 2023,2078,0
Start in 2023,2079,0
Start in 2023,2080,0
Start in 2023,2081,0
Start in 2023,2082,0
Start in 2023,2083,0
Start in 2023,2084,0
Start in 2023,2085,0
Start in 2023,2086,0
Start in 2023,2087,0
Start in 2023,2088,0
Start in 2023,2089,0
Start in 2023,2090,0
Start in 2023,2091,0
Start in 2023,2092,0
Start in 2023,2093,0
Start in 2023,2094,0
Start in 2023,2095,0
Start in 2023,2096,0
Start in 2023,2097,0
Start in 2023,2098,0
Start in 2023,2099,0
Start in 2023,2100,0
Start in 2024,2024,42.231942
Start in 2024,2025,35.957411
Start in 2024,2026,25.607281
Start in 2024,2027,16.724053
Start in 2024,2028,10.376415
Start in 2024,2029,6.223064
Start in 2024,2030,3.643081
Start in 2024,2031,2.094524
Start in 2024,2032,1.187433
Start in 2024,2033,0.665681
Start in 2024,2034,0.369781
Start in 2024,2035,0.20385
Start in 2024,2036,0.111655
Start in 2024,2037,0.06082
Start in 2024,2038,0.032971
Start in 2024,2039,0.017799
Start in 2024,2040,0.009573
Start in 2024,2041,0.005132
Start in 2024,2042,0.002743
Start in 2024,2043,0.001463
Start in 2024,2044,0.000778
Start in 2024,2045,0.000413
Start in 2024,2046,0.000219
Start in 2024,2047,0.000116
Start in 2024,2048,0.000061
Start in 2024,2049,0.000032
Start in 2024,2050,0.000017
Start in 2024,2051,0.000009
Start in 2024,2052,0.000005
Start in 2024,2053,0.000002
Start in 2024,2054,0.000001
Start in 2024,2055,0.000001
Start in 2024,2056,0
Start in 2024,2057,0
Start in 2024,2058,0
Start in 2024,2059,0
Start in 2024,2060,0
Start in 2024,2061,0
Start in 2024,2062,0
Start in 2024,2063,0
Start in 2024,2064,0
Start in 2024,2065,0
Start in 2024,2066,0
Start in 2024,2067,0
Start in 2024,2068,0
Start in 2024,2069,0
Start in 2024,2070,0
Start in 2024,2071,0
Start in 2024,2072,0
Start in 2024,2073,0
Start in 2024,2074,0
Start in 2024,2075,0
Start in 2024,2076,0
Start in 2024,2077,0
Start in 2024,2078,0
Start in 2024,2079,0
Start in 2024,2080,0
Start in 2024,2081,0
Start in 2024,2082,0
Start in 2024,2083,0
Start in 2024,2084,0
Start in 2024,2085,0
Start in 2024,2086,0
Start in 2024,2087,0
Start in 2024,2088,0
Start in 2024,2089,0
Start in 2024,2090,0
Start in 2024,2091,0
Start in 2024,2092,0
Start in 2024,2093,0
Start in 2024,2094,0
Start in 2024,2095,0
Start in 2024,2096,0
Start in 2024,2097,0
Start in 2024,2098,0
Start in 2024,2099,0
Start in 2024,2100,0
Start in 2025,2025,42.231942
Start in 2025,2026,30.633904
Start in 2025,2027,16.510002
Start in 2025,2028,7.890973
Start in 2025,2029,3.53251
Start in 2025,2030,1.517424
Start in 2025,2031,0.633551
Start in 2025,2032,0.259078
Start in 2025,2033,0.104278
Start in 2025,2034,0.04145
Start in 2025,2035,0.016311
Start in 2025,2036,0.006365
Start in 2025,2037,0.002466
Start in 2025,2038,0.00095
Start in 2025,2039,0.000364
Start in 2025,2040,0.000139
Start in 2025,2041,0.000053
Start in 2025,2042,0.00002
Start in 2025,2043,0.000008
Start in 2025,2044,0.000003
Start in 2025,2045,0.000001
Start in 2025,2046,0
Start in 2025,2047,0
Start in 2025,2048,0
Start in 2025,2049,0
Start in 2025,2050,0
Start in 2025,2051,0
Start in 2025,2052,0
Start in 2025,2053,0
Start in 2025,2054,0
Start in 2025,2055,0
Start in 2025,2056,0
Start in 2025,2057,0
Start in 2025,2058,0
Start in 2025,2059,0
Start in 2025,2060,0
Start in 2025,2061,0
Start in 2025,2062,0
Start in 2025,2063,0
Start in 2025,2064,0
Start in 2025,2065,0
Start in 2025,2066,0
Start in 2025,2067,0
Start in 2025,2068,0
Start in 2025,2069,0
Start in 2025,2070,0
Start in 2025,2071,0
Start in 2025,2072,0
Start in 2025,2073,0
Start in 2025,2074,0
Start in 2025,2075,0
Start in 2025,2076,0
Start in 2025,2077,0
Start in 2025,2078,0
Start in 2025,2079,0
Start in 2025,2080,0
Start in 2025,2081,0
Start in 2025,2082,0
Start in 2025,2083,0
Start in 2025,2084,0
Start in 2025,2085,0
Start in 2025,2086,0
Start in 2025,2087,0
Start in 2025,2088,0
Start in 2025,2089,0
Start in 2025,2090,0
Start in 2025,2091,0
Start in 2025,2092,0
Start in 2025,2093,0
Start in 2025,2094,0
Start in 2025,2095,0
Start in 2025,2096,0
Start in 2025,2097,0
Start in 2025,2098,0
Start in 2025,2099,0
Start in 2025,2100,0
Start in 2026,2026,42.231942
Start in 2026,2027,15.856415
Start in 2026,2028,3.207867
Start in 2026,2029,0.54282
Start in 2026,2030,0.084236
Start in 2026,2031,0.012418
Start in 2026,2032,0.00177
Start in 2026,2033,0.000246
Start in 2026,2034,0.000034
Start in 2026,2035,0.000005
Start in 2026,2036,0.000001
Start in 2026,2037,0
Start in 2026,2038,0
Start in 2026,2039,0
Start in 2026,2040,0
Start in 2026,2041,0
Start in 2026,2042,0
Start in 2026,2043,0
Start in 2026,2044,0
Start in 2026,2045,0
Start in 2026,2046,0
Start in 2026,2047,0
Start in 2026,2048,0
Start in 2026,2049,0
Start in 2026,2050,0
Start in 2026,2051,0
Start in 2026,2052,0
Start in 2026,2053,0
Start in 2026,2054,0
Start in 2026,2055,0
Start in 2026,2056,0
Start in 2026,2057,0
Start in 2026,2058,0
Start in 2026,2059,0
Start in 2026,2060,0
Start in 2026,2061,0
Start in 2026,2062,0
Start in 2026,2063,0
Start in 2026,2064,0
Start in 2026,2065,0
Start in 2026,2066,0
Start in 2026,2067,0
Start in 2026,2068,0
Start in 2026,2069,0
Start in 2026,2070,0
Start in 2026,2071,0
Start in 2026,2072,0
Start in 2026,2073,0
Start in 2026,2074,0
Start in 2026,2075,0
Start in 2026,2076,0
Start in 2026,2077,0
Start in 2026,2078,0
Start in 2026,2079,0
Start in 2026,2080,0
Start in 2026,2081,0
Start in 2026,2082,0
Start in 2026,2083,0
Start in 2026,2084,0
Start in 2026,2085,0
Start in 2026,2086,0
Start in 2026,2087,0
Start in 2026,2088,0
Start in 2026,2089,0
Start in 2026,2090,0
Start in 2026,2091,0
Start in 2026,2092,0
Start in 2026,2093,0
Start in 2026,2094,0
Start in 2026,2095,0
Start in 2026,2096,0
Start in 2026,2097,0
Start in 2026,2098,0
Start in 2026,2099,0
Start in 2026,2100,0
