Entity,Year,Bottom decile income/consumption per day,Difference between top and bottom decile income/consumption per day,World Bank region (including Advanced Industrialized category),pop
Croatia (inc),1988,8.378781,29.51042,Eastern Europe and Central Asia,4.76
Croatia (inc),2009,5.105876,44.16278,Eastern Europe and Central Asia,4.43
Croatia (inc),2010,4.536241,40.43089,Eastern Europe and Central Asia,4.42
Croatia (inc),2011,4.48303,38.53228,Eastern Europe and Central Asia,4.28
Croatia (inc),2012,4.313261,36.80074,Eastern Europe and Central Asia,4.27
Croatia (inc),2013,4.333211,35.90618,Eastern Europe and Central Asia,4.26
Croatia (inc),2014,4.626781,38.30544,Eastern Europe and Central Asia,4.24
Croatia (inc),2015,5.034353,38.40332,Eastern Europe and Central Asia,4.2
Cyprus (inc),2004,15.84886,89.24728,Advanced industrial economies,1.01
Cyprus (inc),2005,17.56974,97.28089,Advanced industrial economies,1.03
Cyprus (inc),2006,19.0101,112.8439,Advanced industrial economies,1.05
Cyprus (inc),2007,18.8433,110.3679,Advanced industrial economies,1.06
Cyprus (inc),2008,18.54684,113.3474,Advanced industrial economies,1.08
Cyprus (inc),2009,17.48892,112.8558,Advanced industrial economies,1.1
Cyprus (inc),2010,18.07578,111.8977,Advanced industrial economies,1.11
Cyprus (inc),2011,17.23669,117.1792,Advanced industrial economies,1.12
Cyprus (inc),2012,15.66004,117.7121,Advanced industrial economies,1.14
Cyprus (inc),2013,14.39051,126.4995,Advanced industrial economies,1.14
Cyprus (inc),2014,12.86073,109.7847,Advanced industrial economies,1.15
Cyprus (inc),2015,13.88239,105.1157,Advanced industrial economies,1.16
Czech Republic (inc),1993,7.827846,32.03681,Eastern Europe and Central Asia,10.33
Czech Republic (inc),1996,8.406885,35.74873,Eastern Europe and Central Asia,10.32
Czech Republic (inc),2004,8.128075,44.12707,Eastern Europe and Central Asia,10.2
Czech Republic (inc),2005,8.788282,44.47615,Eastern Europe and Central Asia,10.21
Czech Republic (inc),2006,9.150784,46.29364,Eastern Europe and Central Asia,10.24
Czech Republic (inc),2007,10.14392,47.41574,Eastern Europe and Central Asia,10.3
Czech Republic (inc),2008,10.39419,50.06668,Eastern Europe and Central Asia,10.38
Czech Republic (inc),2009,10.30058,49.65203,Eastern Europe and Central Asia,10.44
Czech Republic (inc),2010,9.967195,50.10391,Eastern Europe and Central Asia,10.47
Czech Republic (inc),2011,9.92796,49.53276,Eastern Europe and Central Asia,10.5
Czech Republic (inc),2012,10.23315,48.009,Eastern Europe and Central Asia,10.51
Czech Republic (inc),2013,10.03912,49.74529,Eastern Europe and Central Asia,10.51
Czech Republic (inc),2014,10.46109,49.4869,Eastern Europe and Central Asia,10.53
Czech Republic (inc),2015,10.89078,51.46318,Eastern Europe and Central Asia,10.55
Denmark (inc),2003,17.91314,78.22372,Advanced industrial economies,5.39
Denmark (inc),2004,18.40904,76.10904,Advanced industrial economies,5.4
Denmark (inc),2005,18.3448,78.70662,Advanced industrial economies,5.42
Denmark (inc),2006,19.16811,84.75076,Advanced industrial economies,5.44
Denmark (inc),2007,19.1756,88.3343,Advanced industrial economies,5.46
Denmark (inc),2008,19.07375,82.17125,Advanced industrial economies,5.49
Denmark (inc),2009,17.14977,89.169,Advanced industrial economies,5.52
Denmark (inc),2010,19.07963,96.37263,Advanced industrial economies,5.55
Denmark (inc),2011,18.82581,95.69366,Advanced industrial economies,5.57
Denmark (inc),2012,18.36253,97.5823,Advanced industrial economies,5.59
Denmark (inc),2013,18.34714,103.299,Advanced industrial economies,5.61
Denmark (inc),2014,17.90445,103.9079,Advanced industrial economies,5.64
Denmark (inc),2015,19.4847,104.8935,Advanced industrial economies,5.68
Djibouti (cons),2002,1.018957,12.5539,Sub-Saharan Africa,0.75
Djibouti (cons),2012,0.6829683,17.95773,Sub-Saharan Africa,0.88
Djibouti (cons),2013,0.8301886,15.72503,Sub-Saharan Africa,0.9
Dominican Republic (inc),1986,1.853722,46.652,Latin America and Caribbean,6.63
Dominican Republic (inc),1989,1.324489,30.43931,Latin America and Caribbean,7.04
Dominican Republic (inc),1992,1.751609,43.88815,Latin America and Caribbean,7.47
Dominican Republic (inc),1996,1.769848,42.17535,Latin America and Caribbean,8.03
Dominican Republic (inc),1997,1.727305,48.19313,Latin America and Caribbean,8.16
Dominican Republic (inc),2000,1.740132,56.70531,Latin America and Caribbean,8.56
Dominican Republic (inc),2001,2.019031,52.26131,Latin America and Caribbean,8.7
Dominican Republic (inc),2002,1.630931,48.66699,Latin America and Caribbean,8.83
Dominican Republic (inc),2003,1.517732,46.34833,Latin America and Caribbean,8.97
Dominican Republic (inc),2004,1.379652,39.3739,Latin America and Caribbean,9.1
Dominican Republic (inc),2005,1.702372,42.82208,Latin America and Caribbean,9.24
Dominican Republic (inc),2006,1.872955,51.16397,Latin America and Caribbean,9.37
Dominican Republic (inc),2007,1.902941,43.44851,Latin America and Caribbean,9.5
Dominican Republic (inc),2008,1.981541,40.74685,Latin America and Caribbean,9.64
Dominican Republic (inc),2009,2.100798,45.05045,Latin America and Caribbean,9.77
Dominican Republic (inc),2010,2.196865,41.55937,Latin America and Caribbean,9.9
Dominican Republic (inc),2011,2.219784,44.42075,Latin America and Caribbean,10.03
Dominican Republic (inc),2012,2.195921,39.20126,Latin America and Caribbean,10.15
Dominican Republic (inc),2013,2.32817,43.22351,Latin America and Caribbean,10.28
Dominican Republic (inc),2014,2.43334,39.79524,Latin America and Caribbean,10.41
Dominican Republic (inc),2015,2.627711,45.31063,Latin America and Caribbean,10.53
Dominican Republic (inc),2016,2.774407,49.40234,Latin America and Caribbean,10.65
Ecuador (inc),1987,0.7637464,27.73956,Latin America and Caribbean,9.5
Ecuador (inc),1994,0.6530308,30.50901,Latin America and Caribbean,11.2
Ecuador (inc),1998,0.8677223,25.20527,Latin America and Caribbean,12.16
Ecuador (inc),1999,0.5566422,35.43705,Latin America and Caribbean,12.4
Ecuador (inc),2000,0.5442214,26.03578,Latin America and Caribbean,12.63
Ecuador (inc),2003,0.9163628,35.3059,Latin America and Caribbean,13.29
Ecuador (inc),2004,0.8313515,35.16277,Latin America and Caribbean,13.51
Ecuador (inc),2005,1.043004,39.85268,Latin America and Caribbean,13.74
Ecuador (inc),2006,1.39423,44.06208,Latin America and Caribbean,13.97
Ecuador (inc),2007,1.317958,47.64475,Latin America and Caribbean,14.21
Ecuador (inc),2008,1.405041,41.04728,Latin America and Caribbean,14.45
Ecuador (inc),2009,1.483005,38.35394,Latin America and Caribbean,14.69
Ecuador (inc),2010,1.701285,42.88903,Latin America and Caribbean,14.93
Ecuador (inc),2011,1.827287,40.01636,Latin America and Caribbean,15.18
Ecuador (inc),2012,1.920779,43.30245,Latin America and Caribbean,15.42
Ecuador (inc),2013,2.190435,46.05323,Latin America and Caribbean,15.66
Ecuador (inc),2014,2.365446,44.67001,Latin America and Caribbean,15.9
Ecuador (inc),2015,2.161748,45.8924,Latin America and Caribbean,16.14
Ecuador (inc),2016,2.144226,44.07126,Latin America and Caribbean,16.39
Ecuador-Urban (inc),1995,0.7110773,28.33425,Latin America and Caribbean,6.61
"Egypt, Arab Republic of (cons)",1991,1.771295,10.52656,Middle East and North Africa,57.41
"Egypt, Arab Republic of (cons)",1996,1.861967,9.737462,Middle East and North Africa,64.93
"Egypt, Arab Republic of (cons)",2000,2.145587,13.52604,Middle East and North Africa,69.91
"Egypt, Arab Republic of (cons)",2004,1.884828,11.47943,Middle East and North Africa,75.38
"Egypt, Arab Republic of (cons)",2008,1.92065,11.30342,Middle East and North Africa,80.95
"Egypt, Arab Republic of (cons)",2010,2.022573,12.07337,Middle East and North Africa,84.11
"Egypt, Arab Republic of (cons)",2012,2.133002,11.51611,Middle East and North Africa,87.81
"Egypt, Arab Republic of (cons)",2015,2.360119,14.36542,Middle East and North Africa,93.78
El Salvador (inc),1991,0.3999228,29.15866,Latin America and Caribbean,5.33
El Salvador (inc),1995,0.9135695,31.02844,Latin America and Caribbean,5.61
El Salvador (inc),1996,0.869804,31.42783,Latin America and Caribbean,5.67
El Salvador (inc),1998,0.3165639,33.44748,Latin America and Caribbean,5.78
El Salvador (inc),1999,0.443591,33.17365,Latin America and Caribbean,5.83
El Salvador (inc),2000,0.9649321,37.41574,Latin America and Caribbean,5.87
El Salvador (inc),2001,0.8293796,35.55022,Latin America and Caribbean,5.91
El Salvador (inc),2002,0.8080356,36.10493,Latin America and Caribbean,5.94
El Salvador (inc),2003,0.5802864,32.10918,Latin America and Caribbean,5.97
El Salvador (inc),2004,0.9862679,31.26198,Latin America and Caribbean,6
El Salvador (inc),2005,1.132274,32.72548,Latin America and Caribbean,6.03
El Salvador (inc),2006,1.578819,31.06234,Latin America and Caribbean,6.06
El Salvador (inc),2007,1.905643,33.17195,Latin America and Caribbean,6.08
El Salvador (inc),2008,1.611097,32.61998,Latin America and Caribbean,6.11
El Salvador (inc),2009,1.662729,31.75904,Latin America and Caribbean,6.14
El Salvador (inc),2010,1.750642,28.39124,Latin America and Caribbean,6.16
El Salvador (inc),2011,1.877402,27.12492,Latin America and Caribbean,6.19
El Salvador (inc),2012,1.979436,27.88622,Latin America and Caribbean,6.22
El Salvador (inc),2013,2.132846,32.47788,Latin America and Caribbean,6.25
El Salvador (inc),2014,2.180162,29.53577,Latin America and Caribbean,6.28
El Salvador (inc),2015,2.415785,29.8928,Latin America and Caribbean,6.31
El Salvador (inc),2016,2.332571,29.02414,Latin America and Caribbean,6.34
Estonia (cons),1995,3.071335,17.626,Eastern Europe and Central Asia,1.44
Estonia (cons),1998,3.505722,31.38735,Eastern Europe and Central Asia,1.39
Estonia (cons),2000,2.884532,26.85413,Eastern Europe and Central Asia,1.4
Estonia (cons),2001,2.863352,26.29268,Eastern Europe and Central Asia,1.39
Estonia (cons),2002,2.894191,26.27199,Eastern Europe and Central Asia,1.38
Estonia (cons),2003,2.857623,26.19488,Eastern Europe and Central Asia,1.37
Estonia (cons),2004,3.373081,30.69379,Eastern Europe and Central Asia,1.36
Estonia (inc),1993,2.771425,31.98224,Eastern Europe and Central Asia,1.49
Estonia (inc),2003,2.866001,36.78268,Eastern Europe and Central Asia,1.37
Estonia (inc),2004,3.846986,35.48959,Eastern Europe and Central Asia,1.36
Estonia (inc),2005,4.734636,41.27406,Eastern Europe and Central Asia,1.35
Estonia (inc),2006,5.697979,49.29367,Eastern Europe and Central Asia,1.35
Estonia (inc),2007,6.919496,48.43647,Eastern Europe and Central Asia,1.34
Estonia (inc),2008,6.942479,52.46223,Eastern Europe and Central Asia,1.34
Estonia (inc),2009,6.334755,48.4766,Eastern Europe and Central Asia,1.33
Estonia (inc),2010,5.384427,45.82041,Eastern Europe and Central Asia,1.33
Estonia (inc),2011,5.712596,48.4148,Eastern Europe and Central Asia,1.33
Estonia (inc),2012,6.064475,52.173,Eastern Europe and Central Asia,1.32
Estonia (inc),2013,5.94914,61.05431,Eastern Europe and Central Asia,1.32
Estonia (inc),2014,6.566029,64.92467,Eastern Europe and Central Asia,1.31
Estonia (inc),2015,7.891847,63.10565,Eastern Europe and Central Asia,1.32
Eswatini (cons),1995,0.1332888,7.454978,Sub-Saharan Africa,0.96
Eswatini (cons),2001,0.6669222,15.41574,Sub-Saharan Africa,1.07
Eswatini (cons),2009,0.5704123,14.83843,Sub-Saharan Africa,1.18
Ethiopia (cons),1995,0.5619945,7.694334,Sub-Saharan Africa,57.31
Ethiopia (cons),2000,0.8213474,4.614479,Sub-Saharan Africa,66.54
Ethiopia (cons),2005,1.094016,5.798016,Sub-Saharan Africa,74.62
Ethiopia (cons),2011,0.9150036,6.968989,Sub-Saharan Africa,87.7
Ethiopia (cons),2016,0.9542732,10.52625,Sub-Saharan Africa,102.4
Ethiopia-Rural (cons),1981,0.6776443,4.389956,Sub-Saharan Africa,32.29
Fiji (cons),2003,1.862447,18.41906,East Asia and Pacific,0.82
Fiji (cons),2009,2.057784,23.11755,East Asia and Pacific,0.84
Fiji (cons),2013,2.344109,19.82788,East Asia and Pacific,0.88
Finland (inc),2003,15.86111,78.64809,Advanced industrial economies,5.21
Finland (inc),2004,16.79902,83.21976,Advanced industrial economies,5.23
Finland (inc),2005,17.59386,84.37054,Advanced industrial economies,5.25
Finland (inc),2006,17.19034,86.40291,Advanced industrial economies,5.27
Finland (inc),2007,17.64001,91.2414,Advanced industrial economies,5.29
Finland (inc),2008,17.7936,90.71895,Advanced industrial economies,5.31
Finland (inc),2009,18.4322,90.42393,Advanced industrial economies,5.34
Finland (inc),2010,18.36259,91.91088,Advanced industrial economies,5.36
Finland (inc),2011,18.66437,93.27261,Advanced industrial economies,5.39
Finland (inc),2012,19.10402,90.7811,Advanced industrial economies,5.41
Finland (inc),2013,18.73393,90.5719,Advanced industrial economies,5.44
Finland (inc),2014,18.97952,88.58737,Advanced industrial economies,5.46
Finland (inc),2015,19.05414,91.42039,Advanced industrial economies,5.48
France (inc),2003,14.15326,93.66883,Advanced industrial economies,62.24
France (inc),2004,15.03875,91.62739,Advanced industrial economies,62.7
France (inc),2005,14.94237,88.0179,Advanced industrial economies,63.18
France (inc),2006,14.61199,85.12333,Advanced industrial economies,63.62
France (inc),2007,16.97521,118.3105,Advanced industrial economies,64.02
France (inc),2008,16.70797,122.0567,Advanced industrial economies,64.37
France (inc),2009,16.01074,120.8942,Advanced industrial economies,64.71
France (inc),2010,16.13276,126.7423,Advanced industrial economies,65.03
France (inc),2011,16.42803,126.1779,Advanced industrial economies,65.34
France (inc),2012,16.44284,124.6084,Advanced industrial economies,65.66
France (inc),2013,16.69953,120.4343,Advanced industrial economies,66
France (inc),2014,16.9943,120.065,Advanced industrial economies,66.33
France (inc),2015,16.62726,125.1841,Advanced industrial economies,66.62
Gabon (cons),2005,1.56783,21.32801,Sub-Saharan Africa,1.4
Gabon (cons),2017,2.16859,24.67739,Sub-Saharan Africa,2.03
"Gambia, The (cons)",1998,0.2797151,6.742998,Sub-Saharan Africa,1.16
"Gambia, The (cons)",2003,0.57178,11.19922,Sub-Saharan Africa,1.35
"Gambia, The (cons)",2010,0.948603,13.97267,Sub-Saharan Africa,1.69
"Gambia, The (cons)",2015,1.483592,12.67707,Sub-Saharan Africa,1.98
Georgia (cons),1996,1.763855,19.37969,Eastern Europe and Central Asia,4.62
Georgia (cons),1997,0.9168697,14.58185,Eastern Europe and Central Asia,4.53
Georgia (cons),1998,0.9143803,15.65079,Eastern Europe and Central Asia,4.49
Georgia (cons),1999,0.8585605,12.87382,Eastern Europe and Central Asia,4.45
Georgia (cons),2000,0.7961819,12.61948,Eastern Europe and Central Asia,4.42
Georgia (cons),2001,0.8457863,11.85792,Eastern Europe and Central Asia,4.39
Georgia (cons),2002,1.262029,14.06183,Eastern Europe and Central Asia,4.36
Georgia (cons),2003,1.230351,13.34044,Eastern Europe and Central Asia,4.3
Georgia (cons),2004,1.229308,13.57776,Eastern Europe and Central Asia,4.25
Georgia (cons),2005,1.216375,13.76567,Eastern Europe and Central Asia,4.19
Georgia (cons),2006,1.23217,13.44672,Eastern Europe and Central Asia,4.14
Georgia (cons),2007,1.176534,13.99235,Eastern Europe and Central Asia,4.08
Georgia (cons),2008,1.232793,14.56133,Eastern Europe and Central Asia,4.03
Georgia (cons),2009,1.311345,15.34738,Eastern Europe and Central Asia,3.98
Georgia (cons),2010,1.177295,16.05142,Eastern Europe and Central Asia,3.93
Georgia (cons),2011,1.194477,16.51961,Eastern Europe and Central Asia,3.88
Georgia (cons),2012,1.426481,17.19419,Eastern Europe and Central Asia,3.83
Georgia (cons),2013,1.623793,18.46545,Eastern Europe and Central Asia,3.78
Georgia (cons),2014,1.789721,18.84299,Eastern Europe and Central Asia,3.73
Georgia (cons),2015,1.933028,18.46299,Eastern Europe and Central Asia,3.72
Georgia (cons),2016,1.926309,18.78335,Eastern Europe and Central Asia,3.72
Germany (inc),1991,16.79167,88.12195,Advanced industrial economies,80.01
Germany (inc),1994,15.43478,90.31868,Advanced industrial economies,81.44
Germany (inc),2000,17.68414,96.68987,Advanced industrial economies,82.21
Germany (inc),2001,17.35795,103.6975,Advanced industrial economies,82.35
Germany (inc),2004,17.21689,106.2557,Advanced industrial economies,82.52
Germany (inc),2006,17.33252,111.0107,Advanced industrial economies,82.38
Germany (inc),2007,17.7172,114.1949,Advanced industrial economies,82.27
Germany (inc),2010,17.78511,107.6522,Advanced industrial economies,81.78
Germany (inc),2011,18.11936,109.609,Advanced industrial economies,80.27
Germany (inc),2013,17.25413,112.257,Advanced industrial economies,80.65
Germany (inc),2015,16.48678,117.3471,Advanced industrial economies,81.69
Ghana (cons),1988,0.7382683,6.419269,Sub-Saharan Africa,13.85
Ghana (cons),1989,0.7716447,6.794238,Sub-Saharan Africa,13.85
Ghana (cons),1992,0.6549857,6.877349,Sub-Saharan Africa,15.46
Ghana (cons),1998,0.7316146,9.019952,Sub-Saharan Africa,18.04
Ghana (cons),2006,0.8331057,13.5007,Sub-Saharan Africa,22.11
Ghana (cons),2013,1.254703,18.5646,Sub-Saharan Africa,26.35
Greece (inc),2003,8.684154,68.87324,Advanced industrial economies,10.93
Greece (inc),2004,8.786469,75.94971,Advanced industrial economies,10.96
Greece (inc),2005,8.748223,79.74342,Advanced industrial economies,10.99
Greece (inc),2006,8.421265,82.24316,Advanced industrial economies,11.02
Greece (inc),2007,9.08544,81.73402,Advanced industrial economies,11.05
Greece (inc),2008,9.408966,82.97643,Advanced industrial economies,11.08
Greece (inc),2009,9.263322,84.45122,Advanced industrial economies,11.11
Greece (inc),2010,7.562175,72.49689,Advanced industrial economies,11.12
Greece (inc),2011,5.289491,61.08843,Advanced industrial economies,11.1
Greece (inc),2012,4.366817,55.4856,Advanced industrial economies,11.05
Greece (inc),2013,4.342679,52.43462,Advanced industrial economies,10.97
Greece (inc),2014,4.220291,51.71462,Advanced industrial economies,10.89
Greece (inc),2015,4.245657,52.79856,Advanced industrial economies,10.82
Guatemala (inc),1987,0.3700274,16.92135,Latin America and Caribbean,8.44
Guatemala (inc),1989,0.374108,25.36233,Latin America and Caribbean,9.05
Guatemala (inc),2000,1.278627,45.95537,Latin America and Caribbean,11.65
Guatemala (inc),2006,1.196444,46.23322,Latin America and Caribbean,13.4
Guatemala (inc),2014,1.428056,31.11794,Latin America and Caribbean,15.92
Guinea (cons),1991,0.0697858,2.418978,Sub-Saharan Africa,6.37
Guinea (cons),1994,0.5996988,9.844332,Sub-Saharan Africa,7.54
Guinea (cons),2002,0.4908004,6.787619,Sub-Saharan Africa,9.14
Guinea (cons),2007,0.5316164,5.993161,Sub-Saharan Africa,10.1
Guinea (cons),2012,0.8696516,6.710381,Sub-Saharan Africa,11.28
Guinea-Bissau (cons),1993,0.4587324,6.617678,Sub-Saharan Africa,1.09
Guinea-Bissau (cons),2002,0.6659207,5.711463,Sub-Saharan Africa,1.29
Guinea-Bissau (cons),2010,0.370729,9.181797,Sub-Saharan Africa,1.56
Guyana (inc),1998,1.027235,21.72535,Latin America and Caribbean,0.76
Haiti (cons),2012,0.9115496,12.63147,Latin America and Caribbean,10.29
Haiti (inc),2001,0.2075494,15.30028,Latin America and Caribbean,8.69
Haiti (inc),2012,0.1965534,17.03225,Latin America and Caribbean,10.29
Honduras (inc),1989,0.4796423,21.74071,Latin America and Caribbean,4.81
Honduras (inc),1990,0.4164618,18.14875,Latin America and Caribbean,4.96
Honduras (inc),1991,0.567411,17.95742,Latin America and Caribbean,5.1
Honduras (inc),1992,0.6757125,20.18565,Latin America and Caribbean,5.25
Honduras (inc),1993,0.7183036,25.11648,Latin America and Caribbean,5.4
Honduras (inc),1994,0.6044804,25.94992,Latin America and Caribbean,5.55
Honduras (inc),1995,0.6221879,25.59346,Latin America and Caribbean,5.71
Honduras (inc),1996,0.5127485,23.58092,Latin America and Caribbean,5.87
Honduras (inc),1997,0.8192406,26.74854,Latin America and Caribbean,6.03
Honduras (inc),1998,0.3522437,30.46563,Latin America and Caribbean,6.19
Honduras (inc),1999,0.3524942,26.46911,Latin America and Caribbean,6.36
Honduras (inc),2001,0.7059321,34.65871,Latin America and Caribbean,6.69
Honduras (inc),2002,0.6036638,30.83838,Latin America and Caribbean,6.86
Honduras (inc),2003,0.4920825,30.7309,Latin America and Caribbean,7.03
Honduras (inc),2004,0.5015145,31.64557,Latin America and Caribbean,7.2
Honduras (inc),2005,0.4143235,35.63964,Latin America and Caribbean,7.37
Honduras (inc),2006,0.5115156,36.9911,Latin America and Caribbean,7.54
Honduras (inc),2007,0.8587085,38.91889,Latin America and Caribbean,7.71
Honduras (inc),2008,0.829365,40.19084,Latin America and Caribbean,7.87
Honduras (inc),2009,1.049314,34.93654,Latin America and Caribbean,8.04
Honduras (inc),2010,0.9944844,36.36839,Latin America and Caribbean,8.19
Honduras (inc),2011,0.7672951,39.65271,Latin America and Caribbean,8.35
Honduras (inc),2012,0.7178196,35.23026,Latin America and Caribbean,8.51
Honduras (inc),2013,0.8444687,31.21347,Latin America and Caribbean,8.66
Honduras (inc),2014,0.9984497,28.97863,Latin America and Caribbean,8.81
Honduras (inc),2015,0.9742327,27.4166,Latin America and Caribbean,8.96
Honduras (inc),2016,0.8444594,29.59748,Latin America and Caribbean,9.11
Honduras-Urban (inc),1986,0.3970642,13.56798,Latin America and Caribbean,1.69
Hungary (cons),1998,4.923123,21.90912,Eastern Europe and Central Asia,10.27
Hungary (cons),1999,4.955646,23.92124,Eastern Europe and Central Asia,10.24
Hungary (cons),2000,5.048417,23.7528,Eastern Europe and Central Asia,10.21
Hungary (cons),2001,5.601984,26.253,Eastern Europe and Central Asia,10.19
Hungary (cons),2002,5.942719,26.72752,Eastern Europe and Central Asia,10.16
Hungary (cons),2003,5.489313,35.02313,Eastern Europe and Central Asia,10.13
Hungary (cons),2004,5.975967,35.34358,Eastern Europe and Central Asia,10.11
Hungary (cons),2005,5.994082,35.70312,Eastern Europe and Central Asia,10.09
Hungary (cons),2006,6.147012,33.86883,Eastern Europe and Central Asia,10.07
Hungary (cons),2007,5.97762,38.70465,Eastern Europe and Central Asia,10.06
Hungary (inc),1987,10.2694,29.06903,Eastern Europe and Central Asia,10.61
Hungary (inc),1989,4.578144,16.8096,Eastern Europe and Central Asia,10.48
Hungary (inc),1993,6.31796,30.86731,Eastern Europe and Central Asia,10.36
Hungary (inc),2004,6.181549,38.41786,Eastern Europe and Central Asia,10.11
Hungary (inc),2005,5.350587,51.71556,Eastern Europe and Central Asia,10.09
Hungary (inc),2006,6.834403,38.29246,Eastern Europe and Central Asia,10.07
Hungary (inc),2007,6.823093,36.29963,Eastern Europe and Central Asia,10.06
Hungary (inc),2008,7.053576,36.49287,Eastern Europe and Central Asia,10.04
Hungary (inc),2009,6.776719,33.60123,Eastern Europe and Central Asia,10.02
Hungary (inc),2010,6.325951,38.85661,Eastern Europe and Central Asia,10
Hungary (inc),2011,6.238554,39.59006,Eastern Europe and Central Asia,9.97
Hungary (inc),2012,5.47248,39.26317,Eastern Europe and Central Asia,9.92
Hungary (inc),2013,5.624729,41.70058,Eastern Europe and Central Asia,9.89
Hungary (inc),2014,5.931329,43.00723,Eastern Europe and Central Asia,9.87
Hungary (inc),2015,6.482241,44.3274,Eastern Europe and Central Asia,9.84
Iceland (inc),2003,17.29214,85.64162,Advanced industrial economies,0.29
Iceland (inc),2004,17.77914,92.61907,Advanced industrial economies,0.29
Iceland (inc),2005,18.10769,100.0535,Advanced industrial economies,0.3
Iceland (inc),2006,19.86544,121.2515,Advanced industrial economies,0.3
Iceland (inc),2007,21.91989,123.5859,Advanced industrial economies,0.31
Iceland (inc),2008,21.92608,143.7444,Advanced industrial economies,0.32
Iceland (inc),2009,18.91875,104.3616,Advanced industrial economies,0.32
Iceland (inc),2010,17.66247,82.69868,Advanced industrial economies,0.32
Iceland (inc),2011,16.96968,83.93607,Advanced industrial economies,0.32
Iceland (inc),2012,17.64749,85.02457,Advanced industrial economies,0.32
Iceland (inc),2013,19.64749,81.72974,Advanced industrial economies,0.32
Iceland (inc),2014,19.32616,98.4881,Advanced industrial economies,0.33
India* (cons),2012,1.308871,9.636376,South Asia,1263.07
India-Rural (cons),1983,0.7587807,4.178246,South Asia,568.59
India-Rural (cons),1988,0.8681342,4.734079,South Asia,625.34
India-Rural (cons),1994,0.9152986,4.496709,South Asia,693.47
India-Rural (cons),2005,1.022392,5.595592,South Asia,800.65
India-Rural (cons),2010,1.090394,5.841395,South Asia,850.24
India-Rural (cons),2012,1.244607,7.152553,South Asia,863.55
India-Urban (cons),1983,1.02436,6.713979,South Asia,178.36
India-Urban (cons),1988,1.045232,7.814933,South Asia,209.15
India-Urban (cons),1994,1.084457,7.829328,South Asia,248.73
India-Urban (cons),2005,1.143756,10.11125,South Asia,325.49
India-Urban (cons),2010,1.2456,12.29817,South Asia,380.74
India-Urban (cons),2012,1.422401,13.92507,South Asia,399.52
Indonesia* (cons),2013,1.660398,15.21326,East Asia and Pacific,252.03
Indonesia-Rural (cons),1984,0.5789096,3.012723,East Asia and Pacific,120.77
Indonesia-Rural (cons),1987,0.6664136,3.014432,East Asia and Pacific,123.93
Indonesia-Rural (cons),1990,0.8074372,3.298699,East Asia and Pacific,125.95
Indonesia-Rural (cons),1993,0.7924853,3.198499,East Asia and Pacific,126.35
Indonesia-Rural (cons),1996,0.8770603,3.980822,East Asia and Pacific,125.48
Indonesia-Rural (cons),1998,0.6825337,2.811086,East Asia and Pacific,124.27
Indonesia-Rural (cons),1999,0.977401,3.689253,East Asia and Pacific,123.52
Indonesia-Rural (cons),2000,1.031225,3.666331,East Asia and Pacific,122.69
Indonesia-Rural (cons),2001,1.084971,3.768727,East Asia and Pacific,122.74
Indonesia-Rural (cons),2002,1.243527,4.721095,East Asia and Pacific,122.75
Indonesia-Rural (cons),2003,1.235278,4.633653,East Asia and Pacific,122.73
Indonesia-Rural (cons),2004,1.143991,4.741684,East Asia and Pacific,122.66
Indonesia-Rural (cons),2005,1.185057,5.550159,East Asia and Pacific,122.57
Indonesia-Rural (cons),2006,1.028446,5.376926,East Asia and Pacific,122.43
Indonesia-Rural (cons),2007,1.171075,6.189546,East Asia and Pacific,122.25
Indonesia-Rural (cons),2008,1.213648,6.393104,East Asia and Pacific,122.03
Indonesia-Rural (cons),2009,1.288373,6.601315,East Asia and Pacific,121.77
Indonesia-Rural (cons),2010,1.35732,7.673528,East Asia and Pacific,121.45
Indonesia-Rural (cons),2011,1.430728,9.512947,East Asia and Pacific,121.1
Indonesia-Rural (cons),2012,1.513743,9.275188,East Asia and Pacific,120.74
Indonesia-Rural (cons),2013,1.608508,9.341074,East Asia and Pacific,120.34
Indonesia-Rural (cons),2014,1.675658,9.779828,East Asia and Pacific,119.9
Indonesia-Rural (cons),2015,1.699098,11.41507,East Asia and Pacific,119.42
Indonesia-Rural (cons),2016,1.724997,11.21495,East Asia and Pacific,118.9
Indonesia-Rural (cons),2017,1.790468,11.17734,East Asia and Pacific,118.33
Indonesia-Urban (cons),1984,0.7956296,5.543282,East Asia and Pacific,40.78
Indonesia-Urban (cons),1987,0.7758263,5.046167,East Asia and Pacific,47.8
Indonesia-Urban (cons),1990,0.9566663,6.785141,East Asia and Pacific,55.49
Indonesia-Urban (cons),1993,0.9405515,7.164623,East Asia and Pacific,64.53
Indonesia-Urban (cons),1996,1.041259,9.195538,East Asia and Pacific,74.44
Indonesia-Urban (cons),1998,0.7962135,5.608725,East Asia and Pacific,81.45
Indonesia-Urban (cons),1999,1.094162,8.204641,East Asia and Pacific,85.1
Indonesia-Urban (cons),2000,1.113658,6.687885,East Asia and Pacific,88.85
Indonesia-Urban (cons),2001,1.207322,7.234348,East Asia and Pacific,91.77
Indonesia-Urban (cons),2002,1.495292,10.02749,East Asia and Pacific,94.76
Indonesia-Urban (cons),2003,1.435413,9.893049,East Asia and Pacific,97.82
Indonesia-Urban (cons),2004,1.411044,10.05264,East Asia and Pacific,100.95
