Entity,Year,Child mortality (Gapminder (2013))
Suriname,1931,320.66
Suriname,1932,310.39
Suriname,1933,300.35
Suriname,1934,291.51
Suriname,1935,281.84
Suriname,1936,272.37
Suriname,1937,264.02
Suriname,1938,254.88
Suriname,1939,245.93
Suriname,1940,237.14
Suriname,1941,229.43
Suriname,1942,220.98
Suriname,1943,212.69
Suriname,1944,205.4
Suriname,1945,197.42
Suriname,1946,189.6
Suriname,1947,181.92
Suriname,1948,175.15
Suriname,1949,167.76
Suriname,1950,160.53
Suriname,1951,157.86
Suriname,1952,152.31
Suriname,1953,147.36
Suriname,1954,142.3
Suriname,1955,137.18
Suriname,1956,132.64
Suriname,1957,128.72
Suriname,1958,124.01
Suriname,1959,120.07
Suriname,1960,116.2
Suriname,1961,113
Suriname,1962,109.26
Suriname,1963,106.16
Suriname,1964,102.5
Suriname,1965,98.91
Suriname,1966,95.34
Suriname,1967,92.39
Suriname,1968,89.05
Suriname,1969,86.41
Suriname,1970,83.41
Suriname,1971,81.07
Suriname,1972,79.37
Suriname,1982,71.9
Suriname,1983,56.9
Suriname,1984,55.5
Suriname,1985,54.1
Suriname,1986,52.8
Suriname,1987,51.5
Suriname,1988,50.2
Suriname,1989,48.9
Suriname,1990,47.7
Suriname,1991,46.4
Suriname,1992,45.1
Suriname,1993,43.8
Suriname,1994,42.5
Suriname,1995,41.2
Suriname,1996,39.8
Suriname,1997,38.5
Suriname,1998,37.2
Suriname,1999,36
Suriname,2000,34.8
Suriname,2001,33.6
Suriname,2002,32.5
Suriname,2003,31.4
Suriname,2004,30.4
Suriname,2005,29.4
Suriname,2006,28.5
Suriname,2007,27.6
Suriname,2008,26.7
Suriname,2009,25.9
Suriname,2010,25.1
Suriname,2011,24.3
Suriname,2012,23.6
Suriname,2013,22.8
Swaziland,1800,413.61
Swaziland,1801,413.61
Swaziland,1802,413.61
Swaziland,1803,413.61
Swaziland,1804,413.61
Swaziland,1805,413.61
Swaziland,1806,413.61
Swaziland,1807,413.61
Swaziland,1808,413.61
Swaziland,1809,413.61
Swaziland,1810,413.61
Swaziland,1811,413.61
Swaziland,1812,413.61
Swaziland,1813,413.61
Swaziland,1814,413.61
Swaziland,1815,413.61
Swaziland,1816,413.61
Swaziland,1817,413.61
Swaziland,1818,413.61
Swaziland,1819,413.61
Swaziland,1820,413.61
Swaziland,1821,413.61
Swaziland,1822,413.61
Swaziland,1823,413.61
Swaziland,1824,413.61
Swaziland,1825,413.61
Swaziland,1826,413.61
Swaziland,1827,413.61
Swaziland,1828,413.61
Swaziland,1829,413.61
Swaziland,1830,413.61
Swaziland,1831,413.61
Swaziland,1832,413.61
Swaziland,1833,413.61
Swaziland,1834,413.61
Swaziland,1835,413.61
Swaziland,1836,413.61
Swaziland,1837,413.61
Swaziland,1838,413.61
Swaziland,1839,413.61
Swaziland,1840,413.61
Swaziland,1841,413.61
Swaziland,1842,413.61
Swaziland,1843,413.61
Swaziland,1844,413.61
Swaziland,1845,413.61
Swaziland,1846,413.61
Swaziland,1847,413.61
Swaziland,1848,413.61
Swaziland,1849,413.61
Swaziland,1850,413.61
Swaziland,1851,413.61
Swaziland,1852,413.61
Swaziland,1853,413.61
Swaziland,1854,413.61
Swaziland,1855,413.61
Swaziland,1856,413.61
Swaziland,1857,413.61
Swaziland,1858,413.61
Swaziland,1859,413.61
Swaziland,1860,413.61
Swaziland,1861,413.61
Swaziland,1862,413.61
Swaziland,1863,413.61
Swaziland,1864,413.61
Swaziland,1865,413.61
Swaziland,1866,413.61
Swaziland,1867,413.61
Swaziland,1868,413.61
Swaziland,1869,413.61
Swaziland,1870,413.61
Swaziland,1871,413.61
Swaziland,1872,413.61
Swaziland,1873,413.61
Swaziland,1874,413.61
Swaziland,1875,413.61
Swaziland,1876,413.61
Swaziland,1877,413.61
Swaziland,1878,413.61
Swaziland,1879,413.61
Swaziland,1880,413.61
Swaziland,1881,413.61
Swaziland,1882,413.61
Swaziland,1883,413.61
Swaziland,1884,413.61
Swaziland,1885,413.61
Swaziland,1886,413.61
Swaziland,1887,413.61
Swaziland,1888,413.61
Swaziland,1889,413.61
Swaziland,1890,413.61
Swaziland,1891,413.61
Swaziland,1892,413.61
Swaziland,1893,413.61
Swaziland,1894,413.6
Swaziland,1895,413.57
Swaziland,1896,413.5
Swaziland,1897,413.4
Swaziland,1898,413.23
Swaziland,1899,413.01
Swaziland,1900,412.72
Swaziland,1901,412.36
Swaziland,1902,411.94
Swaziland,1903,411.45
Swaziland,1904,410.9
Swaziland,1905,410.29
Swaziland,1906,409.61
Swaziland,1907,408.87
Swaziland,1908,408.06
Swaziland,1909,407.2
Swaziland,1910,406.29
Swaziland,1911,405.35
Swaziland,1912,404.39
Swaziland,1913,403.42
Swaziland,1914,402.45
Swaziland,1915,401.48
Swaziland,1916,400.51
Swaziland,1917,399.54
Swaziland,1918,398.57
Swaziland,1919,397.6
Swaziland,1920,396.63
Swaziland,1921,395.66
Swaziland,1922,394.69
Swaziland,1923,393.71
Swaziland,1924,392.74
Swaziland,1925,391.77
Swaziland,1926,390.8
Swaziland,1927,389.83
Swaziland,1928,388.86
Swaziland,1929,387.89
Swaziland,1930,386.92
Swaziland,1931,385.95
Swaziland,1932,384.98
Swaziland,1933,384.01
Swaziland,1934,383.04
Swaziland,1935,382.07
Swaziland,1936,381.1
Swaziland,1937,380.13
Swaziland,1938,379.16
Swaziland,1939,378.19
Swaziland,1940,377.21
Swaziland,1950,242.3
Swaziland,1951,239.1
Swaziland,1952,235.7
Swaziland,1953,232.4
Swaziland,1954,228.9
Swaziland,1955,225.8
Swaziland,1956,222.5
Swaziland,1957,219.4
Swaziland,1958,216.2
Swaziland,1959,212.8
Swaziland,1960,209.2
Swaziland,1961,205.6
Swaziland,1962,202
Swaziland,1963,198.3
Swaziland,1964,194.4
Swaziland,1965,190.3
Swaziland,1966,186.3
Swaziland,1967,182.1
Swaziland,1968,178.1
Swaziland,1969,174
Swaziland,1970,169.7
Swaziland,1971,164.8
Swaziland,1972,159.4
Swaziland,1973,153.6
Swaziland,1974,147.2
Swaziland,1975,141
Swaziland,1976,134.9
Swaziland,1977,129.2
Swaziland,1978,123.7
Swaziland,1979,118.4
Swaziland,1980,113.2
Swaziland,1981,108.1
Swaziland,1982,102.8
Swaziland,1983,97.6
Swaziland,1984,92.5
Swaziland,1985,87.8
Swaziland,1986,83.6
Swaziland,1987,80
Swaziland,1988,77.1
Swaziland,1989,75.1
Swaziland,1990,73.9
Swaziland,1991,73.9
Swaziland,1992,75.3
Swaziland,1993,78.7
Swaziland,1994,83.8
Swaziland,1995,90.3
Swaziland,1996,97.5
Swaziland,1997,104.6
Swaziland,1998,111.3
Swaziland,1999,117.6
Swaziland,2000,122.5
Swaziland,2001,125.8
Swaziland,2002,128.1
Swaziland,2003,129.5
Swaziland,2004,129.6
Swaziland,2005,128.4
Swaziland,2006,123.5
Swaziland,2007,118.3
Swaziland,2008,115.2
Swaziland,2009,108
Swaziland,2010,94
Swaziland,2011,86.9
Swaziland,2012,81.7
Swaziland,2013,80
Sweden,1761,315.61
Sweden,1762,376.98
Sweden,1763,395.31
Sweden,1764,316.08
Sweden,1765,316.03
Sweden,1766,311.9
Sweden,1767,298.52
Sweden,1768,357.49
Sweden,1769,358.49
Sweden,1770,325.43
Sweden,1771,323.35
Sweden,1772,366.57
Sweden,1773,489.7
Sweden,1774,279.57
Sweden,1775,305.87
Sweden,1776,256.2
Sweden,1777,302.06
Sweden,1778,353.23
Sweden,1779,394.25
Sweden,1780,261.1
Sweden,1781,300.41
Sweden,1782,300.98
Sweden,1783,344.56
Sweden,1784,382.21
Sweden,1785,344.64
Sweden,1786,294.85
Sweden,1787,270.35
Sweden,1788,325.87
Sweden,1789,343.75
Sweden,1790,325.49
Sweden,1791,286.18
Sweden,1792,297.34
Sweden,1793,299.77
Sweden,1794,280.6
Sweden,1795,314.49
Sweden,1796,315.34
Sweden,1797,294.05
Sweden,1798,271.73
Sweden,1799,288.98
Sweden,1800,381.11
Sweden,1801,328.8
Sweden,1802,282.91
Sweden,1803,275.34
Sweden,1804,271.67
Sweden,1805,265.89
Sweden,1806,332.75
Sweden,1807,278.34
Sweden,1808,349.58
Sweden,1809,365.9
Sweden,1810,346.01
Sweden,1811,324.64
Sweden,1812,312.19
Sweden,1813,303.56
Sweden,1814,299.37
Sweden,1815,274.63
Sweden,1816,273.48
Sweden,1817,276.06
Sweden,1818,269.7
Sweden,1819,293.64
Sweden,1820,260.84
Sweden,1821,305.07
Sweden,1822,245.04
Sweden,1823,217.57
Sweden,1824,224.57
Sweden,1825,227.94
Sweden,1826,242.18
Sweden,1827,226.29
Sweden,1828,282.11
Sweden,1829,303.03
Sweden,1830,254.89
Sweden,1831,275.94
Sweden,1832,256.02
Sweden,1833,244.45
Sweden,1834,252.64
Sweden,1835,200.02
Sweden,1836,224.99
Sweden,1837,279.66
Sweden,1838,253.56
Sweden,1839,251.63
Sweden,1840,220.74
Sweden,1841,220.81
Sweden,1842,242.37
Sweden,1843,232.66
Sweden,1844,226.2
Sweden,1845,214.84
Sweden,1846,249.73
Sweden,1847,270.15
Sweden,1848,212.35
Sweden,1849,227
Sweden,1850,217.93
Sweden,1851,232.28
Sweden,1852,250.3
Sweden,1853,257.44
Sweden,1854,219.7
Sweden,1855,226.19
Sweden,1856,245.87
Sweden,1857,309.88
Sweden,1858,247.98
Sweden,1859,232.07
Sweden,1860,196.55
Sweden,1861,216.8
Sweden,1862,265.54
Sweden,1863,236.7
Sweden,1864,235.43
Sweden,1865,232.94
Sweden,1866,221.75
Sweden,1867,210.61
Sweden,1868,249.45
Sweden,1869,271.36
Sweden,1870,220.52
Sweden,1871,183.53
Sweden,1872,186.85
Sweden,1873,197.36
Sweden,1874,229.85
Sweden,1875,232.51
Sweden,1876,237.33
Sweden,1877,227.8
Sweden,1878,226.88
Sweden,1879,196.95
Sweden,1880,203.94
Sweden,1881,194.9
Sweden,1882,206.6
Sweden,1883,197.34
Sweden,1884,192.29
Sweden,1885,195
Sweden,1886,183.42
Sweden,1887,173.45
Sweden,1888,160.73
Sweden,1889,162.46
Sweden,1890,177.64
Sweden,1891,178.93
Sweden,1892,171.02
Sweden,1893,166.85
Sweden,1894,161.49
Sweden,1895,147
Sweden,1896,156.25
Sweden,1897,148.55
Sweden,1898,140.58
Sweden,1899,171.69
Sweden,1900,155.19
Sweden,1901,157.14
Sweden,1902,135.63
Sweden,1903,138.63
Sweden,1904,127.22
Sweden,1905,131.81
Sweden,1906,117.82
Sweden,1907,112.23
Sweden,1908,122.15
Sweden,1909,103.39
Sweden,1910,108.23
Sweden,1911,104.17
Sweden,1912,103.71
Sweden,1913,97.59
Sweden,1914,101.32
Sweden,1915,105.3
Sweden,1916,101.55
Sweden,1917,93
Sweden,1918,105.92
Sweden,1919,104.85
Sweden,1920,97.79
Sweden,1921,84.64
Sweden,1922,80.43
Sweden,1923,73.84
Sweden,1924,81.24
Sweden,1925,73.36
Sweden,1926,72.47
Sweden,1927,78.46
Sweden,1928,78.58
Sweden,1929,73.24
Sweden,1930,69.49
Sweden,1931,71.45
Sweden,1932,64.42
Sweden,1933,60.97
Sweden,1934,59.49
Sweden,1935,58.18
Sweden,1936,57.3
Sweden,1937,58.46
Sweden,1938,54.29
Sweden,1939,49.72
Sweden,1940,46.86
Sweden,1941,47.23
Sweden,1942,38.21
Sweden,1943,38.15
Sweden,1944,41.38
Sweden,1945,38.17
Sweden,1946,32.05
Sweden,1947,30.53
Sweden,1948,27.95
Sweden,1949,27.59
Sweden,1950,25.41
Sweden,1951,25.74
Sweden,1952,24.36
Sweden,1953,22.69
Sweden,1954,21.93
Sweden,1955,21.33
Sweden,1956,20.98
Sweden,1957,21.16
Sweden,1958,19.18
Sweden,1959,19.64
Sweden,1960,19.66
Sweden,1961,18.93
Sweden,1962,18.43
Sweden,1963,18.18
Sweden,1964,17.2
Sweden,1965,15.76
Sweden,1966,15
Sweden,1967,14.69
Sweden,1968,14.5
Sweden,1969,13.44
Sweden,1970,13.16
Sweden,1971,13.02
Sweden,1972,12.54
Sweden,1973,11.37
Sweden,1974,11.22
Sweden,1975,10.02
Sweden,1976,9.49
Sweden,1977,9.37
Sweden,1978,9.01
Sweden,1979,9.18
Sweden,1980,8.22
Sweden,1981,7.8
Sweden,1982,8.02
Sweden,1983,7.99
Sweden,1984,7.26
Sweden,1985,8
Sweden,1986,7.23
Sweden,1987,7.33
Sweden,1988,7.03
Sweden,1989,6.91
Sweden,1990,7.14
Sweden,1991,7.08
Sweden,1992,6.18
Sweden,1993,5.62
Sweden,1994,5.09
Sweden,1995,4.59
Sweden,1996,4.54
Sweden,1997,4.35
Sweden,1998,4.2
Sweden,1999,3.83
Sweden,2000,3.87
Sweden,2001,4.36
Sweden,2002,4.04
Sweden,2003,3.85
Sweden,2004,3.6
Sweden,2005,3.24
Sweden,2006,3.51
Sweden,2007,3.14
Sweden,2008,3.04
Sweden,2009,3.23
Sweden,2010,3.08
Sweden,2011,2.8
Sweden,2012,2.8
Sweden,2013,2.8
Switzerland,1800,344.77
Switzerland,1801,344.77
Switzerland,1802,344.77
Switzerland,1803,344.77
Switzerland,1804,344.77
Switzerland,1805,344.77
Switzerland,1806,344.77
Switzerland,1807,344.77
Switzerland,1808,344.77
Switzerland,1809,344.77
Switzerland,1810,344.77
Switzerland,1811,344.77
Switzerland,1812,344.77
Switzerland,1813,344.77
Switzerland,1814,344.77
Switzerland,1815,344.77
Switzerland,1816,344.77
Switzerland,1817,344.77
Switzerland,1818,344.77
Switzerland,1819,344.77
Switzerland,1820,344.77
Switzerland,1821,344.77
Switzerland,1822,344.77
Switzerland,1823,344.77
Switzerland,1824,344.77
Switzerland,1825,344.77
Switzerland,1826,344.77
Switzerland,1827,344.77
Switzerland,1828,344.77
Switzerland,1829,344.77
Switzerland,1830,344.77
Switzerland,1831,344.77
Switzerland,1832,344.77
Switzerland,1833,344.77
Switzerland,1834,344.77
Switzerland,1835,344.77
Switzerland,1836,344.77
Switzerland,1837,344.77
Switzerland,1838,344.77
Switzerland,1839,344.77
Switzerland,1840,344.77
Switzerland,1841,344.77
Switzerland,1842,344.77
Switzerland,1843,344.77
Switzerland,1844,344.77
Switzerland,1845,344.77
Switzerland,1846,344.77
Switzerland,1847,344.77
Switzerland,1848,344.77
Switzerland,1849,344.77
Switzerland,1850,344.77
Switzerland,1851,344.77
Switzerland,1852,344.77
Switzerland,1853,344.77
Switzerland,1854,344.77
Switzerland,1855,344.77
Switzerland,1856,344.77
Switzerland,1857,344.77
Switzerland,1858,344.77
Switzerland,1859,344.77
Switzerland,1860,344.77
Switzerland,1861,344.77
Switzerland,1862,344.77
Switzerland,1863,344.77
Switzerland,1864,344.77
Switzerland,1865,344.77
Switzerland,1866,344.77
Switzerland,1876,276.06
Switzerland,1877,285.07
Switzerland,1878,279.8
Switzerland,1879,257.08
Switzerland,1880,253.16
Switzerland,1881,262.22
Switzerland,1882,240.4
Switzerland,1883,220.6
Switzerland,1884,218.07
Switzerland,1885,230.96
Switzerland,1886,221.99
Switzerland,1887,216.2
Switzerland,1888,203.9
Switzerland,1889,217.85
Switzerland,1890,208.13
Switzerland,1891,225.4
Switzerland,1892,196.6
Switzerland,1893,204.8
Switzerland,1894,207.94
Switzerland,1895,203.3
Switzerland,1896,178.4
Switzerland,1897,181.2
Switzerland,1898,197.56
Switzerland,1899,180.74
Switzerland,1900,196.98
Switzerland,1901,183.52
Switzerland,1902,168.26
Switzerland,1903,169.02
Switzerland,1904,182.47
Switzerland,1905,169.16
Switzerland,1906,164.27
Switzerland,1907,154.74
Switzerland,1908,141.39
Switzerland,1909,150.57
Switzerland,1910,140.73
Switzerland,1911,154.08
Switzerland,1912,122.71
Switzerland,1913,125.25
Switzerland,1914,118.38
Switzerland,1915,112.48
Switzerland,1916,102.89
Switzerland,1917,103.85
Switzerland,1918,126.75
Switzerland,1919,110.71
Switzerland,1920,120.87
Switzerland,1921,95.34
Switzerland,1922,87.72
Switzerland,1923,77.81
Switzerland,1924,78.75
Switzerland,1925,77.08
Switzerland,1926,73.86
Switzerland,1927,74.24
Switzerland,1928,73.89
Switzerland,1929,69.71
Switzerland,1930,67.4
Switzerland,1931,65.2
Switzerland,1932,66.8
Switzerland,1933,61.07
Switzerland,1934,59.72
Switzerland,1935,62.74
Switzerland,1936,59.67
Switzerland,1937,60.55
Switzerland,1938,55.96
Switzerland,1939,54.46
Switzerland,1940,61.64
Switzerland,1941,54.27
Switzerland,1942,50.79
Switzerland,1943,51.28
Switzerland,1944,53.5
Switzerland,1945,51.32
Switzerland,1946,49.49
Switzerland,1947,47.77
Switzerland,1948,43.87
Switzerland,1949,42.13
Switzerland,1950,38.5
Switzerland,1951,37.2
Switzerland,1952,35.8
Switzerland,1953,34.5
Switzerland,1954,33.1
Switzerland,1955,31.7
Switzerland,1956,30.2
Switzerland,1957,28.9
Switzerland,1958,27.9
Switzerland,1959,27.1
Switzerland,1960,26.5
Switzerland,1961,26
Switzerland,1962,25.4
Switzerland,1963,24.6
Switzerland,1964,23.6
Switzerland,1965,22.5
Switzerland,1966,21.6
Switzerland,1967,20.7
Switzerland,1968,19.9
Switzerland,1969,19.2
Switzerland,1970,18.4
Switzerland,1971,17.6
Switzerland,1972,16.7
Switzerland,1973,15.8
Switzerland,1974,14.8
Switzerland,1975,13.8
Switzerland,1976,12.9
Switzerland,1977,12.1
Switzerland,1978,11.4
Switzerland,1979,10.8
Switzerland,1980,10.4
Switzerland,1981,10
Switzerland,1982,9.7
Switzerland,1983,9.4
Switzerland,1984,9.2
Switzerland,1985,9
Switzerland,1986,8.9
Switzerland,1987,8.8
Switzerland,1988,8.6
Switzerland,1989,8.4
Switzerland,1990,8.2
Switzerland,1991,7.9
Switzerland,1992,7.5
Switzerland,1993,7.1
Switzerland,1994,6.7
Switzerland,1995,6.4
Switzerland,1996,6.1
Switzerland,1997,5.9
Switzerland,1998,5.8
Switzerland,1999,5.7
Switzerland,2000,5.6
Switzerland,2001,5.6
Switzerland,2002,5.5
Switzerland,2003,5.3
Switzerland,2004,5.2
Switzerland,2005,5.1
Switzerland,2006,5
Switzerland,2007,4.8
Switzerland,2008,4.7
Switzerland,2009,4.6
Switzerland,2010,4.5
Switzerland,2011,4.4
Switzerland,2012,4.3
Switzerland,2013,4.2
Syria,1800,429.16
Syria,1801,429.16
Syria,1802,429.16
Syria,1803,429.16
Syria,1804,429.16
Syria,1805,429.16
Syria,1806,429.16
Syria,1807,429.16
Syria,1808,429.16
Syria,1809,429.16
Syria,1810,429.16
Syria,1811,429.16
Syria,1812,429.16
Syria,1813,429.16
Syria,1814,429.16
Syria,1815,429.16
Syria,1816,429.16
Syria,1817,429.16
Syria,1818,429.16
Syria,1819,429.16
Syria,1820,429.16
Syria,1821,429.16
Syria,1822,429.16
Syria,1823,429.16
Syria,1824,429.16
Syria,1825,429.16
Syria,1826,429.16
Syria,1827,429.16
Syria,1828,429.16
Syria,1829,429.16
Syria,1830,429.16
Syria,1831,429.16
Syria,1832,429.16
Syria,1833,429.16
Syria,1834,429.16
Syria,1835,429.16
Syria,1836,429.16
Syria,1837,429.16
Syria,1838,429.16
Syria,1839,429.16
Syria,1840,429.16
Syria,1841,429.16
Syria,1842,429.16
Syria,1843,429.16
Syria,1844,429.16
Syria,1845,429.16
Syria,1846,429.16
Syria,1847,429.16
Syria,1848,429.16
Syria,1849,429.16
Syria,1850,429.16
Syria,1851,429.16
Syria,1852,429.16
Syria,1853,429.16
Syria,1854,429.16
Syria,1855,429.16
Syria,1856,429.16
Syria,1857,429.16
Syria,1858,429.16
Syria,1859,429.16
Syria,1860,429.16
Syria,1861,429.16
Syria,1862,429.16
Syria,1863,429.16
Syria,1864,429.16
Syria,1865,429.16
Syria,1866,429.16
Syria,1867,429.16
Syria,1868,429.16
Syria,1869,429.16
Syria,1870,429.16
Syria,1871,429.16
Syria,1872,429.16
Syria,1873,429.16
Syria,1874,429.16
Syria,1875,429.16
Syria,1876,429.16
Syria,1877,429.16
Syria,1878,429.16
Syria,1879,429.16
Syria,1880,429.16
Syria,1881,429.16
Syria,1882,429.16
Syria,1883,429.16
Syria,1884,429.16
Syria,1885,429.16
Syria,1886,429.16
Syria,1887,429.16
Syria,1888,429.16
Syria,1889,429.16
Syria,1890,429.16
Syria,1891,429.16
Syria,1892,429.16
Syria,1893,429.16
Syria,1894,429.15
Syria,1895,429.11
Syria,1896,429.05
Syria,1897,428.93
Syria,1898,428.77
Syria,1899,428.53
Syria,1900,428.23
Syria,1901,427.86
Syria,1902,427.42
Syria,1903,426.92
Syria,1904,426.35
Syria,1905,425.71
Syria,1906,425.01
Syria,1907,424.23
Syria,1908,423.4
Syria,1909,422.5
Syria,1910,421.56
Syria,1911,420.59
Syria,1912,419.59
Syria,1913,418.58
Syria,1914,417.58
Syria,1915,416.57
Syria,1916,415.56
Syria,1917,414.56
Syria,1918,413.55
Syria,1919,412.54
Syria,1920,411.53
Syria,1921,410.53
Syria,1922,409.52
Syria,1923,408.51
Syria,1924,407.51
Syria,1925,406.5
Syria,1926,405.49
Syria,1927,404.49
Syria,1928,403.48
Syria,1929,402.47
Syria,1930,401.46
Syria,1931,400.46
Syria,1932,399.45
Syria,1933,398.44
Syria,1934,397.44
Syria,1935,396.43
Syria,1936,382.27
Syria,1937,368.49
Syria,1938,355.06
Syria,1939,341.97
Syria,1940,329.21
Syria,1950,307.9
Syria,1951,292
Syria,1952,276.8
Syria,1953,262.3
Syria,1954,248.6
Syria,1955,235.3
Syria,1956,222.9
Syria,1957,211.1
Syria,1958,199.9
Syria,1959,189.4
Syria,1960,179.5
Syria,1961,170.2
Syria,1962,161.4
Syria,1963,153.2
Syria,1964,145.4
Syria,1965,138
Syria,1966,131
Syria,1967,124.2
Syria,1968,117.6
Syria,1969,111.3
Syria,1970,105.3
Syria,1971,99.5
Syria,1972,94.2
Syria,1973,89.2
Syria,1974,84.4
Syria,1975,79.9
Syria,1976,75.7
Syria,1977,71.7
Syria,1978,67.8
Syria,1979,64.3
Syria,1980,60.9
Syria,1981,57.8
Syria,1982,54.8
Syria,1983,52.1
Syria,1984,49.5
Syria,1985,47.1
Syria,1986,44.8
Syria,1987,42.7
Syria,1988,40.8
Syria,1989,38.9
Syria,1990,37.2
Syria,1991,35.5
Syria,1992,33.9
Syria,1993,32.4
Syria,1994,30.9
Syria,1995,29.5
Syria,1996,28.1
Syria,1997,26.8
Syria,1998,25.6
Syria,1999,24.5
Syria,2000,23.3
Syria,2001,22.3
Syria,2002,21.4
Syria,2003,20.4
Syria,2004,19.6
Syria,2005,18.8
Syria,2006,18
Syria,2007,17.2
Syria,2008,16.5
Syria,2009,15.8
Syria,2010,15.2
Syria,2011,15
Syria,2012,15.1
Syria,2013,14.6
Taiwan,1800,467.19
Taiwan,1801,467.19
Taiwan,1802,467.19
Taiwan,1803,467.19
Taiwan,1804,467.19
Taiwan,1805,467.19
Taiwan,1806,467.19
Taiwan,1807,467.19
Taiwan,1808,467.19
Taiwan,1809,467.19
Taiwan,1810,467.19
Taiwan,1811,467.19
Taiwan,1812,467.19
Taiwan,1813,467.19
Taiwan,1814,467.19
Taiwan,1815,467.19
Taiwan,1816,467.19
Taiwan,1817,467.19
Taiwan,1818,467.19
Taiwan,1819,467.19
Taiwan,1820,467.19
Taiwan,1821,467.19
Taiwan,1822,467.19
Taiwan,1823,467.19
Taiwan,1824,467.19
Taiwan,1825,467.19
Taiwan,1826,467.19
Taiwan,1827,467.19
Taiwan,1828,467.19
Taiwan,1829,467.19
Taiwan,1830,467.19
Taiwan,1831,467.19
Taiwan,1832,467.19
Taiwan,1833,467.19
Taiwan,1834,467.19
Taiwan,1835,467.19
Taiwan,1836,467.19
Taiwan,1837,467.19
Taiwan,1838,467.19
Taiwan,1839,467.19
Taiwan,1840,467.19
Taiwan,1841,467.19
Taiwan,1842,467.19
Taiwan,1843,467.19
Taiwan,1844,467.19
Taiwan,1845,467.19
Taiwan,1846,467.19
Taiwan,1847,467.19
Taiwan,1848,467.19
Taiwan,1849,467.19
Taiwan,1850,467.19
Taiwan,1851,467.19
Taiwan,1852,467.19
Taiwan,1853,467.19
Taiwan,1854,467.19
Taiwan,1855,467.19
Taiwan,1856,467.19
Taiwan,1857,467.19
Taiwan,1858,467.19
Taiwan,1859,467.19
Taiwan,1860,467.19
Taiwan,1861,467.19
Taiwan,1862,467.19
Taiwan,1863,467.19
Taiwan,1864,467.19
Taiwan,1865,467.19
Taiwan,1866,467.19
Taiwan,1867,467.19
Taiwan,1868,467.19
Taiwan,1869,467.19
Taiwan,1870,467.19
Taiwan,1871,467.19
Taiwan,1872,467.19
Taiwan,1873,467.19
Taiwan,1874,467.19
Taiwan,1875,467.19
Taiwan,1876,467.19
Taiwan,1877,467.19
Taiwan,1878,467.19
Taiwan,1879,467.19
Taiwan,1880,467.19
Taiwan,1881,467.19
Taiwan,1882,467.19
Taiwan,1883,467.19
Taiwan,1884,467.19
Taiwan,1885,467.19
Taiwan,1886,467.19
Taiwan,1887,467.19
Taiwan,1888,467.19
Taiwan,1889,467.19
Taiwan,1890,467.19
Taiwan,1891,467.19
Taiwan,1892,467.19
Taiwan,1893,467.19
Taiwan,1894,467.17
Taiwan,1895,467.14
Taiwan,1896,467.07
Taiwan,1897,466.94
Taiwan,1898,466.76
Taiwan,1899,466.5
Taiwan,1900,466.18
Taiwan,1901,465.77
Taiwan,1902,465.3
Taiwan,1903,464.75
Taiwan,1904,464.13
Taiwan,1905,463.44
Taiwan,1906,462.67
Taiwan,1907,445.43
Taiwan,1908,426
Taiwan,1909,413.52
Taiwan,1910,386.49
Taiwan,1911,385.6
Taiwan,1912,383.47
Taiwan,1913,391.07
Taiwan,1914,407.44
Taiwan,1915,450.77
Taiwan,1916,429.73
Taiwan,1917,410.78
Taiwan,1918,480.74
Taiwan,1919,411.29
Taiwan,1920,457.51
Taiwan,1921,424.52
Taiwan,1922,344.45
Taiwan,1923,358.29
Taiwan,1924,337.21
Taiwan,1925,369.19
Taiwan,1926,336.63
Taiwan,1927,308.04
Taiwan,1928,300.04
Taiwan,1929,293.17
Taiwan,1930,286.42
Taiwan,1931,288.69
Taiwan,1932,286.97
Taiwan,1933,279.31
Taiwan,1934,272.78
Taiwan,1935,270.15
Taiwan,1936,277.19
Taiwan,1937,271.67
Taiwan,1938,259.57
Taiwan,1939,259.84
Taiwan,1940,257.3
Taiwan,1941,246.49
Taiwan,1942,235.92
Taiwan,1943,226.48
Taiwan,1944,216.39
Taiwan,1945,206.53
Taiwan,1946,196.9
Taiwan,1947,187.5
Taiwan,1948,179.09
Taiwan,1949,170.07
Taiwan,1950,161.28
Taiwan,1951,157.13
Taiwan,1952,132.39
Taiwan,1953,119.69
Taiwan,1954,108.02
Taiwan,1955,104.81
Taiwan,1956,103.35
Taiwan,1957,102.99
Taiwan,1958,91.15
Taiwan,1959,90.15
Taiwan,1960,88.01
Taiwan,1970,27.16
Taiwan,1971,25.27
Taiwan,1972,22.05
Taiwan,1973,21.7
Taiwan,1974,19.93
Taiwan,1975,19.71
Taiwan,1976,18.04
Taiwan,1977,16.58
Taiwan,1978,15.7
Taiwan,1979,15.05
Taiwan,1980,15.27
Taiwan,1981,14.27
Taiwan,1982,12.82
Taiwan,1983,11.82
Taiwan,1984,10.8
Taiwan,1985,10.58
Taiwan,1986,9.75
Taiwan,1987,8.52
Taiwan,1988,8.99
Taiwan,1989,8.91
Taiwan,1990,8.95
Taiwan,1991,8.44
Taiwan,1992,8.25
Taiwan,1993,7.77
Taiwan,1994,7.63
Taiwan,1995,9.02
Taiwan,1996,9.27
Taiwan,1997,9
Taiwan,1998,8.94
Taiwan,1999,9.07
Taiwan,2000,8.55
Taiwan,2001,7.98
