Entity,Year,"Male lung cancer deaths per 100,000 (WHO (IARC) (2016))"
Hungary,1968,40.03
Hungary,1969,40.86
Hungary,1970,40.14
Hungary,1971,43.08
Hungary,1972,42.35
Hungary,1973,43.44
Hungary,1974,47.65
Hungary,1975,47.25
Hungary,1976,49.03
Hungary,1977,50.51
Hungary,1978,54.69
Hungary,1979,56.45
Hungary,1980,57.1
Hungary,1981,60.91
Hungary,1982,63.43
Hungary,1983,64.69
Hungary,1984,67.33
Hungary,1985,67.25
Hungary,1986,73.45
Hungary,1987,75.63
Hungary,1988,73.66
Hungary,1989,74.87
Hungary,1990,78.95
Hungary,1991,80.22
Hungary,1992,83.14
Hungary,1993,83.6
Hungary,1994,84.53
Hungary,1995,82.91
Hungary,1996,84.75
Hungary,1997,84.08
Hungary,1998,84.93
Hungary,1999,82.96
Hungary,2000,81.35
Hungary,2001,80.22
Hungary,2002,78.66
Iceland,1951,6.18
Iceland,1953,8.49
Iceland,1954,6.81
Iceland,1955,9.75
Iceland,1956,9.52
Iceland,1957,8.63
Iceland,1958,7.08
Iceland,1959,12.9
Iceland,1960,9.58
Iceland,1961,9.1
Iceland,1962,13.35
Iceland,1963,11.06
Iceland,1964,14.52
Iceland,1965,10.65
Iceland,1966,11.54
Iceland,1967,21.18
Iceland,1968,16.08
Iceland,1969,11.73
Iceland,1970,17.18
Iceland,1971,10
Iceland,1972,19.06
Iceland,1973,14.06
Iceland,1974,14.17
Iceland,1975,19.49
Iceland,1976,16.02
Iceland,1977,23.55
Iceland,1978,20.85
Iceland,1979,25.69
Iceland,1980,15.29
Iceland,1981,33.64
Iceland,1982,29.96
Iceland,1983,27.48
Iceland,1984,20.53
Iceland,1985,32.01
Iceland,1986,24.41
Iceland,1987,27.62
Iceland,1988,30.6
Iceland,1989,26.57
Iceland,1990,30.4
Iceland,1991,35.35
Iceland,1992,27.38
Iceland,1993,29.74
Iceland,1994,22.99
Iceland,1995,29.19
Iceland,1996,34.24
Iceland,1997,36.04
Iceland,1998,29.35
Iceland,1999,32.93
Iceland,2000,26.27
Iceland,2001,30.45
Iceland,2002,25.06
India,2002,7.9
Indonesia,2002,18.6
Iran,2002,6.7
Iraq,2002,21.1
Ireland,1950,10.21
Ireland,1951,12.5
Ireland,1952,14.46
Ireland,1953,16.65
Ireland,1954,18.09
Ireland,1955,19.13
Ireland,1956,21.95
Ireland,1957,22.1
Ireland,1958,21.66
Ireland,1959,24.6
Ireland,1960,26.37
Ireland,1961,27.89
Ireland,1962,28.51
Ireland,1963,27.59
Ireland,1964,28.62
Ireland,1965,31.39
Ireland,1966,34.38
Ireland,1967,34.41
Ireland,1968,38.36
Ireland,1969,36.31
Ireland,1970,40.38
Ireland,1971,40.23
Ireland,1972,39.57
Ireland,1973,43.06
Ireland,1974,43.54
Ireland,1975,44.72
Ireland,1976,48.34
Ireland,1977,46.37
Ireland,1978,46.35
Ireland,1979,46.66
Ireland,1980,44.93
Ireland,1981,49.81
Ireland,1982,45.72
Ireland,1983,50.21
Ireland,1984,51.93
Ireland,1985,52.44
Ireland,1986,51.92
Ireland,1987,46.78
Ireland,1988,49.55
Ireland,1989,47.2
Ireland,1990,46.57
Ireland,1991,44.86
Ireland,1992,45.97
Ireland,1993,47.26
Ireland,1994,45.31
Ireland,1995,43.36
Ireland,1996,40.01
Ireland,1997,37.09
Ireland,1998,39.79
Ireland,1999,36.67
Ireland,2000,38.06
Ireland,2001,35.93
Ireland,2002,35.14
Israel,1975,26.18
Israel,1976,26.2
Israel,1977,25.61
Israel,1978,25.37
Israel,1979,26.13
Israel,1980,27.21
Israel,1981,23.28
Israel,1982,25.23
Israel,1983,24.09
Israel,1984,25.17
Israel,1985,25.92
Israel,1986,24.44
Israel,1987,23.5
Israel,1988,24.06
Israel,1989,26.48
Israel,1990,28.3
Israel,1991,27.04
Israel,1992,26.03
Israel,1993,29.51
Israel,1994,28.7
Israel,1995,27.34
Israel,1996,26.8
Israel,1997,26.61
Israel,1998,27.37
Israel,1999,27.23
Israel,2000,26.8
Israel,2001,27.07
Israel,2002,28.12
Italy,1951,9.45
Italy,1952,10.77
Italy,1953,12.05
Italy,1954,13.96
Italy,1955,14.7
Italy,1956,16.68
Italy,1957,17.77
Italy,1958,18.47
Italy,1959,19.78
Italy,1960,21.65
Italy,1961,22.82
Italy,1962,24.3
Italy,1963,25.13
Italy,1964,28.04
Italy,1965,29.23
Italy,1966,30.57
Italy,1967,32.28
Italy,1968,34.46
Italy,1969,36.21
Italy,1970,36.02
Italy,1971,38.63
Italy,1972,39.66
Italy,1973,41.11
Italy,1974,43.21
Italy,1975,44.79
Italy,1976,47.1
Italy,1977,48.53
Italy,1978,50.44
Italy,1979,52.35
Italy,1980,55.13
Italy,1981,54.76
Italy,1982,56.85
Italy,1983,58.23
Italy,1984,58.26
Italy,1985,59.34
Italy,1986,58.04
Italy,1987,59.78
Italy,1988,59.35
Italy,1989,57.36
Italy,1990,56.13
Italy,1991,55.76
Italy,1992,55.54
Italy,1993,55.02
Italy,1994,54.07
Italy,1995,52.3
Italy,1996,51.15
Italy,1997,50.14
Italy,1998,49.21
Italy,1999,48.2
Italy,2000,46.03
Italy,2001,45.36
Italy,2002,44.23
Jamaica,2002,22.1
Japan,1950,2.69
Japan,1951,2.69
Japan,1952,3.48
Japan,1953,3.86
Japan,1954,4.89
Japan,1955,5.77
Japan,1956,6.86
Japan,1957,7.35
Japan,1958,8.23
Japan,1959,9.15
Japan,1960,9.8
Japan,1961,10.35
Japan,1962,11.15
Japan,1963,11.95
Japan,1964,12.51
Japan,1965,12.99
Japan,1966,13.73
Japan,1967,14.42
Japan,1968,14.9
Japan,1969,15.66
Japan,1970,15.86
Japan,1971,16.56
Japan,1972,17.69
Japan,1973,18.02
Japan,1974,18.89
Japan,1975,19.59
Japan,1976,20.44
Japan,1977,21.72
Japan,1978,22.43
Japan,1979,23.67
Japan,1980,24.27
Japan,1981,25.34
Japan,1982,25.78
Japan,1983,26.45
Japan,1984,27.32
Japan,1985,27.68
Japan,1986,27.54
Japan,1987,28.71
Japan,1988,29.3
Japan,1989,30.21
Japan,1990,30.35
Japan,1991,30.48
Japan,1992,30.74
Japan,1993,30.86
Japan,1994,31.06
Japan,1995,31.51
Japan,1996,31.95
Japan,1997,31.42
Japan,1998,31.37
Japan,1999,31.01
Japan,2000,30.89
Japan,2001,30.42
Japan,2002,30.22
Jordan,2002,15.3
Kazakhstan,1981,55.3
Kazakhstan,1982,52.67
Kazakhstan,1985,59.51
Kazakhstan,1986,62.24
Kazakhstan,1987,63.72
Kazakhstan,1988,65.08
Kazakhstan,1989,67.84
Kazakhstan,1990,70.64
Kazakhstan,1991,69.87
Kazakhstan,1992,71.09
Kazakhstan,1993,70.73
Kazakhstan,1994,63.97
Kazakhstan,1995,63.25
Kazakhstan,1996,59.47
Kazakhstan,1997,57.33
Kazakhstan,1998,58.45
Kazakhstan,1999,54.38
Kazakhstan,2000,54.61
Kazakhstan,2001,51.71
Kazakhstan,2002,52.04
Kenya,2002,4.1
Kuwait,1972,15.06
Kuwait,1975,17.93
Kuwait,1976,16.83
Kuwait,1977,24.86
Kuwait,1978,20.65
Kuwait,1979,24.6
Kuwait,1980,25.59
Kuwait,1981,16.69
Kuwait,1982,30.2
Kuwait,1983,24.54
Kuwait,1984,26.8
Kuwait,1985,26.09
Kuwait,1986,20.44
Kuwait,1987,18.66
Kuwait,1993,11.87
Kuwait,1994,11.79
Kuwait,1995,20.32
Kuwait,1996,19.63
Kuwait,1997,19.29
Kuwait,1998,15.92
Kuwait,1999,11.48
Kuwait,2000,16.99
Kuwait,2001,9.58
Kuwait,2002,12.28
Kyrgyzstan,1981,28.77
Kyrgyzstan,1982,33.23
Kyrgyzstan,1985,31.19
Kyrgyzstan,1986,32.68
Kyrgyzstan,1987,32.19
Kyrgyzstan,1988,35.11
Kyrgyzstan,1989,38.71
Kyrgyzstan,1990,35.14
Kyrgyzstan,1991,36.29
Kyrgyzstan,1992,36.41
Kyrgyzstan,1993,28.15
Kyrgyzstan,1994,25.47
Kyrgyzstan,1995,25.99
Kyrgyzstan,1996,24.04
Kyrgyzstan,1997,23.69
Kyrgyzstan,1998,22.31
Kyrgyzstan,1999,22.84
Kyrgyzstan,2000,20.38
Kyrgyzstan,2001,19.35
Kyrgyzstan,2002,22.15
Laos,2002,16.9
Latvia,1980,51.86
Latvia,1981,51.09
Latvia,1982,57.91
Latvia,1983,57.73
Latvia,1984,56.64
Latvia,1985,58.81
Latvia,1986,62.83
Latvia,1987,64.85
Latvia,1988,66.08
Latvia,1989,65.43
Latvia,1990,63.94
Latvia,1991,70.83
Latvia,1992,68.1
Latvia,1993,63.61
Latvia,1994,67.22
Latvia,1995,60.97
Latvia,1996,62.33
Latvia,1997,57.23
Latvia,1998,57.97
Latvia,1999,61.82
Latvia,2000,55.5
Latvia,2001,60.26
Latvia,2002,56.63
Lebanon,2002,29.1
Lesotho,2002,11.3
Liberia,2002,1.6
Libya,2002,10.1
Lithuania,1981,52.29
Lithuania,1982,51.81
Lithuania,1985,54.2
Lithuania,1986,56.13
Lithuania,1987,57.88
Lithuania,1988,59.83
Lithuania,1989,59.51
Lithuania,1990,61.46
Lithuania,1991,65.03
Lithuania,1992,62.91
Lithuania,1993,62.96
Lithuania,1994,64.79
Lithuania,1995,63.4
Lithuania,1996,60.33
Lithuania,1997,57.9
Lithuania,1998,60.33
Lithuania,1999,58.69
Lithuania,2000,54.13
Lithuania,2001,55.58
Lithuania,2002,55.21
Luxembourg,1967,63.51
Luxembourg,1968,65.72
Luxembourg,1969,56.77
Luxembourg,1970,71.45
Luxembourg,1971,69.1
Luxembourg,1972,63.32
Luxembourg,1973,67.07
Luxembourg,1974,54.93
Luxembourg,1975,66.74
Luxembourg,1976,68.53
Luxembourg,1977,71.53
Luxembourg,1978,65.46
Luxembourg,1979,64.36
Luxembourg,1980,67.29
Luxembourg,1981,71.75
Luxembourg,1982,72.98
Luxembourg,1983,70.41
Luxembourg,1984,67.46
Luxembourg,1985,66.17
Luxembourg,1986,72.5
Luxembourg,1987,70.25
Luxembourg,1988,72.4
Luxembourg,1989,63.13
Luxembourg,1990,61.6
Luxembourg,1991,55.89
Luxembourg,1992,62.57
Luxembourg,1993,63.51
Luxembourg,1994,51.91
Luxembourg,1995,58.45
Luxembourg,1996,54.84
Luxembourg,1997,54.09
Luxembourg,1998,53.29
Luxembourg,1999,46.41
Luxembourg,2000,48.06
Luxembourg,2001,41.67
Luxembourg,2002,44
Macedonia,1991,31.65
Macedonia,1992,34.93
Macedonia,1993,38.04
Macedonia,1994,41.29
Macedonia,1995,36.43
Macedonia,1996,41.33
Macedonia,1997,41.49
Macedonia,1998,43.11
Macedonia,1999,39.91
Macedonia,2000,41.45
Macedonia,2001,41.64
Macedonia,2002,42.24
Madagascar,2002,3.5
Malawi,2002,2.4
Malaysia,2002,27.9
Mali,2002,2.8
Malta,1965,38.38
Malta,1967,30.7
Malta,1968,38.06
Malta,1969,40.92
Malta,1970,35.94
Malta,1971,44.2
Malta,1972,25.01
Malta,1973,29.24
Malta,1974,30.44
Malta,1975,47.36
Malta,1976,38.99
Malta,1977,31.18
Malta,1978,41.25
Malta,1979,40.01
Malta,1980,39.62
Malta,1981,41.53
Malta,1982,39.64
Malta,1983,40.18
Malta,1984,39.89
Malta,1985,47.48
Malta,1986,47.48
Malta,1987,47.77
Malta,1988,35.49
Malta,1989,45.36
Malta,1990,40.48
Malta,1991,44.11
Malta,1992,43.76
Malta,1993,42.54
Malta,1994,40.42
Malta,1995,43.33
Malta,1996,49.16
Malta,1997,38.57
Malta,1998,32.29
Malta,1999,38.19
Malta,2000,35.12
Malta,2001,40.76
Malta,2002,41.35
Mauritania,2002,2.4
Mauritius,1961,12.15
Mauritius,1962,9.55
Mauritius,1963,8.57
Mauritius,1964,11.82
Mauritius,1965,4.35
Mauritius,1966,11.11
Mauritius,1967,9.39
Mauritius,1968,16.95
Mauritius,1969,16.24
Mauritius,1970,15.71
Mauritius,1971,11.47
Mauritius,1972,20.94
Mauritius,1973,27.53
Mauritius,1974,10.94
Mauritius,1975,18.63
Mauritius,1976,19.57
Mauritius,1977,11.83
Mauritius,1978,16.91
Mauritius,1979,21.52
Mauritius,1980,22.18
Mauritius,1981,30.83
Mauritius,1982,19.84
Mauritius,1983,15.35
Mauritius,1984,19.29
Mauritius,1985,19.94
Mauritius,1986,17.1
Mauritius,1987,14.3
Mauritius,1988,20.29
Mauritius,1989,18.71
Mauritius,1990,15.59
Mauritius,1991,18.74
Mauritius,1992,17.62
Mauritius,1993,14.93
Mauritius,1994,14.8
Mauritius,1995,17.49
Mauritius,1996,16.45
Mauritius,1997,12.7
Mauritius,1998,16.7
Mauritius,1999,14.02
Mauritius,2000,12.86
Mauritius,2001,19.88
Mauritius,2002,15.87
Mexico,1955,3.66
Mexico,1956,4.28
Mexico,1957,4.41
Mexico,1958,5.58
Mexico,1959,5.54
Mexico,1960,5.84
Mexico,1961,5.71
Mexico,1962,5.47
Mexico,1963,5.69
Mexico,1964,5.98
Mexico,1965,6.64
Mexico,1966,6.56
Mexico,1967,7.55
Mexico,1968,7.12
Mexico,1969,6.87
Mexico,1970,7.45
Mexico,1971,7.79
Mexico,1972,7.98
Mexico,1973,8.29
Mexico,1974,8.62
Mexico,1975,9.31
Mexico,1976,9.65
Mexico,1977,9.79
Mexico,1978,10.86
Mexico,1979,11.81
Mexico,1980,11.06
Mexico,1981,12.05
Mexico,1982,12.41
Mexico,1983,12.97
Mexico,1984,13.34
Mexico,1985,14.25
Mexico,1986,14.47
Mexico,1987,15.03
Mexico,1988,15.18
Mexico,1989,15.83
Mexico,1990,14.77
Mexico,1991,14.81
Mexico,1992,15.28
Mexico,1993,16.02
Mexico,1994,15.36
Mexico,1995,14.91
Mexico,1996,14.22
Mexico,1997,14.49
Mexico,1998,13.7
Mexico,1999,13.62
Mexico,2000,12.66
Mexico,2001,12.65
Mexico,2002,12.5
Moldova,1981,31.5
Moldova,1982,33.52
Moldova,1985,39.7
Moldova,1986,41.09
Moldova,1987,42.18
Moldova,1988,45.36
Moldova,1989,47.7
Moldova,1990,45.88
Moldova,1991,42.57
Moldova,1992,42.12
Moldova,1993,41.42
Moldova,1994,44.01
Moldova,1995,40.75
Moldova,1996,41.29
Moldova,1997,35.03
Moldova,1998,31.37
Moldova,1999,28.11
Moldova,2000,28.11
Moldova,2001,30.59
Moldova,2002,28.48
Mongolia,2002,27.6
Morocco,2002,19.6
Mozambique,2002,1.7
Myanmar,2002,25.5
Namibia,2002,5.9
Nepal,2002,11
Netherlands,1950,22.92
Netherlands,1951,25.86
Netherlands,1952,26.45
Netherlands,1953,27.61
Netherlands,1954,30.74
Netherlands,1955,30.83
Netherlands,1956,34.27
Netherlands,1957,35.31
Netherlands,1958,36.52
Netherlands,1959,40.22
Netherlands,1960,41.81
Netherlands,1961,45.47
Netherlands,1962,47.6
Netherlands,1963,50.47
Netherlands,1964,52.54
Netherlands,1965,52.85
Netherlands,1966,56.33
Netherlands,1967,59.82
Netherlands,1968,62.09
Netherlands,1969,62.83
Netherlands,1970,64.88
Netherlands,1971,68.02
Netherlands,1972,67.5
Netherlands,1973,70.15
Netherlands,1974,70.4
Netherlands,1975,72.97
Netherlands,1976,75.34
Netherlands,1977,74.28
Netherlands,1978,77.89
Netherlands,1979,76
Netherlands,1980,77.9
Netherlands,1981,77.85
Netherlands,1982,78.2
Netherlands,1983,75.91
Netherlands,1984,77.18
Netherlands,1985,76.75
Netherlands,1986,76.96
Netherlands,1987,74.82
Netherlands,1988,74.94
Netherlands,1989,71.72
Netherlands,1990,67.3
Netherlands,1991,67.53
Netherlands,1992,66.23
Netherlands,1993,65.15
Netherlands,1994,62.74
Netherlands,1995,61.25
Netherlands,1996,58.83
Netherlands,1997,57.72
Netherlands,1998,56.19
Netherlands,1999,54.37
Netherlands,2000,50.45
Netherlands,2001,50.42
Netherlands,2002,49.33
New Zealand,1950,16.86
New Zealand,1951,19.48
New Zealand,1952,21.99
New Zealand,1953,21.84
New Zealand,1954,23.68
New Zealand,1955,26.49
New Zealand,1956,26.78
New Zealand,1957,30.16
New Zealand,1958,28.74
New Zealand,1959,29.93
New Zealand,1960,27.96
New Zealand,1961,32.24
New Zealand,1962,34.7
New Zealand,1963,36.6
New Zealand,1964,37.55
New Zealand,1965,37.78
New Zealand,1966,41.04
New Zealand,1967,37.39
New Zealand,1968,45.11
New Zealand,1969,46.05
New Zealand,1970,47
New Zealand,1971,45.99
New Zealand,1972,42.33
New Zealand,1973,45.44
New Zealand,1974,48.88
New Zealand,1975,49.66
New Zealand,1976,51.74
New Zealand,1977,50.33
New Zealand,1978,48.49
New Zealand,1979,49.49
New Zealand,1980,48.64
New Zealand,1981,49.44
New Zealand,1982,46.14
New Zealand,1983,50.98
New Zealand,1984,51.01
New Zealand,1985,45.16
New Zealand,1986,47.92
New Zealand,1987,47.38
New Zealand,1988,44.14
New Zealand,1989,42.92
New Zealand,1990,42.19
New Zealand,1991,40.21
New Zealand,1992,42.35
New Zealand,1993,38.93
New Zealand,1994,38.42
New Zealand,1995,37.47
New Zealand,1996,36.93
New Zealand,1997,35.27
New Zealand,1998,33.42
New Zealand,1999,32.8
New Zealand,2000,31.58
New Zealand,2001,30.17
New Zealand,2002,29.74
Nicaragua,1961,0.49
Nicaragua,1962,0.51
Nicaragua,1963,1.41
Nicaragua,1964,0.9
Nicaragua,1968,0.26
Nicaragua,1969,1.37
Nicaragua,1973,0.5
Nicaragua,1974,0.52
Nicaragua,1975,2.12
Nicaragua,1976,0.28
Nicaragua,1977,1.36
Nicaragua,1978,1.2
Nicaragua,1988,3.62
Nicaragua,1989,3.5
Nicaragua,1990,5.47
Nicaragua,1991,3.43
Nicaragua,1992,3.42
Nicaragua,1993,3.83
Nicaragua,1994,5.09
Nicaragua,1996,5.1
Nicaragua,1997,5.55
Nicaragua,1998,5.41
Nicaragua,1999,6.1
Nicaragua,2000,6.33
Nicaragua,2001,4.6
Nicaragua,2002,5.52
Niger,2002,4.6
Nigeria,2002,1.1
North Korea,2002,43
Norway,1951,7.08
Norway,1952,7.72
Norway,1953,7.21
Norway,1954,8.92
Norway,1955,7.95
Norway,1956,9.15
Norway,1957,9.01
Norway,1958,10.39
Norway,1959,11.53
Norway,1960,12.7
Norway,1961,12.57
Norway,1962,12.28
Norway,1963,13.67
Norway,1964,14.24
Norway,1965,14.56
Norway,1966,14.44
Norway,1967,16.45
Norway,1968,18.27
Norway,1969,18.55
Norway,1970,19.39
Norway,1971,19.52
Norway,1972,19.42
Norway,1973,20.24
Norway,1974,19.83
Norway,1975,22.8
Norway,1976,23.26
Norway,1977,24.09
Norway,1978,24.85
Norway,1979,24.66
Norway,1980,24.24
Norway,1981,29.57
Norway,1982,28.92
Norway,1983,27.53
Norway,1984,28.95
Norway,1985,29.54
Norway,1986,30.97
Norway,1987,30.7
Norway,1988,31.23
Norway,1989,29.66
Norway,1990,30.06
Norway,1991,31.6
Norway,1992,31.14
Norway,1993,32.1
Norway,1994,32.02
Norway,1995,31.45
Norway,1996,31.06
Norway,1997,31.37
Norway,1998,30.56
Norway,1999,32.04
Norway,2000,30.03
Norway,2001,30.01
Norway,2002,31.95
Oman,2002,8.8
Pakistan,2002,18.6
Panama,1955,5.55
Panama,1956,6.04
Panama,1957,9.06
Panama,1958,7.05
Panama,1959,5.27
Panama,1960,5.82
Panama,1961,8.81
Panama,1962,6.65
Panama,1963,6.91
Panama,1964,6.43
Panama,1965,9.61
Panama,1966,7.92
Panama,1967,6.91
Panama,1968,7.12
Panama,1969,7.02
Panama,1970,8.85
Panama,1971,8.42
Panama,1972,10.82
Panama,1973,9.6
Panama,1974,10.65
Panama,1975,11.24
Panama,1976,10.54
Panama,1977,12.24
Panama,1978,11.43
Panama,1979,13.92
Panama,1980,16.07
Panama,1981,12.38
Panama,1982,13.87
Panama,1983,14.22
Panama,1984,13.9
Panama,1985,12.69
Panama,1986,16.49
Panama,1987,13.53
Panama,1988,14.39
Panama,1989,15.17
Panama,1996,12.84
Panama,1997,11.35
Panama,1998,12.45
Panama,1999,12.34
Panama,2000,10.88
Panama,2001,11.56
Panama,2002,12.62
Papua New Guinea,2002,2.1
Paraguay,2002,19.7
Peru,2002,11.6
Philippines,2002,46.6
Poland,1959,14.61
Poland,1960,17.49
Poland,1961,18.87
Poland,1962,20.81
Poland,1963,23.52
Poland,1964,26.36
Poland,1965,27.8
Poland,1966,30.08
Poland,1967,31.85
Poland,1968,34.15
Poland,1969,34.14
Poland,1970,35.96
Poland,1971,39.2
Poland,1972,39.57
Poland,1973,42.75
Poland,1974,43.89
Poland,1975,45.43
Poland,1976,48.18
Poland,1977,48.13
Poland,1978,50.81
Poland,1979,52.44
Poland,1980,55.26
Poland,1981,57.12
Poland,1982,57.58
Poland,1983,61.71
Poland,1984,63.56
Poland,1985,65.15
Poland,1986,66.27
Poland,1987,66.75
Poland,1988,68.99
Poland,1989,69.38
Poland,1990,71.08
Poland,1991,72
Poland,1992,70.32
Poland,1993,71.98
Poland,1994,71.3
Poland,1995,72.2
Poland,1996,70.35
Poland,1999,67.69
Poland,2000,68.06
Poland,2001,68.63
Poland,2002,68.73
Portugal,1955,7.8
Portugal,1956,6.78
Portugal,1957,8.14
Portugal,1958,7.58
Portugal,1959,8.37
Portugal,1960,8.82
Portugal,1961,9.04
Portugal,1962,9.71
Portugal,1963,10.3
Portugal,1964,10.29
Portugal,1965,10.93
Portugal,1966,12.63
Portugal,1967,11.16
Portugal,1968,13
Portugal,1969,13.22
Portugal,1970,14.06
Portugal,1971,15.1
Portugal,1972,14.49
Portugal,1973,15.21
Portugal,1974,14.73
Portugal,1975,16.67
Portugal,1976,16.99
Portugal,1977,17.06
Portugal,1978,19.31
Portugal,1979,20.11
Portugal,1980,21.2
Portugal,1981,20.28
Portugal,1982,21.25
Portugal,1983,21.76
Portugal,1984,22.47
Portugal,1985,24.46
Portugal,1986,24.56
Portugal,1987,25.99
Portugal,1988,24.68
Portugal,1989,24.17
Portugal,1990,26.25
Portugal,1991,25.8
Portugal,1992,25.78
Portugal,1993,29.09
Portugal,1994,27.83
Portugal,1995,27.8
Portugal,1996,29
Portugal,1997,28.31
Portugal,1998,29.64
Portugal,1999,27.54
Portugal,2000,28.43
Portugal,2001,28.36
Portugal,2002,28.87
Puerto Rico,2002,19.1
Qatar,2002,18.5
Romania,1959,18.21
Romania,1960,19.19
Romania,1961,23.51
Romania,1962,24.56
Romania,1963,25.47
Romania,1964,26.21
Romania,1965,27.34
Romania,1966,26.72
Romania,1967,24.93
Romania,1968,25.43
Romania,1969,27.46
Romania,1970,27.3
Romania,1971,28.37
Romania,1972,28.38
Romania,1973,28.56
Romania,1974,29.13
Romania,1975,29.72
Romania,1976,30.97
Romania,1977,30.98
Romania,1978,32.08
Romania,1980,33.15
Romania,1981,32.51
Romania,1982,32.95
Romania,1983,33.28
Romania,1984,34.13
Romania,1985,35.72
Romania,1986,37.79
Romania,1987,37.78
Romania,1988,39.62
Romania,1989,38.8
Romania,1990,38.27
Romania,1991,39.72
Romania,1992,42.28
Romania,1993,43.02
Romania,1994,44.6
Romania,1995,45.17
Romania,1996,44.39
Romania,1997,45.05
Romania,1998,45.59
Romania,1999,44.13
Romania,2000,46.87
Romania,2001,47.26
Romania,2002,47.02
Russia,1980,59.61
Russia,1981,60.52
Russia,1982,62.24
Russia,1983,64.17
Russia,1984,64.85
Russia,1985,66.26
Russia,1986,68.48
Russia,1987,69.37
Russia,1988,71.39
Russia,1989,72.31
Russia,1990,72.73
Russia,1991,73.02
Russia,1992,73.21
Russia,1993,73.88
Russia,1994,72.27
Russia,1995,68.58
Russia,1996,64.72
Russia,1997,63.97
Russia,1998,62.79
Russia,1999,61.75
Russia,2000,60.44
Russia,2001,57.57
Russia,2002,56.75
Rwanda,2002,1.7
Samoa,2002,16
Saudi Arabia,2002,9.6
Senegal,2002,1.4
Serbia and Montenegro,2002,47.9
Sierra Leone,2002,2.4
Singapore,1963,32.4
Singapore,1964,29.76
Singapore,1965,30.84
Singapore,1966,29.98
Singapore,1967,31.4
Singapore,1968,31.88
Singapore,1969,30.45
Singapore,1970,36.45
Singapore,1971,39.2
Singapore,1972,42.78
Singapore,1973,37.62
Singapore,1974,43.76
Singapore,1975,44.32
Singapore,1976,49.2
Singapore,1977,50.87
Singapore,1978,49.61
Singapore,1979,60.07
Singapore,1980,55.16
Singapore,1981,55.89
Singapore,1982,51.17
Singapore,1983,55.28
Singapore,1984,51.12
Singapore,1985,50.42
Singapore,1986,46.22
Singapore,1987,54.99
Singapore,1988,43.41
Singapore,1989,53.68
Singapore,1990,46.73
Singapore,1991,48.11
Singapore,1992,45.74
Singapore,1993,40
Singapore,1994,40.46
Singapore,1995,40.14
Singapore,1996,39.06
Singapore,1997,37
Singapore,1998,37.83
Singapore,1999,37.45
Singapore,2000,33.04
Singapore,2001,30.77
Singapore,2002,30.49
Slovakia,1992,65.78
Slovakia,1993,65.89
Slovakia,1994,62.24
Slovakia,1995,66.18
Slovakia,1996,62.02
Slovakia,1997,61.21
Slovakia,1998,62.82
Slovakia,1999,59.62
Slovakia,2000,61.17
Slovakia,2001,56.42
Slovakia,2002,52.55
Slovenia,1985,58.38
Slovenia,1986,57.37
Slovenia,1987,56.87
Slovenia,1988,60.47
Slovenia,1989,57.56
Slovenia,1990,63.79
Slovenia,1991,58.48
Slovenia,1992,60.82
Slovenia,1993,63.3
Slovenia,1994,61.21
Slovenia,1995,62.91
Slovenia,1996,58.8
Slovenia,1997,55.54
Slovenia,1998,55.97
Slovenia,1999,54.47
Slovenia,2000,52.27
Slovenia,2001,51.07
Slovenia,2002,48.75
Solomon Islands,2002,14.8
Somalia,2002,3.5
South Africa,1993,28.35
South Africa,1994,30.58
South Africa,1995,27.72
South Africa,1996,28.25
South Africa,1997,26.49
South Africa,1998,27.15
South Africa,1999,27.93
South Africa,2000,25.25
South Africa,2001,25.75
South Africa,2002,24.88
South Korea,1985,17.16
South Korea,1986,19.21
South Korea,1987,20.39
South Korea,1988,22.85
South Korea,1989,25.23
South Korea,1990,26.51
South Korea,1991,28.68
South Korea,1992,32.76
South Korea,1993,34.74
South Korea,1994,37.84
South Korea,1995,37.72
South Korea,1996,37.36
South Korea,1997,38.31
South Korea,1998,37.06
South Korea,1999,38.46
South Korea,2000,40.93
South Korea,2001,40.7
South Korea,2002,40.27
Spain,1951,7.16
Spain,1952,9.11
Spain,1953,9.18
Spain,1954,10.51
Spain,1955,12.11
Spain,1956,13.01
Spain,1957,13.43
Spain,1958,13.67
Spain,1959,14
Spain,1960,16.64
Spain,1961,17.08
Spain,1962,18.55
Spain,1963,18.38
Spain,1964,18.74
Spain,1965,19.56
Spain,1966,20.25
Spain,1967,20.67
Spain,1968,21.94
Spain,1969,21.72
Spain,1970,22.24
Spain,1971,23.26
Spain,1972,23.97
Spain,1973,24.94
Spain,1974,26.22
Spain,1975,28.71
Spain,1976,28.75
Spain,1977,30.17
Spain,1978,31.97
Spain,1979,33.34
Spain,1980,33.25
Spain,1981,35.64
Spain,1982,36.31
Spain,1983,37.27
Spain,1984,39.37
Spain,1985,39.89
Spain,1986,40.27
Spain,1987,42.56
Spain,1988,44.56
Spain,1989,45.31
Spain,1990,45.6
Spain,1991,46.22
Spain,1992,47.15
Spain,1993,47.81
Spain,1994,48.17
Spain,1995,48.63
Spain,1996,47
Spain,1997,46.69
Spain,1998,47.44
Spain,1999,47.45
Spain,2000,46.01
Spain,2001,46.67
Spain,2002,45.1
Sri Lanka,2002,9.1
Sudan,2002,0.9
Suriname,2002,13.2
Swaziland,2002,9.3
Sweden,1951,9
Sweden,1952,8.67
Sweden,1953,9.94
Sweden,1954,10.25
