Entity,Year,CO2 emissions per capita by nation (CDIAC (2017))
Denmark,1990,9.7622
Denmark,1991,11.7073
Denmark,1992,10.4962
Denmark,1993,11.01
Denmark,1994,11.7073
Denmark,1995,10.9366
Denmark,1996,13.7625
Denmark,1997,11.6706
Denmark,1998,11.2302
Denmark,1999,10.3861
Denmark,2000,9.6154
Denmark,2001,9.8723
Denmark,2002,9.6888
Denmark,2003,10.4228
Denmark,2004,9.3952
Denmark,2005,8.6979
Denmark,2006,10.1292
Denmark,2007,9.2117
Denmark,2008,8.5511
Denmark,2009,8.074
Denmark,2010,8.4043
Denmark,2011,7.3033
Denmark,2012,6.4959
Denmark,2013,6.8629
Denmark,2014,5.9454
Djibouti,1950,0.1468
Djibouti,1951,0.4037
Djibouti,1952,0.367
Djibouti,1953,0.4037
Djibouti,1954,0.4771
Djibouti,1955,0.5138
Djibouti,1956,0.4404
Djibouti,1957,0.5872
Djibouti,1958,0.6239
Djibouti,1959,0.4404
Djibouti,1960,0.4771
Djibouti,1961,0.4771
Djibouti,1962,0.4771
Djibouti,1963,0.6606
Djibouti,1964,0.7707
Djibouti,1965,1.0643
Djibouti,1966,1.101
Djibouti,1967,0.6606
Djibouti,1968,0.8808
Djibouti,1969,0.5505
Djibouti,1970,0.8441
Djibouti,1971,0.9175
Djibouti,1972,1.0643
Djibouti,1973,0.9542
Djibouti,1974,0.9542
Djibouti,1975,0.8808
Djibouti,1976,0.8074
Djibouti,1977,0.734
Djibouti,1978,0.6973
Djibouti,1979,1.1377
Djibouti,1980,1.0276
Djibouti,1981,0.8441
Djibouti,1982,0.9542
Djibouti,1983,0.9542
Djibouti,1984,0.9175
Djibouti,1985,0.8808
Djibouti,1986,0.8808
Djibouti,1987,0.8441
Djibouti,1988,0.6973
Djibouti,1989,0.734
Djibouti,1990,0.5872
Djibouti,1991,0.5505
Djibouti,1992,0.5138
Djibouti,1993,0.5138
Djibouti,1994,0.5138
Djibouti,1995,0.4771
Djibouti,1996,0.4771
Djibouti,1997,0.4771
Djibouti,1998,0.4771
Djibouti,1999,0.4404
Djibouti,2000,0.4771
Djibouti,2001,0.4771
Djibouti,2002,0.5138
Djibouti,2003,0.5505
Djibouti,2004,0.5138
Djibouti,2005,0.5138
Djibouti,2006,0.5138
Djibouti,2007,0.5872
Djibouti,2008,0.6239
Djibouti,2009,0.5505
Djibouti,2010,0.6239
Djibouti,2011,0.5505
Djibouti,2012,0.6239
Djibouti,2013,0.6973
Djibouti,2014,0.8074
Dominica,1951,0.0734
Dominica,1952,0.1101
Dominica,1953,0.0734
Dominica,1954,0.0734
Dominica,1955,0.0734
Dominica,1956,0.0734
Dominica,1957,0.0367
Dominica,1958,0.1101
Dominica,1959,0.1468
Dominica,1960,0.1468
Dominica,1961,0.1835
Dominica,1962,0.1835
Dominica,1963,0.2569
Dominica,1964,0.2569
Dominica,1965,0.2202
Dominica,1966,0.2202
Dominica,1967,0.3303
Dominica,1968,0.2936
Dominica,1969,0.2569
Dominica,1970,0.3303
Dominica,1971,0.3303
Dominica,1972,0.3303
Dominica,1973,0.3303
Dominica,1974,0.367
Dominica,1975,0.367
Dominica,1976,0.367
Dominica,1977,0.3303
Dominica,1978,0.3303
Dominica,1979,0.4404
Dominica,1980,0.4771
Dominica,1981,0.4771
Dominica,1982,0.5138
Dominica,1983,0.5505
Dominica,1984,0.5872
Dominica,1985,0.6606
Dominica,1986,0.6606
Dominica,1987,0.6973
Dominica,1988,0.7707
Dominica,1989,0.8074
Dominica,1990,0.8074
Dominica,1991,0.8074
Dominica,1992,0.8074
Dominica,1993,0.8808
Dominica,1994,0.9542
Dominica,1995,1.1377
Dominica,1996,1.0276
Dominica,1997,1.1377
Dominica,1998,1.101
Dominica,1999,1.1377
Dominica,2000,1.468
Dominica,2001,1.5781
Dominica,2002,1.468
Dominica,2003,1.6882
Dominica,2004,1.6515
Dominica,2005,1.6882
Dominica,2006,1.6515
Dominica,2007,2.1653
Dominica,2008,1.8717
Dominica,2009,1.8717
Dominica,2010,1.9451
Dominica,2011,1.7983
Dominica,2012,1.8717
Dominica,2013,1.835
Dominica,2014,1.8717
Dominican Republic,1950,0.1468
Dominican Republic,1951,0.1468
Dominican Republic,1952,0.2202
Dominican Republic,1953,0.2202
Dominican Republic,1954,0.2202
Dominican Republic,1955,0.3303
Dominican Republic,1956,0.3303
Dominican Republic,1957,0.3303
Dominican Republic,1958,0.3303
Dominican Republic,1959,0.3303
Dominican Republic,1960,0.3303
Dominican Republic,1961,0.2936
Dominican Republic,1962,0.367
Dominican Republic,1963,0.3303
Dominican Republic,1964,0.4771
Dominican Republic,1965,0.4037
Dominican Republic,1966,0.4037
Dominican Republic,1967,0.367
Dominican Republic,1968,0.5505
Dominican Republic,1969,0.6239
Dominican Republic,1970,0.6973
Dominican Republic,1971,0.7707
Dominican Republic,1972,0.9909
Dominican Republic,1973,1.2111
Dominican Republic,1974,1.2845
Dominican Republic,1975,1.2478
Dominican Republic,1976,1.2111
Dominican Republic,1977,1.0276
Dominican Republic,1978,0.9909
Dominican Republic,1979,1.2111
Dominican Republic,1980,1.101
Dominican Republic,1981,1.0276
Dominican Republic,1982,1.0643
Dominican Republic,1983,1.2845
Dominican Republic,1984,1.1744
Dominican Republic,1985,1.1377
Dominican Republic,1986,1.2478
Dominican Republic,1987,1.4313
Dominican Republic,1988,1.4313
Dominican Republic,1989,1.468
Dominican Republic,1990,1.2845
Dominican Republic,1991,1.3579
Dominican Republic,1992,1.468
Dominican Republic,1993,1.5414
Dominican Republic,1994,1.6148
Dominican Republic,1995,2.0185
Dominican Republic,1996,2.1653
Dominican Republic,1997,2.202
Dominican Republic,1998,2.202
Dominican Republic,1999,2.202
Dominican Republic,2000,2.3121
Dominican Republic,2001,2.2754
Dominican Republic,2002,2.4222
Dominican Republic,2003,2.3855
Dominican Republic,2004,2.0185
Dominican Republic,2005,2.0185
Dominican Republic,2006,2.0919
Dominican Republic,2007,2.202
Dominican Republic,2008,2.1286
Dominican Republic,2009,2.0552
Dominican Republic,2010,2.1286
Dominican Republic,2011,2.1286
Dominican Republic,2012,2.1653
Dominican Republic,2013,2.0919
Dominican Republic,2014,2.0552
Ecuador,1950,0.2202
Ecuador,1951,0.2202
Ecuador,1952,0.2569
Ecuador,1953,0.2202
Ecuador,1954,0.2569
Ecuador,1955,0.2936
Ecuador,1956,0.3303
Ecuador,1957,0.2936
Ecuador,1958,0.3303
Ecuador,1959,0.2936
Ecuador,1960,0.4037
Ecuador,1961,0.367
Ecuador,1962,0.3303
Ecuador,1963,0.367
Ecuador,1964,0.4404
Ecuador,1965,0.4404
Ecuador,1966,0.4404
Ecuador,1967,0.4771
Ecuador,1968,0.5505
Ecuador,1969,0.6239
Ecuador,1970,0.734
Ecuador,1971,0.6973
Ecuador,1972,0.734
Ecuador,1973,0.8074
Ecuador,1974,0.9175
Ecuador,1975,1.0643
Ecuador,1976,1.1377
Ecuador,1977,1.0276
Ecuador,1978,1.3946
Ecuador,1979,1.5781
Ecuador,1980,1.6882
Ecuador,1981,2.0552
Ecuador,1982,2.3121
Ecuador,1983,2.2754
Ecuador,1984,2.3855
Ecuador,1985,2.1286
Ecuador,1986,1.6515
Ecuador,1987,1.5781
Ecuador,1988,1.7616
Ecuador,1989,2.0185
Ecuador,1990,1.6515
Ecuador,1991,1.5781
Ecuador,1992,2.0919
Ecuador,1993,2.202
Ecuador,1994,1.2111
Ecuador,1995,2.0185
Ecuador,1996,2.0919
Ecuador,1997,1.5781
Ecuador,1998,1.8717
Ecuador,1999,1.7616
Ecuador,2000,1.6882
Ecuador,2001,1.835
Ecuador,2002,1.9451
Ecuador,2003,2.0919
Ecuador,2004,2.202
Ecuador,2005,2.2387
Ecuador,2006,2.1286
Ecuador,2007,2.2387
Ecuador,2008,2.3488
Ecuador,2009,2.4589
Ecuador,2010,2.4589
Ecuador,2011,2.5323
Ecuador,2012,2.4589
Ecuador,2013,2.6057
Ecuador,2014,2.7525
Egypt,1950,0.4771
Egypt,1951,0.4771
Egypt,1952,0.4771
Egypt,1953,0.4771
Egypt,1954,0.4771
Egypt,1955,0.4404
Egypt,1956,0.4037
Egypt,1957,0.4771
Egypt,1958,0.5138
Egypt,1959,0.4771
Egypt,1960,0.5872
Egypt,1961,0.5872
Egypt,1962,0.6239
Egypt,1963,0.6973
Egypt,1964,0.8074
Egypt,1965,0.8808
Egypt,1966,0.8074
Egypt,1967,0.5872
Egypt,1968,0.6606
Egypt,1969,0.5505
Egypt,1970,0.5872
Egypt,1971,0.6239
Egypt,1972,0.6973
Egypt,1973,0.6239
Egypt,1974,0.6606
Egypt,1975,0.7707
Egypt,1976,0.8441
Egypt,1977,0.9175
Egypt,1978,0.9175
Egypt,1979,0.9909
Egypt,1980,0.9909
Egypt,1981,1.101
Egypt,1982,1.2111
Egypt,1983,1.1744
Egypt,1984,1.2845
Egypt,1985,1.2478
Egypt,1986,1.4313
Egypt,1987,1.3946
Egypt,1988,1.3579
Egypt,1989,1.2845
Egypt,1990,1.3212
Egypt,1991,1.3579
Egypt,1992,1.3946
Egypt,1993,1.5414
Egypt,1994,1.3946
Egypt,1995,1.5414
Egypt,1996,1.6148
Egypt,1997,1.6882
Egypt,1998,1.8717
Egypt,1999,1.8717
Egypt,2000,2.0919
Egypt,2001,1.835
Egypt,2002,1.7983
Egypt,2003,2.0552
Egypt,2004,2.0552
Egypt,2005,2.2387
Egypt,2006,2.3488
Egypt,2007,2.5323
Egypt,2008,2.6424
Egypt,2009,2.569
Egypt,2010,2.4589
Egypt,2011,2.6057
Egypt,2012,2.5323
Egypt,2013,2.4222
Egypt,2014,2.2387
El Salvador,1950,0.1101
El Salvador,1951,0.1468
El Salvador,1952,0.1835
El Salvador,1953,0.1835
El Salvador,1954,0.1835
El Salvador,1955,0.1835
El Salvador,1956,0.2202
El Salvador,1957,0.2202
El Salvador,1958,0.2202
El Salvador,1959,0.2202
El Salvador,1960,0.2202
El Salvador,1961,0.2202
El Salvador,1962,0.2202
El Salvador,1963,0.367
El Salvador,1964,0.4037
El Salvador,1965,0.3303
El Salvador,1966,0.4037
El Salvador,1967,0.3303
El Salvador,1968,0.367
El Salvador,1969,0.3303
El Salvador,1970,0.367
El Salvador,1971,0.4037
El Salvador,1972,0.4404
El Salvador,1973,0.4771
El Salvador,1974,0.4771
El Salvador,1975,0.5138
El Salvador,1976,0.5138
El Salvador,1977,0.5138
El Salvador,1978,0.5505
El Salvador,1979,0.5138
El Salvador,1980,0.4404
El Salvador,1981,0.4037
El Salvador,1982,0.367
El Salvador,1983,0.4037
El Salvador,1984,0.3303
El Salvador,1985,0.4037
El Salvador,1986,0.4037
El Salvador,1987,0.4771
El Salvador,1988,0.4771
El Salvador,1989,0.4771
El Salvador,1990,0.4771
El Salvador,1991,0.5872
El Salvador,1992,0.5872
El Salvador,1993,0.6973
El Salvador,1994,0.8074
El Salvador,1995,0.8808
El Salvador,1996,0.8074
El Salvador,1997,0.9542
El Salvador,1998,0.9909
El Salvador,1999,0.9542
El Salvador,2000,0.9542
El Salvador,2001,0.9909
El Salvador,2002,0.9909
El Salvador,2003,1.101
El Salvador,2004,1.0643
El Salvador,2005,1.0643
El Salvador,2006,1.1377
El Salvador,2007,1.1377
El Salvador,2008,1.0643
El Salvador,2009,1.0643
El Salvador,2010,1.0643
El Salvador,2011,1.101
El Salvador,2012,1.101
El Salvador,2013,1.0276
El Salvador,2014,1.0276
Equatorial Guinea,1950,0.0367
Equatorial Guinea,1951,0.0367
Equatorial Guinea,1952,0.0367
Equatorial Guinea,1953,0.0367
Equatorial Guinea,1954,0.1468
Equatorial Guinea,1955,0.1468
Equatorial Guinea,1956,0.1468
Equatorial Guinea,1957,0.1468
Equatorial Guinea,1958,0.1835
Equatorial Guinea,1959,0.1835
Equatorial Guinea,1960,0.0734
Equatorial Guinea,1961,0.0734
Equatorial Guinea,1962,0.0734
Equatorial Guinea,1963,0.1101
Equatorial Guinea,1964,0.1101
Equatorial Guinea,1965,0.1101
Equatorial Guinea,1966,0.0734
Equatorial Guinea,1967,0.0734
Equatorial Guinea,1968,0.1101
Equatorial Guinea,1969,0.1468
Equatorial Guinea,1970,0.1101
Equatorial Guinea,1971,0.2202
Equatorial Guinea,1972,0.3303
Equatorial Guinea,1973,0.1101
Equatorial Guinea,1974,0.2202
Equatorial Guinea,1975,0.2569
Equatorial Guinea,1976,0.2569
Equatorial Guinea,1977,0.2936
Equatorial Guinea,1978,0.3303
Equatorial Guinea,1979,0.2936
Equatorial Guinea,1980,0.2569
Equatorial Guinea,1981,0.2936
Equatorial Guinea,1982,0.2936
Equatorial Guinea,1983,0.2202
Equatorial Guinea,1984,0.2569
Equatorial Guinea,1985,0.2202
Equatorial Guinea,1986,0.2569
Equatorial Guinea,1987,0.2936
Equatorial Guinea,1988,0.2936
Equatorial Guinea,1989,0.3303
Equatorial Guinea,1990,0.1835
Equatorial Guinea,1991,0.367
Equatorial Guinea,1992,0.4037
Equatorial Guinea,1993,0.2202
Equatorial Guinea,1994,0.0734
Equatorial Guinea,1995,0.2936
Equatorial Guinea,1996,0.2569
Equatorial Guinea,1997,0.6239
Equatorial Guinea,1998,0.3303
Equatorial Guinea,1999,0.9175
Equatorial Guinea,2000,0.8808
Equatorial Guinea,2001,5.7619
Equatorial Guinea,2002,8.9915
Equatorial Guinea,2003,10.5329
Equatorial Guinea,2004,8.8447
Equatorial Guinea,2005,7.7437
Equatorial Guinea,2006,7.5969
Equatorial Guinea,2007,7.5235
Equatorial Guinea,2008,6.8629
Equatorial Guinea,2009,6.5326
Equatorial Guinea,2010,6.4225
Equatorial Guinea,2011,8.1841
Equatorial Guinea,2012,6.606
Equatorial Guinea,2013,6.4959
Equatorial Guinea,2014,6.5326
Eritrea,1994,0.2569
Eritrea,1995,0.2936
Eritrea,1996,0.2936
Eritrea,1997,0.2569
Eritrea,1998,0.1835
Eritrea,1999,0.1835
Eritrea,2000,0.1835
Eritrea,2001,0.1835
Eritrea,2002,0.1468
Eritrea,2003,0.1835
Eritrea,2004,0.1835
Eritrea,2005,0.1835
Eritrea,2006,0.1101
Eritrea,2007,0.1101
Eritrea,2008,0.0734
Eritrea,2009,0.1101
Eritrea,2010,0.1101
Eritrea,2011,0.1101
Eritrea,2012,0.1468
Eritrea,2013,0.1468
Eritrea,2014,0.1468
Estonia,1992,15.6342
Estonia,1993,13.0285
Estonia,1994,12.9918
Estonia,1995,12.1844
Estonia,1996,12.9184
Estonia,1997,12.9184
Estonia,1998,11.744
Estonia,1999,11.01
Estonia,2000,10.8632
Estonia,2001,11.4504
Estonia,2002,10.9733
Estonia,2003,12.6615
Estonia,2004,12.845
Estonia,2005,12.4413
Estonia,2006,12.0376
Estonia,2007,14.2763
Estonia,2008,13.3955
Estonia,2009,10.8999
Estonia,2010,13.6157
Estonia,2011,14.0194
Estonia,2012,13.3221
Estonia,2013,15.0837
Estonia,2014,14.8268
Ethiopia,1950,0
Ethiopia,1951,0
Ethiopia,1952,0
Ethiopia,1953,0
Ethiopia,1954,0
Ethiopia,1955,0
Ethiopia,1956,0
Ethiopia,1957,0
Ethiopia,1958,0
Ethiopia,1959,0
Ethiopia,1960,0
Ethiopia,1961,0
Ethiopia,1962,0
Ethiopia,1963,0
Ethiopia,1964,0
Ethiopia,1965,0.0367
Ethiopia,1966,0.0367
Ethiopia,1967,0.0367
Ethiopia,1968,0.0734
Ethiopia,1969,0.0734
Ethiopia,1970,0.0367
Ethiopia,1971,0.0734
Ethiopia,1972,0.0367
Ethiopia,1973,0.0367
Ethiopia,1974,0.0367
Ethiopia,1975,0.0367
Ethiopia,1976,0.0367
Ethiopia,1977,0.0367
Ethiopia,1978,0.0367
Ethiopia,1979,0.0367
Ethiopia,1980,0.0367
Ethiopia,1981,0.0367
Ethiopia,1982,0.0367
Ethiopia,1983,0.0367
Ethiopia,1984,0.0367
Ethiopia,1985,0.0367
Ethiopia,1986,0.0367
Ethiopia,1987,0.0734
Ethiopia,1988,0.0734
Ethiopia,1989,0.0734
Ethiopia,1990,0.0734
Ethiopia,1991,0.0734
Ethiopia,1992,0.0734
Ethiopia,1994,0.0367
Ethiopia,1995,0.0367
Ethiopia,1996,0.0367
Ethiopia,1997,0.0367
Ethiopia,1998,0.0367
Ethiopia,1999,0.0367
Ethiopia,2000,0.0367
Ethiopia,2001,0.0734
Ethiopia,2002,0.0734
Ethiopia,2003,0.0734
Ethiopia,2004,0.0734
Ethiopia,2005,0.0734
Ethiopia,2006,0.0734
Ethiopia,2007,0.0734
Ethiopia,2008,0.0734
Ethiopia,2009,0.0734
Ethiopia,2010,0.0734
Ethiopia,2011,0.0734
Ethiopia,2012,0.1101
Ethiopia,2013,0.1101
Ethiopia,2014,0.1101
Faeroe Islands,1950,1.2845
Faeroe Islands,1951,1.2478
Faeroe Islands,1952,1.7616
Faeroe Islands,1953,2.6424
Faeroe Islands,1954,2.4222
Faeroe Islands,1955,3.1562
Faeroe Islands,1956,3.5599
Faeroe Islands,1957,2.8626
Faeroe Islands,1958,3.4865
Faeroe Islands,1959,2.9727
Faeroe Islands,1960,1.6515
Faeroe Islands,1961,3.2296
Faeroe Islands,1962,3.3764
Faeroe Islands,1963,3.4865
Faeroe Islands,1964,3.3764
Faeroe Islands,1965,3.7434
Faeroe Islands,1966,3.8168
Faeroe Islands,1967,4.5141
Faeroe Islands,1968,4.8811
Faeroe Islands,1969,5.5417
Faeroe Islands,1970,6.6794
Faeroe Islands,1971,6.7161
Faeroe Islands,1972,6.0188
Faeroe Islands,1973,6.3491
Faeroe Islands,1974,7.5235
Faeroe Islands,1975,8.6612
Faeroe Islands,1976,8.1107
Faeroe Islands,1977,9.909
Faeroe Islands,1978,9.5787
Faeroe Islands,1979,11.3403
Faeroe Islands,1980,9.8356
Faeroe Islands,1981,10.1292
Faeroe Islands,1982,10.4595
Faeroe Islands,1983,11.01
Faeroe Islands,1984,11.0834
Faeroe Islands,1985,11.4137
Faeroe Islands,1986,10.643
Faeroe Islands,1987,10.7164
Faeroe Islands,1988,11.1568
Faeroe Islands,1989,12.1844
Faeroe Islands,1990,14.9736
Faeroe Islands,1991,14.2029
Faeroe Islands,1992,14.1295
Faeroe Islands,1993,12.9918
Faeroe Islands,1994,13.0652
Faeroe Islands,1995,13.1386
Faeroe Islands,1996,13.8726
Faeroe Islands,1997,13.4689
Faeroe Islands,1998,14.0561
Faeroe Islands,1999,14.0561
Faeroe Islands,2000,15.047
Faeroe Islands,2001,16.515
Faeroe Islands,2002,15.5241
Faeroe Islands,2003,15.4874
Faeroe Islands,2004,15.6342
Faeroe Islands,2005,14.9736
Faeroe Islands,2006,14.0194
Faeroe Islands,2007,13.946
Faeroe Islands,2008,12.7716
Faeroe Islands,2009,11.8908
Faeroe Islands,2010,12.9551
Faeroe Islands,2011,11.7073
Faeroe Islands,2012,12.1844
Faeroe Islands,2013,14.0561
Faeroe Islands,2014,12.4413
Falkland Islands,1950,122.3211
Falkland Islands,1951,158.6174
Falkland Islands,1952,112.7424
Falkland Islands,1953,46.976
Falkland Islands,1954,131.8998
Falkland Islands,1955,136.7442
Falkland Islands,1956,143.0566
Falkland Islands,1957,143.7539
Falkland Islands,1958,168.6732
Falkland Islands,1959,47.0494
Falkland Islands,1960,90.282
Falkland Islands,1961,72.0788
Falkland Islands,1962,21.7631
Falkland Islands,1963,21.9099
Falkland Islands,1964,5.872
Falkland Islands,1965,4.4407
Falkland Islands,1966,4.4774
Falkland Islands,1967,9.0282
Falkland Islands,1970,6.0555
Falkland Islands,1971,6.1289
Falkland Islands,1972,6.1656
Falkland Islands,1973,6.6794
Falkland Islands,1974,6.7161
Falkland Islands,1975,6.7528
Falkland Islands,1976,7.3033
Falkland Islands,1977,7.34
Falkland Islands,1978,7.3767
Falkland Islands,1979,7.4501
Falkland Islands,1980,7.4868
Falkland Islands,1981,12.9551
Falkland Islands,1982,11.5238
Falkland Islands,1983,12.5147
Falkland Islands,1984,12.9918
Falkland Islands,1985,15.5608
Falkland Islands,1986,17.1022
Falkland Islands,1987,18.6069
Falkland Islands,1988,21.6163
Falkland Islands,1989,21.2126
Falkland Islands,1990,20.6621
Falkland Islands,1991,19.9648
Falkland Islands,1992,19.1941
Falkland Islands,1993,18.3867
Falkland Islands,1994,17.616
Falkland Islands,1995,18.1298
Falkland Islands,1996,17.3958
Falkland Islands,1997,17.9096
Falkland Islands,1998,14.0561
Falkland Islands,1999,13.6524
Falkland Islands,2000,13.3588
Falkland Islands,2001,14.5332
Falkland Islands,2002,15.1571
Falkland Islands,2003,16.148
Falkland Islands,2004,17.5059
Falkland Islands,2005,17.4692
Falkland Islands,2006,19.4877
Falkland Islands,2007,19.4143
Falkland Islands,2008,19.3042
Falkland Islands,2009,20.1483
Falkland Islands,2010,19.1574
Falkland Islands,2011,19.1574
Falkland Islands,2012,19.1207
Falkland Islands,2013,19.0106
Falkland Islands,2014,18.9372
Fiji,1950,0.4037
Fiji,1951,0.4404
Fiji,1952,0.5138
Fiji,1953,0.5138
Fiji,1954,0.4771
Fiji,1955,0.5138
Fiji,1956,0.5505
Fiji,1957,0.4404
Fiji,1958,0.4771
Fiji,1959,0.5138
Fiji,1960,0.4771
Fiji,1961,0.4037
Fiji,1962,0.5505
Fiji,1963,0.5505
Fiji,1964,0.9542
Fiji,1965,0.734
Fiji,1966,0.6606
Fiji,1967,0.734
Fiji,1968,0.8074
Fiji,1969,0.8441
Fiji,1970,0.9909
Fiji,1971,1.0276
Fiji,1972,1.0643
Fiji,1973,1.1377
Fiji,1974,1.1744
Fiji,1975,1.0643
Fiji,1976,0.8074
Fiji,1977,1.2845
Fiji,1978,1.1744
Fiji,1979,1.3579
Fiji,1980,1.2478
Fiji,1981,1.6515
Fiji,1982,1.2478
Fiji,1983,1.0643
Fiji,1984,0.8441
Fiji,1985,0.8074
Fiji,1986,0.8441
Fiji,1987,0.6606
Fiji,1988,0.7707
Fiji,1989,0.8808
Fiji,1990,1.101
Fiji,1991,0.9175
Fiji,1992,0.9909
Fiji,1993,0.9909
Fiji,1994,0.9909
Fiji,1995,0.9909
Fiji,1996,1.0643
Fiji,1997,0.9909
Fiji,1998,0.9542
Fiji,1999,0.9909
Fiji,2000,1.0276
Fiji,2001,1.2845
Fiji,2002,1.101
Fiji,2003,1.2845
Fiji,2004,1.6515
Fiji,2005,1.3212
Fiji,2006,1.468
Fiji,2007,1.3946
Fiji,2008,1.0643
Fiji,2009,0.9175
Fiji,2010,1.4313
Fiji,2011,1.2478
Fiji,2012,1.2111
Fiji,2013,1.3212
Fiji,2014,1.3212
Finland,1950,1.6515
Finland,1951,1.9818
Finland,1952,2.1286
Finland,1953,1.835
Finland,1954,2.202
Finland,1955,2.569
Finland,1956,2.8626
Finland,1957,2.8259
Finland,1958,2.4222
Finland,1959,3.0828
Finland,1960,3.4131
Finland,1961,3.3397
Finland,1962,3.7434
Finland,1963,4.2939
Finland,1964,5.0279
Finland,1965,5.5417
Finland,1966,6.4592
Finland,1967,6.239
Finland,1968,7.2666
Finland,1969,8.2575
Finland,1970,8.7713
Finland,1971,8.7713
Finland,1972,9.5053
Finland,1973,10.5696
Finland,1974,9.9457
Finland,1975,9.7989
Finland,1976,10.8632
Finland,1977,10.6063
Finland,1978,10.9366
Finland,1979,11.4137
Finland,1980,12.1844
Finland,1981,10.7531
Finland,1982,8.9181
Finland,1983,8.5878
Finland,1984,8.6612
Finland,1985,10.1292
Finland,1986,10.8632
Finland,1987,11.6706
Finland,1988,10.5329
Finland,1989,10.6063
Finland,1990,10.3861
Finland,1991,10.7164
Finland,1992,9.4319
Finland,1993,9.9824
Finland,1994,11.2669
Finland,1995,10.3127
Finland,1996,11.9642
Finland,1997,11.6706
Finland,1998,11.0834
Finland,1999,10.7531
Finland,2000,10.1292
Finland,2001,11.01
Finland,2002,11.8908
Finland,2003,13.2854
Finland,2004,12.845
Finland,2005,10.4228
Finland,2006,12.5881
Finland,2007,12.111
Finland,2008,10.643
Finland,2009,9.9457
Finland,2010,11.5605
Finland,2011,10.5329
Finland,2012,9.0649
Finland,2013,8.6612
Finland,2014,8.6245
France,1950,4.8444
France,1951,5.4316
France,1952,5.3582
France,1953,5.0279
France,1954,5.2481
France,1955,5.505
France,1956,6.1289
France,1957,6.2757
France,1958,5.9821
France,1959,5.7986
France,1960,5.9454
France,1961,6.0922
France,1962,6.3858
France,1963,7.0097
France,1964,7.1565
France,1965,7.2299
France,1966,7.0464
France,1967,7.4868
France,1968,7.707
France,1969,8.2208
France,1970,8.6612
France,1971,9.0282
France,1972,9.3218
France,1973,9.9457
France,1974,9.542
France,1975,8.4777
France,1976,9.542
France,1977,9.0282
France,1978,9.4686
France,1979,9.8723
France,1980,9.3952
France,1981,8.4043
France,1982,8.0373
France,1983,7.7437
France,1984,7.3767
France,1985,7.2666
France,1986,6.9363
France,1987,6.7528
France,1988,6.6427
France,1989,6.9363
France,1990,6.6427
France,1991,6.8629
France,1992,6.3858
France,1993,6.2757
France,1994,5.872
France,1995,6.0555
France,1996,6.4592
France,1997,6.0188
France,1998,6.4592
France,1999,6.2757
France,2000,6.1289
France,2001,6.3491
France,2002,6.2757
France,2003,6.3124
France,2004,6.3491
France,2005,6.3124
France,2006,6.1289
France,2007,5.9454
France,2008,5.872
France,2009,5.6151
France,2010,5.6151
France,2011,5.2481
France,2012,5.2481
France,2013,5.2481
France,2014,4.7343
French Guiana,1950,0.2569
French Guiana,1951,0.367
French Guiana,1952,0.4404
French Guiana,1953,0.4404
French Guiana,1954,0.5505
French Guiana,1955,0.5505
French Guiana,1956,0.5138
French Guiana,1957,0.5138
French Guiana,1958,0.5872
French Guiana,1959,0.6973
French Guiana,1960,0.6606
French Guiana,1961,0.6239
French Guiana,1962,0.6239
French Guiana,1963,0.6973
French Guiana,1964,0.8074
French Guiana,1965,0.9542
French Guiana,1966,1.0643
French Guiana,1967,1.6515
French Guiana,1968,1.9084
French Guiana,1969,1.835
French Guiana,1970,2.0919
French Guiana,1971,2.0919
French Guiana,1972,2.0185
French Guiana,1973,2.1653
French Guiana,1974,1.9084
French Guiana,1975,2.0552
French Guiana,1976,4.6609
French Guiana,1977,5.6151
French Guiana,1978,5.2848
French Guiana,1979,8.4043
French Guiana,1980,5.5417
French Guiana,1981,4.5875
French Guiana,1982,4.8811
French Guiana,1983,4.9178
French Guiana,1984,4.3306
French Guiana,1985,4.2205
French Guiana,1986,3.9636
French Guiana,1987,4.2205
French Guiana,1988,4.8811
French Guiana,1989,6.0188
French Guiana,1990,5.3949
French Guiana,1991,5.4683
French Guiana,1992,5.5784
French Guiana,1993,5.3582
French Guiana,1994,4.5875
French Guiana,1995,4.1838
French Guiana,1996,3.3764
French Guiana,1997,3.1929
French Guiana,1998,4.0003
French Guiana,1999,2.936
French Guiana,2000,2.8259
French Guiana,2001,2.9727
French Guiana,2002,2.569
French Guiana,2003,3.1929
French Guiana,2004,2.936
French Guiana,2005,2.7525
French Guiana,2006,2.2754
French Guiana,2007,2.6424
French Guiana,2008,2.5323
French Guiana,2009,2.6057
French Guiana,2010,2.7525
French Guiana,2011,2.6791
French Guiana,2012,2.3855
French Guiana,2013,2.4956
French Guiana,2014,2.7892
French Polynesia,1955,0.6239
French Polynesia,1956,0.5872
French Polynesia,1957,0.6973
French Polynesia,1958,0.6973
French Polynesia,1959,0.367
French Polynesia,1960,0.4771
French Polynesia,1961,0.6973
French Polynesia,1962,0.5505
French Polynesia,1963,0.734
French Polynesia,1964,0.734
French Polynesia,1965,0.8808
French Polynesia,1966,1.2845
French Polynesia,1967,1.3946
French Polynesia,1968,1.468
French Polynesia,1969,1.5047
French Polynesia,1970,1.7616
French Polynesia,1971,1.9818
French Polynesia,1972,1.835
French Polynesia,1973,1.7249
French Polynesia,1974,1.7249
