Entity,Year,CO2 from liquid (CDIAC (2017))
Oceania,1948,0.48811
Oceania,1949,0.59821
Oceania,1950,17.34075
Oceania,1951,24.46422
Oceania,1952,28.82418
Oceania,1953,35.88159
Oceania,1954,43.4895
Oceania,1955,50.12119
Oceania,1956,57.54927
Oceania,1957,70.81999
Oceania,1958,74.97443
Oceania,1959,87.66896
Oceania,1960,114.19572
Oceania,1961,143.13734
Oceania,1962,160.36432
Oceania,1963,194.143
Oceania,1964,226.79866
Oceania,1965,258.56251
Oceania,1966,283.46713
Oceania,1967,345.46811
Oceania,1968,401.74022
Oceania,1969,476.05038
Oceania,1970,585.37968
Oceania,1971,642.27202
Oceania,1972,707.27873
Oceania,1973,751.07284
Oceania,1974,730.63828
Oceania,1975,702.09302
Oceania,1976,735.94877
Oceania,1977,764.64083
Oceania,1978,749.28555
Oceania,1979,775.14437
Oceania,1980,730.17219
Oceania,1981,692.42257
Oceania,1982,667.65374
Oceania,1983,651.20113
Oceania,1984,664.1232
Oceania,1985,617.7344
Oceania,1986,630.86933
Oceania,1987,630.35186
Oceania,1988,679.68033
Oceania,1989,714.74351
Oceania,1990,759.21657
Oceania,1991,745.38801
Oceania,1992,775.67285
Oceania,1993,763.73801
Oceania,1994,800.96649
Oceania,1995,797.18272
Oceania,1996,808.22942
Oceania,1997,786.62413
Oceania,1998,764.77295
Oceania,1999,773.91859
Oceania,2000,775.2141
Oceania,2001,740.28304
Oceania,2002,754.79789
Oceania,2003,762.24799
Oceania,2004,749.50942
Oceania,2005,751.67105
Oceania,2006,722.04314
Oceania,2007,714.78755
Oceania,2008,687.84608
Oceania,2009,640.55446
Oceania,2010,646.93292
Oceania,2011,667.76384
Oceania,2012,686.97996
Oceania,2013,667.01149
World,1751,0
World,1752,0
World,1753,0
World,1754,0
World,1755,0
World,1756,0
World,1757,0
World,1758,0
World,1759,0
World,1760,0
World,1761,0
World,1762,0
World,1763,0
World,1764,0
World,1765,0
World,1766,0
World,1767,0
World,1768,0
World,1769,0
World,1770,0
World,1771,0
World,1772,0
World,1773,0
World,1774,0
World,1775,0
World,1776,0
World,1777,0
World,1778,0
World,1779,0
World,1780,0
World,1781,0
World,1782,0
World,1783,0
World,1784,0
World,1785,0
World,1786,0
World,1787,0
World,1788,0
World,1789,0
World,1790,0
World,1791,0
World,1792,0
World,1793,0
World,1794,0
World,1795,0
World,1796,0
World,1797,0
World,1798,0
World,1799,0
World,1800,0
World,1801,0
World,1802,0
World,1803,0
World,1804,0
World,1805,0
World,1806,0
World,1807,0
World,1808,0
World,1809,0
World,1810,0
World,1811,0
World,1812,0
World,1813,0
World,1814,0
World,1815,0
World,1816,0
World,1817,0
World,1818,0
World,1819,0
World,1820,0
World,1821,0
World,1822,0
World,1823,0
World,1824,0
World,1825,0
World,1826,0
World,1827,0
World,1828,0
World,1829,0
World,1830,0
World,1831,0
World,1832,0
World,1833,0
World,1834,0
World,1835,0
World,1836,0
World,1837,0
World,1838,0
World,1839,0
World,1840,0
World,1841,0
World,1842,0
World,1843,0
World,1844,0
World,1845,0
World,1846,0
World,1847,0
World,1848,0
World,1849,0
World,1850,0
World,1851,0
World,1852,0
World,1853,0
World,1854,0
World,1855,0
World,1856,0
World,1857,0
World,1858,0
World,1859,0
World,1860,0
World,1861,0
World,1862,0
World,1863,0
World,1864,0
World,1865,0
World,1866,0
World,1867,0
World,1868,0
World,1869,0
World,1870,3.667
World,1871,3.667
World,1872,3.667
World,1873,3.667
World,1874,3.667
World,1875,3.667
World,1876,3.667
World,1877,7.334
World,1878,7.334
World,1879,11.001
World,1880,11.001
World,1881,14.668
World,1882,14.668
World,1883,11.001
World,1884,14.668
World,1885,14.668
World,1886,18.335
World,1887,18.335
World,1888,18.335
World,1889,22.002
World,1890,29.336
World,1891,33.003
World,1892,33.003
World,1893,36.67
World,1894,33.003
World,1895,40.337
World,1896,44.004
World,1897,47.671
World,1898,47.671
World,1899,51.338
World,1900,58.672
World,1901,66.006
World,1902,69.673
World,1903,73.34
World,1904,84.341
World,1905,84.341
World,1906,84.341
World,1907,102.676
World,1908,110.01
World,1909,117.344
World,1910,124.678
World,1911,132.012
World,1912,135.679
World,1913,150.347
World,1914,154.014
World,1915,165.015
World,1916,176.016
World,1917,198.018
World,1918,194.351
World,1919,223.687
World,1920,286.026
World,1921,308.028
World,1922,344.698
World,1923,407.037
World,1924,403.37
World,1925,425.372
World,1926,436.373
World,1927,498.712
World,1928,524.381
World,1929,586.72
World,1930,557.384
World,1931,539.049
World,1932,517.047
World,1933,564.718
World,1934,594.054
World,1935,645.392
World,1936,704.064
World,1937,803.073
World,1938,784.738
World,1939,814.074
World,1940,839.743
World,1941,865.412
World,1942,814.074
World,1943,876.413
World,1944,1008.425
World,1945,1008.425
World,1946,1070.764
World,1947,1180.774
World,1948,1334.788
World,1949,1327.454
World,1950,1551.141
World,1951,1756.493
World,1952,1848.168
World,1953,1954.511
World,1954,2042.519
World,1955,2291.875
World,1956,2489.893
World,1957,2618.238
World,1958,2680.577
World,1959,2893.263
World,1960,3113.283
World,1961,3314.968
World,1962,3593.66
World,1963,3857.684
World,1964,4169.379
World,1965,4470.073
World,1966,4851.441
World,1967,5218.141
World,1968,5687.517
World,1969,6134.891
World,1970,6743.613
World,1971,7139.649
World,1972,7543.019
World,1973,8217.747
World,1974,8232.415
World,1975,7818.044
World,1976,8485.438
World,1977,8793.466
World,1978,8771.464
World,1979,9328.848
World,1980,8881.474
World,1981,8393.763
World,1982,8052.732
World,1983,7979.392
World,1984,8063.733
World,1985,8016.062
World,1986,8408.431
World,1987,8456.102
World,1988,8844.804
World,1989,9017.153
World,1990,9130.83
World,1991,9545.201
World,1992,9167.5
World,1993,9215.171
World,1994,9295.845
World,1995,9383.853
World,1996,9629.542
World,1997,9897.233
World,1998,10113.586
World,1999,10047.58
World,2000,10425.281
World,2001,10432.615
World,2002,10381.277
World,2003,10850.653
World,2004,11162.348
World,2005,11254.023
World,2006,11338.364
World,2007,11360.366
World,2008,11459.375
World,2009,11239.355
World,2010,11474.043
World,2011,11580.386
World,2012,11785.738
World,2013,11793.072
