Entity,Year,"Net investment (Blum, Ducoing, McLaughlin (2017))","Green investment (Blum, Ducoing, McLaughlin (2017))","Genuine saving (Blum, Ducoing, McLaughlin (2017))","GSTFP (Blum, Ducoing, McLaughlin (2017))","GDP (Blum, Ducoing, McLaughlin (2017))","Green carbon (Blum, Ducoing, McLaughlin (2017))"
Colombia,1939,97.80,4.15,11.90,57.42,1713.57,
Colombia,1940,58.04,-49.93,-42.59,3.99,1713.02,
Colombia,1941,33.00,-74.51,-67.30,-19.89,1704.21,
Colombia,1942,-70.46,-116.66,-111.09,-64.72,1670.90,
Colombia,1943,-21.98,-70.43,-65.16,-19.72,1641.65,
Colombia,1944,72.79,-0.91,4.72,52.07,1714.90,
Colombia,1945,106.87,37.39,43.41,91.80,1756.67,
Colombia,1946,150.50,90.64,97.89,149.67,1884.04,
Colombia,1947,282.87,238.92,246.41,298.91,1915.10,
Colombia,1948,147.52,108.56,115.30,168.01,1927.11,
Colombia,1949,151.50,92.66,99.67,155.61,2050.22,
Colombia,1950,194.28,126.37,135.24,190.82,2042.02,
Colombia,1951,134.31,38.59,47.26,102.84,2046.40,
Colombia,1952,163.10,59.41,69.36,126.22,2113.83,
Colombia,1953,244.68,149.97,161.20,219.28,2178.55,
Colombia,1954,268.15,176.14,187.80,247.63,2262.50,
Colombia,1955,300.86,210.81,222.65,282.50,2282.93,
Colombia,1956,272.27,175.19,187.57,247.48,2306.61,
Colombia,1957,202.29,99.24,109.65,168.51,2289.45,
Colombia,1958,238.21,140.79,156.14,214.10,2277.29,
Colombia,1959,259.93,157.30,173.00,232.71,2370.43,
Colombia,1960,314.26,146.12,165.16,225.09,2398.97,
Colombia,1961,328.60,183.46,213.20,273.80,2446.38,
Colombia,1962,323.81,183.16,221.21,282.64,2502.10,
Colombia,1963,279.86,137.42,175.27,236.28,2507.78,
Colombia,1964,293.25,155.03,192.28,254.55,2584.36,
Colombia,1965,254.83,108.42,147.52,209.68,2600.13,
Colombia,1966,339.01,199.15,237.88,300.76,2657.89,
Colombia,1967,377.42,247.69,288.14,351.18,2688.70,
Colombia,1968,440.39,323.11,365.26,429.56,2768.35,
Colombia,1969,484.54,359.40,432.12,497.91,2857.42,
Colombia,1970,639.73,518.02,567.88,635.34,2956.18,
Colombia,1971,631.61,363.87,415.64,484.75,3055.49,
Colombia,1972,574.98,325.01,379.42,451.44,3212.79,
Colombia,1973,575.65,339.33,396.57,471.09,3350.64,
Colombia,1974,621.86,324.81,384.10,460.48,3463.20,
Colombia,1975,580.33,306.30,365.06,440.77,3463.28,
Colombia,1976,612.32,354.13,414.39,491.05,3544.10,
Colombia,1977,539.33,293.15,354.93,432.20,3607.37,
Colombia,1978,618.13,388.95,450.37,531.44,3824.43,
Colombia,1979,628.36,364.47,429.93,512.74,3940.03,
Colombia,1980,708.40,385.58,451.96,535.43,4010.69,
Colombia,1981,769.83,474.02,572.64,655.30,4012.83,
Colombia,1982,752.67,486.02,590.53,671.32,3963.78,
Colombia,1983,757.22,498.42,609.83,689.31,3940.66,
Colombia,1984,750.64,488.51,599.86,679.48,3987.45,
Colombia,1985,832.88,579.67,689.01,768.67,4026.55,
Colombia,1986,835.42,641.58,749.14,831.00,4174.56,
Colombia,1987,792.83,544.34,645.46,729.26,4310.52,
Colombia,1988,932.45,726.68,831.60,916.33,4397.02,
Colombia,1989,885.94,650.05,764.85,849.99,4458.60,
Colombia,1990,796.51,522.32,621.20,707.50,4560.34,
Colombia,1991,705.60,466.29,559.03,644.75,4580.37,
Colombia,1992,816.02,591.84,737.33,824.13,4690.57,
Colombia,1993,1107.63,900.66,1025.43,1114.70,4867.32,
Colombia,1994,1033.72,819.32,960.69,1051.93,5025.39,
Colombia,1995,933.47,679.35,825.99,919.28,5192.84,
Colombia,1996,983.99,688.97,843.29,936.14,5206.93,
Colombia,1997,1005.68,731.79,910.17,1003.48,5292.31,
Colombia,1998,726.99,541.80,696.09,787.52,5232.02,
Colombia,1999,326.59,93.46,246.66,331.86,4929.03,
Colombia,2000,112.58,-195.00,-32.30,52.84,4991.50,
France,1900,165.24,154.34,174.41,1175.58,2116.88,
France,1901,120.88,110.08,131.36,1083.92,2070.02,
France,1902,110.78,100.96,122.59,1136.81,2155.65,
France,1903,123.71,113.70,134.82,1181.92,2163.00,
France,1904,119.68,112.82,134.81,1194.05,2138.87,
France,1905,129.26,126.06,149.74,1252.04,2216.14,
France,1906,107.76,107.85,132.85,1290.27,2387.19,
France,1907,169.60,163.71,188.34,1330.74,2466.01,
France,1908,146.34,137.66,162.83,1195.46,2337.39,
France,1909,145.36,136.87,163.01,1225.46,2526.03,
France,1910,133.73,121.75,148.00,1148.96,2503.46,
France,1911,180.22,169.65,194.98,1145.55,2499.07,
France,1912,214.55,203.31,228.54,1194.82,2672.11,
France,1913,199.30,188.29,213.94,1147.91,2716.80,
France,1914,-125.47,-187.70,-161.67,627.14,2409.04,
France,1915,-169.44,-211.16,-187.86,461.27,2074.17,
France,1916,-180.33,-199.99,-177.37,563.41,2470.26,
France,1917,-267.84,-303.60,-280.82,448.85,2492.67,
France,1918,-251.74,-276.81,-251.37,384.14,2172.96,
France,1919,-17.46,158.30,193.67,875.83,2321.87,
France,1920,416.28,404.39,434.57,1268.87,2862.32,
France,1921,508.88,499.43,535.48,1247.53,2494.37,
France,1922,467.25,443.09,484.95,1237.14,3005.32,
France,1923,524.54,500.31,540.65,1228.98,3249.31,
France,1924,518.70,486.57,523.62,1097.77,3239.34,
France,1925,511.05,452.89,494.21,1020.64,3425.67,
France,1926,583.68,541.08,578.26,1082.00,3421.16,
France,1927,426.38,386.00,427.75,895.24,3078.54,
France,1928,547.89,530.14,574.72,1102.33,3337.10,
France,1929,610.30,601.88,657.50,1203.26,3281.87,
France,1930,475.90,458.07,508.91,1060.17,3114.78,
France,1931,396.40,390.84,446.83,993.14,2874.20,
France,1932,350.39,344.11,395.58,964.82,2808.65,
France,1933,405.22,401.31,465.18,1045.66,2711.48,
France,1934,259.96,252.06,318.61,908.51,2613.26,
France,1935,375.58,361.33,433.26,1034.04,2534.86,
France,1936,321.78,292.23,365.70,1069.85,2847.23,
France,1937,310.46,285.53,351.79,1142.18,3182.14,
France,1938,269.68,237.69,303.53,1100.55,3344.76,
France,1939,485.88,342.85,406.49,1145.62,3288.66,
France,1940,-726.47,-752.72,-695.50,-98.56,2740.09,
France,1941,-612.70,-624.50,-568.15,-82.23,2263.21,
France,1942,-427.40,-418.71,-358.87,77.05,2047.93,
France,1943,-84.92,-141.17,-80.66,329.64,1937.10,
France,1944,-325.10,-293.78,-231.61,268.90,2381.71,
France,1945,-50.83,36.99,112.51,558.69,2143.58,
France,1946,300.15,276.04,351.75,897.26,2660.77,
France,1947,525.40,538.17,624.87,1248.79,3099.02,
France,1948,410.33,409.45,497.08,1123.19,3176.94,
France,1949,549.41,490.24,585.45,1398.69,4232.41,
France,1950,594.20,579.59,679.74,1513.47,4473.75,
France,1951,709.32,631.30,744.60,1592.61,4802.81,
France,1952,678.19,638.45,761.48,1588.21,4969.68,
France,1953,619.15,516.13,648.84,1463.26,5190.95,
France,1954,676.08,602.55,745.34,1541.72,5435.52,
France,1955,857.66,804.00,966.54,1735.99,5721.80,
France,1956,895.47,808.00,987.84,1720.64,5991.23,
France,1957,992.03,963.24,1168.93,1909.22,6482.81,
France,1958,1066.19,980.08,1197.78,1895.73,6435.82,
France,1959,1009.59,886.27,1126.23,1808.47,6529.35,
France,1960,1057.21,973.29,1243.03,1917.97,6922.06,
France,1961,1161.51,1051.25,1350.54,2006.21,7235.27,
France,1962,1385.60,1258.00,1603.09,2256.10,7570.64,
France,1963,1306.12,1225.16,1602.46,2273.79,7948.74,
France,1964,1525.24,1548.76,1968.22,2680.86,8461.74,
France,1965,1582.17,1511.93,1962.18,2708.42,8781.44,
France,1966,1751.00,1753.81,2234.28,3034.97,9171.83,
France,1967,1840.52,1840.14,2361.82,3222.35,9570.23,
France,1968,1883.85,1978.03,2533.99,3445.10,9893.02,
France,1969,1991.48,1955.33,2548.57,3530.07,10509.17,
France,1970,1992.49,1933.30,2563.44,3588.68,11202.27,
France,1971,1978.10,1953.75,2604.87,3637.12,11717.89,
France,1972,2046.24,2040.95,2697.68,3734.08,12222.46,
France,1973,2247.77,2191.96,2873.97,3943.41,12937.64,
France,1974,2283.38,2196.55,2948.27,4003.60,13024.62,
France,1975,1612.97,1472.36,2262.78,3338.71,13069.00,
France,1976,1907.45,1777.79,2602.70,3764.34,13746.61,
France,1977,1836.83,1706.82,2497.46,3683.98,14121.14,
France,1978,1719.39,1595.46,2409.18,3644.57,14672.84,
France,1979,1802.18,1673.77,2495.59,3776.34,14986.86,
France,1980,1772.10,1639.60,2461.66,3774.82,14868.71,
France,1981,1367.86,1236.50,2066.22,3424.25,14693.94,
France,1982,1348.59,1220.66,2094.61,3515.18,14973.70,
France,1983,1070.25,950.74,1825.22,3265.48,15024.37,
France,1984,963.01,846.93,1731.18,3217.83,15168.19,
France,1985,974.90,874.22,1770.58,3328.95,15381.74,
France,1986,1096.98,1016.86,1938.96,3648.10,16094.99,
France,1987,1156.79,1095.52,2020.02,3834.71,16308.63,
France,1988,1392.56,1338.09,2286.23,4249.57,16848.75,
France,1989,1559.52,1506.73,2479.92,4589.72,17367.77,
France,1990,1701.37,1651.55,2662.82,4941.59,17802.25,
France,1991,1375.80,1333.01,2391.69,,17871.82,
France,1992,1035.69,997.47,2128.36,,17941.29,
France,1993,675.97,635.80,1788.90,,17698.41,
France,1994,797.82,759.35,1941.00,,18117.83,
France,1995,1090.92,1056.65,2258.10,,18407.04,
France,1996,703.20,674.28,1878.78,,18460.04,
France,1997,604.92,579.81,1683.13,,19022.77,
France,1998,992.93,980.74,2117.98,,19607.57,
France,1999,902.25,887.80,2053.66,,20101.13,
France,2000,953.53,941.29,2105.99,,20433.38,
Germany,1900,433.87,390.09,441.83,1066.72,2913.10,
Germany,1901,362.14,313.13,373.90,1061.79,3132.50,
Germany,1902,356.13,308.97,372.59,1088.55,3169.98,
Germany,1903,449.52,400.50,466.35,1234.35,3297.69,
Germany,1904,501.50,452.44,520.36,1347.61,3438.14,
Germany,1905,578.56,530.37,597.21,1445.96,3409.85,
Germany,1906,520.72,466.76,531.20,1436.73,3515.09,
Germany,1907,550.50,496.13,562.15,1452.49,3341.37,
Germany,1908,436.58,374.91,447.82,1409.86,3492.25,
Germany,1909,476.84,412.88,492.16,1540.00,3682.95,
Germany,1910,481.50,420.08,502.96,1595.63,3721.83,
Germany,1911,553.94,491.53,579.25,1743.30,3845.90,
Germany,1912,580.38,510.63,595.26,1756.51,3723.41,
Germany,1913,569.58,493.69,583.14,1788.12,3749.86,
Germany,1914,704.78,651.46,733.30,1880.67,3463.39,
Germany,1915,537.63,477.32,552.79,1527.01,2851.43,
Germany,1916,450.36,381.67,452.86,1557.44,3138.33,
Germany,1917,436.09,365.85,425.03,1555.89,3126.44,
Germany,1918,264.75,208.85,253.44,1409.61,3118.75,
Germany,1919,69.24,-39.91,-9.77,1141.83,3038.68,
Germany,1920,303.67,235.32,246.10,1575.37,3440.36,
Germany,1921,519.40,473.47,480.00,1918.83,3666.97,
Germany,1922,583.28,485.85,492.53,2053.78,3927.70,
Germany,1923,382.85,382.85,389.67,1776.24,3449.68,
Germany,1924,368.54,296.27,303.24,1878.50,3881.79,
Germany,1925,300.66,264.13,347.69,1552.94,2944.31,
Germany,1926,116.96,76.55,167.47,1458.18,3126.62,
Germany,1927,342.51,304.83,400.68,1742.34,3218.64,
Germany,1928,297.42,257.00,360.16,1766.38,3335.00,
Germany,1929,165.58,117.61,226.79,1668.21,3368.75,
Germany,1930,55.73,13.49,121.00,1556.55,3294.31,
Germany,1931,-165.76,-200.09,-102.21,1234.48,3004.24,
Germany,1932,-62.24,-94.60,-3.50,1220.47,2691.68,
Germany,1933,131.73,101.77,193.79,1495.40,2800.45,
Germany,1934,209.16,169.09,262.25,1694.79,3017.66,
Germany,1935,341.16,304.40,398.80,2036.19,3377.88,
Germany,1936,426.07,383.48,482.72,2381.00,3837.17,
Germany,1937,639.91,588.34,692.85,2829.37,4233.61,
Germany,1938,660.14,604.77,712.93,3080.66,4602.20,
Germany,1939,664.79,608.20,715.22,3163.31,4672.82,
Germany,1940,641.26,581.16,687.34,3528.44,5331.28,
Germany,1941,646.43,580.94,686.50,3931.08,5996.98,
Germany,1942,611.91,558.49,663.17,4071.54,6220.75,
Germany,1943,671.23,615.03,720.34,4371.37,6593.10,
Germany,1944,680.59,650.24,756.37,4120.13,6020.66,
Germany,1945,-2379.80,-2407.55,-2296.88,-124.80,3858.70,
Germany,1946,-773.69,-788.41,-715.18,477.36,2105.36,
Germany,1947,-767.09,-805.63,-747.59,626.30,2415.21,
Germany,1948,-763.30,-817.96,-765.22,825.42,2791.89,
Germany,1949,273.43,188.48,240.68,2109.90,3287.19,
Germany,1950,536.08,422.47,498.00,2455.40,3463.73,
Germany,1951,733.66,607.57,700.53,2794.37,3741.11,
Germany,1952,623.18,505.56,606.83,2817.29,3997.21,
Germany,1953,559.00,426.50,542.87,2809.18,4156.18,
Germany,1954,772.11,607.63,740.65,3205.12,4591.75,
Germany,1955,993.68,818.19,957.98,3636.59,5080.06,
Germany,1956,947.45,761.30,920.84,3701.47,5377.93,
Germany,1957,972.57,819.55,992.86,3879.40,5702.05,
Germany,1958,919.61,767.94,954.49,3877.84,5905.06,
Germany,1959,1146.81,983.63,1180.28,4189.58,6221.76,
Germany,1960,1121.20,967.82,1171.56,4350.59,6733.63,
Germany,1961,1375.95,1232.98,1451.86,4711.79,7078.67,
Germany,1962,1347.55,1212.17,1444.91,4769.68,7404.45,
Germany,1963,1283.40,1149.02,1422.44,4701.11,7490.59,
Germany,1964,1456.97,1339.94,1646.61,4995.37,7849.97,
Germany,1965,1408.48,1308.64,1657.45,5133.58,8364.00,
Germany,1966,1425.15,1340.63,1706.40,5213.44,8662.65,
Germany,1967,1350.02,1277.90,1648.83,4975.56,8436.68,
Germany,1968,1211.55,1139.75,1508.84,4755.77,8455.17,
Germany,1969,1637.14,1564.72,1989.20,5494.89,9374.34,
Germany,1970,1310.60,1239.57,1700.63,5113.85,9373.38,
Germany,1971,1351.64,1278.10,1820.56,5261.35,9703.67,
Germany,1972,1255.88,1192.76,1751.29,5155.92,9853.05,
Germany,1973,1487.23,1417.92,2150.37,6275.07,12238.31,
Germany,1974,1634.35,1541.11,2329.77,6509.07,12700.02,
Germany,1975,1083.60,958.30,1776.96,5899.27,12812.72,
Germany,1976,1198.85,1077.59,1877.86,6115.82,13456.99,
Germany,1977,1143.65,1039.66,1797.77,6054.96,13794.61,
Germany,1978,1160.89,1062.69,1824.36,6119.23,14182.55,
Germany,1979,1425.85,1318.92,2106.33,6482.54,14708.31,
Germany,1980,1428.78,1303.06,2125.14,6502.65,14954.72,
Germany,1981,916.77,771.32,1599.81,5927.82,15008.04,
Germany,1982,748.21,610.30,1439.24,5766.63,15216.80,
Germany,1983,1048.06,950.14,1773.26,6173.41,15682.33,
Germany,1984,1199.17,1096.60,1898.92,6324.56,15977.73,
Germany,1985,1250.62,1139.59,1964.48,6460.39,16428.33,
Germany,1986,1561.19,1496.43,2338.82,6954.73,17056.82,
Germany,1987,1080.20,1040.29,1910.06,6554.95,17342.09,
Germany,1988,1982.37,1952.65,2827.03,7577.12,17907.83,
Germany,1989,2206.17,2171.94,3043.69,7876.48,18387.08,
Germany,1990,2031.22,2002.60,2918.66,7969.21,19375.98,
Germany,1991,1058.60,1033.08,1789.11,6404.84,17838.87,
Germany,1992,1130.36,1119.71,1882.86,6511.82,18007.11,
Germany,1993,1157.63,1155.56,1904.16,6418.38,17663.95,
Germany,1994,1134.16,1128.25,1870.83,6428.36,17925.91,
Germany,1995,1046.87,1045.10,1813.53,6406.24,18149.93,
Germany,1996,1071.49,1069.45,1849.65,6459.03,18291.91,
Germany,1997,1167.55,1162.59,1941.97,6602.81,18562.42,
Germany,1998,1119.55,1117.57,1910.98,6634.94,18870.91,
Germany,1999,1144.60,1144.60,1951.69,6762.07,19262.91,
Germany,2000,1245.65,1236.24,2068.08,7022.93,19879.50,
Mexico,1900,4.50,-66.79,-64.50,-17.97,1201.97,
Mexico,1901,-5.06,-90.34,-88.15,-34.64,1290.22,
Mexico,1902,14.69,-65.12,-63.18,-18.43,1186.12,
Mexico,1903,5.87,-80.59,-78.49,-24.45,1304.79,
Mexico,1904,8.90,-78.52,-76.04,-21.49,1313.25,
Mexico,1905,26.00,-86.83,-84.02,-19.30,1434.19,
Mexico,1906,82.54,-39.60,-36.74,23.74,1403.02,
Mexico,1907,80.85,-44.08,-41.15,23.93,1468.76,
Mexico,1908,45.44,-77.86,-73.28,-10.31,1451.41,
Mexico,1909,50.34,-68.69,-64.61,-0.05,1478.40,
Mexico,1910,71.41,-46.44,-43.08,20.11,1474.60,
Mexico,1911,59.61,-97.93,-93.87,-30.02,1492.69,
Mexico,1912,20.83,-144.40,-140.27,-75.33,1509.44,
Mexico,1913,-10.74,-208.54,-204.61,-138.02,1527.81,
Mexico,1914,-56.69,-236.90,-229.93,-160.37,1545.89,
Mexico,1915,-81.82,-211.10,-207.04,-134.03,1564.24,
Mexico,1916,-68.45,-303.07,-300.88,-224.46,1582.74,
Mexico,1917,-53.97,-375.16,-374.69,-295.13,1601.52,
Mexico,1918,-53.56,-399.17,-398.82,-316.15,1620.50,
Mexico,1919,-16.74,-410.19,-409.74,-324.58,1639.71,
Mexico,1920,38.26,-726.05,-725.49,-639.15,1659.13,
Mexico,1921,110.54,-499.29,-495.94,-409.30,1678.77,
Mexico,1922,11.85,-588.09,-572.27,-483.18,1691.31,
Mexico,1923,5.96,-393.80,-375.95,-282.32,1721.54,
Mexico,1924,53.25,-436.29,-427.67,-339.29,1666.97,
Mexico,1925,46.15,-383.83,-377.49,-279.96,1742.03,
Mexico,1926,35.39,-333.42,-325.95,-218.38,1817.27,
Mexico,1927,42.15,-233.72,-226.01,-129.68,1710.34,
Mexico,1928,61.25,-197.19,-188.76,-93.25,1693.21,
Mexico,1929,115.68,-157.83,-148.98,-63.38,1601.90,
Mexico,1930,96.24,-77.33,-67.44,5.38,1477.32,
Mexico,1931,19.09,-109.43,-99.06,-22.70,1500.89,
Mexico,1932,-0.31,-115.02,-105.08,-50.99,1254.33,
Mexico,1933,6.69,-117.28,-106.62,-40.54,1373.02,
Mexico,1934,67.45,-127.66,-116.67,-43.54,1440.99,
Mexico,1935,83.51,-97.64,-85.12,-3.48,1521.44,
Mexico,1936,74.82,-91.65,-77.01,14.86,1614.88,
Mexico,1937,166.35,-42.03,-25.17,68.05,1639.97,
Mexico,1938,33.48,-120.88,-106.74,-12.96,1638.43,
Mexico,1939,38.60,-118.40,-104.57,-3.64,1696.76,
Mexico,1940,55.90,-110.68,-95.29,5.01,1691.10,
Mexico,1941,106.85,-71.43,-55.62,54.20,1780.14,
Mexico,1942,45.04,-112.02,-95.96,23.11,1855.52,
Mexico,1943,55.71,-89.97,-74.98,45.39,1873.17,
Mexico,1944,114.92,-28.49,-11.53,119.63,1971.83,
Mexico,1945,226.49,92.70,109.29,236.93,1978.76,
Mexico,1946,348.22,216.12,233.86,365.55,2052.90,
Mexico,1947,370.40,221.27,236.90,365.17,2065.99,
Mexico,1948,251.85,109.09,125.50,254.96,2093.69,
Mexico,1949,183.98,55.17,71.86,206.67,2149.37,
Mexico,1950,227.41,81.39,99.64,252.96,2308.06,
Mexico,1951,299.02,138.66,156.75,320.31,2416.87,
Mexico,1952,314.68,167.18,185.26,348.01,2439.81,
Mexico,1953,268.93,130.95,149.10,300.50,2373.28,
Mexico,1954,305.50,166.42,189.45,360.17,2530.84,
Mexico,1955,315.93,171.44,193.19,379.83,2661.21,
Mexico,1956,389.48,257.38,279.20,475.92,2754.42,
Mexico,1957,399.96,266.22,289.15,499.47,2869.37,
Mexico,1958,357.94,236.85,261.90,479.09,2925.82,
Mexico,1959,338.83,217.35,245.02,460.01,2917.36,
Mexico,1960,387.59,223.11,257.34,495.36,3054.23,
Mexico,1961,360.71,214.12,248.47,493.89,3103.92,
Mexico,1962,340.68,192.18,230.73,482.87,3147.28,
Mexico,1963,400.61,255.12,296.70,572.57,3292.62,
Mexico,1964,473.35,339.11,388.69,710.29,3562.72,
Mexico,1965,493.01,360.15,410.91,750.80,3675.00,
Mexico,1966,572.77,445.37,500.25,862.95,3806.54,
Mexico,1967,653.20,527.72,585.92,966.90,3918.54,
Mexico,1968,621.45,492.38,554.56,969.68,4105.06,
Mexico,1969,640.58,512.91,584.02,1021.40,4228.91,
Mexico,1970,798.30,677.80,749.99,1216.64,4381.68,
Mexico,1971,738.03,509.75,592.84,1064.04,4422.51,
Mexico,1972,831.38,613.59,708.34,1223.63,4648.05,
Mexico,1973,893.67,679.57,785.37,1343.78,4883.50,
Mexico,1974,952.60,616.42,730.21,1307.71,5026.27,
Mexico,1975,1061.97,712.50,855.39,1447.73,5155.39,
Mexico,1976,1050.43,674.88,820.35,1416.27,5223.77,
Mexico,1977,950.24,509.68,683.45,1279.48,5255.68,
Mexico,1978,1091.86,601.20,779.53,1430.59,5538.51,
Mexico,1979,1313.96,525.62,718.53,1437.06,5892.69,
Mexico,1980,1359.08,184.28,365.68,1143.25,6231.29,
Mexico,1981,1562.59,403.52,620.48,1463.87,6627.18,
Mexico,1982,1238.66,93.20,301.26,1076.26,6447.43,
Mexico,1983,674.16,-347.04,-201.22,475.22,6053.10,
Mexico,1984,737.29,-187.71,-50.38,645.22,6149.95,
Mexico,1985,803.35,1.95,137.96,836.72,6189.38,
Mexico,1986,668.00,268.20,366.08,984.55,5847.06,
Mexico,1987,636.59,148.94,220.36,837.21,5849.59,
Mexico,1988,632.03,262.99,354.88,960.25,5819.34,
Mexico,1989,637.90,223.41,330.58,959.80,5958.59,
Mexico,1990,746.11,261.06,377.62,1038.99,6150.95,
Mexico,1991,838.59,398.80,522.28,1216.58,6296.57,
Mexico,1992,923.71,519.84,663.36,1368.45,6408.32,
Mexico,1993,451.38,170.81,246.84,939.24,6416.96,
Mexico,1994,512.51,256.12,336.33,1044.45,6582.61,
Mexico,1995,244.30,-23.57,54.86,649.98,6070.58,
Mexico,1996,395.26,67.05,139.71,768.99,6272.48,
Mexico,1997,564.92,252.53,332.58,1009.92,6578.97,
Mexico,1998,676.20,443.58,533.81,1262.92,6791.76,
Mexico,1999,710.77,448.31,554.45,1284.41,6936.11,
Mexico,2000,865.18,461.07,576.65,1383.66,7292.69,
Switzerland,1900,527.07,486.69,575.42,1825.60,5415.91,
Switzerland,1901,602.97,567.17,655.09,1988.68,5187.49,
Switzerland,1902,508.37,461.21,551.30,1865.74,5445.71,
Switzerland,1903,356.24,338.78,430.42,1837.74,5285.82,
Switzerland,1904,351.30,330.03,422.62,1907.87,5559.88,
Switzerland,1905,315.65,291.28,387.37,2038.33,5767.09,
Switzerland,1906,539.59,510.35,610.97,2244.06,6286.17,
Switzerland,1907,433.80,413.77,514.00,2136.47,6106.16,
Switzerland,1908,594.68,574.54,679.67,2451.06,5942.16,
Switzerland,1909,467.07,456.49,567.71,2436.87,6352.47,
Switzerland,1910,495.93,474.35,587.62,2450.93,6537.05,
Switzerland,1911,532.39,523.49,634.89,2624.47,6385.83,
Switzerland,1912,462.79,438.70,551.87,2600.50,6612.94,
Switzerland,1913,552.74,549.71,664.72,2670.04,6605.76,
Switzerland,1914,895.41,902.48,1021.11,3103.52,6259.08,
Switzerland,1915,1160.72,1197.74,1311.01,3872.32,6307.68,
Switzerland,1916,1700.57,1745.45,1855.18,4412.95,7514.50,
Switzerland,1917,2096.46,2111.40,2212.63,4372.11,7287.44,
Switzerland,1918,2601.56,2609.29,2687.51,4879.39,6015.01,
Switzerland,1919,2524.09,2532.31,2616.60,5182.46,5920.66,
Switzerland,1920,1739.99,1778.92,1872.41,3928.75,6748.07,
Switzerland,1921,930.50,977.48,1084.70,3462.05,5264.98,
Switzerland,1922,615.30,668.37,809.36,3324.16,5952.24,
Switzerland,1923,687.29,739.72,884.44,3640.97,6142.98,
Switzerland,1924,804.51,858.16,1002.06,3935.20,6580.99,
Switzerland,1925,675.23,737.94,886.25,3968.44,6829.88,
Switzerland,1926,628.30,691.36,847.20,4250.56,6992.11,
Switzerland,1927,759.85,835.91,999.58,4629.91,7536.40,
Switzerland,1928,761.51,845.98,1007.16,4749.37,7840.14,
Switzerland,1929,859.17,928.67,1090.96,5018.04,7910.50,
Switzerland,1930,586.03,666.71,838.95,4720.77,8133.63,
Switzerland,1931,57.60,121.88,298.54,4053.31,7906.26,
Switzerland,1932,-517.20,-447.65,-257.48,3648.00,7559.30,
Switzerland,1933,-290.63,-227.58,-26.23,3846.23,7780.70,
Switzerland,1934,-227.28,-159.01,46.81,3733.34,7672.56,
Switzerland,1935,-70.76,-15.25,193.73,3874.59,7281.25,
Switzerland,1936,-129.24,-69.32,142.16,4130.83,7254.59,
Switzerland,1937,-100.52,-46.12,155.73,4009.63,7866.22,
Switzerland,1938,557.49,607.38,808.40,4739.36,7614.60,
Switzerland,1939,497.51,577.73,790.68,5078.75,7791.50,
Switzerland,1940,475.06,551.58,778.88,4891.04,8530.51,
Switzerland,1941,987.18,1001.36,1220.42,5031.70,8200.59,
Switzerland,1942,1381.70,1390.87,1598.04,5309.59,7653.41,
Switzerland,1943,1884.68,1896.40,2110.21,5916.48,7523.19,
Switzerland,1944,1994.07,2022.35,2252.84,6062.39,7823.30,
Switzerland,1945,2150.60,2157.35,2394.15,7015.74,7958.45,
Switzerland,1946,900.19,900.29,1120.28,5570.81,9803.77,
Switzerland,1947,795.96,855.79,1074.48,5411.35,9680.59,
Switzerland,1948,544.54,608.49,842.36,4859.92,9683.35,
Switzerland,1949,350.91,485.22,733.52,4865.98,9238.57,
Switzerland,1950,492.83,584.63,869.83,5132.41,9797.28,
Switzerland,1951,922.17,1040.20,1304.07,5415.40,10385.40,
Switzerland,1952,1085.17,1172.46,1440.82,5501.78,10322.23,
Switzerland,1953,1336.83,1409.83,1681.53,5776.29,10525.01,
Switzerland,1954,1562.58,1638.23,1922.80,6082.08,10959.84,
Switzerland,1955,1858.91,1942.81,2231.73,6450.36,11510.27,
Switzerland,1956,2044.02,2126.69,2452.39,6633.85,12082.25,
Switzerland,1957,2115.94,2211.67,2551.49,6458.11,12394.37,
Switzerland,1958,1861.88,1944.98,2288.81,6245.17,11985.70,
Switzerland,1959,2200.32,2286.49,2650.15,6668.08,12578.25,
Switzerland,1960,2747.54,2823.74,3194.84,7328.19,13247.01,
Switzerland,1961,3050.00,3121.99,3510.62,7569.41,13924.24,
Switzerland,1962,3024.61,3070.91,3468.12,7466.25,14246.57,
Switzerland,1963,3148.89,3210.15,3617.27,7574.16,14633.26,
Switzerland,1964,3405.21,3458.39,3902.10,7767.93,15128.63,
Switzerland,1965,3035.00,3097.29,3559.35,7326.81,15429.71,
Switzerland,1966,3067.26,3126.77,3621.05,7302.38,15602.67,
Switzerland,1967,3147.62,3188.82,3697.91,7311.84,15839.50,
Switzerland,1968,3292.06,3349.43,3891.21,7506.01,16212.17,
Switzerland,1969,3454.08,3511.63,4089.64,7730.05,16917.85,
Switzerland,1970,4392.54,4442.89,5111.70,8726.95,17871.51,
Switzerland,1971,4681.16,4727.46,5471.63,9027.43,18449.20,
Switzerland,1972,4808.69,4848.56,5644.32,9132.03,18865.14,
Switzerland,1973,4858.12,4900.08,5774.23,9149.95,19298.16,
Switzerland,1974,4770.84,4800.27,5722.75,8761.76,19418.41,
Switzerland,1975,3594.41,3617.57,4535.19,7470.43,18290.97,
Switzerland,1976,3285.25,3312.52,4263.67,7195.71,18247.25,
Switzerland,1977,3279.03,3303.17,4264.03,7133.03,18693.28,
Switzerland,1978,3368.51,3392.10,4331.39,7190.03,18780.10,
